,QUARTER,TIME_REMAINING,BOSTON_ACTION,PORTLAND_ACTION,BOSTON_SCORE,PORTLAND_SCORE
73,1,2:21.0,K. Olynyk makes 2-pt jump shot from 21 ft (assist by A. Bradley),,21,17
74,1,2:08.0,,Turnover by V. Claver (lost ball; steal by A. Bradley),21,17
75,1,2:02.0,T. Zeller misses 2-pt layup at rim (block by M. Leonard),,21,17
76,1,1:59.0,Offensive rebound by T. Zeller,,21,17
77,1,1:59.0,T. Zeller misses 2-pt layup from 1 ft,,21,17
78,1,1:58.0,,Defensive rebound by V. Claver,21,17
79,1,1:49.0,,N. Batum misses 2-pt jump shot from 7 ft,21,17
80,1,1:49.0,Defensive rebound by Team,,21,17
81,1,1:49.0,,Loose ball foul by V. Claver (drawn by K. Olynyk),21,17
82,1,1:49.0,Boston full timeout,,21,17
83,1,1:49.0,,W. Matthews enters the game for N. Batum,21,17
84,1,1:49.0,T. Prince enters the game for E. Turner,,21,17
85,1,1:49.0,B. Bass enters the game for T. Zeller,,21,17
86,1,1:31.0,M. Smart misses 2-pt jump shot from 21 ft,,21,17
87,1,1:30.0,,Defensive rebound by M. Leonard,21,17
88,1,1:17.0,,C. McCollum misses 3-pt jump shot from 24 ft,21,17
89,1,1:16.0,Defensive rebound by A. Bradley,,21,17
90,1,1:02.0,T. Prince makes 2-pt jump shot from 20 ft,,23,17
91,1,0:51.0,,Turnover by S. Blake (bad pass; steal by B. Bass),23,17
92,1,0:26.0,T. Prince misses 2-pt jump shot from 11 ft,,23,17
93,1,0:25.0,,Defensive rebound by V. Claver,23,17
94,1,0:05.0,,C. McCollum makes 2-pt jump shot from 4 ft,23,19
95,1,0:00.0,M. Smart misses 2-pt jump shot from 6 ft,,23,19
96,1,0:00.0,Offensive rebound by Team,,23,19
97,2,11:48.0,,C. McCollum makes 2-pt jump shot from 14 ft,23,21
98,2,11:31.0,K. Olynyk misses 2-pt layup from 1 ft (block by V. Claver),,23,21
99,2,11:30.0,,Defensive rebound by M. Leonard,23,21
100,2,11:23.0,,C. McCollum misses 3-pt jump shot from 23 ft,23,21
101,2,11:21.0,Defensive rebound by B. Bass,,23,21
102,2,11:05.0,M. Thornton makes 2-pt jump shot from 19 ft (assist by B. Bass),,25,21
103,2,10:51.0,,W. Matthews misses 2-pt layup from 2 ft,25,21
104,2,10:50.0,,Offensive rebound by M. Leonard,25,21
105,2,10:50.0,,M. Leonard makes 2-pt dunk at rim,25,23
106,2,10:30.0,Personal foul by W. Barton (drawn by B. Bass),,25,23
107,2,10:30.0,,C. Kaman enters the game for V. Claver,25,23
108,2,10:16.0,M. Thornton misses 3-pt jump shot from 29 ft,,25,23
109,2,10:15.0,Offensive rebound by B. Bass,,25,23
110,2,10:03.0,M. Smart misses 2-pt jump shot from 6 ft,,25,23
111,2,10:02.0,,Defensive rebound by W. Matthews,25,23
112,2,9:52.0,,C. McCollum misses 2-pt layup from 1 ft,25,23
113,2,9:51.0,Defensive rebound by K. Olynyk,,25,23
114,2,9:43.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by M. Smart),,28,23
115,2,9:21.0,,Personal foul by K. Olynyk (drawn by M. Leonard),28,23
116,2,9:14.0,,C. Kaman makes 2-pt layup from 1 ft (assist by W. Barton),28,25
117,2,9:00.0,K. Olynyk misses 3-pt jump shot from 24 ft,,28,25
118,2,8:58.0,,Defensive rebound by M. Leonard,28,25
119,2,8:50.0,,M. Leonard misses 3-pt jump shot from 24 ft,28,25
120,2,8:49.0,,Offensive rebound by C. Kaman,28,25
121,2,8:41.0,,W. Barton misses 2-pt jump shot from 5 ft,28,25
122,2,8:40.0,,Offensive rebound by C. Kaman,28,25
123,2,8:40.0,,C. Kaman makes 2-pt tip-in at rim,28,27
124,2,8:12.0,B. Bass makes 2-pt jump shot from 14 ft,,30,27
125,2,7:58.0,,Turnover by W. Matthews (bad pass),30,27
126,2,7:58.0,Official timeout,,30,27
127,2,7:58.0,,D. Lillard enters the game for C. McCollum,30,27
128,2,7:58.0,,T. Robinson enters the game for W. Matthews,30,27
129,2,7:58.0,,N. Batum enters the game for M. Leonard,30,27
130,2,7:47.0,Offensive foul by B. Bass (drawn by D. Lillard),,30,27
131,2,7:47.0,Turnover by B. Bass (offensive foul),,30,27
132,2,7:33.0,,D. Lillard misses 2-pt jump shot from 8 ft,30,27
133,2,7:30.0,Defensive rebound by T. Prince,,30,27
134,2,7:19.0,M. Thornton misses 2-pt jump shot from 5 ft,,30,27
135,2,7:18.0,Offensive rebound by K. Olynyk,,30,27
136,2,7:14.0,M. Thornton makes 3-pt jump shot from 23 ft (assist by M. Smart),,33,27
137,2,7:01.0,,Shooting foul by K. Olynyk (drawn by W. Barton),33,27
138,2,7:01.0,,W. Barton makes free throw 1 of 2,33,28
139,2,7:01.0,,W. Barton makes free throw 2 of 2,33,29
140,2,6:52.0,Personal foul by T. Robinson (drawn by K. Olynyk),,33,29
141,2,6:45.0,Offensive foul by K. Olynyk (drawn by W. Barton),,33,29
142,2,6:45.0,Turnover by K. Olynyk (offensive foul),,33,29
143,2,6:30.0,,C. Kaman makes 2-pt jump shot from 18 ft (assist by N. Batum),33,31
144,2,6:14.0,K. Olynyk misses 2-pt jump shot from 5 ft,,33,31
145,2,6:13.0,Offensive rebound by B. Bass,,33,31
146,2,6:12.0,B. Bass misses 2-pt layup from 1 ft (block by T. Robinson),,33,31
147,2,6:07.0,,Defensive rebound by N. Batum,33,31
148,2,6:05.0,,W. Barton misses 2-pt layup from 2 ft,33,31
149,2,6:05.0,,Offensive rebound by T. Robinson,33,31
150,2,6:05.0,,T. Robinson makes 2-pt dunk at rim,33,33
151,2,6:05.0,Boston full timeout,,33,33
152,2,6:05.0,J. Sullinger enters the game for K. Olynyk,,33,33
153,2,6:05.0,E. Turner enters the game for M. Smart,,33,33
154,2,5:52.0,B. Bass misses 2-pt jump shot from 16 ft,,33,33
155,2,5:51.0,,Defensive rebound by T. Robinson,33,33
156,2,5:43.0,,D. Lillard misses 2-pt jump shot from 16 ft,33,33
157,2,5:42.0,Defensive rebound by E. Turner,,33,33
158,2,5:32.0,M. Thornton misses 2-pt jump shot from 20 ft,,33,33
159,2,5:30.0,,Defensive rebound by N. Batum,33,33
160,2,5:15.0,,D. Lillard misses 3-pt jump shot from 25 ft,33,33
161,2,5:14.0,Defensive rebound by B. Bass,,33,33
162,2,5:00.0,J. Sullinger misses 2-pt jump shot from 16 ft,,33,33
163,2,4:58.0,,Defensive rebound by C. Kaman,33,33
164,2,4:41.0,,T. Robinson misses 2-pt layup from 1 ft,33,33
165,2,4:40.0,Defensive rebound by E. Turner,,33,33
166,2,4:32.0,J. Sullinger makes 2-pt dunk at rim (assist by B. Bass),,35,33
167,2,4:14.0,,Turnover by W. Barton (lost ball; steal by J. Sullinger),35,33
168,2,3:54.0,T. Prince makes 3-pt jump shot from 23 ft (assist by E. Turner),,38,33
169,2,3:54.0,,Portland full timeout,38,33
170,2,3:54.0,,D. Wright enters the game for C. Kaman,38,33
171,2,3:54.0,J. Crowder enters the game for T. Prince,,38,33
172,2,3:54.0,A. Bradley enters the game for M. Thornton,,38,33
173,2,3:54.0,,W. Matthews enters the game for W. Barton,38,33
174,2,3:40.0,,D. Lillard makes 2-pt jump shot from 8 ft,38,35
175,2,3:26.0,B. Bass misses 2-pt jump shot from 6 ft,,38,35
176,2,3:25.0,Offensive rebound by B. Bass,,38,35
177,2,3:22.0,E. Turner misses 3-pt jump shot from 25 ft,,38,35
178,2,3:21.0,,Defensive rebound by T. Robinson,38,35
179,2,2:58.0,,D. Lillard makes 2-pt layup from 1 ft (assist by N. Batum),38,37
180,2,2:43.0,Turnover by J. Crowder (bad pass; steal by D. Wright),,38,37
181,2,2:39.0,,W. Matthews makes 2-pt layup from 1 ft,38,39
182,2,2:19.0,E. Turner misses 2-pt jump shot from 17 ft,,38,39
183,2,2:18.0,Offensive rebound by Team,,38,39
184,2,2:11.0,Shooting foul by T. Robinson (drawn by B. Bass),,38,39
185,2,2:11.0,B. Bass misses free throw 1 of 2,,38,39
186,2,2:11.0,Offensive rebound by Team,,38,39
187,2,2:11.0,B. Bass makes free throw 2 of 2,,39,39
188,2,1:59.0,,Shooting foul by A. Bradley (drawn by D. Lillard),39,39
189,2,1:59.0,,D. Lillard makes free throw 1 of 3,39,40
190,2,1:59.0,,D. Lillard makes free throw 2 of 3,39,41
191,2,1:59.0,,D. Lillard makes free throw 3 of 3,39,42
192,2,1:44.0,E. Turner makes 3-pt jump shot from 24 ft (assist by J. Crowder),,42,42
193,2,1:33.0,,D. Lillard misses 3-pt jump shot from 26 ft,42,42
194,2,1:32.0,Defensive rebound by J. Crowder,,42,42
195,2,1:23.0,Turnover by J. Sullinger (bad pass; steal by D. Wright),,42,42
196,2,1:15.0,,D. Wright misses 3-pt jump shot from 22 ft,42,42
197,2,1:14.0,Defensive rebound by B. Bass,,42,42
198,2,1:03.0,Turnover by E. Turner (bad pass),,42,42
199,2,1:03.0,M. Smart enters the game for J. Crowder,,42,42
200,2,1:03.0,,M. Leonard enters the game for T. Robinson,42,42
201,2,0:46.0,,N. Batum misses 2-pt jump shot from 16 ft,42,42
202,2,0:45.0,Defensive rebound by A. Bradley,,42,42
203,2,0:31.0,A. Bradley makes 2-pt jump shot from 20 ft (assist by B. Bass),,44,42
204,2,0:15.0,,D. Lillard misses 2-pt jump shot from 13 ft,44,42
205,2,0:14.0,Defensive rebound by J. Sullinger,,44,42
206,2,0:02.0,Personal foul by M. Leonard (drawn by M. Smart),,44,42
207,2,0:02.0,,C. McCollum enters the game for D. Lillard,44,42
208,2,0:02.0,K. Olynyk enters the game for B. Bass,,44,42
209,2,0:02.0,,W. Barton enters the game for N. Batum,44,42
210,2,0:00.0,J. Sullinger misses 3-pt jump shot from 24 ft,,44,42
211,2,0:00.0,Offensive rebound by Team,,44,42
212,3,11:46.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by C. Kaman),44,45
213,3,11:32.0,E. Turner misses 2-pt jump shot from 5 ft,,44,45
214,3,11:32.0,Offensive rebound by B. Bass,,44,45
215,3,11:32.0,B. Bass makes 2-pt dunk at rim,,46,45
216,3,11:10.0,,C. Kaman misses 2-pt jump shot from 19 ft,46,45
217,3,11:09.0,Defensive rebound by Team,,46,45
218,3,11:09.0,,Loose ball foul by T. Robinson (drawn by B. Bass),46,45
219,3,10:53.0,J. Sullinger makes 2-pt jump shot from 21 ft (assist by E. Turner),,48,45
220,3,10:35.0,,D. Lillard misses 2-pt jump shot from 12 ft,48,45
221,3,10:34.0,Defensive rebound by J. Sullinger,,48,45
222,3,10:24.0,J. Crowder misses 2-pt jump shot from 16 ft,,48,45
223,3,10:23.0,,Defensive rebound by D. Lillard,48,45
224,3,10:19.0,,D. Lillard misses 2-pt jump shot from 4 ft (block by J. Crowder),48,45
225,3,10:17.0,,Offensive rebound by D. Lillard,48,45
226,3,10:17.0,,Personal foul by J. Crowder (drawn by D. Lillard),48,45
227,3,10:07.0,,T. Robinson makes 2-pt jump shot from 2 ft,48,47
228,3,9:49.0,J. Sullinger misses 3-pt jump shot from 24 ft,,48,47
229,3,9:49.0,,Defensive rebound by N. Batum,48,47
230,3,9:36.0,,T. Robinson misses 2-pt jump shot from 17 ft,48,47
231,3,9:34.0,Defensive rebound by B. Bass,,48,47
232,3,9:21.0,A. Bradley misses 2-pt jump shot from 22 ft,,48,47
233,3,9:20.0,Offensive rebound by J. Sullinger,,48,47
234,3,9:13.0,A. Bradley misses 3-pt jump shot from 23 ft,,48,47
235,3,9:13.0,,Defensive rebound by C. Kaman,48,47
236,3,9:00.0,,W. Matthews misses 2-pt jump shot from 3 ft,48,47
237,3,8:59.0,Defensive rebound by J. Sullinger,,48,47
238,3,8:55.0,Turnover by E. Turner (palming),,48,47
239,3,8:44.0,,Personal foul by E. Turner (drawn by W. Matthews),48,47
240,3,8:35.0,,D. Wright enters the game for N. Batum,48,47
241,3,8:30.0,,W. Matthews makes 3-pt jump shot from 24 ft,48,50
242,3,8:19.0,B. Bass makes 2-pt jump shot from 16 ft,,50,50
243,3,8:03.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Lillard),50,53
244,3,7:39.0,J. Crowder misses 2-pt layup (block by T. Robinson),,50,53
245,3,7:38.0,Offensive rebound by Team,,50,53
246,3,7:33.0,E. Turner misses 2-pt jump shot from 16 ft,,50,53
247,3,7:32.0,,Defensive rebound by D. Lillard,50,53
248,3,7:22.0,,Turnover by D. Lillard (bad pass; steal by E. Turner),50,53
249,3,7:19.0,J. Crowder makes 2-pt dunk at rim (assist by E. Turner),,52,53
250,3,6:57.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Lillard),52,56
251,3,6:55.0,Boston full timeout,,52,56
252,3,6:55.0,T. Zeller enters the game for B. Bass,,52,56
253,3,6:55.0,,M. Leonard enters the game for C. Kaman,52,56
254,3,6:39.0,J. Sullinger makes 2-pt jump shot from 4 ft,,54,56
255,3,6:14.0,,M. Leonard misses 2-pt hook shot from 7 ft,54,56
256,3,6:14.0,Defensive rebound by J. Crowder,,54,56
257,3,6:01.0,E. Turner misses 3-pt jump shot from 22 ft,,54,56
258,3,6:00.0,,Defensive rebound by D. Wright,54,56
259,3,5:51.0,,D. Lillard misses 2-pt jump shot from 17 ft,54,56
260,3,5:50.0,,Offensive rebound by D. Lillard,54,56
261,3,5:48.0,,D. Lillard misses 2-pt jump shot from 5 ft (block by T. Zeller),54,56
262,3,5:47.0,Defensive rebound by T. Zeller,,54,56
263,3,5:33.0,Turnover by T. Zeller (lost ball; steal by T. Robinson),,54,56
264,3,5:33.0,,V. Claver enters the game for T. Robinson,54,56
265,3,5:33.0,M. Smart enters the game for J. Crowder,,54,56
266,3,5:21.0,,M. Leonard makes 3-pt jump shot from 25 ft (assist by D. Lillard),54,59
267,3,5:07.0,J. Sullinger makes 3-pt jump shot from 24 ft,,57,59
268,3,4:53.0,,Shooting foul by M. Smart (drawn by D. Wright),57,59
269,3,4:53.0,,D. Wright misses free throw 1 of 2,57,59
270,3,4:53.0,,Offensive rebound by Team,57,59
271,3,4:53.0,,D. Wright makes free throw 2 of 2,57,60
272,3,4:41.0,Turnover by J. Sullinger (traveling),,57,60
273,3,4:27.0,,D. Wright misses 3-pt jump shot from 23 ft,57,60
274,3,4:27.0,Defensive rebound by E. Turner,,57,60
275,3,4:21.0,A. Bradley makes 2-pt jump shot from 17 ft,,59,60
276,3,4:13.0,,Personal foul by T. Zeller (drawn by M. Leonard),59,60
277,3,4:13.0,T. Prince enters the game for J. Sullinger,,59,60
278,3,4:13.0,K. Olynyk enters the game for E. Turner,,59,60
279,3,4:05.0,,V. Claver makes 2-pt jump shot from 20 ft (assist by D. Lillard),59,62
280,3,3:43.0,Turnover by T. Prince (bad pass; steal by D. Lillard),,59,62
281,3,3:38.0,,D. Wright misses 2-pt layup from 2 ft,59,62
282,3,3:37.0,Defensive rebound by Team,,59,62
283,3,3:37.0,,Loose ball foul by M. Leonard (drawn by T. Prince),59,62
284,3,3:29.0,A. Bradley makes 2-pt jump shot from 19 ft,,61,62
285,3,3:20.0,,Portland full timeout,61,62
286,3,3:20.0,,C. McCollum enters the game for W. Matthews,61,62
287,3,3:10.0,,D. Lillard misses 2-pt jump shot from 7 ft (block by K. Olynyk),61,62
288,3,3:09.0,Defensive rebound by M. Smart,,61,62
289,3,2:51.0,Turnover by K. Olynyk (traveling),,61,62
290,3,2:51.0,,C. Kaman enters the game for D. Wright,61,62
291,3,2:36.0,,D. Lillard makes 2-pt jump shot from 21 ft,61,64
292,3,2:20.0,A. Bradley makes 2-pt jump shot from 21 ft (assist by T. Zeller),,63,64
293,3,1:54.0,,V. Claver misses 3-pt jump shot from 24 ft,63,64
294,3,1:53.0,Defensive rebound by T. Zeller,,63,64
295,3,1:42.0,A. Bradley makes 2-pt layup from 2 ft,,65,64
296,3,1:23.0,,D. Lillard makes 3-pt jump shot from 26 ft,65,67
297,3,1:06.0,A. Bradley misses 2-pt jump shot from 19 ft,,65,67
298,3,1:04.0,,Defensive rebound by C. Kaman,65,67
299,3,0:59.0,,Turnover by C. McCollum (bad pass; steal by T. Prince),65,67
300,3,0:49.0,T. Zeller makes 2-pt layup from 1 ft (assist by T. Prince),,67,67
301,3,0:30.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by M. Leonard),67,70
302,3,0:09.0,Turnover by K. Olynyk (lost ball),,67,70
303,3,0:09.0,,D. Wright enters the game for C. Kaman,67,70
304,3,0:02.0,,D. Lillard makes 2-pt dunk at rim,67,72
305,3,0:00.0,Turnover by K. Olynyk (bad pass; steal by M. Leonard),,67,72
306,4,11:44.0,T. Prince makes 2-pt hook shot from 6 ft,,69,72
307,4,11:27.0,,C. McCollum misses 2-pt jump shot from 15 ft,69,72
308,4,11:27.0,Defensive rebound by T. Prince,,69,72
309,4,11:18.0,M. Thornton makes 2-pt jump shot from 3 ft (assist by B. Bass),,71,72
310,4,10:59.0,,C. McCollum misses 2-pt layup from 2 ft (block by K. Olynyk),71,72
311,4,10:57.0,,Offensive rebound by T. Robinson,71,72
312,4,10:51.0,,M. Leonard misses 3-pt jump shot from 25 ft,71,72
313,4,10:51.0,,Offensive rebound by Team,71,72
314,4,10:51.0,,Turnover by Team (shot clock),71,72
315,4,10:39.0,B. Bass misses 2-pt jump shot from 15 ft,,71,72
316,4,10:39.0,,Defensive rebound by S. Blake,71,72
317,4,10:29.0,,W. Matthews makes 2-pt jump shot from 20 ft,71,74
318,4,10:07.0,Shooting foul by M. Leonard (drawn by B. Bass),,71,74
319,4,10:07.0,B. Bass makes free throw 1 of 2,,72,74
320,4,10:07.0,B. Bass makes free throw 2 of 2,,73,74
321,4,9:52.0,,C. McCollum misses 2-pt layup from 1 ft,73,74
322,4,9:51.0,Defensive rebound by M. Thornton,,73,74
323,4,9:42.0,Turnover by M. Thornton (lost ball; steal by C. McCollum),,73,74
324,4,9:36.0,,Turnover by C. McCollum (bad pass; steal by M. Smart),73,74
325,4,9:30.0,B. Bass misses 2-pt layup from 2 ft (block by W. Matthews),,73,74
326,4,9:28.0,,Defensive rebound by T. Robinson,73,74
327,4,9:25.0,,Shooting foul by K. Olynyk (drawn by C. McCollum),73,74
328,4,9:25.0,,C. McCollum makes 2-pt layup from 1 ft,73,76
329,4,9:25.0,Technical foul by Team,,73,76
330,4,9:25.0,,W. Matthews makes technical free throw,73,77
331,4,9:25.0,,C. McCollum makes free throw 1 of 1,73,78
332,4,9:16.0,Personal foul by S. Blake (drawn by M. Smart),,73,78
333,4,9:09.0,M. Thornton makes 2-pt jump shot from 23 ft (assist by B. Bass),,75,78
334,4,8:43.0,,W. Matthews misses 3-pt jump shot from 28 ft,75,78
335,4,8:39.0,Defensive rebound by Team,,75,78
336,4,8:28.0,M. Smart misses 2-pt jump shot from 10 ft,,75,78
337,4,8:28.0,,Defensive rebound by M. Leonard,75,78
338,4,8:14.0,,W. Matthews misses 3-pt jump shot from 25 ft,75,78
339,4,8:13.0,Defensive rebound by M. Smart,,75,78
340,4,8:04.0,Personal foul by W. Matthews (drawn by K. Olynyk),,75,78
341,4,8:04.0,Official timeout,,75,78
342,4,8:04.0,,D. Lillard enters the game for C. McCollum,75,78
343,4,8:04.0,,C. Kaman enters the game for M. Leonard,75,78
344,4,7:53.0,K. Olynyk misses 3-pt jump shot from 25 ft,,75,78
345,4,7:52.0,,Defensive rebound by Team,75,78
346,4,7:36.0,,C. Kaman misses 2-pt layup from 1 ft,75,78
347,4,7:35.0,Defensive rebound by B. Bass,,75,78
348,4,7:23.0,M. Thornton misses 2-pt jump shot from 22 ft,,75,78
349,4,7:23.0,,Defensive rebound by S. Blake,75,78
350,4,7:06.0,,T. Robinson misses 2-pt jump shot from 6 ft,75,78
351,4,7:05.0,,Offensive rebound by T. Robinson,75,78
352,4,7:04.0,,Shooting foul by B. Bass (drawn by C. Kaman),75,78
353,4,7:04.0,,C. Kaman makes free throw 1 of 2,75,79
354,4,7:04.0,E. Turner enters the game for M. Smart,,75,79
355,4,7:04.0,J. Sullinger enters the game for B. Bass,,75,79
356,4,7:04.0,,C. Kaman misses free throw 2 of 2,75,79
357,4,7:03.0,Defensive rebound by T. Prince,,75,79
358,4,6:51.0,Boston full timeout,,75,79
359,4,6:51.0,T. Zeller enters the game for K. Olynyk,,75,79
360,4,6:43.0,M. Thornton misses 2-pt jump shot from 22 ft,,75,79
361,4,6:43.0,,Defensive rebound by T. Robinson,75,79
362,4,6:34.0,,Shooting foul by M. Thornton (drawn by S. Blake),75,79
363,4,6:34.0,,S. Blake makes free throw 1 of 3,75,80
364,4,6:34.0,,S. Blake makes free throw 2 of 3,75,81
365,4,6:34.0,A. Bradley enters the game for M. Thornton,,75,81
366,4,6:34.0,,S. Blake makes free throw 3 of 3,75,82
367,4,6:18.0,T. Zeller misses 2-pt hook shot from 16 ft,,75,82
368,4,6:18.0,Offensive rebound by J. Sullinger,,75,82
369,4,6:08.0,E. Turner makes 2-pt layup from 1 ft,,77,82
370,4,5:45.0,,D. Lillard makes 2-pt jump shot from 18 ft,77,84
371,4,5:26.0,A. Bradley makes 2-pt jump shot from 19 ft,,79,84
372,4,5:02.0,,S. Blake misses 3-pt jump shot from 24 ft,79,84
373,4,5:01.0,Defensive rebound by A. Bradley,,79,84
374,4,4:57.0,T. Prince makes 2-pt dunk at rim (assist by A. Bradley),,81,84
375,4,4:55.0,,Portland full timeout,81,84
376,4,4:55.0,,M. Leonard enters the game for T. Robinson,81,84
377,4,4:44.0,,D. Lillard makes 3-pt jump shot from 26 ft,81,87
378,4,4:21.0,Turnover by E. Turner (bad pass; steal by W. Matthews),,81,87
379,4,4:02.0,,W. Matthews misses 3-pt jump shot from 23 ft,81,87
380,4,4:01.0,,Offensive rebound by Team,81,87
381,4,4:01.0,B. Bass enters the game for T. Zeller,,81,87
382,4,3:55.0,,W. Matthews misses 2-pt layup from 2 ft,81,87
383,4,3:54.0,Defensive rebound by J. Sullinger,,81,87
384,4,3:48.0,A. Bradley misses 3-pt jump shot from 23 ft,,81,87
385,4,3:47.0,,Defensive rebound by C. Kaman,81,87
386,4,3:40.0,,D. Lillard misses 3-pt jump shot from 24 ft,81,87
387,4,3:38.0,,Offensive rebound by S. Blake,81,87
