,QUARTER,TIME_REMAINING,CHICAGO_ACTION,OKLAHOMA CITY_ACTION,CHICAGO_SCORE,OKLAHOMA CITY_SCORE
112,1,1:03.0,,E. Freedom makes free throw 2 of 2,11,15
113,1,0:51.0,N. Mirotić misses 3-pt jump shot from 22 ft,,11,15
114,1,0:50.0,Offensive rebound by P. Gasol,,11,15
115,1,0:46.0,K. Hinrich misses 2-pt jump shot from 4 ft,,11,15
116,1,0:46.0,Offensive rebound by P. Gasol,,11,15
117,1,0:46.0,P. Gasol makes 2-pt dunk at rim,,13,15
118,1,0:35.0,,R. Westbrook makes 2-pt layup from 1 ft (assist by N. Collison),13,17
119,1,0:17.0,P. Gasol makes 2-pt jump shot from 20 ft,,15,17
120,1,0:00.0,,R. Westbrook misses 3-pt jump shot from 23 ft,15,17
121,1,0:00.0,Defensive rebound by Team,,15,17
122,2,11:49.0,N. Mirotić misses 3-pt jump shot from 22 ft,,15,17
123,2,11:47.0,,Defensive rebound by N. Collison,15,17
124,2,11:31.0,,N. Collison makes 2-pt jump shot from 19 ft,15,19
125,2,11:06.0,J. Noah misses 2-pt jump shot from 16 ft,,15,19
126,2,11:05.0,,Defensive rebound by N. Collison,15,19
127,2,10:56.0,,Personal foul by D. McDermott (drawn by K. Singler),15,19
128,2,10:50.0,,D. Augustin makes 3-pt jump shot from 24 ft,15,22
129,2,10:25.0,Shooting foul by A. Morrow (drawn by J. Noah),,15,22
130,2,10:25.0,J. Noah makes free throw 1 of 2,,16,22
131,2,10:25.0,J. Noah misses free throw 2 of 2,,16,22
132,2,10:24.0,,Defensive rebound by M. McGary,16,22
133,2,10:12.0,,Shooting foul by K. Hinrich (drawn by D. Augustin),16,22
134,2,10:12.0,,D. Augustin makes free throw 1 of 2,16,23
135,2,10:12.0,E. Moore enters the game for T. Snell,,16,23
136,2,10:12.0,,D. Augustin makes free throw 2 of 2,16,24
137,2,9:50.0,E. Moore makes 2-pt jump shot from 9 ft (assist by J. Noah),,18,24
138,2,9:39.0,,Offensive foul by D. Augustin (drawn by E. Moore),18,24
139,2,9:39.0,,Turnover by D. Augustin (offensive foul),18,24
140,2,9:28.0,Personal foul by M. McGary (drawn by J. Noah),,18,24
141,2,9:22.0,N. Mirotić makes 2-pt dunk at rim (assist by K. Hinrich),,20,24
142,2,9:06.0,,N. Collison makes 2-pt layup from 1 ft (assist by D. Augustin),20,26
143,2,8:50.0,D. McDermott misses 2-pt jump shot from 7 ft (block by A. Morrow),,20,26
144,2,8:48.0,,Defensive rebound by K. Singler,20,26
145,2,8:37.0,,Turnover by N. Collison (step out of bounds),20,26
146,2,8:37.0,Official timeout,,20,26
147,2,8:37.0,M. Dunleavy enters the game for D. McDermott,,20,26
148,2,8:20.0,N. Mirotić misses 2-pt jump shot from 20 ft,,20,26
149,2,8:19.0,,Defensive rebound by N. Collison,20,26
150,2,8:03.0,,A. Morrow makes 2-pt jump shot from 12 ft (assist by D. Augustin),20,28
151,2,7:47.0,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by J. Noah),,23,28
152,2,7:32.0,,Turnover by A. Morrow (bad pass; steal by N. Mirotić),23,28
153,2,7:31.0,Personal take foul by N. Collison (drawn by N. Mirotić),,23,28
154,2,7:31.0,,R. Westbrook enters the game for K. Singler,23,28
155,2,7:14.0,J. Noah makes 2-pt layup from 1 ft (assist by K. Hinrich),,25,28
156,2,6:55.0,,A. Morrow makes 3-pt jump shot from 24 ft (assist by N. Collison),25,31
157,2,6:30.0,J. Noah makes 2-pt layup at rim (assist by M. Dunleavy),,27,31
158,2,6:16.0,,Turnover by D. Augustin (step out of bounds),27,31
159,2,6:16.0,,S. Adams enters the game for M. McGary,27,31
160,2,6:06.0,N. Mirotić misses 3-pt jump shot from 23 ft,,27,31
161,2,6:05.0,,Defensive rebound by R. Westbrook,27,31
162,2,6:01.0,,S. Adams misses 2-pt layup at rim,27,31
163,2,6:00.0,Defensive rebound by J. Noah,,27,31
164,2,5:51.0,K. Hinrich makes 3-pt jump shot from 24 ft,,30,31
165,2,5:45.0,,Oklahoma City full timeout,30,31
166,2,5:45.0,,E. Freedom enters the game for A. Morrow,30,31
167,2,5:45.0,,D. Waiters enters the game for N. Collison,30,31
168,2,5:30.0,,Shooting foul by N. Mirotić (drawn by R. Westbrook),30,31
169,2,5:30.0,,R. Westbrook makes 2-pt layup from 2 ft,30,33
170,2,5:30.0,,R. Westbrook makes free throw 1 of 1,30,34
171,2,5:19.0,Turnover by E. Moore (bad pass),,30,34
172,2,5:05.0,,Turnover by R. Westbrook (bad pass; steal by J. Noah),30,34
173,2,5:00.0,N. Mirotić makes 2-pt layup at rim (assist by E. Moore),,32,34
174,2,4:46.0,,Shooting foul by E. Moore (drawn by R. Westbrook),32,34
175,2,4:46.0,,R. Westbrook makes free throw 1 of 2,32,35
176,2,4:46.0,A. Brooks enters the game for J. Noah,,32,35
177,2,4:46.0,P. Gasol enters the game for K. Hinrich,,32,35
178,2,4:46.0,,R. Westbrook makes free throw 2 of 2,32,36
179,2,4:34.0,N. Mirotić makes 2-pt jump shot from 22 ft,,34,36
180,2,4:13.0,,E. Freedom misses 2-pt layup from 2 ft (block by P. Gasol),34,36
181,2,4:11.0,,Offensive rebound by S. Adams,34,36
182,2,4:09.0,,S. Adams misses 2-pt layup from 1 ft,34,36
183,2,4:06.0,,Offensive rebound by S. Adams,34,36
184,2,4:06.0,,S. Adams makes 2-pt layup at rim,34,38
185,2,3:49.0,E. Moore misses 3-pt jump shot from 22 ft,,34,38
186,2,3:48.0,,Defensive rebound by E. Freedom,34,38
187,2,3:41.0,,D. Waiters makes 2-pt layup from 1 ft,34,40
188,2,3:36.0,Chicago full timeout,,34,40
189,2,3:29.0,A. Brooks misses 3-pt jump shot from 24 ft,,34,40
190,2,3:28.0,Offensive rebound by N. Mirotić,,34,40
191,2,3:25.0,N. Mirotić makes 2-pt jump shot from 13 ft,,36,40
192,2,3:07.0,,Turnover by R. Westbrook (traveling),36,40
193,2,2:59.0,Personal foul by S. Adams (drawn by P. Gasol),,36,40
194,2,2:49.0,N. Mirotić makes 2-pt jump shot from 9 ft,,38,40
195,2,2:34.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),38,42
196,2,2:15.0,Offensive foul by N. Mirotić (drawn by E. Freedom),,38,42
197,2,2:15.0,Turnover by N. Mirotić (offensive foul),,38,42
198,2,2:15.0,,A. Morrow enters the game for D. Augustin,38,42
199,2,1:59.0,,D. Waiters makes 2-pt jump shot from 20 ft (assist by S. Adams),38,44
200,2,1:33.0,A. Brooks makes 2-pt jump shot from 9 ft,,40,44
201,2,1:12.0,,A. Morrow misses 2-pt jump shot from 16 ft,40,44
202,2,1:11.0,Defensive rebound by E. Moore,,40,44
203,2,1:04.0,A. Brooks makes 2-pt layup from 2 ft,,42,44
204,2,0:49.0,,Turnover by E. Freedom (lost ball; steal by E. Moore),42,44
205,2,0:43.0,A. Brooks makes 2-pt layup from 1 ft (assist by E. Moore),,44,44
206,2,0:39.0,,Oklahoma City full timeout,44,44
207,2,0:33.0,,Offensive foul by S. Adams (drawn by E. Moore),44,44
208,2,0:33.0,,Turnover by S. Adams (offensive foul),44,44
209,2,0:33.0,,N. Collison enters the game for S. Adams,44,44
210,2,0:33.0,,A. Roberson enters the game for A. Morrow,44,44
211,2,0:20.0,E. Moore makes 3-pt jump shot from 25 ft (assist by N. Mirotić),,47,44
212,2,0:04.0,,R. Westbrook makes 3-pt jump shot from 24 ft,47,47
213,2,0:00.0,E. Moore misses 2-pt jump shot from 10 ft,,47,47
214,2,0:00.0,,Defensive rebound by Team,47,47
215,3,11:44.0,A. Brooks makes 2-pt jump shot from 2 ft,,49,47
216,3,11:33.0,,Shooting foul by A. Brooks (drawn by D. Waiters),49,47
217,3,11:33.0,,D. Waiters makes free throw 1 of 2,49,48
218,3,11:33.0,,D. Waiters misses free throw 2 of 2,49,48
219,3,11:32.0,,Offensive rebound by Team,49,48
220,3,11:32.0,Loose ball foul by J. Noah (drawn by S. Adams),,49,48
221,3,11:26.0,,R. Westbrook misses 2-pt jump shot from 13 ft,49,48
222,3,11:25.0,,Offensive rebound by Team,49,48
223,3,11:25.0,,Offensive foul by E. Freedom (drawn by J. Noah),49,48
224,3,11:25.0,,Turnover by E. Freedom (offensive foul),49,48
225,3,11:04.0,M. Dunleavy misses 2-pt layup from 1 ft (block by A. Roberson),,49,48
226,3,11:03.0,,Defensive rebound by R. Westbrook,49,48
227,3,10:54.0,,Personal foul by M. Dunleavy (drawn by D. Waiters),49,48
228,3,10:46.0,,D. Waiters misses 2-pt jump shot from 18 ft,49,48
229,3,10:46.0,Defensive rebound by Team,,49,48
230,3,10:26.0,A. Brooks misses 3-pt jump shot from 26 ft,,49,48
231,3,10:25.0,,Defensive rebound by D. Waiters,49,48
232,3,10:14.0,,R. Westbrook misses 2-pt jump shot from 16 ft,49,48
233,3,10:14.0,Defensive rebound by M. Dunleavy,,49,48
234,3,10:02.0,P. Gasol misses 2-pt jump shot from 14 ft,,49,48
235,3,10:01.0,,Defensive rebound by R. Westbrook,49,48
236,3,9:54.0,,R. Westbrook misses 2-pt jump shot from 14 ft,49,48
237,3,9:54.0,Defensive rebound by J. Noah,,49,48
238,3,9:44.0,T. Snell misses 2-pt jump shot from 15 ft,,49,48
239,3,9:43.0,,Defensive rebound by S. Adams,49,48
240,3,9:23.0,,Shooting foul by T. Snell (drawn by R. Westbrook),49,48
241,3,9:23.0,,R. Westbrook makes free throw 1 of 2,49,49
242,3,9:23.0,,R. Westbrook makes free throw 2 of 2,49,50
243,3,9:08.0,Turnover by M. Dunleavy (offensive foul),,49,50
244,3,9:08.0,Offensive foul by M. Dunleavy (drawn by D. Waiters),,49,50
245,3,8:53.0,,E. Freedom makes 2-pt jump shot from 18 ft (assist by R. Westbrook),49,52
246,3,8:51.0,Chicago full timeout,,49,52
247,3,8:30.0,T. Snell makes 3-pt jump shot from 22 ft (assist by P. Gasol),,52,52
248,3,8:14.0,,S. Adams makes 2-pt layup from 1 ft (assist by D. Waiters),52,54
249,3,7:47.0,T. Snell misses 3-pt jump shot from 24 ft,,52,54
250,3,7:46.0,,Defensive rebound by Team,52,54
251,3,7:30.0,,D. Waiters misses 2-pt jump shot from 15 ft,52,54
252,3,7:29.0,Defensive rebound by P. Gasol,,52,54
253,3,7:21.0,A. Brooks misses 2-pt layup from 2 ft (block by S. Adams),,52,54
254,3,7:20.0,,Defensive rebound by Team,52,54
255,3,7:17.0,,Shooting foul by M. Dunleavy (drawn by S. Adams),52,54
256,3,7:17.0,,S. Adams makes free throw 1 of 2,52,55
257,3,7:17.0,E. Moore enters the game for M. Dunleavy,,52,55
258,3,7:17.0,,S. Adams misses free throw 2 of 2,52,55
259,3,7:16.0,Defensive rebound by P. Gasol,,52,55
260,3,6:54.0,P. Gasol misses 2-pt jump shot from 13 ft,,52,55
261,3,6:52.0,Offensive rebound by J. Noah,,52,55
262,3,6:51.0,J. Noah makes 2-pt layup from 1 ft,,54,55
263,3,6:33.0,,R. Westbrook misses 2-pt jump shot from 11 ft,54,55
264,3,6:32.0,,Offensive rebound by Team,54,55
265,3,6:32.0,,Turnover by R. Westbrook (traveling),54,55
266,3,6:21.0,P. Gasol makes 3-pt jump shot from 23 ft (assist by A. Brooks),,57,55
267,3,6:05.0,,E. Freedom misses 2-pt jump shot from 15 ft,57,55
268,3,6:03.0,Defensive rebound by T. Snell,,57,55
269,3,5:42.0,P. Gasol misses 2-pt layup from 3 ft (block by S. Adams),,57,55
270,3,5:40.0,,Defensive rebound by E. Freedom,57,55
271,3,5:34.0,,D. Waiters misses 3-pt jump shot from 22 ft,57,55
272,3,5:32.0,,Offensive rebound by S. Adams,57,55
273,3,5:31.0,,S. Adams makes 2-pt jump shot from 4 ft,57,57
274,3,5:12.0,E. Moore misses 3-pt jump shot from 24 ft,,57,57
275,3,5:11.0,,Defensive rebound by R. Westbrook,57,57
276,3,4:58.0,,R. Westbrook makes 3-pt jump shot from 24 ft (assist by A. Roberson),57,60
277,3,4:46.0,A. Brooks makes 2-pt jump shot from 10 ft,,59,60
278,3,4:29.0,,E. Freedom makes 2-pt jump shot from 3 ft,59,62
279,3,4:13.0,A. Brooks misses 3-pt jump shot from 28 ft,,59,62
280,3,4:12.0,,Defensive rebound by S. Adams,59,62
281,3,3:52.0,,E. Freedom makes 2-pt layup at rim,59,64
282,3,3:35.0,E. Moore makes 3-pt jump shot from 23 ft (assist by T. Snell),,62,64
283,3,3:21.0,,Turnover by R. Westbrook (lost ball; steal by P. Gasol),62,64
284,3,3:13.0,T. Snell makes 3-pt jump shot from 24 ft (assist by A. Brooks),,65,64
285,3,3:12.0,,Oklahoma City full timeout,65,64
286,3,3:12.0,,A. Morrow enters the game for D. Waiters,65,64
287,3,3:12.0,,N. Collison enters the game for S. Adams,65,64
288,3,3:12.0,,K. Singler enters the game for A. Roberson,65,64
289,3,3:12.0,N. Mirotić enters the game for J. Noah,,65,64
290,3,2:57.0,,E. Freedom makes 2-pt layup from 1 ft,65,66
291,3,2:29.0,Turnover by A. Brooks (bad pass; steal by E. Freedom),,65,66
292,3,2:18.0,,R. Westbrook makes 2-pt jump shot from 15 ft,65,68
293,3,2:02.0,Personal foul by N. Collison (drawn by N. Mirotić),,65,68
294,3,2:02.0,K. Hinrich enters the game for A. Brooks,,65,68
295,3,1:47.0,N. Mirotić misses 2-pt jump shot from 22 ft,,65,68
296,3,1:46.0,Offensive rebound by P. Gasol,,65,68
297,3,1:42.0,Shooting foul by E. Freedom (drawn by P. Gasol),,65,68
298,3,1:42.0,P. Gasol makes free throw 1 of 2,,66,68
299,3,1:42.0,P. Gasol misses free throw 2 of 2,,66,68
300,3,1:41.0,,Defensive rebound by A. Morrow,66,68
301,3,1:25.0,,R. Westbrook misses 2-pt jump shot from 14 ft,66,68
302,3,1:24.0,Defensive rebound by K. Hinrich,,66,68
303,3,1:04.0,P. Gasol makes 2-pt jump shot from 4 ft,,68,68
304,3,0:45.0,,R. Westbrook makes 2-pt layup from 1 ft,68,70
305,3,0:37.0,Turnover by N. Mirotić (discontinued dribble),,68,70
306,3,0:32.0,,R. Westbrook makes 2-pt jump shot from 15 ft,68,72
307,3,0:10.0,T. Snell makes 2-pt dunk at rim,,70,72
308,3,0:01.0,,Personal foul by N. Mirotić (drawn by R. Westbrook),70,72
309,3,0:01.0,,R. Westbrook makes free throw 1 of 2,70,73
310,3,0:01.0,,R. Westbrook misses free throw 2 of 2,70,73
311,3,0:00.0,,Offensive rebound by E. Freedom,70,73
312,3,0:00.0,,E. Freedom makes 2-pt tip-in from 1 ft,70,75
313,4,11:38.0,,Turnover by D. Augustin (discontinued dribble),70,75
314,4,11:24.0,N. Mirotić makes 3-pt jump shot from 24 ft (assist by J. Noah),,73,75
315,4,11:05.0,,K. Singler misses 3-pt jump shot from 24 ft,73,75
316,4,11:04.0,Defensive rebound by E. Moore,,73,75
317,4,10:48.0,J. Noah makes 2-pt layup from 2 ft (assist by T. Snell),,75,75
318,4,10:47.0,,Oklahoma City full timeout,75,75
319,4,10:32.0,,K. Singler misses 3-pt jump shot from 24 ft,75,75
320,4,10:31.0,Defensive rebound by K. Hinrich,,75,75
321,4,10:20.0,Shooting foul by N. Collison (drawn by J. Noah),,75,75
322,4,10:20.0,J. Noah misses free throw 1 of 2,,75,75
323,4,10:20.0,Offensive rebound by Team,,75,75
324,4,10:20.0,J. Noah makes free throw 2 of 2,,76,75
325,4,10:03.0,,D. Augustin makes 3-pt jump shot from 23 ft,76,78
326,4,9:50.0,Shooting foul by N. Collison (drawn by N. Mirotić),,76,78
327,4,9:50.0,N. Mirotić makes free throw 1 of 2,,77,78
328,4,9:50.0,N. Mirotić makes free throw 2 of 2,,78,78
329,4,9:42.0,,Personal block foul by K. Hinrich (drawn by D. Augustin),78,78
330,4,9:38.0,,Offensive foul by D. Augustin (drawn by K. Hinrich),78,78
331,4,9:38.0,,Turnover by D. Augustin (offensive foul),78,78
332,4,9:27.0,J. Noah makes 2-pt layup from 1 ft,,80,78
333,4,9:14.0,,Personal block foul by K. Hinrich (drawn by D. Augustin),80,78
334,4,9:14.0,,R. Westbrook enters the game for K. Singler,80,78
335,4,9:14.0,,S. Adams enters the game for M. McGary,80,78
336,4,9:08.0,,D. Augustin misses 3-pt jump shot from 24 ft,80,78
337,4,9:06.0,,Offensive rebound by N. Collison,80,78
338,4,9:03.0,,A. Morrow makes 3-pt jump shot from 24 ft (assist by N. Collison),80,81
339,4,8:45.0,N. Mirotić misses 3-pt jump shot from 24 ft,,80,81
340,4,8:44.0,,Defensive rebound by R. Westbrook,80,81
341,4,8:31.0,,A. Morrow misses 3-pt jump shot from 24 ft,80,81
342,4,8:30.0,Defensive rebound by Team,,80,81
343,4,8:22.0,Shooting foul by D. Augustin (drawn by K. Hinrich),,80,81
344,4,8:22.0,K. Hinrich makes free throw 1 of 2,,81,81
345,4,8:22.0,K. Hinrich misses free throw 2 of 2,,81,81
346,4,8:22.0,,Defensive rebound by N. Collison,81,81
347,4,8:11.0,,R. Westbrook makes 2-pt jump shot from 5 ft,81,83
348,4,7:57.0,K. Hinrich misses 2-pt jump shot from 5 ft,,81,83
349,4,7:56.0,,Defensive rebound by S. Adams,81,83
350,4,7:31.0,,A. Morrow misses 3-pt jump shot from 25 ft,81,83
351,4,7:30.0,Defensive rebound by K. Hinrich,,81,83
352,4,7:27.0,Shooting foul by N. Collison (drawn by E. Moore),,81,83
353,4,7:27.0,E. Moore misses free throw 1 of 2,,81,83
354,4,7:27.0,Offensive rebound by Team,,81,83
355,4,7:27.0,,E. Freedom enters the game for N. Collison,81,83
356,4,7:27.0,E. Moore makes free throw 2 of 2,,82,83
357,4,7:14.0,,R. Westbrook makes 2-pt jump shot from 15 ft,82,85
358,4,6:57.0,Turnover by K. Hinrich (bad pass; steal by S. Adams),,82,85
359,4,6:55.0,,Turnover by D. Augustin (bad pass; steal by N. Mirotić),82,85
360,4,6:52.0,N. Mirotić misses 3-pt jump shot from 25 ft,,82,85
361,4,6:51.0,Offensive rebound by E. Moore,,82,85
362,4,6:45.0,E. Moore makes 2-pt jump shot from 6 ft (assist by J. Noah),,84,85
363,4,6:26.0,,R. Westbrook misses 2-pt layup from 2 ft,84,85
364,4,6:25.0,,Offensive rebound by E. Freedom,84,85
365,4,6:25.0,,E. Freedom makes 2-pt layup at rim,84,87
366,4,6:22.0,Chicago full timeout,,84,87
367,4,6:22.0,P. Gasol enters the game for J. Noah,,84,87
368,4,6:22.0,A. Brooks enters the game for K. Hinrich,,84,87
369,4,6:06.0,P. Gasol misses 2-pt jump shot from 4 ft,,84,87
370,4,6:05.0,Offensive rebound by N. Mirotić,,84,87
371,4,5:56.0,Shooting foul by S. Adams (drawn by N. Mirotić),,84,87
372,4,5:56.0,N. Mirotić makes free throw 1 of 2,,85,87
373,4,5:56.0,N. Mirotić makes free throw 2 of 2,,86,87
374,4,5:33.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),86,89
375,4,5:18.0,N. Mirotić makes 3-pt jump shot from 24 ft (assist by T. Snell),,89,89
376,4,5:00.0,,D. Augustin makes 3-pt jump shot from 24 ft (assist by R. Westbrook),89,92
377,4,4:43.0,N. Mirotić misses 2-pt jump shot from 3 ft,,89,92
378,4,4:42.0,,Defensive rebound by S. Adams,89,92
379,4,4:38.0,Offensive charge foul by E. Freedom (drawn by A. Brooks),,89,92
380,4,4:38.0,,Turnover by E. Freedom (offensive foul),89,92
381,4,4:30.0,Shooting foul by S. Adams (drawn by A. Brooks),,89,92
382,4,4:30.0,A. Brooks makes free throw 1 of 2,,90,92
383,4,4:30.0,A. Brooks misses free throw 2 of 2,,90,92
384,4,4:29.0,,Defensive rebound by E. Freedom,90,92
385,4,4:16.0,,R. Westbrook makes 2-pt layup from 2 ft,90,94
