,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DENVER_ACTION,LA CLIPPERS_SCORE,DENVER_SCORE
0,1,11:41.0,,Turnover by K. Faried (lost ball),0,0
1,1,11:29.0,J. Redick misses 2-pt jump shot from 18 ft,,0,0
2,1,11:27.0,,Defensive rebound by T. Mozgov,0,0
3,1,11:13.0,,W. Chandler misses 3-pt jump shot from 24 ft,0,0
4,1,11:11.0,Defensive rebound by C. Paul,,0,0
5,1,11:02.0,C. Paul makes 2-pt jump shot from 16 ft,,2,0
6,1,10:41.0,,Turnover by T. Lawson (bad pass; steal by M. Barnes),2,0
7,1,10:31.0,B. Griffin misses 2-pt jump shot from 19 ft,,2,0
8,1,10:30.0,Offensive rebound by B. Griffin,,2,0
9,1,10:30.0,Shooting foul by A. Afflalo (drawn by B. Griffin),,2,0
10,1,10:30.0,B. Griffin makes free throw 1 of 2,,3,0
11,1,10:30.0,B. Griffin makes free throw 2 of 2,,4,0
12,1,10:18.0,,Shooting foul by D. Jordan (drawn by K. Faried),4,0
13,1,10:18.0,,K. Faried makes free throw 1 of 2,4,1
14,1,10:18.0,,K. Faried makes free throw 2 of 2,4,2
15,1,10:10.0,Turnover by D. Jordan (bad pass; steal by A. Afflalo),,4,2
16,1,9:55.0,,Denver full timeout,4,2
17,1,9:46.0,,Turnover by T. Mozgov (traveling),4,2
18,1,9:35.0,J. Redick misses 3-pt jump shot from 27 ft,,4,2
19,1,9:34.0,,Defensive rebound by T. Mozgov,4,2
20,1,9:30.0,,K. Faried misses 2-pt layup from 2 ft,4,2
21,1,9:25.0,Defensive rebound by B. Griffin,,4,2
22,1,9:20.0,J. Redick misses 3-pt jump shot from 22 ft,,4,2
23,1,9:19.0,,Defensive rebound by T. Mozgov,4,2
24,1,9:11.0,,A. Afflalo misses 3-pt jump shot from 24 ft,4,2
25,1,9:10.0,,Offensive rebound by T. Lawson,4,2
26,1,9:05.0,,K. Faried makes 2-pt layup from 2 ft (assist by T. Lawson),4,4
27,1,8:48.0,B. Griffin makes 2-pt hook shot from 8 ft,,6,4
28,1,8:34.0,,Personal foul by M. Barnes (drawn by T. Mozgov),6,4
29,1,8:21.0,,A. Afflalo makes 2-pt jump shot from 14 ft (assist by T. Lawson),6,6
30,1,8:11.0,C. Paul misses 2-pt jump shot from 8 ft,,6,6
31,1,8:09.0,Offensive rebound by C. Paul,,6,6
32,1,8:03.0,B. Griffin misses 2-pt jump shot from 16 ft,,6,6
