,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,UTAH_ACTION,GOLDEN STATE_SCORE,UTAH_SCORE
198,3,11:49.0,K. Thompson misses 2-pt jump shot from 18 ft,,53,53
199,3,11:47.0,,Defensive rebound by D. Favors,53,53
200,3,11:34.0,,G. Hayward misses 3-pt jump shot from 24 ft,53,53
201,3,11:31.0,Defensive rebound by K. Thompson,,53,53
202,3,11:22.0,A. Bogut makes 2-pt layup from 1 ft (assist by S. Curry),,55,53
203,3,11:22.0,Shooting foul by E. Freedom (drawn by A. Bogut),,55,53
204,3,11:22.0,A. Bogut makes free throw 1 of 1,,56,53
205,3,11:04.0,,D. Favors makes 2-pt dunk at rim (assist by T. Burke),56,55
206,3,10:42.0,K. Thompson makes 2-pt jump shot from 15 ft,,58,55
207,3,10:16.0,,D. Favors misses 2-pt jump shot from 21 ft,58,55
208,3,10:14.0,Defensive rebound by K. Thompson,,58,55
209,3,10:04.0,S. Curry makes 3-pt jump shot from 24 ft (assist by A. Bogut),,61,55
210,3,9:43.0,,D. Favors makes 2-pt jump shot from 18 ft (assist by T. Burke),61,57
211,3,9:27.0,H. Barnes makes 3-pt jump shot from 22 ft (assist by A. Bogut),,64,57
212,3,9:07.0,,D. Favors makes 2-pt jump shot from 20 ft,64,59
213,3,8:58.0,S. Curry makes 2-pt jump shot from 3 ft,,66,59
214,3,8:49.0,,T. Burke misses 2-pt layup from 2 ft,66,59
215,3,8:47.0,,Offensive rebound by E. Freedom,66,59
216,3,8:47.0,,E. Freedom makes 2-pt tip-in from 1 ft,66,61
217,3,8:39.0,S. Curry makes 3-pt jump shot from 24 ft (assist by A. Bogut),,69,61
218,3,8:39.0,Shooting foul by J. Ingles (drawn by S. Curry),,69,61
219,3,8:39.0,,D. Exum enters the game for J. Ingles,69,61
220,3,8:39.0,S. Curry makes free throw 1 of 1,,70,61
221,3,8:22.0,,D. Favors misses 2-pt jump shot from 17 ft,70,61
222,3,8:21.0,Defensive rebound by A. Bogut,,70,61
223,3,8:12.0,D. Green makes 3-pt jump shot from 27 ft (assist by S. Curry),,73,61
224,3,8:12.0,,Utah full timeout,73,61
225,3,7:55.0,,D. Favors makes 2-pt layup from 1 ft (assist by D. Exum),73,63
226,3,7:38.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by D. Green),,76,63
227,3,7:16.0,,T. Burke makes 2-pt jump shot from 17 ft,76,65
228,3,7:08.0,,R. Gobert enters the game for E. Freedom,76,65
229,3,7:05.0,S. Curry misses 3-pt jump shot from 24 ft,,76,65
230,3,7:03.0,,Defensive rebound by R. Gobert,76,65
231,3,6:54.0,,T. Burke makes 2-pt jump shot from 17 ft,76,67
232,3,6:42.0,H. Barnes misses 3-pt jump shot from 23 ft,,76,67
233,3,6:40.0,,Defensive rebound by D. Favors,76,67
234,3,6:21.0,,Shooting foul by A. Bogut (drawn by G. Hayward),76,67
235,3,6:21.0,,G. Hayward makes free throw 1 of 2,76,68
236,3,6:21.0,M. Speights enters the game for A. Bogut,,76,68
237,3,6:21.0,,G. Hayward makes free throw 2 of 2,76,69
238,3,6:03.0,Turnover by K. Thompson (bad pass; steal by R. Gobert),,76,69
239,3,5:49.0,,G. Hayward misses 3-pt jump shot from 23 ft,76,69
240,3,5:48.0,Defensive rebound by D. Green,,76,69
241,3,5:41.0,H. Barnes misses 2-pt dunk at rim (block by G. Hayward),,76,69
242,3,5:39.0,,Defensive rebound by R. Gobert,76,69
243,3,5:24.0,,D. Favors misses 2-pt jump shot from 17 ft,76,69
244,3,5:23.0,Defensive rebound by Team,,76,69
245,3,5:14.0,Personal foul by D. Exum (drawn by H. Barnes),,76,69
246,3,5:04.0,M. Speights misses 2-pt jump shot from 18 ft,,76,69
247,3,5:03.0,,Defensive rebound by D. Favors,76,69
248,3,4:47.0,,Shooting foul by M. Speights (drawn by R. Gobert),76,69
249,3,4:47.0,,R. Gobert misses free throw 1 of 2,76,69
250,3,4:47.0,,Offensive rebound by Team,76,69
251,3,4:47.0,,E. Freedom enters the game for D. Favors,76,69
252,3,4:47.0,,R. Gobert makes free throw 2 of 2,76,70
253,3,4:39.0,S. Curry makes 2-pt jump shot from 19 ft,,78,70
254,3,4:20.0,,R. Gobert misses 2-pt jump shot from 4 ft (block by M. Speights),78,70
255,3,4:18.0,Defensive rebound by S. Curry,,78,70
256,3,4:14.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),,81,70
257,3,3:58.0,,T. Burke makes 2-pt jump shot from 20 ft,81,72
258,3,3:47.0,D. Green makes 3-pt jump shot from 25 ft (assist by H. Barnes),,84,72
259,3,3:31.0,,Turnover by T. Burke (lost ball),84,72
260,3,3:23.0,Personal foul by E. Freedom (drawn by D. Green),,84,72
261,3,3:23.0,Golden State full timeout,,84,72
262,3,3:23.0,,E. Millsap enters the game for T. Burke,84,72
263,3,3:18.0,H. Barnes makes 2-pt dunk at rim (assist by D. Green),,86,72
264,3,3:04.0,,D. Exum misses 3-pt jump shot from 24 ft,86,72
265,3,3:02.0,Defensive rebound by K. Thompson,,86,72
266,3,2:52.0,K. Thompson makes 2-pt jump shot from 13 ft,,88,72
267,3,2:29.0,,G. Hayward makes 2-pt jump shot from 6 ft,88,74
268,3,2:08.0,H. Barnes misses 3-pt jump shot from 23 ft,,88,74
269,3,2:07.0,,Defensive rebound by R. Gobert,88,74
270,3,2:02.0,,G. Hayward misses 2-pt layup from 2 ft,88,74
271,3,2:01.0,,Offensive rebound by R. Gobert,88,74
272,3,2:01.0,,R. Gobert misses 2-pt tip-in from 2 ft,88,74
273,3,2:00.0,,Offensive rebound by R. Gobert,88,74
274,3,2:00.0,,R. Gobert makes 2-pt tip-in from 2 ft,88,76
275,3,1:40.0,M. Speights misses 2-pt jump shot from 4 ft (block by R. Gobert),,88,76
276,3,1:40.0,Offensive rebound by Team,,88,76
277,3,1:40.0,A. Iguodala enters the game for H. Barnes,,88,76
278,3,1:40.0,L. Barbosa enters the game for K. Thompson,,88,76
279,3,1:37.0,M. Speights misses 2-pt jump shot from 18 ft,,88,76
280,3,1:35.0,,Defensive rebound by E. Freedom,88,76
281,3,1:21.0,,Turnover by D. Exum (bad pass; steal by A. Iguodala),88,76
282,3,1:14.0,S. Curry makes 2-pt jump shot from 7 ft,,90,76
283,3,0:54.0,,Shooting foul by M. Speights (drawn by G. Hayward),90,76
284,3,0:54.0,,G. Hayward makes free throw 1 of 2,90,77
285,3,0:54.0,,I. Clark enters the game for D. Exum,90,77
286,3,0:54.0,,G. Hayward makes free throw 2 of 2,90,78
287,3,0:46.0,Personal foul by E. Millsap (drawn by S. Curry),,90,78
288,3,0:46.0,S. Curry makes free throw 1 of 2,,91,78
289,3,0:46.0,D. Lee enters the game for D. Green,,91,78
290,3,0:46.0,S. Curry makes free throw 2 of 2,,92,78
291,3,0:36.0,,G. Hayward misses 2-pt jump shot from 7 ft,92,78
292,3,0:35.0,Defensive rebound by D. Lee,,92,78
293,3,0:24.0,S. Curry misses 2-pt jump shot from 5 ft,,92,78
294,3,0:23.0,Offensive rebound by D. Lee,,92,78
295,3,0:23.0,D. Lee misses 2-pt layup from 2 ft,,92,78
296,3,0:23.0,Offensive rebound by D. Lee,,92,78
297,3,0:23.0,D. Lee makes 2-pt layup from 2 ft,,94,78
298,3,0:05.0,,Personal foul by S. Curry (drawn by G. Hayward),94,78
299,3,0:05.0,,G. Hayward makes free throw 1 of 2,94,79
300,3,0:05.0,,G. Hayward makes free throw 2 of 2,94,80
301,3,0:00.0,M. Speights makes 3-pt jump shot from 24 ft (assist by S. Curry),,97,80
302,4,11:39.0,,Turnover by E. Freedom (bad pass; steal by J. Holiday),97,80
303,4,11:35.0,L. Barbosa makes 2-pt layup from 3 ft,,99,80
304,4,11:24.0,,I. Clark misses 2-pt jump shot from 16 ft,99,80
305,4,11:22.0,,Offensive rebound by E. Freedom,99,80
306,4,11:22.0,,E. Freedom misses 2-pt tip-in from 1 ft,99,80
307,4,11:20.0,Defensive rebound by A. Bogut,,99,80
308,4,11:08.0,L. Barbosa misses 3-pt jump shot from 24 ft,,99,80
309,4,11:06.0,,Defensive rebound by R. Gobert,99,80
310,4,10:52.0,,E. Millsap makes 3-pt jump shot from 24 ft (assist by R. Gobert),99,83
311,4,10:36.0,J. Holiday misses 2-pt jump shot from 4 ft (block by R. Gobert),,99,83
312,4,10:36.0,Offensive rebound by Team,,99,83
313,4,10:30.0,Shooting foul by E. Freedom (drawn by L. Barbosa),,99,83
314,4,10:30.0,L. Barbosa makes free throw 1 of 2,,100,83
315,4,10:30.0,L. Barbosa makes free throw 2 of 2,,101,83
316,4,10:10.0,,E. Freedom misses 2-pt jump shot from 18 ft,101,83
317,4,10:07.0,Defensive rebound by A. Bogut,,101,83
318,4,10:05.0,Personal foul by I. Clark (drawn by L. Barbosa),,101,83
319,4,9:59.0,L. Barbosa misses 2-pt jump shot from 5 ft,,101,83
320,4,9:58.0,,Defensive rebound by I. Clark,101,83
321,4,9:52.0,,E. Millsap misses 3-pt jump shot from 24 ft,101,83
322,4,9:51.0,Defensive rebound by J. Holiday,,101,83
323,4,9:45.0,A. Iguodala makes 2-pt dunk at rim,,103,83
324,4,9:25.0,,Turnover by I. Clark (bad pass; steal by L. Barbosa),103,83
325,4,9:22.0,Personal foul by J. Ingles (drawn by L. Barbosa),,103,83
326,4,9:12.0,L. Barbosa misses 2-pt jump shot from 18 ft,,103,83
327,4,9:10.0,,Defensive rebound by J. Ingles,103,83
328,4,8:57.0,,Shooting foul by A. Bogut (drawn by E. Millsap),103,83
329,4,8:57.0,Official timeout,,103,83
330,4,8:57.0,,E. Millsap makes free throw 1 of 2,103,84
331,4,8:57.0,,E. Millsap makes free throw 2 of 2,103,85
332,4,8:38.0,J. Holiday misses 2-pt jump shot from 17 ft,,103,85
333,4,8:37.0,,Defensive rebound by J. Ingles,103,85
334,4,8:20.0,,J. Ingles misses 3-pt jump shot from 24 ft,103,85
335,4,8:19.0,Defensive rebound by D. Lee,,103,85
336,4,7:59.0,Turnover by A. Bogut (bad pass; steal by J. Ingles),,103,85
337,4,7:55.0,,Turnover by J. Ingles (lost ball; steal by J. Holiday),103,85
338,4,7:52.0,J. Holiday misses 2-pt jump shot from 3 ft (block by J. Ingles),,103,85
339,4,7:52.0,Offensive rebound by Team,,103,85
340,4,7:52.0,,D. Favors enters the game for E. Freedom,103,85
341,4,7:52.0,,T. Burke enters the game for J. Ingles,103,85
342,4,7:45.0,J. Holiday misses 3-pt jump shot from 24 ft,,103,85
343,4,7:44.0,,Defensive rebound by D. Favors,103,85
344,4,7:21.0,,T. Burke makes 2-pt jump shot from 5 ft,103,87
345,4,7:05.0,D. Lee makes 2-pt dunk at rim (assist by A. Iguodala),,105,87
346,4,6:47.0,,Personal foul by L. Barbosa (drawn by D. Favors),105,87
347,4,6:32.0,,T. Burke misses 2-pt jump shot from 14 ft,105,87
348,4,6:31.0,,Offensive rebound by R. Gobert,105,87
349,4,6:31.0,,R. Gobert makes 2-pt tip-in from 1 ft,105,89
350,4,6:03.0,A. Bogut makes 2-pt dunk at rim (assist by D. Lee),,107,89
351,4,5:44.0,,Shooting foul by A. Iguodala (drawn by R. Gobert),107,89
352,4,5:44.0,,Utah full timeout,107,89
353,4,5:44.0,,G. Hayward enters the game for E. Millsap,107,89
354,4,5:44.0,M. Speights enters the game for A. Bogut,,107,89
355,4,5:44.0,,R. Gobert misses free throw 1 of 2,107,89
356,4,5:44.0,,Offensive rebound by Team,107,89
357,4,5:44.0,,R. Gobert makes free throw 2 of 2,107,90
358,4,5:29.0,L. Barbosa misses 2-pt jump shot from 4 ft,,107,90
359,4,5:29.0,Offensive rebound by Team,,107,90
360,4,5:24.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by A. Iguodala),,110,90
361,4,5:10.0,,Shooting foul by D. Lee (drawn by R. Gobert),110,90
362,4,5:10.0,,R. Gobert makes free throw 1 of 2,110,91
363,4,5:10.0,,R. Gobert makes free throw 2 of 2,110,92
364,4,4:50.0,M. Speights makes 2-pt jump shot from 14 ft,,112,92
365,4,4:33.0,,I. Clark makes 3-pt jump shot from 23 ft (assist by G. Hayward),112,95
366,4,4:11.0,A. Iguodala misses 2-pt jump shot from 15 ft,,112,95
367,4,4:10.0,,Defensive rebound by T. Burke,112,95
368,4,4:04.0,,T. Burke misses 2-pt layup from 2 ft (block by D. Lee),112,95
369,4,4:03.0,,Offensive rebound by D. Favors,112,95
370,4,4:03.0,,D. Favors makes 2-pt layup from 1 ft,112,97
371,4,4:03.0,,Shooting foul by D. Lee (drawn by D. Favors),112,97
372,4,4:03.0,,D. Favors makes free throw 1 of 1,112,98
373,4,3:48.0,L. Barbosa misses 2-pt jump shot from 10 ft,,112,98
374,4,3:47.0,,Defensive rebound by R. Gobert,112,98
375,4,3:29.0,,Turnover by R. Gobert (bad pass; steal by J. Holiday),112,98
376,4,3:28.0,Shooting foul by I. Clark (drawn by J. Holiday),,112,98
377,4,3:28.0,J. Holiday makes free throw 1 of 2,,113,98
378,4,3:28.0,J. Holiday makes free throw 2 of 2,,114,98
379,4,3:13.0,,Personal foul by M. Speights (drawn by R. Gobert),114,98
380,4,3:13.0,,R. Gobert misses free throw 1 of 2,114,98
381,4,3:13.0,,Offensive rebound by Team,114,98
382,4,3:13.0,,J. Ingles enters the game for G. Hayward,114,98
383,4,3:13.0,,R. Gobert makes free throw 2 of 2,114,99
384,4,2:56.0,M. Speights misses 2-pt jump shot from 18 ft,,114,99
385,4,2:54.0,,Defensive rebound by D. Favors,114,99
