,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,LA CLIPPERS_ACTION,BROOKLYN_SCORE,LA CLIPPERS_SCORE
33,1,6:48.0,M. Plumlee makes 2-pt dunk at rim (assist by J. Jack),,12,12
34,1,6:33.0,,J. Redick misses 2-pt jump shot from 19 ft,12,12
35,1,6:31.0,Defensive rebound by M. Plumlee,,12,12
36,1,6:19.0,Shooting foul by M. Barnes (drawn by M. Plumlee),,12,12
37,1,6:19.0,M. Plumlee makes free throw 1 of 2,,13,12
38,1,6:19.0,M. Plumlee makes free throw 2 of 2,,14,12
39,1,6:11.0,,J. Redick makes 2-pt layup from 1 ft (assist by C. Paul),14,14
40,1,5:55.0,J. Jack makes 3-pt jump shot from 25 ft,,17,14
41,1,5:41.0,,D. Jordan makes 2-pt layup from 1 ft (assist by B. Griffin),17,16
42,1,5:20.0,M. Plumlee misses 2-pt layup from 1 ft,,17,16
43,1,5:19.0,,Defensive rebound by C. Paul,17,16
44,1,5:16.0,,Shooting foul by J. Jack (drawn by B. Griffin),17,16
45,1,5:16.0,,B. Griffin makes free throw 1 of 2,17,17
46,1,5:16.0,A. Anderson enters the game for B. Bogdanović,,17,17
47,1,5:16.0,,B. Griffin misses free throw 2 of 2,17,17
48,1,5:14.0,Defensive rebound by J. Johnson,,17,17
49,1,4:52.0,J. Johnson misses 3-pt jump shot from 25 ft,,17,17
50,1,4:51.0,,Defensive rebound by D. Jordan,17,17
51,1,4:45.0,,M. Barnes makes 3-pt jump shot from 24 ft (assist by C. Paul),17,20
52,1,4:32.0,J. Jack misses 2-pt jump shot from 9 ft,,17,20
53,1,4:31.0,,Defensive rebound by B. Griffin,17,20
54,1,4:29.0,,Turnover by B. Griffin (lost ball; steal by M. Plumlee),17,20
55,1,4:27.0,M. Plumlee misses 2-pt jump shot from 4 ft,,17,20
56,1,4:26.0,,Defensive rebound by Team,17,20
57,1,4:23.0,,Turnover by C. Paul (bad pass; steal by J. Jack),17,20
58,1,4:19.0,Turnover by J. Jack (bad pass; steal by C. Paul),,17,20
59,1,4:15.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),17,22
60,1,3:54.0,B. Lopez misses 2-pt jump shot from 10 ft,,17,22
61,1,3:53.0,,Defensive rebound by D. Jordan,17,22
62,1,3:45.0,,B. Griffin makes 2-pt jump shot from 19 ft (assist by C. Paul),17,24
63,1,3:41.0,Brooklyn full timeout,,17,24
64,1,3:41.0,,J. Crawford enters the game for J. Redick,17,24
65,1,3:22.0,J. Johnson makes 2-pt hook shot from 7 ft,,19,24
66,1,3:14.0,,M. Barnes misses 3-pt jump shot from 24 ft,19,24
67,1,3:13.0,Defensive rebound by A. Anderson,,19,24
68,1,3:08.0,Turnover by J. Jack (lost ball),,19,24
69,1,2:59.0,,J. Crawford makes 3-pt jump shot from 24 ft (assist by C. Paul),19,27
70,1,2:36.0,J. Johnson misses 2-pt jump shot from 8 ft,,19,27
71,1,2:32.0,,Defensive rebound by J. Crawford,19,27
72,1,2:29.0,,B. Griffin makes 2-pt dunk at rim (assist by J. Crawford),19,29
73,1,2:03.0,B. Lopez misses 2-pt jump shot from 8 ft,,19,29
74,1,2:00.0,,Defensive rebound by D. Jordan,19,29
75,1,1:50.0,,B. Griffin misses 2-pt jump shot from 19 ft,19,29
76,1,1:48.0,,Offensive rebound by D. Jordan,19,29
77,1,1:43.0,,Turnover by B. Griffin (lost ball; steal by A. Anderson),19,29
78,1,1:38.0,A. Anderson makes 2-pt layup from 1 ft,,21,29
79,1,1:35.0,,LA Clippers full timeout,21,29
80,1,1:35.0,,S. Hawes enters the game for B. Griffin,21,29
81,1,1:35.0,,A. Rivers enters the game for C. Paul,21,29
82,1,1:35.0,B. Bogdanović enters the game for J. Johnson,,21,29
83,1,1:24.0,,J. Crawford misses 3-pt jump shot from 25 ft,21,29
84,1,1:22.0,,Offensive rebound by D. Jordan,21,29
85,1,1:20.0,,D. Jordan makes 2-pt dunk at rim,21,31
86,1,1:04.0,Shooting foul by S. Hawes (drawn by M. Plumlee),,21,31
87,1,1:04.0,M. Plumlee misses free throw 1 of 2,,21,31
88,1,1:04.0,Offensive rebound by Team,,21,31
89,1,1:04.0,,H. Türkoğlu enters the game for M. Barnes,21,31
90,1,1:04.0,M. Plumlee misses free throw 2 of 2,,21,31
91,1,1:03.0,Offensive rebound by A. Anderson,,21,31
92,1,0:52.0,A. Anderson misses 3-pt jump shot from 24 ft,,21,31
93,1,0:51.0,,Defensive rebound by D. Jordan,21,31
94,1,0:44.0,,J. Crawford misses 2-pt jump shot from 22 ft,21,31
95,1,0:43.0,Defensive rebound by M. Plumlee,,21,31
96,1,0:33.0,J. Jack misses 2-pt jump shot from 22 ft,,21,31
97,1,0:32.0,,Defensive rebound by D. Jordan,21,31
98,1,0:21.0,,S. Hawes misses 2-pt layup from 2 ft (block by B. Lopez),21,31
99,1,0:19.0,,Offensive rebound by D. Jordan,21,31
100,1,0:11.0,,S. Hawes makes 3-pt jump shot from 26 ft (assist by A. Rivers),21,34
101,1,0:01.0,J. Jack makes 2-pt jump shot from 14 ft,,23,34
102,2,11:42.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,23,34
103,2,11:41.0,,Defensive rebound by J. Crawford,23,34
104,2,11:38.0,,Shooting foul by A. Anderson (drawn by J. Crawford),23,34
105,2,11:38.0,,J. Crawford makes free throw 1 of 2,23,35
106,2,11:38.0,,J. Crawford makes free throw 2 of 2,23,36
107,2,11:18.0,D. Morris misses 2-pt jump shot from 15 ft,,23,36
108,2,11:16.0,,Defensive rebound by H. Türkoğlu,23,36
109,2,11:03.0,,Turnover by G. Davis (lost ball; steal by A. Anderson),23,36
110,2,10:59.0,M. Plumlee makes 2-pt layup from 1 ft (assist by A. Anderson),,25,36
111,2,10:59.0,Shooting foul by S. Hawes (drawn by M. Plumlee),,25,36
112,2,10:59.0,M. Plumlee misses free throw 1 of 1,,25,36
113,2,10:58.0,,Defensive rebound by G. Davis,25,36
114,2,10:40.0,,S. Hawes misses 3-pt jump shot from 25 ft,25,36
115,2,10:39.0,,Offensive rebound by A. Rivers,25,36
116,2,10:33.0,,J. Crawford makes 2-pt jump shot from 18 ft (assist by A. Rivers),25,38
117,2,10:15.0,A. Anderson makes 2-pt layup from 1 ft (assist by M. Plumlee),,27,38
118,2,9:54.0,,J. Crawford makes 2-pt jump shot from 3 ft,27,40
119,2,9:41.0,M. Teletović misses 3-pt jump shot from 24 ft,,27,40
120,2,9:39.0,,Defensive rebound by H. Türkoğlu,27,40
121,2,9:33.0,,G. Davis makes 2-pt layup from 1 ft (assist by S. Hawes),27,42
122,2,9:33.0,Brooklyn full timeout,,27,42
123,2,9:33.0,J. Johnson enters the game for M. Plumlee,,27,42
124,2,9:33.0,B. Lopez enters the game for B. Bogdanović,,27,42
125,2,9:11.0,M. Teletović misses 3-pt jump shot from 23 ft,,27,42
126,2,9:09.0,Offensive rebound by A. Anderson,,27,42
127,2,9:08.0,A. Anderson misses 2-pt layup from 2 ft (block by S. Hawes),,27,42
128,2,9:05.0,,Defensive rebound by S. Hawes,27,42
129,2,8:59.0,,H. Türkoğlu makes 3-pt jump shot from 25 ft (assist by S. Hawes),27,45
130,2,8:47.0,M. Teletović misses 3-pt jump shot from 24 ft,,27,45
131,2,8:44.0,,Defensive rebound by A. Rivers,27,45
132,2,8:40.0,,Shooting foul by D. Morris (drawn by A. Rivers),27,45
133,2,8:40.0,,A. Rivers misses free throw 1 of 2,27,45
134,2,8:40.0,,Offensive rebound by Team,27,45
135,2,8:40.0,J. Jack enters the game for D. Morris,,27,45
136,2,8:40.0,,A. Rivers misses free throw 2 of 2,27,45
137,2,8:39.0,Defensive rebound by J. Johnson,,27,45
138,2,8:15.0,Turnover by Team (shot clock),,27,45
139,2,8:04.0,,Turnover by J. Crawford (lost ball),27,45
140,2,8:04.0,,B. Griffin enters the game for G. Davis,27,45
141,2,7:46.0,J. Johnson misses 2-pt layup from 2 ft,,27,45
142,2,7:44.0,,Defensive rebound by B. Griffin,27,45
143,2,7:30.0,,J. Crawford makes 3-pt jump shot from 25 ft (assist by B. Griffin),27,48
144,2,7:11.0,J. Johnson misses 2-pt layup from 1 ft,,27,48
145,2,7:10.0,,Defensive rebound by B. Griffin,27,48
146,2,7:00.0,,Turnover by B. Griffin (bad pass),27,48
147,2,6:41.0,Personal foul by B. Griffin (drawn by J. Jack),,27,48
148,2,6:41.0,,C. Paul enters the game for A. Rivers,27,48
149,2,6:41.0,,D. Jordan enters the game for S. Hawes,27,48
150,2,6:29.0,Turnover by J. Johnson (bad pass; steal by B. Griffin),,27,48
151,2,6:17.0,,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),27,50
152,2,6:17.0,Brooklyn full timeout,,27,50
153,2,6:17.0,,M. Barnes enters the game for H. Türkoğlu,27,50
154,2,5:54.0,A. Anderson misses 2-pt jump shot from 16 ft,,27,50
155,2,5:53.0,,Defensive rebound by M. Barnes,27,50
156,2,5:49.0,,J. Crawford misses 3-pt jump shot from 23 ft,27,50
157,2,5:47.0,,Offensive rebound by C. Paul,27,50
158,2,5:41.0,,J. Crawford misses 2-pt jump shot from 17 ft,27,50
159,2,5:39.0,Defensive rebound by M. Teletović,,27,50
160,2,5:36.0,Turnover by M. Teletović (lost ball; steal by J. Crawford),,27,50
161,2,5:35.0,,J. Crawford misses 3-pt jump shot from 22 ft,27,50
162,2,5:32.0,Defensive rebound by J. Jack,,27,50
163,2,5:23.0,J. Jack misses 2-pt jump shot from 13 ft,,27,50
164,2,5:21.0,,Defensive rebound by M. Barnes,27,50
165,2,5:09.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),27,52
166,2,4:42.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by M. Teletović),,30,52
167,2,4:30.0,,B. Griffin makes 2-pt layup from 1 ft (assist by C. Paul),30,54
168,2,4:30.0,,Shooting foul by M. Teletović (drawn by B. Griffin),30,54
169,2,4:30.0,S. Karasev enters the game for A. Anderson,,30,54
170,2,4:30.0,M. Plumlee enters the game for M. Teletović,,30,54
171,2,4:30.0,,J. Redick enters the game for J. Crawford,30,54
172,2,4:30.0,,B. Griffin makes free throw 1 of 1,30,55
173,2,4:21.0,J. Jack misses 2-pt jump shot from 17 ft,,30,55
174,2,4:19.0,,Defensive rebound by M. Barnes,30,55
175,2,3:56.0,,C. Paul makes 3-pt jump shot from 24 ft,30,58
176,2,3:36.0,M. Plumlee misses 2-pt hook shot from 8 ft,,30,58
177,2,3:34.0,,Defensive rebound by D. Jordan,30,58
178,2,3:15.0,,M. Barnes makes 3-pt jump shot from 24 ft (assist by J. Redick),30,61
179,2,2:57.0,J. Johnson makes 2-pt layup from 2 ft,,32,61
180,2,2:56.0,Violation by Team (delay of game),,32,61
181,2,2:56.0,Technical foul by Team,,32,61
182,2,2:56.0,Official timeout,,32,61
183,2,2:56.0,J. Jordan enters the game for B. Lopez,,32,61
184,2,2:56.0,,C. Paul makes technical free throw,32,62
185,2,2:49.0,,J. Redick makes 2-pt layup from 1 ft (assist by C. Paul),32,64
186,2,2:23.0,J. Johnson misses 3-pt jump shot from 25 ft,,32,64
187,2,2:22.0,,Defensive rebound by D. Jordan,32,64
188,2,2:11.0,,C. Paul misses 3-pt jump shot from 25 ft,32,64
189,2,2:10.0,Defensive rebound by J. Jordan,,32,64
190,2,2:01.0,Turnover by J. Jack (bad pass),,32,64
191,2,2:01.0,M. Brown enters the game for S. Karasev,,32,64
192,2,1:48.0,,B. Griffin makes 2-pt layup from 2 ft (assist by C. Paul),32,66
193,2,1:30.0,M. Brown makes 2-pt jump shot from 19 ft (assist by J. Johnson),,34,66
194,2,1:02.0,,B. Griffin makes 2-pt jump shot from 22 ft,34,68
195,2,0:52.0,Shooting foul by D. Jordan (drawn by M. Plumlee),,34,68
196,2,0:52.0,M. Plumlee misses free throw 1 of 2,,34,68
197,2,0:52.0,Offensive rebound by Team,,34,68
198,2,0:52.0,M. Plumlee makes free throw 2 of 2,,35,68
199,2,0:43.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),35,70
200,2,0:35.0,J. Jack misses 2-pt jump shot from 3 ft (block by D. Jordan),,35,70
201,2,0:34.0,Offensive rebound by Team,,35,70
202,2,0:24.0,J. Jordan makes 2-pt dunk at rim (assist by J. Johnson),,37,70
203,2,0:03.0,,Turnover by C. Paul (bad pass; steal by J. Jack),37,70
204,2,0:00.0,J. Jack misses 3-pt jump shot from 24 ft,,37,70
205,2,0:00.0,Offensive rebound by Team,,37,70
206,3,11:36.0,M. Plumlee makes 2-pt layup from 1 ft (assist by J. Jack),,39,70
207,3,11:13.0,,Shooting foul by B. Lopez (drawn by J. Redick),39,70
208,3,11:13.0,,J. Redick makes free throw 1 of 2,39,71
209,3,11:13.0,,J. Redick makes free throw 2 of 2,39,72
210,3,10:59.0,Turnover by B. Lopez (lost ball; steal by B. Griffin),,39,72
211,3,10:51.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by C. Paul),39,75
212,3,10:31.0,M. Brown misses 3-pt jump shot from 23 ft,,39,75
213,3,10:30.0,Offensive rebound by J. Johnson,,39,75
214,3,10:24.0,Personal foul by B. Griffin (drawn by M. Plumlee),,39,75
215,3,10:14.0,Turnover by J. Johnson (bad pass; steal by C. Paul),,39,75
216,3,10:12.0,,Turnover by D. Jordan (lost ball; steal by M. Plumlee),39,75
217,3,10:09.0,Personal foul by B. Griffin (drawn by B. Lopez),,39,75
218,3,10:09.0,B. Lopez makes free throw 1 of 2,,40,75
219,3,10:09.0,B. Lopez makes free throw 2 of 2,,41,75
220,3,9:58.0,,Personal foul by B. Lopez (drawn by B. Griffin),41,75
221,3,9:49.0,,M. Barnes misses 3-pt jump shot from 25 ft,41,75
222,3,9:48.0,Defensive rebound by J. Johnson,,41,75
223,3,9:34.0,J. Johnson misses 2-pt layup from 1 ft,,41,75
224,3,9:33.0,,Defensive rebound by C. Paul,41,75
225,3,9:28.0,,M. Barnes makes 2-pt dunk at rim (assist by C. Paul),41,77
226,3,8:59.0,Shooting foul by B. Griffin (drawn by M. Plumlee),,41,77
227,3,8:59.0,M. Plumlee misses free throw 1 of 2,,41,77
228,3,8:59.0,Offensive rebound by Team,,41,77
229,3,8:59.0,M. Plumlee misses free throw 2 of 2,,41,77
230,3,8:57.0,,Defensive rebound by D. Jordan,41,77
231,3,8:46.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),41,80
232,3,8:19.0,J. Johnson makes 2-pt layup from 1 ft,,43,80
233,3,8:09.0,,Turnover by D. Jordan (lost ball; steal by J. Jack),43,80
234,3,8:02.0,Turnover by J. Jack (bad pass; steal by C. Paul),,43,80
235,3,7:54.0,,C. Paul misses 3-pt jump shot from 25 ft,43,80
236,3,7:52.0,Defensive rebound by J. Johnson,,43,80
237,3,7:52.0,Brooklyn full timeout,,43,80
238,3,7:33.0,J. Johnson misses 2-pt jump shot from 22 ft,,43,80
239,3,7:29.0,Offensive rebound by M. Plumlee,,43,80
240,3,7:28.0,Offensive foul by M. Plumlee (drawn by D. Jordan),,43,80
241,3,7:28.0,Turnover by M. Plumlee (offensive foul),,43,80
242,3,7:12.0,,Personal foul by J. Johnson (drawn by D. Jordan),43,80
243,3,7:04.0,,J. Redick makes 3-pt jump shot from 23 ft (assist by M. Barnes),43,83
244,3,6:48.0,J. Jack misses 2-pt jump shot from 19 ft,,43,83
245,3,6:45.0,,Defensive rebound by B. Griffin,43,83
246,3,6:30.0,,C. Paul makes 2-pt jump shot from 1 ft,43,85
247,3,6:14.0,Shooting foul by J. Redick (drawn by M. Plumlee),,43,85
248,3,6:14.0,M. Plumlee misses free throw 1 of 2,,43,85
249,3,6:14.0,Offensive rebound by Team,,43,85
250,3,6:14.0,J. Jordan enters the game for B. Lopez,,43,85
251,3,6:14.0,A. Anderson enters the game for J. Johnson,,43,85
252,3,6:14.0,M. Plumlee makes free throw 2 of 2,,44,85
253,3,5:58.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),44,87
254,3,5:44.0,M. Brown misses 2-pt layup from 1 ft,,44,87
255,3,5:43.0,Offensive rebound by J. Jordan,,44,87
256,3,5:42.0,J. Jordan misses 2-pt layup from 1 ft (block by M. Barnes),,44,87
257,3,5:41.0,,Defensive rebound by C. Paul,44,87
258,3,5:36.0,,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),44,89
259,3,5:36.0,Brooklyn full timeout,,44,89
260,3,5:36.0,,H. Türkoğlu enters the game for M. Barnes,44,89
261,3,5:36.0,,S. Hawes enters the game for B. Griffin,44,89
262,3,5:35.0,C. Jefferson enters the game for M. Plumlee,,44,89
263,3,5:28.0,D. Morris enters the game for J. Jack,,44,89
264,3,5:19.0,D. Morris misses 2-pt jump shot from 21 ft,,44,89
265,3,5:19.0,Offensive rebound by J. Jordan,,44,89
266,3,5:19.0,,Loose ball foul by H. Türkoğlu (drawn by J. Jordan),44,89
267,3,5:19.0,J. Jordan makes free throw 1 of 2,,45,89
268,3,5:19.0,J. Jordan makes free throw 2 of 2,,46,89
269,3,5:05.0,Violation by C. Jefferson (kicked ball),,46,89
270,3,5:05.0,,A. Rivers enters the game for C. Paul,46,89
271,3,5:05.0,,J. Crawford enters the game for J. Redick,46,89
272,3,5:05.0,,G. Davis enters the game for D. Jordan,46,89
273,3,4:54.0,,G. Davis misses 2-pt jump shot from 13 ft,46,89
274,3,4:52.0,Defensive rebound by C. Jefferson,,46,89
275,3,4:42.0,C. Jefferson misses 3-pt jump shot from 25 ft,,46,89
276,3,4:41.0,,Defensive rebound by H. Türkoğlu,46,89
277,3,4:39.0,,Turnover by H. Türkoğlu (lost ball; steal by A. Anderson),46,89
278,3,4:37.0,D. Morris misses 2-pt layup from 1 ft (block by G. Davis),,46,89
279,3,4:37.0,Offensive rebound by Team,,46,89
280,3,4:22.0,A. Anderson makes 2-pt jump shot from 11 ft,,48,89
281,3,3:56.0,,S. Hawes misses 2-pt jump shot from 7 ft,48,89
282,3,3:54.0,Defensive rebound by J. Jordan,,48,89
283,3,3:44.0,C. Jefferson makes 2-pt jump shot from 13 ft (assist by D. Morris),,50,89
284,3,3:26.0,,S. Hawes makes 2-pt layup from 2 ft (assist by H. Türkoğlu),50,91
285,3,3:08.0,J. Jordan misses 2-pt jump shot from 12 ft,,50,91
286,3,3:06.0,,Defensive rebound by S. Hawes,50,91
287,3,2:52.0,,J. Crawford misses 2-pt jump shot from 17 ft,50,91
288,3,2:50.0,Defensive rebound by A. Anderson,,50,91
289,3,2:39.0,A. Anderson misses 3-pt jump shot from 25 ft,,50,91
290,3,2:39.0,,Defensive rebound by Team,50,91
291,3,2:39.0,B. Bogdanović enters the game for A. Anderson,,50,91
292,3,2:23.0,,S. Hawes misses 3-pt jump shot from 24 ft,50,91
293,3,2:22.0,Defensive rebound by J. Jordan,,50,91
294,3,2:15.0,D. Morris misses 2-pt layup from 1 ft (block by S. Hawes),,50,91
295,3,2:13.0,,Defensive rebound by S. Hawes,50,91
296,3,2:02.0,,H. Türkoğlu makes 2-pt jump shot from 19 ft (assist by S. Hawes),50,93
297,3,1:46.0,J. Jordan makes 2-pt dunk at rim,,52,93
298,3,1:27.0,,S. Hawes makes 2-pt jump shot from 18 ft (assist by A. Rivers),52,95
299,3,1:14.0,J. Jordan makes 2-pt jump shot from 13 ft (assist by D. Morris),,54,95
300,3,1:00.0,,Shooting foul by D. Morris (drawn by A. Rivers),54,95
301,3,1:00.0,,A. Rivers misses free throw 1 of 2,54,95
302,3,1:00.0,,Offensive rebound by Team,54,95
303,3,1:00.0,,A. Rivers misses free throw 2 of 2,54,95
304,3,0:59.0,Defensive rebound by C. Jefferson,,54,95
305,3,0:52.0,Personal foul by S. Hawes (drawn by M. Brown),,54,95
306,3,0:52.0,M. Brown makes free throw 1 of 2,,55,95
307,3,0:52.0,M. Brown makes free throw 2 of 2,,56,95
308,3,0:33.0,,G. Davis misses 2-pt layup from 1 ft (block by J. Jordan),56,95
309,3,0:33.0,Defensive rebound by Team,,56,95
310,3,0:26.0,M. Brown misses 3-pt jump shot from 25 ft,,56,95
311,3,0:25.0,Offensive rebound by J. Jordan,,56,95
312,3,0:21.0,J. Jordan misses 2-pt layup from 2 ft (block by S. Hawes),,56,95
313,3,0:21.0,,Defensive rebound by Team,56,95
314,3,0:05.0,,Shooting foul by M. Brown (drawn by J. Crawford),56,95
315,3,0:05.0,,J. Crawford makes free throw 1 of 2,56,96
316,3,0:05.0,,J. Crawford makes free throw 2 of 2,56,97
317,3,0:01.0,D. Morris misses 3-pt jump shot from 24 ft,,56,97
318,3,0:00.0,,Defensive rebound by H. Türkoğlu,56,97
319,4,11:43.0,,S. Hawes misses 3-pt jump shot from 25 ft,56,97
320,4,11:42.0,Defensive rebound by M. Brown,,56,97
321,4,11:37.0,D. Morris makes 2-pt layup from 1 ft (assist by M. Brown),,58,97
322,4,11:22.0,,G. Davis makes 2-pt layup from 1 ft (assist by J. Crawford),58,99
323,4,11:10.0,M. Brown makes 2-pt layup from 1 ft (assist by C. Jefferson),,60,99
324,4,10:56.0,,Shooting foul by M. Brown (drawn by J. Crawford),60,99
325,4,10:56.0,,J. Crawford makes free throw 1 of 3,60,100
326,4,10:56.0,,J. Crawford makes free throw 2 of 3,60,101
327,4,10:56.0,,J. Crawford makes free throw 3 of 3,60,102
328,4,10:38.0,C. Jefferson makes 2-pt jump shot from 9 ft,,62,102
329,4,10:19.0,,A. Rivers makes 2-pt jump shot from 18 ft (assist by S. Hawes),62,104
330,4,10:02.0,Personal foul by S. Hawes (drawn by M. Brown),,62,104
331,4,10:02.0,,C. Wilcox enters the game for J. Crawford,62,104
332,4,9:57.0,D. Morris misses 3-pt jump shot from 24 ft,,62,104
333,4,9:56.0,Offensive rebound by J. Jordan,,62,104
334,4,9:56.0,Personal foul by G. Davis (drawn by J. Jordan),,62,104
335,4,9:56.0,J. Jordan makes free throw 1 of 2,,63,104
336,4,9:56.0,J. Jordan misses free throw 2 of 2,,63,104
337,4,9:55.0,Offensive rebound by C. Jefferson,,63,104
338,4,9:51.0,C. Jefferson misses 2-pt layup from 2 ft (block by H. Türkoğlu),,63,104
339,4,9:48.0,Offensive rebound by S. Karasev,,63,104
340,4,9:48.0,S. Karasev misses 2-pt tip-in from 1 ft,,63,104
341,4,9:45.0,Offensive rebound by C. Jefferson,,63,104
342,4,9:45.0,C. Jefferson misses 2-pt tip-in from 2 ft,,63,104
343,4,9:41.0,,Defensive rebound by S. Hawes,63,104
344,4,9:37.0,,G. Davis makes 2-pt layup from 1 ft,63,106
345,4,9:23.0,C. Jefferson misses 2-pt jump shot from 9 ft,,63,106
346,4,9:21.0,Offensive rebound by J. Jordan,,63,106
347,4,9:17.0,S. Karasev misses 2-pt jump shot from 10 ft,,63,106
348,4,9:16.0,,Defensive rebound by H. Türkoğlu,63,106
349,4,9:00.0,,H. Türkoğlu misses 3-pt jump shot from 25 ft,63,106
350,4,8:59.0,Defensive rebound by C. Jefferson,,63,106
351,4,8:54.0,Personal foul by G. Davis (drawn by D. Morris),,63,106
352,4,8:54.0,Official timeout,,63,106
353,4,8:54.0,,D. Jones enters the game for S. Hawes,63,106
354,4,8:54.0,,E. Udoh enters the game for H. Türkoğlu,63,106
355,4,8:42.0,Shooting foul by E. Udoh (drawn by C. Jefferson),,63,106
356,4,8:42.0,C. Jefferson makes free throw 1 of 2,,64,106
357,4,8:42.0,C. Jefferson misses free throw 2 of 2,,64,106
358,4,8:40.0,,Defensive rebound by E. Udoh,64,106
359,4,8:23.0,,G. Davis misses 2-pt jump shot from 16 ft,64,106
360,4,8:22.0,,Offensive rebound by Team,64,106
361,4,8:18.0,,C. Wilcox makes 2-pt jump shot from 15 ft (assist by A. Rivers),64,108
362,4,7:57.0,M. Brown misses 3-pt jump shot from 25 ft,,64,108
363,4,7:54.0,,Defensive rebound by A. Rivers,64,108
364,4,7:48.0,,G. Davis misses 2-pt layup at rim (block by C. Jefferson),64,108
365,4,7:48.0,,Offensive rebound by Team,64,108
366,4,7:37.0,,A. Rivers makes 2-pt jump shot from 9 ft,64,110
367,4,7:24.0,S. Karasev makes 3-pt jump shot from 24 ft (assist by D. Morris),,67,110
368,4,7:07.0,,D. Jones misses 2-pt jump shot from 12 ft,67,110
369,4,7:06.0,Defensive rebound by C. Jefferson,,67,110
370,4,6:58.0,S. Karasev misses 2-pt layup from 2 ft (block by E. Udoh),,67,110
371,4,6:55.0,Offensive rebound by C. Jefferson,,67,110
372,4,6:55.0,C. Jefferson makes 2-pt dunk at rim,,69,110
373,4,6:35.0,,A. Rivers makes 3-pt jump shot from 25 ft (assist by E. Udoh),69,113
374,4,6:25.0,D. Morris makes 2-pt layup at rim,,71,113
375,4,6:11.0,,A. Rivers misses 2-pt jump shot from 18 ft,71,113
376,4,6:09.0,Defensive rebound by M. Brown,,71,113
377,4,6:02.0,D. Morris misses 3-pt jump shot from 23 ft,,71,113
378,4,5:59.0,Offensive rebound by J. Jordan,,71,113
379,4,5:55.0,D. Morris makes 3-pt jump shot from 22 ft (assist by S. Karasev),,74,113
380,4,5:51.0,,LA Clippers full timeout,74,113
381,4,5:27.0,,G. Davis makes 2-pt layup from 1 ft (assist by A. Rivers),74,115
