,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MILWAUKEE_ACTION,SAN ANTONIO_SCORE,MILWAUKEE_SCORE
375,4,6:43.0,San Antonio full timeout,,103,90
376,4,6:43.0,,G. Antetokounmpo makes free throw 1 of 1,103,91
377,4,6:30.0,T. Duncan makes 2-pt jump shot from 7 ft (assist by D. Green),,105,91
378,4,6:30.0,Shooting foul by J. Henson (drawn by T. Duncan),,105,91
379,4,6:30.0,T. Duncan misses free throw 1 of 1,,105,91
380,4,6:29.0,,Defensive rebound by J. Henson,105,91
381,4,6:14.0,Violation by T. Duncan (kicked ball),,105,91
382,4,6:09.0,,K. Middleton misses 3-pt jump shot from 24 ft,105,91
383,4,6:08.0,Defensive rebound by K. Leonard,,105,91
384,4,5:51.0,T. Duncan makes 2-pt layup at rim (assist by D. Green),,107,91
385,4,5:40.0,,Shooting foul by R. Williams (drawn by M. Carter-Williams),107,91
386,4,5:40.0,,M. Carter-Williams makes free throw 1 of 2,107,92
387,4,5:40.0,,M. Plumlee enters the game for J. Henson,107,92
388,4,5:40.0,,M. Carter-Williams misses free throw 2 of 2,107,92
389,4,5:39.0,,Offensive rebound by G. Antetokounmpo,107,92
390,4,5:31.0,,M. Carter-Williams misses 2-pt layup from 1 ft,107,92
391,4,5:29.0,Defensive rebound by T. Duncan,,107,92
392,4,5:19.0,D. Green makes 2-pt layup at rim (assist by T. Parker),,109,92
393,4,5:03.0,,K. Middleton makes 2-pt jump shot from 14 ft (assist by T. Ennis),109,94
394,4,4:36.0,R. Williams misses 3-pt jump shot from 25 ft,,109,94
395,4,4:35.0,,Defensive rebound by G. Antetokounmpo,109,94
396,4,4:28.0,,M. Plumlee makes 2-pt dunk at rim (assist by T. Ennis),109,96
397,4,4:08.0,Offensive foul by D. Green (drawn by K. Middleton),,109,96
398,4,4:08.0,Turnover by D. Green (offensive foul),,109,96
399,4,4:08.0,,J. O'Bryant enters the game for K. Middleton,109,96
400,4,4:08.0,T. Splitter enters the game for R. Williams,,109,96
401,4,3:54.0,,M. Carter-Williams makes 2-pt layup at rim,109,98
402,4,3:44.0,Shooting foul by G. Antetokounmpo (drawn by K. Leonard),,109,98
403,4,3:44.0,K. Leonard misses free throw 1 of 2,,109,98
404,4,3:44.0,Offensive rebound by Team,,109,98
405,4,3:44.0,K. Leonard makes free throw 2 of 2,,110,98
406,4,3:33.0,,Turnover by J. O'Bryant (bad pass),110,98
407,4,3:33.0,B. Diaw enters the game for T. Splitter,,110,98
408,4,3:18.0,K. Leonard misses 3-pt jump shot from 26 ft,,110,98
409,4,3:17.0,,Defensive rebound by M. Plumlee,110,98
410,4,3:05.0,,T. Ennis misses 2-pt jump shot from 16 ft,110,98
411,4,3:04.0,Defensive rebound by D. Green,,110,98
412,4,2:56.0,Personal foul by M. Carter-Williams (drawn by K. Leonard),,110,98
413,4,2:56.0,Official timeout,,110,98
414,4,2:56.0,K. Leonard makes free throw 1 of 2,,111,98
415,4,2:56.0,,K. Middleton enters the game for T. Ennis,111,98
416,4,2:56.0,K. Leonard makes free throw 2 of 2,,112,98
417,4,2:45.0,,M. Plumlee makes 2-pt dunk at rim (assist by M. Carter-Williams),112,100
418,4,2:17.0,T. Duncan misses 3-pt jump shot from 30 ft,,112,100
419,4,2:17.0,Offensive rebound by Team,,112,100
420,4,2:17.0,Turnover by Team (shot clock),,112,100
421,4,2:08.0,,Turnover by M. Carter-Williams (bad pass; steal by K. Leonard),112,100
422,4,1:44.0,T. Parker makes 2-pt layup from 1 ft,,114,100
423,4,1:34.0,,M. Carter-Williams misses 2-pt jump shot from 18 ft,114,100
424,4,1:33.0,Defensive rebound by B. Diaw,,114,100
425,4,1:12.0,C. Joseph enters the game for T. Parker,,114,100
426,4,1:12.0,,C. Johnson enters the game for K. Middleton,114,100
427,4,1:12.0,,T. Ennis enters the game for M. Carter-Williams,114,100
428,4,1:12.0,K. Anderson enters the game for K. Leonard,,114,100
429,4,1:12.0,R. Williams enters the game for D. Green,,114,100
430,4,1:09.0,B. Diaw misses 2-pt jump shot from 17 ft,,114,100
431,4,1:08.0,,Defensive rebound by M. Plumlee,114,100
432,4,1:00.0,J. Ayres enters the game for T. Duncan,,114,100
433,4,0:49.0,,C. Johnson makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),114,103
434,4,0:27.0,K. Anderson misses 2-pt jump shot from 15 ft,,114,103
435,4,0:25.0,,Defensive rebound by G. Antetokounmpo,114,103
436,4,0:17.0,,G. Antetokounmpo misses 2-pt jump shot from 16 ft,114,103
437,4,0:16.0,,Offensive rebound by M. Plumlee,114,103
438,4,0:04.0,,G. Antetokounmpo misses 2-pt layup at rim,114,103
439,4,0:03.0,Defensive rebound by C. Joseph,,114,103
