,QUARTER,TIME_REMAINING,MIAMI_ACTION,ORLANDO_ACTION,MIAMI_SCORE,ORLANDO_SCORE
31,1,7:33.0,,Personal foul by H. Whiteside (drawn by N. Vučević),8,11
32,1,7:22.0,,N. Vučević misses 2-pt jump shot from 12 ft,8,11
33,1,7:21.0,Defensive rebound by U. Haslem,,8,11
34,1,7:08.0,G. Dragić misses 2-pt jump shot from 10 ft,,8,11
35,1,7:07.0,Offensive rebound by U. Haslem,,8,11
36,1,7:04.0,G. Dragić misses 2-pt layup at rim,,8,11
37,1,7:01.0,Offensive rebound by H. Whiteside,,8,11
38,1,6:55.0,H. Whiteside misses 2-pt hook shot from 10 ft,,8,11
39,1,6:53.0,,Defensive rebound by V. Oladipo,8,11
40,1,6:47.0,,Shooting foul by G. Dragić (drawn by E. Payton),8,11
41,1,6:47.0,,E. Payton misses free throw 1 of 2,8,11
42,1,6:47.0,,Offensive rebound by Team,8,11
43,1,6:47.0,,E. Payton misses free throw 2 of 2,8,11
44,1,6:45.0,Defensive rebound by H. Whiteside,,8,11
45,1,6:27.0,Personal foul by T. Harris (drawn by L. Deng),,8,11
46,1,6:18.0,L. Deng misses 2-pt jump shot from 17 ft,,8,11
47,1,6:17.0,Offensive rebound by H. Whiteside,,8,11
48,1,6:16.0,Shooting foul by C. Frye (drawn by H. Whiteside),,8,11
49,1,6:16.0,H. Whiteside misses free throw 1 of 2,,8,11
50,1,6:16.0,Offensive rebound by Team,,8,11
51,1,6:16.0,H. Walker enters the game for U. Haslem,,8,11
52,1,6:16.0,H. Whiteside makes free throw 2 of 2,,9,11
53,1,5:57.0,,N. Vučević misses 2-pt jump shot from 9 ft,9,11
54,1,5:56.0,Defensive rebound by H. Walker,,9,11
55,1,5:50.0,D. Wade makes 2-pt dunk at rim,,11,11
56,1,5:45.0,,Orlando full timeout,11,11
57,1,5:45.0,,D. Dedmon enters the game for C. Frye,11,11
58,1,5:27.0,,Turnover by N. Vučević (bad pass; steal by D. Wade),11,11
59,1,5:15.0,D. Wade misses 2-pt jump shot from 16 ft,,11,11
60,1,5:14.0,,Defensive rebound by E. Payton,11,11
61,1,4:51.0,,T. Harris misses 3-pt jump shot from 25 ft,11,11
62,1,4:51.0,Defensive rebound by Team,,11,11
63,1,4:40.0,L. Deng misses 2-pt hook shot from 7 ft,,11,11
64,1,4:38.0,,Defensive rebound by T. Harris,11,11
65,1,4:28.0,,N. Vučević makes 2-pt jump shot from 19 ft (assist by E. Payton),11,13
66,1,4:09.0,Shooting foul by D. Dedmon (drawn by H. Walker),,11,13
67,1,4:09.0,H. Walker makes free throw 1 of 2,,12,13
68,1,4:09.0,M. Chalmers enters the game for D. Wade,,12,13
69,1,4:09.0,,E. Fournier enters the game for T. Harris,12,13
70,1,4:09.0,H. Walker makes free throw 2 of 2,,13,13
71,1,3:53.0,,V. Oladipo misses 3-pt jump shot from 25 ft,13,13
72,1,3:51.0,Defensive rebound by H. Walker,,13,13
73,1,3:40.0,H. Walker misses 3-pt jump shot from 25 ft,,13,13
74,1,3:39.0,,Defensive rebound by V. Oladipo,13,13
75,1,3:22.0,,N. Vučević makes 2-pt jump shot from 18 ft (assist by V. Oladipo),13,15
76,1,3:00.0,G. Dragić misses 3-pt jump shot from 26 ft,,13,15
77,1,2:59.0,,Defensive rebound by Team,13,15
78,1,2:59.0,Miami full timeout,,13,15
79,1,2:59.0,J. Ennis enters the game for L. Deng,,13,15
80,1,2:46.0,,N. Vučević misses 2-pt layup from 3 ft,13,15
81,1,2:44.0,,Offensive rebound by D. Dedmon,13,15
82,1,2:44.0,,D. Dedmon misses 2-pt layup from 1 ft,13,15
83,1,2:42.0,Defensive rebound by G. Dragić,,13,15
84,1,2:39.0,Turnover by G. Dragić (lost ball; steal by E. Payton),,13,15
85,1,2:36.0,,E. Payton misses 2-pt layup from 1 ft,13,15
86,1,2:34.0,Defensive rebound by H. Whiteside,,13,15
87,1,2:27.0,Personal foul by E. Payton (drawn by G. Dragić),,13,15
88,1,2:14.0,H. Whiteside makes 2-pt jump shot from 13 ft,,15,15
89,1,1:57.0,,Turnover by E. Payton (bad pass),15,15
90,1,1:57.0,C. Andersen enters the game for H. Whiteside,,15,15
91,1,1:57.0,,W. Green enters the game for E. Payton,15,15
92,1,1:33.0,M. Chalmers misses 3-pt jump shot from 27 ft,,15,15
93,1,1:32.0,,Defensive rebound by N. Vučević,15,15
94,1,1:19.0,,Turnover by N. Vučević (bad pass; steal by C. Andersen),15,15
95,1,1:18.0,Turnover by C. Andersen (bad pass),,15,15
96,1,1:18.0,S. Napier enters the game for G. Dragić,,15,15
97,1,1:18.0,,A. Gordon enters the game for N. Vučević,15,15
98,1,1:07.0,,A. Gordon makes 2-pt layup from 2 ft (assist by E. Fournier),15,17
99,1,0:38.0,S. Napier misses 3-pt jump shot from 26 ft,,15,17
100,1,0:37.0,,Defensive rebound by D. Dedmon,15,17
101,1,0:27.0,,Turnover by E. Fournier (bad pass),15,17
102,1,0:09.0,M. Chalmers makes 2-pt layup at rim,,17,17
103,1,0:01.0,,V. Oladipo misses 2-pt layup from 1 ft,17,17
104,1,0:00.0,,Offensive rebound by Team,17,17
105,2,11:43.0,Turnover by M. Chalmers (bad pass; steal by A. Gordon),,17,17
106,2,11:25.0,,Shooting foul by H. Walker (drawn by D. Dedmon),17,17
107,2,11:25.0,,D. Dedmon misses free throw 1 of 2,17,17
108,2,11:25.0,,Offensive rebound by Team,17,17
109,2,11:25.0,,D. Dedmon misses free throw 2 of 2,17,17
110,2,11:24.0,Defensive rebound by J. Ennis,,17,17
111,2,11:00.0,C. Andersen misses 2-pt jump shot from 18 ft,,17,17
112,2,10:59.0,,Defensive rebound by W. Green,17,17
113,2,10:51.0,,E. Fournier makes 3-pt jump shot from 26 ft,17,20
114,2,10:41.0,Turnover by C. Andersen (bad pass),,17,20
115,2,10:35.0,,Personal foul by S. Napier (drawn by L. Ridnour),17,20
116,2,10:35.0,L. Deng enters the game for J. Ennis,,17,20
117,2,10:25.0,,W. Green makes 2-pt layup from 1 ft (assist by A. Gordon),17,22
118,2,10:09.0,H. Walker misses 3-pt jump shot from 26 ft,,17,22
119,2,10:08.0,,Defensive rebound by W. Green,17,22
120,2,9:52.0,Violation by C. Andersen (kicked ball),,17,22
121,2,9:49.0,,W. Green makes 3-pt jump shot from 26 ft,17,25
122,2,9:46.0,Miami full timeout,,17,25
123,2,9:39.0,Turnover by S. Napier (lost ball),,17,25
124,2,9:30.0,,A. Gordon makes 2-pt layup from 1 ft,17,27
125,2,9:13.0,Shooting foul by L. Ridnour (drawn by L. Deng),,17,27
126,2,9:13.0,L. Deng makes free throw 1 of 2,,18,27
127,2,9:13.0,G. Dragić enters the game for S. Napier,,18,27
128,2,9:13.0,L. Deng makes free throw 2 of 2,,19,27
129,2,8:54.0,,E. Fournier makes 2-pt jump shot from 7 ft,19,29
130,2,8:28.0,M. Chalmers misses 3-pt jump shot from 25 ft,,19,29
131,2,8:26.0,,Defensive rebound by W. Green,19,29
132,2,8:21.0,,E. Fournier misses 3-pt jump shot from 23 ft,19,29
133,2,8:18.0,Defensive rebound by L. Deng,,19,29
134,2,8:14.0,Personal foul by W. Green (drawn by G. Dragić),,19,29
135,2,8:14.0,D. Wade enters the game for M. Chalmers,,19,29
136,2,8:09.0,Personal foul by E. Fournier (drawn by L. Deng),,19,29
137,2,7:56.0,D. Wade misses 2-pt jump shot from 22 ft,,19,29
138,2,7:54.0,,Defensive rebound by W. Green,19,29
139,2,7:42.0,,Offensive foul by A. Gordon (drawn by H. Walker),19,29
140,2,7:42.0,,Turnover by A. Gordon (offensive foul),19,29
141,2,7:42.0,M. Chalmers enters the game for H. Walker,,19,29
142,2,7:42.0,,T. Harris enters the game for D. Dedmon,19,29
143,2,7:42.0,,N. Vučević enters the game for A. Gordon,19,29
144,2,7:28.0,L. Deng makes 2-pt jump shot from 15 ft (assist by D. Wade),,21,29
145,2,7:10.0,,L. Ridnour misses 3-pt jump shot from 23 ft,21,29
146,2,7:09.0,Defensive rebound by C. Andersen,,21,29
147,2,7:00.0,C. Andersen makes 2-pt layup from 1 ft (assist by D. Wade),,23,29
148,2,6:57.0,,Orlando full timeout,23,29
149,2,6:57.0,,E. Payton enters the game for E. Fournier,23,29
150,2,6:57.0,,V. Oladipo enters the game for L. Ridnour,23,29
151,2,6:57.0,H. Whiteside enters the game for C. Andersen,,23,29
152,2,6:42.0,,N. Vučević misses 2-pt jump shot from 18 ft,23,29
153,2,6:41.0,Defensive rebound by L. Deng,,23,29
154,2,6:15.0,M. Chalmers makes 3-pt jump shot from 26 ft,,26,29
155,2,5:48.0,,V. Oladipo misses 2-pt jump shot from 17 ft,26,29
156,2,5:47.0,Defensive rebound by H. Whiteside,,26,29
157,2,5:39.0,Personal foul by N. Vučević (drawn by D. Wade),,26,29
158,2,5:30.0,L. Deng makes 2-pt jump shot from 19 ft (assist by G. Dragić),,28,29
159,2,5:07.0,,W. Green misses 3-pt jump shot from 22 ft,28,29
160,2,5:06.0,Defensive rebound by G. Dragić,,28,29
161,2,4:59.0,Personal foul by T. Harris (drawn by H. Whiteside),,28,29
162,2,4:59.0,H. Whiteside makes free throw 1 of 2,,29,29
163,2,4:59.0,,A. Gordon enters the game for T. Harris,29,29
164,2,4:59.0,H. Whiteside makes free throw 2 of 2,,30,29
165,2,4:38.0,,V. Oladipo misses 2-pt jump shot from 17 ft (block by H. Whiteside),30,29
166,2,4:36.0,,Offensive rebound by V. Oladipo,30,29
167,2,4:35.0,,V. Oladipo misses 2-pt layup from 1 ft,30,29
168,2,4:33.0,Defensive rebound by H. Whiteside,,30,29
169,2,4:21.0,L. Deng misses 2-pt jump shot from 19 ft,,30,29
170,2,4:19.0,,Defensive rebound by V. Oladipo,30,29
171,2,4:10.0,,E. Payton misses 2-pt layup from 2 ft,30,29
172,2,4:07.0,,Offensive rebound by E. Payton,30,29
173,2,4:07.0,,Personal foul by M. Chalmers (drawn by E. Payton),30,29
174,2,4:07.0,H. Walker enters the game for L. Deng,,30,29
175,2,4:07.0,,E. Fournier enters the game for W. Green,30,29
176,2,3:58.0,,A. Gordon makes 2-pt layup from 2 ft (assist by V. Oladipo),30,31
177,2,3:36.0,M. Chalmers misses 3-pt jump shot from 23 ft,,30,31
178,2,3:36.0,,Defensive rebound by Team,30,31
179,2,3:15.0,,Personal foul by H. Walker (drawn by V. Oladipo),30,31
180,2,3:15.0,,V. Oladipo makes free throw 1 of 2,30,32
181,2,3:15.0,,V. Oladipo makes free throw 2 of 2,30,33
182,2,3:08.0,D. Wade makes 2-pt jump shot from 4 ft (assist by G. Dragić),,32,33
183,2,2:43.0,,E. Fournier makes 2-pt layup from 1 ft,32,35
184,2,2:36.0,G. Dragić misses 2-pt layup at rim,,32,35
185,2,2:36.0,Offensive rebound by Team,,32,35
186,2,2:36.0,Official timeout,,32,35
187,2,2:17.0,H. Whiteside misses 2-pt layup at rim,,32,35
188,2,2:16.0,,Defensive rebound by N. Vučević,32,35
189,2,2:05.0,,N. Vučević misses 2-pt jump shot from 11 ft,32,35
190,2,2:04.0,Defensive rebound by D. Wade,,32,35
191,2,1:56.0,D. Wade misses 2-pt jump shot from 18 ft,,32,35
192,2,1:54.0,Offensive rebound by H. Whiteside,,32,35
193,2,1:48.0,D. Wade misses 2-pt jump shot from 11 ft,,32,35
194,2,1:47.0,,Defensive rebound by A. Gordon,32,35
195,2,1:42.0,,Shooting foul by H. Whiteside (drawn by A. Gordon),32,35
196,2,1:42.0,,A. Gordon misses free throw 1 of 2,32,35
197,2,1:42.0,,Offensive rebound by Team,32,35
198,2,1:42.0,C. Andersen enters the game for H. Whiteside,,32,35
199,2,1:42.0,L. Deng enters the game for H. Walker,,32,35
200,2,1:42.0,,A. Gordon misses free throw 2 of 2,32,35
201,2,1:41.0,Defensive rebound by C. Andersen,,32,35
202,2,1:40.0,Personal take foul by A. Gordon (drawn by C. Andersen),,32,35
203,2,1:40.0,,T. Harris enters the game for A. Gordon,32,35
204,2,1:40.0,C. Andersen makes free throw 1 of 2,,33,35
205,2,1:40.0,C. Andersen makes free throw 2 of 2,,34,35
206,2,1:27.0,,Personal foul by G. Dragić (drawn by E. Fournier),34,35
207,2,1:27.0,,E. Fournier makes free throw 1 of 2,34,36
208,2,1:27.0,,E. Fournier misses free throw 2 of 2,34,36
209,2,1:26.0,Defensive rebound by D. Wade,,34,36
210,2,1:14.0,M. Chalmers misses 2-pt jump shot from 22 ft,,34,36
211,2,1:14.0,Offensive rebound by Team,,34,36
212,2,1:14.0,,Loose ball foul by E. Fournier (drawn by C. Andersen),34,36
213,2,1:14.0,C. Andersen misses free throw 1 of 2,,34,36
214,2,1:14.0,Offensive rebound by Team,,34,36
215,2,1:14.0,C. Andersen misses free throw 2 of 2,,34,36
216,2,1:13.0,,Defensive rebound by T. Harris,34,36
217,2,1:01.0,,N. Vučević misses 2-pt jump shot from 4 ft,34,36
218,2,1:00.0,Defensive rebound by Team,,34,36
219,2,0:48.0,Shooting foul by V. Oladipo (drawn by D. Wade),,34,36
220,2,0:48.0,D. Wade makes free throw 1 of 2,,35,36
221,2,0:48.0,S. Napier enters the game for G. Dragić,,35,36
222,2,0:48.0,D. Wade makes free throw 2 of 2,,36,36
223,2,0:38.0,,V. Oladipo makes 2-pt layup from 2 ft,36,38
224,2,0:25.0,Miami full timeout,,36,38
225,2,0:14.0,M. Chalmers misses 3-pt jump shot from 23 ft,,36,38
226,2,0:13.0,,Defensive rebound by N. Vučević,36,38
227,2,0:01.0,,N. Vučević makes 2-pt layup from 1 ft (assist by E. Payton),36,40
228,3,11:42.0,L. Deng misses 2-pt jump shot from 22 ft,,36,40
229,3,11:40.0,,Defensive rebound by E. Payton,36,40
230,3,11:30.0,,Personal foul by G. Dragić (drawn by E. Payton),36,40
231,3,11:16.0,,T. Harris misses 3-pt jump shot from 23 ft,36,40
232,3,11:15.0,,Offensive rebound by T. Harris,36,40
233,3,11:04.0,,Turnover by V. Oladipo (lost ball),36,40
234,3,10:39.0,U. Haslem makes 2-pt jump shot from 18 ft (assist by G. Dragić),,38,40
235,3,10:23.0,,T. Harris makes 2-pt jump shot from 18 ft (assist by E. Payton),38,42
236,3,10:08.0,Turnover by D. Wade (bad pass),,38,42
237,3,9:56.0,,N. Vučević makes 2-pt jump shot from 16 ft (assist by E. Payton),38,44
238,3,9:32.0,U. Haslem misses 2-pt jump shot from 16 ft,,38,44
239,3,9:28.0,Offensive rebound by Team,,38,44
240,3,9:13.0,D. Wade misses 3-pt jump shot from 26 ft,,38,44
241,3,9:12.0,,Defensive rebound by E. Payton,38,44
242,3,8:55.0,,C. Frye misses 3-pt jump shot from 26 ft,38,44
243,3,8:54.0,,Offensive rebound by T. Harris,38,44
244,3,8:53.0,,Turnover by T. Harris (bad pass; steal by G. Dragić),38,44
245,3,8:53.0,Personal foul by C. Frye (drawn by G. Dragić),,38,44
246,3,8:31.0,L. Deng makes 2-pt jump shot from 21 ft (assist by G. Dragić),,40,44
247,3,8:23.0,,V. Oladipo makes 2-pt layup from 1 ft (assist by E. Payton),40,46
248,3,8:09.0,Turnover by G. Dragić (3 sec),,40,46
249,3,7:55.0,Offensive charge foul by T. Harris (drawn by U. Haslem),,40,46
250,3,7:55.0,,Turnover by T. Harris (offensive foul),40,46
251,3,7:41.0,Turnover by D. Wade (lost ball; steal by N. Vučević),,40,46
252,3,7:36.0,,V. Oladipo misses 2-pt layup from 1 ft,40,46
253,3,7:33.0,Defensive rebound by G. Dragić,,40,46
254,3,7:29.0,Shooting foul by V. Oladipo (drawn by L. Deng),,40,46
255,3,7:29.0,L. Deng misses free throw 1 of 2,,40,46
256,3,7:29.0,Offensive rebound by Team,,40,46
257,3,7:29.0,L. Deng makes free throw 2 of 2,,41,46
258,3,7:17.0,,Personal block foul by U. Haslem (drawn by T. Harris),41,46
259,3,7:06.0,,N. Vučević misses 2-pt jump shot from 15 ft,41,46
260,3,7:04.0,Defensive rebound by L. Deng,,41,46
261,3,6:53.0,Shooting foul by C. Frye (drawn by L. Deng),,41,46
262,3,6:53.0,L. Deng makes free throw 1 of 2,,42,46
263,3,6:53.0,,E. Fournier enters the game for T. Harris,42,46
264,3,6:53.0,L. Deng misses free throw 2 of 2,,42,46
265,3,6:51.0,,Defensive rebound by C. Frye,42,46
266,3,6:40.0,,C. Frye makes 3-pt jump shot from 26 ft (assist by E. Payton),42,49
267,3,6:24.0,Personal foul by E. Fournier (drawn by L. Deng),,42,49
268,3,6:14.0,L. Deng misses 2-pt layup from 2 ft,,42,49
269,3,6:13.0,,Defensive rebound by E. Payton,42,49
270,3,6:09.0,,E. Payton misses 2-pt layup at rim (block by U. Haslem),42,49
271,3,6:07.0,,Offensive rebound by N. Vučević,42,49
272,3,6:02.0,Violation by H. Whiteside (def goaltending),,42,49
273,3,6:02.0,,E. Payton makes 2-pt layup from 1 ft (assist by V. Oladipo),42,51
274,3,6:02.0,Miami full timeout,,42,51
275,3,6:02.0,H. Walker enters the game for U. Haslem,,42,51
276,3,5:44.0,H. Walker misses 3-pt jump shot from 25 ft,,42,51
277,3,5:41.0,Offensive rebound by H. Whiteside,,42,51
278,3,5:37.0,H. Whiteside makes 2-pt hook shot from 6 ft,,44,51
279,3,5:22.0,,Turnover by V. Oladipo (bad pass; steal by D. Wade),44,51
280,3,5:18.0,G. Dragić makes 2-pt layup at rim (assist by D. Wade),,46,51
281,3,4:53.0,,Shooting foul by H. Whiteside (drawn by N. Vučević),46,51
282,3,4:53.0,,N. Vučević makes free throw 1 of 2,46,52
283,3,4:53.0,,N. Vučević makes free throw 2 of 2,46,53
284,3,4:39.0,Turnover by D. Wade (lost ball),,46,53
285,3,4:26.0,,Offensive foul by C. Frye (drawn by D. Wade),46,53
286,3,4:26.0,,Turnover by C. Frye (offensive foul),46,53
287,3,4:26.0,,T. Harris enters the game for C. Frye,46,53
288,3,4:14.0,H. Whiteside makes 2-pt layup at rim (assist by H. Walker),,48,53
289,3,4:03.0,,Turnover by E. Payton (bad pass),48,53
290,3,4:03.0,M. Chalmers enters the game for D. Wade,,48,53
291,3,3:50.0,G. Dragić misses 3-pt jump shot from 24 ft,,48,53
292,3,3:47.0,,Defensive rebound by V. Oladipo,48,53
293,3,3:36.0,,N. Vučević makes 2-pt jump shot from 4 ft (assist by E. Fournier),48,55
294,3,3:36.0,,Shooting foul by H. Walker (drawn by N. Vučević),48,55
295,3,3:36.0,,N. Vučević misses free throw 1 of 1,48,55
296,3,3:35.0,Defensive rebound by H. Whiteside,,48,55
297,3,3:13.0,L. Deng makes 2-pt layup at rim (assist by H. Walker),,50,55
298,3,2:53.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by E. Payton),50,58
299,3,2:33.0,Shooting foul by N. Vučević (drawn by H. Whiteside),,50,58
300,3,2:33.0,,Orlando full timeout,50,58
301,3,2:33.0,H. Whiteside misses free throw 1 of 2,,50,58
302,3,2:33.0,Offensive rebound by Team,,50,58
303,3,2:33.0,H. Whiteside makes free throw 2 of 2,,51,58
304,3,2:19.0,,N. Vučević makes 2-pt hook shot from 10 ft,51,60
305,3,2:04.0,L. Deng makes 2-pt layup from 1 ft,,53,60
306,3,1:50.0,Violation by G. Dragić (kicked ball),,53,60
307,3,1:50.0,,W. Green enters the game for V. Oladipo,53,60
308,3,1:44.0,,Turnover by E. Fournier (traveling),53,60
309,3,1:32.0,Def 3 sec tech foul by N. Vučević,,53,60
310,3,1:32.0,M. Chalmers makes technical free throw,,54,60
311,3,1:32.0,S. Napier enters the game for G. Dragić,,54,60
312,3,1:22.0,L. Deng makes 3-pt jump shot from 22 ft (assist by M. Chalmers),,57,60
313,3,1:05.0,,Shooting foul by H. Whiteside (drawn by E. Payton),57,60
314,3,1:05.0,,E. Payton makes free throw 1 of 2,57,61
315,3,1:05.0,C. Andersen enters the game for H. Whiteside,,57,61
316,3,1:05.0,,D. Dedmon enters the game for N. Vučević,57,61
317,3,1:05.0,,E. Payton misses free throw 2 of 2,57,61
318,3,1:02.0,Defensive rebound by C. Andersen,,57,61
319,3,0:46.0,H. Walker misses 2-pt jump shot from 3 ft,,57,61
320,3,0:43.0,,Defensive rebound by D. Dedmon,57,61
321,3,0:41.0,,Turnover by D. Dedmon (bad pass; steal by H. Walker),57,61
322,3,0:40.0,H. Walker makes 2-pt dunk at rim,,59,61
323,3,0:32.0,,E. Payton misses 2-pt jump shot from 20 ft,59,61
324,3,0:30.0,Defensive rebound by Team,,59,61
325,3,0:30.0,,L. Ridnour enters the game for E. Payton,59,61
326,3,0:10.0,L. Deng makes 2-pt layup at rim (assist by C. Andersen),,61,61
327,3,0:03.0,,T. Harris misses 3-pt jump shot from 26 ft,61,61
328,3,0:01.0,Defensive rebound by C. Andersen,,61,61
329,3,0:00.0,C. Andersen misses 3-pt jump shot from 56 ft,,61,61
330,3,0:00.0,Offensive rebound by Team,,61,61
331,4,11:38.0,,T. Harris misses 3-pt jump shot from 24 ft,61,61
332,4,11:36.0,,Offensive rebound by Team,61,61
333,4,11:36.0,,Turnover by Team (shot clock),61,61
334,4,11:13.0,M. Chalmers misses 3-pt jump shot from 27 ft (block by T. Harris),,61,61
335,4,11:10.0,,Defensive rebound by D. Dedmon,61,61
336,4,10:57.0,,Shooting foul by S. Napier (drawn by D. Dedmon),61,61
337,4,10:57.0,,D. Dedmon makes free throw 1 of 2,61,62
338,4,10:57.0,,D. Dedmon misses free throw 2 of 2,61,62
339,4,10:56.0,Defensive rebound by H. Walker,,61,62
340,4,10:36.0,H. Walker misses 3-pt jump shot from 26 ft,,61,62
341,4,10:35.0,Offensive rebound by S. Napier,,61,62
342,4,10:18.0,H. Walker misses 3-pt jump shot from 25 ft,,61,62
343,4,10:16.0,,Defensive rebound by T. Harris,61,62
344,4,9:57.0,,T. Harris misses 2-pt jump shot from 7 ft (block by C. Andersen),61,62
345,4,9:55.0,,Offensive rebound by E. Fournier,61,62
346,4,9:52.0,,E. Fournier misses 3-pt jump shot from 28 ft,61,62
347,4,9:50.0,Defensive rebound by C. Andersen,,61,62
348,4,9:46.0,Miami full timeout,,61,62
349,4,9:46.0,D. Wade enters the game for L. Deng,,61,62
350,4,9:33.0,S. Napier makes 3-pt jump shot from 26 ft (assist by D. Wade),,64,62
351,4,9:08.0,,W. Green misses 3-pt jump shot from 26 ft,64,62
352,4,9:06.0,,Offensive rebound by D. Dedmon,64,62
353,4,9:06.0,,D. Dedmon makes 2-pt layup from 1 ft,64,64
354,4,8:45.0,D. Wade misses 2-pt jump shot from 12 ft,,64,64
355,4,8:43.0,,Defensive rebound by T. Harris,64,64
356,4,8:36.0,,W. Green makes 2-pt jump shot from 18 ft,64,66
357,4,8:14.0,,Offensive charge foul by S. Napier (drawn by W. Green),64,66
358,4,8:14.0,Turnover by S. Napier (offensive foul),,64,66
359,4,8:14.0,Official timeout,,64,66
360,4,8:14.0,,V. Oladipo enters the game for L. Ridnour,64,66
361,4,7:59.0,,E. Fournier makes 2-pt jump shot from 17 ft,64,68
362,4,7:36.0,S. Napier makes 2-pt jump shot from 19 ft,,66,68
363,4,7:15.0,,W. Green misses 3-pt jump shot from 23 ft,66,68
364,4,7:14.0,Defensive rebound by H. Walker,,66,68
365,4,6:54.0,Turnover by C. Andersen (lost ball; steal by T. Harris),,66,68
366,4,6:36.0,,Turnover by V. Oladipo (bad pass; steal by D. Wade),66,68
367,4,6:26.0,D. Wade misses 2-pt jump shot from 18 ft,,66,68
368,4,6:25.0,,Defensive rebound by V. Oladipo,66,68
369,4,6:24.0,,Orlando full timeout,66,68
370,4,6:24.0,G. Dragić enters the game for C. Andersen,,66,68
371,4,6:24.0,H. Whiteside enters the game for S. Napier,,66,68
372,4,6:24.0,,N. Vučević enters the game for D. Dedmon,66,68
373,4,6:24.0,,E. Payton enters the game for E. Fournier,66,68
374,4,6:08.0,,E. Payton misses 2-pt jump shot from 5 ft (block by H. Whiteside),66,68
375,4,6:04.0,Defensive rebound by H. Walker,,66,68
376,4,5:48.0,H. Walker misses 3-pt jump shot from 26 ft,,66,68
377,4,5:46.0,,Defensive rebound by T. Harris,66,68
378,4,5:46.0,,Personal foul by G. Dragić (drawn by T. Harris),66,68
379,4,5:37.0,,W. Green makes 3-pt jump shot from 25 ft,66,71
380,4,5:12.0,D. Wade makes 3-pt jump shot from 25 ft,,69,71
381,4,4:57.0,,N. Vučević makes 2-pt jump shot from 16 ft (assist by W. Green),69,73
382,4,4:32.0,D. Wade makes 2-pt jump shot from 9 ft,,71,73
383,4,4:08.0,,N. Vučević misses 2-pt hook shot from 9 ft,71,73
384,4,4:07.0,Defensive rebound by M. Chalmers,,71,73
385,4,3:56.0,H. Walker misses 3-pt jump shot from 25 ft,,71,73
386,4,3:55.0,,Defensive rebound by V. Oladipo,71,73
387,4,3:33.0,,T. Harris misses 2-pt jump shot from 18 ft,71,73
388,4,3:33.0,Defensive rebound by Team,,71,73
389,4,3:33.0,,Loose ball foul by N. Vučević (drawn by H. Whiteside),71,73
390,4,3:33.0,L. Deng enters the game for H. Walker,,71,73
391,4,3:33.0,Miami full timeout,,71,73
392,4,3:19.0,D. Wade misses 2-pt jump shot from 14 ft,,71,73
393,4,3:17.0,Offensive rebound by G. Dragić,,71,73
394,4,3:13.0,Personal foul by W. Green (drawn by H. Whiteside),,71,73
395,4,3:13.0,H. Whiteside makes free throw 1 of 2,,72,73
396,4,3:13.0,H. Whiteside misses free throw 2 of 2,,72,73
