,QUARTER,TIME_REMAINING,PORTLAND_ACTION,LA LAKERS_ACTION,PORTLAND_SCORE,LA LAKERS_SCORE
0,1,11:47.0,,J. Lin misses 2-pt jump shot from 14 ft,0,0
1,1,11:46.0,Defensive rebound by N. Batum,,0,0
2,1,11:35.0,R. Lopez makes 2-pt dunk at rim (assist by N. Batum),,2,0
3,1,11:10.0,,W. Johnson misses 2-pt jump shot from 20 ft,2,0
4,1,11:09.0,Defensive rebound by N. Batum,,2,0
5,1,11:02.0,D. Lillard makes 2-pt jump shot from 16 ft,,4,0
6,1,10:51.0,,J. Clarkson misses 2-pt jump shot from 17 ft,4,0
7,1,10:50.0,,Offensive rebound by T. Black,4,0
8,1,10:36.0,,J. Lin misses 2-pt jump shot from 6 ft,4,0
9,1,10:35.0,Defensive rebound by N. Batum,,4,0
10,1,10:23.0,L. Aldridge misses 3-pt jump shot from 25 ft,,4,0
11,1,10:22.0,,Defensive rebound by W. Johnson,4,0
12,1,10:13.0,,J. Clarkson makes 2-pt layup from 1 ft,4,2
13,1,9:55.0,Turnover by L. Aldridge (lost ball; steal by R. Kelly),,4,2
14,1,9:44.0,,W. Johnson misses 2-pt jump shot from 19 ft,4,2
15,1,9:42.0,Defensive rebound by D. Lillard,,4,2
16,1,9:33.0,A. Afflalo misses 2-pt jump shot from 10 ft,,4,2
17,1,9:32.0,,Defensive rebound by R. Kelly,4,2
18,1,9:24.0,,J. Clarkson makes 2-pt dunk at rim (assist by R. Kelly),4,4
19,1,9:08.0,Turnover by L. Aldridge (lost ball),,4,4
20,1,9:00.0,,Personal foul by D. Lillard (drawn by R. Kelly),4,4
21,1,8:46.0,,T. Black misses 2-pt jump shot from 5 ft (block by R. Lopez),4,4
22,1,8:44.0,,Offensive rebound by J. Clarkson,4,4
23,1,8:39.0,,J. Clarkson makes 2-pt jump shot from 15 ft,4,6
24,1,8:29.0,D. Lillard makes 3-pt jump shot from 26 ft,,7,6
25,1,8:10.0,,Turnover by R. Kelly (bad pass; steal by D. Lillard),7,6
26,1,7:56.0,N. Batum misses 3-pt jump shot from 24 ft,,7,6
27,1,7:54.0,,Defensive rebound by J. Clarkson,7,6
28,1,7:44.0,,W. Johnson misses 2-pt layup from 2 ft,7,6
29,1,7:43.0,Defensive rebound by L. Aldridge,,7,6
30,1,7:35.0,D. Lillard makes 3-pt jump shot from 25 ft,,10,6
31,1,7:10.0,,J. Lin misses 2-pt jump shot from 3 ft,10,6
32,1,7:09.0,Defensive rebound by L. Aldridge,,10,6
33,1,7:03.0,Personal foul by R. Kelly (drawn by D. Lillard),,10,6
34,1,6:53.0,D. Lillard makes 3-pt jump shot from 25 ft,,13,6
35,1,6:35.0,,T. Black makes 2-pt jump shot from 20 ft (assist by R. Kelly),13,8
36,1,6:18.0,L. Aldridge makes 2-pt jump shot from 16 ft (assist by N. Batum),,15,8
37,1,6:03.0,,Turnover by R. Kelly (bad pass; steal by A. Afflalo),15,8
38,1,5:48.0,L. Aldridge misses 2-pt jump shot from 9 ft,,15,8
39,1,5:47.0,,Defensive rebound by J. Lin,15,8
40,1,5:34.0,,T. Black misses 2-pt jump shot from 13 ft,15,8
41,1,5:33.0,Defensive rebound by L. Aldridge,,15,8
42,1,5:27.0,A. Afflalo misses 2-pt jump shot from 4 ft,,15,8
43,1,5:26.0,,Defensive rebound by J. Clarkson,15,8
44,1,5:20.0,,R. Kelly makes 2-pt dunk at rim (assist by J. Clarkson),15,10
45,1,5:10.0,Portland full timeout,,15,10
46,1,5:10.0,C. Kaman enters the game for R. Lopez,,15,10
47,1,5:10.0,C. McCollum enters the game for A. Afflalo,,15,10
48,1,5:10.0,,J. Brown enters the game for J. Lin,15,10
49,1,5:02.0,C. Kaman misses 2-pt layup from 2 ft,,15,10
50,1,5:00.0,,Defensive rebound by T. Black,15,10
51,1,4:38.0,,Turnover by Team (shot clock),15,10
52,1,4:38.0,,J. Hill enters the game for T. Black,15,10
53,1,4:23.0,L. Aldridge misses 3-pt jump shot from 22 ft,,15,10
54,1,4:22.0,,Defensive rebound by W. Johnson,15,10
55,1,4:13.0,,W. Johnson makes 2-pt jump shot from 7 ft,15,12
56,1,3:58.0,N. Batum misses 2-pt layup from 2 ft,,15,12
57,1,3:57.0,Offensive rebound by N. Batum,,15,12
58,1,3:54.0,N. Batum makes 2-pt jump shot from 14 ft,,17,12
59,1,3:39.0,,J. Clarkson misses 3-pt jump shot from 24 ft,17,12
60,1,3:38.0,Defensive rebound by N. Batum,,17,12
61,1,3:32.0,D. Lillard makes 3-pt jump shot from 25 ft,,20,12
62,1,3:08.0,,J. Clarkson misses 2-pt layup from 2 ft,20,12
63,1,3:07.0,Defensive rebound by C. Kaman,,20,12
64,1,2:55.0,C. McCollum misses 3-pt jump shot from 25 ft,,20,12
65,1,2:54.0,,Defensive rebound by J. Hill,20,12
66,1,2:45.0,,R. Kelly misses 3-pt jump shot from 24 ft,20,12
67,1,2:44.0,Defensive rebound by D. Lillard,,20,12
68,1,2:40.0,N. Batum makes 2-pt layup from 1 ft (assist by D. Lillard),,22,12
69,1,2:39.0,,LA Lakers full timeout,22,12
70,1,2:39.0,,C. Boozer enters the game for R. Kelly,22,12
71,1,2:39.0,A. Afflalo enters the game for N. Batum,,22,12
72,1,2:28.0,,C. Boozer misses 2-pt jump shot from 14 ft,22,12
73,1,2:27.0,Defensive rebound by C. McCollum,,22,12
74,1,2:05.0,D. Lillard misses 2-pt jump shot from 21 ft,,22,12
75,1,2:04.0,,Defensive rebound by W. Johnson,22,12
76,1,1:55.0,,C. Boozer misses 2-pt jump shot from 16 ft,22,12
77,1,1:54.0,Defensive rebound by D. Lillard,,22,12
78,1,1:45.0,S. Blake enters the game for D. Lillard,,22,12
79,1,1:31.0,L. Aldridge makes 2-pt jump shot from 15 ft (assist by C. McCollum),,24,12
80,1,1:07.0,,J. Hill misses 2-pt jump shot from 15 ft,24,12
81,1,1:05.0,,Offensive rebound by W. Johnson,24,12
82,1,0:58.0,,C. Boozer misses 2-pt jump shot from 4 ft,24,12
83,1,0:57.0,Defensive rebound by C. Kaman,,24,12
84,1,0:46.0,L. Aldridge misses 2-pt jump shot from 16 ft,,24,12
85,1,0:45.0,,Defensive rebound by J. Clarkson,24,12
86,1,0:38.0,,J. Clarkson misses 2-pt jump shot from 18 ft,24,12
87,1,0:37.0,Defensive rebound by C. Kaman,,24,12
88,1,0:31.0,A. Afflalo misses 2-pt layup from 1 ft (block by W. Johnson),,24,12
89,1,0:29.0,,Defensive rebound by J. Clarkson,24,12
90,1,0:08.0,,J. Clarkson misses 2-pt layup from 2 ft,24,12
91,1,0:06.0,Defensive rebound by C. McCollum,,24,12
92,1,0:01.0,C. McCollum makes 2-pt layup at rim,,26,12
93,2,11:44.0,A. Afflalo makes 3-pt jump shot from 23 ft (assist by C. McCollum),,29,12
94,2,11:25.0,,W. Johnson makes 2-pt jump shot from 19 ft,29,14
95,2,11:15.0,Personal foul by J. Lin (drawn by A. Afflalo),,29,14
96,2,11:06.0,C. McCollum makes 2-pt jump shot from 13 ft,,31,14
97,2,10:52.0,,W. Johnson misses 2-pt jump shot from 13 ft,31,14
98,2,10:51.0,Defensive rebound by M. Leonard,,31,14
99,2,10:35.0,R. Lopez makes 2-pt hook shot from 9 ft,,33,14
100,2,10:23.0,,J. Brown makes 3-pt jump shot from 25 ft (assist by J. Hill),33,17
101,2,10:09.0,A. Afflalo makes 3-pt jump shot from 23 ft (assist by M. Leonard),,36,17
102,2,9:53.0,,W. Johnson misses 2-pt jump shot from 6 ft,36,17
103,2,9:52.0,,Offensive rebound by W. Johnson,36,17
104,2,9:51.0,,Shooting foul by R. Lopez (drawn by W. Johnson),36,17
