,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MIAMI_ACTION,LA CLIPPERS_SCORE,MIAMI_SCORE
0,1,11:45.0,,L. Deng makes 2-pt jump shot from 20 ft (assist by S. Williams),0,2
1,1,11:30.0,B. Griffin misses 2-pt layup from 2 ft,,0,2
2,1,11:29.0,,Defensive rebound by L. Deng,0,2
3,1,11:17.0,,C. Bosh misses 2-pt jump shot from 20 ft,0,2
4,1,11:16.0,Defensive rebound by B. Griffin,,0,2
5,1,10:56.0,J. Redick misses 3-pt jump shot from 23 ft,,0,2
6,1,10:55.0,Offensive rebound by B. Griffin,,0,2
7,1,10:54.0,B. Griffin makes 2-pt dunk at rim,,2,2
8,1,10:38.0,,L. Deng makes 2-pt jump shot from 11 ft (assist by S. Williams),2,4
9,1,10:30.0,B. Griffin makes 2-pt hook shot from 5 ft (assist by C. Paul),,4,4
10,1,10:06.0,,C. Bosh makes 2-pt jump shot from 8 ft,4,6
11,1,9:58.0,B. Griffin misses 2-pt layup from 1 ft,,4,6
12,1,9:56.0,Offensive rebound by B. Griffin,,4,6
13,1,9:55.0,B. Griffin makes 2-pt tip-in at rim,,6,6
14,1,9:45.0,,Offensive foul by S. Williams (drawn by M. Barnes),6,6
15,1,9:45.0,,Turnover by S. Williams (offensive foul),6,6
16,1,9:29.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,8,6
17,1,9:15.0,,L. Deng misses 2-pt jump shot from 18 ft,8,6
18,1,9:14.0,Defensive rebound by D. Jordan,,8,6
19,1,9:07.0,C. Paul makes 2-pt layup from 1 ft,,10,6
20,1,9:06.0,,Miami full timeout,10,6
21,1,8:49.0,,Turnover by M. Chalmers (lost ball),10,6
22,1,8:25.0,M. Barnes misses 2-pt jump shot from 19 ft,,10,6
23,1,8:24.0,Offensive rebound by Team,,10,6
24,1,8:24.0,,Loose ball foul by M. Chalmers (drawn by D. Jordan),10,6
25,1,8:14.0,M. Barnes makes 2-pt jump shot from 19 ft (assist by J. Redick),,12,6
26,1,7:53.0,,Turnover by M. Chalmers (lost ball; steal by B. Griffin),12,6
27,1,7:48.0,J. Redick makes 2-pt layup from 1 ft (assist by C. Paul),,14,6
28,1,7:32.0,,S. Williams misses 2-pt jump shot from 19 ft,14,6
29,1,7:31.0,Defensive rebound by D. Jordan,,14,6
30,1,7:16.0,J. Redick makes 3-pt jump shot from 23 ft (assist by B. Griffin),,17,6
31,1,6:59.0,,N. Cole misses 2-pt jump shot from 20 ft,17,6
32,1,6:58.0,,Offensive rebound by C. Bosh,17,6
33,1,6:49.0,,C. Bosh misses 2-pt layup at rim,17,6
34,1,6:48.0,,Offensive rebound by C. Bosh,17,6
35,1,6:47.0,,C. Bosh makes 2-pt tip-in at rim,17,8
36,1,6:27.0,M. Barnes makes 3-pt jump shot from 23 ft (assist by D. Jordan),,20,8
37,1,6:13.0,,Personal foul by J. Redick (drawn by N. Cole),20,8
38,1,6:13.0,,C. Andersen enters the game for S. Williams,20,8
39,1,6:13.0,,J. Ennis enters the game for M. Chalmers,20,8
40,1,6:00.0,,N. Cole misses 2-pt jump shot from 8 ft,20,8
41,1,5:59.0,Defensive rebound by B. Griffin,,20,8
42,1,5:50.0,C. Paul makes 2-pt jump shot from 8 ft,,22,8
43,1,5:48.0,,Miami full timeout,22,8
44,1,5:39.0,,Shooting foul by B. Griffin (drawn by C. Bosh),22,8
45,1,5:39.0,,C. Bosh makes 2-pt layup from 2 ft (assist by N. Cole),22,10
46,1,5:39.0,,C. Bosh makes free throw 1 of 1,22,11
47,1,5:20.0,J. Redick makes 3-pt jump shot from 25 ft,,25,11
48,1,4:51.0,,N. Cole misses 3-pt jump shot from 24 ft,25,11
49,1,4:50.0,Defensive rebound by J. Redick,,25,11
50,1,4:44.0,J. Redick misses 3-pt jump shot from 25 ft,,25,11
51,1,4:43.0,,Defensive rebound by Team,25,11
52,1,4:31.0,,J. Ennis misses 2-pt jump shot from 20 ft,25,11
53,1,4:30.0,Defensive rebound by D. Jordan,,25,11
54,1,4:20.0,B. Griffin makes 2-pt jump shot from 20 ft (assist by C. Paul),,27,11
55,1,4:00.0,,Turnover by C. Andersen (lost ball; steal by C. Paul),27,11
56,1,3:57.0,J. Redick misses 2-pt layup from 1 ft (block by J. Ennis),,27,11
57,1,3:56.0,Offensive rebound by Team,,27,11
58,1,3:56.0,,S. Napier enters the game for N. Cole,27,11
59,1,3:56.0,,J. McRoberts enters the game for C. Bosh,27,11
60,1,3:56.0,,M. Chalmers enters the game for L. Deng,27,11
61,1,3:56.0,J. Crawford enters the game for J. Redick,,27,11
62,1,3:40.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,29,11
63,1,3:20.0,,S. Napier misses 3-pt jump shot from 24 ft,29,11
64,1,3:19.0,Defensive rebound by D. Jordan,,29,11
65,1,3:14.0,M. Barnes makes 2-pt layup from 1 ft (assist by B. Griffin),,31,11
66,1,2:49.0,,Turnover by Team (shot clock),31,11
67,1,2:49.0,LA Clippers full timeout,,31,11
68,1,2:49.0,H. Türkoğlu enters the game for M. Barnes,,31,11
69,1,2:41.0,Personal foul by J. McRoberts (drawn by B. Griffin),,31,11
70,1,2:31.0,B. Griffin misses 2-pt jump shot from 15 ft,,31,11
71,1,2:30.0,,Defensive rebound by J. Ennis,31,11
72,1,2:11.0,,J. Ennis misses 3-pt jump shot from 25 ft,31,11
73,1,2:10.0,Defensive rebound by D. Jordan,,31,11
74,1,2:01.0,C. Paul makes 3-pt jump shot from 24 ft (assist by J. Crawford),,34,11
75,1,1:48.0,,Personal foul by D. Jordan (drawn by S. Napier),34,11
76,1,1:48.0,S. Hawes enters the game for D. Jordan,,34,11
77,1,1:37.0,,M. Chalmers misses 3-pt jump shot from 27 ft,34,11
78,1,1:36.0,Defensive rebound by S. Hawes,,34,11
79,1,1:27.0,Turnover by J. Crawford (bad pass; steal by M. Chalmers),,34,11
80,1,1:16.0,,M. Chalmers makes 2-pt layup from 1 ft,34,13
81,1,1:00.0,C. Paul makes 2-pt jump shot from 18 ft,,36,13
82,1,0:46.0,,M. Chalmers makes 2-pt layup from 2 ft,36,15
83,1,0:31.0,H. Türkoğlu makes 3-pt jump shot from 23 ft (assist by C. Paul),,39,15
84,1,0:07.0,,J. McRoberts misses 3-pt jump shot from 25 ft,39,15
85,1,0:06.0,Defensive rebound by B. Griffin,,39,15
86,1,0:02.0,C. Paul misses 3-pt jump shot from 25 ft,,39,15
87,1,0:00.0,Offensive rebound by Team,,39,15
88,2,11:49.0,Turnover by J. Farmar (bad pass; steal by M. Chalmers),,39,15
89,2,11:44.0,,Turnover by J. McRoberts (offensive goaltending),39,15
90,2,11:22.0,J. Crawford misses 3-pt jump shot from 26 ft,,39,15
91,2,11:20.0,,Defensive rebound by J. McRoberts,39,15
92,2,11:06.0,,C. Bosh makes 2-pt jump shot from 16 ft (assist by S. Napier),39,17
93,2,10:44.0,Turnover by J. Farmar (lost ball; steal by J. McRoberts),,39,17
94,2,10:41.0,,S. Napier misses 3-pt jump shot from 25 ft,39,17
95,2,10:39.0,Defensive rebound by J. Crawford,,39,17
96,2,10:30.0,S. Hawes makes 2-pt layup at rim (assist by J. Crawford),,41,17
97,2,10:07.0,,J. McRoberts misses 3-pt jump shot from 25 ft,41,17
98,2,10:06.0,Defensive rebound by G. Davis,,41,17
99,2,9:43.0,J. Crawford misses 2-pt hook shot from 7 ft,,41,17
100,2,9:42.0,,Defensive rebound by C. Bosh,41,17
101,2,9:33.0,,Personal foul by J. Crawford (drawn by C. Bosh),41,17
102,2,9:21.0,,L. Deng misses 3-pt jump shot from 23 ft,41,17
103,2,9:21.0,,Offensive rebound by Team,41,17
104,2,9:21.0,Loose ball foul by G. Davis (drawn by S. Napier),,41,17
105,2,9:04.0,,C. Bosh makes 2-pt jump shot from 11 ft,41,19
106,2,8:48.0,Shooting foul by M. Chalmers (drawn by S. Hawes),,41,19
107,2,8:48.0,Official timeout,,41,19
108,2,8:48.0,S. Hawes misses free throw 1 of 2,,41,19
109,2,8:48.0,Offensive rebound by Team,,41,19
110,2,8:48.0,S. Hawes makes free throw 2 of 2,,42,19
111,2,8:29.0,,Shooting foul by H. Türkoğlu (drawn by L. Deng),42,19
112,2,8:29.0,,L. Deng makes free throw 1 of 2,42,20
113,2,8:29.0,,S. Williams enters the game for J. McRoberts,42,20
114,2,8:29.0,,N. Cole enters the game for M. Chalmers,42,20
115,2,8:29.0,,L. Deng makes free throw 2 of 2,42,21
116,2,8:14.0,J. Crawford misses 3-pt jump shot from 22 ft,,42,21
117,2,8:13.0,,Defensive rebound by C. Bosh,42,21
118,2,8:00.0,,Shooting foul by S. Hawes (drawn by C. Bosh),42,21
119,2,8:00.0,,C. Bosh makes free throw 1 of 2,42,22
120,2,8:00.0,D. Jordan enters the game for G. Davis,,42,22
121,2,8:00.0,,C. Bosh makes free throw 2 of 2,42,23
122,2,7:49.0,S. Hawes misses 3-pt jump shot from 23 ft,,42,23
123,2,7:48.0,,Defensive rebound by S. Napier,42,23
124,2,7:32.0,,C. Bosh misses 2-pt jump shot from 19 ft,42,23
125,2,7:31.0,Defensive rebound by J. Crawford,,42,23
126,2,7:21.0,D. Jordan makes 2-pt dunk at rim (assist by J. Crawford),,44,23
127,2,6:58.0,,S. Napier makes 2-pt jump shot from 18 ft,44,25
128,2,6:43.0,J. Farmar makes 3-pt jump shot from 24 ft (assist by J. Crawford),,47,25
129,2,6:36.0,,Miami full timeout,47,25
130,2,6:36.0,M. Barnes enters the game for H. Türkoğlu,,47,25
131,2,6:36.0,C. Paul enters the game for J. Farmar,,47,25
132,2,6:36.0,,C. Andersen enters the game for C. Bosh,47,25
133,2,6:36.0,,M. Chalmers enters the game for N. Cole,47,25
134,2,6:31.0,,Personal foul by M. Barnes (drawn by M. Chalmers),47,25
135,2,6:31.0,,M. Chalmers makes free throw 1 of 2,47,26
136,2,6:31.0,,M. Chalmers makes free throw 2 of 2,47,27
137,2,6:06.0,J. Crawford misses 3-pt jump shot from 27 ft,,47,27
138,2,6:05.0,,Defensive rebound by S. Napier,47,27
139,2,5:56.0,,S. Napier misses 3-pt jump shot from 23 ft,47,27
140,2,5:55.0,Defensive rebound by C. Paul,,47,27
141,2,5:47.0,C. Paul misses 2-pt layup from 2 ft (block by C. Andersen),,47,27
142,2,5:46.0,,Defensive rebound by S. Napier,47,27
143,2,5:24.0,,S. Napier misses 3-pt jump shot from 25 ft,47,27
144,2,5:23.0,Defensive rebound by S. Hawes,,47,27
145,2,5:13.0,D. Jordan makes 2-pt dunk at rim (assist by J. Crawford),,49,27
146,2,4:46.0,,S. Napier makes 2-pt layup from 2 ft,49,29
147,2,4:38.0,LA Clippers full timeout,,49,29
148,2,4:38.0,J. Redick enters the game for J. Crawford,,49,29
149,2,4:38.0,B. Griffin enters the game for S. Hawes,,49,29
150,2,4:38.0,,C. Bosh enters the game for C. Andersen,49,29
151,2,4:25.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,51,29
152,2,4:13.0,,Personal foul by M. Barnes (drawn by L. Deng),51,29
153,2,4:13.0,,L. Deng makes free throw 1 of 2,51,30
154,2,4:13.0,,L. Deng misses free throw 2 of 2,51,30
155,2,4:12.0,Defensive rebound by D. Jordan,,51,30
156,2,3:50.0,C. Paul makes 3-pt jump shot from 25 ft,,54,30
157,2,3:29.0,,S. Williams misses 3-pt jump shot from 23 ft,54,30
158,2,3:28.0,,Offensive rebound by C. Bosh,54,30
159,2,3:19.0,,S. Williams makes 3-pt jump shot from 23 ft (assist by S. Napier),54,33
160,2,3:10.0,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),,56,33
161,2,2:50.0,,S. Williams misses 2-pt jump shot from 19 ft,56,33
162,2,2:49.0,,Offensive rebound by L. Deng,56,33
163,2,2:43.0,,C. Bosh makes 3-pt jump shot from 25 ft (assist by M. Chalmers),56,36
164,2,2:17.0,M. Barnes makes 2-pt layup from 1 ft (assist by B. Griffin),,58,36
165,2,1:48.0,,L. Deng misses 3-pt jump shot from 24 ft,58,36
166,2,1:47.0,Defensive rebound by C. Paul,,58,36
167,2,1:24.0,B. Griffin misses 2-pt jump shot from 22 ft,,58,36
168,2,1:23.0,,Defensive rebound by S. Napier,58,36
169,2,1:09.0,,Personal foul by B. Griffin (drawn by C. Bosh),58,36
170,2,1:09.0,,C. Bosh makes free throw 1 of 2,58,37
171,2,1:09.0,,S. Brown enters the game for M. Chalmers,58,37
172,2,1:09.0,,C. Bosh makes free throw 2 of 2,58,38
173,2,0:56.0,J. Redick misses 3-pt jump shot from 24 ft,,58,38
174,2,0:55.0,,Defensive rebound by L. Deng,58,38
175,2,0:48.0,,C. Bosh misses 3-pt jump shot from 25 ft,58,38
176,2,0:47.0,Defensive rebound by D. Jordan,,58,38
177,2,0:33.0,Turnover by C. Paul (bad pass; steal by S. Brown),,58,38
178,2,0:30.0,,S. Brown makes 2-pt dunk at rim,58,40
179,2,0:28.0,Personal foul by S. Williams (drawn by B. Griffin),,58,40
180,2,0:28.0,J. Crawford enters the game for M. Barnes,,58,40
181,2,0:28.0,,J. McRoberts enters the game for S. Williams,58,40
182,2,0:28.0,LA Clippers full timeout,,58,40
183,2,0:28.0,S. Hawes enters the game for D. Jordan,,58,40
184,2,0:10.0,C. Paul misses 3-pt jump shot from 25 ft,,58,40
185,2,0:09.0,,Defensive rebound by C. Bosh,58,40
186,2,0:01.0,,Turnover by J. McRoberts (bad pass; steal by J. Crawford),58,40
187,3,11:40.0,J. Redick misses 2-pt layup from 1 ft,,58,40
188,3,11:39.0,,Defensive rebound by C. Bosh,58,40
189,3,11:23.0,,C. Bosh misses 2-pt jump shot from 9 ft,58,40
190,3,11:22.0,,Offensive rebound by L. Deng,58,40
191,3,11:21.0,,L. Deng makes 2-pt layup from 2 ft,58,42
192,3,11:03.0,B. Griffin makes 2-pt layup from 1 ft,,60,42
193,3,10:49.0,,Shooting foul by J. Redick (drawn by C. Bosh),60,42
194,3,10:49.0,,C. Bosh makes free throw 1 of 2,60,43
195,3,10:49.0,,C. Bosh makes free throw 2 of 2,60,44
196,3,10:24.0,B. Griffin makes 2-pt jump shot from 19 ft,,62,44
197,3,10:04.0,,S. Brown makes 3-pt jump shot from 24 ft,62,47
198,3,9:41.0,C. Paul makes 3-pt jump shot from 25 ft (assist by J. Redick),,65,47
199,3,9:18.0,,C. Bosh makes 2-pt jump shot from 16 ft,65,49
200,3,9:07.0,J. Redick misses 3-pt jump shot from 25 ft,,65,49
201,3,9:06.0,Offensive rebound by J. Redick,,65,49
202,3,9:02.0,M. Barnes misses 3-pt jump shot from 24 ft,,65,49
203,3,9:01.0,,Defensive rebound by M. Chalmers,65,49
204,3,8:49.0,,Shooting foul by J. Redick (drawn by M. Chalmers),65,49
205,3,8:49.0,,M. Chalmers makes free throw 1 of 2,65,50
206,3,8:49.0,,M. Chalmers makes free throw 2 of 2,65,51
207,3,8:37.0,LA Clippers full timeout,,65,51
208,3,8:25.0,B. Griffin makes 2-pt jump shot from 16 ft (assist by C. Paul),,67,51
209,3,8:08.0,,C. Bosh misses 2-pt jump shot from 20 ft,67,51
210,3,8:07.0,Defensive rebound by D. Jordan,,67,51
211,3,7:55.0,B. Griffin makes 2-pt jump shot from 20 ft (assist by C. Paul),,69,51
212,3,7:29.0,,C. Bosh makes 2-pt jump shot from 19 ft (assist by M. Chalmers),69,53
213,3,7:21.0,C. Paul makes 2-pt layup from 1 ft,,71,53
214,3,7:21.0,Shooting foul by M. Chalmers (drawn by C. Paul),,71,53
215,3,7:21.0,C. Paul makes free throw 1 of 1,,72,53
216,3,7:13.0,,C. Bosh misses 2-pt jump shot from 21 ft,72,53
217,3,7:12.0,Defensive rebound by B. Griffin,,72,53
218,3,7:01.0,Turnover by M. Barnes (bad pass; steal by M. Chalmers),,72,53
219,3,6:55.0,,L. Deng misses 3-pt jump shot from 24 ft,72,53
220,3,6:54.0,Defensive rebound by B. Griffin,,72,53
221,3,6:43.0,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),,75,53
222,3,6:43.0,,Miami full timeout,75,53
223,3,6:43.0,,C. Andersen enters the game for S. Williams,75,53
224,3,6:43.0,,S. Napier enters the game for S. Brown,75,53
225,3,6:26.0,,L. Deng makes 2-pt jump shot from 17 ft (assist by S. Napier),75,55
226,3,6:03.0,B. Griffin misses 3-pt jump shot from 31 ft,,75,55
227,3,6:01.0,Offensive rebound by Team,,75,55
228,3,6:01.0,Turnover by Team (shot clock),,75,55
229,3,5:42.0,,Shooting foul by B. Griffin (drawn by C. Bosh),75,55
230,3,5:42.0,,C. Bosh makes free throw 1 of 2,75,56
231,3,5:42.0,,C. Bosh makes free throw 2 of 2,75,57
232,3,5:29.0,Turnover by J. Redick (bad pass),,75,57
233,3,5:29.0,J. Crawford enters the game for J. Redick,,75,57
234,3,5:16.0,,C. Bosh makes 2-pt jump shot from 19 ft (assist by M. Chalmers),75,59
235,3,5:00.0,B. Griffin misses 2-pt jump shot from 19 ft,,75,59
236,3,4:59.0,Offensive rebound by Team,,75,59
237,3,4:50.0,Shooting foul by C. Bosh (drawn by D. Jordan),,75,59
238,3,4:50.0,D. Jordan misses free throw 1 of 2,,75,59
239,3,4:50.0,Offensive rebound by Team,,75,59
240,3,4:50.0,D. Jordan misses free throw 2 of 2,,75,59
241,3,4:49.0,,Defensive rebound by L. Deng,75,59
242,3,4:32.0,,L. Deng makes 2-pt jump shot from 19 ft,75,61
243,3,4:14.0,Shooting foul by C. Andersen (drawn by B. Griffin),,75,61
244,3,4:14.0,B. Griffin makes free throw 1 of 2,,76,61
245,3,4:14.0,,S. Brown enters the game for M. Chalmers,76,61
246,3,4:14.0,B. Griffin misses free throw 2 of 2,,76,61
247,3,4:13.0,,Defensive rebound by C. Andersen,76,61
248,3,3:57.0,,L. Deng misses 3-pt jump shot from 24 ft,76,61
249,3,3:56.0,Defensive rebound by D. Jordan,,76,61
250,3,3:47.0,Shooting foul by C. Andersen (drawn by C. Paul),,76,61
251,3,3:47.0,C. Paul makes free throw 1 of 2,,77,61
252,3,3:47.0,,D. Granger enters the game for L. Deng,77,61
253,3,3:47.0,C. Paul makes free throw 2 of 2,,78,61
254,3,3:33.0,,Turnover by S. Napier (bad pass; steal by B. Griffin),78,61
255,3,3:15.0,C. Paul makes 2-pt jump shot from 17 ft,,80,61
256,3,2:49.0,,Turnover by S. Napier (lost ball; steal by B. Griffin),80,61
257,3,2:46.0,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),,82,61
258,3,2:46.0,,Miami full timeout,82,61
259,3,2:46.0,,J. McRoberts enters the game for C. Bosh,82,61
260,3,2:46.0,H. Türkoğlu enters the game for M. Barnes,,82,61
261,3,2:28.0,,S. Brown misses 2-pt layup at rim,82,61
262,3,2:27.0,Defensive rebound by H. Türkoğlu,,82,61
263,3,2:04.0,C. Paul misses 2-pt jump shot from 19 ft,,82,61
264,3,2:03.0,,Defensive rebound by J. McRoberts,82,61
265,3,1:57.0,,D. Granger misses 3-pt jump shot from 22 ft,82,61
266,3,1:56.0,Defensive rebound by D. Jordan,,82,61
267,3,1:37.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,84,61
268,3,1:14.0,,S. Napier makes 3-pt jump shot from 24 ft,84,64
269,3,1:01.0,Personal foul by S. Napier (drawn by C. Paul),,84,64
270,3,1:01.0,C. Paul makes free throw 1 of 2,,85,64
271,3,1:01.0,S. Hawes enters the game for B. Griffin,,85,64
272,3,1:01.0,G. Davis enters the game for D. Jordan,,85,64
273,3,1:01.0,C. Paul makes free throw 2 of 2,,86,64
274,3,0:42.0,,J. McRoberts makes 2-pt dunk at rim,86,66
275,3,0:32.0,C. Paul misses 2-pt jump shot from 10 ft,,86,66
276,3,0:31.0,,Defensive rebound by D. Granger,86,66
277,3,0:10.0,,Turnover by J. McRoberts (lost ball),86,66
278,3,0:10.0,J. Farmar enters the game for G. Davis,,86,66
279,3,0:10.0,J. Redick enters the game for S. Hawes,,86,66
280,3,0:01.0,Shooting foul by S. Brown (drawn by J. Crawford),,86,66
281,3,0:01.0,J. Crawford makes free throw 1 of 2,,87,66
282,3,0:01.0,S. Hawes enters the game for J. Redick,,87,66
283,3,0:01.0,G. Davis enters the game for C. Paul,,87,66
284,3,0:01.0,J. Crawford makes free throw 2 of 2,,88,66
285,4,11:38.0,,D. Granger misses 3-pt jump shot from 22 ft,88,66
286,4,11:37.0,Defensive rebound by J. Farmar,,88,66
287,4,11:22.0,S. Hawes makes 3-pt jump shot from 24 ft (assist by J. Crawford),,91,66
288,4,11:10.0,,M. Chalmers makes 2-pt jump shot from 8 ft,91,68
289,4,10:57.0,J. Crawford makes 3-pt jump shot from 24 ft,,94,68
290,4,10:41.0,,C. Andersen misses 2-pt jump shot from 19 ft,94,68
291,4,10:40.0,Defensive rebound by S. Hawes,,94,68
292,4,10:28.0,Turnover by J. Crawford (lost ball; steal by S. Brown),,94,68
293,4,10:23.0,,S. Brown makes 2-pt dunk at rim,94,70
294,4,10:04.0,Turnover by J. Farmar (bad pass; steal by D. Granger),,94,70
295,4,10:01.0,,S. Brown misses 2-pt layup from 1 ft,94,70
296,4,10:00.0,,Offensive rebound by D. Granger,94,70
297,4,9:59.0,,D. Granger makes 2-pt dunk at rim,94,72
298,4,9:39.0,Personal foul by C. Andersen (drawn by H. Türkoğlu),,94,72
299,4,9:39.0,,S. Napier enters the game for D. Granger,94,72
300,4,9:20.0,J. Crawford misses 3-pt jump shot from 26 ft,,94,72
301,4,9:19.0,,Defensive rebound by C. Andersen,94,72
302,4,9:13.0,,Turnover by C. Andersen (lost ball),94,72
303,4,8:57.0,J. Farmar misses 3-pt jump shot from 23 ft,,94,72
304,4,8:56.0,,Defensive rebound by C. Andersen,94,72
305,4,8:42.0,,S. Napier makes 3-pt jump shot from 25 ft (assist by J. McRoberts),94,75
306,4,8:24.0,G. Davis makes 2-pt hook shot from 3 ft (assist by J. Farmar),,96,75
307,4,8:16.0,,Personal foul by J. Farmar (drawn by S. Napier),96,75
308,4,8:16.0,Official timeout,,96,75
309,4,8:16.0,J. Redick enters the game for H. Türkoğlu,,96,75
310,4,8:16.0,,C. Bosh enters the game for J. McRoberts,96,75
311,4,8:00.0,,S. Brown misses 3-pt jump shot from 25 ft,96,75
312,4,7:59.0,Defensive rebound by G. Davis,,96,75
313,4,7:40.0,Turnover by J. Farmar (lost ball; steal by S. Napier),,96,75
