,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MIAMI_ACTION,LA CLIPPERS_SCORE,MIAMI_SCORE
314,4,7:37.0,,Shooting foul by J. Crawford (drawn by S. Napier),96,75
315,4,7:37.0,,S. Napier makes free throw 1 of 2,96,76
316,4,7:37.0,,S. Napier makes free throw 2 of 2,96,77
317,4,7:18.0,Turnover by G. Davis (traveling),,96,77
318,4,7:03.0,,Shooting foul by S. Hawes (drawn by S. Napier),96,77
319,4,7:03.0,,S. Napier misses free throw 1 of 2,96,77
320,4,7:03.0,,Offensive rebound by Team,96,77
321,4,7:03.0,,S. Napier makes free throw 2 of 2,96,78
322,4,6:47.0,Turnover by J. Farmar (bad pass),,96,78
323,4,6:36.0,,Shooting block foul by G. Davis (drawn by C. Andersen),96,78
324,4,6:36.0,,C. Andersen misses free throw 1 of 2,96,78
325,4,6:36.0,,Offensive rebound by Team,96,78
326,4,6:36.0,D. Jordan enters the game for S. Hawes,,96,78
327,4,6:36.0,C. Paul enters the game for J. Farmar,,96,78
328,4,6:36.0,B. Griffin enters the game for G. Davis,,96,78
329,4,6:36.0,,C. Andersen misses free throw 2 of 2,96,78
330,4,6:35.0,Defensive rebound by J. Crawford,,96,78
331,4,6:09.0,B. Griffin makes 3-pt jump shot from 24 ft (assist by J. Crawford),,99,78
332,4,5:46.0,,M. Chalmers misses 3-pt jump shot from 24 ft,99,78
333,4,5:45.0,Defensive rebound by D. Jordan,,99,78
334,4,5:33.0,Shooting foul by C. Bosh (drawn by C. Paul),,99,78
335,4,5:33.0,,Miami full timeout,99,78
336,4,5:33.0,,J. Ennis enters the game for C. Andersen,99,78
337,4,5:33.0,,S. Williams enters the game for S. Brown,99,78
338,4,5:33.0,C. Paul misses free throw 1 of 3,,99,78
339,4,5:33.0,Offensive rebound by Team,,99,78
340,4,5:33.0,C. Paul makes free throw 2 of 3,,100,78
341,4,5:33.0,C. Paul makes free throw 3 of 3,,101,78
342,4,5:19.0,,C. Bosh misses 2-pt jump shot from 13 ft,101,78
343,4,5:18.0,,Offensive rebound by Team,101,78
344,4,5:11.0,,M. Chalmers makes 3-pt jump shot from 24 ft (assist by C. Bosh),101,81
345,4,4:55.0,B. Griffin makes 2-pt layup from 2 ft (assist by J. Crawford),,103,81
346,4,4:55.0,Shooting foul by J. Ennis (drawn by B. Griffin),,103,81
347,4,4:55.0,B. Griffin misses free throw 1 of 1,,103,81
348,4,4:54.0,,Defensive rebound by S. Williams,103,81
349,4,4:42.0,,Personal foul by D. Jordan (drawn by J. Ennis),103,81
350,4,4:42.0,,J. Ennis makes free throw 1 of 2,103,82
351,4,4:42.0,,J. Ennis makes free throw 2 of 2,103,83
352,4,4:28.0,J. Redick makes 3-pt jump shot from 23 ft (assist by J. Crawford),,106,83
353,4,4:14.0,,Turnover by M. Chalmers (lost ball),106,83
354,4,4:14.0,LA Clippers full timeout,,106,83
355,4,4:14.0,R. Bullock enters the game for B. Griffin,,106,83
356,4,4:14.0,S. Hawes enters the game for D. Jordan,,106,83
357,4,4:14.0,G. Davis enters the game for J. Redick,,106,83
358,4,4:14.0,J. Cunningham enters the game for C. Paul,,106,83
359,4,4:14.0,J. Farmar enters the game for J. Crawford,,106,83
360,4,4:14.0,,S. Brown enters the game for C. Bosh,106,83
361,4,4:14.0,,J. Hamilton enters the game for M. Chalmers,106,83
362,4,4:09.0,Turnover by J. Cunningham (bad pass; steal by J. Ennis),,106,83
363,4,4:01.0,,Shooting foul by J. Cunningham (drawn by S. Napier),106,83
364,4,4:01.0,,S. Napier makes free throw 1 of 2,106,84
365,4,4:01.0,,S. Napier makes free throw 2 of 2,106,85
366,4,3:46.0,J. Cunningham misses 3-pt jump shot from 24 ft,,106,85
367,4,3:45.0,,Defensive rebound by S. Williams,106,85
368,4,3:42.0,,Personal foul by G. Davis (drawn by S. Williams),106,85
369,4,3:42.0,,S. Williams makes free throw 1 of 2,106,86
370,4,3:42.0,,S. Williams makes free throw 2 of 2,106,87
371,4,3:24.0,J. Cunningham makes 2-pt jump shot from 20 ft (assist by S. Hawes),,108,87
372,4,3:08.0,,Turnover by S. Brown (lost ball; steal by J. Farmar),108,87
373,4,2:59.0,S. Hawes misses 2-pt layup from 2 ft,,108,87
374,4,2:58.0,,Defensive rebound by J. Hamilton,108,87
375,4,2:41.0,,S. Napier makes 2-pt jump shot from 19 ft,108,89
376,4,2:22.0,J. Cunningham misses 2-pt layup at rim,,108,89
377,4,2:21.0,,Defensive rebound by S. Napier,108,89
378,4,2:12.0,,S. Brown makes 2-pt layup from 1 ft,108,91
379,4,1:59.0,Personal foul by J. Ennis (drawn by R. Bullock),,108,91
380,4,1:59.0,LA Clippers full timeout,,108,91
381,4,1:53.0,G. Davis makes 2-pt layup at rim (assist by S. Hawes),,110,91
382,4,1:32.0,,J. Ennis misses 3-pt jump shot from 25 ft,110,91
383,4,1:31.0,Defensive rebound by S. Hawes,,110,91
384,4,1:08.0,J. Cunningham misses 2-pt jump shot from 20 ft,,110,91
385,4,1:07.0,Offensive rebound by Team,,110,91
386,4,1:03.0,S. Hawes misses 3-pt jump shot from 24 ft,,110,91
387,4,1:02.0,Offensive rebound by J. Farmar,,110,91
388,4,0:54.0,G. Davis misses 2-pt layup from 1 ft (block by J. Ennis),,110,91
389,4,0:53.0,Offensive rebound by Team,,110,91
