,QUARTER,TIME_REMAINING,MIAMI_ACTION,BOSTON_ACTION,MIAMI_SCORE,BOSTON_SCORE
0,1,11:44.0,,A. Bradley makes 2-pt layup at rim (assist by T. Zeller),0,2
1,1,11:17.0,U. Haslem misses 2-pt jump shot from 18 ft,,0,2
2,1,11:16.0,,Defensive rebound by E. Turner,0,2
3,1,10:59.0,,A. Bradley makes 2-pt jump shot from 19 ft,0,4
4,1,10:39.0,L. Deng makes 2-pt hook shot from 11 ft (assist by M. Chalmers),,2,4
5,1,10:24.0,,Turnover by A. Bradley (bad pass; steal by U. Haslem),2,4
6,1,10:11.0,M. Chalmers misses 2-pt layup at rim,,2,4
7,1,10:10.0,,Defensive rebound by B. Bass,2,4
8,1,9:57.0,,E. Turner misses 2-pt jump shot from 18 ft,2,4
9,1,9:56.0,,Offensive rebound by B. Bass,2,4
10,1,9:52.0,,A. Bradley makes 3-pt jump shot from 25 ft (assist by B. Bass),2,7
11,1,9:33.0,H. Walker makes 3-pt jump shot from 25 ft (assist by G. Dragić),,5,7
12,1,9:08.0,,E. Turner misses 2-pt jump shot from 19 ft,5,7
13,1,9:07.0,Defensive rebound by U. Haslem,,5,7
14,1,9:02.0,G. Dragić makes 2-pt layup at rim (assist by M. Chalmers),,7,7
15,1,9:02.0,Shooting foul by E. Turner (drawn by G. Dragić),,7,7
16,1,9:02.0,G. Dragić makes free throw 1 of 1,,8,7
17,1,8:53.0,,B. Bass makes 2-pt dunk at rim (assist by M. Smart),8,9
18,1,8:29.0,L. Deng misses 2-pt jump shot from 12 ft,,8,9
19,1,8:28.0,,Defensive rebound by Team,8,9
20,1,8:18.0,,Shooting foul by M. Chalmers (drawn by A. Bradley),8,9
21,1,8:18.0,,A. Bradley misses free throw 1 of 2,8,9
22,1,8:18.0,,Offensive rebound by Team,8,9
23,1,8:18.0,,A. Bradley makes free throw 2 of 2,8,10
24,1,8:05.0,H. Walker makes 3-pt jump shot from 26 ft (assist by M. Chalmers),,11,10
25,1,7:42.0,,B. Bass makes 2-pt jump shot from 9 ft,11,12
26,1,7:26.0,Turnover by U. Haslem (3 sec),,11,12
27,1,7:15.0,,A. Bradley misses 2-pt jump shot from 20 ft,11,12
28,1,7:15.0,Defensive rebound by U. Haslem,,11,12
29,1,6:58.0,Turnover by G. Dragić (bad pass; steal by M. Smart),,11,12
30,1,6:47.0,T. Johnson enters the game for G. Dragić,,11,12
31,1,6:36.0,,E. Turner misses 2-pt jump shot from 18 ft,11,12
32,1,6:35.0,,Offensive rebound by T. Zeller,11,12
33,1,6:29.0,,Turnover by A. Bradley (bad pass),11,12
34,1,6:21.0,,I. Thomas enters the game for M. Smart,11,12
35,1,6:08.0,U. Haslem makes 2-pt layup from 1 ft (assist by H. Walker),,13,12
36,1,5:57.0,,T. Zeller makes 2-pt hook shot from 8 ft (assist by E. Turner),13,14
37,1,5:38.0,M. Chalmers misses 2-pt jump shot from 7 ft,,13,14
38,1,5:36.0,,Defensive rebound by B. Bass,13,14
39,1,5:31.0,,Boston full timeout,13,14
40,1,5:31.0,,K. Olynyk enters the game for T. Zeller,13,14
41,1,5:31.0,J. Ennis enters the game for H. Walker,,13,14
42,1,5:18.0,,A. Bradley misses 3-pt jump shot from 24 ft,13,14
43,1,5:17.0,Defensive rebound by U. Haslem,,13,14
44,1,4:57.0,Turnover by U. Haslem (bad pass; steal by B. Bass),,13,14
45,1,4:53.0,Offensive charge foul by A. Bradley (drawn by U. Haslem),,13,14
46,1,4:53.0,,Turnover by A. Bradley (offensive foul),13,14
47,1,4:53.0,,J. Crowder enters the game for E. Turner,13,14
48,1,4:37.0,Personal block foul by K. Olynyk (drawn by J. Ennis),,13,14
49,1,4:28.0,T. Johnson makes 2-pt jump shot from 19 ft,,15,14
50,1,4:17.0,,Personal foul by T. Johnson (drawn by I. Thomas),15,14
51,1,4:17.0,M. Beasley enters the game for U. Haslem,,15,14
52,1,4:05.0,,I. Thomas misses 3-pt jump shot from 25 ft,15,14
53,1,4:04.0,Defensive rebound by M. Beasley,,15,14
54,1,3:53.0,L. Deng misses 3-pt jump shot from 26 ft,,15,14
55,1,3:52.0,,Defensive rebound by A. Bradley,15,14
56,1,3:45.0,,Turnover by I. Thomas (lost ball; steal by L. Deng),15,14
57,1,3:39.0,T. Johnson makes 2-pt layup at rim,,17,14
58,1,3:13.0,,J. Crowder misses 2-pt layup from 1 ft (block by J. Ennis),17,14
59,1,3:12.0,Defensive rebound by T. Johnson,,17,14
60,1,3:08.0,Shooting foul by B. Bass (drawn by J. Ennis),,17,14
61,1,3:08.0,J. Ennis makes free throw 1 of 2,,18,14
62,1,3:08.0,G. Dragić enters the game for M. Chalmers,,18,14
63,1,3:08.0,,M. Smart enters the game for A. Bradley,18,14
64,1,3:08.0,J. Ennis misses free throw 2 of 2,,18,14
65,1,3:08.0,,Defensive rebound by K. Olynyk,18,14
66,1,2:49.0,,Shooting foul by M. Beasley (drawn by I. Thomas),18,14
67,1,2:49.0,Miami full timeout,,18,14
68,1,2:49.0,H. Walker enters the game for L. Deng,,18,14
69,1,2:49.0,,I. Thomas misses free throw 1 of 2,18,14
70,1,2:49.0,,Offensive rebound by Team,18,14
71,1,2:49.0,,I. Thomas misses free throw 2 of 2,18,14
72,1,2:49.0,Defensive rebound by G. Dragić,,18,14
73,1,2:30.0,G. Dragić misses 3-pt jump shot from 25 ft,,18,14
74,1,2:29.0,,Defensive rebound by B. Bass,18,14
75,1,2:18.0,,Turnover by B. Bass (lost ball),18,14
76,1,2:03.0,G. Dragić makes 2-pt layup at rim,,20,14
77,1,1:48.0,,J. Crowder makes 2-pt layup from 1 ft (assist by M. Smart),20,16
78,1,1:43.0,Offensive foul by M. Beasley (drawn by I. Thomas),,20,16
79,1,1:43.0,Turnover by M. Beasley (offensive foul),,20,16
80,1,1:43.0,,Technical foul by B. Bass,20,16
81,1,1:43.0,G. Dragić makes technical free throw,,21,16
