,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MIAMI_ACTION,PORTLAND_SCORE,MIAMI_SCORE
67,1,2:04.0,L. Aldridge makes 2-pt layup from 1 ft (assist by S. Blake),,25,23
68,1,1:46.0,,G. Dragić makes 2-pt jump shot from 18 ft,25,25
69,1,1:34.0,C. Kaman makes 2-pt layup from 1 ft (assist by S. Blake),,27,25
70,1,1:25.0,,Personal foul by S. Blake (drawn by H. Whiteside),27,25
71,1,1:25.0,,C. Andersen enters the game for H. Whiteside,27,25
72,1,1:25.0,,T. Johnson enters the game for G. Dragić,27,25
73,1,1:11.0,,M. Chalmers makes 2-pt jump shot from 20 ft,27,27
74,1,1:11.0,,Shooting foul by D. Wright (drawn by M. Chalmers),27,27
75,1,1:11.0,,M. Chalmers misses free throw 1 of 1,27,27
76,1,1:09.0,Defensive rebound by C. Kaman,,27,27
77,1,1:00.0,L. Aldridge makes 2-pt dunk at rim (assist by S. Blake),,29,27
78,1,0:44.0,,L. Deng misses 2-pt jump shot from 13 ft,29,27
79,1,0:43.0,Defensive rebound by C. Kaman,,29,27
80,1,0:33.0,D. Wright makes 3-pt jump shot from 24 ft (assist by C. Kaman),,32,27
81,1,0:17.0,,M. Chalmers misses 2-pt jump shot from 15 ft,32,27
82,1,0:16.0,,Offensive rebound by M. Chalmers,32,27
83,1,0:04.0,,Turnover by M. Chalmers (bad pass; steal by L. Aldridge),32,27
84,1,0:02.0,Turnover by S. Blake (bad pass; steal by M. Chalmers),,32,27
85,1,0:00.0,,T. Johnson misses 3-pt jump shot from 40 ft,32,27
86,1,0:00.0,,Offensive rebound by Team,32,27
87,2,11:33.0,D. Wright misses 3-pt jump shot from 25 ft,,32,27
88,2,11:32.0,,Defensive rebound by T. Johnson,32,27
89,2,11:31.0,,Personal foul by D. Wright (drawn by T. Johnson),32,27
90,2,11:18.0,,D. Wade misses 2-pt jump shot from 11 ft,32,27
91,2,11:17.0,,Offensive rebound by Team,32,27
92,2,11:09.0,,Offensive foul by M. Chalmers (drawn by C. McCollum),32,27
93,2,11:09.0,,Turnover by M. Chalmers (offensive foul),32,27
94,2,10:57.0,Offensive foul by C. McCollum (drawn by C. Andersen),,32,27
95,2,10:57.0,Turnover by C. McCollum (offensive foul),,32,27
96,2,10:46.0,,Offensive foul by D. Wade (drawn by C. McCollum),32,27
97,2,10:46.0,,Turnover by D. Wade (offensive foul),32,27
98,2,10:33.0,Personal foul by D. Wade (drawn by D. Wright),,32,27
99,2,10:26.0,C. McCollum misses 3-pt jump shot from 24 ft,,32,27
100,2,10:25.0,Offensive rebound by C. Kaman,,32,27
101,2,10:20.0,M. Leonard misses 2-pt layup from 1 ft,,32,27
102,2,10:19.0,,Defensive rebound by Team,32,27
103,2,10:01.0,,D. Wade misses 2-pt layup from 2 ft,32,27
104,2,10:00.0,Defensive rebound by M. Leonard,,32,27
105,2,9:53.0,M. Leonard makes 2-pt layup from 1 ft (assist by S. Blake),,34,27
106,2,9:53.0,Shooting foul by M. Chalmers (drawn by M. Leonard),,34,27
107,2,9:53.0,M. Leonard makes free throw 1 of 1,,35,27
108,2,9:43.0,,C. Andersen makes 2-pt dunk at rim (assist by M. Chalmers),35,29
109,2,9:22.0,C. Kaman makes 2-pt jump shot from 17 ft (assist by S. Blake),,37,29
110,2,9:10.0,,D. Wade makes 2-pt layup from 1 ft (assist by C. Andersen),37,31
111,2,8:43.0,C. McCollum makes 2-pt jump shot from 12 ft (assist by S. Blake),,39,31
112,2,8:27.0,,D. Wade misses 2-pt jump shot from 10 ft,39,31
113,2,8:26.0,Defensive rebound by C. Kaman,,39,31
114,2,8:23.0,Turnover by S. Blake (bad pass),,39,31
115,2,8:23.0,Official timeout,,39,31
116,2,8:23.0,N. Batum enters the game for D. Wright,,39,31
117,2,8:23.0,A. Afflalo enters the game for C. McCollum,,39,31
118,2,8:12.0,,M. Chalmers misses 2-pt jump shot from 16 ft,39,31
119,2,8:11.0,Defensive rebound by M. Leonard,,39,31
120,2,8:01.0,M. Leonard misses 2-pt hook shot from 12 ft,,39,31
121,2,8:00.0,,Defensive rebound by C. Andersen,39,31
122,2,7:58.0,,Turnover by M. Chalmers (bad pass),39,31
123,2,7:48.0,,G. Dragić enters the game for M. Chalmers,39,31
124,2,7:40.0,Shooting foul by C. Andersen (drawn by M. Leonard),,39,31
125,2,7:40.0,M. Leonard makes free throw 1 of 2,,40,31
126,2,7:40.0,,H. Whiteside enters the game for C. Andersen,40,31
127,2,7:40.0,D. Lillard enters the game for S. Blake,,40,31
128,2,7:40.0,M. Leonard makes free throw 2 of 2,,41,31
129,2,7:29.0,,M. Beasley misses 2-pt jump shot from 16 ft,41,31
130,2,7:28.0,Defensive rebound by A. Afflalo,,41,31
131,2,7:15.0,Shooting foul by T. Johnson (drawn by A. Afflalo),,41,31
132,2,7:15.0,A. Afflalo makes free throw 1 of 2,,42,31
133,2,7:15.0,,U. Haslem enters the game for M. Beasley,42,31
134,2,7:15.0,A. Afflalo misses free throw 2 of 2,,42,31
135,2,7:14.0,Offensive rebound by M. Leonard,,42,31
136,2,6:58.0,M. Leonard misses 3-pt jump shot from 24 ft,,42,31
137,2,6:57.0,,Defensive rebound by U. Haslem,42,31
138,2,6:44.0,,D. Wade makes 2-pt layup from 1 ft,42,33
139,2,6:34.0,N. Batum misses 3-pt jump shot from 24 ft,,42,33
140,2,6:33.0,,Defensive rebound by U. Haslem,42,33
141,2,6:17.0,,G. Dragić makes 2-pt jump shot from 18 ft,42,35
142,2,5:54.0,A. Afflalo misses 2-pt jump shot from 5 ft (block by H. Whiteside),,42,35
143,2,5:53.0,,Defensive rebound by G. Dragić,42,35
144,2,5:49.0,,G. Dragić makes 2-pt layup from 1 ft,42,37
145,2,5:47.0,Portland full timeout,,42,37
146,2,5:47.0,L. Aldridge enters the game for C. Kaman,,42,37
147,2,5:47.0,R. Lopez enters the game for M. Leonard,,42,37
148,2,5:47.0,,L. Deng enters the game for D. Wade,42,37
149,2,5:27.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by D. Lillard),,44,37
150,2,5:04.0,,H. Whiteside misses 2-pt jump shot from 17 ft,44,37
151,2,5:03.0,Defensive rebound by A. Afflalo,,44,37
152,2,4:57.0,L. Aldridge misses 2-pt jump shot from 17 ft,,44,37
153,2,4:56.0,Offensive rebound by R. Lopez,,44,37
154,2,4:54.0,R. Lopez misses 2-pt tip-in at rim,,44,37
155,2,4:53.0,Offensive rebound by R. Lopez,,44,37
156,2,4:52.0,R. Lopez makes 2-pt tip-in at rim,,46,37
157,2,4:41.0,,G. Dragić makes 2-pt layup from 1 ft,46,39
158,2,4:31.0,Personal foul by G. Dragić (drawn by D. Lillard),,46,39
159,2,4:31.0,D. Lillard makes free throw 1 of 2,,47,39
160,2,4:31.0,D. Lillard misses free throw 2 of 2,,47,39
161,2,4:30.0,,Defensive rebound by H. Whiteside,47,39
162,2,4:17.0,,T. Johnson misses 2-pt jump shot from 19 ft,47,39
163,2,4:16.0,Defensive rebound by L. Aldridge,,47,39
164,2,4:06.0,D. Lillard misses 2-pt jump shot from 7 ft,,47,39
165,2,4:05.0,,Defensive rebound by U. Haslem,47,39
166,2,4:01.0,,G. Dragić makes 2-pt layup at rim (assist by U. Haslem),47,41
167,2,3:48.0,L. Aldridge misses 2-pt jump shot from 18 ft,,47,41
168,2,3:47.0,,Defensive rebound by G. Dragić,47,41
169,2,3:33.0,,H. Whiteside misses 2-pt jump shot from 5 ft,47,41
170,2,3:32.0,,Offensive rebound by H. Whiteside,47,41
171,2,3:30.0,,H. Whiteside makes 2-pt hook shot from 3 ft,47,43
172,2,3:13.0,D. Lillard makes 2-pt layup from 2 ft,,49,43
173,2,2:53.0,,L. Deng makes 2-pt jump shot from 8 ft (assist by G. Dragić),49,45
174,2,2:37.0,R. Lopez makes 2-pt jump shot from 11 ft (assist by N. Batum),,51,45
175,2,2:36.0,,Miami full timeout,51,45
176,2,2:36.0,,D. Wade enters the game for T. Johnson,51,45
177,2,2:22.0,,D. Wade misses 2-pt jump shot from 11 ft,51,45
178,2,2:21.0,Defensive rebound by L. Aldridge,,51,45
179,2,2:06.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by N. Batum),,54,45
180,2,1:49.0,,Personal foul by D. Lillard (drawn by U. Haslem),54,45
181,2,1:39.0,,Turnover by U. Haslem (bad pass; steal by N. Batum),54,45
182,2,1:34.0,A. Afflalo makes 2-pt layup from 1 ft (assist by N. Batum),,56,45
183,2,1:16.0,,D. Wade misses 2-pt jump shot from 6 ft,56,45
184,2,1:15.0,Defensive rebound by R. Lopez,,56,45
185,2,1:03.0,Turnover by R. Lopez (bad pass; steal by L. Deng),,56,45
186,2,1:00.0,,Shooting foul by A. Afflalo (drawn by L. Deng),56,45
187,2,1:00.0,Technical foul by R. Lopez,,56,45
188,2,1:00.0,,D. Wade makes technical free throw,56,46
189,2,1:00.0,,L. Deng misses free throw 1 of 2,56,46
190,2,1:00.0,,Offensive rebound by Team,56,46
191,2,1:00.0,,T. Johnson enters the game for G. Dragić,56,46
192,2,1:00.0,,M. Chalmers enters the game for D. Wade,56,46
193,2,1:00.0,,L. Deng misses free throw 2 of 2,56,46
194,2,0:59.0,Defensive rebound by N. Batum,,56,46
195,2,0:51.0,D. Lillard misses 2-pt layup from 2 ft (block by H. Whiteside),,56,46
196,2,0:50.0,,Defensive rebound by T. Johnson,56,46
197,2,0:36.0,,T. Johnson misses 2-pt jump shot from 9 ft,56,46
198,2,0:36.0,Defensive rebound by Team,,56,46
199,2,0:36.0,,Loose ball foul by U. Haslem (drawn by N. Batum),56,46
200,2,0:36.0,N. Batum misses free throw 1 of 2,,56,46
201,2,0:36.0,Offensive rebound by Team,,56,46
202,2,0:36.0,,D. Wade enters the game for T. Johnson,56,46
203,2,0:36.0,N. Batum makes free throw 2 of 2,,57,46
204,2,0:25.0,,M. Chalmers misses 2-pt jump shot from 12 ft,57,46
205,2,0:24.0,,Offensive rebound by D. Wade,57,46
206,2,0:03.0,,D. Wade makes 2-pt jump shot from 4 ft,57,48
207,2,0:03.0,,Violation by Team (delay of game),57,48
208,2,0:03.0,Portland full timeout,,57,48
209,2,0:03.0,C. Kaman enters the game for R. Lopez,,57,48
210,2,0:03.0,,T. Johnson enters the game for D. Wade,57,48
211,2,0:00.0,A. Afflalo misses 2-pt jump shot from 20 ft (block by H. Whiteside),,57,48
212,2,0:00.0,Offensive rebound by Team,,57,48
213,3,11:45.0,D. Lillard misses 2-pt jump shot from 8 ft,,57,48
214,3,11:44.0,,Defensive rebound by H. Whiteside,57,48
215,3,11:20.0,,Turnover by Team (shot clock),57,48
216,3,10:56.0,L. Aldridge makes 2-pt jump shot from 10 ft,,59,48
217,3,10:43.0,,D. Wade makes 2-pt jump shot from 9 ft (assist by G. Dragić),59,50
218,3,10:28.0,Turnover by D. Lillard (bad pass),,59,50
219,3,10:15.0,,H. Whiteside misses 2-pt hook shot from 7 ft,59,50
220,3,10:14.0,Defensive rebound by L. Aldridge,,59,50
221,3,10:05.0,L. Aldridge makes 2-pt jump shot from 17 ft (assist by N. Batum),,61,50
222,3,9:48.0,,H. Whiteside makes 2-pt jump shot from 12 ft (assist by D. Wade),61,52
223,3,9:29.0,L. Aldridge misses 2-pt jump shot from 15 ft,,61,52
224,3,9:28.0,Offensive rebound by R. Lopez,,61,52
225,3,9:24.0,Turnover by R. Lopez (lost ball; steal by U. Haslem),,61,52
226,3,9:11.0,,D. Wade makes 2-pt jump shot from 15 ft,61,54
227,3,8:53.0,N. Batum misses 2-pt jump shot from 15 ft,,61,54
228,3,8:52.0,,Defensive rebound by U. Haslem,61,54
229,3,8:48.0,,G. Dragić misses 2-pt jump shot from 9 ft (block by R. Lopez),61,54
230,3,8:47.0,,Offensive rebound by Team,61,54
231,3,8:45.0,,D. Wade makes 2-pt jump shot from 6 ft (assist by G. Dragić),61,56
232,3,8:30.0,Shooting foul by U. Haslem (drawn by L. Aldridge),,61,56
233,3,8:30.0,L. Aldridge misses free throw 1 of 2,,61,56
234,3,8:30.0,Offensive rebound by Team,,61,56
235,3,8:30.0,L. Aldridge makes free throw 2 of 2,,62,56
236,3,8:18.0,,L. Deng makes 2-pt jump shot from 8 ft (assist by D. Wade),62,58
237,3,8:01.0,A. Afflalo makes 3-pt jump shot from 24 ft (assist by N. Batum),,65,58
238,3,7:43.0,,L. Deng makes 3-pt jump shot from 24 ft (assist by D. Wade),65,61
239,3,7:24.0,L. Aldridge misses 2-pt jump shot from 16 ft,,65,61
240,3,7:23.0,,Defensive rebound by L. Deng,65,61
241,3,7:14.0,,U. Haslem makes 3-pt jump shot from 23 ft (assist by D. Wade),65,64
242,3,7:14.0,Portland full timeout,,65,64
243,3,7:05.0,A. Afflalo misses 2-pt jump shot from 13 ft,,65,64
244,3,7:04.0,,Defensive rebound by H. Whiteside,65,64
245,3,6:38.0,,D. Wade misses 2-pt jump shot from 15 ft,65,64
246,3,6:37.0,Defensive rebound by L. Aldridge,,65,64
247,3,6:28.0,D. Lillard makes 3-pt jump shot from 24 ft,,68,64
248,3,6:10.0,,H. Whiteside misses 2-pt jump shot from 16 ft,68,64
249,3,6:09.0,Defensive rebound by L. Aldridge,,68,64
250,3,5:57.0,Turnover by D. Lillard (bad pass; steal by G. Dragić),,68,64
251,3,5:48.0,,L. Deng makes 3-pt jump shot from 24 ft (assist by G. Dragić),68,67
252,3,5:30.0,Shooting foul by U. Haslem (drawn by R. Lopez),,68,67
253,3,5:30.0,R. Lopez makes free throw 1 of 2,,69,67
254,3,5:30.0,,M. Chalmers enters the game for G. Dragić,69,67
255,3,5:30.0,R. Lopez makes free throw 2 of 2,,70,67
256,3,5:08.0,,L. Deng misses 2-pt jump shot from 12 ft,70,67
257,3,5:07.0,Defensive rebound by L. Aldridge,,70,67
258,3,4:56.0,A. Afflalo misses 2-pt jump shot from 7 ft (block by H. Whiteside),,70,67
259,3,4:55.0,Offensive rebound by Team,,70,67
260,3,4:42.0,A. Afflalo misses 2-pt jump shot from 18 ft,,70,67
261,3,4:41.0,,Defensive rebound by D. Wade,70,67
262,3,4:30.0,,Turnover by D. Wade (traveling),70,67
263,3,4:10.0,Turnover by L. Aldridge (lost ball; steal by D. Wade),,70,67
264,3,3:59.0,,M. Chalmers makes 3-pt jump shot from 24 ft (assist by D. Wade),70,70
265,3,3:43.0,D. Lillard makes 2-pt layup from 3 ft,,72,70
266,3,3:43.0,Shooting foul by M. Chalmers (drawn by D. Lillard),,72,70
267,3,3:43.0,D. Wright enters the game for A. Afflalo,,72,70
268,3,3:43.0,D. Lillard misses free throw 1 of 1,,72,70
269,3,3:42.0,,Defensive rebound by H. Whiteside,72,70
270,3,3:29.0,,D. Wade misses 2-pt jump shot from 5 ft,72,70
271,3,3:28.0,,Offensive rebound by H. Whiteside,72,70
272,3,3:27.0,,H. Whiteside makes 2-pt layup from 2 ft,72,72
273,3,3:07.0,L. Aldridge makes 2-pt jump shot from 12 ft,,74,72
274,3,3:07.0,Shooting foul by U. Haslem (drawn by L. Aldridge),,74,72
275,3,3:07.0,,G. Dragić enters the game for D. Wade,74,72
276,3,3:07.0,C. Kaman enters the game for R. Lopez,,74,72
277,3,3:07.0,L. Aldridge misses free throw 1 of 1,,74,72
278,3,3:06.0,,Defensive rebound by Team,74,72
279,3,3:05.0,C. McCollum enters the game for N. Batum,,74,72
280,3,3:05.0,,Technical foul by U. Haslem,74,72
281,3,3:05.0,,Miami full timeout,74,72
282,3,3:05.0,S. Blake enters the game for D. Lillard,,74,72
283,3,3:05.0,L. Aldridge makes technical free throw,,75,72
284,3,2:46.0,,U. Haslem makes 2-pt jump shot from 20 ft (assist by G. Dragić),75,74
285,3,2:20.0,L. Aldridge makes 2-pt jump shot from 13 ft,,77,74
286,3,2:06.0,,G. Dragić misses 2-pt layup from 1 ft,77,74
287,3,2:05.0,Defensive rebound by D. Wright,,77,74
288,3,1:55.0,C. McCollum misses 3-pt jump shot from 24 ft,,77,74
289,3,1:54.0,,Defensive rebound by U. Haslem,77,74
290,3,1:41.0,,Personal foul by D. Wright (drawn by L. Deng),77,74
291,3,1:41.0,,M. Beasley enters the game for U. Haslem,77,74
292,3,1:30.0,,M. Beasley makes 2-pt jump shot from 16 ft (assist by G. Dragić),77,76
293,3,1:13.0,Shooting foul by M. Beasley (drawn by L. Aldridge),,77,76
294,3,1:13.0,L. Aldridge makes free throw 1 of 2,,78,76
295,3,1:13.0,L. Aldridge misses free throw 2 of 2,,78,76
296,3,1:12.0,Offensive rebound by C. Kaman,,78,76
297,3,1:11.0,C. Kaman makes 2-pt tip-in from 1 ft,,80,76
298,3,0:56.0,,L. Deng misses 2-pt jump shot from 15 ft,80,76
299,3,0:55.0,Defensive rebound by L. Aldridge,,80,76
300,3,0:44.0,Shooting foul by M. Chalmers (drawn by C. Kaman),,80,76
301,3,0:44.0,C. Kaman misses free throw 1 of 2,,80,76
302,3,0:44.0,Offensive rebound by Team,,80,76
303,3,0:44.0,,T. Johnson enters the game for M. Chalmers,80,76
304,3,0:44.0,,C. Andersen enters the game for H. Whiteside,80,76
305,3,0:44.0,C. Kaman makes free throw 2 of 2,,81,76
306,3,0:29.0,,M. Beasley misses 2-pt jump shot from 13 ft,81,76
307,3,0:28.0,Defensive rebound by C. Kaman,,81,76
308,3,0:22.0,Turnover by S. Blake (lost ball),,81,76
309,3,0:01.0,,G. Dragić makes 3-pt jump shot from 24 ft,81,79
310,3,0:00.0,S. Blake misses 3-pt jump shot from 74 ft,,81,79
311,3,0:00.0,Offensive rebound by Team,,81,79
312,4,11:37.0,,L. Deng makes 3-pt jump shot from 23 ft (assist by G. Dragić),81,82
313,4,11:15.0,Turnover by C. Kaman (bad pass; steal by T. Johnson),,81,82
314,4,11:09.0,,Shooting foul by C. McCollum (drawn by G. Dragić),81,82
315,4,11:09.0,,G. Dragić makes free throw 1 of 2,81,83
316,4,11:09.0,,G. Dragić misses free throw 2 of 2,81,83
317,4,11:08.0,,Offensive rebound by M. Beasley,81,83
318,4,11:06.0,,M. Beasley makes 2-pt jump shot from 12 ft,81,85
319,4,10:42.0,C. McCollum makes 2-pt jump shot from 19 ft (assist by M. Leonard),,83,85
320,4,10:15.0,,G. Dragić misses 3-pt jump shot from 26 ft,83,85
321,4,10:14.0,Defensive rebound by C. Kaman,,83,85
322,4,9:57.0,S. Blake makes 3-pt jump shot from 25 ft (assist by C. Kaman),,86,85
323,4,9:42.0,,M. Beasley misses 2-pt layup from 2 ft,86,85
324,4,9:41.0,Defensive rebound by C. Kaman,,86,85
325,4,9:29.0,,Violation by G. Dragić (kicked ball),86,85
326,4,9:29.0,D. Lillard enters the game for C. McCollum,,86,85
327,4,9:19.0,Turnover by S. Blake (bad pass; steal by G. Dragić),,86,85
328,4,9:11.0,,T. Johnson misses 2-pt hook shot from 5 ft,86,85
329,4,9:10.0,Defensive rebound by D. Lillard,,86,85
330,4,9:02.0,D. Wright misses 3-pt jump shot from 23 ft,,86,85
331,4,9:01.0,Offensive rebound by C. Kaman,,86,85
332,4,8:55.0,C. Kaman makes 2-pt jump shot from 1 ft,,88,85
333,4,8:46.0,,Miami full timeout,88,85
334,4,8:46.0,A. Afflalo enters the game for S. Blake,,88,85
335,4,8:35.0,,M. Beasley makes 2-pt layup from 3 ft,88,87
336,4,8:19.0,,Offensive charge foul by M. Leonard (drawn by M. Beasley),88,87
337,4,8:19.0,Turnover by M. Leonard (offensive foul),,88,87
338,4,8:07.0,,G. Dragić misses 2-pt jump shot from 6 ft,88,87
339,4,8:06.0,Defensive rebound by C. Kaman,,88,87
340,4,8:00.0,A. Afflalo misses 3-pt jump shot from 25 ft,,88,87
341,4,7:59.0,,Defensive rebound by L. Deng,88,87
342,4,7:49.0,,L. Deng makes 2-pt jump shot from 22 ft,88,89
343,4,7:25.0,D. Lillard misses 3-pt jump shot from 24 ft,,88,89
344,4,7:24.0,Offensive rebound by C. Kaman,,88,89
345,4,7:20.0,D. Lillard misses 3-pt jump shot from 25 ft,,88,89
346,4,7:19.0,Offensive rebound by C. Kaman,,88,89
347,4,7:06.0,D. Wright misses 3-pt jump shot from 24 ft,,88,89
348,4,7:05.0,,Defensive rebound by T. Johnson,88,89
349,4,7:02.0,,G. Dragić makes 2-pt layup from 1 ft (assist by T. Johnson),88,91
350,4,6:59.0,Portland full timeout,,88,91
351,4,6:59.0,L. Aldridge enters the game for D. Wright,,88,91
352,4,6:59.0,N. Batum enters the game for C. Kaman,,88,91
353,4,6:59.0,R. Lopez enters the game for M. Leonard,,88,91
354,4,6:59.0,,D. Wade enters the game for T. Johnson,88,91
355,4,6:39.0,R. Lopez misses 2-pt dunk at rim (block by C. Andersen),,88,91
356,4,6:37.0,Offensive rebound by Team,,88,91
357,4,6:37.0,,Loose ball foul by M. Beasley (drawn by L. Aldridge),88,91
358,4,6:21.0,L. Aldridge misses 2-pt jump shot from 19 ft,,88,91
359,4,6:20.0,,Defensive rebound by L. Deng,88,91
360,4,6:15.0,,D. Wade makes 2-pt jump shot from 14 ft,88,93
361,4,6:15.0,,Shooting foul by R. Lopez (drawn by D. Wade),88,93
362,4,6:15.0,,D. Wade makes free throw 1 of 1,88,94
363,4,5:50.0,A. Afflalo misses 2-pt jump shot from 18 ft,,88,94
364,4,5:49.0,,Defensive rebound by L. Deng,88,94
365,4,5:40.0,,Shooting foul by A. Afflalo (drawn by D. Wade),88,94
366,4,5:40.0,,D. Wade makes free throw 1 of 2,88,95
367,4,5:40.0,,D. Wade makes free throw 2 of 2,88,96
368,4,5:25.0,Shooting foul by C. Andersen (drawn by L. Aldridge),,88,96
369,4,5:25.0,L. Aldridge makes 2-pt jump shot from 8 ft,,90,96
370,4,5:25.0,L. Aldridge misses free throw 1 of 1,,90,96
371,4,5:24.0,,Defensive rebound by C. Andersen,90,96
372,4,5:03.0,,D. Wade misses 2-pt jump shot from 13 ft,90,96
373,4,5:02.0,Defensive rebound by N. Batum,,90,96
374,4,4:49.0,L. Aldridge makes 2-pt jump shot from 12 ft,,92,96
375,4,4:28.0,,G. Dragić misses 2-pt jump shot from 13 ft,92,96
376,4,4:27.0,Defensive rebound by N. Batum,,92,96
377,4,4:12.0,L. Aldridge misses 2-pt jump shot from 15 ft,,92,96
378,4,4:11.0,,Defensive rebound by C. Andersen,92,96
379,4,4:07.0,,Miami full timeout,92,96
380,4,4:07.0,,H. Whiteside enters the game for M. Beasley,92,96
381,4,4:07.0,,U. Haslem enters the game for C. Andersen,92,96
382,4,3:54.0,,D. Wade misses 2-pt jump shot from 10 ft,92,96
383,4,3:53.0,,Offensive rebound by H. Whiteside,92,96
384,4,3:39.0,,D. Wade makes 2-pt jump shot from 5 ft,92,98
