,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,SAN ANTONIO_ACTION,LA CLIPPERS_SCORE,SAN ANTONIO_SCORE
0,1,11:47.0,,K. Leonard misses 2-pt jump shot from 13 ft (block by D. Jordan),0,0
1,1,11:45.0,Defensive rebound by D. Jordan,,0,0
2,1,11:37.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,2,0
3,1,11:16.0,,Shooting foul by B. Griffin (drawn by T. Duncan),2,0
4,1,11:16.0,,T. Duncan misses free throw 1 of 2,2,0
5,1,11:16.0,,Offensive rebound by Team,2,0
6,1,11:16.0,,T. Duncan misses free throw 2 of 2,2,0
7,1,11:15.0,Defensive rebound by D. Jordan,,2,0
8,1,11:00.0,C. Paul makes 2-pt jump shot from 16 ft,,4,0
9,1,10:47.0,Violation by C. Paul (kicked ball),,4,0
10,1,10:31.0,,K. Leonard misses 3-pt jump shot from 26 ft,4,0
11,1,10:30.0,Defensive rebound by D. Jordan,,4,0
12,1,10:16.0,J. Redick makes 2-pt layup from 3 ft (assist by B. Griffin),,6,0
13,1,10:15.0,,San Antonio full timeout,6,0
14,1,10:06.0,,K. Leonard makes 2-pt dunk at rim (assist by T. Duncan),6,2
15,1,9:52.0,M. Barnes misses 3-pt jump shot from 26 ft,,6,2
16,1,9:51.0,,Defensive rebound by T. Splitter,6,2
17,1,9:37.0,,Turnover by T. Splitter (lost ball; steal by C. Paul),6,2
18,1,9:30.0,J. Redick misses 3-pt jump shot from 25 ft,,6,2
19,1,9:29.0,,Defensive rebound by T. Duncan,6,2
20,1,9:15.0,,Personal foul by M. Barnes (drawn by T. Splitter),6,2
21,1,9:08.0,,K. Leonard makes 2-pt jump shot from 14 ft (assist by T. Duncan),6,4
22,1,8:47.0,B. Griffin misses 2-pt jump shot from 8 ft,,6,4
23,1,8:46.0,,Defensive rebound by D. Green,6,4
24,1,8:39.0,,T. Parker makes 2-pt layup from 1 ft,6,6
25,1,8:37.0,Personal foul by T. Duncan (drawn by C. Paul),,6,6
26,1,8:20.0,Turnover by D. Jordan (3 sec),,6,6
27,1,8:10.0,,K. Leonard misses 2-pt jump shot from 20 ft,6,6
28,1,8:09.0,,Offensive rebound by T. Duncan,6,6
29,1,7:49.0,,K. Leonard makes 2-pt jump shot from 15 ft (assist by D. Green),6,8
30,1,7:38.0,J. Redick makes 3-pt jump shot from 24 ft (assist by M. Barnes),,9,8
31,1,7:26.0,,T. Splitter misses 2-pt layup from 1 ft,9,8
32,1,7:25.0,Defensive rebound by B. Griffin,,9,8
33,1,7:14.0,B. Griffin makes 2-pt jump shot from 16 ft (assist by C. Paul),,11,8
34,1,6:53.0,,K. Leonard makes 2-pt jump shot from 19 ft,11,10
35,1,6:33.0,J. Redick misses 2-pt jump shot from 19 ft,,11,10
36,1,6:32.0,Offensive rebound by D. Jordan,,11,10
37,1,6:30.0,D. Jordan misses 2-pt layup from 2 ft (block by T. Duncan),,11,10
38,1,6:29.0,,Defensive rebound by T. Duncan,11,10
39,1,6:24.0,,D. Green misses 3-pt jump shot from 25 ft,11,10
40,1,6:23.0,Defensive rebound by M. Barnes,,11,10
41,1,6:09.0,C. Paul misses 3-pt jump shot from 22 ft,,11,10
42,1,6:07.0,Offensive rebound by D. Jordan,,11,10
43,1,6:02.0,LA Clippers full timeout,,11,10
44,1,6:02.0,,B. Diaw enters the game for T. Splitter,11,10
45,1,5:45.0,B. Griffin makes 2-pt jump shot from 16 ft (assist by C. Paul),,13,10
46,1,5:21.0,,T. Parker makes 2-pt layup from 1 ft,13,12
