,QUARTER,TIME_REMAINING,UTAH_ACTION,MEMPHIS_ACTION,UTAH_SCORE,MEMPHIS_SCORE
0,1,11:39.0,,M. Gasol misses 2-pt jump shot from 13 ft,0,0
1,1,11:38.0,Defensive rebound by D. Favors,,0,0
2,1,11:24.0,D. Favors misses 2-pt jump shot from 18 ft,,0,0
3,1,11:22.0,,Defensive rebound by M. Gasol,0,0
4,1,11:12.0,,K. Koufos misses 2-pt layup at rim,0,0
5,1,11:06.0,,Offensive rebound by K. Koufos,0,0
6,1,11:06.0,,K. Koufos misses 2-pt tip-in from 1 ft,0,0
7,1,11:05.0,Defensive rebound by D. Exum,,0,0
8,1,10:46.0,D. Favors makes 2-pt layup from 1 ft (assist by D. Exum),,2,0
9,1,10:23.0,,C. Lee misses 3-pt jump shot from 25 ft,2,0
10,1,10:22.0,Defensive rebound by R. Gobert,,2,0
11,1,10:04.0,Turnover by J. Ingles (step out of bounds),,2,0
12,1,9:45.0,,M. Gasol makes 2-pt hook shot from 6 ft,2,2
13,1,9:26.0,D. Exum misses 2-pt jump shot from 20 ft,,2,2
14,1,9:23.0,,Defensive rebound by K. Koufos,2,2
15,1,9:14.0,,M. Conley misses 2-pt layup at rim (block by D. Favors),2,2
16,1,9:14.0,,Offensive rebound by K. Koufos,2,2
17,1,9:14.0,,K. Koufos misses 2-pt tip-in from 2 ft,2,2
18,1,9:11.0,Defensive rebound by G. Hayward,,2,2
19,1,9:03.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by D. Exum),,5,2
20,1,8:39.0,,J. Green misses 2-pt jump shot from 6 ft,5,2
21,1,8:38.0,Defensive rebound by R. Gobert,,5,2
22,1,8:36.0,Personal foul by C. Lee (drawn by G. Hayward),,5,2
23,1,8:25.0,G. Hayward makes 2-pt jump shot from 19 ft,,7,2
24,1,8:13.0,,C. Lee makes 2-pt jump shot from 16 ft (assist by J. Green),7,4
25,1,8:01.0,G. Hayward misses 3-pt jump shot from 25 ft,,7,4
26,1,8:00.0,Offensive rebound by R. Gobert,,7,4
27,1,7:57.0,Shooting foul by M. Gasol (drawn by D. Favors),,7,4
28,1,7:57.0,D. Favors makes free throw 1 of 2,,8,4
29,1,7:57.0,D. Favors misses free throw 2 of 2,,8,4
30,1,7:56.0,Offensive rebound by G. Hayward,,8,4
31,1,7:49.0,J. Ingles misses 3-pt jump shot from 25 ft,,8,4
32,1,7:47.0,,Defensive rebound by K. Koufos,8,4
33,1,7:33.0,,M. Conley makes 2-pt jump shot from 9 ft,8,6
34,1,7:33.0,,Shooting foul by J. Ingles (drawn by M. Conley),8,6
35,1,7:33.0,,M. Conley makes free throw 1 of 1,8,7
36,1,7:12.0,G. Hayward misses 2-pt jump shot from 8 ft,,8,7
37,1,7:11.0,,Defensive rebound by M. Gasol,8,7
38,1,7:06.0,,M. Conley makes 2-pt layup from 1 ft,8,9
39,1,6:48.0,Shooting foul by K. Koufos (drawn by D. Favors),,8,9
40,1,6:48.0,D. Favors makes free throw 1 of 2,,9,9
41,1,6:48.0,D. Favors makes free throw 2 of 2,,10,9
42,1,6:32.0,,Turnover by M. Conley (traveling),10,9
43,1,6:20.0,D. Exum makes 3-pt jump shot from 26 ft (assist by G. Hayward),,13,9
44,1,5:59.0,,M. Gasol misses 2-pt hook shot from 6 ft,13,9
45,1,5:57.0,Defensive rebound by J. Ingles,,13,9
46,1,5:47.0,D. Exum misses 3-pt jump shot from 24 ft,,13,9
47,1,5:46.0,Offensive rebound by R. Gobert,,13,9
48,1,5:31.0,D. Favors misses 2-pt jump shot from 10 ft,,13,9
49,1,5:30.0,,Defensive rebound by K. Koufos,13,9
50,1,5:15.0,,C. Lee makes 3-pt jump shot from 23 ft (assist by M. Gasol),13,12
51,1,4:55.0,D. Favors makes 2-pt layup from 1 ft,,15,12
52,1,4:30.0,,M. Gasol misses 2-pt jump shot from 18 ft,15,12
53,1,4:29.0,Defensive rebound by J. Ingles,,15,12
54,1,4:23.0,Shooting foul by J. Green (drawn by G. Hayward),,15,12
55,1,4:23.0,,Memphis full timeout,15,12
56,1,4:23.0,,J. Leuer enters the game for J. Green,15,12
57,1,4:23.0,,J. Adams enters the game for K. Koufos,15,12
58,1,4:23.0,T. Burke enters the game for D. Exum,,15,12
59,1,4:23.0,G. Hayward makes free throw 1 of 2,,16,12
60,1,4:23.0,G. Hayward makes free throw 2 of 2,,17,12
61,1,4:04.0,,C. Lee makes 2-pt jump shot from 14 ft (assist by M. Conley),17,14
62,1,3:39.0,T. Burke misses 2-pt jump shot from 12 ft (block by M. Conley),,17,14
63,1,3:37.0,,Defensive rebound by C. Lee,17,14
64,1,3:28.0,,J. Leuer misses 2-pt layup from 1 ft,17,14
65,1,3:26.0,Defensive rebound by R. Gobert,,17,14
66,1,3:20.0,G. Hayward misses 2-pt layup from 1 ft,,17,14
67,1,3:19.0,,Defensive rebound by J. Leuer,17,14
68,1,3:08.0,,Personal foul by D. Favors (drawn by M. Gasol),17,14
69,1,3:08.0,E. Millsap enters the game for J. Ingles,,17,14
70,1,3:08.0,T. Booker enters the game for D. Favors,,17,14
71,1,2:56.0,,M. Gasol makes 2-pt jump shot from 6 ft (assist by M. Conley),17,16
72,1,2:34.0,T. Burke misses 3-pt jump shot from 25 ft,,17,16
73,1,2:33.0,,Defensive rebound by M. Gasol,17,16
74,1,2:27.0,,C. Lee misses 3-pt jump shot from 23 ft,17,16
75,1,2:27.0,Defensive rebound by R. Gobert,,17,16
76,1,2:02.0,E. Millsap misses 2-pt layup from 1 ft,,17,16
77,1,2:02.0,Offensive rebound by R. Gobert,,17,16
78,1,2:02.0,R. Gobert misses 2-pt tip-in from 1 ft,,17,16
