,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PORTLAND_ACTION,WASHINGTON_SCORE,PORTLAND_SCORE
385,4,1:32.0,Shooting foul by M. Leonard (drawn by N. Hilário),,91,94
386,4,1:32.0,N. Hilário misses free throw 1 of 1,,91,94
387,4,1:30.0,,Defensive rebound by W. Barton,91,94
388,4,1:08.0,,Shooting foul by N. Hilário (drawn by M. Leonard),91,94
389,4,1:08.0,M. Webster enters the game for N. Hilário,,91,94
390,4,1:08.0,,M. Leonard makes free throw 1 of 3,91,95
391,4,1:08.0,,M. Leonard makes free throw 2 of 3,91,96
392,4,1:08.0,,M. Leonard makes free throw 3 of 3,91,97
393,4,1:02.0,Shooting foul by D. Lillard (drawn by J. Wall),,91,97
394,4,1:02.0,J. Wall makes free throw 1 of 3,,92,97
395,4,1:02.0,J. Wall makes free throw 2 of 3,,93,97
396,4,1:02.0,J. Wall makes free throw 3 of 3,,94,97
397,4,0:46.0,,Shooting foul by M. Gortat (drawn by L. Aldridge),94,97
398,4,0:46.0,,L. Aldridge makes free throw 1 of 2,94,98
399,4,0:46.0,,L. Aldridge makes free throw 2 of 2,94,99
400,4,0:46.0,Washington full timeout,,94,99
401,4,0:46.0,,D. Wright enters the game for M. Leonard,94,99
402,4,0:39.0,J. Wall makes 2-pt layup from 1 ft,,96,99
403,4,0:18.0,,W. Matthews misses 3-pt jump shot from 25 ft,96,99
404,4,0:17.0,,Offensive rebound by D. Wright,96,99
405,4,0:08.0,,Personal take foul by J. Wall (drawn by D. Lillard),96,99
406,4,0:08.0,,D. Lillard makes free throw 1 of 2,96,100
407,4,0:08.0,,D. Lillard makes free throw 2 of 2,96,101
408,4,0:08.0,Washington full timeout,,96,101
409,4,0:06.0,Turnover by J. Wall (bad pass; steal by L. Aldridge),,96,101
410,4,0:04.0,,Personal take foul by M. Gortat (drawn by L. Aldridge),96,101
411,4,0:04.0,,L. Aldridge makes free throw 1 of 2,96,102
412,4,0:04.0,,L. Aldridge makes free throw 2 of 2,96,103
413,4,0:00.0,B. Beal misses 3-pt jump shot from 33 ft,,96,103
414,4,0:00.0,Offensive rebound by Team,,96,103
