,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,ORLANDO_ACTION,MILWAUKEE_SCORE,ORLANDO_SCORE
91,1,2:34.0,,K. O'Quinn makes 2-pt jump shot from 18 ft,25,15
92,1,2:09.0,Turnover by O. Mayo (lost ball; steal by V. Oladipo),,25,15
93,1,2:03.0,,E. Fournier makes 2-pt layup from 1 ft (assist by V. Oladipo),25,17
94,1,1:50.0,O. Mayo misses 3-pt jump shot from 25 ft,,25,17
95,1,1:50.0,,Defensive rebound by T. Harris,25,17
96,1,1:41.0,,V. Oladipo misses 2-pt jump shot from 15 ft,25,17
97,1,1:41.0,Defensive rebound by B. Knight,,25,17
98,1,1:31.0,B. Knight misses 2-pt jump shot from 20 ft,,25,17
99,1,1:31.0,,Defensive rebound by K. O'Quinn,25,17
100,1,1:12.0,,V. Oladipo misses 3-pt jump shot from 22 ft,25,17
101,1,1:12.0,,Offensive rebound by Team,25,17
102,1,1:12.0,Loose ball foul by O. Mayo (drawn by E. Payton),,25,17
103,1,1:12.0,,W. Green enters the game for E. Payton,25,17
104,1,1:12.0,J. Gutiérrez enters the game for B. Knight,,25,17
105,1,1:08.0,,Personal foul by J. O'Bryant (drawn by V. Oladipo),25,17
106,1,1:08.0,,V. Oladipo misses free throw 1 of 2,25,17
107,1,1:08.0,,Offensive rebound by Team,25,17
108,1,1:08.0,,V. Oladipo makes free throw 2 of 2,25,18
109,1,0:59.0,Personal foul by V. Oladipo (drawn by J. Dudley),,25,18
110,1,0:59.0,,B. Gordon enters the game for V. Oladipo,25,18
111,1,0:55.0,Turnover by O. Mayo (bad pass),,25,18
112,1,0:46.0,,Turnover by W. Green (bad pass; steal by J. Gutiérrez),25,18
113,1,0:46.0,Personal foul by W. Green (drawn by J. Gutiérrez),,25,18
114,1,0:46.0,J. Gutiérrez misses free throw 1 of 2,,25,18
115,1,0:46.0,Offensive rebound by Team,,25,18
116,1,0:46.0,J. Bayless enters the game for J. Dudley,,25,18
117,1,0:46.0,J. Gutiérrez makes free throw 2 of 2,,26,18
118,1,0:34.0,,W. Green misses 3-pt jump shot from 22 ft,26,18
119,1,0:33.0,Defensive rebound by K. Martin,,26,18
120,1,0:14.0,K. Martin misses 2-pt jump shot from 20 ft,,26,18
121,1,0:13.0,,Defensive rebound by E. Fournier,26,18
122,1,0:05.0,,Turnover by E. Fournier (lost ball; steal by J. Bayless),26,18
123,1,0:01.0,J. O'Bryant makes 2-pt layup from 1 ft (assist by J. Gutiérrez),,28,18
124,2,11:40.0,,T. Harris makes 2-pt jump shot from 8 ft,28,20
125,2,11:21.0,J. O'Bryant makes 2-pt hook shot from 10 ft,,30,20
126,2,11:05.0,,T. Harris misses 2-pt jump shot from 17 ft,30,20
127,2,11:04.0,Defensive rebound by J. Bayless,,30,20
128,2,10:54.0,J. O'Bryant misses 2-pt jump shot from 19 ft,,30,20
129,2,10:54.0,,Defensive rebound by E. Fournier,30,20
130,2,10:44.0,,E. Fournier makes 2-pt layup at rim (assist by K. O'Quinn),30,22
131,2,10:35.0,Shooting foul by E. Fournier (drawn by J. Bayless),,30,22
132,2,10:35.0,J. Bayless makes free throw 1 of 2,,31,22
133,2,10:35.0,,E. Payton enters the game for E. Fournier,31,22
134,2,10:35.0,J. Bayless makes free throw 2 of 2,,32,22
135,2,10:10.0,,B. Gordon misses 3-pt jump shot from 24 ft,32,22
136,2,10:10.0,,Offensive rebound by Team,32,22
137,2,10:10.0,,Turnover by Team (shot clock),32,22
138,2,9:57.0,J. O'Bryant misses 2-pt jump shot from 19 ft,,32,22
139,2,9:56.0,,Defensive rebound by K. O'Quinn,32,22
140,2,9:52.0,,Shooting foul by J. O'Bryant (drawn by W. Green),32,22
141,2,9:52.0,,W. Green makes free throw 1 of 2,32,23
142,2,9:52.0,,N. Vučević enters the game for B. Gordon,32,23
143,2,9:52.0,G. Antetokounmpo enters the game for J. O'Bryant,,32,23
144,2,9:52.0,,W. Green misses free throw 2 of 2,32,23
145,2,9:51.0,Defensive rebound by O. Mayo,,32,23
146,2,9:44.0,Turnover by J. Bayless (bad pass; steal by W. Green),,32,23
147,2,9:38.0,,W. Green makes 2-pt dunk at rim (assist by E. Payton),32,25
148,2,9:20.0,J. Gutiérrez makes 2-pt jump shot from 21 ft (assist by J. Bayless),,34,25
149,2,9:06.0,,Turnover by W. Green (bad pass; steal by K. Martin),34,25
150,2,9:02.0,K. Martin makes 2-pt dunk at rim,,36,25
151,2,8:46.0,,Personal foul by J. Bayless (drawn by E. Payton),36,25
152,2,8:46.0,Official timeout,,36,25
153,2,8:46.0,J. Henson enters the game for K. Martin,,36,25
154,2,8:46.0,K. Middleton enters the game for J. Gutiérrez,,36,25
155,2,8:46.0,,E. Fournier enters the game for K. O'Quinn,36,25
156,2,8:46.0,,V. Oladipo enters the game for W. Green,36,25
157,2,8:32.0,,N. Vučević misses 2-pt jump shot from 14 ft,36,25
158,2,8:31.0,Defensive rebound by J. Bayless,,36,25
159,2,8:24.0,Personal foul by E. Payton (drawn by G. Antetokounmpo),,36,25
160,2,8:17.0,J. Bayless misses 2-pt jump shot from 18 ft,,36,25
161,2,8:16.0,,Defensive rebound by V. Oladipo,36,25
162,2,8:07.0,,Turnover by E. Fournier (traveling),36,25
163,2,7:55.0,O. Mayo makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),,39,25
164,2,7:44.0,,N. Vučević makes 2-pt layup from 2 ft,39,27
165,2,7:28.0,J. Henson makes 2-pt dunk at rim (assist by O. Mayo),,41,27
166,2,7:11.0,,N. Vučević makes 2-pt hook shot from 3 ft (assist by E. Fournier),41,29
167,2,6:53.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,43,29
168,2,6:53.0,Shooting foul by N. Vučević (drawn by G. Antetokounmpo),,43,29
169,2,6:53.0,,A. Gordon enters the game for T. Harris,43,29
170,2,6:53.0,G. Antetokounmpo makes free throw 1 of 1,,44,29
171,2,6:32.0,,E. Fournier makes 2-pt dunk at rim,44,31
172,2,6:06.0,J. Bayless makes 2-pt jump shot from 22 ft (assist by J. Henson),,46,31
173,2,5:55.0,,N. Vučević misses 2-pt jump shot from 18 ft,46,31
174,2,5:54.0,Defensive rebound by O. Mayo,,46,31
175,2,5:30.0,G. Antetokounmpo misses 2-pt jump shot from 16 ft,,46,31
176,2,5:29.0,,Defensive rebound by A. Gordon,46,31
177,2,5:29.0,,Personal foul by G. Antetokounmpo (drawn by A. Gordon),46,31
178,2,5:29.0,,Orlando full timeout,46,31
179,2,5:29.0,B. Knight enters the game for O. Mayo,,46,31
180,2,5:18.0,,Turnover by E. Payton (bad pass),46,31
181,2,5:06.0,Shooting foul by N. Vučević (drawn by J. Bayless),,46,31
182,2,5:06.0,J. Bayless makes free throw 1 of 2,,47,31
183,2,5:06.0,J. Bayless makes free throw 2 of 2,,48,31
184,2,4:51.0,,Turnover by N. Vučević (bad pass),48,31
185,2,4:39.0,Shooting foul by A. Gordon (drawn by G. Antetokounmpo),,48,31
186,2,4:39.0,G. Antetokounmpo makes free throw 1 of 2,,49,31
187,2,4:39.0,G. Antetokounmpo misses free throw 2 of 2,,49,31
188,2,4:39.0,,Defensive rebound by N. Vučević,49,31
189,2,4:25.0,,Offensive foul by N. Vučević (drawn by B. Knight),49,31
190,2,4:25.0,,Turnover by N. Vučević (offensive foul),49,31
191,2,4:25.0,,K. O'Quinn enters the game for N. Vučević,49,31
192,2,4:13.0,J. Bayless makes 2-pt jump shot from 23 ft,,51,31
193,2,4:01.0,,K. O'Quinn makes 3-pt jump shot from 24 ft (assist by E. Payton),51,34
194,2,3:45.0,J. Henson misses 2-pt layup at rim,,51,34
195,2,3:45.0,,Defensive rebound by V. Oladipo,51,34
196,2,3:39.0,,V. Oladipo makes 2-pt dunk at rim,51,36
197,2,3:23.0,J. Bayless makes 2-pt layup at rim,,53,36
198,2,3:23.0,Shooting foul by K. O'Quinn (drawn by J. Bayless),,53,36
199,2,3:23.0,K. Martin enters the game for J. Henson,,53,36
200,2,3:23.0,J. Bayless makes free throw 1 of 1,,54,36
201,2,3:10.0,,Shooting foul by K. Martin (drawn by V. Oladipo),54,36
202,2,3:10.0,,V. Oladipo makes free throw 1 of 2,54,37
203,2,3:10.0,,V. Oladipo makes free throw 2 of 2,54,38
204,2,2:51.0,K. Martin misses 2-pt jump shot from 10 ft,,54,38
205,2,2:51.0,,Defensive rebound by Team,54,38
206,2,2:51.0,Milwaukee full timeout,,54,38
207,2,2:50.0,J. Dudley enters the game for G. Antetokounmpo,,54,38
208,2,2:36.0,,Turnover by V. Oladipo (bad pass),54,38
209,2,2:26.0,B. Knight misses 2-pt jump shot from 21 ft,,54,38
210,2,2:26.0,,Defensive rebound by K. O'Quinn,54,38
211,2,2:08.0,,Shooting foul by J. Dudley (drawn by V. Oladipo),54,38
212,2,2:08.0,,V. Oladipo misses free throw 1 of 2,54,38
213,2,2:08.0,,Offensive rebound by Team,54,38
214,2,2:08.0,,T. Harris enters the game for E. Fournier,54,38
215,2,2:08.0,,V. Oladipo makes free throw 2 of 2,54,39
216,2,1:52.0,K. Martin misses 2-pt layup from 2 ft (block by E. Payton),,54,39
217,2,1:51.0,Offensive rebound by K. Martin,,54,39
218,2,1:48.0,J. Dudley misses 3-pt jump shot from 25 ft,,54,39
219,2,1:47.0,,Defensive rebound by K. O'Quinn,54,39
220,2,1:35.0,,V. Oladipo makes 2-pt layup from 1 ft,54,41
221,2,1:12.0,K. Middleton makes 3-pt jump shot from 23 ft (assist by B. Knight),,57,41
222,2,1:00.0,,T. Harris misses 3-pt jump shot from 25 ft,57,41
223,2,0:59.0,Defensive rebound by B. Knight,,57,41
224,2,0:45.0,Turnover by B. Knight (offensive foul),,57,41
225,2,0:45.0,,Offensive charge foul by B. Knight (drawn by V. Oladipo),57,41
226,2,0:30.0,,Shooting foul by J. Dudley (drawn by A. Gordon),57,41
227,2,0:30.0,,A. Gordon makes free throw 1 of 2,57,42
228,2,0:30.0,,A. Gordon misses free throw 2 of 2,57,42
229,2,0:29.0,,Offensive rebound by T. Harris,57,42
230,2,0:25.0,,T. Harris misses 2-pt layup from 2 ft (block by K. Martin),57,42
231,2,0:24.0,,Offensive rebound by K. O'Quinn,57,42
232,2,0:11.0,,V. Oladipo makes 2-pt layup from 1 ft,57,44
233,2,0:01.0,J. Bayless makes 2-pt jump shot from 21 ft,,59,44
234,2,0:00.0,,Turnover by K. O'Quinn (bad pass; steal by J. Bayless),59,44
235,3,11:44.0,,N. Vučević misses 2-pt hook shot from 6 ft,59,44
236,3,11:42.0,,Offensive rebound by N. Vučević,59,44
237,3,11:40.0,,N. Vučević makes 2-pt layup from 1 ft,59,46
238,3,11:23.0,G. Antetokounmpo misses 2-pt hook shot from 3 ft,,59,46
239,3,11:22.0,Offensive rebound by G. Antetokounmpo,,59,46
240,3,11:14.0,B. Knight misses 2-pt jump shot from 19 ft,,59,46
241,3,11:13.0,,Defensive rebound by A. Gordon,59,46
242,3,11:06.0,,N. Vučević misses 2-pt dunk at rim,59,46
243,3,11:05.0,,Offensive rebound by V. Oladipo,59,46
244,3,10:45.0,,N. Vučević misses 2-pt hook shot at rim,59,46
245,3,10:45.0,,Offensive rebound by N. Vučević,59,46
246,3,10:45.0,,N. Vučević misses 2-pt tip-in at rim,59,46
247,3,10:44.0,,Offensive rebound by N. Vučević,59,46
248,3,10:44.0,,N. Vučević makes 2-pt tip-in at rim,59,48
249,3,10:26.0,J. Dudley makes 2-pt jump shot from 18 ft (assist by G. Antetokounmpo),,61,48
250,3,10:10.0,,Turnover by N. Vučević (bad pass; steal by J. Henson),61,48
251,3,10:05.0,K. Middleton makes 2-pt dunk at rim (assist by J. Dudley),,63,48
252,3,9:51.0,,N. Vučević makes 2-pt layup from 1 ft,63,50
253,3,9:39.0,B. Knight makes 3-pt jump shot from 25 ft,,66,50
254,3,9:31.0,,V. Oladipo makes 2-pt dunk at rim (assist by E. Payton),66,52
255,3,9:31.0,,Shooting foul by J. Henson (drawn by V. Oladipo),66,52
256,3,9:31.0,,V. Oladipo makes free throw 1 of 1,66,53
257,3,9:17.0,K. Middleton misses 3-pt jump shot from 23 ft,,66,53
258,3,9:17.0,,Defensive rebound by A. Gordon,66,53
259,3,9:08.0,,E. Payton misses 2-pt layup from 1 ft,66,53
260,3,9:07.0,Defensive rebound by J. Henson,,66,53
261,3,8:57.0,Turnover by J. Henson (3 sec),,66,53
262,3,8:46.0,,Turnover by V. Oladipo (bad pass; steal by B. Knight),66,53
263,3,8:42.0,B. Knight makes 2-pt layup from 1 ft,,68,53
264,3,8:42.0,,Orlando full timeout,68,53
265,3,8:19.0,,V. Oladipo misses 2-pt jump shot from 17 ft,68,53
266,3,8:18.0,Defensive rebound by B. Knight,,68,53
267,3,8:05.0,J. Henson makes 2-pt hook shot from 6 ft,,70,53
268,3,7:59.0,,E. Payton makes 2-pt layup from 1 ft,70,55
269,3,7:44.0,G. Antetokounmpo makes 2-pt jump shot from 19 ft (assist by B. Knight),,72,55
270,3,7:36.0,,Turnover by E. Payton (bad pass; steal by B. Knight),72,55
271,3,7:33.0,Turnover by B. Knight (bad pass),,72,55
272,3,7:21.0,,N. Vučević makes 2-pt dunk at rim (assist by E. Payton),72,57
273,3,6:55.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,72,57
274,3,6:54.0,,Defensive rebound by V. Oladipo,72,57
275,3,6:35.0,,V. Oladipo misses 2-pt jump shot from 5 ft,72,57
276,3,6:34.0,,Offensive rebound by N. Vučević,72,57
277,3,6:34.0,,N. Vučević makes 2-pt layup at rim,72,59
278,3,6:34.0,,Shooting foul by K. Middleton (drawn by N. Vučević),72,59
279,3,6:34.0,K. Martin enters the game for J. Henson,,72,59
280,3,6:34.0,,N. Vučević makes free throw 1 of 1,72,60
281,3,6:12.0,K. Middleton makes 2-pt jump shot from 11 ft (assist by G. Antetokounmpo),,74,60
282,3,6:02.0,,Turnover by E. Payton (bad pass; steal by K. Martin),74,60
283,3,5:51.0,Personal foul by V. Oladipo (drawn by G. Antetokounmpo),,74,60
284,3,5:46.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by K. Martin),,77,60
285,3,5:21.0,,Shooting foul by J. Dudley (drawn by V. Oladipo),77,60
286,3,5:21.0,,V. Oladipo makes free throw 1 of 2,77,61
287,3,5:21.0,,T. Harris enters the game for A. Gordon,77,61
288,3,5:21.0,,V. Oladipo makes free throw 2 of 2,77,62
289,3,5:04.0,B. Knight misses 3-pt jump shot from 25 ft,,77,62
290,3,5:03.0,,Defensive rebound by E. Payton,77,62
291,3,4:47.0,,E. Payton misses 2-pt layup from 2 ft (block by G. Antetokounmpo),77,62
292,3,4:46.0,Defensive rebound by K. Middleton,,77,62
293,3,4:38.0,J. Dudley makes 3-pt jump shot from 22 ft (assist by B. Knight),,80,62
294,3,4:26.0,,T. Harris misses 2-pt jump shot from 22 ft,80,62
295,3,4:25.0,Defensive rebound by J. Dudley,,80,62
296,3,4:15.0,B. Knight makes 3-pt jump shot from 24 ft,,83,62
297,3,4:15.0,,Orlando full timeout,83,62
298,3,4:15.0,,K. O'Quinn enters the game for C. Frye,83,62
299,3,4:15.0,,E. Fournier enters the game for N. Vučević,83,62
300,3,4:15.0,O. Mayo enters the game for K. Middleton,,83,62
301,3,3:59.0,,Personal foul by J. Dudley (drawn by E. Fournier),83,62
302,3,3:41.0,,T. Harris misses 2-pt jump shot from 13 ft,83,62
303,3,3:41.0,Defensive rebound by O. Mayo,,83,62
304,3,3:36.0,B. Knight makes 2-pt layup from 1 ft (assist by O. Mayo),,85,62
305,3,3:29.0,,T. Harris misses 2-pt layup from 1 ft,85,62
306,3,3:28.0,Defensive rebound by B. Knight,,85,62
307,3,3:18.0,B. Knight makes 2-pt dunk at rim (assist by K. Martin),,87,62
308,3,3:03.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by E. Payton),87,65
309,3,2:36.0,B. Knight makes 2-pt layup at rim,,89,65
310,3,2:26.0,,T. Harris misses 3-pt jump shot from 23 ft,89,65
311,3,2:24.0,,Offensive rebound by T. Harris,89,65
312,3,2:22.0,,T. Harris misses 2-pt jump shot from 17 ft,89,65
313,3,2:21.0,Defensive rebound by K. Martin,,89,65
314,3,2:13.0,J. Dudley makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,92,65
315,3,2:11.0,,Orlando full timeout,92,65
316,3,2:11.0,,W. Green enters the game for V. Oladipo,92,65
317,3,2:11.0,,C. Frye enters the game for E. Payton,92,65
318,3,2:00.0,,Turnover by K. O'Quinn (bad pass; steal by K. Martin),92,65
319,3,1:57.0,Turnover by B. Knight (bad pass; steal by E. Fournier),,92,65
320,3,1:47.0,,Turnover by T. Harris (bad pass; steal by B. Knight),92,65
321,3,1:43.0,J. Dudley misses 3-pt jump shot from 24 ft,,92,65
322,3,1:42.0,Offensive rebound by O. Mayo,,92,65
323,3,1:36.0,O. Mayo makes 2-pt jump shot from 7 ft,,94,65
324,3,1:10.0,,E. Fournier misses 3-pt jump shot from 30 ft,94,65
325,3,1:09.0,,Offensive rebound by T. Harris,94,65
326,3,0:59.0,,Personal foul by G. Antetokounmpo (drawn by T. Harris),94,65
327,3,0:59.0,,T. Harris makes free throw 1 of 2,94,66
328,3,0:59.0,,V. Oladipo enters the game for C. Frye,94,66
329,3,0:59.0,,T. Harris makes free throw 2 of 2,94,67
330,3,0:49.0,O. Mayo misses 3-pt jump shot from 22 ft,,94,67
331,3,0:48.0,,Defensive rebound by K. O'Quinn,94,67
332,3,0:34.0,,T. Harris misses 2-pt layup from 1 ft,94,67
333,3,0:34.0,,Offensive rebound by T. Harris,94,67
334,3,0:34.0,,T. Harris makes 2-pt jump shot from 1 ft,94,69
335,3,0:13.0,K. Martin makes 2-pt hook shot from 6 ft (assist by O. Mayo),,96,69
336,3,0:03.0,,Personal foul by O. Mayo (drawn by V. Oladipo),96,69
337,3,0:03.0,,V. Oladipo makes free throw 1 of 2,96,70
338,3,0:03.0,,V. Oladipo makes free throw 2 of 2,96,71
339,3,0:00.0,Turnover by B. Knight (bad pass; steal by K. O'Quinn),,96,71
340,4,11:46.0,Personal foul by W. Green (drawn by J. Bayless),,96,71
341,4,11:36.0,J. O'Bryant misses 2-pt jump shot from 18 ft,,96,71
342,4,11:36.0,,Defensive rebound by E. Fournier,96,71
343,4,11:18.0,,Shooting foul by J. Henson (drawn by K. O'Quinn),96,71
344,4,11:18.0,,K. O'Quinn makes free throw 1 of 2,96,72
345,4,11:18.0,,N. Vučević enters the game for W. Green,96,72
346,4,11:18.0,,K. O'Quinn misses free throw 2 of 2,96,72
347,4,11:17.0,Defensive rebound by J. Henson,,96,72
348,4,11:02.0,O. Mayo misses 2-pt jump shot from 7 ft,,96,72
349,4,11:02.0,,Defensive rebound by N. Vučević,96,72
350,4,10:50.0,,Shooting foul by J. Henson (drawn by T. Harris),96,72
351,4,10:50.0,,T. Harris makes free throw 1 of 2,96,73
352,4,10:50.0,,T. Harris misses free throw 2 of 2,96,73
353,4,10:49.0,Defensive rebound by J. Henson,,96,73
354,4,10:37.0,J. Henson makes 2-pt hook shot from 8 ft (assist by J. O'Bryant),,98,73
355,4,10:29.0,,E. Fournier misses 3-pt jump shot from 24 ft,98,73
356,4,10:28.0,,Offensive rebound by N. Vučević,98,73
357,4,10:21.0,Violation by K. Middleton (kicked ball),,98,73
358,4,10:11.0,,Turnover by K. O'Quinn (lost ball),98,73
359,4,10:00.0,Turnover by J. Henson (bad pass; steal by E. Fournier),,98,73
360,4,9:53.0,,T. Harris misses 2-pt layup from 2 ft (block by J. Henson),98,73
361,4,9:52.0,Defensive rebound by J. O'Bryant,,98,73
362,4,9:48.0,Shooting foul by K. O'Quinn (drawn by O. Mayo),,98,73
363,4,9:48.0,O. Mayo misses free throw 1 of 2,,98,73
364,4,9:48.0,Offensive rebound by Team,,98,73
365,4,9:48.0,O. Mayo makes free throw 2 of 2,,99,73
366,4,9:31.0,,Turnover by E. Fournier (bad pass; steal by K. Middleton),99,73
367,4,9:14.0,Turnover by K. Middleton (bad pass; steal by E. Fournier),,99,73
368,4,9:13.0,,Personal foul by K. Middleton (drawn by E. Fournier),99,73
369,4,9:13.0,Milwaukee full timeout,,99,73
370,4,9:13.0,,E. Payton enters the game for T. Harris,99,73
371,4,8:59.0,,Turnover by E. Payton (lost ball; steal by J. Bayless),99,73
372,4,8:54.0,O. Mayo makes 2-pt layup at rim,,101,73
373,4,8:42.0,,V. Oladipo misses 3-pt jump shot from 25 ft,101,73
374,4,8:41.0,Defensive rebound by J. Henson,,101,73
375,4,8:28.0,O. Mayo misses 2-pt jump shot from 16 ft,,101,73
376,4,8:27.0,Offensive rebound by O. Mayo,,101,73
377,4,8:15.0,Turnover by J. Henson (bad pass),,101,73
378,4,8:15.0,,Orlando full timeout,101,73
379,4,8:15.0,,W. Green enters the game for V. Oladipo,101,73
380,4,7:55.0,,W. Green makes 2-pt jump shot from 22 ft (assist by E. Payton),101,75
381,4,7:39.0,Turnover by J. Bayless (bad pass; steal by W. Green),,101,75
382,4,7:33.0,,Turnover by W. Green (bad pass; steal by J. O'Bryant),101,75
