,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DENVER_ACTION,WASHINGTON_SCORE,DENVER_SCORE
68,1,5:16.0,,Offensive foul by J. Nurkić (drawn by J. Wall),16,15
69,1,5:16.0,,Turnover by J. Nurkić (offensive foul),16,15
70,1,5:16.0,,J. Hickson enters the game for J. Nurkić,16,15
71,1,5:16.0,,D. Gallinari enters the game for W. Chandler,16,15
72,1,5:16.0,M. Webster enters the game for B. Beal,,16,15
73,1,5:00.0,M. Gortat makes 2-pt hook shot from 7 ft (assist by M. Webster),,18,15
74,1,4:45.0,,A. Afflalo makes 2-pt jump shot from 16 ft (assist by T. Lawson),18,17
75,1,4:24.0,M. Gortat misses 2-pt hook shot from 5 ft,,18,17
76,1,4:23.0,,Defensive rebound by J. Hickson,18,17
77,1,4:14.0,,J. Hickson makes 2-pt jump shot from 6 ft (assist by A. Afflalo),18,19
78,1,3:52.0,R. Butler misses 3-pt jump shot from 22 ft,,18,19
79,1,3:50.0,,Defensive rebound by K. Faried,18,19
80,1,3:37.0,,T. Lawson misses 2-pt jump shot from 17 ft,18,19
81,1,3:35.0,Defensive rebound by M. Gortat,,18,19
82,1,3:22.0,M. Webster makes 2-pt jump shot from 16 ft,,20,19
83,1,3:04.0,,A. Afflalo misses 2-pt jump shot from 18 ft,20,19
84,1,3:02.0,Defensive rebound by K. Humphries,,20,19
85,1,2:55.0,J. Wall makes 2-pt layup from 1 ft,,22,19
86,1,2:38.0,,D. Gallinari misses 2-pt jump shot from 16 ft,22,19
87,1,2:37.0,Defensive rebound by K. Humphries,,22,19
88,1,2:27.0,Shooting foul by T. Lawson (drawn by K. Humphries),,22,19
89,1,2:27.0,Washington full timeout,,22,19
90,1,2:27.0,K. Séraphin enters the game for M. Gortat,,22,19
91,1,2:27.0,A. Miller enters the game for J. Wall,,22,19
92,1,2:27.0,,D. Arthur enters the game for K. Faried,22,19
93,1,2:27.0,K. Humphries makes free throw 1 of 2,,23,19
94,1,2:27.0,K. Humphries makes free throw 2 of 2,,24,19
95,1,2:13.0,,D. Gallinari misses 3-pt jump shot from 24 ft,24,19
96,1,2:13.0,Defensive rebound by Team,,24,19
97,1,1:58.0,R. Butler makes 2-pt jump shot from 22 ft (assist by K. Séraphin),,26,19
98,1,1:41.0,,D. Arthur makes 2-pt jump shot from 20 ft (assist by D. Gallinari),26,21
99,1,1:19.0,K. Humphries misses 2-pt jump shot from 15 ft,,26,21
100,1,1:17.0,,Defensive rebound by A. Afflalo,26,21
101,1,1:11.0,,Personal foul by R. Butler (drawn by D. Gallinari),26,21
102,1,1:11.0,,R. Foye enters the game for A. Afflalo,26,21
103,1,1:04.0,,T. Lawson makes 3-pt jump shot from 24 ft (assist by J. Hickson),26,24
104,1,0:47.0,M. Webster misses 2-pt layup at rim,,26,24
105,1,0:43.0,Offensive rebound by A. Miller,,26,24
106,1,0:43.0,A. Miller misses 2-pt tip-in at rim,,26,24
107,1,0:41.0,Offensive rebound by A. Miller,,26,24
108,1,0:41.0,A. Miller misses 2-pt tip-in from 1 ft,,26,24
109,1,0:39.0,Offensive rebound by K. Humphries,,26,24
110,1,0:25.0,R. Butler makes 2-pt jump shot from 17 ft (assist by K. Humphries),,28,24
111,1,0:03.0,,T. Lawson misses 2-pt jump shot from 16 ft,28,24
112,1,0:02.0,,Offensive rebound by Team,28,24
113,1,0:01.0,,Shooting foul by R. Butler (drawn by D. Gallinari),28,24
114,1,0:01.0,,D. Gallinari makes free throw 1 of 2,28,25
115,1,0:01.0,,D. Gallinari makes free throw 2 of 2,28,26
116,2,11:39.0,K. Séraphin makes 2-pt hook shot from 7 ft,,30,26
117,2,11:20.0,,D. Gallinari misses 2-pt jump shot from 7 ft,30,26
118,2,11:19.0,Defensive rebound by K. Séraphin,,30,26
119,2,11:11.0,A. Miller misses 2-pt layup from 2 ft,,30,26
120,2,11:10.0,Offensive rebound by Team,,30,26
121,2,11:01.0,Turnover by K. Séraphin (lost ball; steal by J. Hickson),,30,26
122,2,10:52.0,,D. Gallinari misses 2-pt jump shot from 9 ft,30,26
123,2,10:51.0,Defensive rebound by K. Humphries,,30,26
124,2,10:33.0,K. Séraphin misses 2-pt jump shot from 13 ft,,30,26
125,2,10:31.0,,Defensive rebound by J. Nelson,30,26
126,2,10:23.0,,J. Nelson makes 3-pt jump shot from 26 ft (assist by D. Gallinari),30,29
127,2,10:03.0,Personal foul by D. Arthur (drawn by K. Séraphin),,30,29
128,2,10:03.0,B. Beal enters the game for R. Butler,,30,29
129,2,9:52.0,K. Humphries makes 2-pt layup from 1 ft (assist by A. Miller),,32,29
130,2,9:52.0,Shooting foul by D. Gallinari (drawn by K. Humphries),,32,29
131,2,9:52.0,,W. Chandler enters the game for D. Gallinari,32,29
132,2,9:52.0,K. Humphries makes free throw 1 of 1,,33,29
133,2,9:32.0,,D. Arthur makes 2-pt jump shot from 19 ft (assist by J. Nelson),33,31
134,2,9:16.0,Turnover by B. Beal (traveling),,33,31
135,2,9:06.0,,J. Nelson makes 3-pt jump shot from 24 ft,33,34
136,2,8:49.0,K. Séraphin misses 2-pt hook shot from 11 ft,,33,34
137,2,8:48.0,,Defensive rebound by W. Chandler,33,34
138,2,8:37.0,,J. Nelson makes 3-pt jump shot from 23 ft,33,37
139,2,8:31.0,Washington full timeout,,33,37
140,2,8:31.0,N. Hilário enters the game for K. Humphries,,33,37
141,2,8:31.0,P. Pierce enters the game for M. Webster,,33,37
142,2,8:31.0,J. Wall enters the game for A. Miller,,33,37
143,2,8:27.0,Offensive foul by N. Hilário (drawn by J. Nelson),,33,37
144,2,8:27.0,Turnover by N. Hilário (offensive foul),,33,37
145,2,8:13.0,,D. Arthur makes 2-pt jump shot from 14 ft (assist by J. Nelson),33,39
146,2,7:50.0,P. Pierce makes 2-pt jump shot from 17 ft,,35,39
147,2,7:34.0,,J. Hickson makes 2-pt jump shot from 5 ft (assist by J. Nelson),35,41
148,2,7:21.0,K. Séraphin makes 2-pt jump shot from 16 ft (assist by J. Wall),,37,41
149,2,7:03.0,,Shooting foul by K. Séraphin (drawn by J. Hickson),37,41
150,2,7:03.0,,J. Hickson makes free throw 1 of 2,37,42
151,2,7:03.0,M. Gortat enters the game for K. Séraphin,,37,42
152,2,7:03.0,,K. Faried enters the game for D. Arthur,37,42
153,2,7:03.0,,J. Hickson misses free throw 2 of 2,37,42
154,2,7:01.0,Defensive rebound by M. Gortat,,37,42
155,2,6:52.0,B. Beal misses 2-pt jump shot from 6 ft,,37,42
156,2,6:50.0,,Defensive rebound by J. Hickson,37,42
157,2,6:46.0,,Turnover by J. Nelson (bad pass; steal by N. Hilário),37,42
158,2,6:44.0,Personal take foul by J. Nelson (drawn by J. Wall),,37,42
159,2,6:34.0,B. Beal makes 2-pt jump shot from 17 ft (assist by N. Hilário),,39,42
160,2,6:12.0,,J. Hickson misses 2-pt hook shot from 2 ft,39,42
161,2,6:11.0,Defensive rebound by M. Gortat,,39,42
162,2,6:03.0,B. Beal makes 3-pt jump shot from 24 ft (assist by P. Pierce),,42,42
163,2,5:59.0,,Denver full timeout,42,42
164,2,5:59.0,,A. Afflalo enters the game for R. Foye,42,42
165,2,5:59.0,,T. Lawson enters the game for J. Nelson,42,42
166,2,5:53.0,,Turnover by J. Hickson (offensive foul),42,42
167,2,5:53.0,,Offensive foul by J. Hickson (drawn by P. Pierce),42,42
168,2,5:33.0,Shooting foul by J. Hickson (drawn by M. Gortat),,42,42
169,2,5:33.0,M. Gortat makes free throw 1 of 2,,43,42
170,2,5:33.0,M. Gortat misses free throw 2 of 2,,43,42
171,2,5:31.0,,Defensive rebound by J. Hickson,43,42
172,2,5:22.0,,Personal foul by N. Hilário (drawn by K. Faried),43,42
173,2,5:15.0,,Shooting foul by M. Gortat (drawn by J. Hickson),43,42
174,2,5:15.0,,J. Hickson misses free throw 1 of 2,43,42
175,2,5:15.0,,Offensive rebound by Team,43,42
176,2,5:15.0,,J. Hickson misses free throw 2 of 2,43,42
177,2,5:13.0,Defensive rebound by M. Gortat,,43,42
178,2,4:49.0,J. Wall makes 2-pt layup from 2 ft (assist by M. Gortat),,45,42
179,2,4:39.0,,T. Lawson misses 3-pt jump shot from 23 ft,45,42
180,2,4:38.0,Defensive rebound by J. Wall,,45,42
181,2,4:25.0,P. Pierce makes 3-pt jump shot from 23 ft (assist by J. Wall),,48,42
182,2,4:06.0,,J. Hickson makes 2-pt jump shot from 3 ft (assist by A. Afflalo),48,44
183,2,3:51.0,B. Beal misses 2-pt jump shot from 15 ft,,48,44
184,2,3:50.0,,Defensive rebound by A. Afflalo,48,44
185,2,3:43.0,,A. Afflalo misses 2-pt jump shot from 5 ft,48,44
186,2,3:42.0,Defensive rebound by P. Pierce,,48,44
187,2,3:41.0,Personal foul by J. Hickson (drawn by P. Pierce),,48,44
188,2,3:41.0,P. Pierce makes free throw 1 of 2,,49,44
189,2,3:41.0,,D. Arthur enters the game for J. Hickson,49,44
190,2,3:41.0,P. Pierce misses free throw 2 of 2,,49,44
191,2,3:39.0,,Defensive rebound by K. Faried,49,44
192,2,3:21.0,,W. Chandler makes 3-pt jump shot from 25 ft (assist by T. Lawson),49,47
193,2,3:00.0,N. Hilário makes 2-pt jump shot from 16 ft (assist by M. Gortat),,51,47
194,2,2:43.0,,D. Arthur misses 2-pt jump shot from 22 ft,51,47
195,2,2:42.0,,Offensive rebound by K. Faried,51,47
196,2,2:40.0,,K. Faried makes 2-pt layup from 1 ft,51,49
197,2,2:19.0,N. Hilário makes 2-pt layup from 2 ft,,53,49
198,2,2:13.0,,W. Chandler makes 2-pt layup from 1 ft,53,51
199,2,2:03.0,,Offensive charge foul by B. Beal (drawn by K. Faried),53,51
200,2,2:03.0,Turnover by B. Beal (offensive foul),,53,51
201,2,2:03.0,Official timeout,,53,51
202,2,2:03.0,K. Humphries enters the game for N. Hilário,,53,51
203,2,2:03.0,O. Porter enters the game for B. Beal,,53,51
204,2,1:48.0,,W. Chandler misses 3-pt jump shot from 25 ft,53,51
205,2,1:47.0,,Offensive rebound by D. Arthur,53,51
206,2,1:43.0,,A. Afflalo misses 3-pt jump shot from 26 ft,53,51
207,2,1:40.0,Defensive rebound by K. Humphries,,53,51
208,2,1:20.0,O. Porter misses 2-pt jump shot from 19 ft,,53,51
209,2,1:19.0,Offensive rebound by M. Gortat,,53,51
210,2,1:19.0,M. Gortat misses 2-pt tip-in from 1 ft,,53,51
211,2,1:17.0,Offensive rebound by K. Humphries,,53,51
212,2,1:17.0,K. Humphries makes 2-pt tip-in from 1 ft,,55,51
213,2,1:04.0,,D. Arthur makes 2-pt jump shot from 17 ft (assist by T. Lawson),55,53
214,2,0:53.0,K. Humphries makes 2-pt jump shot from 14 ft (assist by J. Wall),,57,53
215,2,0:45.0,,Shooting foul by J. Wall (drawn by T. Lawson),57,53
216,2,0:45.0,,T. Lawson makes free throw 1 of 2,57,54
217,2,0:45.0,K. Séraphin enters the game for M. Gortat,,57,54
218,2,0:45.0,,T. Lawson makes free throw 2 of 2,57,55
219,2,0:37.0,J. Wall misses 2-pt jump shot from 19 ft,,57,55
220,2,0:36.0,,Defensive rebound by T. Lawson,57,55
221,2,0:31.0,,K. Faried makes 2-pt layup from 1 ft (assist by T. Lawson),57,57
222,2,0:10.0,K. Humphries makes 2-pt dunk at rim (assist by O. Porter),,59,57
223,2,0:01.0,,Shooting foul by K. Séraphin (drawn by T. Lawson),59,57
224,2,0:01.0,,T. Lawson makes free throw 1 of 2,59,58
225,2,0:01.0,,T. Lawson makes free throw 2 of 2,59,59
226,2,0:00.0,J. Wall misses 3-pt jump shot from 31 ft,,59,59
227,2,0:00.0,Offensive rebound by Team,,59,59
228,3,11:42.0,N. Hilário misses 2-pt layup from 2 ft,,59,59
229,3,11:41.0,,Defensive rebound by J. Nurkić,59,59
230,3,11:32.0,,T. Lawson makes 2-pt jump shot from 2 ft,59,61
231,3,11:19.0,Turnover by N. Hilário (lost ball; steal by J. Nurkić),,59,61
232,3,11:11.0,,Turnover by T. Lawson (bad pass; steal by M. Gortat),59,61
233,3,10:49.0,B. Beal misses 3-pt jump shot from 23 ft,,59,61
234,3,10:47.0,,Defensive rebound by K. Faried,59,61
235,3,10:38.0,,W. Chandler makes 3-pt jump shot from 26 ft (assist by T. Lawson),59,64
236,3,10:25.0,P. Pierce misses 3-pt jump shot from 24 ft,,59,64
237,3,10:24.0,,Defensive rebound by K. Faried,59,64
238,3,10:18.0,,Personal foul by B. Beal (drawn by T. Lawson),59,64
239,3,10:09.0,,K. Faried misses 2-pt jump shot from 11 ft,59,64
240,3,10:08.0,Defensive rebound by J. Wall,,59,64
241,3,9:55.0,J. Wall makes 2-pt jump shot from 15 ft (assist by P. Pierce),,61,64
242,3,9:37.0,,T. Lawson misses 2-pt jump shot from 15 ft,61,64
243,3,9:37.0,,Offensive rebound by Team,61,64
244,3,9:37.0,Loose ball foul by M. Gortat (drawn by J. Nurkić),,61,64
245,3,9:32.0,,W. Chandler misses 3-pt jump shot from 27 ft,61,64
246,3,9:31.0,Defensive rebound by J. Wall,,61,64
247,3,9:19.0,Turnover by M. Gortat (traveling),,61,64
248,3,9:03.0,,A. Afflalo makes 2-pt jump shot from 4 ft,61,66
249,3,8:53.0,Personal foul by K. Faried (drawn by N. Hilário),,61,66
250,3,8:46.0,,Offensive charge foul by N. Hilário (drawn by K. Faried),61,66
251,3,8:46.0,Turnover by N. Hilário (offensive foul),,61,66
252,3,8:34.0,,J. Nurkić misses 2-pt jump shot from 22 ft,61,66
253,3,8:32.0,,Offensive rebound by W. Chandler,61,66
254,3,8:22.0,,A. Afflalo misses 3-pt jump shot from 22 ft,61,66
255,3,8:20.0,,Offensive rebound by W. Chandler,61,66
256,3,8:20.0,,W. Chandler makes 2-pt tip-in from 2 ft,61,68
257,3,8:19.0,Washington full timeout,,61,68
258,3,8:01.0,Shooting foul by J. Nurkić (drawn by P. Pierce),,61,68
259,3,8:01.0,P. Pierce makes free throw 1 of 2,,62,68
260,3,8:01.0,P. Pierce makes free throw 2 of 2,,63,68
261,3,7:39.0,,Turnover by A. Afflalo (bad pass),63,68
262,3,7:22.0,P. Pierce makes 2-pt jump shot from 17 ft,,65,68
263,3,7:11.0,,T. Lawson makes 3-pt jump shot from 25 ft,65,71
264,3,6:45.0,J. Wall misses 3-pt jump shot from 25 ft,,65,71
265,3,6:44.0,Offensive rebound by Team,,65,71
266,3,6:44.0,Turnover by Team (shot clock),,65,71
267,3,6:29.0,,Shooting block foul by B. Beal (drawn by A. Afflalo),65,71
268,3,6:29.0,,A. Afflalo makes free throw 1 of 2,65,72
269,3,6:29.0,,A. Afflalo makes free throw 2 of 2,65,73
270,3,6:14.0,N. Hilário makes 2-pt layup from 2 ft (assist by P. Pierce),,67,73
271,3,6:03.0,,J. Nurkić makes 2-pt hook shot from 5 ft,67,75
272,3,5:44.0,P. Pierce makes 2-pt jump shot from 14 ft,,69,75
273,3,5:32.0,,K. Faried misses 2-pt layup from 1 ft,69,75
274,3,5:31.0,Defensive rebound by N. Hilário,,69,75
275,3,5:25.0,B. Beal makes 2-pt layup from 2 ft (assist by J. Wall),,71,75
276,3,4:54.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by A. Afflalo),71,77
277,3,4:45.0,Shooting foul by K. Faried (drawn by P. Pierce),,71,77
278,3,4:45.0,P. Pierce makes free throw 1 of 2,,72,77
279,3,4:45.0,R. Butler enters the game for B. Beal,,72,77
280,3,4:45.0,K. Humphries enters the game for N. Hilário,,72,77
281,3,4:45.0,P. Pierce makes free throw 2 of 2,,73,77
282,3,4:30.0,,W. Chandler misses 3-pt jump shot from 25 ft,73,77
283,3,4:27.0,,Offensive rebound by A. Afflalo,73,77
284,3,4:24.0,,A. Afflalo misses 3-pt jump shot from 23 ft,73,77
285,3,4:23.0,,Offensive rebound by W. Chandler,73,77
286,3,4:23.0,,W. Chandler makes 2-pt tip-in from 1 ft,73,79
287,3,4:05.0,Shooting foul by W. Chandler (drawn by P. Pierce),,73,79
288,3,4:05.0,P. Pierce makes free throw 1 of 2,,74,79
289,3,4:05.0,P. Pierce misses free throw 2 of 2,,74,79
290,3,4:03.0,,Defensive rebound by J. Nurkić,74,79
291,3,3:44.0,,A. Afflalo makes 3-pt jump shot from 25 ft (assist by T. Lawson),74,82
292,3,3:18.0,J. Wall misses 3-pt jump shot from 25 ft,,74,82
293,3,3:17.0,,Defensive rebound by A. Afflalo,74,82
294,3,3:09.0,M. Webster enters the game for P. Pierce,,74,82
295,3,3:03.0,,W. Chandler misses 2-pt layup from 1 ft,74,82
296,3,3:02.0,Defensive rebound by M. Webster,,74,82
297,3,2:52.0,,Denver full timeout,74,82
298,3,2:52.0,,J. Nelson enters the game for W. Chandler,74,82
299,3,2:52.0,,D. Gallinari enters the game for A. Afflalo,74,82
300,3,2:44.0,R. Butler makes 3-pt jump shot from 25 ft (assist by J. Wall),,77,82
301,3,2:18.0,,J. Nurkić misses 2-pt layup from 2 ft,77,82
302,3,2:16.0,Defensive rebound by R. Butler,,77,82
303,3,2:06.0,R. Butler misses 3-pt jump shot from 25 ft,,77,82
304,3,2:03.0,,Defensive rebound by K. Faried,77,82
305,3,1:57.0,,J. Nelson misses 3-pt jump shot from 26 ft,77,82
306,3,1:55.0,Defensive rebound by M. Gortat,,77,82
307,3,1:45.0,J. Wall makes 2-pt jump shot from 4 ft,,79,82
308,3,1:31.0,,T. Lawson misses 2-pt jump shot from 9 ft,79,82
309,3,1:29.0,,Offensive rebound by T. Lawson,79,82
310,3,1:29.0,,T. Lawson misses 2-pt tip-in at rim,79,82
311,3,1:27.0,Defensive rebound by K. Humphries,,79,82
312,3,1:19.0,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),,81,82
313,3,1:01.0,,Shooting foul by K. Humphries (drawn by J. Nurkić),81,82
314,3,1:01.0,,J. Nurkić makes free throw 1 of 2,81,83
315,3,1:01.0,,D. Arthur enters the game for K. Faried,81,83
316,3,1:01.0,,J. Nurkić makes free throw 2 of 2,81,84
317,3,0:43.0,M. Gortat misses 2-pt jump shot from 11 ft,,81,84
318,3,0:42.0,,Defensive rebound by J. Nurkić,81,84
319,3,0:37.0,,D. Arthur misses 2-pt jump shot from 15 ft,81,84
320,3,0:35.0,Defensive rebound by R. Butler,,81,84
321,3,0:24.0,M. Webster makes 2-pt jump shot from 19 ft (assist by J. Wall),,83,84
322,3,0:02.0,,D. Arthur misses 3-pt jump shot from 24 ft,83,84
323,3,0:01.0,Defensive rebound by M. Webster,,83,84
324,4,11:44.0,,Offensive foul by J. Hickson (drawn by K. Séraphin),83,84
325,4,11:44.0,,Turnover by J. Hickson (offensive foul),83,84
326,4,11:22.0,K. Séraphin misses 2-pt hook shot from 3 ft,,83,84
327,4,11:21.0,Offensive rebound by K. Séraphin,,83,84
328,4,11:10.0,K. Séraphin makes 2-pt layup from 2 ft,,85,84
329,4,10:51.0,,A. Afflalo misses 3-pt jump shot from 24 ft,85,84
330,4,10:49.0,Defensive rebound by R. Butler,,85,84
331,4,10:38.0,K. Séraphin makes 2-pt hook shot from 9 ft (assist by A. Miller),,87,84
332,4,10:38.0,,Denver full timeout,87,84
333,4,10:23.0,,D. Gallinari makes 3-pt jump shot from 24 ft (assist by J. Nelson),87,87
334,4,10:08.0,R. Butler misses 3-pt jump shot from 25 ft,,87,87
335,4,10:06.0,Offensive rebound by K. Séraphin,,87,87
336,4,10:04.0,K. Séraphin makes 2-pt jump shot from 3 ft,,89,87
337,4,9:49.0,,D. Arthur misses 2-pt jump shot from 18 ft,89,87
338,4,9:48.0,Defensive rebound by R. Butler,,89,87
339,4,9:28.0,Turnover by A. Miller (lost ball; steal by J. Nelson),,89,87
340,4,9:20.0,,A. Afflalo misses 2-pt jump shot from 5 ft (block by R. Butler),89,87
341,4,9:19.0,Defensive rebound by K. Humphries,,89,87
342,4,9:01.0,K. Séraphin misses 2-pt jump shot from 15 ft,,89,87
343,4,9:00.0,,Defensive rebound by D. Gallinari,89,87
344,4,8:55.0,,Shooting foul by R. Butler (drawn by D. Gallinari),89,87
345,4,8:55.0,,D. Gallinari makes free throw 1 of 2,89,88
346,4,8:55.0,B. Beal enters the game for M. Webster,,89,88
347,4,8:55.0,,D. Gallinari makes free throw 2 of 2,89,89
348,4,8:42.0,Shooting foul by A. Afflalo (drawn by B. Beal),,89,89
349,4,8:42.0,B. Beal makes 2-pt jump shot from 17 ft,,91,89
350,4,8:42.0,B. Beal makes free throw 1 of 1,,92,89
351,4,8:20.0,,A. Afflalo misses 2-pt layup from 2 ft,92,89
352,4,8:19.0,Defensive rebound by K. Humphries,,92,89
353,4,8:14.0,Offensive foul by K. Humphries (drawn by A. Afflalo),,92,89
354,4,8:14.0,Turnover by K. Humphries (offensive foul),,92,89
355,4,8:04.0,,J. Hickson misses 2-pt dunk at rim,92,89
356,4,8:03.0,Defensive rebound by A. Miller,,92,89
357,4,7:54.0,K. Humphries misses 2-pt hook shot from 5 ft,,92,89
358,4,7:54.0,Offensive rebound by Team,,92,89
359,4,7:27.0,A. Miller makes 2-pt jump shot from 20 ft,,94,89
360,4,7:19.0,,Personal foul by A. Miller (drawn by J. Nelson),94,89
361,4,7:19.0,J. Wall enters the game for A. Miller,,94,89
362,4,7:19.0,,T. Lawson enters the game for J. Nelson,94,89
363,4,7:15.0,,Shooting foul by K. Séraphin (drawn by J. Hickson),94,89
364,4,7:15.0,,J. Hickson misses free throw 1 of 2,94,89
365,4,7:15.0,,Offensive rebound by Team,94,89
366,4,7:15.0,,W. Chandler enters the game for D. Gallinari,94,89
367,4,7:15.0,,J. Hickson makes free throw 2 of 2,94,90
368,4,6:57.0,R. Butler misses 2-pt jump shot from 13 ft,,94,90
369,4,6:55.0,,Defensive rebound by W. Chandler,94,90
370,4,6:49.0,,Shooting foul by K. Séraphin (drawn by J. Hickson),94,90
371,4,6:49.0,,J. Hickson makes free throw 1 of 2,94,91
372,4,6:49.0,,J. Hickson makes free throw 2 of 2,94,92
373,4,6:28.0,K. Humphries makes 2-pt jump shot from 7 ft,,96,92
374,4,6:16.0,,W. Chandler makes 2-pt jump shot from 20 ft (assist by T. Lawson),96,94
375,4,5:58.0,Offensive foul by B. Beal (drawn by D. Arthur),,96,94
376,4,5:58.0,Turnover by B. Beal (offensive foul),,96,94
377,4,5:58.0,Official timeout,,96,94
378,4,5:58.0,N. Hilário enters the game for B. Beal,,96,94
379,4,5:58.0,P. Pierce enters the game for K. Séraphin,,96,94
380,4,5:58.0,,K. Faried enters the game for J. Hickson,96,94
381,4,5:43.0,,Turnover by A. Afflalo (lost ball; steal by N. Hilário),96,94
382,4,5:37.0,R. Butler misses 2-pt jump shot from 19 ft,,96,94
