,QUARTER,TIME_REMAINING,DENVER_ACTION,NEW YORK_ACTION,DENVER_SCORE,NEW YORK_SCORE
0,1,11:39.0,,J. Smith makes 2-pt layup from 1 ft (assist by C. Anthony),0,2
1,1,11:23.0,T. Mozgov misses 2-pt jump shot from 16 ft,,0,2
2,1,11:22.0,,Defensive rebound by C. Anthony,0,2
3,1,11:14.0,,C. Anthony makes 2-pt jump shot from 14 ft (assist by S. Larkin),0,4
4,1,10:55.0,A. Afflalo makes 3-pt jump shot from 24 ft (assist by T. Lawson),,3,4
5,1,10:43.0,,J. Smith misses 3-pt jump shot from 25 ft,3,4
6,1,10:42.0,Defensive rebound by K. Faried,,3,4
7,1,10:34.0,A. Afflalo misses 3-pt jump shot from 25 ft,,3,4
8,1,10:33.0,Offensive rebound by Team,,3,4
9,1,10:22.0,T. Lawson misses 3-pt jump shot from 25 ft,,3,4
10,1,10:20.0,Offensive rebound by K. Faried,,3,4
11,1,10:16.0,W. Chandler makes 3-pt jump shot from 23 ft (assist by K. Faried),,6,4
12,1,10:07.0,,Turnover by C. Anthony (bad pass; steal by K. Faried),6,4
13,1,10:00.0,W. Chandler misses 3-pt jump shot from 23 ft,,6,4
14,1,9:59.0,,Defensive rebound by Q. Acy,6,4
15,1,9:44.0,,Shooting foul by A. Afflalo (drawn by Q. Acy),6,4
16,1,9:44.0,,Q. Acy makes free throw 1 of 2,6,5
17,1,9:44.0,,Q. Acy makes free throw 2 of 2,6,6
18,1,9:23.0,A. Afflalo makes 3-pt jump shot from 26 ft (assist by W. Chandler),,9,6
19,1,9:09.0,,J. Smith makes 2-pt jump shot from 17 ft (assist by S. Dalembert),9,8
20,1,8:55.0,A. Afflalo makes 3-pt jump shot from 24 ft (assist by T. Lawson),,12,8
21,1,8:55.0,Shooting foul by J. Smith (drawn by A. Afflalo),,12,8
22,1,8:55.0,A. Afflalo makes free throw 1 of 1,,13,8
23,1,8:38.0,,Q. Acy misses 2-pt hook shot from 3 ft,13,8
24,1,8:36.0,,Offensive rebound by S. Dalembert,13,8
25,1,8:35.0,,S. Dalembert makes 2-pt layup at rim,13,10
26,1,8:31.0,K. Faried misses flagrant free throw 1 of 2,,13,10
27,1,8:31.0,Offensive rebound by Team,,13,10
28,1,8:31.0,K. Faried misses flagrant free throw 2 of 2,,13,10
29,1,8:31.0,Offensive rebound by Team,,13,10
30,1,8:25.0,Turnover by T. Lawson (bad pass; steal by J. Smith),,13,10
31,1,8:20.0,,S. Larkin makes 2-pt layup from 3 ft (assist by J. Smith),13,12
32,1,8:05.0,T. Mozgov makes 2-pt jump shot from 12 ft (assist by T. Lawson),,15,12
33,1,7:48.0,,J. Smith misses 3-pt jump shot from 24 ft,15,12
34,1,7:46.0,Defensive rebound by A. Afflalo,,15,12
35,1,7:40.0,W. Chandler makes 3-pt jump shot from 23 ft (assist by A. Afflalo),,18,12
36,1,7:22.0,,Turnover by C. Anthony (traveling),18,12
37,1,7:08.0,T. Lawson misses 2-pt jump shot from 9 ft,,18,12
38,1,7:07.0,,Defensive rebound by S. Dalembert,18,12
39,1,6:46.0,,C. Anthony misses 2-pt jump shot from 18 ft,18,12
40,1,6:45.0,Defensive rebound by T. Mozgov,,18,12
41,1,6:33.0,T. Mozgov misses 2-pt jump shot from 14 ft,,18,12
42,1,6:31.0,,Defensive rebound by Q. Acy,18,12
43,1,6:11.0,,J. Smith makes 2-pt jump shot from 15 ft,18,14
44,1,6:04.0,Denver full timeout,,18,14
45,1,6:04.0,,J. Smith enters the game for Q. Acy,18,14
46,1,6:04.0,,A. Stoudemire enters the game for S. Dalembert,18,14
47,1,6:02.0,Personal foul by S. Larkin (drawn by T. Lawson),,18,14
48,1,5:53.0,Personal foul by S. Larkin (drawn by T. Lawson),,18,14
49,1,5:53.0,,P. Prigioni enters the game for S. Larkin,18,14
50,1,5:41.0,Turnover by T. Lawson (lost ball; steal by J. Smith),,18,14
51,1,5:36.0,,Turnover by C. Anthony (traveling),18,14
52,1,5:24.0,K. Faried makes 2-pt hook shot from 6 ft (assist by T. Mozgov),,20,14
53,1,5:20.0,,Personal foul by W. Chandler (drawn by C. Anthony),20,14
54,1,5:10.0,,J. Smith makes 2-pt jump shot from 17 ft (assist by J. Smith),20,16
55,1,4:58.0,T. Mozgov makes 2-pt hook shot from 3 ft (assist by T. Lawson),,22,16
56,1,4:46.0,,Shooting foul by T. Mozgov (drawn by A. Stoudemire),22,16
57,1,4:46.0,,A. Stoudemire misses free throw 1 of 2,22,16
58,1,4:46.0,,Offensive rebound by Team,22,16
59,1,4:46.0,,A. Stoudemire makes free throw 2 of 2,22,17
60,1,4:26.0,K. Faried makes 2-pt dunk at rim,,24,17
61,1,4:12.0,,C. Anthony makes 2-pt jump shot from 6 ft,24,19
62,1,4:06.0,W. Chandler misses 2-pt layup from 2 ft,,24,19
63,1,4:05.0,Offensive rebound by W. Chandler,,24,19
64,1,4:05.0,W. Chandler misses 2-pt tip-in from 2 ft,,24,19
65,1,4:04.0,Offensive rebound by K. Faried,,24,19
66,1,4:04.0,K. Faried misses 2-pt tip-in from 2 ft,,24,19
67,1,4:02.0,,Defensive rebound by C. Anthony,24,19
68,1,3:56.0,,J. Smith makes 2-pt jump shot from 16 ft (assist by J. Smith),24,21
69,1,3:41.0,T. Lawson misses 2-pt layup from 2 ft,,24,21
70,1,3:39.0,,Defensive rebound by Team,24,21
71,1,3:21.0,,J. Smith misses 3-pt jump shot from 25 ft,24,21
72,1,3:19.0,Defensive rebound by W. Chandler,,24,21
73,1,3:12.0,A. Afflalo makes 3-pt jump shot from 23 ft (assist by W. Chandler),,27,21
74,1,2:59.0,,J. Smith makes 2-pt jump shot from 16 ft,27,23
75,1,2:52.0,Turnover by K. Faried (lost ball),,27,23
76,1,2:52.0,,New York full timeout,27,23
77,1,2:52.0,D. Arthur enters the game for K. Faried,,27,23
