,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CLEVELAND_ACTION,SACRAMENTO_SCORE,CLEVELAND_SCORE
62,1,4:11.0,Turnover by R. Gay (bad pass; steal by T. Mozgov),,16,24
63,1,4:11.0,,Personal foul by R. Gay (drawn by T. Mozgov),16,24
64,1,4:11.0,D. Williams enters the game for J. Thompson,,16,24
65,1,3:59.0,,T. Mozgov misses 2-pt hook shot from 5 ft,16,24
66,1,3:58.0,Defensive rebound by B. McLemore,,16,24
67,1,3:44.0,D. Cousins misses 2-pt jump shot from 5 ft,,16,24
68,1,3:42.0,Offensive rebound by D. Cousins,,16,24
69,1,3:42.0,D. Cousins misses 2-pt jump shot from 3 ft,,16,24
70,1,3:42.0,,Defensive rebound by Team,16,24
71,1,3:29.0,,S. Marion misses 2-pt layup from 1 ft,16,24
72,1,3:27.0,Defensive rebound by B. McLemore,,16,24
73,1,3:20.0,Personal foul by T. Mozgov (drawn by D. Cousins),,16,24
74,1,3:20.0,,T. Thompson enters the game for T. Mozgov,16,24
75,1,3:20.0,,L. James enters the game for J. Smith,16,24
76,1,3:20.0,O. Casspi enters the game for R. Gay,,16,24
77,1,3:12.0,D. Cousins makes 2-pt layup at rim (assist by D. Collison),,18,24
78,1,2:52.0,,K. Love makes 2-pt jump shot from 11 ft (assist by K. Irving),18,26
79,1,2:39.0,D. Williams misses 3-pt jump shot from 25 ft,,18,26
80,1,2:38.0,,Defensive rebound by T. Thompson,18,26
81,1,2:33.0,,Turnover by K. Irving (lost ball; steal by O. Casspi),18,26
82,1,2:26.0,O. Casspi misses 2-pt jump shot from 9 ft,,18,26
83,1,2:25.0,,Defensive rebound by L. James,18,26
84,1,2:13.0,,K. Love makes 2-pt jump shot from 7 ft,18,28
85,1,2:02.0,D. Collison misses 2-pt jump shot from 16 ft,,18,28
86,1,2:01.0,,Defensive rebound by T. Thompson,18,28
87,1,1:42.0,,K. Love makes 2-pt layup at rim (assist by L. James),18,30
88,1,1:36.0,Sacramento full timeout,,18,30
89,1,1:36.0,,Cleveland full timeout,18,30
90,1,1:36.0,,I. Shumpert enters the game for K. Love,18,30
91,1,1:36.0,,M. Dellavedova enters the game for K. Irving,18,30
92,1,1:23.0,D. Williams makes 2-pt dunk at rim (assist by D. Cousins),,20,30
93,1,1:07.0,,Turnover by L. James (lost ball),20,30
94,1,0:51.0,D. Williams misses 2-pt jump shot from 11 ft,,20,30
95,1,0:50.0,,Defensive rebound by S. Marion,20,30
96,1,0:39.0,,L. James misses 2-pt jump shot from 13 ft,20,30
97,1,0:37.0,,Offensive rebound by S. Marion,20,30
98,1,0:25.0,,L. James misses 3-pt jump shot from 22 ft,20,30
99,1,0:24.0,Defensive rebound by D. Cousins,,20,30
100,1,0:16.0,Turnover by D. Cousins (bad pass),,20,30
101,1,0:05.0,Offensive charge foul by L. James (drawn by D. Cousins),,20,30
102,1,0:05.0,,Turnover by L. James (offensive foul),20,30
103,1,0:03.0,Personal foul by M. Dellavedova (drawn by D. Collison),,20,30
104,1,0:00.0,D. Collison misses 3-pt jump shot from 26 ft,,20,30
105,1,0:00.0,Offensive rebound by Team,,20,30
106,2,11:46.0,,Turnover by L. James (traveling),20,30
107,2,11:35.0,Personal foul by I. Shumpert (drawn by B. McLemore),,20,30
108,2,11:31.0,,Violation by J. Smith (kicked ball),20,30
109,2,11:26.0,Turnover by O. Casspi (lost ball; steal by J. Smith),,20,30
110,2,11:15.0,,I. Shumpert misses 3-pt jump shot from 24 ft,20,30
111,2,11:14.0,Defensive rebound by D. Cousins,,20,30
112,2,11:00.0,O. Casspi misses 2-pt layup from 2 ft,,20,30
113,2,10:59.0,,Defensive rebound by M. Dellavedova,20,30
114,2,10:38.0,,Shooting foul by B. McLemore (drawn by T. Thompson),20,30
115,2,10:38.0,,T. Thompson makes free throw 1 of 2,20,31
116,2,10:38.0,N. Stauskas enters the game for B. McLemore,,20,31
117,2,10:38.0,,T. Thompson makes free throw 2 of 2,20,32
118,2,10:16.0,Shooting block foul by M. Dellavedova (drawn by R. Gay),,20,32
119,2,10:16.0,R. Gay makes free throw 1 of 2,,21,32
120,2,10:16.0,,Technical foul by J. Smith,21,32
121,2,10:16.0,Technical foul by D. Cousins,,21,32
122,2,10:16.0,,K. Irving enters the game for M. Dellavedova,21,32
123,2,10:16.0,R. Gay makes free throw 2 of 2,,22,32
124,2,10:01.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by K. Irving),22,35
125,2,9:47.0,J. Thompson enters the game for D. Cousins,,22,35
126,2,9:47.0,,K. Love enters the game for I. Shumpert,22,35
127,2,9:42.0,R. Gay misses 2-pt jump shot from 13 ft,,22,35
128,2,9:39.0,,Defensive rebound by K. Love,22,35
129,2,9:31.0,,L. James misses 2-pt layup from 1 ft,22,35
130,2,9:28.0,,Offensive rebound by T. Thompson,22,35
131,2,9:24.0,,K. Irving misses 2-pt layup from 1 ft,22,35
132,2,9:21.0,Defensive rebound by R. Gay,,22,35
133,2,9:17.0,R. Gay makes 2-pt layup at rim,,24,35
134,2,8:59.0,,K. Love misses 2-pt jump shot from 6 ft,24,35
135,2,8:58.0,,Offensive rebound by T. Thompson,24,35
136,2,8:50.0,,Personal foul by O. Casspi (drawn by K. Love),24,35
137,2,8:50.0,Official timeout,,24,35
138,2,8:50.0,C. Landry enters the game for O. Casspi,,24,35
139,2,8:43.0,,Personal foul by R. Gay (drawn by K. Love),24,35
140,2,8:31.0,,Shooting foul by C. Landry (drawn by L. James),24,35
141,2,8:31.0,,L. James makes free throw 1 of 2,24,36
142,2,8:31.0,,L. James makes free throw 2 of 2,24,37
143,2,8:17.0,N. Stauskas misses 2-pt jump shot from 20 ft,,24,37
144,2,8:16.0,Offensive rebound by C. Landry,,24,37
145,2,8:13.0,C. Landry makes 2-pt dunk at rim,,26,37
146,2,7:55.0,,K. Love misses 2-pt jump shot from 3 ft,26,37
147,2,7:54.0,Defensive rebound by J. Thompson,,26,37
148,2,7:45.0,C. Landry makes 2-pt hook shot from 8 ft (assist by R. Gay),,28,37
149,2,7:24.0,,Shooting foul by J. Thompson (drawn by K. Love),28,37
150,2,7:24.0,,K. Love makes free throw 1 of 2,28,38
151,2,7:24.0,,K. Love makes free throw 2 of 2,28,39
152,2,7:13.0,R. Gay makes 2-pt dunk at rim (assist by R. Sessions),,30,39
153,2,7:00.0,,K. Irving misses 3-pt jump shot from 25 ft,30,39
154,2,6:58.0,Defensive rebound by R. Gay,,30,39
155,2,6:44.0,C. Landry misses 2-pt jump shot from 15 ft,,30,39
156,2,6:43.0,,Defensive rebound by K. Irving,30,39
157,2,6:35.0,,K. Irving makes 3-pt jump shot from 25 ft,30,42
158,2,6:19.0,C. Landry misses 2-pt jump shot from 19 ft,,30,42
159,2,6:18.0,,Defensive rebound by K. Love,30,42
160,2,6:12.0,,K. Irving misses 3-pt jump shot from 28 ft,30,42
161,2,6:11.0,Defensive rebound by N. Stauskas,,30,42
162,2,6:05.0,R. Sessions misses 2-pt layup from 1 ft,,30,42
163,2,6:03.0,,Defensive rebound by Team,30,42
164,2,6:03.0,Loose ball foul by C. Landry (drawn by T. Thompson),,30,42
165,2,6:03.0,,T. Thompson makes free throw 1 of 2,30,43
166,2,6:03.0,D. Cousins enters the game for J. Thompson,,30,43
167,2,6:03.0,,I. Shumpert enters the game for L. James,30,43
168,2,6:03.0,,T. Thompson makes free throw 2 of 2,30,44
169,2,5:48.0,Turnover by D. Cousins (bad pass),,30,44
170,2,5:48.0,,Cleveland full timeout,30,44
171,2,5:48.0,,T. Mozgov enters the game for T. Thompson,30,44
172,2,5:33.0,,T. Mozgov makes 2-pt layup from 1 ft (assist by K. Love),30,46
173,2,5:14.0,D. Cousins misses 2-pt layup from 1 ft,,30,46
174,2,5:14.0,Offensive rebound by D. Cousins,,30,46
175,2,5:14.0,Shooting foul by K. Love (drawn by D. Cousins),,30,46
176,2,5:14.0,D. Cousins makes free throw 1 of 2,,31,46
177,2,5:14.0,D. Cousins makes free throw 2 of 2,,32,46
178,2,5:00.0,,J. Smith misses 3-pt jump shot from 25 ft,32,46
179,2,4:59.0,Defensive rebound by C. Landry,,32,46
180,2,4:52.0,Turnover by C. Landry (lost ball),,32,46
181,2,4:52.0,D. Collison enters the game for R. Sessions,,32,46
182,2,4:39.0,,Turnover by J. Smith (bad pass; steal by D. Cousins),32,46
183,2,4:28.0,R. Gay misses 2-pt hook shot from 5 ft,,32,46
184,2,4:24.0,Offensive rebound by R. Gay,,32,46
185,2,4:22.0,N. Stauskas misses 2-pt jump shot from 9 ft (block by T. Mozgov),,32,46
186,2,4:20.0,,Defensive rebound by T. Mozgov,32,46
187,2,4:15.0,,J. Smith misses 3-pt jump shot from 25 ft,32,46
188,2,4:14.0,,Offensive rebound by K. Love,32,46
189,2,4:10.0,,K. Love misses 2-pt jump shot from 9 ft (block by D. Collison),32,46
190,2,4:07.0,Defensive rebound by D. Collison,,32,46
191,2,4:07.0,Shooting foul by I. Shumpert (drawn by R. Gay),,32,46
192,2,4:07.0,R. Gay makes free throw 1 of 2,,33,46
193,2,4:07.0,B. McLemore enters the game for N. Stauskas,,33,46
194,2,4:07.0,R. Gay makes free throw 2 of 2,,34,46
195,2,3:53.0,,K. Irving makes 2-pt jump shot from 17 ft,34,48
196,2,3:36.0,R. Gay makes 2-pt jump shot from 13 ft,,36,48
197,2,3:20.0,,K. Irving misses 2-pt layup from 2 ft (block by D. Cousins),36,48
198,2,3:19.0,,Offensive rebound by T. Mozgov,36,48
199,2,3:15.0,,J. Smith misses 3-pt jump shot from 25 ft,36,48
200,2,3:14.0,Defensive rebound by D. Cousins,,36,48
201,2,3:08.0,B. McLemore misses 3-pt jump shot from 23 ft,,36,48
202,2,3:07.0,,Defensive rebound by T. Mozgov,36,48
203,2,2:49.0,,Turnover by K. Irving (lost ball; steal by D. Cousins),36,48
204,2,2:46.0,Turnover by D. Collison (step out of bounds),,36,48
205,2,2:46.0,Sacramento full timeout,,36,48
206,2,2:46.0,,L. James enters the game for I. Shumpert,36,48
207,2,2:46.0,,T. Thompson enters the game for T. Mozgov,36,48
208,2,2:32.0,,K. Love misses 3-pt jump shot from 23 ft,36,48
209,2,2:31.0,Defensive rebound by R. Gay,,36,48
210,2,2:28.0,Shooting foul by J. Smith (drawn by D. Cousins),,36,48
211,2,2:28.0,D. Cousins makes free throw 1 of 2,,37,48
212,2,2:28.0,D. Cousins misses free throw 2 of 2,,37,48
213,2,2:26.0,,Defensive rebound by T. Thompson,37,48
214,2,2:10.0,,L. James makes 2-pt dunk at rim (assist by K. Love),37,50
215,2,1:55.0,D. Collison makes 2-pt jump shot from 16 ft,,39,50
216,2,1:39.0,,J. Smith makes 2-pt jump shot from 14 ft,39,52
217,2,1:16.0,B. McLemore misses 2-pt jump shot from 5 ft (block by L. James),,39,52
218,2,1:16.0,,Defensive rebound by Team,39,52
219,2,1:16.0,,I. Shumpert enters the game for J. Smith,39,52
220,2,1:16.0,N. Stauskas enters the game for B. McLemore,,39,52
221,2,0:56.0,,T. Thompson makes 2-pt jump shot from 10 ft (assist by I. Shumpert),39,54
222,2,0:47.0,Turnover by D. Collison (bad pass; steal by L. James),,39,54
223,2,0:43.0,,Personal foul by D. Cousins (drawn by L. James),39,54
224,2,0:43.0,,L. James misses free throw 1 of 2,39,54
225,2,0:43.0,,Offensive rebound by Team,39,54
226,2,0:43.0,,S. Marion enters the game for K. Love,39,54
227,2,0:43.0,,L. James makes free throw 2 of 2,39,55
228,2,0:22.0,Shooting foul by S. Marion (drawn by D. Cousins),,39,55
229,2,0:22.0,D. Cousins makes free throw 1 of 2,,40,55
230,2,0:22.0,,J. Smith enters the game for I. Shumpert,40,55
231,2,0:22.0,D. Williams enters the game for R. Gay,,40,55
232,2,0:22.0,D. Cousins makes free throw 2 of 2,,41,55
233,2,0:03.0,,T. Thompson misses 2-pt dunk at rim,41,55
234,2,0:00.0,Defensive rebound by D. Cousins,,41,55
235,2,0:00.0,D. Collison makes 3-pt jump shot from 29 ft (assist by D. Cousins),,44,55
236,3,11:46.0,,L. James misses 2-pt jump shot from 14 ft,44,55
237,3,11:44.0,Defensive rebound by D. Cousins,,44,55
238,3,11:34.0,R. Gay misses 2-pt jump shot from 17 ft,,44,55
239,3,11:33.0,Offensive rebound by J. Thompson,,44,55
240,3,11:24.0,,Violation by J. Smith (kicked ball),44,55
241,3,11:09.0,D. Cousins makes 2-pt layup at rim,,46,55
242,3,10:54.0,,T. Mozgov makes 2-pt dunk at rim (assist by L. James),46,57
243,3,10:35.0,D. Collison misses 2-pt jump shot from 16 ft,,46,57
244,3,10:34.0,Offensive rebound by J. Thompson,,46,57
245,3,10:26.0,B. McLemore misses 3-pt jump shot from 25 ft,,46,57
246,3,10:25.0,,Defensive rebound by K. Love,46,57
247,3,10:07.0,,Personal foul by J. Thompson (drawn by K. Love),46,57
248,3,9:58.0,,K. Irving makes 3-pt jump shot from 24 ft (assist by L. James),46,60
249,3,9:36.0,Turnover by D. Cousins (bad pass; steal by L. James),,46,60
250,3,9:33.0,,Shooting foul by R. Gay (drawn by L. James),46,60
251,3,9:33.0,,L. James makes free throw 1 of 2,46,61
252,3,9:33.0,,L. James misses free throw 2 of 2,46,61
253,3,9:31.0,Defensive rebound by R. Gay,,46,61
254,3,9:21.0,R. Gay misses 2-pt jump shot from 6 ft (block by L. James),,46,61
255,3,9:20.0,,Defensive rebound by Team,46,61
256,3,9:03.0,,L. James misses 2-pt jump shot from 18 ft,46,61
257,3,9:02.0,Defensive rebound by D. Collison,,46,61
258,3,8:55.0,D. Collison makes 2-pt jump shot from 16 ft,,48,61
259,3,8:36.0,,K. Irving makes 2-pt layup at rim,48,63
260,3,8:18.0,R. Gay misses 3-pt jump shot from 23 ft,,48,63
261,3,8:16.0,,Defensive rebound by K. Love,48,63
262,3,8:13.0,,Turnover by K. Love (bad pass),48,63
263,3,7:53.0,Shooting foul by J. Smith (drawn by R. Gay),,48,63
264,3,7:53.0,R. Gay makes free throw 1 of 2,,49,63
265,3,7:53.0,R. Gay makes free throw 2 of 2,,50,63
266,3,7:36.0,,K. Irving makes 3-pt jump shot from 22 ft,50,66
267,3,7:24.0,J. Thompson misses 2-pt jump shot from 4 ft (block by T. Mozgov),,50,66
268,3,7:21.0,Offensive rebound by J. Thompson,,50,66
269,3,7:17.0,R. Gay misses 3-pt jump shot from 25 ft,,50,66
270,3,7:16.0,,Defensive rebound by J. Smith,50,66
271,3,7:10.0,,Turnover by L. James (bad pass; steal by D. Cousins),50,66
272,3,6:58.0,D. Cousins misses 2-pt jump shot from 6 ft,,50,66
273,3,6:55.0,,Defensive rebound by K. Love,50,66
274,3,6:41.0,,K. Love misses 3-pt jump shot from 25 ft,50,66
275,3,6:40.0,Defensive rebound by J. Thompson,,50,66
276,3,6:21.0,D. Collison misses 3-pt jump shot from 28 ft,,50,66
277,3,6:19.0,,Defensive rebound by K. Love,50,66
278,3,6:13.0,,L. James misses 3-pt jump shot from 25 ft,50,66
279,3,6:11.0,Defensive rebound by J. Thompson,,50,66
280,3,5:57.0,J. Thompson misses 2-pt hook shot from 6 ft,,50,66
281,3,5:55.0,,Defensive rebound by T. Mozgov,50,66
282,3,5:54.0,,Turnover by T. Mozgov (lost ball; steal by D. Cousins),50,66
283,3,5:53.0,J. Thompson makes 2-pt layup at rim,,52,66
284,3,5:53.0,Technical foul by J. Thompson,,52,66
285,3,5:53.0,,Cleveland full timeout,52,66
286,3,5:53.0,,S. Marion enters the game for L. James,52,66
287,3,5:53.0,,K. Irving misses technical free throw,52,66
288,3,5:53.0,,Offensive rebound by Team,52,66
289,3,5:39.0,,K. Irving makes 2-pt jump shot from 14 ft (assist by K. Love),52,68
290,3,5:39.0,,Shooting foul by D. Collison (drawn by K. Irving),52,68
291,3,5:39.0,,K. Irving misses free throw 1 of 1,52,68
292,3,5:38.0,Defensive rebound by J. Thompson,,52,68
293,3,5:16.0,D. Cousins misses 2-pt layup from 2 ft,,52,68
294,3,5:15.0,,Defensive rebound by T. Mozgov,52,68
295,3,5:14.0,,Turnover by T. Mozgov (bad pass; steal by R. Gay),52,68
296,3,5:10.0,R. Gay misses 2-pt layup from 3 ft (block by T. Mozgov),,52,68
297,3,5:09.0,,Defensive rebound by J. Smith,52,68
298,3,4:59.0,,K. Love makes 2-pt jump shot from 18 ft (assist by J. Smith),52,70
299,3,4:37.0,D. Cousins misses 2-pt jump shot from 15 ft,,52,70
300,3,4:36.0,,Defensive rebound by K. Love,52,70
301,3,4:30.0,,Turnover by K. Irving (bad pass; steal by D. Cousins),52,70
302,3,4:25.0,D. Collison makes 2-pt layup at rim (assist by D. Cousins),,54,70
303,3,4:11.0,,Shooting foul by B. McLemore (drawn by T. Mozgov),54,70
304,3,4:11.0,,T. Mozgov misses free throw 1 of 2,54,70
305,3,4:11.0,,Offensive rebound by Team,54,70
306,3,4:11.0,,M. Dellavedova enters the game for K. Irving,54,70
307,3,4:11.0,C. Landry enters the game for R. Gay,,54,70
308,3,4:11.0,O. Casspi enters the game for J. Thompson,,54,70
309,3,4:11.0,,T. Mozgov misses free throw 2 of 2,54,70
310,3,4:05.0,Defensive rebound by B. McLemore,,54,70
311,3,3:55.0,Personal foul by T. Mozgov (drawn by D. Cousins),,54,70
312,3,3:55.0,,T. Thompson enters the game for T. Mozgov,54,70
313,3,3:47.0,Turnover by D. Collison (traveling),,54,70
314,3,3:35.0,,K. Love misses 2-pt jump shot from 5 ft,54,70
315,3,3:33.0,,Offensive rebound by S. Marion,54,70
316,3,3:25.0,,J. Smith makes 3-pt jump shot from 25 ft,54,73
317,3,3:19.0,Shooting foul by S. Marion (drawn by O. Casspi),,54,73
318,3,3:19.0,O. Casspi makes free throw 1 of 2,,55,73
319,3,3:19.0,R. Sessions enters the game for D. Collison,,55,73
320,3,3:19.0,O. Casspi misses free throw 2 of 2,,55,73
321,3,3:18.0,Offensive rebound by D. Cousins,,55,73
322,3,3:17.0,D. Cousins misses 2-pt dunk at rim,,55,73
323,3,3:15.0,Offensive rebound by D. Cousins,,55,73
324,3,3:15.0,D. Cousins makes 2-pt layup from 1 ft,,57,73
325,3,2:51.0,,M. Dellavedova misses 2-pt jump shot from 9 ft,57,73
326,3,2:48.0,Defensive rebound by C. Landry,,57,73
327,3,2:45.0,Turnover by R. Sessions (lost ball; steal by J. Smith),,57,73
328,3,2:34.0,,K. Love makes 2-pt hook shot from 5 ft (assist by J. Smith),57,75
329,3,2:34.0,,Shooting foul by O. Casspi (drawn by K. Love),57,75
330,3,2:34.0,Sacramento full timeout,,57,75
331,3,2:34.0,,L. James enters the game for J. Smith,57,75
332,3,2:34.0,,K. Love makes free throw 1 of 1,57,76
333,3,2:24.0,Personal foul by T. Thompson (drawn by D. Cousins),,57,76
334,3,2:24.0,,T. Mozgov enters the game for K. Love,57,76
335,3,2:12.0,B. McLemore misses 3-pt jump shot from 24 ft,,57,76
336,3,2:11.0,,Defensive rebound by T. Thompson,57,76
337,3,2:04.0,,L. James makes 2-pt layup at rim,57,78
338,3,1:43.0,D. Cousins misses 2-pt jump shot from 13 ft,,57,78
339,3,1:42.0,,Defensive rebound by L. James,57,78
340,3,1:36.0,,L. James misses 2-pt jump shot from 8 ft,57,78
341,3,1:35.0,,Offensive rebound by T. Thompson,57,78
342,3,1:33.0,,T. Thompson misses 2-pt hook shot from 6 ft,57,78
343,3,1:33.0,Defensive rebound by Team,,57,78
344,3,1:33.0,,Loose ball foul by T. Mozgov (drawn by D. Cousins),57,78
345,3,1:33.0,D. Cousins makes free throw 1 of 2,,58,78
346,3,1:33.0,D. Williams enters the game for B. McLemore,,58,78
347,3,1:33.0,,I. Shumpert enters the game for T. Mozgov,58,78
348,3,1:33.0,D. Cousins makes free throw 2 of 2,,59,78
349,3,1:20.0,,I. Shumpert makes 3-pt jump shot from 25 ft (assist by L. James),59,81
350,3,1:06.0,O. Casspi makes 2-pt layup at rim,,61,81
351,3,0:51.0,,L. James misses 2-pt jump shot from 16 ft,61,81
352,3,0:50.0,Defensive rebound by D. Cousins,,61,81
353,3,0:42.0,Personal foul by M. Dellavedova (drawn by D. Cousins),,61,81
354,3,0:42.0,D. Cousins makes free throw 1 of 2,,62,81
355,3,0:42.0,D. Cousins makes free throw 2 of 2,,63,81
356,3,0:30.0,,L. James makes 2-pt jump shot from 12 ft,63,83
357,3,0:11.0,Personal foul by I. Shumpert (drawn by O. Casspi),,63,83
358,3,0:11.0,O. Casspi makes free throw 1 of 2,,64,83
359,3,0:11.0,J. Thompson enters the game for D. Cousins,,64,83
360,3,0:11.0,O. Casspi makes free throw 2 of 2,,65,83
361,3,0:06.0,,L. James makes 3-pt jump shot from 25 ft,65,86
362,3,0:00.0,R. Sessions misses 2-pt jump shot from 10 ft,,65,86
363,3,0:00.0,Offensive rebound by Team,,65,86
364,4,11:40.0,R. Gay misses 3-pt jump shot from 25 ft,,65,86
365,4,11:39.0,,Defensive rebound by T. Thompson,65,86
366,4,11:15.0,,I. Shumpert misses 2-pt jump shot from 20 ft,65,86
367,4,11:14.0,Defensive rebound by R. Gay,,65,86
368,4,11:01.0,R. Sessions misses 2-pt jump shot from 5 ft,,65,86
369,4,11:00.0,Offensive rebound by C. Landry,,65,86
370,4,11:00.0,Shooting foul by T. Thompson (drawn by C. Landry),,65,86
371,4,11:00.0,C. Landry makes free throw 1 of 2,,66,86
372,4,11:00.0,D. Cousins enters the game for J. Thompson,,66,86
373,4,11:00.0,C. Landry makes free throw 2 of 2,,67,86
374,4,10:49.0,,L. James makes 2-pt layup at rim,67,88
375,4,10:21.0,R. Gay makes 2-pt jump shot from 17 ft,,69,88
376,4,10:07.0,,Turnover by L. James (lost ball),69,88
377,4,9:57.0,D. Cousins misses 2-pt jump shot from 15 ft,,69,88
378,4,9:56.0,Offensive rebound by O. Casspi,,69,88
379,4,9:52.0,O. Casspi makes 2-pt layup from 2 ft,,71,88
380,4,9:32.0,,I. Shumpert misses 3-pt jump shot from 24 ft,71,88
381,4,9:31.0,Defensive rebound by C. Landry,,71,88
382,4,9:15.0,Turnover by O. Casspi (bad pass; steal by I. Shumpert),,71,88
383,4,9:10.0,,L. James makes 2-pt layup from 1 ft,71,90
384,4,9:10.0,Sacramento full timeout,,71,90
385,4,9:10.0,,J. Smith enters the game for S. Marion,71,90
386,4,8:53.0,Shooting foul by J. Smith (drawn by R. Gay),,71,90
387,4,8:53.0,R. Gay makes free throw 1 of 2,,72,90
388,4,8:53.0,R. Gay makes free throw 2 of 2,,73,90
389,4,8:32.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,73,90
390,4,8:31.0,Defensive rebound by R. Gay,,73,90
391,4,8:27.0,Turnover by O. Casspi (bad pass; steal by L. James),,73,90
392,4,8:16.0,,I. Shumpert makes 2-pt jump shot from 8 ft (assist by L. James),73,92
393,4,7:58.0,D. Cousins makes 2-pt layup at rim,,75,92
394,4,7:50.0,,L. James misses 3-pt jump shot from 28 ft,75,92
395,4,7:49.0,Defensive rebound by C. Landry,,75,92
396,4,7:35.0,R. Gay misses 2-pt layup from 1 ft,,75,92
397,4,7:32.0,,Defensive rebound by L. James,75,92
398,4,7:31.0,,Personal foul by O. Casspi (drawn by L. James),75,92
