,QUARTER,TIME_REMAINING,PHOENIX_ACTION,DETROIT_ACTION,PHOENIX_SCORE,DETROIT_SCORE
76,1,3:44.0,,S. Dinwiddie enters the game for K. Caldwell-Pope,15,14
77,1,3:44.0,E. Bledsoe makes free throw 2 of 2,,16,14
78,1,3:29.0,,C. Butler misses 3-pt jump shot from 24 ft,16,14
79,1,3:28.0,Defensive rebound by A. Len,,16,14
80,1,3:18.0,M. Morris misses 3-pt jump shot from 25 ft,,16,14
81,1,3:17.0,,Defensive rebound by G. Monroe,16,14
82,1,3:06.0,,Shooting foul by A. Len (drawn by B. Jennings),16,14
83,1,3:06.0,,B. Jennings makes free throw 1 of 2,16,15
84,1,3:06.0,,B. Jennings misses free throw 2 of 2,16,15
85,1,3:06.0,,Offensive rebound by J. Smith,16,15
86,1,3:01.0,,Turnover by J. Smith (lost ball; steal by I. Thomas),16,15
87,1,2:50.0,P. Tucker misses 3-pt jump shot from 25 ft,,16,15
88,1,2:49.0,,Defensive rebound by S. Dinwiddie,16,15
89,1,2:34.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,16,15
90,1,2:33.0,Defensive rebound by A. Len,,16,15
91,1,2:14.0,I. Thomas misses 2-pt jump shot from 9 ft,,16,15
92,1,2:11.0,,Defensive rebound by J. Smith,16,15
93,1,2:06.0,,B. Jennings misses 3-pt jump shot from 23 ft,16,15
94,1,2:05.0,,Offensive rebound by J. Smith,16,15
95,1,1:57.0,,C. Butler makes 3-pt jump shot from 26 ft (assist by J. Smith),16,18
96,1,1:48.0,Phoenix full timeout,,16,18
97,1,1:48.0,,D. Augustin enters the game for B. Jennings,16,18
98,1,1:48.0,,A. Drummond enters the game for G. Monroe,16,18
99,1,1:48.0,G. Green enters the game for M. Morris,,16,18
100,1,1:48.0,T. Warren enters the game for E. Bledsoe,,16,18
101,1,1:35.0,I. Thomas makes 3-pt jump shot from 26 ft,,19,18
102,1,1:19.0,,Shooting foul by A. Len (drawn by A. Drummond),19,18
103,1,1:19.0,,A. Drummond misses free throw 1 of 2,19,18
104,1,1:19.0,,Offensive rebound by Team,19,18
105,1,1:19.0,M. Plumlee enters the game for A. Len,,19,18
106,1,1:19.0,,A. Drummond misses free throw 2 of 2,19,18
107,1,1:18.0,Defensive rebound by P. Tucker,,19,18
108,1,1:08.0,Turnover by I. Thomas (lost ball; steal by D. Augustin),,19,18
109,1,0:58.0,,A. Drummond misses 2-pt layup at rim,19,18
110,1,0:57.0,Defensive rebound by P. Tucker,,19,18
111,1,0:42.0,T. Warren makes 2-pt layup at rim (assist by G. Green),,21,18
112,1,0:29.0,,Personal foul by P. Tucker (drawn by J. Smith),21,18
113,1,0:29.0,,J. Smith misses free throw 1 of 2,21,18
114,1,0:29.0,,Offensive rebound by Team,21,18
115,1,0:29.0,,J. Smith makes free throw 2 of 2,21,19
116,1,0:09.0,I. Thomas misses 2-pt jump shot from 6 ft,,21,19
117,1,0:08.0,,Defensive rebound by A. Drummond,21,19
118,1,0:07.0,,Turnover by A. Drummond (lost ball; steal by T. Warren),21,19
119,1,0:01.0,G. Green misses 3-pt jump shot from 26 ft,,21,19
120,1,0:00.0,Offensive rebound by Team,,21,19
121,2,11:50.0,Turnover by T. Warren (lost ball; steal by D. Augustin),,21,19
122,2,11:44.0,,D. Augustin misses 2-pt layup at rim (block by G. Green),21,19
123,2,11:43.0,Defensive rebound by I. Thomas,,21,19
124,2,11:35.0,G. Green misses 2-pt jump shot from 17 ft,,21,19
125,2,11:34.0,,Defensive rebound by A. Drummond,21,19
126,2,11:14.0,,J. Jerebko misses 2-pt layup from 1 ft,21,19
127,2,11:13.0,,Offensive rebound by Team,21,19
128,2,11:05.0,,C. Butler misses 3-pt jump shot from 23 ft,21,19
129,2,11:02.0,Defensive rebound by I. Thomas,,21,19
130,2,10:56.0,T. Warren misses 2-pt jump shot from 3 ft,,21,19
131,2,10:55.0,,Defensive rebound by J. Jerebko,21,19
132,2,10:47.0,,A. Drummond makes 2-pt layup at rim (assist by D. Augustin),21,21
133,2,10:28.0,G. Green misses 3-pt jump shot from 23 ft,,21,21
134,2,10:28.0,Offensive rebound by Team,,21,21
135,2,10:28.0,,Loose ball foul by A. Drummond (drawn by M. Plumlee),21,21
136,2,10:28.0,,G. Monroe enters the game for A. Drummond,21,21
137,2,10:19.0,G. Green makes 2-pt layup at rim (assist by I. Thomas),,23,21
138,2,10:03.0,,G. Monroe makes 2-pt hook shot from 6 ft,23,23
139,2,9:49.0,I. Thomas misses 2-pt layup from 2 ft (block by J. Jerebko),,23,23
140,2,9:47.0,,Defensive rebound by C. Butler,23,23
141,2,9:36.0,,D. Augustin makes 2-pt layup at rim,23,25
142,2,9:09.0,Turnover by Team (shot clock),,23,25
143,2,8:57.0,,Turnover by D. Augustin (lost ball; steal by G. Green),23,25
144,2,8:52.0,G. Green makes 2-pt layup at rim (assist by I. Thomas),,25,25
145,2,8:28.0,,G. Monroe misses 2-pt jump shot from 4 ft,25,25
146,2,8:26.0,,Offensive rebound by J. Jerebko,25,25
147,2,8:21.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,25,25
148,2,8:20.0,Defensive rebound by M. Plumlee,,25,25
149,2,8:08.0,G. Green makes 2-pt jump shot from 11 ft,,27,25
150,2,7:48.0,,G. Monroe makes 2-pt layup at rim (assist by D. Augustin),27,27
151,2,7:48.0,,Shooting foul by M. Plumlee (drawn by G. Monroe),27,27
152,2,7:48.0,Official timeout,,27,27
153,2,7:48.0,,K. Caldwell-Pope enters the game for C. Butler,27,27
154,2,7:48.0,,K. Singler enters the game for S. Dinwiddie,27,27
155,2,7:48.0,G. Dragić enters the game for M. Plumlee,,27,27
156,2,7:48.0,M. Morris enters the game for T. Warren,,27,27
157,2,7:48.0,,G. Monroe misses free throw 1 of 1,27,27
158,2,7:46.0,Defensive rebound by M. Morris,,27,27
159,2,7:31.0,Shooting foul by J. Jerebko (drawn by P. Tucker),,27,27
160,2,7:31.0,P. Tucker makes free throw 1 of 2,,28,27
161,2,7:31.0,P. Tucker makes free throw 2 of 2,,29,27
162,2,7:16.0,,K. Caldwell-Pope makes 2-pt jump shot from 17 ft,29,29
163,2,7:06.0,Turnover by I. Thomas (bad pass; steal by J. Jerebko),,29,29
164,2,6:52.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,29,29
165,2,6:51.0,Defensive rebound by I. Thomas,,29,29
166,2,6:41.0,G. Green misses 2-pt jump shot from 10 ft,,29,29
167,2,6:40.0,,Defensive rebound by G. Monroe,29,29
168,2,6:30.0,,D. Augustin misses 2-pt jump shot from 3 ft,29,29
169,2,6:29.0,Defensive rebound by P. Tucker,,29,29
170,2,6:23.0,I. Thomas misses 2-pt jump shot from 13 ft,,29,29
171,2,6:21.0,,Defensive rebound by G. Monroe,29,29
172,2,6:10.0,Offensive charge foul by K. Caldwell-Pope (drawn by M. Morris),,29,29
173,2,6:10.0,,Turnover by K. Caldwell-Pope (offensive foul),29,29
174,2,6:10.0,E. Bledsoe enters the game for I. Thomas,,29,29
175,2,6:10.0,,B. Jennings enters the game for K. Caldwell-Pope,29,29
176,2,6:10.0,,Technical foul by K. Caldwell-Pope,29,29
177,2,6:10.0,Technical foul by M. Morris,,29,29
178,2,5:49.0,G. Green misses 2-pt jump shot from 4 ft,,29,29
179,2,5:48.0,Offensive rebound by P. Tucker,,29,29
180,2,5:47.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,29,29
181,2,5:47.0,,Defensive rebound by Team,29,29
182,2,5:47.0,M. Morris enters the game for G. Green,,29,29
183,2,5:47.0,,Detroit full timeout,29,29
184,2,5:36.0,,K. Singler makes 2-pt layup from 1 ft,29,31
185,2,5:09.0,P. Tucker makes 2-pt jump shot from 8 ft,,31,31
186,2,4:53.0,,G. Monroe misses 2-pt layup from 1 ft,31,31
187,2,4:52.0,Defensive rebound by E. Bledsoe,,31,31
188,2,4:52.0,Personal foul by G. Monroe (drawn by E. Bledsoe),,31,31
189,2,4:40.0,G. Dragić makes 2-pt layup at rim (assist by M. Morris),,33,31
190,2,4:22.0,,G. Monroe misses 2-pt jump shot from 4 ft,33,31
191,2,4:21.0,Defensive rebound by E. Bledsoe,,33,31
192,2,4:11.0,M. Morris makes 2-pt layup at rim (assist by E. Bledsoe),,35,31
193,2,3:43.0,,J. Jerebko makes 3-pt jump shot from 28 ft (assist by K. Singler),35,34
194,2,3:23.0,P. Tucker makes 2-pt jump shot from 17 ft (assist by G. Dragić),,37,34
195,2,3:04.0,,K. Singler misses 2-pt jump shot from 21 ft,37,34
196,2,3:04.0,Defensive rebound by G. Dragić,,37,34
197,2,2:53.0,M. Morris misses 2-pt jump shot from 14 ft,,37,34
198,2,2:52.0,,Defensive rebound by K. Singler,37,34
199,2,2:44.0,,Shooting foul by M. Morris (drawn by D. Augustin),37,34
200,2,2:44.0,Phoenix full timeout,,37,34
201,2,2:44.0,,J. Smith enters the game for J. Jerebko,37,34
202,2,2:44.0,,D. Augustin makes free throw 1 of 2,37,35
203,2,2:44.0,,D. Augustin makes free throw 2 of 2,37,36
204,2,2:30.0,E. Bledsoe makes 2-pt jump shot from 7 ft,,39,36
205,2,2:06.0,,K. Singler makes 3-pt jump shot from 26 ft (assist by B. Jennings),39,39
206,2,1:44.0,P. Tucker misses 3-pt jump shot from 26 ft,,39,39
207,2,1:43.0,,Defensive rebound by G. Monroe,39,39
208,2,1:25.0,,J. Smith misses 2-pt jump shot from 13 ft,39,39
209,2,1:24.0,Defensive rebound by P. Tucker,,39,39
210,2,1:13.0,P. Tucker makes 2-pt jump shot from 19 ft (assist by E. Bledsoe),,41,39
211,2,0:59.0,,D. Augustin makes 2-pt layup at rim (assist by J. Smith),41,41
212,2,0:45.0,Turnover by M. Morris (traveling),,41,41
213,2,0:31.0,,D. Augustin misses 2-pt layup from 1 ft (block by E. Bledsoe),41,41
214,2,0:30.0,,Offensive rebound by G. Monroe,41,41
215,2,0:30.0,,G. Monroe makes 2-pt layup at rim,41,43
216,2,0:06.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,44,43
217,2,0:02.0,,Personal foul by E. Bledsoe (drawn by D. Augustin),44,43
218,2,0:01.0,,Detroit full timeout,44,43
219,2,0:01.0,A. Len enters the game for M. Morris,,44,43
220,2,0:01.0,,B. Jennings misses 3-pt jump shot from 24 ft,44,43
221,2,0:00.0,,Offensive rebound by Team,44,43
222,3,11:51.0,Offensive foul by M. Plumlee (drawn by K. Caldwell-Pope),,44,43
223,3,11:51.0,Turnover by M. Plumlee (offensive foul),,44,43
224,3,11:34.0,,A. Drummond misses 2-pt layup at rim,44,43
225,3,11:33.0,,Offensive rebound by A. Drummond,44,43
226,3,11:31.0,,A. Drummond misses 2-pt layup at rim,44,43
227,3,11:30.0,Defensive rebound by Team,,44,43
228,3,11:09.0,G. Dragić makes 2-pt jump shot from 13 ft,,46,43
229,3,10:55.0,,Turnover by A. Drummond (lost ball; steal by M. Morris),46,43
230,3,10:46.0,Turnover by G. Dragić (bad pass; steal by K. Caldwell-Pope),,46,43
231,3,10:40.0,,K. Caldwell-Pope makes 2-pt jump shot from 6 ft,46,45
232,3,10:23.0,M. Morris makes 2-pt jump shot from 17 ft,,48,45
233,3,10:02.0,,Personal foul by M. Morris (drawn by G. Monroe),48,45
234,3,10:02.0,,C. Butler enters the game for A. Drummond,48,45
235,3,10:02.0,,G. Monroe makes free throw 1 of 2,48,46
236,3,10:02.0,,G. Monroe makes free throw 2 of 2,48,47
237,3,9:50.0,Personal foul by C. Butler (drawn by M. Morris),,48,47
238,3,9:40.0,E. Bledsoe makes 2-pt layup at rim,,50,47
239,3,9:18.0,,C. Butler misses 3-pt jump shot from 24 ft,50,47
240,3,9:14.0,Defensive rebound by E. Bledsoe,,50,47
241,3,9:06.0,M. Morris makes 3-pt jump shot from 24 ft (assist by M. Morris),,53,47
242,3,8:53.0,,B. Jennings makes 2-pt layup at rim,53,49
243,3,8:41.0,G. Dragić misses 2-pt jump shot from 16 ft,,53,49
244,3,8:41.0,,Defensive rebound by Team,53,49
245,3,8:20.0,,Personal foul by M. Morris (drawn by J. Smith),53,49
246,3,8:20.0,P. Tucker enters the game for M. Morris,,53,49
247,3,8:10.0,,C. Butler misses 2-pt jump shot from 14 ft,53,49
248,3,8:09.0,Defensive rebound by E. Bledsoe,,53,49
249,3,8:03.0,G. Dragić misses 2-pt jump shot from 9 ft,,53,49
250,3,8:02.0,,Defensive rebound by J. Smith,53,49
251,3,7:53.0,,B. Jennings misses 3-pt jump shot from 26 ft,53,49
252,3,7:52.0,Defensive rebound by M. Plumlee,,53,49
253,3,7:35.0,E. Bledsoe makes 2-pt jump shot from 9 ft,,55,49
254,3,7:19.0,,G. Monroe misses 2-pt layup at rim,55,49
255,3,7:18.0,Defensive rebound by M. Plumlee,,55,49
256,3,7:08.0,M. Morris misses 2-pt jump shot from 13 ft,,55,49
257,3,7:07.0,,Defensive rebound by G. Monroe,55,49
258,3,7:03.0,,Turnover by G. Monroe (bad pass; steal by M. Morris),55,49
259,3,6:54.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,55,49
260,3,6:53.0,,Defensive rebound by G. Monroe,55,49
261,3,6:42.0,,B. Jennings misses 2-pt jump shot from 3 ft,55,49
262,3,6:41.0,Defensive rebound by M. Plumlee,,55,49
263,3,6:41.0,Personal foul by B. Jennings (drawn by M. Plumlee),,55,49
264,3,6:41.0,,Technical foul by G. Monroe,55,49
265,3,6:41.0,E. Bledsoe makes technical free throw,,56,49
266,3,6:41.0,,A. Drummond enters the game for G. Monroe,56,49
267,3,6:27.0,M. Plumlee makes 2-pt hook shot from 4 ft (assist by P. Tucker),,58,49
268,3,6:14.0,,J. Smith makes 2-pt layup at rim (assist by B. Jennings),58,51
269,3,6:14.0,,Shooting foul by M. Plumlee (drawn by J. Smith),58,51
270,3,6:14.0,A. Len enters the game for M. Plumlee,,58,51
271,3,6:14.0,,J. Smith misses free throw 1 of 1,58,51
272,3,6:14.0,Defensive rebound by P. Tucker,,58,51
273,3,6:00.0,M. Morris misses 3-pt jump shot from 25 ft,,58,51
274,3,5:59.0,,Defensive rebound by A. Drummond,58,51
275,3,5:49.0,,Turnover by B. Jennings (step out of bounds),58,51
276,3,5:49.0,,Detroit full timeout,58,51
277,3,5:27.0,,Offensive charge foul by A. Len (drawn by J. Smith),58,51
278,3,5:27.0,Turnover by A. Len (offensive foul),,58,51
279,3,5:05.0,,J. Smith misses 2-pt jump shot from 4 ft,58,51
280,3,5:04.0,Defensive rebound by E. Bledsoe,,58,51
281,3,5:00.0,Turnover by E. Bledsoe (lost ball; steal by B. Jennings),,58,51
282,3,4:51.0,,C. Butler makes 2-pt jump shot from 15 ft (assist by B. Jennings),58,53
283,3,4:43.0,Turnover by G. Dragić (lost ball; steal by B. Jennings),,58,53
284,3,4:39.0,,B. Jennings makes 2-pt layup at rim (assist by A. Drummond),58,55
285,3,4:21.0,P. Tucker makes 3-pt jump shot from 26 ft (assist by G. Dragić),,61,55
286,3,4:04.0,,Personal foul by E. Bledsoe (drawn by A. Drummond),61,55
287,3,4:04.0,,J. Jerebko enters the game for J. Smith,61,55
288,3,4:04.0,I. Thomas enters the game for E. Bledsoe,,61,55
289,3,3:48.0,,B. Jennings makes 2-pt layup at rim,61,57
290,3,3:28.0,I. Thomas misses 2-pt jump shot from 16 ft,,61,57
291,3,3:27.0,,Defensive rebound by C. Butler,61,57
292,3,3:12.0,,B. Jennings makes 2-pt layup from 1 ft,61,59
293,3,2:48.0,G. Dragić misses 2-pt jump shot from 11 ft,,61,59
294,3,2:47.0,,Defensive rebound by A. Drummond,61,59
295,3,2:40.0,,Personal foul by P. Tucker (drawn by B. Jennings),61,59
296,3,2:40.0,Phoenix full timeout,,61,59
297,3,2:40.0,G. Green enters the game for M. Morris,,61,59
298,3,2:40.0,,B. Jennings makes free throw 1 of 2,61,60
299,3,2:40.0,,B. Jennings makes free throw 2 of 2,61,61
300,3,2:16.0,A. Len makes 2-pt layup at rim (assist by G. Green),,63,61
301,3,1:52.0,,K. Caldwell-Pope misses 2-pt jump shot from 9 ft,63,61
302,3,1:51.0,Defensive rebound by P. Tucker,,63,61
303,3,1:40.0,I. Thomas misses 2-pt jump shot from 23 ft,,63,61
304,3,1:38.0,,Defensive rebound by A. Drummond,63,61
305,3,1:22.0,,K. Caldwell-Pope misses 2-pt jump shot from 16 ft,63,61
306,3,1:21.0,,Offensive rebound by J. Jerebko,63,61
307,3,1:14.0,,B. Jennings makes 2-pt layup at rim,63,63
308,3,1:14.0,,Shooting foul by A. Len (drawn by B. Jennings),63,63
309,3,1:14.0,,S. Dinwiddie enters the game for K. Caldwell-Pope,63,63
310,3,1:14.0,,B. Jennings makes free throw 1 of 1,63,64
311,3,0:56.0,G. Green misses 2-pt jump shot from 17 ft,,63,64
312,3,0:54.0,,Defensive rebound by A. Drummond,63,64
313,3,0:32.0,,S. Dinwiddie misses 2-pt jump shot from 4 ft,63,64
314,3,0:31.0,Defensive rebound by G. Green,,63,64
315,3,0:21.0,A. Len makes 2-pt jump shot from 16 ft (assist by G. Green),,65,64
316,3,0:02.0,,C. Butler misses 3-pt jump shot from 25 ft,65,64
317,3,0:00.0,,Offensive rebound by Team,65,64
318,4,11:43.0,,Turnover by D. Augustin (lost ball),65,64
319,4,11:22.0,G. Green makes 2-pt jump shot from 16 ft,,67,64
320,4,11:17.0,,Turnover by S. Dinwiddie (bad pass; steal by A. Len),67,64
321,4,11:06.0,A. Len makes 2-pt jump shot from 20 ft (assist by G. Green),,69,64
322,4,10:46.0,,A. Drummond misses 2-pt hook shot from 5 ft,69,64
323,4,10:44.0,,Offensive rebound by J. Jerebko,69,64
324,4,10:43.0,,J. Jerebko makes 2-pt tip-in at rim,69,66
325,4,10:21.0,E. Bledsoe misses 2-pt jump shot from 15 ft,,69,66
326,4,10:20.0,,Defensive rebound by J. Jerebko,69,66
327,4,9:58.0,,Turnover by A. Drummond (3 sec),69,66
328,4,9:38.0,Shooting foul by S. Dinwiddie (drawn by E. Bledsoe),,69,66
329,4,9:38.0,E. Bledsoe makes free throw 1 of 2,,70,66
330,4,9:38.0,E. Bledsoe makes free throw 2 of 2,,71,66
331,4,9:22.0,,J. Jerebko makes 2-pt jump shot from 17 ft (assist by S. Dinwiddie),71,68
332,4,9:10.0,I. Thomas misses 2-pt jump shot from 6 ft,,71,68
333,4,9:10.0,Offensive rebound by A. Len,,71,68
334,4,9:10.0,,Loose ball foul by J. Jerebko (drawn by A. Len),71,68
335,4,9:10.0,M. Plumlee enters the game for A. Len,,71,68
336,4,8:53.0,Turnover by G. Green (traveling),,71,68
337,4,8:53.0,Official timeout,,71,68
338,4,8:36.0,,A. Drummond misses 2-pt hook shot from 6 ft,71,68
339,4,8:35.0,Defensive rebound by M. Plumlee,,71,68
340,4,8:11.0,P. Tucker makes 2-pt jump shot from 15 ft,,73,68
341,4,7:47.0,,J. Jerebko misses 2-pt layup at rim,73,68
342,4,7:46.0,Defensive rebound by M. Plumlee,,73,68
343,4,7:42.0,E. Bledsoe misses 2-pt jump shot from 4 ft,,73,68
344,4,7:38.0,Offensive rebound by G. Green,,73,68
345,4,7:37.0,G. Green misses 3-pt jump shot from 25 ft,,73,68
346,4,7:36.0,,Defensive rebound by D. Augustin,73,68
347,4,7:33.0,,Shooting foul by E. Bledsoe (drawn by S. Dinwiddie),73,68
348,4,7:33.0,,S. Dinwiddie makes free throw 1 of 2,73,69
349,4,7:33.0,M. Morris enters the game for P. Tucker,,73,69
350,4,7:33.0,,G. Monroe enters the game for J. Jerebko,73,69
351,4,7:33.0,,S. Dinwiddie makes free throw 2 of 2,73,70
352,4,7:13.0,Shooting foul by G. Monroe (drawn by I. Thomas),,73,70
353,4,7:13.0,I. Thomas makes free throw 1 of 2,,74,70
354,4,7:13.0,,K. Caldwell-Pope enters the game for S. Dinwiddie,74,70
355,4,7:13.0,I. Thomas makes free throw 2 of 2,,75,70
356,4,6:52.0,,G. Monroe misses 2-pt hook shot from 5 ft,75,70
357,4,6:51.0,Defensive rebound by M. Plumlee,,75,70
358,4,6:42.0,I. Thomas misses 2-pt jump shot from 9 ft,,75,70
359,4,6:41.0,,Defensive rebound by G. Monroe,75,70
360,4,6:26.0,,Turnover by G. Monroe (bad pass; steal by E. Bledsoe),75,70
361,4,6:21.0,E. Bledsoe makes 2-pt dunk at rim (assist by M. Morris),,77,70
362,4,6:19.0,,Detroit full timeout,77,70
363,4,6:19.0,,B. Jennings enters the game for D. Augustin,77,70
364,4,5:57.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by G. Monroe),77,73
365,4,5:34.0,G. Green makes 2-pt jump shot from 16 ft,,79,73
366,4,5:14.0,,B. Jennings misses 3-pt jump shot from 26 ft,79,73
367,4,5:13.0,Defensive rebound by Team,,79,73
368,4,4:49.0,M. Plumlee misses 2-pt hook shot from 5 ft,,79,73
369,4,4:48.0,,Defensive rebound by A. Drummond,79,73
370,4,4:38.0,,G. Monroe makes 2-pt hook shot from 5 ft (assist by B. Jennings),79,75
371,4,4:24.0,,Offensive charge foul by M. Plumlee (drawn by G. Monroe),79,75
372,4,4:24.0,Turnover by M. Plumlee (offensive foul),,79,75
373,4,4:24.0,A. Len enters the game for M. Plumlee,,79,75
374,4,4:12.0,,G. Monroe misses 2-pt jump shot from 4 ft,79,75
375,4,4:10.0,Defensive rebound by A. Len,,79,75
376,4,3:54.0,G. Green makes 2-pt jump shot from 12 ft,,81,75
377,4,3:35.0,,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,81,75
378,4,3:34.0,Defensive rebound by G. Green,,81,75
379,4,3:24.0,Personal foul by B. Jennings (drawn by I. Thomas),,81,75
380,4,3:24.0,,J. Jerebko enters the game for A. Drummond,81,75
381,4,3:24.0,G. Dragić enters the game for I. Thomas,,81,75
382,4,3:13.0,M. Morris makes 2-pt jump shot from 20 ft (assist by E. Bledsoe),,83,75
383,4,3:13.0,,Detroit full timeout,83,75
