,QUARTER,TIME_REMAINING,UTAH_ACTION,PORTLAND_ACTION,UTAH_SCORE,PORTLAND_SCORE
46,1,4:48.0,D. Exum misses 2-pt jump shot from 19 ft,,12,16
47,1,4:47.0,,Defensive rebound by N. Batum,12,16
48,1,4:45.0,R. Gobert enters the game for E. Freedom,,12,16
49,1,4:36.0,,L. Aldridge makes 2-pt jump shot from 18 ft,12,18
50,1,4:16.0,D. Favors makes 2-pt layup from 1 ft (assist by J. Ingles),,14,18
51,1,4:01.0,,Turnover by S. Blake (bad pass; steal by D. Exum),14,18
52,1,3:56.0,D. Exum misses 2-pt layup from 1 ft,,14,18
53,1,3:56.0,Offensive rebound by Team,,14,18
54,1,3:56.0,T. Burke enters the game for D. Exum,,14,18
55,1,3:42.0,D. Favors misses 2-pt jump shot from 19 ft,,14,18
56,1,3:41.0,,Defensive rebound by C. Kaman,14,18
57,1,3:28.0,,D. Lillard misses 3-pt jump shot from 24 ft,14,18
58,1,3:27.0,Defensive rebound by R. Gobert,,14,18
59,1,3:22.0,Personal foul by D. Lillard (drawn by G. Hayward),,14,18
60,1,3:11.0,G. Hayward makes 2-pt jump shot from 16 ft,,16,18
61,1,2:54.0,,S. Blake makes 3-pt jump shot from 25 ft (assist by D. Lillard),16,21
62,1,2:45.0,G. Hayward misses 2-pt layup from 1 ft (block by L. Aldridge),,16,21
63,1,2:45.0,,Defensive rebound by Team,16,21
64,1,2:45.0,Utah full timeout,,16,21
65,1,2:45.0,E. Millsap enters the game for J. Ingles,,16,21
66,1,2:45.0,,W. Matthews enters the game for D. Lillard,16,21
67,1,2:45.0,,A. Crabbe enters the game for N. Batum,16,21
68,1,2:26.0,,L. Aldridge makes 2-pt jump shot from 15 ft,16,23
69,1,1:58.0,G. Hayward makes 3-pt jump shot from 29 ft (assist by D. Favors),,19,23
70,1,1:42.0,E. Freedom enters the game for D. Favors,,19,23
71,1,1:34.0,,W. Matthews misses 2-pt jump shot from 11 ft,19,23
72,1,1:33.0,Defensive rebound by E. Freedom,,19,23
73,1,1:20.0,E. Freedom makes 2-pt jump shot from 20 ft (assist by T. Burke),,21,23
74,1,1:01.0,,W. Matthews misses 2-pt layup from 1 ft (block by R. Gobert),21,23
75,1,1:01.0,,Offensive rebound by L. Aldridge,21,23
76,1,1:01.0,,Shooting foul by E. Millsap (drawn by L. Aldridge),21,23
77,1,1:01.0,,L. Aldridge makes free throw 1 of 2,21,24
78,1,1:01.0,,L. Aldridge makes free throw 2 of 2,21,25
79,1,0:50.0,Turnover by E. Freedom (traveling),,21,25
80,1,0:31.0,,C. Kaman misses 2-pt hook shot from 3 ft,21,25
81,1,0:30.0,,Offensive rebound by L. Aldridge,21,25
82,1,0:30.0,,L. Aldridge makes 2-pt tip-in at rim,21,27
83,1,0:14.0,Personal foul by S. Blake (drawn by T. Burke),,21,27
84,1,0:04.0,Shooting foul by A. Crabbe (drawn by G. Hayward),,21,27
85,1,0:04.0,G. Hayward makes free throw 1 of 2,,22,27
86,1,0:04.0,G. Hayward makes free throw 2 of 2,,23,27
87,1,0:00.0,,S. Blake misses 2-pt jump shot from 14 ft,23,27
88,1,0:00.0,,Offensive rebound by Team,23,27
89,2,11:47.0,,C. Kaman misses 2-pt jump shot from 15 ft,23,27
90,2,11:46.0,,Offensive rebound by M. Leonard,23,27
91,2,11:43.0,,Turnover by S. Blake (bad pass; steal by D. Exum),23,27
92,2,11:29.0,E. Freedom makes 2-pt jump shot from 3 ft (assist by T. Burke),,25,27
93,2,11:18.0,,W. Matthews misses 3-pt jump shot from 25 ft,25,27
94,2,11:17.0,,Offensive rebound by C. Kaman,25,27
95,2,11:07.0,,A. Crabbe misses 3-pt jump shot from 23 ft,25,27
96,2,11:06.0,Defensive rebound by T. Burke,,25,27
97,2,10:59.0,E. Millsap misses 3-pt jump shot from 22 ft,,25,27
98,2,10:58.0,,Defensive rebound by C. Kaman,25,27
99,2,10:55.0,,Turnover by W. Matthews (bad pass; steal by E. Millsap),25,27
100,2,10:38.0,E. Millsap misses 2-pt jump shot from 21 ft,,25,27
101,2,10:37.0,,Defensive rebound by A. Crabbe,25,27
102,2,10:23.0,J. Ingles enters the game for E. Millsap,,25,27
103,2,10:20.0,,M. Leonard makes 2-pt jump shot from 18 ft (assist by W. Matthews),25,29
104,2,10:04.0,T. Booker makes 2-pt jump shot from 16 ft,,27,29
105,2,9:51.0,,Turnover by M. Leonard (traveling),27,29
106,2,9:35.0,T. Burke makes 2-pt jump shot from 16 ft,,29,29
107,2,9:14.0,,W. Matthews makes 2-pt layup from 1 ft (assist by C. Kaman),29,31
108,2,9:00.0,Turnover by T. Booker (lost ball),,29,31
109,2,8:58.0,Loose ball foul by T. Booker (drawn by S. Blake),,29,31
110,2,8:58.0,,C. McCollum enters the game for A. Crabbe,29,31
111,2,8:58.0,E. Millsap enters the game for J. Ingles,,29,31
112,2,8:46.0,Official timeout,,29,31
113,2,8:46.0,,R. Lopez enters the game for C. Kaman,29,31
114,2,8:43.0,,M. Leonard misses 2-pt jump shot from 20 ft,29,31
115,2,8:42.0,,Offensive rebound by W. Matthews,29,31
116,2,8:26.0,,M. Leonard misses 3-pt jump shot from 25 ft,29,31
117,2,8:25.0,Defensive rebound by D. Exum,,29,31
118,2,8:07.0,T. Burke misses 2-pt jump shot from 13 ft,,29,31
119,2,8:06.0,,Defensive rebound by M. Leonard,29,31
120,2,8:02.0,,Personal foul by D. Exum (drawn by S. Blake),29,31
121,2,8:02.0,J. Ingles enters the game for D. Exum,,29,31
122,2,8:02.0,,D. Lillard enters the game for W. Matthews,29,31
123,2,8:02.0,,N. Batum enters the game for S. Blake,29,31
124,2,8:02.0,R. Gobert enters the game for T. Booker,,29,31
125,2,7:58.0,,Personal foul by E. Millsap (drawn by D. Lillard),29,31
126,2,7:47.0,,D. Lillard makes 2-pt layup from 1 ft,29,33
127,2,7:32.0,E. Freedom misses 2-pt jump shot from 15 ft,,29,33
128,2,7:32.0,,Defensive rebound by Team,29,33
129,2,7:32.0,Loose ball foul by R. Gobert (drawn by R. Lopez),,29,33
130,2,7:13.0,,Turnover by D. Lillard (lost ball; steal by R. Gobert),29,33
131,2,6:55.0,T. Burke makes 2-pt jump shot from 17 ft,,31,33
132,2,6:45.0,,C. McCollum misses 2-pt jump shot from 15 ft,31,33
133,2,6:44.0,,Offensive rebound by M. Leonard,31,33
134,2,6:34.0,,D. Lillard misses 3-pt jump shot from 24 ft,31,33
135,2,6:33.0,,Offensive rebound by Team,31,33
136,2,6:33.0,D. Favors enters the game for E. Freedom,,31,33
137,2,6:16.0,,Turnover by M. Leonard (3 sec),31,33
138,2,5:56.0,D. Favors misses 2-pt hook shot from 6 ft,,31,33
139,2,5:54.0,,Defensive rebound by M. Leonard,31,33
140,2,5:37.0,,N. Batum makes 2-pt layup from 2 ft (assist by D. Lillard),31,35
141,2,5:24.0,T. Burke misses 2-pt jump shot from 14 ft,,31,35
142,2,5:23.0,Offensive rebound by D. Favors,,31,35
143,2,5:23.0,Shooting foul by M. Leonard (drawn by D. Favors),,31,35
144,2,5:23.0,,Portland full timeout,31,35
145,2,5:23.0,,L. Aldridge enters the game for M. Leonard,31,35
146,2,5:23.0,G. Hayward enters the game for T. Burke,,31,35
147,2,5:23.0,D. Favors makes free throw 1 of 2,,32,35
148,2,5:23.0,D. Favors misses free throw 2 of 2,,32,35
149,2,5:22.0,,Defensive rebound by L. Aldridge,32,35
150,2,5:00.0,,R. Lopez misses 2-pt hook shot from 7 ft,32,35
151,2,5:00.0,,Offensive rebound by Team,32,35
152,2,5:00.0,Loose ball foul by G. Hayward (drawn by N. Batum),,32,35
153,2,5:00.0,,N. Batum makes free throw 1 of 2,32,36
154,2,5:00.0,,N. Batum makes free throw 2 of 2,32,37
155,2,4:46.0,D. Favors misses 2-pt layup from 2 ft (block by R. Lopez),,32,37
156,2,4:44.0,,Defensive rebound by N. Batum,32,37
157,2,4:32.0,,N. Batum misses 2-pt jump shot from 13 ft,32,37
158,2,4:31.0,Defensive rebound by R. Gobert,,32,37
159,2,4:20.0,J. Ingles misses 2-pt jump shot from 10 ft,,32,37
160,2,4:17.0,Offensive rebound by R. Gobert,,32,37
161,2,4:17.0,R. Gobert makes 2-pt tip-in at rim,,34,37
162,2,3:57.0,,L. Aldridge makes 2-pt jump shot from 15 ft,34,39
163,2,3:39.0,Shooting foul by C. McCollum (drawn by D. Favors),,34,39
164,2,3:39.0,D. Favors makes free throw 1 of 2,,35,39
165,2,3:39.0,D. Favors misses free throw 2 of 2,,35,39
166,2,3:38.0,,Defensive rebound by D. Lillard,35,39
167,2,3:29.0,,N. Batum makes 3-pt jump shot from 25 ft,35,42
168,2,3:22.0,Utah full timeout,,35,42
169,2,3:22.0,,W. Matthews enters the game for C. McCollum,35,42
170,2,3:22.0,T. Burke enters the game for E. Millsap,,35,42
171,2,3:08.0,G. Hayward misses 2-pt layup from 1 ft,,35,42
172,2,3:07.0,Offensive rebound by G. Hayward,,35,42
173,2,3:07.0,G. Hayward makes 2-pt tip-in from 1 ft,,37,42
174,2,2:51.0,,Turnover by R. Lopez (bad pass),37,42
175,2,2:51.0,,Loose ball foul by L. Aldridge (drawn by R. Gobert),37,42
176,2,2:42.0,Shooting foul by R. Lopez (drawn by D. Favors),,37,42
177,2,2:42.0,D. Favors misses free throw 1 of 2,,37,42
178,2,2:42.0,Offensive rebound by Team,,37,42
179,2,2:42.0,,C. Kaman enters the game for R. Lopez,37,42
180,2,2:42.0,D. Favors makes free throw 2 of 2,,38,42
181,2,2:18.0,,L. Aldridge misses 3-pt jump shot from 25 ft,38,42
182,2,2:17.0,Defensive rebound by D. Favors,,38,42
183,2,2:08.0,T. Burke makes 2-pt layup from 1 ft,,40,42
184,2,1:41.0,,N. Batum misses 2-pt jump shot from 20 ft,40,42
185,2,1:39.0,Defensive rebound by D. Favors,,40,42
186,2,1:28.0,Shooting foul by D. Lillard (drawn by T. Burke),,40,42
187,2,1:28.0,T. Burke makes free throw 1 of 2,,41,42
188,2,1:28.0,T. Burke makes free throw 2 of 2,,42,42
189,2,1:13.0,,W. Matthews makes 2-pt jump shot from 18 ft,42,44
190,2,0:54.0,T. Burke makes 2-pt jump shot from 17 ft,,44,44
191,2,0:37.0,,W. Matthews misses 3-pt jump shot from 23 ft,44,44
192,2,0:37.0,Defensive rebound by Team,,44,44
193,2,0:37.0,,S. Blake enters the game for D. Lillard,44,44
194,2,0:30.0,G. Hayward makes 3-pt jump shot from 24 ft (assist by D. Favors),,47,44
195,2,0:29.0,,Portland full timeout,47,44
196,2,0:29.0,,R. Lopez enters the game for C. Kaman,47,44
197,2,0:29.0,,D. Lillard enters the game for S. Blake,47,44
198,2,0:16.0,,N. Batum misses 3-pt jump shot from 23 ft,47,44
199,2,0:15.0,,Offensive rebound by L. Aldridge,47,44
200,2,0:14.0,,Shooting foul by R. Gobert (drawn by L. Aldridge),47,44
201,2,0:14.0,,L. Aldridge misses free throw 1 of 2,47,44
202,2,0:14.0,,Offensive rebound by Team,47,44
203,2,0:14.0,,S. Blake enters the game for D. Lillard,47,44
204,2,0:14.0,E. Freedom enters the game for R. Gobert,,47,44
205,2,0:14.0,,L. Aldridge misses free throw 2 of 2,47,44
206,2,0:13.0,Defensive rebound by E. Freedom,,47,44
207,2,0:01.0,T. Burke misses 2-pt jump shot from 5 ft (block by R. Lopez),,47,44
208,2,0:01.0,Offensive rebound by Team,,47,44
209,3,11:45.0,,D. Lillard makes 2-pt layup from 1 ft (assist by N. Batum),47,46
210,3,11:45.0,,Shooting foul by D. Exum (drawn by D. Lillard),47,46
211,3,11:45.0,,D. Lillard makes free throw 1 of 1,47,47
212,3,11:21.0,G. Hayward misses 2-pt layup from 1 ft,,47,47
213,3,11:20.0,,Defensive rebound by L. Aldridge,47,47
214,3,11:08.0,Offensive charge foul by L. Aldridge (drawn by D. Exum),,47,47
215,3,11:08.0,,Turnover by L. Aldridge (offensive foul),47,47
216,3,10:53.0,Turnover by G. Hayward (bad pass; steal by W. Matthews),,47,47
217,3,10:46.0,,W. Matthews makes 2-pt layup at rim,47,49
218,3,10:27.0,Turnover by J. Ingles (bad pass; steal by W. Matthews),,47,49
219,3,10:08.0,,R. Lopez makes 2-pt hook shot from 4 ft,47,51
220,3,9:52.0,Shooting foul by N. Batum (drawn by G. Hayward),,47,51
221,3,9:52.0,G. Hayward makes free throw 1 of 2,,48,51
222,3,9:52.0,G. Hayward misses free throw 2 of 2,,48,51
223,3,9:51.0,,Defensive rebound by W. Matthews,48,51
224,3,9:38.0,,D. Lillard makes 2-pt jump shot from 16 ft,48,53
225,3,9:21.0,D. Favors misses 2-pt jump shot from 15 ft,,48,53
226,3,9:20.0,,Defensive rebound by R. Lopez,48,53
227,3,9:09.0,,Turnover by N. Batum (bad pass; steal by G. Hayward),48,53
228,3,9:05.0,G. Hayward makes 2-pt dunk at rim,,50,53
229,3,8:43.0,,Shooting foul by G. Hayward (drawn by W. Matthews),50,53
230,3,8:43.0,,W. Matthews misses free throw 1 of 3,50,53
231,3,8:43.0,,Offensive rebound by Team,50,53
232,3,8:43.0,,W. Matthews makes free throw 2 of 3,50,54
233,3,8:43.0,,W. Matthews makes free throw 3 of 3,50,55
234,3,8:30.0,G. Hayward misses 2-pt jump shot from 7 ft (block by N. Batum),,50,55
235,3,8:28.0,,Defensive rebound by D. Lillard,50,55
236,3,8:21.0,,Personal foul by D. Favors (drawn by D. Lillard),50,55
237,3,8:18.0,,R. Lopez makes 2-pt layup from 2 ft (assist by N. Batum),50,57
238,3,8:18.0,,Shooting foul by D. Exum (drawn by R. Lopez),50,57
239,3,8:18.0,T. Burke enters the game for D. Exum,,50,57
240,3,8:18.0,,R. Lopez misses free throw 1 of 1,50,57
241,3,8:16.0,Defensive rebound by R. Gobert,,50,57
242,3,7:52.0,T. Burke misses 3-pt jump shot from 26 ft,,50,57
243,3,7:51.0,,Defensive rebound by R. Lopez,50,57
244,3,7:50.0,,Personal block foul by J. Ingles (drawn by W. Matthews),50,57
245,3,7:50.0,,W. Matthews makes free throw 1 of 2,50,58
246,3,7:50.0,,W. Matthews makes free throw 2 of 2,50,59
247,3,7:41.0,Shooting foul by R. Lopez (drawn by G. Hayward),,50,59
248,3,7:41.0,G. Hayward makes free throw 1 of 2,,51,59
249,3,7:41.0,G. Hayward misses free throw 2 of 2,,51,59
250,3,7:40.0,,Defensive rebound by R. Lopez,51,59
251,3,7:32.0,,Personal foul by D. Favors (drawn by N. Batum),51,59
252,3,7:32.0,,N. Batum makes free throw 1 of 2,51,60
253,3,7:32.0,,N. Batum misses free throw 2 of 2,51,60
254,3,7:31.0,Defensive rebound by R. Gobert,,51,60
255,3,7:12.0,Turnover by R. Gobert (bad pass; steal by N. Batum),,51,60
256,3,7:03.0,,R. Lopez misses 2-pt hook shot from 10 ft,51,60
257,3,7:03.0,Defensive rebound by Team,,51,60
258,3,6:47.0,Turnover by T. Burke (bad pass; steal by W. Matthews),,51,60
259,3,6:43.0,,Shooting foul by J. Ingles (drawn by W. Matthews),51,60
260,3,6:43.0,,W. Matthews makes free throw 1 of 2,51,61
261,3,6:43.0,,W. Matthews makes free throw 2 of 2,51,62
262,3,6:22.0,D. Favors makes 2-pt jump shot from 13 ft (assist by T. Burke),,53,62
263,3,6:06.0,,Turnover by R. Lopez (offensive goaltending),53,62
264,3,5:51.0,D. Favors makes 2-pt dunk at rim (assist by J. Ingles),,55,62
265,3,5:37.0,,L. Aldridge misses 2-pt jump shot from 20 ft,55,62
266,3,5:36.0,Defensive rebound by G. Hayward,,55,62
267,3,5:30.0,Shooting foul by R. Lopez (drawn by D. Favors),,55,62
268,3,5:30.0,D. Favors makes 2-pt layup from 1 ft (assist by G. Hayward),,57,62
269,3,5:30.0,,Portland full timeout,57,62
270,3,5:30.0,,C. Kaman enters the game for R. Lopez,57,62
271,3,5:30.0,,S. Blake enters the game for W. Matthews,57,62
272,3,5:30.0,D. Favors makes free throw 1 of 1,,58,62
273,3,5:15.0,,N. Batum misses 2-pt jump shot from 13 ft,58,62
274,3,5:14.0,Defensive rebound by G. Hayward,,58,62
275,3,5:05.0,G. Hayward makes 2-pt jump shot from 12 ft,,60,62
276,3,4:43.0,,L. Aldridge misses 2-pt hook shot from 4 ft,60,62
277,3,4:41.0,Defensive rebound by R. Gobert,,60,62
278,3,4:39.0,G. Hayward makes 2-pt jump shot from 4 ft (assist by T. Burke),,62,62
279,3,4:39.0,Shooting foul by S. Blake (drawn by G. Hayward),,62,62
280,3,4:39.0,E. Freedom enters the game for D. Favors,,62,62
281,3,4:39.0,G. Hayward misses free throw 1 of 1,,62,62
282,3,4:38.0,,Defensive rebound by C. Kaman,62,62
283,3,4:25.0,,D. Lillard makes 2-pt layup from 2 ft,62,64
284,3,4:08.0,E. Freedom misses 2-pt jump shot from 17 ft,,62,64
285,3,4:07.0,,Defensive rebound by N. Batum,62,64
286,3,3:59.0,,D. Lillard makes 2-pt jump shot from 15 ft,62,66
287,3,3:46.0,E. Freedom makes 2-pt layup from 1 ft (assist by G. Hayward),,64,66
288,3,3:36.0,,D. Lillard misses 3-pt jump shot from 25 ft,64,66
289,3,3:35.0,Defensive rebound by R. Gobert,,64,66
290,3,3:30.0,Turnover by T. Burke (bad pass; steal by D. Lillard),,64,66
291,3,3:24.0,,D. Lillard makes 2-pt layup from 1 ft (assist by S. Blake),64,68
292,3,3:06.0,T. Burke misses 3-pt jump shot from 26 ft,,64,68
293,3,3:04.0,,Defensive rebound by N. Batum,64,68
294,3,3:02.0,,Turnover by N. Batum (bad pass; steal by T. Burke),64,68
295,3,2:53.0,Turnover by T. Burke (bad pass; steal by S. Blake),,64,68
296,3,2:51.0,,Personal foul by J. Ingles (drawn by S. Blake),64,68
297,3,2:51.0,Utah full timeout,,64,68
298,3,2:51.0,E. Millsap enters the game for J. Ingles,,64,68
299,3,2:51.0,,W. Matthews enters the game for N. Batum,64,68
300,3,2:51.0,,S. Blake makes free throw 1 of 2,64,69
301,3,2:51.0,,S. Blake misses free throw 2 of 2,64,69
302,3,2:50.0,Defensive rebound by R. Gobert,,64,69
303,3,2:29.0,T. Burke misses 3-pt jump shot from 28 ft,,64,69
304,3,2:28.0,,Defensive rebound by L. Aldridge,64,69
305,3,2:05.0,,L. Aldridge misses 2-pt jump shot from 18 ft,64,69
306,3,2:04.0,Defensive rebound by E. Millsap,,64,69
307,3,1:53.0,G. Hayward makes 2-pt jump shot from 17 ft (assist by R. Gobert),,66,69
308,3,1:38.0,,S. Blake makes 3-pt jump shot from 23 ft (assist by D. Lillard),66,72
309,3,1:21.0,E. Freedom misses 2-pt jump shot from 17 ft,,66,72
310,3,1:19.0,,Defensive rebound by L. Aldridge,66,72
311,3,1:06.0,,L. Aldridge misses 2-pt layup at rim,66,72
312,3,1:05.0,Defensive rebound by E. Freedom,,66,72
313,3,0:56.0,R. Gobert misses 2-pt layup from 1 ft,,66,72
314,3,0:55.0,Offensive rebound by E. Freedom,,66,72
315,3,0:54.0,E. Freedom makes 2-pt layup from 1 ft,,68,72
316,3,0:40.0,,Offensive foul by W. Matthews (drawn by T. Burke),68,72
317,3,0:40.0,,Turnover by W. Matthews (offensive foul),68,72
318,3,0:40.0,,Technical foul by W. Matthews,68,72
319,3,0:40.0,,C. McCollum enters the game for D. Lillard,68,72
320,3,0:40.0,T. Burke makes technical free throw,,69,72
321,3,0:31.0,Shooting foul by C. Kaman (drawn by E. Freedom),,69,72
322,3,0:31.0,E. Freedom misses free throw 1 of 2,,69,72
323,3,0:31.0,Offensive rebound by Team,,69,72
324,3,0:31.0,E. Freedom makes free throw 2 of 2,,70,72
325,3,0:22.0,,Def 3 sec tech foul by E. Millsap,70,72
326,3,0:22.0,,L. Aldridge misses technical free throw,70,72
327,3,0:22.0,,Offensive rebound by Team,70,72
328,3,0:13.0,,S. Blake misses 3-pt jump shot from 26 ft,70,72
329,3,0:11.0,Defensive rebound by R. Gobert,,70,72
330,3,0:02.0,T. Burke misses 2-pt jump shot from 18 ft,,70,72
331,3,0:01.0,,Defensive rebound by S. Blake,70,72
332,4,11:42.0,D. Favors misses 2-pt jump shot from 10 ft,,70,72
333,4,11:41.0,Offensive rebound by E. Freedom,,70,72
334,4,11:35.0,E. Freedom misses 2-pt hook shot from 4 ft,,70,72
335,4,11:32.0,,Defensive rebound by C. Kaman,70,72
336,4,11:22.0,,Turnover by W. Matthews (bad pass; steal by D. Favors),70,72
337,4,11:01.0,D. Favors misses 2-pt jump shot from 14 ft,,70,72
338,4,10:59.0,,Defensive rebound by C. McCollum,70,72
339,4,10:47.0,,C. McCollum makes 3-pt jump shot from 25 ft,70,75
340,4,10:34.0,Shooting block foul by M. Leonard (drawn by E. Freedom),,70,75
341,4,10:34.0,E. Freedom makes free throw 1 of 2,,71,75
342,4,10:34.0,E. Freedom makes free throw 2 of 2,,72,75
343,4,10:19.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by C. Kaman),72,78
344,4,10:08.0,E. Freedom makes 2-pt layup from 1 ft,,74,78
345,4,10:08.0,Shooting foul by M. Leonard (drawn by E. Freedom),,74,78
346,4,10:08.0,E. Freedom makes free throw 1 of 1,,75,78
347,4,9:54.0,,C. McCollum misses 2-pt jump shot from 13 ft,75,78
348,4,9:52.0,,Offensive rebound by C. McCollum,75,78
349,4,9:50.0,,C. Kaman misses 2-pt jump shot from 3 ft,75,78
350,4,9:48.0,Defensive rebound by E. Millsap,,75,78
351,4,9:27.0,E. Millsap makes 3-pt jump shot from 23 ft (assist by T. Burke),,78,78
352,4,9:16.0,,Personal foul by T. Burke (drawn by S. Blake),78,78
353,4,9:06.0,,C. McCollum misses 3-pt jump shot from 26 ft,78,78
354,4,9:05.0,Defensive rebound by Team,,78,78
355,4,8:53.0,T. Burke makes 2-pt jump shot from 17 ft,,80,78
356,4,8:52.0,,Portland full timeout,80,78
357,4,8:52.0,,D. Lillard enters the game for W. Matthews,80,78
358,4,8:52.0,,N. Batum enters the game for C. McCollum,80,78
359,4,8:38.0,,M. Leonard makes 2-pt jump shot from 14 ft (assist by D. Lillard),80,80
360,4,8:21.0,Turnover by D. Exum (bad pass; steal by D. Lillard),,80,80
361,4,8:17.0,,Shooting foul by D. Exum (drawn by N. Batum),80,80
362,4,8:17.0,,N. Batum makes free throw 1 of 2,80,81
363,4,8:17.0,J. Ingles enters the game for D. Exum,,80,81
364,4,8:17.0,R. Gobert enters the game for D. Favors,,80,81
365,4,8:17.0,,N. Batum makes free throw 2 of 2,80,82
366,4,7:59.0,E. Millsap misses 2-pt layup from 2 ft,,80,82
367,4,7:58.0,Offensive rebound by R. Gobert,,80,82
368,4,7:56.0,R. Gobert makes 2-pt layup at rim,,82,82
369,4,7:41.0,,M. Leonard misses 3-pt jump shot from 29 ft,82,82
370,4,7:40.0,Defensive rebound by R. Gobert,,82,82
371,4,7:24.0,E. Millsap misses 2-pt layup from 2 ft (block by C. Kaman),,82,82
372,4,7:22.0,Offensive rebound by E. Freedom,,82,82
373,4,7:21.0,E. Freedom misses 2-pt jump shot from 3 ft,,82,82
374,4,7:21.0,Offensive rebound by R. Gobert,,82,82
375,4,7:21.0,Shooting foul by C. Kaman (drawn by R. Gobert),,82,82
376,4,7:21.0,R. Gobert makes free throw 1 of 2,,83,82
377,4,7:21.0,,L. Aldridge enters the game for C. Kaman,83,82
378,4,7:21.0,R. Gobert misses free throw 2 of 2,,83,82
379,4,7:19.0,,Defensive rebound by L. Aldridge,83,82
380,4,7:11.0,,D. Lillard makes 2-pt dunk at rim,83,84
381,4,7:01.0,Utah full timeout,,83,84
382,4,7:01.0,G. Hayward enters the game for E. Millsap,,83,84
383,4,6:54.0,G. Hayward makes 2-pt dunk at rim,,85,84
384,4,6:36.0,,D. Lillard makes 2-pt jump shot from 12 ft (assist by S. Blake),85,86
385,4,6:15.0,J. Ingles misses 3-pt jump shot from 25 ft,,85,86
386,4,6:14.0,Offensive rebound by E. Freedom,,85,86
387,4,6:12.0,E. Freedom misses 2-pt tip-in at rim (block by N. Batum),,85,86
388,4,6:11.0,Offensive rebound by R. Gobert,,85,86
389,4,6:11.0,R. Gobert misses 2-pt tip-in at rim,,85,86
390,4,6:11.0,,Defensive rebound by Team,85,86
391,4,6:11.0,,R. Lopez enters the game for M. Leonard,85,86
