,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,DALLAS_ACTION,GOLDEN STATE_SCORE,DALLAS_SCORE
0,1,11:41.0,,Turnover by D. Nowitzki (bad pass),0,0
1,1,11:21.0,H. Barnes misses 2-pt jump shot from 19 ft,,0,0
2,1,11:20.0,Offensive rebound by F. Ezeli,,0,0
3,1,11:20.0,F. Ezeli makes 2-pt layup at rim,,2,0
4,1,11:10.0,,M. Ellis misses 2-pt jump shot from 19 ft,2,0
5,1,11:08.0,Defensive rebound by D. Green,,2,0
6,1,10:59.0,H. Barnes makes 2-pt layup from 1 ft,,4,0
7,1,10:41.0,,D. Nowitzki makes 2-pt jump shot from 13 ft,4,2
8,1,10:32.0,S. Curry makes 2-pt jump shot from 12 ft,,6,2
9,1,10:11.0,,Turnover by D. Nowitzki (bad pass),6,2
10,1,9:56.0,S. Curry misses 3-pt jump shot from 25 ft,,6,2
11,1,9:55.0,,Defensive rebound by T. Chandler,6,2
12,1,9:32.0,,R. Jefferson misses 2-pt jump shot from 6 ft (block by H. Barnes),6,2
13,1,9:31.0,Defensive rebound by D. Green,,6,2
14,1,9:21.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),,9,2
15,1,8:56.0,,R. Jefferson makes 3-pt jump shot from 22 ft (assist by J. Nelson),9,5
16,1,8:47.0,S. Curry makes 3-pt jump shot from 24 ft,,12,5
17,1,8:28.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,12,5
18,1,8:27.0,Defensive rebound by H. Barnes,,12,5
19,1,8:19.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),,15,5
20,1,8:18.0,,Dallas full timeout,15,5
21,1,8:04.0,,T. Chandler makes 2-pt dunk at rim (assist by M. Ellis),15,7
22,1,7:42.0,H. Barnes makes 2-pt jump shot from 5 ft,,17,7
23,1,7:27.0,,J. Nelson misses 3-pt jump shot from 25 ft,17,7
24,1,7:26.0,Defensive rebound by D. Green,,17,7
25,1,7:19.0,D. Green makes 2-pt jump shot from 14 ft,,19,7
26,1,7:05.0,,Shooting foul by F. Ezeli (drawn by T. Chandler),19,7
27,1,7:05.0,,T. Chandler misses free throw 1 of 2,19,7
28,1,7:05.0,,Offensive rebound by Team,19,7
29,1,7:05.0,,T. Chandler makes free throw 2 of 2,19,8
30,1,6:53.0,K. Thompson misses 3-pt jump shot from 23 ft,,19,8
31,1,6:52.0,,Defensive rebound by J. Nelson,19,8
32,1,6:46.0,,Shooting foul by D. Green (drawn by T. Chandler),19,8
33,1,6:46.0,,T. Chandler makes free throw 1 of 2,19,9
34,1,6:46.0,,J. Crowder enters the game for D. Nowitzki,19,9
35,1,6:46.0,,T. Chandler makes free throw 2 of 2,19,10
36,1,6:27.0,D. Green misses 2-pt jump shot from 4 ft,,19,10
37,1,6:26.0,,Defensive rebound by J. Crowder,19,10
38,1,6:17.0,,Personal foul by D. Green (drawn by T. Chandler),19,10
39,1,6:17.0,A. Iguodala enters the game for D. Green,,19,10
40,1,6:11.0,,M. Ellis misses 2-pt jump shot from 13 ft,19,10
41,1,6:10.0,,Offensive rebound by J. Nelson,19,10
42,1,6:03.0,,J. Nelson misses 2-pt layup from 1 ft,19,10
43,1,6:01.0,,Offensive rebound by T. Chandler,19,10
44,1,6:01.0,,T. Chandler misses 2-pt tip-in from 1 ft,19,10
45,1,6:00.0,Defensive rebound by H. Barnes,,19,10
46,1,5:57.0,K. Thompson makes 2-pt layup at rim (assist by H. Barnes),,21,10
47,1,5:32.0,,Turnover by M. Ellis (bad pass; steal by H. Barnes),21,10
48,1,5:22.0,K. Thompson makes 2-pt jump shot from 15 ft,,23,10
49,1,5:04.0,,R. Jefferson misses 3-pt jump shot from 24 ft,23,10
50,1,5:03.0,,Offensive rebound by J. Nelson,23,10
51,1,4:55.0,,J. Nelson makes 2-pt jump shot from 6 ft,23,12
52,1,4:43.0,Shooting foul by R. Jefferson (drawn by F. Ezeli),,23,12
53,1,4:43.0,F. Ezeli makes free throw 1 of 2,,24,12
54,1,4:43.0,,D. Harris enters the game for J. Nelson,24,12
55,1,4:43.0,S. Livingston enters the game for K. Thompson,,24,12
56,1,4:43.0,F. Ezeli makes free throw 2 of 2,,25,12
57,1,4:35.0,,M. Ellis misses 2-pt jump shot from 5 ft (block by F. Ezeli),25,12
58,1,4:33.0,Defensive rebound by A. Iguodala,,25,12
59,1,4:14.0,S. Curry makes 3-pt jump shot from 29 ft (assist by A. Iguodala),,28,12
60,1,4:01.0,,Shooting foul by H. Barnes (drawn by T. Chandler),28,12
61,1,4:01.0,,T. Chandler makes free throw 1 of 2,28,13
62,1,4:01.0,M. Speights enters the game for F. Ezeli,,28,13
63,1,4:01.0,,T. Chandler misses free throw 2 of 2,28,13
64,1,4:00.0,Defensive rebound by M. Speights,,28,13
65,1,3:43.0,S. Livingston makes 2-pt layup at rim (assist by S. Curry),,30,13
66,1,3:29.0,,M. Ellis misses 2-pt layup from 2 ft,30,13
67,1,3:27.0,Defensive rebound by S. Livingston,,30,13
68,1,3:20.0,S. Curry misses 3-pt jump shot from 24 ft,,30,13
69,1,3:19.0,Offensive rebound by H. Barnes,,30,13
70,1,3:05.0,Turnover by S. Livingston (bad pass; steal by D. Harris),,30,13
71,1,2:56.0,,D. Harris misses 2-pt jump shot from 3 ft,30,13
72,1,2:56.0,Defensive rebound by Team,,30,13
73,1,2:56.0,,Loose ball foul by T. Chandler (drawn by M. Speights),30,13
74,1,2:56.0,Golden State full timeout,,30,13
75,1,2:56.0,,B. Wright enters the game for R. Jefferson,30,13
76,1,2:56.0,,D. Nowitzki enters the game for T. Chandler,30,13
77,1,2:43.0,S. Curry misses 2-pt jump shot from 10 ft,,30,13
78,1,2:42.0,Offensive rebound by H. Barnes,,30,13
79,1,2:39.0,H. Barnes makes 2-pt layup at rim,,32,13
80,1,2:14.0,,M. Ellis misses 3-pt jump shot from 22 ft,32,13
81,1,2:13.0,,Offensive rebound by D. Nowitzki,32,13
82,1,2:07.0,,D. Nowitzki makes 2-pt layup at rim,32,15
83,1,1:53.0,M. Speights misses 2-pt jump shot from 10 ft,,32,15
84,1,1:52.0,,Defensive rebound by J. Crowder,32,15
85,1,1:46.0,,M. Ellis makes 2-pt jump shot from 2 ft (assist by J. Crowder),32,17
86,1,1:28.0,Shooting foul by M. Ellis (drawn by S. Livingston),,32,17
87,1,1:28.0,S. Livingston makes free throw 1 of 2,,33,17
