,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,BOSTON_ACTION,OKLAHOMA CITY_SCORE,BOSTON_SCORE
106,2,9:51.0,,K. Olynyk makes free throw 1 of 2,21,25
107,2,9:51.0,,K. Olynyk misses free throw 2 of 2,21,25
108,2,9:50.0,Defensive rebound by A. Morrow,,21,25
109,2,9:34.0,A. Morrow misses 3-pt jump shot from 24 ft,,21,25
110,2,9:32.0,,Defensive rebound by G. Wallace,21,25
111,2,9:26.0,,Turnover by J. Sullinger (bad pass),21,25
112,2,9:14.0,Shooting foul by J. Sullinger (drawn by S. Telfair),,21,25
113,2,9:14.0,S. Telfair misses free throw 1 of 2,,21,25
114,2,9:14.0,Offensive rebound by Team,,21,25
115,2,9:14.0,,A. Bradley enters the game for P. Pressey,21,25
116,2,9:14.0,S. Telfair makes free throw 2 of 2,,22,25
117,2,9:03.0,,A. Bradley misses 3-pt jump shot from 22 ft,22,25
118,2,9:02.0,Defensive rebound by S. Telfair,,22,25
119,2,8:57.0,L. Thomas makes 2-pt dunk at rim (assist by S. Telfair),,24,25
120,2,8:56.0,,Boston full timeout,24,25
121,2,8:36.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by A. Bradley),24,28
122,2,8:13.0,N. Collison misses 2-pt jump shot from 18 ft,,24,28
123,2,8:11.0,,Defensive rebound by A. Bradley,24,28
124,2,7:57.0,,K. Olynyk makes 2-pt dunk at rim (assist by E. Turner),24,30
125,2,7:42.0,S. Telfair makes 3-pt jump shot from 22 ft (assist by A. Morrow),,27,30
126,2,7:33.0,,A. Bradley misses 3-pt jump shot from 23 ft,27,30
127,2,7:32.0,Defensive rebound by L. Thomas,,27,30
128,2,7:18.0,N. Collison misses 3-pt jump shot from 22 ft,,27,30
129,2,7:17.0,Offensive rebound by Team,,27,30
130,2,7:17.0,,R. Rondo enters the game for E. Turner,27,30
131,2,7:17.0,S. Ibaka enters the game for L. Thomas,,27,30
132,2,7:17.0,,B. Bass enters the game for G. Wallace,27,30
133,2,7:17.0,,J. Green enters the game for J. Sullinger,27,30
134,2,7:05.0,A. Morrow misses 2-pt layup from 2 ft (block by K. Olynyk),,27,30
135,2,7:03.0,,Defensive rebound by J. Green,27,30
136,2,6:57.0,,A. Bradley misses 3-pt jump shot from 22 ft,27,30
137,2,6:55.0,Defensive rebound by A. Morrow,,27,30
138,2,6:48.0,N. Collison makes 2-pt layup at rim (assist by S. Telfair),,29,30
139,2,6:32.0,,Shooting foul by S. Ibaka (drawn by B. Bass),29,30
140,2,6:32.0,,B. Bass makes free throw 1 of 2,29,31
141,2,6:32.0,,B. Bass makes free throw 2 of 2,29,32
142,2,6:16.0,Shooting foul by J. Green (drawn by A. Morrow),,29,32
143,2,6:16.0,A. Morrow makes free throw 1 of 2,,30,32
144,2,6:16.0,A. Morrow makes free throw 2 of 2,,31,32
145,2,5:59.0,,A. Bradley misses 2-pt layup from 2 ft,31,32
146,2,5:57.0,,Offensive rebound by R. Rondo,31,32
147,2,5:53.0,,Shooting foul by S. Telfair (drawn by J. Green),31,32
148,2,5:53.0,Official timeout,,31,32
149,2,5:53.0,R. Jackson enters the game for K. Perkins,,31,32
150,2,5:53.0,S. Adams enters the game for S. Telfair,,31,32
151,2,5:53.0,,J. Green makes free throw 1 of 2,31,33
152,2,5:53.0,,J. Green makes free throw 2 of 2,31,34
153,2,5:30.0,S. Ibaka misses 2-pt hook shot from 4 ft,,31,34
154,2,5:29.0,,Defensive rebound by J. Green,31,34
155,2,5:22.0,,K. Olynyk makes 2-pt jump shot from 5 ft (assist by R. Rondo),31,36
156,2,5:10.0,Offensive foul by S. Adams (drawn by K. Olynyk),,31,36
157,2,5:10.0,Turnover by S. Adams (offensive foul),,31,36
158,2,4:55.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by K. Olynyk),31,39
159,2,4:28.0,N. Collison makes 3-pt jump shot from 24 ft (assist by R. Jackson),,34,39
160,2,4:19.0,,K. Olynyk makes 2-pt layup at rim (assist by R. Rondo),34,41
161,2,4:18.0,Oklahoma City full timeout,,34,41
162,2,4:02.0,Turnover by S. Adams (lost ball; steal by R. Rondo),,34,41
163,2,3:57.0,,R. Rondo makes 2-pt layup from 1 ft,34,43
164,2,3:42.0,R. Jackson makes 2-pt jump shot from 6 ft,,36,43
165,2,3:24.0,,A. Bradley misses 3-pt jump shot from 24 ft,36,43
166,2,3:22.0,Defensive rebound by A. Morrow,,36,43
167,2,3:10.0,S. Ibaka misses 2-pt jump shot from 17 ft,,36,43
168,2,3:09.0,,Defensive rebound by Team,36,43
169,2,3:01.0,,Turnover by J. Green (step out of bounds),36,43
170,2,2:50.0,N. Collison misses 2-pt jump shot from 20 ft,,36,43
171,2,2:49.0,Offensive rebound by S. Adams,,36,43
172,2,2:49.0,S. Adams misses 2-pt tip-in at rim,,36,43
173,2,2:48.0,Offensive rebound by Team,,36,43
174,2,2:48.0,J. Lamb enters the game for A. Morrow,,36,43
175,2,2:48.0,,T. Zeller enters the game for K. Olynyk,36,43
176,2,2:48.0,,J. Sullinger enters the game for B. Bass,36,43
177,2,2:37.0,R. Jackson misses 3-pt jump shot from 24 ft,,36,43
178,2,2:36.0,,Defensive rebound by J. Sullinger,36,43
179,2,2:27.0,,J. Green makes 2-pt layup at rim (assist by R. Rondo),36,45
180,2,2:10.0,Turnover by S. Adams (lost ball),,36,45
181,2,1:59.0,,R. Rondo makes 3-pt jump shot from 24 ft (assist by J. Sullinger),36,48
182,2,1:51.0,Oklahoma City full timeout,,36,48
183,2,1:40.0,Shooting foul by T. Zeller (drawn by N. Collison),,36,48
184,2,1:40.0,N. Collison makes free throw 1 of 2,,37,48
185,2,1:40.0,N. Collison makes free throw 2 of 2,,38,48
186,2,1:26.0,,J. Green misses 3-pt jump shot from 23 ft,38,48
187,2,1:25.0,Defensive rebound by Team,,38,48
188,2,1:15.0,N. Collison misses 2-pt jump shot from 18 ft,,38,48
189,2,1:14.0,,Defensive rebound by Team,38,48
190,2,1:14.0,Loose ball foul by S. Adams (drawn by T. Zeller),,38,48
191,2,1:04.0,,R. Rondo misses 2-pt jump shot from 5 ft,38,48
192,2,1:03.0,,Offensive rebound by R. Rondo,38,48
193,2,1:02.0,,A. Bradley makes 3-pt jump shot from 25 ft (assist by R. Rondo),38,51
194,2,0:49.0,Personal foul by A. Bradley (drawn by R. Jackson),,38,51
195,2,0:49.0,R. Jackson makes free throw 1 of 2,,39,51
196,2,0:49.0,,K. Olynyk enters the game for T. Zeller,39,51
197,2,0:49.0,R. Jackson makes free throw 2 of 2,,40,51
198,2,0:35.0,,R. Rondo misses 2-pt layup from 1 ft,40,51
199,2,0:33.0,Defensive rebound by S. Adams,,40,51
200,2,0:21.0,Personal foul by A. Bradley (drawn by R. Jackson),,40,51
201,2,0:21.0,L. Thomas enters the game for N. Collison,,40,51
202,2,0:21.0,R. Jackson makes free throw 1 of 2,,41,51
203,2,0:21.0,R. Jackson makes free throw 2 of 2,,42,51
204,2,0:05.0,,A. Bradley misses 3-pt jump shot from 24 ft,42,51
205,2,0:03.0,Defensive rebound by S. Adams,,42,51
206,3,11:47.0,,J. Sullinger makes 2-pt jump shot from 22 ft (assist by R. Rondo),42,53
207,3,11:33.0,S. Adams makes 2-pt dunk at rim (assist by J. Lamb),,44,53
208,3,11:16.0,,J. Green misses 3-pt jump shot from 22 ft,44,53
209,3,11:14.0,,Offensive rebound by K. Olynyk,44,53
210,3,11:10.0,,A. Bradley misses 2-pt jump shot from 19 ft,44,53
211,3,11:09.0,Defensive rebound by J. Lamb,,44,53
212,3,10:53.0,J. Lamb misses 3-pt jump shot from 25 ft,,44,53
213,3,10:52.0,,Defensive rebound by K. Olynyk,44,53
214,3,10:40.0,,K. Olynyk misses 3-pt jump shot from 24 ft,44,53
215,3,10:39.0,Defensive rebound by S. Ibaka,,44,53
216,3,10:31.0,L. Thomas misses 2-pt jump shot from 15 ft,,44,53
217,3,10:30.0,,Defensive rebound by J. Sullinger,44,53
218,3,10:26.0,,Shooting foul by J. Lamb (drawn by J. Green),44,53
219,3,10:26.0,,J. Green makes free throw 1 of 2,44,54
220,3,10:26.0,,J. Green makes free throw 2 of 2,44,55
221,3,10:18.0,Shooting foul by A. Bradley (drawn by R. Jackson),,44,55
222,3,10:18.0,R. Jackson makes free throw 1 of 2,,45,55
223,3,10:18.0,R. Jackson makes free throw 2 of 2,,46,55
224,3,9:56.0,,R. Rondo misses 2-pt jump shot from 4 ft (block by S. Adams),46,55
225,3,9:54.0,Defensive rebound by S. Adams,,46,55
226,3,9:43.0,J. Lamb makes 2-pt layup from 1 ft,,48,55
227,3,9:28.0,,R. Rondo makes 2-pt jump shot from 18 ft (assist by K. Olynyk),48,57
228,3,9:11.0,R. Jackson misses 2-pt jump shot from 7 ft,,48,57
229,3,9:09.0,Offensive rebound by S. Adams,,48,57
230,3,9:09.0,S. Adams makes 2-pt tip-in at rim,,50,57
231,3,8:46.0,,A. Bradley misses 2-pt jump shot from 21 ft,50,57
232,3,8:45.0,Defensive rebound by L. Thomas,,50,57
233,3,8:34.0,J. Lamb misses 3-pt jump shot from 24 ft,,50,57
234,3,8:33.0,,Defensive rebound by J. Sullinger,50,57
235,3,8:25.0,,J. Sullinger misses 3-pt jump shot from 25 ft,50,57
236,3,8:24.0,Defensive rebound by S. Ibaka,,50,57
237,3,8:11.0,S. Adams misses 2-pt dunk at rim,,50,57
238,3,8:10.0,,Defensive rebound by Team,50,57
239,3,7:53.0,,K. Olynyk makes 2-pt jump shot from 15 ft (assist by R. Rondo),50,59
240,3,7:39.0,S. Ibaka makes 2-pt jump shot from 20 ft (assist by R. Jackson),,52,59
241,3,7:19.0,,R. Rondo misses 3-pt jump shot from 25 ft,52,59
242,3,7:18.0,Defensive rebound by L. Thomas,,52,59
243,3,7:08.0,R. Jackson makes 3-pt jump shot from 25 ft,,55,59
244,3,7:07.0,,Boston full timeout,55,59
245,3,6:56.0,,A. Bradley makes 2-pt jump shot from 17 ft (assist by J. Sullinger),55,61
246,3,6:36.0,S. Adams misses 2-pt jump shot from 3 ft (block by K. Olynyk),,55,61
247,3,6:34.0,,Defensive rebound by R. Rondo,55,61
248,3,6:16.0,,J. Green misses 2-pt jump shot from 13 ft,55,61
249,3,6:15.0,Defensive rebound by R. Jackson,,55,61
250,3,6:06.0,R. Jackson makes 2-pt layup at rim,,57,61
251,3,5:53.0,,A. Bradley makes 2-pt jump shot from 21 ft (assist by J. Sullinger),57,63
252,3,5:39.0,Shooting foul by K. Olynyk (drawn by R. Jackson),,57,63
253,3,5:39.0,R. Jackson makes free throw 1 of 2,,58,63
254,3,5:39.0,,E. Turner enters the game for J. Green,58,63
255,3,5:39.0,R. Jackson makes free throw 2 of 2,,59,63
256,3,5:20.0,,Shooting foul by J. Lamb (drawn by A. Bradley),59,63
257,3,5:20.0,,A. Bradley misses free throw 1 of 2,59,63
258,3,5:20.0,,Offensive rebound by Team,59,63
259,3,5:20.0,,B. Bass enters the game for J. Sullinger,59,63
260,3,5:20.0,,A. Bradley makes free throw 2 of 2,59,64
261,3,5:10.0,J. Lamb misses 3-pt jump shot from 24 ft,,59,64
262,3,5:09.0,,Defensive rebound by A. Bradley,59,64
263,3,5:05.0,,A. Bradley misses 2-pt layup from 2 ft (block by S. Ibaka),59,64
264,3,5:04.0,Defensive rebound by L. Thomas,,59,64
265,3,4:56.0,Shooting foul by K. Olynyk (drawn by S. Adams),,59,64
266,3,4:56.0,S. Adams misses free throw 1 of 2,,59,64
267,3,4:56.0,Offensive rebound by Team,,59,64
268,3,4:56.0,,T. Zeller enters the game for K. Olynyk,59,64
269,3,4:56.0,S. Adams makes free throw 2 of 2,,60,64
270,3,4:37.0,,R. Rondo misses 3-pt jump shot from 25 ft,60,64
271,3,4:36.0,Defensive rebound by S. Ibaka,,60,64
272,3,4:24.0,R. Jackson misses 2-pt jump shot from 19 ft,,60,64
273,3,4:22.0,Offensive rebound by L. Thomas,,60,64
274,3,4:19.0,S. Ibaka misses 3-pt jump shot from 25 ft,,60,64
275,3,4:17.0,Offensive rebound by L. Thomas,,60,64
276,3,4:14.0,J. Lamb makes 2-pt layup from 1 ft (assist by L. Thomas),,62,64
277,3,4:02.0,,E. Turner makes 2-pt jump shot from 13 ft (assist by R. Rondo),62,66
278,3,3:48.0,Personal foul by A. Bradley (drawn by R. Jackson),,62,66
279,3,3:48.0,,P. Pressey enters the game for R. Rondo,62,66
280,3,3:48.0,,J. Green enters the game for A. Bradley,62,66
281,3,3:48.0,A. Morrow enters the game for J. Lamb,,62,66
282,3,3:38.0,S. Ibaka makes 2-pt hook shot from 8 ft (assist by R. Jackson),,64,66
283,3,3:22.0,,J. Green misses 2-pt jump shot from 7 ft,64,66
284,3,3:20.0,Defensive rebound by L. Thomas,,64,66
285,3,3:10.0,S. Adams makes 2-pt dunk at rim (assist by R. Jackson),,66,66
286,3,2:49.0,,P. Pressey misses 2-pt jump shot from 11 ft,66,66
287,3,2:48.0,Defensive rebound by A. Morrow,,66,66
288,3,2:38.0,Shooting foul by T. Zeller (drawn by S. Adams),,66,66
289,3,2:38.0,Oklahoma City full timeout,,66,66
290,3,2:38.0,,J. Sullinger enters the game for T. Zeller,66,66
291,3,2:38.0,S. Adams makes free throw 1 of 2,,67,66
292,3,2:38.0,S. Adams makes free throw 2 of 2,,68,66
293,3,2:26.0,,B. Bass makes 2-pt layup from 2 ft (assist by J. Sullinger),68,68
294,3,2:04.0,A. Morrow makes 3-pt jump shot from 25 ft (assist by R. Jackson),,71,68
295,3,1:54.0,,J. Sullinger makes 2-pt jump shot from 10 ft (assist by E. Turner),71,70
296,3,1:34.0,Turnover by A. Morrow (bad pass; steal by E. Turner),,71,70
297,3,1:32.0,,Shooting foul by A. Morrow (drawn by E. Turner),71,70
298,3,1:32.0,,E. Turner makes free throw 1 of 2,71,71
299,3,1:32.0,K. Perkins enters the game for S. Adams,,71,71
300,3,1:32.0,N. Collison enters the game for S. Ibaka,,71,71
301,3,1:32.0,,E. Turner makes free throw 2 of 2,71,72
302,3,1:18.0,K. Perkins misses 2-pt jump shot from 7 ft,,71,72
303,3,1:17.0,,Defensive rebound by J. Sullinger,71,72
304,3,1:08.0,,P. Pressey misses 3-pt jump shot from 26 ft,71,72
305,3,1:07.0,Defensive rebound by L. Thomas,,71,72
306,3,0:50.0,R. Jackson makes 2-pt jump shot from 12 ft,,73,72
307,3,0:40.0,,Turnover by P. Pressey (bad pass; steal by R. Jackson),73,72
308,3,0:29.0,A. Morrow misses 2-pt layup from 1 ft,,73,72
309,3,0:27.0,,Defensive rebound by J. Sullinger,73,72
310,3,0:08.0,,E. Turner misses 2-pt jump shot from 9 ft,73,72
311,3,0:06.0,Defensive rebound by A. Morrow,,73,72
312,3,0:00.0,R. Jackson makes 3-pt jump shot from 26 ft,,76,72
313,4,11:43.0,R. Jackson misses 3-pt jump shot from 24 ft,,76,72
314,4,11:42.0,,Defensive rebound by J. Green,76,72
315,4,11:36.0,,J. Sullinger misses 2-pt jump shot from 19 ft,76,72
316,4,11:35.0,Defensive rebound by N. Collison,,76,72
317,4,11:21.0,,Violation by Team (jump ball),76,72
318,4,11:17.0,Shooting foul by J. Sullinger (drawn by L. Thomas),,76,72
319,4,11:17.0,L. Thomas makes free throw 1 of 2,,77,72
320,4,11:17.0,L. Thomas misses free throw 2 of 2,,77,72
321,4,11:16.0,Offensive rebound by L. Thomas,,77,72
322,4,11:11.0,A. Morrow makes 3-pt jump shot from 25 ft (assist by L. Thomas),,80,72
323,4,10:58.0,,J. Green makes 2-pt jump shot from 20 ft,80,74
324,4,10:45.0,Personal foul by J. Young (drawn by L. Thomas),,80,74
325,4,10:45.0,,A. Bradley enters the game for E. Turner,80,74
326,4,10:45.0,,R. Rondo enters the game for J. Green,80,74
327,4,10:39.0,K. Perkins misses 2-pt layup from 2 ft,,80,74
328,4,10:37.0,Offensive rebound by L. Thomas,,80,74
329,4,10:32.0,A. Morrow makes 2-pt jump shot from 5 ft (assist by L. Thomas),,82,74
330,4,10:15.0,,A. Bradley misses 3-pt jump shot from 24 ft,82,74
331,4,10:13.0,,Offensive rebound by Team,82,74
332,4,10:13.0,Loose ball foul by L. Thomas (drawn by J. Sullinger),,82,74
333,4,10:07.0,,Turnover by K. Olynyk (bad pass),82,74
334,4,9:49.0,Turnover by K. Perkins (traveling),,82,74
335,4,9:37.0,,J. Young makes 3-pt jump shot from 24 ft (assist by R. Rondo),82,77
336,4,9:20.0,Personal foul by R. Rondo (drawn by N. Collison),,82,77
337,4,9:15.0,L. Thomas makes 2-pt dunk at rim (assist by N. Collison),,84,77
338,4,8:59.0,,R. Rondo misses 2-pt layup from 2 ft,84,77
339,4,8:58.0,Defensive rebound by Team,,84,77
340,4,8:58.0,Official timeout,,84,77
341,4,8:41.0,A. Morrow makes 2-pt jump shot from 21 ft (assist by L. Thomas),,86,77
342,4,8:29.0,,Personal foul by N. Collison (drawn by A. Bradley),86,77
343,4,8:29.0,,J. Green enters the game for J. Young,86,77
344,4,8:29.0,,T. Zeller enters the game for J. Sullinger,86,77
345,4,8:25.0,,A. Bradley misses 2-pt jump shot from 18 ft,86,77
346,4,8:23.0,Defensive rebound by N. Collison,,86,77
347,4,8:02.0,R. Jackson makes 2-pt jump shot from 6 ft,,88,77
348,4,7:41.0,,R. Rondo makes 2-pt jump shot from 5 ft,88,79
349,4,7:21.0,A. Morrow makes 2-pt jump shot from 14 ft (assist by R. Jackson),,90,79
350,4,7:08.0,,A. Bradley makes 2-pt jump shot from 14 ft (assist by T. Zeller),90,81
351,4,6:48.0,R. Jackson makes 2-pt jump shot from 4 ft,,92,81
352,4,6:33.0,,K. Olynyk misses 2-pt jump shot from 14 ft,92,81
353,4,6:32.0,Defensive rebound by N. Collison,,92,81
354,4,6:12.0,A. Morrow makes 2-pt jump shot from 8 ft (assist by N. Collison),,94,81
355,4,6:10.0,,Boston full timeout,94,81
356,4,6:10.0,,J. Sullinger enters the game for T. Zeller,94,81
357,4,5:55.0,,K. Olynyk misses 2-pt jump shot from 3 ft,94,81
358,4,5:53.0,,Offensive rebound by J. Sullinger,94,81
359,4,5:53.0,,J. Sullinger makes 2-pt tip-in at rim,94,83
360,4,5:33.0,N. Collison misses 3-pt jump shot from 22 ft,,94,83
361,4,5:32.0,Offensive rebound by L. Thomas,,94,83
362,4,5:08.0,L. Thomas misses 2-pt layup from 1 ft,,94,83
363,4,5:07.0,,Defensive rebound by J. Green,94,83
364,4,5:01.0,,Turnover by J. Green (lost ball),94,83
365,4,4:36.0,A. Morrow makes 3-pt jump shot from 25 ft (assist by N. Collison),,97,83
366,4,4:27.0,,J. Sullinger misses 3-pt jump shot from 25 ft,97,83
367,4,4:26.0,Defensive rebound by R. Jackson,,97,83
368,4,4:08.0,Oklahoma City full timeout,,97,83
369,4,4:08.0,,E. Turner enters the game for A. Bradley,97,83
370,4,4:07.0,Turnover by L. Thomas (bad pass; steal by K. Olynyk),,97,83
371,4,3:58.0,,J. Sullinger makes 2-pt jump shot from 4 ft (assist by R. Rondo),97,85
372,4,3:45.0,Personal foul by E. Turner (drawn by A. Morrow),,97,85
373,4,3:35.0,R. Jackson makes 2-pt layup from 2 ft,,99,85
374,4,3:19.0,,Personal foul by N. Collison (drawn by J. Sullinger),99,85
375,4,3:05.0,,J. Sullinger misses 2-pt jump shot from 10 ft,99,85
376,4,3:04.0,Defensive rebound by Team,,99,85
377,4,2:41.0,N. Collison makes 3-pt jump shot from 22 ft (assist by R. Jackson),,102,85
378,4,2:27.0,,R. Rondo makes 3-pt jump shot from 25 ft (assist by K. Olynyk),102,88
379,4,2:01.0,A. Morrow makes 3-pt jump shot from 26 ft (assist by L. Thomas),,105,88
380,4,1:52.0,,J. Sullinger misses 2-pt jump shot from 4 ft (block by K. Perkins),105,88
381,4,1:50.0,Defensive rebound by K. Perkins,,105,88
382,4,1:28.0,N. Collison misses 3-pt jump shot from 25 ft,,105,88
383,4,1:27.0,,Defensive rebound by J. Sullinger,105,88
384,4,1:21.0,,R. Rondo misses 3-pt jump shot from 24 ft,105,88
