,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,OKLAHOMA CITY_ACTION,BROOKLYN_SCORE,OKLAHOMA CITY_SCORE
388,4,3:39.0,Defensive rebound by M. Teletović,,90,85
389,4,3:22.0,D. Williams misses 2-pt layup from 1 ft (block by S. Adams),,90,85
390,4,3:21.0,,Defensive rebound by Team,90,85
391,4,3:08.0,,Personal foul by J. Jack (drawn by R. Jackson),90,85
392,4,3:08.0,A. Anderson enters the game for J. Jack,,90,85
393,4,3:06.0,,Offensive foul by R. Jackson (drawn by D. Williams),90,85
394,4,3:06.0,,Turnover by R. Jackson (offensive foul),90,85
395,4,3:06.0,J. Jack enters the game for A. Anderson,,90,85
396,4,2:51.0,Turnover by B. Lopez (lost ball),,90,85
397,4,2:39.0,,A. Morrow misses 3-pt jump shot from 24 ft,90,85
398,4,2:38.0,Defensive rebound by B. Lopez,,90,85
399,4,2:13.0,J. Jack makes 3-pt jump shot from 22 ft (assist by J. Johnson),,93,85
400,4,1:57.0,,A. Morrow makes 3-pt jump shot from 22 ft (assist by A. Roberson),93,88
401,4,1:36.0,J. Jack misses 2-pt jump shot from 20 ft (block by A. Roberson),,93,88
402,4,1:34.0,Offensive rebound by D. Williams,,93,88
403,4,1:34.0,D. Williams misses 2-pt jump shot from 12 ft (block by A. Roberson),,93,88
404,4,1:34.0,Offensive rebound by Team,,93,88
405,4,1:33.0,Turnover by Team (shot clock),,93,88
406,4,1:24.0,,R. Jackson misses 2-pt jump shot from 4 ft,93,88
407,4,1:22.0,Defensive rebound by J. Jack,,93,88
408,4,1:02.0,Offensive foul by J. Johnson (drawn by A. Morrow),,93,88
409,4,1:02.0,Turnover by J. Johnson (offensive foul),,93,88
410,4,1:02.0,,Oklahoma City full timeout,93,88
411,4,1:02.0,A. Anderson enters the game for J. Jack,,93,88
412,4,0:59.0,,A. Roberson misses 3-pt jump shot from 25 ft (block by B. Lopez),93,88
413,4,0:57.0,,Offensive rebound by A. Morrow,93,88
414,4,0:46.0,,Shooting foul by B. Lopez (drawn by R. Jackson),93,88
415,4,0:46.0,,R. Jackson makes free throw 1 of 2,93,89
416,4,0:46.0,,R. Jackson makes free throw 2 of 2,93,90
417,4,0:46.0,Brooklyn full timeout,,93,90
418,4,0:46.0,J. Jack enters the game for A. Anderson,,93,90
419,4,0:26.0,J. Johnson misses 2-pt jump shot from 6 ft,,93,90
420,4,0:25.0,,Defensive rebound by S. Ibaka,93,90
421,4,0:13.0,,R. Jackson misses 2-pt layup from 1 ft,93,90
422,4,0:11.0,,Offensive rebound by Team,93,90
423,4,0:11.0,A. Anderson enters the game for J. Jack,,93,90
424,4,0:11.0,,J. Lamb enters the game for A. Roberson,93,90
425,4,0:11.0,K. Garnett enters the game for B. Lopez,,93,90
426,4,0:06.0,,R. Jackson makes 2-pt jump shot from 3 ft,93,92
427,4,0:05.0,Personal take foul by J. Lamb (drawn by J. Johnson),,93,92
428,4,0:05.0,J. Johnson makes free throw 1 of 2,,94,92
429,4,0:05.0,,N. Collison enters the game for A. Morrow,94,92
430,4,0:05.0,J. Johnson misses free throw 2 of 2,,94,92
431,4,0:05.0,,Defensive rebound by R. Jackson,94,92
432,4,0:05.0,,Oklahoma City full timeout,94,92
433,4,0:05.0,,A. Morrow enters the game for N. Collison,94,92
434,4,0:00.0,,R. Jackson misses 3-pt jump shot from 24 ft,94,92
435,4,0:00.0,Defensive rebound by Team,,94,92
