,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,SACRAMENTO_ACTION,OKLAHOMA CITY_SCORE,SACRAMENTO_SCORE
146,2,7:53.0,S. Adams misses free throw 2 of 2,,44,32
147,2,7:51.0,,Defensive rebound by C. Landry,44,32
148,2,7:37.0,,R. Sessions makes 3-pt jump shot from 25 ft (assist by J. Thompson),44,35
149,2,7:20.0,K. Durant misses 2-pt jump shot from 8 ft,,44,35
150,2,7:19.0,,Defensive rebound by D. Williams,44,35
151,2,7:13.0,,R. Sessions misses 3-pt jump shot from 25 ft,44,35
152,2,7:10.0,Defensive rebound by S. Adams,,44,35
153,2,6:59.0,Shooting foul by R. Sessions (drawn by R. Westbrook),,44,35
154,2,6:59.0,R. Westbrook makes free throw 1 of 2,,45,35
155,2,6:59.0,S. Ibaka enters the game for A. Morrow,,45,35
156,2,6:59.0,,R. Gay enters the game for D. Williams,45,35
157,2,6:59.0,R. Westbrook misses free throw 2 of 2,,45,35
158,2,6:57.0,,Defensive rebound by J. Thompson,45,35
159,2,6:52.0,,R. Sessions makes 2-pt layup from 2 ft (assist by J. Thompson),45,37
160,2,6:36.0,K. Durant misses 2-pt jump shot from 9 ft,,45,37
161,2,6:36.0,,Defensive rebound by Team,45,37
162,2,6:19.0,,R. Gay makes 2-pt jump shot from 9 ft,45,39
163,2,6:02.0,S. Ibaka misses 2-pt jump shot from 19 ft,,45,39
164,2,6:01.0,,Defensive rebound by R. Gay,45,39
165,2,5:48.0,,J. Thompson makes 2-pt jump shot from 17 ft (assist by B. McLemore),45,41
166,2,5:31.0,R. Westbrook misses 2-pt jump shot from 4 ft,,45,41
167,2,5:30.0,Offensive rebound by R. Westbrook,,45,41
168,2,5:28.0,R. Westbrook makes 2-pt layup from 1 ft,,47,41
169,2,5:12.0,,R. Gay misses 2-pt jump shot from 18 ft,47,41
170,2,5:10.0,,Offensive rebound by C. Landry,47,41
171,2,5:08.0,,C. Landry makes 2-pt dunk at rim,47,43
172,2,4:52.0,R. Westbrook makes 2-pt layup from 1 ft,,49,43
173,2,4:33.0,,J. Thompson misses 2-pt jump shot from 18 ft,49,43
174,2,4:32.0,Defensive rebound by S. Adams,,49,43
175,2,4:22.0,Shooting foul by J. Thompson (drawn by S. Adams),,49,43
176,2,4:22.0,Official timeout,,49,43
177,2,4:22.0,J. Lamb enters the game for R. Jackson,,49,43
178,2,4:22.0,,D. Williams enters the game for C. Landry,49,43
179,2,4:22.0,S. Adams makes free throw 1 of 2,,50,43
180,2,4:22.0,S. Adams misses free throw 2 of 2,,50,43
181,2,4:20.0,,Defensive rebound by J. Thompson,50,43
182,2,4:04.0,,J. Thompson misses 2-pt hook shot from 6 ft,50,43
183,2,4:03.0,Defensive rebound by R. Westbrook,,50,43
184,2,3:44.0,K. Durant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,53,43
185,2,3:25.0,,D. Williams misses 2-pt jump shot from 13 ft,53,43
186,2,3:24.0,,Offensive rebound by B. McLemore,53,43
187,2,3:22.0,,B. McLemore misses 3-pt jump shot from 23 ft,53,43
188,2,3:19.0,,Offensive rebound by J. Thompson,53,43
189,2,3:01.0,,R. Sessions makes 2-pt layup from 1 ft (assist by R. Gay),53,45
190,2,2:45.0,R. Westbrook misses 2-pt jump shot from 11 ft,,53,45
191,2,2:44.0,Offensive rebound by S. Adams,,53,45
192,2,2:41.0,S. Adams makes 2-pt hook shot from 3 ft,,55,45
193,2,2:30.0,,Personal foul by R. Westbrook (drawn by R. Sessions),55,45
194,2,2:30.0,,Sacramento full timeout,55,45
195,2,2:30.0,,D. Collison enters the game for R. Sessions,55,45
196,2,2:21.0,,R. Gay misses 2-pt jump shot from 17 ft,55,45
197,2,2:20.0,Defensive rebound by K. Durant,,55,45
198,2,1:58.0,Shooting foul by J. Thompson (drawn by R. Westbrook),,55,45
199,2,1:58.0,R. Westbrook makes free throw 1 of 2,,56,45
200,2,1:58.0,,R. Evans enters the game for J. Thompson,56,45
201,2,1:58.0,R. Westbrook makes free throw 2 of 2,,57,45
202,2,1:38.0,,R. Evans misses 2-pt layup from 2 ft (block by S. Ibaka),57,45
203,2,1:37.0,,Offensive rebound by R. Evans,57,45
204,2,1:35.0,,R. Evans misses 2-pt jump shot from 3 ft (block by S. Ibaka),57,45
205,2,1:34.0,Defensive rebound by Team,,57,45
206,2,1:34.0,,Loose ball foul by R. Evans (drawn by S. Ibaka),57,45
207,2,1:34.0,S. Ibaka makes free throw 1 of 2,,58,45
208,2,1:34.0,S. Ibaka makes free throw 2 of 2,,59,45
209,2,1:22.0,,Shooting foul by S. Ibaka (drawn by D. Williams),59,45
210,2,1:22.0,,D. Williams makes free throw 1 of 2,59,46
211,2,1:22.0,,D. Williams makes free throw 2 of 2,59,47
212,2,1:17.0,K. Durant makes 2-pt layup from 1 ft (assist by R. Westbrook),,61,47
213,2,1:17.0,Shooting foul by R. Gay (drawn by K. Durant),,61,47
214,2,1:17.0,K. Durant misses free throw 1 of 1,,61,47
215,2,1:15.0,,Defensive rebound by R. Evans,61,47
216,2,1:01.0,,Shooting foul by S. Adams (drawn by D. Williams),61,47
217,2,1:01.0,,D. Williams makes free throw 1 of 2,61,48
218,2,1:01.0,K. Perkins enters the game for S. Adams,,61,48
219,2,1:01.0,,D. Williams makes free throw 2 of 2,61,49
220,2,0:48.0,K. Durant misses 2-pt jump shot from 4 ft (block by R. Gay),,61,49
221,2,0:45.0,Offensive rebound by R. Westbrook,,61,49
222,2,0:40.0,J. Lamb misses 3-pt jump shot from 26 ft,,61,49
223,2,0:39.0,,Defensive rebound by D. Collison,61,49
224,2,0:36.0,,B. McLemore makes 2-pt dunk at rim (assist by D. Collison),61,51
225,2,0:31.0,R. Westbrook misses 3-pt jump shot from 26 ft,,61,51
226,2,0:30.0,,Defensive rebound by R. Gay,61,51
227,2,0:22.0,,D. Williams misses 2-pt layup from 1 ft (block by K. Perkins),61,51
228,2,0:21.0,,Offensive rebound by R. Evans,61,51
229,2,0:09.0,,R. Gay makes 2-pt dunk at rim,61,53
230,2,0:09.0,,Shooting foul by S. Ibaka (drawn by R. Gay),61,53
231,2,0:09.0,,R. Sessions enters the game for B. McLemore,61,53
232,2,0:09.0,,N. Stauskas enters the game for D. Collison,61,53
233,2,0:09.0,Oklahoma City full timeout,,61,53
234,2,0:09.0,,R. Gay makes free throw 1 of 1,61,54
235,2,0:03.0,R. Westbrook misses 2-pt jump shot from 4 ft (block by R. Evans),,61,54
236,2,0:02.0,Offensive rebound by Team,,61,54
237,2,0:00.0,Turnover by J. Lamb (bad pass; steal by N. Stauskas),,61,54
238,3,11:47.0,Turnover by K. Durant (lost ball; steal by J. Thompson),,61,54
239,3,11:40.0,,B. McLemore misses 3-pt jump shot from 28 ft,61,54
240,3,11:39.0,Defensive rebound by A. Roberson,,61,54
241,3,11:24.0,S. Ibaka makes 2-pt dunk at rim (assist by K. Durant),,63,54
242,3,11:04.0,,J. Thompson makes 2-pt jump shot from 16 ft (assist by R. Gay),63,56
243,3,10:38.0,K. Durant misses 2-pt jump shot from 14 ft,,63,56
244,3,10:37.0,,Defensive rebound by R. Evans,63,56
245,3,10:30.0,,R. Gay misses 2-pt layup from 1 ft,63,56
246,3,10:29.0,Defensive rebound by S. Ibaka,,63,56
247,3,10:22.0,S. Ibaka misses 2-pt jump shot from 18 ft,,63,56
248,3,10:21.0,Offensive rebound by S. Adams,,63,56
249,3,10:20.0,Personal foul by J. Thompson (drawn by S. Adams),,63,56
250,3,10:12.0,A. Roberson makes 2-pt layup from 1 ft (assist by R. Westbrook),,65,56
251,3,10:01.0,,R. Gay makes 3-pt jump shot from 27 ft,65,59
252,3,9:47.0,S. Ibaka misses 2-pt jump shot from 17 ft,,65,59
253,3,9:46.0,,Defensive rebound by D. Collison,65,59
254,3,9:24.0,,R. Gay misses 2-pt jump shot from 19 ft,65,59
255,3,9:23.0,,Offensive rebound by J. Thompson,65,59
256,3,9:20.0,,J. Thompson makes 2-pt hook shot from 3 ft,65,61
257,3,8:59.0,R. Westbrook makes 2-pt jump shot from 13 ft (assist by A. Roberson),,67,61
258,3,8:46.0,,Personal foul by R. Westbrook (drawn by R. Gay),67,61
259,3,8:31.0,,R. Evans makes 2-pt jump shot from 3 ft (assist by J. Thompson),67,63
260,3,8:09.0,R. Westbrook misses 2-pt jump shot from 16 ft,,67,63
261,3,8:05.0,,Defensive rebound by R. Gay,67,63
262,3,7:58.0,,B. McLemore misses 3-pt jump shot from 22 ft,67,63
263,3,7:57.0,Defensive rebound by S. Ibaka,,67,63
264,3,7:50.0,K. Durant makes 2-pt dunk at rim (assist by R. Westbrook),,69,63
265,3,7:30.0,,Personal foul by A. Roberson (drawn by D. Collison),69,63
266,3,7:17.0,,R. Evans misses 2-pt jump shot from 4 ft (block by S. Ibaka),69,63
267,3,7:16.0,Defensive rebound by Team,,69,63
268,3,7:02.0,K. Durant misses 2-pt jump shot from 7 ft,,69,63
269,3,7:00.0,Offensive rebound by S. Adams,,69,63
270,3,6:58.0,S. Adams makes 2-pt jump shot from 4 ft,,71,63
271,3,6:43.0,,J. Thompson misses 2-pt dunk at rim,71,63
272,3,6:41.0,Defensive rebound by S. Adams,,71,63
273,3,6:37.0,Shooting foul by B. McLemore (drawn by R. Westbrook),,71,63
274,3,6:37.0,,Technical foul by R. Gay,71,63
275,3,6:37.0,K. Durant misses technical free throw,,71,63
276,3,6:37.0,Offensive rebound by Team,,71,63
277,3,6:37.0,R. Westbrook makes free throw 1 of 2,,72,63
278,3,6:37.0,R. Westbrook misses free throw 2 of 2,,72,63
279,3,6:36.0,Offensive rebound by A. Roberson,,72,63
280,3,6:36.0,A. Roberson makes 2-pt tip-in at rim,,74,63
281,3,6:09.0,,R. Gay misses 2-pt jump shot from 4 ft (block by S. Adams),74,63
282,3,6:08.0,,Offensive rebound by Team,74,63
283,3,6:08.0,,Turnover by Team (shot clock),74,63
284,3,5:51.0,K. Durant misses 2-pt layup from 2 ft,,74,63
285,3,5:50.0,Offensive rebound by Team,,74,63
286,3,5:50.0,,Sacramento full timeout,74,63
287,3,5:48.0,K. Durant misses 2-pt jump shot from 13 ft,,74,63
288,3,5:46.0,,Defensive rebound by J. Thompson,74,63
289,3,5:26.0,,R. Gay makes 2-pt jump shot from 8 ft,74,65
290,3,5:08.0,R. Westbrook misses 2-pt layup at rim,,74,65
291,3,5:06.0,Offensive rebound by R. Westbrook,,74,65
292,3,4:58.0,Turnover by Team (shot clock),,74,65
293,3,4:47.0,,Turnover by B. McLemore (palming),74,65
294,3,4:32.0,K. Durant makes 2-pt layup from 2 ft,,76,65
295,3,4:32.0,Shooting foul by R. Evans (drawn by K. Durant),,76,65
296,3,4:32.0,K. Perkins enters the game for S. Adams,,76,65
297,3,4:32.0,K. Durant makes free throw 1 of 1,,77,65
298,3,4:11.0,,R. Gay makes 2-pt jump shot from 19 ft,77,67
299,3,3:52.0,K. Durant makes 2-pt dunk at rim (assist by S. Ibaka),,79,67
300,3,3:41.0,,Personal foul by R. Westbrook (drawn by B. McLemore),79,67
301,3,3:41.0,,R. Hollins enters the game for R. Evans,79,67
302,3,3:41.0,Oklahoma City full timeout,,79,67
303,3,3:41.0,R. Jackson enters the game for R. Westbrook,,79,67
304,3,3:29.0,,Turnover by J. Thompson (lost ball; steal by A. Roberson),79,67
305,3,3:24.0,A. Roberson misses 2-pt layup from 1 ft (block by D. Collison),,79,67
306,3,3:23.0,,Defensive rebound by R. Hollins,79,67
307,3,3:16.0,,B. McLemore makes 2-pt dunk at rim (assist by D. Collison),79,69
308,3,2:57.0,Turnover by K. Durant (lost ball; steal by D. Collison),,79,69
309,3,2:38.0,,R. Gay misses 2-pt jump shot from 18 ft,79,69
310,3,2:37.0,Defensive rebound by A. Roberson,,79,69
311,3,2:24.0,S. Ibaka misses 2-pt hook shot from 10 ft,,79,69
312,3,2:23.0,,Defensive rebound by J. Thompson,79,69
313,3,2:08.0,,Turnover by D. Collison (bad pass; steal by R. Jackson),79,69
314,3,2:03.0,K. Durant makes 2-pt dunk at rim (assist by R. Jackson),,81,69
315,3,1:43.0,,Shooting foul by R. Jackson (drawn by D. Collison),81,69
316,3,1:43.0,,D. Collison makes free throw 1 of 2,81,70
317,3,1:43.0,,N. Stauskas enters the game for R. Gay,81,70
318,3,1:43.0,,D. Williams enters the game for B. McLemore,81,70
319,3,1:43.0,A. Morrow enters the game for K. Durant,,81,70
320,3,1:43.0,,D. Collison makes free throw 2 of 2,81,71
321,3,1:30.0,R. Jackson misses 2-pt jump shot from 20 ft,,81,71
322,3,1:29.0,,Defensive rebound by J. Thompson,81,71
323,3,1:08.0,,D. Collison misses 2-pt jump shot from 16 ft,81,71
324,3,1:08.0,Defensive rebound by A. Roberson,,81,71
325,3,1:04.0,Turnover by A. Roberson (bad pass; steal by D. Collison),,81,71
326,3,0:55.0,,D. Williams misses 3-pt jump shot from 25 ft,81,71
327,3,0:53.0,Defensive rebound by S. Ibaka,,81,71
328,3,0:30.0,A. Morrow misses 3-pt jump shot from 22 ft,,81,71
329,3,0:29.0,Offensive rebound by K. Perkins,,81,71
330,3,0:26.0,K. Perkins misses 2-pt layup from 1 ft,,81,71
331,3,0:25.0,,Defensive rebound by R. Hollins,81,71
332,3,0:04.0,Violation by K. Perkins (kicked ball),,81,71
333,3,0:00.0,,D. Collison misses 2-pt jump shot from 21 ft,81,71
334,3,0:00.0,,Offensive rebound by Team,81,71
335,4,11:51.0,,N. Stauskas misses 2-pt jump shot from 3 ft,81,71
336,4,11:50.0,,Offensive rebound by R. Hollins,81,71
337,4,11:50.0,,R. Hollins makes 2-pt dunk at rim,81,73
338,4,11:28.0,J. Lamb misses 2-pt jump shot from 15 ft,,81,73
339,4,11:28.0,Offensive rebound by J. Lamb,,81,73
340,4,11:26.0,J. Lamb makes 2-pt jump shot from 4 ft,,83,73
341,4,11:11.0,,N. Stauskas makes 3-pt jump shot from 27 ft (assist by C. Landry),83,76
342,4,10:50.0,J. Lamb misses 3-pt jump shot from 22 ft,,83,76
343,4,10:49.0,,Defensive rebound by R. Sessions,83,76
344,4,10:37.0,,C. Landry misses 2-pt jump shot from 17 ft,83,76
345,4,10:35.0,,Offensive rebound by R. Hollins,83,76
346,4,10:25.0,,C. Landry makes 2-pt layup from 1 ft (assist by R. Sessions),83,78
347,4,10:25.0,,Shooting foul by K. Perkins (drawn by C. Landry),83,78
348,4,10:25.0,,C. Landry misses free throw 1 of 1,83,78
349,4,10:23.0,Defensive rebound by K. Perkins,,83,78
350,4,10:04.0,A. Morrow misses 3-pt jump shot from 26 ft,,83,78
351,4,10:02.0,,Defensive rebound by R. Hollins,83,78
352,4,9:56.0,,Personal foul by J. Lamb (drawn by D. Williams),83,78
353,4,9:56.0,,D. Williams makes free throw 1 of 2,83,79
354,4,9:56.0,,D. Williams makes free throw 2 of 2,83,80
355,4,9:41.0,J. Lamb misses 2-pt jump shot from 16 ft,,83,80
356,4,9:40.0,,Defensive rebound by R. Sessions,83,80
357,4,9:26.0,,Personal foul by J. Lamb (drawn by R. Sessions),83,80
358,4,9:17.0,,R. Hollins makes 2-pt hook shot from 3 ft (assist by R. Sessions),83,82
359,4,9:11.0,Oklahoma City full timeout,,83,82
360,4,9:11.0,K. Durant enters the game for J. Lamb,,83,82
361,4,8:55.0,K. Durant misses 2-pt jump shot from 17 ft,,83,82
362,4,8:54.0,,Defensive rebound by R. Hollins,83,82
363,4,8:39.0,,Personal foul by K. Durant (drawn by N. Stauskas),83,82
364,4,8:33.0,,Offensive foul by R. Hollins (drawn by R. Jackson),83,82
365,4,8:33.0,,Turnover by R. Hollins (offensive foul),83,82
366,4,8:18.0,Turnover by N. Collison (bad pass; steal by C. Landry),,83,82
367,4,8:05.0,,C. Landry makes 2-pt jump shot from 16 ft,83,84
368,4,7:54.0,K. Durant makes 2-pt jump shot from 15 ft,,85,84
369,4,7:38.0,,C. Landry makes 2-pt jump shot from 21 ft (assist by R. Hollins),85,86
370,4,7:24.0,R. Jackson makes 2-pt jump shot from 8 ft,,87,86
371,4,7:24.0,Shooting foul by R. Sessions (drawn by R. Jackson),,87,86
372,4,7:24.0,R. Westbrook enters the game for K. Perkins,,87,86
373,4,7:24.0,S. Ibaka enters the game for A. Morrow,,87,86
374,4,7:24.0,S. Adams enters the game for N. Collison,,87,86
375,4,7:24.0,R. Jackson makes free throw 1 of 1,,88,86
376,4,7:06.0,,N. Stauskas misses 3-pt jump shot from 26 ft,88,86
377,4,7:05.0,Defensive rebound by K. Durant,,88,86
378,4,6:47.0,S. Ibaka misses 3-pt jump shot from 25 ft,,88,86
379,4,6:46.0,,Defensive rebound by R. Sessions,88,86
380,4,6:44.0,Personal foul by R. Hollins (drawn by S. Adams),,88,86
381,4,6:44.0,,Personal foul by S. Adams,88,86
382,4,6:36.0,,Turnover by R. Sessions (lost ball; steal by S. Adams),88,86
383,4,6:30.0,R. Westbrook makes 2-pt layup at rim (assist by R. Jackson),,90,86
384,4,6:15.0,,C. Landry misses 2-pt jump shot from 19 ft,90,86
385,4,6:15.0,Defensive rebound by S. Adams,,90,86
