,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DETROIT_ACTION,CLEVELAND_SCORE,DETROIT_SCORE
241,3,6:45.0,J. Smith makes 2-pt jump shot from 18 ft,,60,53
242,3,6:30.0,,Turnover by D. Augustin (bad pass; steal by L. James),60,53
243,3,6:28.0,Shooting foul by K. Caldwell-Pope (drawn by L. James),,60,53
244,3,6:28.0,L. James makes free throw 1 of 2,,61,53
245,3,6:28.0,L. James makes free throw 2 of 2,,62,53
246,3,6:14.0,,K. Singler misses 2-pt jump shot from 3 ft,62,53
247,3,6:12.0,Defensive rebound by L. James,,62,53
248,3,6:07.0,K. Irving misses 3-pt jump shot from 26 ft,,62,53
249,3,6:06.0,Offensive rebound by T. Mozgov,,62,53
250,3,6:04.0,K. Love makes 3-pt jump shot from 24 ft (assist by T. Mozgov),,65,53
251,3,6:04.0,,Detroit full timeout,65,53
252,3,6:04.0,S. Marion enters the game for L. James,,65,53
253,3,5:50.0,,G. Monroe misses 2-pt hook shot from 4 ft,65,53
254,3,5:48.0,Defensive rebound by T. Mozgov,,65,53
255,3,5:30.0,T. Mozgov makes 2-pt hook shot from 5 ft (assist by K. Love),,67,53
256,3,5:00.0,,D. Augustin makes 3-pt jump shot from 26 ft,67,56
257,3,4:44.0,K. Love misses 3-pt jump shot from 25 ft,,67,56
258,3,4:43.0,Offensive rebound by T. Mozgov,,67,56
259,3,4:38.0,J. Smith makes 3-pt jump shot from 26 ft (assist by K. Irving),,70,56
260,3,4:18.0,,G. Monroe misses 2-pt layup from 1 ft,70,56
261,3,4:16.0,Defensive rebound by K. Love,,70,56
262,3,4:09.0,T. Mozgov misses 2-pt jump shot from 3 ft (block by A. Drummond),,70,56
263,3,4:07.0,,Defensive rebound by G. Monroe,70,56
264,3,4:07.0,,Personal foul by K. Irving (drawn by D. Augustin),70,56
265,3,3:59.0,Violation by K. Love (kicked ball),,70,56
266,3,3:59.0,T. Thompson enters the game for K. Love,,70,56
267,3,3:45.0,,G. Monroe misses 2-pt layup at rim (block by S. Marion),70,56
268,3,3:43.0,Defensive rebound by T. Mozgov,,70,56
269,3,3:29.0,Turnover by K. Irving (lost ball; steal by D. Augustin),,70,56
270,3,3:24.0,,D. Augustin makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),70,58
271,3,3:07.0,K. Irving makes 3-pt jump shot from 26 ft,,73,58
272,3,2:50.0,,G. Monroe makes 2-pt dunk at rim,73,60
273,3,2:45.0,Cleveland full timeout,,73,60
274,3,2:45.0,,J. Meeks enters the game for K. Singler,73,60
275,3,2:45.0,,C. Butler enters the game for G. Monroe,73,60
276,3,2:45.0,,A. Tolliver enters the game for K. Caldwell-Pope,73,60
277,3,2:45.0,M. Dellavedova enters the game for J. Smith,,73,60
278,3,2:45.0,L. James enters the game for K. Irving,,73,60
279,3,2:39.0,Turnover by L. James (bad pass),,73,60
280,3,2:24.0,,D. Augustin misses 2-pt jump shot from 4 ft,73,60
281,3,2:23.0,,Offensive rebound by A. Drummond,73,60
282,3,2:22.0,,A. Drummond misses 2-pt tip-in at rim,73,60
283,3,2:21.0,Defensive rebound by T. Mozgov,,73,60
284,3,2:13.0,L. James makes 2-pt jump shot from 9 ft,,75,60
285,3,1:57.0,,C. Butler misses 3-pt jump shot from 23 ft,75,60
286,3,1:55.0,Defensive rebound by M. Dellavedova,,75,60
287,3,1:44.0,L. James misses 2-pt jump shot from 16 ft,,75,60
288,3,1:43.0,Offensive rebound by T. Thompson,,75,60
289,3,1:41.0,T. Thompson misses 2-pt jump shot from 3 ft,,75,60
290,3,1:41.0,,Defensive rebound by Team,75,60
291,3,1:41.0,I. Shumpert enters the game for T. Mozgov,,75,60
292,3,1:20.0,,A. Drummond makes 2-pt hook shot from 5 ft (assist by C. Butler),75,62
293,3,1:04.0,Personal foul by A. Drummond (drawn by L. James),,75,62
294,3,0:52.0,T. Thompson misses 2-pt layup from 2 ft (block by A. Drummond),,75,62
295,3,0:50.0,Offensive rebound by T. Thompson,,75,62
296,3,0:50.0,T. Thompson misses 2-pt jump shot from 7 ft,,75,62
297,3,0:50.0,,Defensive rebound by Team,75,62
298,3,0:33.0,,Shooting foul by M. Dellavedova (drawn by A. Drummond),75,62
299,3,0:33.0,,A. Drummond misses free throw 1 of 2,75,62
300,3,0:33.0,,Offensive rebound by Team,75,62
301,3,0:33.0,,S. Dinwiddie enters the game for D. Augustin,75,62
302,3,0:33.0,,A. Drummond misses free throw 2 of 2,75,62
303,3,0:33.0,Defensive rebound by S. Marion,,75,62
304,3,0:13.0,L. James misses 3-pt jump shot from 26 ft,,75,62
305,3,0:12.0,,Defensive rebound by A. Drummond,75,62
306,3,0:05.0,,Shooting foul by I. Shumpert (drawn by J. Meeks),75,62
307,3,0:05.0,,J. Meeks makes free throw 1 of 2,75,63
308,3,0:05.0,K. Irving enters the game for L. James,,75,63
309,3,0:05.0,,J. Meeks makes free throw 2 of 2,75,64
310,3,0:01.0,K. Irving misses 3-pt jump shot from 36 ft,,75,64
311,3,0:00.0,Offensive rebound by Team,,75,64
312,4,11:39.0,,A. Drummond misses 2-pt layup from 1 ft,75,64
313,4,11:38.0,,Offensive rebound by A. Drummond,75,64
314,4,11:37.0,,A. Drummond misses 2-pt tip-in from 1 ft,75,64
315,4,11:36.0,,Offensive rebound by A. Drummond,75,64
316,4,11:36.0,,A. Drummond misses 2-pt tip-in from 1 ft,75,64
317,4,11:36.0,,Offensive rebound by A. Drummond,75,64
318,4,11:33.0,,A. Drummond misses 2-pt layup at rim,75,64
319,4,11:33.0,Defensive rebound by L. James,,75,64
320,4,11:21.0,K. Irving makes 3-pt jump shot from 24 ft (assist by L. James),,78,64
321,4,11:15.0,,A. Drummond makes 2-pt layup at rim (assist by S. Dinwiddie),78,66
322,4,10:52.0,L. James misses 3-pt jump shot from 25 ft,,78,66
323,4,10:52.0,,Defensive rebound by A. Tolliver,78,66
324,4,10:46.0,,Personal foul by T. Thompson (drawn by S. Dinwiddie),78,66
325,4,10:33.0,,Turnover by A. Tolliver (step out of bounds),78,66
326,4,10:19.0,I. Shumpert misses 3-pt jump shot from 23 ft,,78,66
327,4,10:18.0,,Defensive rebound by A. Drummond,78,66
328,4,10:09.0,,A. Drummond misses 2-pt dunk at rim,78,66
329,4,10:05.0,Defensive rebound by T. Thompson,,78,66
330,4,9:56.0,I. Shumpert misses 3-pt jump shot from 25 ft,,78,66
331,4,9:55.0,,Defensive rebound by A. Drummond,78,66
332,4,9:47.0,,J. Meeks makes 2-pt layup at rim (assist by S. Dinwiddie),78,68
333,4,9:27.0,L. James misses 2-pt jump shot from 14 ft,,78,68
334,4,9:23.0,,Defensive rebound by A. Drummond,78,68
335,4,9:14.0,,Turnover by S. Dinwiddie (lost ball; steal by K. Irving),78,68
336,4,9:10.0,L. James makes 2-pt dunk at rim (assist by K. Irving),,80,68
337,4,8:51.0,,Turnover by S. Dinwiddie (bad pass),80,68
338,4,8:51.0,Official timeout,,80,68
339,4,8:51.0,,G. Monroe enters the game for A. Drummond,80,68
340,4,8:51.0,J. Smith enters the game for S. Marion,,80,68
341,4,8:51.0,M. Dellavedova enters the game for I. Shumpert,,80,68
342,4,8:37.0,K. Irving misses 3-pt jump shot from 25 ft,,80,68
343,4,8:36.0,,Defensive rebound by C. Butler,80,68
344,4,8:21.0,,J. Meeks makes 2-pt dunk at rim (assist by C. Butler),80,70
345,4,8:01.0,J. Smith misses 3-pt jump shot from 25 ft,,80,70
346,4,7:59.0,Offensive rebound by M. Dellavedova,,80,70
347,4,7:51.0,L. James makes 2-pt layup at rim,,82,70
348,4,7:30.0,,C. Butler misses 2-pt jump shot from 16 ft (block by K. Irving),82,70
349,4,7:28.0,Defensive rebound by T. Thompson,,82,70
350,4,7:26.0,Personal foul by J. Meeks (drawn by L. James),,82,70
351,4,7:26.0,K. Love enters the game for M. Dellavedova,,82,70
352,4,7:26.0,,K. Caldwell-Pope enters the game for C. Butler,82,70
353,4,7:16.0,Turnover by L. James (lost ball; steal by J. Meeks),,82,70
354,4,7:14.0,,Shooting foul by J. Smith (drawn by J. Meeks),82,70
355,4,7:14.0,,J. Meeks makes free throw 1 of 2,82,71
356,4,7:14.0,,D. Augustin enters the game for S. Dinwiddie,82,71
357,4,7:14.0,,J. Meeks makes free throw 2 of 2,82,72
358,4,6:57.0,K. Love misses 3-pt jump shot from 23 ft,,82,72
359,4,6:56.0,Offensive rebound by T. Thompson,,82,72
360,4,6:49.0,I. Shumpert enters the game for L. James,,82,72
361,4,6:33.0,,J. Meeks misses 2-pt layup at rim,82,72
362,4,6:32.0,,Offensive rebound by G. Monroe,82,72
363,4,6:32.0,,G. Monroe misses 2-pt layup at rim,82,72
364,4,6:30.0,,Offensive rebound by G. Monroe,82,72
365,4,6:30.0,,G. Monroe misses 2-pt tip-in from 2 ft,82,72
366,4,6:29.0,,Offensive rebound by G. Monroe,82,72
367,4,6:28.0,,Turnover by G. Monroe (lost ball; steal by K. Irving),82,72
368,4,6:24.0,K. Irving misses 2-pt layup from 1 ft (block by K. Caldwell-Pope),,82,72
369,4,6:23.0,Offensive rebound by T. Thompson,,82,72
370,4,6:22.0,T. Thompson makes 2-pt dunk at rim,,84,72
371,4,6:07.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by D. Augustin),84,75
372,4,5:42.0,J. Smith misses 2-pt layup at rim,,84,75
373,4,5:41.0,Offensive rebound by Team,,84,75
374,4,5:41.0,,Detroit full timeout,84,75
375,4,5:29.0,,Offensive charge foul by I. Shumpert (drawn by J. Meeks),84,75
376,4,5:29.0,Turnover by I. Shumpert (offensive foul),,84,75
377,4,5:15.0,,G. Monroe misses 2-pt layup from 1 ft,84,75
378,4,5:14.0,Defensive rebound by I. Shumpert,,84,75
379,4,5:00.0,K. Irving makes 2-pt layup from 1 ft,,86,75
380,4,4:44.0,,J. Meeks misses 3-pt jump shot from 25 ft,86,75
381,4,4:43.0,Defensive rebound by K. Irving,,86,75
382,4,4:36.0,K. Irving misses 2-pt jump shot from 4 ft,,86,75
383,4,4:35.0,,Defensive rebound by K. Caldwell-Pope,86,75
384,4,4:28.0,,Turnover by K. Caldwell-Pope (bad pass; steal by T. Thompson),86,75
385,4,4:12.0,Offensive foul by T. Thompson (drawn by G. Monroe),,86,75
386,4,4:12.0,Turnover by T. Thompson (offensive foul),,86,75
387,4,4:12.0,L. James enters the game for I. Shumpert,,86,75
388,4,3:51.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by D. Augustin),86,78
389,4,3:27.0,L. James misses 2-pt jump shot from 4 ft,,86,78
390,4,3:26.0,,Defensive rebound by A. Tolliver,86,78
