,QUARTER,TIME_REMAINING,CHICAGO_ACTION,SAN ANTONIO_ACTION,CHICAGO_SCORE,SAN ANTONIO_SCORE
383,4,5:24.0,,Offensive rebound by Team,88,102
384,4,5:14.0,,M. Belinelli misses 2-pt jump shot from 21 ft,88,102
385,4,5:13.0,Defensive rebound by A. Brooks,,88,102
386,4,5:05.0,P. Gasol makes 2-pt layup from 2 ft (assist by A. Brooks),,90,102
387,4,4:55.0,,T. Parker makes 2-pt layup from 2 ft,90,104
388,4,4:43.0,A. Brooks makes 2-pt jump shot from 8 ft,,92,104
389,4,4:19.0,,M. Belinelli misses 3-pt jump shot from 25 ft,92,104
390,4,4:18.0,Defensive rebound by P. Gasol,,92,104
391,4,4:10.0,Turnover by A. Brooks (bad pass),,92,104
392,4,3:55.0,,T. Parker makes 2-pt layup from 2 ft,92,106
393,4,3:55.0,,Shooting foul by A. Brooks (drawn by T. Parker),92,106
394,4,3:55.0,,T. Parker misses free throw 1 of 1,92,106
395,4,3:54.0,Defensive rebound by P. Gasol,,92,106
396,4,3:38.0,Turnover by N. Mirotić (bad pass; steal by T. Parker),,92,106
397,4,3:33.0,,K. Leonard makes 2-pt dunk at rim,92,108
398,4,3:16.0,Shooting foul by M. Belinelli (drawn by N. Mirotić),,92,108
399,4,3:16.0,N. Mirotić makes free throw 1 of 3,,93,108
400,4,3:16.0,N. Mirotić makes free throw 2 of 3,,94,108
401,4,3:16.0,,D. Green enters the game for M. Belinelli,94,108
402,4,3:16.0,N. Mirotić makes free throw 3 of 3,,95,108
403,4,2:59.0,,T. Splitter misses 2-pt layup from 1 ft,95,108
404,4,2:58.0,,Offensive rebound by T. Splitter,95,108
405,4,2:58.0,,T. Splitter makes 2-pt tip-in from 1 ft,95,110
406,4,2:43.0,Shooting foul by M. Ginóbili (drawn by A. Brooks),,95,110
407,4,2:43.0,,San Antonio full timeout,95,110
408,4,2:43.0,A. Brooks makes free throw 1 of 2,,96,110
409,4,2:43.0,A. Brooks makes free throw 2 of 2,,97,110
410,4,2:34.0,,Personal foul by N. Mirotić (drawn by T. Splitter),97,110
411,4,2:22.0,,K. Leonard misses 2-pt jump shot from 14 ft,97,110
412,4,2:21.0,Defensive rebound by P. Gasol,,97,110
413,4,2:13.0,N. Mirotić makes 2-pt layup from 1 ft (assist by M. Dunleavy),,99,110
414,4,1:53.0,,M. Ginóbili makes 2-pt jump shot from 5 ft,99,112
415,4,1:46.0,A. Brooks misses 2-pt layup at rim (block by D. Green),,99,112
416,4,1:44.0,,Defensive rebound by K. Leonard,99,112
417,4,1:37.0,,T. Splitter makes 2-pt jump shot from 7 ft (assist by M. Ginóbili),99,114
418,4,1:37.0,Chicago full timeout,,99,114
419,4,1:37.0,,M. Belinelli enters the game for K. Leonard,99,114
420,4,1:37.0,,C. Joseph enters the game for T. Splitter,99,114
421,4,1:37.0,,M. Bonner enters the game for D. Green,99,114
422,4,1:37.0,,A. Baynes enters the game for T. Parker,99,114
423,4,1:37.0,,J. Ayres enters the game for M. Ginóbili,99,114
424,4,1:37.0,D. McDermott enters the game for M. Dunleavy,,99,114
425,4,1:37.0,N. Mohammed enters the game for P. Gasol,,99,114
426,4,1:30.0,A. Brooks misses 3-pt jump shot from 25 ft,,99,114
427,4,1:30.0,Offensive rebound by Team,,99,114
428,4,1:30.0,,Loose ball foul by J. Ayres (drawn by N. Mirotić),99,114
429,4,1:30.0,N. Mirotić makes free throw 1 of 2,,100,114
430,4,1:30.0,N. Mirotić makes free throw 2 of 2,,101,114
431,4,1:15.0,,A. Baynes misses 2-pt jump shot from 3 ft,101,114
432,4,1:14.0,Defensive rebound by N. Mirotić,,101,114
433,4,1:03.0,A. Brooks makes 2-pt layup from 1 ft,,103,114
434,4,0:47.0,,C. Joseph misses 2-pt jump shot from 18 ft,103,114
435,4,0:46.0,Defensive rebound by N. Mohammed,,103,114
436,4,0:30.0,N. Mirotić misses 2-pt layup from 1 ft,,103,114
437,4,0:29.0,,Defensive rebound by A. Baynes,103,114
438,4,0:08.0,,A. Baynes makes 2-pt jump shot from 18 ft (assist by C. Joseph),103,116
439,4,0:04.0,E. Moore makes 2-pt layup from 2 ft (assist by A. Brooks),,105,116
