,QUARTER,TIME_REMAINING,HOUSTON_ACTION,GOLDEN STATE_ACTION,HOUSTON_SCORE,GOLDEN STATE_SCORE
0,1,11:45.0,,D. Green makes 3-pt jump shot from 26 ft (assist by K. Thompson),0,3
1,1,11:12.0,Turnover by J. Harden (bad pass),,0,3
2,1,11:10.0,,Shooting foul by D. Motiejūnas (drawn by F. Ezeli),0,3
3,1,11:10.0,,F. Ezeli makes free throw 1 of 2,0,4
4,1,11:10.0,,F. Ezeli makes free throw 2 of 2,0,5
5,1,11:03.0,D. Motiejūnas makes 2-pt layup from 1 ft (assist by J. Harden),,2,5
6,1,10:42.0,,Shooting foul by T. Black (drawn by F. Ezeli),2,5
7,1,10:42.0,,F. Ezeli makes free throw 1 of 2,2,6
8,1,10:42.0,,F. Ezeli misses free throw 2 of 2,2,6
9,1,10:40.0,Defensive rebound by D. Motiejūnas,,2,6
10,1,10:23.0,D. Motiejūnas misses 2-pt jump shot from 3 ft,,2,6
11,1,10:22.0,,Defensive rebound by D. Green,2,6
12,1,10:16.0,,S. Curry misses 3-pt jump shot from 28 ft,2,6
13,1,10:15.0,Defensive rebound by Team,,2,6
14,1,10:03.0,Turnover by D. Motiejūnas (bad pass; steal by H. Barnes),,2,6
15,1,9:51.0,,K. Thompson misses 3-pt jump shot from 26 ft,2,6
16,1,9:50.0,,Offensive rebound by S. Curry,2,6
17,1,9:45.0,,H. Barnes misses 3-pt jump shot from 23 ft,2,6
18,1,9:44.0,Defensive rebound by P. Beverley,,2,6
19,1,9:37.0,T. Ariza makes 3-pt jump shot from 26 ft (assist by J. Harden),,5,6
20,1,9:15.0,,Turnover by K. Thompson (bad pass; steal by P. Beverley),5,6
21,1,9:01.0,Shooting foul by S. Curry (drawn by T. Ariza),,5,6
22,1,9:01.0,T. Ariza makes free throw 1 of 2,,6,6
23,1,9:01.0,T. Ariza makes free throw 2 of 2,,7,6
24,1,8:46.0,,D. Green misses 3-pt jump shot from 23 ft,7,6
25,1,8:45.0,,Offensive rebound by H. Barnes,7,6
