,QUARTER,TIME_REMAINING,DENVER_ACTION,HOUSTON_ACTION,DENVER_SCORE,HOUSTON_SCORE
0,1,11:42.0,,J. Harden misses 3-pt jump shot from 25 ft,0,0
1,1,11:41.0,Defensive rebound by K. Faried,,0,0
2,1,11:22.0,W. Chandler makes 3-pt jump shot from 25 ft (assist by T. Lawson),,3,0
3,1,11:05.0,,T. Jones makes 2-pt layup from 1 ft (assist by D. Motiejūnas),3,2
4,1,10:39.0,K. Faried misses 2-pt hook shot from 8 ft,,3,2
5,1,10:38.0,,Defensive rebound by D. Motiejūnas,3,2
6,1,10:31.0,,Shooting foul by K. Faried (drawn by T. Jones),3,2
7,1,10:31.0,,T. Jones makes free throw 1 of 2,3,3
8,1,10:31.0,,T. Jones makes free throw 2 of 2,3,4
9,1,10:18.0,D. Gallinari misses 3-pt jump shot from 24 ft,,3,4
10,1,10:17.0,,Defensive rebound by J. Harden,3,4
11,1,10:13.0,,Turnover by J. Harden (bad pass; steal by D. Gallinari),3,4
12,1,10:07.0,D. Gallinari makes 2-pt layup from 1 ft (assist by W. Chandler),,5,4
13,1,9:52.0,,T. Ariza misses 2-pt jump shot from 19 ft,5,4
14,1,9:51.0,Defensive rebound by W. Chandler,,5,4
15,1,9:46.0,Personal foul by D. Motiejūnas (drawn by K. Faried),,5,4
16,1,9:41.0,T. Lawson misses 3-pt jump shot from 25 ft,,5,4
17,1,9:40.0,,Defensive rebound by J. Harden,5,4
18,1,9:28.0,,T. Jones makes 2-pt layup at rim (assist by T. Ariza),5,6
19,1,9:18.0,T. Lawson makes 2-pt jump shot from 2 ft,,7,6
20,1,9:08.0,,T. Jones misses 2-pt jump shot from 6 ft,7,6
21,1,9:06.0,Defensive rebound by K. Faried,,7,6
22,1,8:57.0,Personal foul by T. Ariza (drawn by W. Chandler),,7,6
23,1,8:48.0,W. Chandler makes 2-pt layup from 1 ft,,9,6
24,1,8:41.0,,T. Ariza makes 2-pt layup from 1 ft,9,8
25,1,8:33.0,Personal foul by J. Harden (drawn by T. Lawson),,9,8
26,1,8:26.0,K. Faried makes 2-pt layup from 1 ft (assist by T. Lawson),,11,8
27,1,8:11.0,,Personal foul by W. Chandler (drawn by T. Ariza),11,8
28,1,8:05.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),11,11
29,1,8:03.0,,Violation by Team (delay of game),11,11
30,1,7:45.0,W. Chandler misses 3-pt jump shot from 23 ft,,11,11
31,1,7:44.0,,Defensive rebound by J. Harden,11,11
32,1,7:38.0,,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),11,14
33,1,7:13.0,K. Faried makes 2-pt layup from 3 ft (assist by T. Lawson),,13,14
34,1,7:02.0,,J. Harden makes 2-pt layup from 3 ft,13,16
35,1,7:02.0,,Shooting foul by D. Gallinari (drawn by J. Harden),13,16
36,1,7:02.0,,J. Harden makes free throw 1 of 1,13,17
37,1,6:55.0,T. Lawson misses 3-pt jump shot from 25 ft,,13,17
38,1,6:53.0,,Defensive rebound by T. Jones,13,17
39,1,6:43.0,,D. Motiejūnas misses 2-pt hook shot from 6 ft,13,17
40,1,6:41.0,Defensive rebound by K. Faried,,13,17
41,1,6:28.0,W. Chandler makes 2-pt layup from 4 ft,,15,17
42,1,6:12.0,,J. Harden misses 2-pt jump shot from 13 ft,15,17
43,1,6:09.0,,Offensive rebound by T. Jones,15,17
44,1,6:05.0,,D. Motiejūnas makes 2-pt dunk at rim (assist by J. Harden),15,19
