,QUARTER,TIME_REMAINING,PHOENIX_ACTION,ATLANTA_ACTION,PHOENIX_SCORE,ATLANTA_SCORE
394,4,3:24.0,Shooting foul by E. Brand (drawn by E. Barron),,64,92
395,4,3:24.0,E. Barron misses free throw 1 of 2,,64,92
396,4,3:24.0,Offensive rebound by Team,,64,92
397,4,3:24.0,,S. Mack enters the game for T. Sefolosha,64,92
398,4,3:24.0,E. Barron makes free throw 2 of 2,,65,92
399,4,3:12.0,,D. Schröder makes 2-pt layup from 1 ft,65,94
400,4,2:49.0,R. Bullock misses 3-pt jump shot from 23 ft,,65,94
401,4,2:48.0,,Defensive rebound by K. Bazemore,65,94
402,4,2:38.0,,M. Scott misses 2-pt jump shot from 11 ft (block by T. Warren),65,94
403,4,2:36.0,Defensive rebound by E. Barron,,65,94
404,4,2:27.0,M. Thornton makes 2-pt jump shot from 17 ft,,67,94
405,4,2:09.0,,D. Schröder misses 2-pt jump shot from 17 ft,67,94
406,4,2:07.0,,Offensive rebound by Team,67,94
407,4,2:07.0,,Atlanta full timeout,67,94
408,4,2:07.0,,T. Sefolosha enters the game for D. Schröder,67,94
409,4,1:48.0,,K. Bazemore misses 3-pt jump shot from 22 ft,67,94
410,4,1:46.0,Defensive rebound by T. Warren,,67,94
411,4,1:22.0,M. Thornton misses 3-pt jump shot from 25 ft,,67,94
412,4,1:21.0,,Defensive rebound by E. Brand,67,94
413,4,1:00.0,,E. Brand makes 2-pt jump shot from 17 ft (assist by S. Mack),67,96
414,4,0:42.0,E. Barron misses 2-pt jump shot from 12 ft,,67,96
415,4,0:40.0,,Defensive rebound by K. Bazemore,67,96
416,4,0:22.0,,E. Brand misses 3-pt jump shot from 23 ft,67,96
417,4,0:20.0,Defensive rebound by A. Goodwin,,67,96
418,4,0:11.0,A. Goodwin makes 2-pt layup from 1 ft,,69,96
