,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,INDIANA_ACTION,NEW ORLEANS_SCORE,INDIANA_SCORE
388,4,2:24.0,Offensive rebound by Team,,82,89
389,4,2:24.0,Ö. Aşık misses free throw 2 of 2,,82,89
390,4,2:23.0,,Defensive rebound by C. Miles,82,89
391,4,2:06.0,,R. Hibbert makes 2-pt hook shot from 8 ft,82,91
392,4,1:52.0,A. Davis misses 2-pt jump shot from 16 ft,,82,91
393,4,1:51.0,,Defensive rebound by G. Hill,82,91
394,4,1:37.0,,Personal foul by Ö. Aşık (drawn by R. Hibbert),82,91
395,4,1:29.0,,Shooting foul by R. Anderson (drawn by C. Miles),82,91
396,4,1:29.0,D. Cunningham enters the game for R. Anderson,,82,91
397,4,1:29.0,,C. Miles makes free throw 1 of 2,82,92
398,4,1:29.0,,C. Miles makes free throw 2 of 2,82,93
399,4,1:17.0,Shooting foul by S. Hill (drawn by T. Evans),,82,93
400,4,1:17.0,T. Evans makes free throw 1 of 2,,83,93
401,4,1:17.0,T. Evans makes free throw 2 of 2,,84,93
402,4,0:57.0,,Shooting foul by Ö. Aşık (drawn by R. Hibbert),84,93
403,4,0:57.0,,R. Hibbert makes free throw 1 of 2,84,94
404,4,0:57.0,,R. Hibbert makes free throw 2 of 2,84,95
405,4,0:57.0,New Orleans full timeout,,84,95
406,4,0:57.0,L. Babbitt enters the game for Ö. Aşık,,84,95
407,4,0:52.0,J. Holiday misses 3-pt jump shot from 25 ft,,84,95
408,4,0:51.0,,Defensive rebound by D. West,84,95
409,4,0:48.0,,Personal foul by T. Evans (drawn by D. West),84,95
410,4,0:48.0,,D. West misses free throw 1 of 2,84,95
411,4,0:48.0,,Offensive rebound by Team,84,95
412,4,0:48.0,,D. West makes free throw 2 of 2,84,96
413,4,0:35.0,D. Cunningham misses 2-pt jump shot from 19 ft,,84,96
414,4,0:33.0,,Defensive rebound by C. Miles,84,96
415,4,0:06.0,,R. Hibbert misses 2-pt jump shot from 18 ft,84,96
416,4,0:05.0,Defensive rebound by T. Evans,,84,96
417,4,0:00.0,T. Evans misses 3-pt jump shot from 39 ft,,84,96
418,4,0:00.0,Offensive rebound by Team,,84,96
