,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,ORLANDO_ACTION,LA CLIPPERS_SCORE,ORLANDO_SCORE
132,2,6:52.0,,T. Harris makes 2-pt dunk at rim (assist by E. Payton),38,29
133,2,6:34.0,Personal foul by M. Harkless (drawn by H. Türkoğlu),,38,29
134,2,6:34.0,,C. Frye enters the game for A. Nicholson,38,29
135,2,6:34.0,,V. Oladipo enters the game for W. Green,38,29
136,2,6:34.0,,N. Vučević enters the game for E. Payton,38,29
137,2,6:27.0,J. Crawford misses 2-pt jump shot from 13 ft,,38,29
138,2,6:26.0,,Defensive rebound by N. Vučević,38,29
139,2,6:12.0,,Shooting foul by D. Jordan (drawn by N. Vučević),38,29
140,2,6:12.0,,N. Vučević makes free throw 1 of 2,38,30
141,2,6:12.0,B. Griffin enters the game for S. Hawes,,38,30
142,2,6:12.0,C. Paul enters the game for J. Farmar,,38,30
143,2,6:12.0,,N. Vučević makes free throw 2 of 2,38,31
144,2,5:55.0,B. Griffin misses 2-pt jump shot from 16 ft,,38,31
145,2,5:53.0,,Defensive rebound by C. Frye,38,31
146,2,5:43.0,,Shooting foul by J. Crawford (drawn by T. Harris),38,31
147,2,5:43.0,Official timeout,,38,31
148,2,5:43.0,M. Barnes enters the game for H. Türkoğlu,,38,31
149,2,5:43.0,,T. Harris makes free throw 1 of 2,38,32
150,2,5:43.0,,T. Harris makes free throw 2 of 2,38,33
151,2,5:34.0,Shooting foul by M. Harkless (drawn by J. Crawford),,38,33
152,2,5:34.0,J. Crawford makes free throw 1 of 2,,39,33
153,2,5:34.0,J. Crawford makes free throw 2 of 2,,40,33
154,2,5:15.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by N. Vučević),40,36
155,2,5:01.0,B. Griffin makes 2-pt layup from 1 ft,,42,36
156,2,5:01.0,Shooting block foul by V. Oladipo (drawn by B. Griffin),,42,36
157,2,5:01.0,J. Redick enters the game for J. Crawford,,42,36
158,2,5:01.0,B. Griffin makes free throw 1 of 1,,43,36
159,2,4:46.0,,M. Harkless misses 3-pt jump shot from 24 ft,43,36
160,2,4:45.0,Defensive rebound by B. Griffin,,43,36
161,2,4:32.0,M. Barnes makes 3-pt jump shot from 25 ft (assist by C. Paul),,46,36
162,2,4:11.0,,M. Harkless misses 2-pt jump shot from 8 ft,46,36
163,2,4:10.0,,Offensive rebound by V. Oladipo,46,36
164,2,4:08.0,,V. Oladipo makes 2-pt layup from 2 ft,46,38
165,2,3:53.0,Turnover by J. Redick (lost ball; steal by T. Harris),,46,38
166,2,3:53.0,,Shooting foul by M. Barnes (drawn by T. Harris),46,38
167,2,3:53.0,,T. Harris makes free throw 1 of 2,46,39
168,2,3:53.0,,T. Harris makes free throw 2 of 2,46,40
169,2,3:30.0,M. Barnes misses 3-pt jump shot from 25 ft,,46,40
170,2,3:29.0,Offensive rebound by Team,,46,40
171,2,3:29.0,Personal foul by N. Vučević (drawn by D. Jordan),,46,40
172,2,3:29.0,D. Jordan misses free throw 1 of 2,,46,40
173,2,3:29.0,Offensive rebound by Team,,46,40
174,2,3:29.0,D. Jordan misses free throw 2 of 2,,46,40
175,2,3:28.0,,Defensive rebound by N. Vučević,46,40
176,2,3:06.0,,N. Vučević misses 2-pt hook shot from 7 ft,46,40
177,2,3:05.0,Defensive rebound by D. Jordan,,46,40
178,2,3:00.0,Shooting foul by C. Frye (drawn by M. Barnes),,46,40
179,2,3:00.0,M. Barnes makes free throw 1 of 2,,47,40
180,2,3:00.0,M. Barnes makes free throw 2 of 2,,48,40
181,2,2:45.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by V. Oladipo),48,43
182,2,2:21.0,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),,50,43
183,2,2:07.0,,T. Harris makes 2-pt jump shot from 14 ft,50,45
184,2,1:59.0,C. Paul misses 2-pt jump shot from 16 ft,,50,45
185,2,1:58.0,,Defensive rebound by N. Vučević,50,45
186,2,1:52.0,Offensive charge foul by V. Oladipo (drawn by J. Redick),,50,45
187,2,1:52.0,,Turnover by V. Oladipo (offensive foul),50,45
188,2,1:52.0,LA Clippers full timeout,,50,45
189,2,1:52.0,J. Crawford enters the game for M. Barnes,,50,45
190,2,1:52.0,S. Hawes enters the game for D. Jordan,,50,45
191,2,1:52.0,,E. Payton enters the game for V. Oladipo,50,45
192,2,1:37.0,B. Griffin makes 2-pt layup from 2 ft (assist by C. Paul),,52,45
193,2,1:27.0,,Personal foul by S. Hawes (drawn by N. Vučević),52,45
194,2,1:27.0,,N. Vučević misses free throw 1 of 2,52,45
195,2,1:27.0,,Offensive rebound by Team,52,45
196,2,1:27.0,,N. Vučević makes free throw 2 of 2,52,46
197,2,1:16.0,B. Griffin misses 2-pt jump shot from 19 ft,,52,46
198,2,1:14.0,,Defensive rebound by N. Vučević,52,46
199,2,1:00.0,,E. Payton misses 2-pt jump shot from 9 ft,52,46
200,2,0:58.0,Defensive rebound by B. Griffin,,52,46
201,2,0:49.0,Turnover by C. Paul (bad pass; steal by C. Frye),,52,46
202,2,0:40.0,,T. Harris misses 2-pt layup from 1 ft,52,46
203,2,0:38.0,,Offensive rebound by E. Payton,52,46
204,2,0:37.0,,E. Payton misses 2-pt layup from 1 ft,52,46
205,2,0:34.0,,Offensive rebound by E. Payton,52,46
206,2,0:33.0,,T. Harris makes 2-pt dunk at rim (assist by E. Payton),52,48
207,2,0:17.0,J. Crawford makes 2-pt jump shot from 11 ft,,54,48
208,2,0:07.0,,T. Harris misses 2-pt jump shot from 7 ft,54,48
209,2,0:04.0,Defensive rebound by S. Hawes,,54,48
210,2,0:01.0,Shooting foul by M. Harkless (drawn by J. Crawford),,54,48
211,2,0:01.0,J. Crawford makes free throw 1 of 2,,55,48
212,2,0:01.0,M. Barnes enters the game for J. Redick,,55,48
213,2,0:01.0,J. Crawford makes free throw 2 of 2,,56,48
214,3,11:42.0,,T. Harris makes 2-pt jump shot from 5 ft,56,50
215,3,11:21.0,Turnover by C. Paul (bad pass; steal by N. Vučević),,56,50
216,3,11:02.0,,V. Oladipo misses 2-pt jump shot from 19 ft,56,50
217,3,10:59.0,Defensive rebound by D. Jordan,,56,50
218,3,10:50.0,C. Paul makes 2-pt jump shot from 18 ft,,58,50
219,3,10:27.0,,N. Vučević makes 2-pt jump shot from 12 ft (assist by C. Frye),58,52
220,3,10:16.0,B. Griffin misses 2-pt jump shot from 17 ft,,58,52
221,3,10:15.0,,Defensive rebound by N. Vučević,58,52
222,3,10:02.0,,Turnover by N. Vučević (lost ball),58,52
223,3,9:38.0,B. Griffin misses 2-pt jump shot from 19 ft,,58,52
224,3,9:37.0,,Defensive rebound by W. Green,58,52
225,3,9:21.0,,C. Frye misses 3-pt jump shot from 25 ft,58,52
226,3,9:20.0,Defensive rebound by D. Jordan,,58,52
227,3,9:08.0,C. Paul makes 2-pt jump shot from 18 ft,,60,52
228,3,8:55.0,,V. Oladipo misses 2-pt layup from 2 ft,60,52
229,3,8:54.0,Defensive rebound by C. Paul,,60,52
230,3,8:54.0,Personal foul by W. Green (drawn by C. Paul),,60,52
231,3,8:41.0,C. Paul misses 2-pt jump shot from 18 ft,,60,52
232,3,8:40.0,,Defensive rebound by C. Frye,60,52
233,3,8:26.0,,W. Green misses 3-pt jump shot from 24 ft,60,52
234,3,8:25.0,Defensive rebound by M. Barnes,,60,52
235,3,8:15.0,C. Paul misses 2-pt jump shot from 18 ft,,60,52
236,3,8:14.0,,Defensive rebound by C. Frye,60,52
237,3,8:10.0,,Turnover by V. Oladipo (lost ball; steal by C. Paul),60,52
238,3,8:00.0,J. Redick misses 2-pt jump shot from 16 ft,,60,52
239,3,7:58.0,Offensive rebound by C. Paul,,60,52
240,3,7:50.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,62,52
241,3,7:29.0,,V. Oladipo misses 3-pt jump shot from 23 ft,62,52
242,3,7:29.0,,Offensive rebound by Team,62,52
243,3,7:29.0,Loose ball foul by C. Paul (drawn by T. Harris),,62,52
244,3,7:10.0,,Shooting foul by M. Barnes (drawn by T. Harris),62,52
245,3,7:10.0,,T. Harris makes free throw 1 of 3,62,53
246,3,7:10.0,,T. Harris makes free throw 2 of 3,62,54
247,3,7:10.0,,T. Harris makes free throw 3 of 3,62,55
248,3,7:02.0,J. Redick misses 3-pt jump shot from 26 ft,,62,55
249,3,7:00.0,,Defensive rebound by C. Frye,62,55
250,3,6:52.0,,Turnover by C. Frye (bad pass; steal by M. Barnes),62,55
251,3,6:49.0,Shooting block foul by C. Frye (drawn by B. Griffin),,62,55
252,3,6:49.0,B. Griffin makes free throw 1 of 2,,63,55
253,3,6:49.0,B. Griffin misses free throw 2 of 2,,63,55
254,3,6:48.0,,Defensive rebound by T. Harris,63,55
255,3,6:35.0,Loose ball foul by B. Griffin (drawn by N. Vučević),,63,55
256,3,6:25.0,,V. Oladipo misses 2-pt jump shot from 20 ft,63,55
257,3,6:24.0,Defensive rebound by M. Barnes,,63,55
258,3,6:15.0,B. Griffin misses 2-pt jump shot from 19 ft,,63,55
259,3,6:13.0,,Defensive rebound by V. Oladipo,63,55
260,3,6:07.0,,Shooting foul by M. Barnes (drawn by V. Oladipo),63,55
261,3,6:07.0,,V. Oladipo makes free throw 1 of 2,63,56
262,3,6:07.0,,V. Oladipo misses free throw 2 of 2,63,56
263,3,6:05.0,Defensive rebound by B. Griffin,,63,56
264,3,5:56.0,,Orlando full timeout,63,56
265,3,5:53.0,Turnover by B. Griffin (bad pass; steal by V. Oladipo),,63,56
266,3,5:50.0,,V. Oladipo makes 2-pt dunk at rim,63,58
267,3,5:34.0,Personal foul by W. Green (drawn by J. Redick),,63,58
268,3,5:34.0,,L. Ridnour enters the game for W. Green,63,58
269,3,5:23.0,B. Griffin makes 2-pt jump shot from 9 ft,,65,58
270,3,5:05.0,,N. Vučević makes 2-pt dunk at rim (assist by T. Harris),65,60
271,3,4:53.0,C. Paul makes 2-pt jump shot from 13 ft,,67,60
272,3,4:36.0,,N. Vučević misses 2-pt jump shot from 16 ft,67,60
273,3,4:35.0,Defensive rebound by D. Jordan,,67,60
274,3,4:25.0,B. Griffin makes 2-pt jump shot from 19 ft (assist by C. Paul),,69,60
275,3,4:04.0,,T. Harris makes 3-pt jump shot from 24 ft (assist by L. Ridnour),69,63
276,3,3:40.0,M. Barnes misses 3-pt jump shot from 23 ft,,69,63
277,3,3:39.0,,Defensive rebound by V. Oladipo,69,63
278,3,3:29.0,,Turnover by V. Oladipo (lost ball),69,63
279,3,3:29.0,J. Crawford enters the game for J. Redick,,69,63
280,3,3:06.0,J. Crawford makes 3-pt jump shot from 26 ft (assist by C. Paul),,72,63
281,3,2:43.0,,T. Harris misses 2-pt layup from 2 ft (block by M. Barnes),72,63
282,3,2:38.0,Defensive rebound by C. Paul,,72,63
283,3,2:37.0,M. Barnes makes 2-pt layup from 2 ft (assist by J. Crawford),,74,63
284,3,2:37.0,,Orlando full timeout,74,63
285,3,2:37.0,LA Clippers full timeout,,74,63
286,3,2:17.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by C. Frye),74,66
287,3,2:03.0,Shooting foul by C. Frye (drawn by B. Griffin),,74,66
288,3,2:03.0,B. Griffin makes free throw 1 of 2,,75,66
289,3,2:03.0,,A. Nicholson enters the game for C. Frye,75,66
290,3,2:03.0,S. Hawes enters the game for D. Jordan,,75,66
291,3,2:03.0,B. Griffin misses free throw 2 of 2,,75,66
292,3,2:02.0,,Defensive rebound by A. Nicholson,75,66
293,3,1:49.0,,N. Vučević misses 2-pt hook shot from 8 ft,75,66
294,3,1:47.0,Defensive rebound by B. Griffin,,75,66
295,3,1:40.0,C. Paul makes 2-pt jump shot from 15 ft,,77,66
296,3,1:25.0,,V. Oladipo makes 2-pt jump shot from 8 ft,77,68
297,3,1:11.0,J. Crawford makes 3-pt jump shot from 27 ft (assist by C. Paul),,80,68
298,3,0:47.0,,L. Ridnour misses 3-pt jump shot from 25 ft,80,68
299,3,0:46.0,Defensive rebound by M. Barnes,,80,68
300,3,0:35.0,B. Griffin makes 2-pt layup from 1 ft (assist by C. Paul),,82,68
301,3,0:24.0,,V. Oladipo misses 2-pt layup from 2 ft (block by S. Hawes),82,68
302,3,0:24.0,H. Türkoğlu enters the game for M. Barnes,,82,68
303,3,0:24.0,Offensive rebound by Team,,82,68
304,3,0:03.0,C. Paul makes 2-pt jump shot from 16 ft,,84,68
305,3,0:00.0,,V. Oladipo misses 3-pt jump shot from 46 ft,84,68
306,3,0:00.0,,Offensive rebound by Team,84,68
307,4,11:44.0,S. Hawes makes 3-pt jump shot from 23 ft (assist by J. Crawford),,87,68
308,4,11:23.0,,A. Nicholson misses 2-pt jump shot from 9 ft,87,68
309,4,11:19.0,Defensive rebound by J. Farmar,,87,68
310,4,11:07.0,J. Farmar makes 3-pt jump shot from 25 ft,,90,68
311,4,10:53.0,,A. Nicholson makes 2-pt jump shot from 17 ft (assist by W. Green),90,70
312,4,10:39.0,G. Davis makes 2-pt layup from 1 ft (assist by J. Farmar),,92,70
313,4,10:29.0,,C. Frye misses 3-pt jump shot from 25 ft,92,70
314,4,10:27.0,Defensive rebound by J. Farmar,,92,70
315,4,10:14.0,J. Crawford makes 2-pt jump shot from 14 ft,,94,70
316,4,10:10.0,,Turnover by A. Nicholson (bad pass; steal by J. Farmar),94,70
317,4,10:07.0,Turnover by J. Farmar (bad pass; steal by W. Green),,94,70
318,4,10:04.0,,Shooting foul by J. Crawford (drawn by W. Green),94,70
319,4,10:04.0,,W. Green misses free throw 1 of 2,94,70
320,4,10:04.0,,Offensive rebound by Team,94,70
321,4,10:04.0,,D. Dedmon enters the game for A. Nicholson,94,70
322,4,10:04.0,,W. Green makes free throw 2 of 2,94,71
323,4,9:51.0,G. Davis makes 2-pt jump shot from 5 ft (assist by J. Farmar),,96,71
324,4,9:41.0,,L. Ridnour misses 3-pt jump shot from 24 ft,96,71
325,4,9:39.0,Defensive rebound by H. Türkoğlu,,96,71
326,4,9:30.0,Offensive foul by J. Crawford (drawn by L. Ridnour),,96,71
327,4,9:30.0,Turnover by J. Crawford (offensive foul),,96,71
328,4,9:24.0,,Personal foul by J. Farmar (drawn by L. Ridnour),96,71
329,4,9:15.0,,W. Green misses 2-pt layup from 2 ft (block by S. Hawes),96,71
330,4,9:13.0,Defensive rebound by J. Crawford,,96,71
331,4,9:03.0,G. Davis misses 2-pt layup from 1 ft,,96,71
332,4,9:01.0,,Defensive rebound by D. Dedmon,96,71
333,4,8:54.0,,Shooting foul by H. Türkoğlu (drawn by D. Dedmon),96,71
334,4,8:54.0,Official timeout,,96,71
335,4,8:54.0,,E. Payton enters the game for L. Ridnour,96,71
336,4,8:54.0,,D. Dedmon makes free throw 1 of 2,96,72
337,4,8:54.0,,D. Dedmon misses free throw 2 of 2,96,72
338,4,8:54.0,Defensive rebound by J. Crawford,,96,72
339,4,8:38.0,J. Crawford misses 3-pt jump shot from 23 ft,,96,72
340,4,8:36.0,,Defensive rebound by D. Dedmon,96,72
341,4,8:35.0,,Turnover by E. Payton (lost ball; steal by J. Crawford),96,72
342,4,8:32.0,J. Crawford makes 2-pt layup from 2 ft,,98,72
343,4,8:03.0,,W. Green misses 3-pt jump shot from 29 ft,98,72
344,4,8:02.0,Defensive rebound by S. Hawes,,98,72
345,4,7:44.0,J. Farmar makes 2-pt jump shot from 20 ft,,100,72
346,4,7:18.0,,W. Green makes 3-pt jump shot from 25 ft (assist by E. Payton),100,75
347,4,6:52.0,H. Türkoğlu makes 2-pt layup from 2 ft (assist by J. Crawford),,102,75
348,4,6:45.0,,Orlando full timeout,102,75
349,4,6:45.0,,A. Nicholson enters the game for C. Frye,102,75
350,4,6:38.0,,M. Harkless misses 2-pt jump shot from 6 ft (block by S. Hawes),102,75
351,4,6:35.0,Defensive rebound by J. Crawford,,102,75
352,4,6:28.0,Offensive foul by G. Davis (drawn by E. Payton),,102,75
353,4,6:28.0,Turnover by G. Davis (offensive foul),,102,75
354,4,6:15.0,,A. Nicholson makes 2-pt jump shot from 21 ft (assist by W. Green),102,77
355,4,5:53.0,S. Hawes makes 3-pt jump shot from 26 ft (assist by H. Türkoğlu),,105,77
356,4,5:30.0,,E. Payton makes 3-pt jump shot from 26 ft (assist by W. Green),105,80
357,4,5:17.0,Personal foul by E. Payton (drawn by J. Farmar),,105,80
358,4,5:17.0,J. Cunningham enters the game for J. Crawford,,105,80
359,4,5:10.0,J. Farmar makes 3-pt jump shot from 24 ft (assist by S. Hawes),,108,80
360,4,4:52.0,,A. Nicholson makes 2-pt hook shot from 11 ft,108,82
361,4,4:31.0,S. Hawes misses 2-pt jump shot from 19 ft,,108,82
362,4,4:30.0,,Defensive rebound by D. Dedmon,108,82
363,4,4:23.0,,E. Payton makes 2-pt jump shot from 20 ft,108,84
364,4,4:08.0,S. Hawes makes 2-pt jump shot from 15 ft (assist by G. Davis),,110,84
365,4,3:55.0,,W. Green makes 2-pt jump shot from 19 ft,110,86
366,4,3:37.0,H. Türkoğlu misses 3-pt jump shot from 25 ft,,110,86
367,4,3:36.0,,Defensive rebound by E. Payton,110,86
368,4,3:36.0,,Personal foul by G. Davis (drawn by E. Payton),110,86
369,4,3:36.0,E. Udoh enters the game for S. Hawes,,110,86
370,4,3:36.0,R. Bullock enters the game for H. Türkoğlu,,110,86
371,4,3:26.0,,E. Payton misses 2-pt jump shot from 15 ft,110,86
372,4,3:24.0,,Offensive rebound by Team,110,86
373,4,3:13.0,,A. Nicholson misses 3-pt jump shot from 23 ft,110,86
374,4,3:11.0,,Offensive rebound by D. Dedmon,110,86
375,4,3:06.0,,E. Payton makes 2-pt jump shot from 10 ft,110,88
376,4,2:45.0,G. Davis misses 2-pt jump shot from 20 ft,,110,88
377,4,2:44.0,Offensive rebound by Team,,110,88
378,4,2:43.0,LA Clippers full timeout,,110,88
379,4,2:24.0,R. Bullock makes 2-pt jump shot from 19 ft (assist by J. Farmar),,112,88
380,4,2:12.0,,Turnover by E. Payton (bad pass; steal by E. Udoh),112,88
381,4,1:55.0,J. Farmar misses 2-pt jump shot from 13 ft,,112,88
