,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MEMPHIS_ACTION,SACRAMENTO_SCORE,MEMPHIS_SCORE
0,1,12:00.0,Violation by Team (delay of game),,0,0
1,1,11:46.0,,T. Allen misses 2-pt layup from 1 ft,0,0
2,1,11:44.0,Defensive rebound by B. McLemore,,0,0
3,1,11:30.0,D. Cousins misses 2-pt jump shot from 3 ft,,0,0
4,1,11:29.0,,Defensive rebound by M. Gasol,0,0
5,1,11:15.0,,Z. Randolph misses 2-pt layup from 1 ft,0,0
6,1,11:14.0,Defensive rebound by B. McLemore,,0,0
7,1,11:14.0,Personal foul by T. Allen (drawn by B. McLemore),,0,0
8,1,10:56.0,D. Cousins makes 2-pt jump shot from 16 ft,,2,0
9,1,10:45.0,,M. Gasol misses 2-pt jump shot from 16 ft,2,0
10,1,10:44.0,Defensive rebound by D. Cousins,,2,0
11,1,10:37.0,Turnover by D. Cousins (bad pass; steal by T. Allen),,2,0
12,1,10:33.0,,T. Allen misses 2-pt layup at rim,2,0
13,1,10:31.0,Defensive rebound by D. Collison,,2,0
14,1,10:26.0,R. Gay makes 2-pt jump shot from 11 ft,,4,0
15,1,10:11.0,,Shooting foul by J. Thompson (drawn by M. Gasol),4,0
16,1,10:11.0,,M. Gasol makes free throw 1 of 2,4,1
17,1,10:11.0,,M. Gasol makes free throw 2 of 2,4,2
18,1,9:58.0,D. Cousins makes 2-pt layup from 2 ft,,6,2
19,1,9:42.0,,M. Gasol misses 2-pt jump shot from 7 ft,6,2
20,1,9:41.0,,Offensive rebound by T. Allen,6,2
21,1,9:38.0,,Z. Randolph misses 2-pt layup from 1 ft,6,2
22,1,9:37.0,,Offensive rebound by T. Allen,6,2
23,1,9:32.0,,T. Allen misses 2-pt layup from 1 ft,6,2
24,1,9:30.0,Defensive rebound by J. Thompson,,6,2
25,1,9:23.0,D. Collison makes 2-pt jump shot from 13 ft,,8,2
26,1,9:03.0,,T. Allen misses 2-pt layup from 1 ft,8,2
27,1,9:02.0,Defensive rebound by J. Thompson,,8,2
28,1,8:47.0,D. Cousins makes 2-pt layup from 1 ft,,10,2
29,1,8:47.0,Shooting block foul by M. Conley (drawn by D. Cousins),,10,2
30,1,8:47.0,D. Cousins makes free throw 1 of 1,,11,2
31,1,8:44.0,,Memphis full timeout,11,2
32,1,8:30.0,,M. Conley misses 3-pt jump shot from 23 ft,11,2
33,1,8:28.0,Defensive rebound by D. Cousins,,11,2
34,1,8:12.0,B. McLemore makes 3-pt jump shot from 22 ft (assist by J. Thompson),,14,2
35,1,7:58.0,,M. Conley makes 2-pt jump shot from 7 ft,14,4
36,1,7:45.0,Shooting foul by M. Conley (drawn by D. Collison),,14,4
37,1,7:45.0,D. Collison makes free throw 1 of 2,,15,4
38,1,7:45.0,,B. Udrih enters the game for M. Conley,15,4
39,1,7:45.0,Turnover by D. Cousins (lane violation.),,15,4
40,1,7:29.0,,M. Gasol misses 2-pt jump shot from 6 ft (block by D. Cousins),15,4
41,1,7:26.0,,Offensive rebound by M. Gasol,15,4
42,1,7:26.0,,M. Gasol makes 2-pt layup at rim,15,6
43,1,7:14.0,R. Gay misses 2-pt jump shot from 19 ft,,15,6
44,1,7:13.0,Offensive rebound by J. Thompson,,15,6
45,1,7:05.0,D. Collison misses 2-pt jump shot from 21 ft,,15,6
46,1,7:03.0,Offensive rebound by J. Thompson,,15,6
47,1,7:03.0,J. Thompson makes 2-pt tip-in at rim,,17,6
48,1,6:54.0,,Z. Randolph misses 2-pt jump shot from 14 ft,17,6
49,1,6:52.0,Defensive rebound by R. Gay,,17,6
50,1,6:38.0,D. Cousins misses 2-pt jump shot from 18 ft,,17,6
51,1,6:37.0,,Defensive rebound by B. Udrih,17,6
52,1,6:33.0,,Personal foul by D. Cousins (drawn by M. Gasol),17,6
53,1,6:33.0,,C. Lee enters the game for T. Allen,17,6
54,1,6:24.0,,T. Prince misses 2-pt jump shot from 21 ft,17,6
55,1,6:23.0,Defensive rebound by D. Collison,,17,6
56,1,6:19.0,R. Gay makes 2-pt dunk at rim (assist by D. Collison),,19,6
57,1,6:03.0,,Turnover by M. Gasol (bad pass; steal by R. Gay),19,6
58,1,6:00.0,Personal foul by B. Udrih (drawn by D. Collison),,19,6
59,1,5:40.0,J. Thompson makes 2-pt jump shot from 20 ft,,21,6
60,1,5:25.0,,B. Udrih misses 2-pt jump shot from 14 ft,21,6
61,1,5:24.0,Defensive rebound by Team,,21,6
62,1,5:15.0,D. Cousins makes 2-pt layup at rim (assist by D. Collison),,23,6
63,1,5:09.0,,Memphis full timeout,23,6
64,1,5:09.0,,Q. Pondexter enters the game for T. Prince,23,6
65,1,4:59.0,,B. Udrih makes 2-pt layup from 1 ft,23,8
66,1,4:43.0,Personal foul by Z. Randolph (drawn by D. Cousins),,23,8
67,1,4:43.0,D. Cousins misses free throw 1 of 2,,23,8
68,1,4:43.0,Offensive rebound by Team,,23,8
69,1,4:43.0,D. Cousins makes free throw 2 of 2,,24,8
70,1,4:25.0,,Turnover by B. Udrih (bad pass; steal by J. Thompson),24,8
71,1,4:22.0,Shooting foul by B. Udrih (drawn by R. Gay),,24,8
72,1,4:22.0,R. Gay makes free throw 1 of 2,,25,8
73,1,4:22.0,,K. Koufos enters the game for Z. Randolph,25,8
74,1,4:22.0,,J. Leuer enters the game for M. Gasol,25,8
75,1,4:22.0,R. Gay makes free throw 2 of 2,,26,8
76,1,4:08.0,,C. Lee misses 2-pt jump shot from 21 ft,26,8
77,1,4:07.0,Defensive rebound by R. Gay,,26,8
78,1,3:57.0,R. Gay makes 3-pt jump shot from 25 ft,,29,8
79,1,3:42.0,,Turnover by K. Koufos (lost ball; steal by D. Collison),29,8
80,1,3:37.0,R. Gay makes 2-pt dunk at rim (assist by D. Collison),,31,8
