,QUARTER,TIME_REMAINING,MIAMI_ACTION,LA CLIPPERS_ACTION,MIAMI_SCORE,LA CLIPPERS_SCORE
27,1,7:31.0,D. Wade makes free throw 1 of 2,,5,15
28,1,7:31.0,D. Wade makes free throw 2 of 2,,6,15
29,1,7:23.0,,J. Redick makes 2-pt layup from 1 ft (assist by C. Paul),6,17
30,1,7:02.0,C. Bosh misses 3-pt jump shot from 23 ft,,6,17
31,1,7:01.0,Offensive rebound by L. Deng,,6,17
32,1,6:56.0,M. Chalmers misses 3-pt jump shot from 25 ft,,6,17
33,1,6:54.0,,Defensive rebound by B. Griffin,6,17
34,1,6:40.0,,C. Paul makes 2-pt jump shot from 15 ft,6,19
35,1,6:23.0,D. Wade makes 2-pt jump shot from 20 ft (assist by C. Bosh),,8,19
36,1,6:11.0,,Personal foul by M. Chalmers (drawn by J. Redick),8,19
37,1,6:11.0,H. Whiteside enters the game for C. Andersen,,8,19
38,1,6:11.0,,Turnover by J. Redick (bad pass; steal by H. Whiteside),8,19
39,1,6:11.0,H. Whiteside makes 2-pt layup from 1 ft (assist by L. Deng),,10,19
40,1,6:11.0,,C. Paul misses 3-pt jump shot from 25 ft,10,19
41,1,6:11.0,Defensive rebound by H. Whiteside,,10,19
42,1,5:47.0,Shooting foul by C. Paul (drawn by H. Whiteside),,10,19
43,1,5:47.0,H. Whiteside makes free throw 1 of 2,,11,19
44,1,5:47.0,H. Whiteside makes free throw 2 of 2,,12,19
45,1,5:41.0,,Offensive foul by D. Jordan (drawn by C. Bosh),12,19
46,1,5:41.0,,Turnover by D. Jordan (offensive foul),12,19
47,1,5:41.0,,Technical foul by D. Jordan,12,19
48,1,5:41.0,C. Bosh makes technical free throw,,13,19
49,1,5:29.0,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),,15,19
50,1,5:18.0,,LA Clippers full timeout,15,19
51,1,5:08.0,,Turnover by B. Griffin (lost ball; steal by D. Wade),15,19
52,1,4:55.0,C. Bosh makes 2-pt jump shot from 19 ft (assist by D. Wade),,17,19
53,1,4:31.0,,Offensive foul by D. Jordan (drawn by H. Whiteside),17,19
54,1,4:31.0,,Turnover by D. Jordan (offensive foul),17,19
55,1,4:31.0,,S. Hawes enters the game for D. Jordan,17,19
56,1,4:31.0,,Technical foul by C. Paul,17,19
57,1,4:31.0,C. Bosh misses technical free throw,,17,19
58,1,4:31.0,Offensive rebound by Team,,17,19
59,1,4:14.0,C. Bosh makes 2-pt jump shot from 12 ft,,19,19
60,1,3:59.0,,B. Griffin makes 2-pt layup at rim (assist by C. Paul),19,21
61,1,3:59.0,,Shooting foul by H. Whiteside (drawn by B. Griffin),19,21
62,1,3:59.0,,J. Crawford enters the game for M. Barnes,19,21
63,1,3:59.0,J. Ennis enters the game for D. Wade,,19,21
64,1,3:59.0,,B. Griffin misses free throw 1 of 1,19,21
65,1,3:57.0,Defensive rebound by H. Whiteside,,19,21
66,1,3:39.0,L. Deng misses 3-pt jump shot from 25 ft,,19,21
67,1,3:36.0,Offensive rebound by H. Whiteside,,19,21
68,1,3:36.0,H. Whiteside misses 2-pt tip-in from 1 ft,,19,21
69,1,3:36.0,,Defensive rebound by Team,19,21
70,1,3:24.0,,C. Paul misses 3-pt jump shot from 25 ft,19,21
71,1,3:22.0,Defensive rebound by J. Ennis,,19,21
72,1,3:11.0,L. Deng makes 2-pt jump shot from 7 ft (assist by M. Chalmers),,21,21
73,1,3:02.0,,J. Crawford makes 2-pt jump shot from 19 ft,21,23
74,1,2:46.0,C. Bosh makes 3-pt jump shot from 25 ft (assist by M. Chalmers),,24,23
75,1,2:30.0,,J. Crawford misses 2-pt jump shot from 21 ft,24,23
76,1,2:29.0,Defensive rebound by H. Whiteside,,24,23
77,1,2:15.0,H. Whiteside makes 2-pt dunk at rim (assist by L. Deng),,26,23
78,1,1:58.0,,S. Hawes makes 2-pt layup from 2 ft (assist by J. Crawford),26,25
79,1,1:44.0,M. Chalmers misses 2-pt layup from 1 ft,,26,25
80,1,1:42.0,Offensive rebound by H. Whiteside,,26,25
81,1,1:39.0,H. Whiteside makes 2-pt jump shot from 2 ft,,28,25
82,1,1:26.0,,Shooting foul by J. Ennis (drawn by J. Crawford),28,25
83,1,1:26.0,,J. Crawford misses free throw 1 of 3,28,25
84,1,1:26.0,,Offensive rebound by Team,28,25
85,1,1:26.0,,J. Crawford makes free throw 2 of 3,28,26
86,1,1:26.0,,J. Farmar enters the game for C. Paul,28,26
87,1,1:26.0,,R. Bullock enters the game for J. Redick,28,26
88,1,1:26.0,N. Cole enters the game for M. Chalmers,,28,26
89,1,1:26.0,,J. Crawford makes free throw 3 of 3,28,27
90,1,1:04.0,J. Ennis misses 3-pt jump shot from 25 ft,,28,27
91,1,1:01.0,,Defensive rebound by J. Crawford,28,27
92,1,0:58.0,,J. Crawford misses 2-pt layup from 1 ft,28,27
93,1,0:57.0,,Offensive rebound by B. Griffin,28,27
94,1,0:57.0,,B. Griffin makes 2-pt dunk at rim,28,29
95,1,0:45.0,C. Bosh misses 3-pt jump shot from 26 ft,,28,29
96,1,0:43.0,Offensive rebound by J. Ennis,,28,29
97,1,0:41.0,H. Whiteside makes 2-pt dunk at rim (assist by J. Ennis),,30,29
98,1,0:32.0,,J. Farmar misses 3-pt jump shot from 26 ft,30,29
99,1,0:31.0,Defensive rebound by H. Whiteside,,30,29
100,1,0:18.0,Personal foul by S. Hawes (drawn by H. Whiteside),,30,29
101,1,0:18.0,D. Granger enters the game for L. Deng,,30,29
102,1,0:06.0,C. Bosh misses 2-pt jump shot from 15 ft,,30,29
103,1,0:05.0,,Defensive rebound by J. Farmar,30,29
104,1,0:01.0,,J. Farmar misses 3-pt jump shot from 27 ft,30,29
105,1,0:00.0,,Offensive rebound by Team,30,29
106,2,11:42.0,D. Granger makes 2-pt layup from 2 ft (assist by N. Cole),,32,29
107,2,11:29.0,,Turnover by J. Crawford (bad pass; steal by H. Whiteside),32,29
108,2,11:19.0,D. Wade makes 2-pt hook shot from 7 ft,,34,29
109,2,11:03.0,,J. Crawford misses 3-pt jump shot from 24 ft,34,29
110,2,11:02.0,Defensive rebound by H. Whiteside,,34,29
111,2,10:52.0,D. Wade misses 2-pt layup from 1 ft,,34,29
112,2,10:51.0,,Defensive rebound by R. Bullock,34,29
113,2,10:41.0,,S. Hawes misses 2-pt jump shot from 16 ft,34,29
114,2,10:40.0,Defensive rebound by H. Whiteside,,34,29
115,2,10:30.0,D. Wade makes 2-pt hook shot from 4 ft (assist by D. Granger),,36,29
116,2,10:11.0,,J. Crawford misses 2-pt jump shot from 15 ft,36,29
117,2,10:10.0,Defensive rebound by N. Cole,,36,29
118,2,10:04.0,N. Cole makes 2-pt layup from 1 ft,,38,29
119,2,9:57.0,,LA Clippers full timeout,38,29
120,2,9:57.0,C. Andersen enters the game for H. Whiteside,,38,29
121,2,9:49.0,,Shooting foul by D. Granger (drawn by G. Davis),38,29
122,2,9:49.0,,G. Davis makes free throw 1 of 2,38,30
123,2,9:49.0,,G. Davis makes free throw 2 of 2,38,31
124,2,9:28.0,J. Ennis makes 3-pt jump shot from 24 ft (assist by D. Granger),,41,31
125,2,9:11.0,,J. Crawford misses 2-pt layup at rim (block by C. Andersen),41,31
126,2,9:10.0,Defensive rebound by Team,,41,31
127,2,9:10.0,,M. Barnes enters the game for G. Davis,41,31
128,2,9:03.0,Turnover by N. Cole (bad pass),,41,31
129,2,8:49.0,,J. Crawford misses 2-pt layup from 1 ft (block by J. Ennis),41,31
130,2,8:46.0,Defensive rebound by N. Cole,,41,31
131,2,8:42.0,D. Granger misses 3-pt jump shot from 24 ft,,41,31
132,2,8:39.0,Offensive rebound by C. Andersen,,41,31
133,2,8:39.0,C. Andersen misses 2-pt tip-in from 4 ft,,41,31
134,2,8:34.0,Offensive rebound by D. Wade,,41,31
135,2,8:28.0,D. Granger makes 2-pt layup from 2 ft (assist by D. Wade),,43,31
136,2,8:06.0,,S. Hawes makes 2-pt hook shot from 3 ft (assist by M. Barnes),43,33
137,2,7:48.0,Shooting foul by S. Hawes (drawn by C. Andersen),,43,33
138,2,7:48.0,C. Andersen makes free throw 1 of 2,,44,33
139,2,7:48.0,C. Bosh enters the game for J. Ennis,,44,33
140,2,7:48.0,,D. Jordan enters the game for S. Hawes,44,33
141,2,7:48.0,,B. Griffin enters the game for R. Bullock,44,33
142,2,7:48.0,C. Andersen makes free throw 2 of 2,,45,33
143,2,7:38.0,,J. Farmar makes 3-pt jump shot from 24 ft,45,36
144,2,7:15.0,Personal foul by J. Farmar (drawn by N. Cole),,45,36
145,2,7:15.0,,C. Paul enters the game for J. Farmar,45,36
146,2,7:01.0,D. Granger makes 2-pt layup at rim (assist by N. Cole),,47,36
147,2,6:47.0,,M. Barnes misses 2-pt layup from 2 ft,47,36
148,2,6:46.0,Defensive rebound by C. Bosh,,47,36
149,2,6:43.0,Turnover by C. Andersen (bad pass; steal by J. Crawford),,47,36
150,2,6:38.0,,Turnover by J. Crawford (bad pass; steal by C. Andersen),47,36
151,2,6:33.0,N. Cole misses 3-pt jump shot from 23 ft,,47,36
152,2,6:32.0,,Defensive rebound by Team,47,36
153,2,6:32.0,,J. Redick enters the game for J. Crawford,47,36
154,2,6:21.0,,J. Redick misses 2-pt jump shot from 21 ft,47,36
155,2,6:19.0,Defensive rebound by C. Andersen,,47,36
156,2,6:00.0,D. Granger misses 2-pt jump shot from 14 ft,,47,36
157,2,5:57.0,,Defensive rebound by C. Paul,47,36
158,2,5:51.0,,B. Griffin misses 2-pt hook shot from 2 ft,47,36
159,2,5:49.0,Defensive rebound by C. Bosh,,47,36
160,2,5:45.0,Miami full timeout,,47,36
161,2,5:45.0,M. Chalmers enters the game for D. Wade,,47,36
162,2,5:45.0,L. Deng enters the game for N. Cole,,47,36
163,2,5:36.0,L. Deng misses 3-pt jump shot from 24 ft,,47,36
164,2,5:35.0,Offensive rebound by D. Granger,,47,36
165,2,5:33.0,Turnover by D. Granger (lost ball; steal by J. Redick),,47,36
166,2,5:25.0,,Personal foul by M. Chalmers (drawn by B. Griffin),47,36
167,2,5:10.0,,B. Griffin makes 3-pt jump shot from 24 ft (assist by C. Paul),47,39
168,2,4:55.0,Turnover by C. Andersen (offensive foul),,47,39
169,2,4:55.0,Offensive foul by C. Andersen (drawn by B. Griffin),,47,39
170,2,4:30.0,,B. Griffin misses 2-pt jump shot from 18 ft,47,39
171,2,4:29.0,Defensive rebound by C. Bosh,,47,39
172,2,4:20.0,Personal foul by M. Barnes (drawn by L. Deng),,47,39
173,2,4:10.0,Turnover by L. Deng (bad pass; steal by D. Jordan),,47,39
174,2,4:05.0,,Shooting foul by M. Chalmers (drawn by M. Barnes),47,39
175,2,4:05.0,,M. Barnes makes free throw 1 of 2,47,40
176,2,4:05.0,N. Cole enters the game for M. Chalmers,,47,40
177,2,4:05.0,H. Whiteside enters the game for C. Andersen,,47,40
178,2,4:05.0,,M. Barnes makes free throw 2 of 2,47,41
179,2,3:53.0,C. Bosh makes 2-pt hook shot from 4 ft,,49,41
180,2,3:52.0,Violation by Team (jump ball),,49,41
181,2,3:41.0,,J. Redick misses 2-pt jump shot from 19 ft,49,41
182,2,3:40.0,,Offensive rebound by D. Jordan,49,41
183,2,3:40.0,,D. Jordan makes 2-pt dunk at rim,49,43
184,2,3:16.0,C. Bosh makes 2-pt jump shot from 13 ft (assist by N. Cole),,51,43
185,2,3:06.0,,C. Paul makes 2-pt jump shot from 18 ft,51,45
186,2,2:38.0,N. Cole makes 3-pt jump shot from 25 ft (assist by C. Bosh),,54,45
187,2,2:19.0,,M. Barnes makes 3-pt jump shot from 27 ft (assist by C. Paul),54,48
188,2,1:51.0,C. Bosh makes 2-pt jump shot from 13 ft,,56,48
189,2,1:43.0,,C. Paul misses 2-pt jump shot from 14 ft,56,48
190,2,1:42.0,Defensive rebound by H. Whiteside,,56,48
191,2,1:26.0,H. Whiteside misses 2-pt jump shot from 5 ft,,56,48
192,2,1:25.0,,Defensive rebound by D. Jordan,56,48
193,2,1:09.0,,B. Griffin makes 2-pt layup from 1 ft (assist by J. Redick),56,50
194,2,1:01.0,Miami full timeout,,56,50
195,2,1:01.0,Official timeout,,56,50
196,2,1:01.0,D. Wade enters the game for D. Granger,,56,50
197,2,1:01.0,,S. Hawes enters the game for D. Jordan,56,50
198,2,0:54.0,D. Wade misses 2-pt jump shot from 14 ft,,56,50
199,2,0:53.0,Offensive rebound by H. Whiteside,,56,50
200,2,0:53.0,,Loose ball foul by M. Barnes (drawn by H. Whiteside),56,50
201,2,0:33.0,C. Bosh makes 2-pt jump shot from 16 ft (assist by N. Cole),,58,50
202,2,0:33.0,Shooting foul by M. Barnes (drawn by C. Bosh),,58,50
203,2,0:33.0,,J. Crawford enters the game for M. Barnes,58,50
204,2,0:33.0,C. Bosh makes free throw 1 of 1,,59,50
205,2,0:28.0,,C. Paul misses 2-pt jump shot from 10 ft,59,50
206,2,0:26.0,Defensive rebound by Team,,59,50
207,2,0:06.0,L. Deng makes 3-pt jump shot from 26 ft (assist by D. Wade),,62,50
208,2,0:00.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),62,53
209,3,11:45.0,H. Whiteside makes 2-pt layup from 1 ft (assist by M. Chalmers),,64,53
210,3,11:24.0,,Turnover by C. Paul (bad pass; steal by M. Chalmers),64,53
211,3,11:15.0,D. Wade misses 3-pt jump shot from 24 ft,,64,53
212,3,11:13.0,,Defensive rebound by M. Barnes,64,53
213,3,11:04.0,,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),64,55
214,3,10:32.0,L. Deng misses 3-pt jump shot from 23 ft,,64,55
215,3,10:31.0,,Defensive rebound by D. Jordan,64,55
216,3,10:10.0,,B. Griffin makes 2-pt jump shot from 3 ft (assist by C. Paul),64,57
217,3,9:49.0,C. Bosh makes 2-pt jump shot from 8 ft (assist by D. Wade),,66,57
218,3,9:37.0,,M. Barnes makes 3-pt jump shot from 24 ft (assist by B. Griffin),66,60
219,3,9:24.0,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),,68,60
220,3,9:06.0,,J. Redick makes 2-pt layup from 1 ft (assist by B. Griffin),68,62
221,3,8:43.0,Shooting foul by C. Paul (drawn by M. Chalmers),,68,62
222,3,8:43.0,M. Chalmers makes free throw 1 of 2,,69,62
223,3,8:43.0,M. Chalmers makes free throw 2 of 2,,70,62
224,3,8:30.0,,B. Griffin misses 2-pt layup from 1 ft (block by H. Whiteside),70,62
225,3,8:28.0,Defensive rebound by D. Wade,,70,62
226,3,8:24.0,D. Wade misses 2-pt jump shot from 13 ft,,70,62
227,3,8:20.0,Offensive rebound by C. Bosh,,70,62
228,3,8:20.0,C. Bosh misses 2-pt tip-in from 1 ft,,70,62
229,3,8:17.0,Offensive rebound by C. Bosh,,70,62
230,3,8:17.0,C. Bosh misses 2-pt tip-in at rim,,70,62
231,3,8:17.0,,Defensive rebound by B. Griffin,70,62
232,3,8:17.0,,Personal take foul by L. Deng (drawn by B. Griffin),70,62
233,3,8:08.0,,C. Paul misses 3-pt jump shot from 26 ft,70,62
234,3,8:05.0,Defensive rebound by H. Whiteside,,70,62
235,3,7:55.0,D. Wade misses 2-pt jump shot from 4 ft,,70,62
236,3,7:55.0,,Defensive rebound by B. Griffin,70,62
237,3,7:55.0,,Personal take foul by H. Whiteside (drawn by B. Griffin),70,62
238,3,7:46.0,,Offensive foul by C. Paul (drawn by C. Bosh),70,62
239,3,7:46.0,,Turnover by C. Paul (offensive foul),70,62
240,3,7:46.0,,Technical foul by M. Barnes,70,62
241,3,7:46.0,D. Wade misses technical free throw,,70,62
242,3,7:46.0,Offensive rebound by Team,,70,62
243,3,7:35.0,Turnover by D. Wade (step out of bounds),,70,62
244,3,7:26.0,,C. Paul makes 2-pt jump shot from 2 ft,70,64
245,3,7:26.0,Miami full timeout,,70,64
246,3,7:13.0,C. Bosh makes 2-pt dunk at rim (assist by L. Deng),,72,64
247,3,6:46.0,,B. Griffin misses 3-pt jump shot from 25 ft,72,64
248,3,6:44.0,Defensive rebound by L. Deng,,72,64
249,3,6:29.0,H. Whiteside makes 2-pt hook shot from 11 ft (assist by L. Deng),,74,64
250,3,6:15.0,,J. Redick misses 3-pt jump shot from 25 ft,74,64
251,3,6:14.0,Defensive rebound by D. Wade,,74,64
252,3,6:02.0,Offensive foul by M. Chalmers (drawn by J. Redick),,74,64
253,3,6:02.0,Turnover by M. Chalmers (offensive foul),,74,64
254,3,6:02.0,N. Cole enters the game for M. Chalmers,,74,64
255,3,5:39.0,,M. Barnes misses 2-pt jump shot from 3 ft (block by H. Whiteside),74,64
256,3,5:37.0,Defensive rebound by N. Cole,,74,64
257,3,5:31.0,L. Deng makes 3-pt jump shot from 23 ft (assist by D. Wade),,77,64
258,3,5:29.0,,LA Clippers full timeout,77,64
259,3,5:12.0,,B. Griffin misses 2-pt jump shot from 20 ft,77,64
260,3,5:11.0,Defensive rebound by H. Whiteside,,77,64
261,3,5:02.0,D. Wade misses 2-pt jump shot from 11 ft,,77,64
262,3,5:01.0,Offensive rebound by Team,,77,64
263,3,5:01.0,,Loose ball foul by D. Jordan (drawn by H. Whiteside),77,64
264,3,5:01.0,,J. Crawford enters the game for J. Redick,77,64
265,3,4:46.0,C. Bosh makes 2-pt jump shot from 13 ft,,79,64
266,3,4:21.0,,C. Paul makes 2-pt jump shot from 17 ft,79,66
267,3,3:57.0,H. Whiteside misses 2-pt hook shot from 5 ft (block by D. Jordan),,79,66
268,3,3:54.0,Offensive rebound by H. Whiteside,,79,66
269,3,3:53.0,H. Whiteside makes 2-pt layup from 1 ft,,81,66
270,3,3:36.0,,Shooting foul by H. Whiteside (drawn by B. Griffin),81,66
271,3,3:36.0,,B. Griffin makes free throw 1 of 2,81,67
272,3,3:36.0,D. Granger enters the game for D. Wade,,81,67
273,3,3:36.0,,B. Griffin makes free throw 2 of 2,81,68
274,3,3:19.0,Turnover by D. Granger (traveling),,81,68
275,3,3:07.0,,Shooting foul by L. Deng (drawn by B. Griffin),81,68
276,3,3:07.0,,B. Griffin makes 2-pt layup from 2 ft (assist by C. Paul),81,70
277,3,3:07.0,,S. Hawes enters the game for D. Jordan,81,70
278,3,3:07.0,,B. Griffin makes free throw 1 of 1,81,71
279,3,2:55.0,L. Deng misses 2-pt jump shot from 19 ft,,81,71
280,3,2:55.0,,Defensive rebound by Team,81,71
281,3,2:55.0,C. Andersen enters the game for H. Whiteside,,81,71
282,3,2:34.0,,B. Griffin misses 2-pt jump shot from 11 ft,81,71
283,3,2:33.0,Defensive rebound by C. Andersen,,81,71
284,3,2:10.0,L. Deng misses 2-pt jump shot from 6 ft,,81,71
285,3,2:08.0,Offensive rebound by D. Granger,,81,71
286,3,2:00.0,Personal foul by B. Griffin (drawn by C. Bosh),,81,71
287,3,1:55.0,C. Bosh makes 2-pt layup from 2 ft (assist by N. Cole),,83,71
288,3,1:55.0,Shooting foul by S. Hawes (drawn by C. Bosh),,83,71
289,3,1:55.0,C. Bosh makes free throw 1 of 1,,84,71
290,3,1:32.0,,C. Paul makes 3-pt jump shot from 25 ft,84,74
291,3,1:14.0,Shooting foul by J. Crawford (drawn by C. Bosh),,84,74
292,3,1:14.0,C. Bosh makes free throw 1 of 2,,85,74
293,3,1:14.0,C. Bosh makes free throw 2 of 2,,86,74
294,3,1:00.0,,B. Griffin makes 2-pt hook shot from 5 ft,86,76
295,3,0:39.0,D. Granger misses 3-pt jump shot from 25 ft,,86,76
296,3,0:38.0,,Defensive rebound by S. Hawes,86,76
297,3,0:20.0,,J. Crawford misses 3-pt jump shot from 25 ft,86,76
298,3,0:19.0,Defensive rebound by C. Bosh,,86,76
299,3,0:01.0,C. Bosh misses 3-pt jump shot from 25 ft,,86,76
300,3,0:00.0,Offensive rebound by Team,,86,76
301,4,11:49.0,,Personal foul by U. Haslem (drawn by B. Griffin),86,76
302,4,11:40.0,,S. Hawes misses 2-pt jump shot from 3 ft (block by C. Andersen),86,76
303,4,11:40.0,,Offensive rebound by Team,86,76
304,4,11:34.0,,S. Hawes misses 3-pt jump shot from 23 ft,86,76
305,4,11:33.0,Defensive rebound by U. Haslem,,86,76
306,4,11:21.0,Personal block foul by B. Griffin (drawn by N. Cole),,86,76
307,4,11:06.0,,Loose ball foul by B. Griffin (drawn by C. Andersen),86,76
308,4,11:06.0,,D. Jordan enters the game for B. Griffin,86,76
309,4,10:56.0,D. Wade misses 2-pt jump shot from 20 ft,,86,76
310,4,10:55.0,,Defensive rebound by D. Jordan,86,76
311,4,10:47.0,,Personal foul by D. Granger (drawn by J. Crawford),86,76
312,4,10:32.0,,Turnover by J. Crawford (lost ball; steal by N. Cole),86,76
313,4,10:27.0,U. Haslem misses 2-pt layup from 1 ft,,86,76
314,4,10:24.0,Offensive rebound by D. Wade,,86,76
315,4,10:20.0,Turnover by D. Wade (lost ball),,86,76
316,4,10:00.0,,J. Farmar makes 2-pt layup from 2 ft (assist by S. Hawes),86,78
317,4,9:37.0,U. Haslem misses 2-pt jump shot from 13 ft,,86,78
318,4,9:36.0,,Defensive rebound by J. Farmar,86,78
319,4,9:23.0,,Personal block foul by U. Haslem (drawn by S. Hawes),86,78
320,4,9:23.0,H. Whiteside enters the game for C. Andersen,,86,78
321,4,9:06.0,,J. Farmar misses 3-pt jump shot from 28 ft,86,78
322,4,9:06.0,Defensive rebound by Team,,86,78
323,4,8:52.0,D. Wade makes 2-pt jump shot from 11 ft,,88,78
324,4,8:42.0,,S. Hawes misses 3-pt jump shot from 26 ft,88,78
325,4,8:39.0,Defensive rebound by H. Whiteside,,88,78
326,4,8:26.0,U. Haslem misses 2-pt jump shot from 19 ft,,88,78
327,4,8:25.0,,Defensive rebound by J. Redick,88,78
328,4,8:25.0,,Personal foul by H. Whiteside (drawn by J. Redick),88,78
329,4,8:25.0,Official timeout,,88,78
330,4,8:12.0,,J. Redick makes 2-pt jump shot from 4 ft (assist by J. Farmar),88,80
331,4,7:46.0,U. Haslem misses 2-pt jump shot from 5 ft,,88,80
332,4,7:45.0,,Defensive rebound by J. Farmar,88,80
333,4,7:24.0,,Turnover by J. Redick (bad pass; steal by N. Cole),88,80
334,4,7:18.0,Personal block foul by J. Farmar (drawn by D. Wade),,88,80
335,4,7:18.0,C. Bosh enters the game for U. Haslem,,88,80
336,4,7:18.0,,C. Paul enters the game for J. Farmar,88,80
337,4,7:18.0,,B. Griffin enters the game for S. Hawes,88,80
338,4,7:02.0,D. Granger misses 2-pt jump shot from 19 ft,,88,80
339,4,7:01.0,Offensive rebound by H. Whiteside,,88,80
340,4,6:58.0,H. Whiteside makes 2-pt hook shot from 6 ft,,90,80
341,4,6:43.0,,Turnover by J. Crawford (lost ball; steal by N. Cole),90,80
342,4,6:38.0,D. Wade makes 2-pt dunk at rim (assist by N. Cole),,92,80
343,4,6:38.0,,LA Clippers full timeout,92,80
344,4,6:38.0,,Technical foul by J. Crawford,92,80
345,4,6:38.0,C. Bosh makes technical free throw,,93,80
346,4,6:15.0,,J. Crawford misses 2-pt jump shot from 16 ft,93,80
347,4,6:13.0,Defensive rebound by H. Whiteside,,93,80
348,4,5:59.0,D. Granger misses 3-pt jump shot from 23 ft,,93,80
349,4,5:57.0,,Defensive rebound by J. Crawford,93,80
350,4,5:49.0,,J. Redick misses 3-pt jump shot from 23 ft,93,80
351,4,5:48.0,,Offensive rebound by B. Griffin,93,80
352,4,5:44.0,,B. Griffin makes 2-pt tip-in from 1 ft,93,82
353,4,5:19.0,D. Granger misses 2-pt jump shot from 20 ft,,93,82
354,4,5:17.0,,Defensive rebound by D. Jordan,93,82
355,4,4:57.0,,Turnover by B. Griffin (lost ball),93,82
356,4,4:57.0,L. Deng enters the game for D. Granger,,93,82
357,4,4:57.0,,M. Barnes enters the game for J. Crawford,93,82
358,4,4:48.0,C. Bosh makes 2-pt jump shot from 17 ft (assist by D. Wade),,95,82
359,4,4:25.0,,C. Paul makes 2-pt jump shot from 16 ft,95,84
360,4,3:57.0,D. Wade misses 3-pt jump shot from 24 ft,,95,84
361,4,3:55.0,,Defensive rebound by J. Redick,95,84
362,4,3:51.0,,Personal foul by D. Wade (drawn by B. Griffin),95,84
363,4,3:51.0,,B. Griffin makes free throw 1 of 2,95,85
364,4,3:51.0,,B. Griffin misses free throw 2 of 2,95,85
365,4,3:48.0,Defensive rebound by C. Bosh,,95,85
366,4,3:32.0,Turnover by N. Cole (bad pass; steal by M. Barnes),,95,85
367,4,3:31.0,,Turnover by M. Barnes (step out of bounds),95,85
368,4,3:18.0,Shooting foul by D. Jordan (drawn by D. Wade),,95,85
369,4,3:18.0,D. Wade misses free throw 1 of 2,,95,85
370,4,3:18.0,Offensive rebound by Team,,95,85
371,4,3:18.0,D. Wade makes free throw 2 of 2,,96,85
372,4,3:01.0,,B. Griffin makes 2-pt dunk at rim,96,87
373,4,3:01.0,,Shooting foul by L. Deng (drawn by B. Griffin),96,87
374,4,3:01.0,,B. Griffin makes free throw 1 of 1,96,88
375,4,3:00.0,Personal take foul by J. Redick (drawn by H. Whiteside),,96,88
376,4,3:00.0,H. Whiteside misses free throw 1 of 2,,96,88
377,4,3:00.0,Offensive rebound by Team,,96,88
378,4,3:00.0,H. Whiteside makes free throw 2 of 2,,97,88
379,4,2:42.0,,Shooting foul by H. Whiteside (drawn by D. Jordan),97,88
380,4,2:42.0,Miami full timeout,,97,88
381,4,2:42.0,D. Granger enters the game for H. Whiteside,,97,88
382,4,2:42.0,,D. Jordan misses free throw 1 of 2,97,88
383,4,2:42.0,,Offensive rebound by Team,97,88
384,4,2:42.0,,D. Jordan misses free throw 2 of 2,97,88
385,4,2:40.0,,Offensive rebound by B. Griffin,97,88
