,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PORTLAND_ACTION,BROOKLYN_SCORE,PORTLAND_SCORE
388,4,4:48.0,J. Jack makes 2-pt layup at rim (assist by D. Williams),,77,86
389,4,4:48.0,Shooting foul by A. Crabbe (drawn by J. Jack),,77,86
390,4,4:48.0,J. Jack makes free throw 1 of 1,,78,86
391,4,4:31.0,,D. Lillard makes 2-pt layup from 3 ft,78,88
392,4,4:14.0,Shooting foul by M. Leonard (drawn by K. Garnett),,78,88
393,4,4:14.0,K. Garnett makes free throw 1 of 2,,79,88
394,4,4:14.0,M. Teletović enters the game for B. Lopez,,79,88
395,4,4:14.0,K. Garnett makes free throw 2 of 2,,80,88
396,4,3:49.0,,R. Lopez misses 2-pt jump shot from 11 ft,80,88
397,4,3:48.0,Defensive rebound by J. Jack,,80,88
398,4,3:35.0,Brooklyn full timeout,,80,88
399,4,3:30.0,M. Teletović makes 2-pt layup at rim (assist by J. Johnson),,82,88
400,4,3:17.0,,Personal foul by M. Teletović (drawn by M. Leonard),82,88
401,4,3:04.0,,D. Lillard misses 2-pt jump shot from 12 ft,82,88
402,4,3:03.0,,Offensive rebound by M. Leonard,82,88
403,4,2:43.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by M. Leonard),82,91
404,4,2:30.0,Shooting foul by D. Lillard (drawn by D. Williams),,82,91
405,4,2:30.0,D. Williams makes free throw 1 of 2,,83,91
406,4,2:30.0,D. Williams makes free throw 2 of 2,,84,91
407,4,2:07.0,,W. Matthews misses 3-pt jump shot from 24 ft,84,91
408,4,2:06.0,Defensive rebound by K. Garnett,,84,91
409,4,2:05.0,Brooklyn full timeout,,84,91
410,4,1:54.0,M. Teletović misses 3-pt jump shot from 24 ft,,84,91
411,4,1:53.0,,Defensive rebound by W. Matthews,84,91
412,4,1:50.0,,Turnover by W. Matthews (bad pass),84,91
413,4,1:30.0,J. Johnson misses 3-pt jump shot from 24 ft,,84,91
414,4,1:28.0,Offensive rebound by M. Teletović,,84,91
415,4,1:28.0,M. Teletović misses 2-pt tip-in from 1 ft,,84,91
416,4,1:24.0,,Defensive rebound by D. Lillard,84,91
417,4,1:04.0,,A. Crabbe misses 3-pt jump shot from 24 ft,84,91
418,4,1:01.0,Defensive rebound by K. Garnett,,84,91
419,4,1:01.0,Brooklyn full timeout,,84,91
420,4,0:58.0,J. Johnson misses 2-pt jump shot from 4 ft,,84,91
421,4,0:57.0,Offensive rebound by J. Johnson,,84,91
422,4,0:51.0,J. Johnson misses 3-pt jump shot from 23 ft,,84,91
423,4,0:49.0,,Defensive rebound by A. Crabbe,84,91
424,4,0:49.0,,Personal foul by M. Teletović (drawn by M. Leonard),84,91
425,4,0:42.0,,Personal take foul by J. Jack (drawn by D. Lillard),84,91
426,4,0:42.0,,D. Lillard makes free throw 1 of 2,84,92
427,4,0:42.0,,D. Lillard makes free throw 2 of 2,84,93
428,4,0:42.0,Brooklyn full timeout,,84,93
429,4,0:37.0,J. Johnson misses 2-pt layup from 1 ft,,84,93
430,4,0:36.0,Offensive rebound by J. Johnson,,84,93
431,4,0:32.0,J. Jack misses 3-pt jump shot from 25 ft,,84,93
432,4,0:30.0,,Defensive rebound by D. Lillard,84,93
433,4,0:22.0,,Turnover by D. Lillard (lost ball),84,93
434,4,0:19.0,D. Williams makes 3-pt jump shot from 24 ft (assist by M. Teletović),,87,93
435,4,0:18.0,,Portland full timeout,87,93
436,4,0:18.0,,Portland full timeout,87,93
437,4,0:18.0,,S. Blake enters the game for M. Leonard,87,93
438,4,0:17.0,,Personal foul by M. Teletović (drawn by D. Lillard),87,93
439,4,0:17.0,,D. Lillard makes free throw 1 of 2,87,94
440,4,0:17.0,,D. Lillard makes free throw 2 of 2,87,95
441,4,0:09.0,K. Garnett misses 3-pt jump shot from 24 ft,,87,95
442,4,0:08.0,,Defensive rebound by A. Crabbe,87,95
443,4,0:07.0,,Personal take foul by K. Garnett (drawn by A. Crabbe),87,95
444,4,0:07.0,,S. Blake makes free throw 1 of 2,87,96
445,4,0:07.0,M. Plumlee enters the game for J. Johnson,,87,96
446,4,0:07.0,J. Gutiérrez enters the game for K. Garnett,,87,96
447,4,0:07.0,C. Jefferson enters the game for D. Williams,,87,96
448,4,0:07.0,,S. Blake makes free throw 2 of 2,87,97
449,4,0:02.0,J. Jack misses 2-pt jump shot from 7 ft,,87,97
450,4,0:01.0,,Defensive rebound by R. Lopez,87,97
