,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,BOSTON_ACTION,MEMPHIS_SCORE,BOSTON_SCORE
45,1,5:11.0,T. Allen enters the game for J. Green,,12,13
46,1,5:11.0,J. Green enters the game for Z. Randolph,,12,13
47,1,5:11.0,,J. Crowder enters the game for E. Turner,12,13
48,1,5:11.0,,K. Olynyk enters the game for T. Zeller,12,13
49,1,4:56.0,,Turnover by K. Olynyk (bad pass; steal by M. Conley),12,13
50,1,4:48.0,M. Conley misses 3-pt jump shot from 25 ft,,12,13
51,1,4:47.0,,Defensive rebound by J. Crowder,12,13
52,1,4:37.0,,Turnover by M. Smart (bad pass),12,13
53,1,4:24.0,J. Green makes 2-pt jump shot from 22 ft (assist by M. Conley),,14,13
54,1,4:04.0,,K. Olynyk makes 2-pt jump shot from 18 ft (assist by B. Bass),14,15
55,1,3:52.0,Personal foul by B. Bass (drawn by M. Gasol),,14,15
56,1,3:41.0,Turnover by J. Green (bad pass),,14,15
57,1,3:29.0,,K. Olynyk misses 3-pt jump shot from 25 ft,14,15
58,1,3:28.0,Defensive rebound by J. Green,,14,15
59,1,3:19.0,C. Lee misses 3-pt jump shot from 26 ft,,14,15
60,1,3:17.0,,Defensive rebound by B. Bass,14,15
61,1,3:14.0,,Turnover by A. Bradley (bad pass),14,15
62,1,3:03.0,Turnover by M. Conley (bad pass; steal by K. Olynyk),,14,15
63,1,3:01.0,,B. Bass makes 2-pt dunk at rim (assist by K. Olynyk),14,17
64,1,2:43.0,J. Green misses 2-pt jump shot from 20 ft,,14,17
65,1,2:42.0,,Defensive rebound by M. Smart,14,17
66,1,2:27.0,,A. Bradley misses 3-pt jump shot from 23 ft,14,17
67,1,2:26.0,,Offensive rebound by K. Olynyk,14,17
68,1,2:26.0,,Shooting foul by M. Conley (drawn by K. Olynyk),14,17
69,1,2:26.0,Memphis full timeout,,14,17
70,1,2:26.0,,P. Pressey enters the game for M. Smart,14,17
71,1,2:26.0,K. Koufos enters the game for M. Gasol,,14,17
72,1,2:26.0,B. Udrih enters the game for M. Conley,,14,17
73,1,2:26.0,,K. Olynyk makes free throw 1 of 2,14,18
74,1,2:26.0,,K. Olynyk misses free throw 2 of 2,14,18
75,1,2:25.0,Defensive rebound by K. Koufos,,14,18
76,1,2:07.0,J. Green makes 2-pt jump shot from 19 ft (assist by C. Lee),,16,18
77,1,1:51.0,,A. Bradley misses 2-pt jump shot from 18 ft,16,18
78,1,1:51.0,,Offensive rebound by Team,16,18
79,1,1:51.0,Loose ball foul by K. Koufos (drawn by K. Olynyk),,16,18
80,1,1:51.0,V. Carter enters the game for C. Lee,,16,18
81,1,1:42.0,,Turnover by K. Olynyk (traveling),16,18
82,1,1:33.0,B. Udrih misses 2-pt jump shot from 14 ft,,16,18
83,1,1:32.0,Offensive rebound by J. Green,,16,18
84,1,1:31.0,Turnover by B. Udrih (offensive goaltending),,16,18
85,1,1:18.0,,A. Bradley misses 3-pt jump shot from 23 ft (block by T. Allen),16,18
86,1,1:17.0,Defensive rebound by J. Green,,16,18
87,1,1:09.0,B. Udrih misses 2-pt jump shot from 3 ft,,16,18
88,1,1:08.0,,Defensive rebound by A. Bradley,16,18
89,1,1:02.0,,K. Olynyk misses 3-pt jump shot from 25 ft,16,18
90,1,1:01.0,Defensive rebound by J. Green,,16,18
91,1,0:50.0,V. Carter misses 2-pt jump shot from 20 ft,,16,18
92,1,0:48.0,,Defensive rebound by K. Olynyk,16,18
93,1,0:42.0,,B. Bass makes 2-pt dunk at rim (assist by J. Crowder),16,20
94,1,0:28.0,Turnover by B. Udrih (bad pass; steal by K. Olynyk),,16,20
95,1,0:09.0,,Turnover by P. Pressey (bad pass),16,20
96,1,0:09.0,,L. Datome enters the game for A. Bradley,16,20
97,1,0:09.0,M. Conley enters the game for T. Allen,,16,20
98,1,0:04.0,K. Koufos makes 2-pt layup at rim (assist by B. Udrih),,18,20
99,1,0:00.0,,P. Pressey makes 3-pt jump shot from 33 ft,18,23
100,2,11:49.0,J. Green misses 2-pt jump shot from 15 ft,,18,23
101,2,11:46.0,,Defensive rebound by P. Pressey,18,23
102,2,11:43.0,,Personal block foul by V. Carter (drawn by J. Crowder),18,23
103,2,11:32.0,,J. Crowder misses 2-pt jump shot from 15 ft,18,23
104,2,11:30.0,,Offensive rebound by J. Crowder,18,23
105,2,11:27.0,,J. Crowder misses 3-pt jump shot from 25 ft,18,23
106,2,11:25.0,,Offensive rebound by K. Olynyk,18,23
107,2,11:16.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by P. Pressey),18,26
108,2,11:00.0,J. Green misses 2-pt jump shot from 1 ft,,18,26
109,2,11:00.0,,Defensive rebound by Team,18,26
110,2,10:48.0,,J. Jerebko misses 2-pt layup from 1 ft (block by T. Allen),18,26
111,2,10:45.0,Defensive rebound by J. Green,,18,26
112,2,10:41.0,K. Koufos makes 2-pt layup at rim (assist by J. Green),,20,26
113,2,10:18.0,,Turnover by J. Jerebko (lost ball; steal by T. Allen),20,26
114,2,10:14.0,T. Allen misses 2-pt jump shot from 3 ft (block by L. Datome),,20,26
115,2,10:13.0,Offensive rebound by T. Allen,,20,26
116,2,10:12.0,T. Allen makes 2-pt layup at rim,,22,26
117,2,9:48.0,,L. Datome misses 2-pt jump shot from 20 ft,22,26
118,2,9:46.0,,Offensive rebound by K. Olynyk,22,26
119,2,9:45.0,,Turnover by K. Olynyk (bad pass; steal by T. Allen),22,26
120,2,9:30.0,Turnover by K. Koufos (lost ball; steal by J. Crowder),,22,26
121,2,9:29.0,,Personal foul by K. Koufos (drawn by J. Crowder),22,26
122,2,9:29.0,,E. Turner enters the game for K. Olynyk,22,26
123,2,9:09.0,,J. Crowder misses 2-pt jump shot from 20 ft,22,26
124,2,9:07.0,,Offensive rebound by J. Jerebko,22,26
125,2,9:01.0,,J. Crowder makes 2-pt jump shot from 18 ft (assist by P. Pressey),22,28
126,2,8:43.0,V. Carter makes 2-pt jump shot from 7 ft,,24,28
127,2,8:19.0,,L. Datome misses 3-pt jump shot from 24 ft,24,28
128,2,8:17.0,Defensive rebound by K. Koufos,,24,28
129,2,8:09.0,B. Udrih misses 2-pt jump shot from 18 ft,,24,28
130,2,8:07.0,,Defensive rebound by J. Jerebko,24,28
131,2,8:01.0,,J. Crowder misses 2-pt jump shot from 17 ft,24,28
132,2,8:01.0,,Offensive rebound by Team,24,28
133,2,8:01.0,Official timeout,,24,28
134,2,8:01.0,M. Conley enters the game for T. Allen,,24,28
135,2,8:01.0,Z. Randolph enters the game for B. Udrih,,24,28
136,2,8:01.0,Violation by V. Carter (kicked ball),,24,28
137,2,7:59.0,,J. Jerebko makes 2-pt dunk at rim (assist by E. Turner),24,30
138,2,7:45.0,Shooting foul by J. Crowder (drawn by Z. Randolph),,24,30
139,2,7:45.0,Z. Randolph makes free throw 1 of 2,,25,30
140,2,7:45.0,Z. Randolph makes free throw 2 of 2,,26,30
141,2,7:22.0,,P. Pressey misses 3-pt jump shot from 23 ft,26,30
142,2,7:21.0,Defensive rebound by V. Carter,,26,30
143,2,7:06.0,J. Green makes 3-pt jump shot from 26 ft (assist by Z. Randolph),,29,30
144,2,6:41.0,,L. Datome makes 2-pt jump shot from 6 ft,29,32
145,2,6:24.0,Turnover by M. Conley (lost ball; steal by P. Pressey),,29,32
146,2,6:20.0,,J. Crowder makes 2-pt layup at rim (assist by L. Datome),29,34
147,2,6:20.0,,Shooting foul by V. Carter (drawn by J. Crowder),29,34
148,2,6:20.0,M. Gasol enters the game for K. Koufos,,29,34
149,2,6:20.0,C. Lee enters the game for V. Carter,,29,34
150,2,6:20.0,,J. Crowder makes free throw 1 of 1,29,35
151,2,6:02.0,Turnover by C. Lee (lost ball; steal by E. Turner),,29,35
152,2,5:41.0,,J. Jerebko misses 2-pt jump shot from 19 ft,29,35
153,2,5:40.0,Defensive rebound by M. Gasol,,29,35
154,2,5:35.0,Personal foul by J. Jerebko (drawn by Z. Randolph),,29,35
155,2,5:35.0,,Boston full timeout,29,35
156,2,5:35.0,,A. Bradley enters the game for P. Pressey,29,35
157,2,5:35.0,,T. Zeller enters the game for L. Datome,29,35
158,2,5:35.0,,M. Smart enters the game for J. Crowder,29,35
159,2,5:35.0,N. Calathes enters the game for J. Green,,29,35
160,2,5:19.0,M. Conley makes 2-pt jump shot from 13 ft (assist by Z. Randolph),,31,35
161,2,4:50.0,,A. Bradley misses 3-pt jump shot from 26 ft,31,35
162,2,4:49.0,Defensive rebound by C. Lee,,31,35
163,2,4:45.0,Personal foul by J. Jerebko (drawn by M. Gasol),,31,35
164,2,4:45.0,,B. Bass enters the game for J. Jerebko,31,35
165,2,4:37.0,,Violation by B. Bass (kicked ball),31,35
166,2,4:31.0,Turnover by M. Conley (back court),,31,35
167,2,4:12.0,,Turnover by E. Turner (bad pass; steal by M. Conley),31,35
168,2,3:53.0,C. Lee misses 3-pt jump shot from 22 ft,,31,35
169,2,3:52.0,Offensive rebound by M. Gasol,,31,35
170,2,3:51.0,Turnover by M. Gasol (lost ball),,31,35
171,2,3:34.0,,E. Turner misses 2-pt jump shot from 6 ft,31,35
172,2,3:33.0,Defensive rebound by Z. Randolph,,31,35
173,2,3:27.0,M. Gasol makes 2-pt layup from 1 ft (assist by N. Calathes),,33,35
174,2,3:06.0,,T. Zeller makes 2-pt layup from 1 ft (assist by B. Bass),33,37
175,2,2:49.0,Personal foul by T. Zeller (drawn by Z. Randolph),,33,37
176,2,2:49.0,Memphis full timeout,,33,37
177,2,2:49.0,T. Allen enters the game for C. Lee,,33,37
178,2,2:36.0,M. Gasol misses 2-pt jump shot from 7 ft,,33,37
179,2,2:35.0,,Defensive rebound by T. Zeller,33,37
180,2,2:20.0,,A. Bradley makes 2-pt jump shot from 21 ft (assist by T. Zeller),33,39
181,2,2:04.0,Turnover by M. Gasol (traveling),,33,39
182,2,1:49.0,,T. Zeller misses 2-pt jump shot from 4 ft (block by M. Gasol),33,39
183,2,1:48.0,,Offensive rebound by Team,33,39
184,2,1:33.0,,E. Turner misses 2-pt jump shot from 16 ft,33,39
185,2,1:32.0,Defensive rebound by Team,,33,39
186,2,1:14.0,Z. Randolph makes 2-pt jump shot from 3 ft,,35,39
187,2,1:00.0,,A. Bradley misses 2-pt jump shot from 19 ft,35,39
188,2,0:59.0,Defensive rebound by M. Conley,,35,39
189,2,0:53.0,M. Conley makes 2-pt jump shot from 4 ft,,37,39
190,2,0:50.0,,K. Olynyk enters the game for T. Zeller,37,39
191,2,0:47.0,,K. Olynyk misses 2-pt jump shot from 18 ft,37,39
192,2,0:46.0,Defensive rebound by Z. Randolph,,37,39
193,2,0:31.0,T. Allen makes 2-pt layup from 2 ft (assist by Z. Randolph),,39,39
194,2,0:09.0,,M. Smart misses 3-pt jump shot from 26 ft,39,39
195,2,0:07.0,Defensive rebound by T. Allen,,39,39
196,2,0:02.0,Turnover by T. Allen (lost ball; steal by M. Smart),,39,39
197,3,11:52.0,Turnover by M. Conley (bad pass; steal by A. Bradley),,39,39
198,3,11:47.0,,A. Bradley makes 2-pt dunk at rim (assist by M. Smart),39,41
199,3,11:25.0,Z. Randolph misses 2-pt jump shot from 18 ft,,39,41
200,3,11:24.0,,Defensive rebound by B. Bass,39,41
201,3,11:07.0,,E. Turner misses 2-pt jump shot from 10 ft,39,41
202,3,11:06.0,Defensive rebound by M. Gasol,,39,41
203,3,10:53.0,Personal foul by M. Smart (drawn by M. Gasol),,39,41
204,3,10:40.0,J. Green misses 2-pt jump shot from 20 ft,,39,41
205,3,10:39.0,,Defensive rebound by M. Smart,39,41
206,3,10:30.0,,K. Olynyk misses 3-pt jump shot from 26 ft,39,41
207,3,10:29.0,Defensive rebound by C. Lee,,39,41
208,3,10:14.0,C. Lee misses 3-pt jump shot from 22 ft,,39,41
209,3,10:13.0,,Defensive rebound by Team,39,41
210,3,10:13.0,Loose ball foul by Z. Randolph (drawn by K. Olynyk),,39,41
211,3,10:02.0,,Turnover by E. Turner (bad pass; steal by C. Lee),39,41
212,3,9:59.0,Shooting foul by E. Turner (drawn by J. Green),,39,41
213,3,9:59.0,J. Green makes free throw 1 of 2,,40,41
214,3,9:59.0,J. Green makes free throw 2 of 2,,41,41
215,3,9:44.0,,Offensive foul by K. Olynyk (drawn by M. Conley),41,41
216,3,9:44.0,,Turnover by K. Olynyk (offensive foul),41,41
217,3,9:30.0,C. Lee misses 2-pt jump shot from 19 ft,,41,41
218,3,9:29.0,,Defensive rebound by K. Olynyk,41,41
219,3,9:15.0,,Turnover by K. Olynyk (bad pass; steal by C. Lee),41,41
220,3,9:09.0,C. Lee makes 3-pt jump shot from 25 ft (assist by M. Conley),,44,41
221,3,9:09.0,,Boston full timeout,44,41
222,3,8:51.0,,M. Smart misses 2-pt jump shot from 8 ft,44,41
223,3,8:48.0,Defensive rebound by Team,,44,41
224,3,8:34.0,M. Gasol misses 2-pt jump shot from 21 ft,,44,41
225,3,8:33.0,,Defensive rebound by A. Bradley,44,41
226,3,8:16.0,Violation by J. Green (kicked ball),,44,41
227,3,8:10.0,,A. Bradley makes 2-pt jump shot from 19 ft (assist by K. Olynyk),44,43
228,3,7:41.0,Z. Randolph misses 2-pt jump shot from 19 ft,,44,43
229,3,7:40.0,,Defensive rebound by K. Olynyk,44,43
230,3,7:34.0,,Personal foul by J. Green (drawn by A. Bradley),44,43
231,3,7:21.0,,E. Turner makes 2-pt layup from 2 ft (assist by M. Smart),44,45
232,3,7:07.0,Shooting foul by K. Olynyk (drawn by Z. Randolph),,44,45
233,3,7:07.0,Z. Randolph makes free throw 1 of 2,,45,45
234,3,7:07.0,Z. Randolph makes free throw 2 of 2,,46,45
235,3,6:56.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by E. Turner),46,48
236,3,6:36.0,M. Gasol makes 2-pt jump shot from 16 ft (assist by Z. Randolph),,48,48
237,3,6:27.0,,Shooting foul by Z. Randolph (drawn by E. Turner),48,48
238,3,6:27.0,,E. Turner makes free throw 1 of 2,48,49
239,3,6:27.0,,E. Turner makes free throw 2 of 2,48,50
240,3,6:09.0,C. Lee misses 2-pt jump shot from 13 ft,,48,50
241,3,6:08.0,Offensive rebound by M. Gasol,,48,50
242,3,6:05.0,Offensive foul by Z. Randolph (drawn by M. Smart),,48,50
243,3,6:05.0,Turnover by Z. Randolph (offensive foul),,48,50
244,3,5:53.0,,K. Olynyk makes 2-pt jump shot from 4 ft,48,52
245,3,5:45.0,Turnover by M. Conley (lost ball; steal by A. Bradley),,48,52
246,3,5:40.0,,B. Bass makes 2-pt dunk at rim (assist by E. Turner),48,54
247,3,5:40.0,Memphis full timeout,,48,54
248,3,5:40.0,B. Udrih enters the game for M. Conley,,48,54
249,3,5:22.0,J. Green makes 2-pt hook shot from 6 ft (assist by M. Gasol),,50,54
250,3,5:05.0,,K. Olynyk makes 2-pt jump shot from 21 ft (assist by A. Bradley),50,56
251,3,4:50.0,B. Udrih makes 2-pt layup at rim (assist by M. Gasol),,52,56
252,3,4:34.0,,A. Bradley makes 2-pt jump shot from 20 ft (assist by B. Bass),52,58
253,3,4:13.0,M. Gasol misses 2-pt jump shot from 16 ft,,52,58
254,3,4:13.0,Offensive rebound by Team,,52,58
255,3,4:13.0,,Loose ball foul by K. Olynyk (drawn by Z. Randolph),52,58
256,3,4:13.0,,J. Crowder enters the game for E. Turner,52,58
257,3,4:03.0,M. Gasol makes 2-pt dunk at rim (assist by Z. Randolph),,54,58
258,3,3:56.0,,Turnover by M. Smart (bad pass; steal by M. Gasol),54,58
259,3,3:54.0,Turnover by B. Udrih (bad pass; steal by K. Olynyk),,54,58
260,3,3:50.0,,K. Olynyk misses 3-pt jump shot from 27 ft,54,58
261,3,3:47.0,Defensive rebound by Team,,54,58
262,3,3:47.0,Personal foul by K. Olynyk (drawn by C. Lee),,54,58
263,3,3:47.0,C. Lee makes free throw 1 of 2,,55,58
264,3,3:47.0,T. Allen enters the game for J. Green,,55,58
265,3,3:47.0,C. Lee makes free throw 2 of 2,,56,58
266,3,3:33.0,,J. Crowder misses 2-pt jump shot from 15 ft,56,58
267,3,3:32.0,Defensive rebound by Z. Randolph,,56,58
268,3,3:29.0,,T. Zeller enters the game for K. Olynyk,56,58
269,3,3:29.0,Turnover by T. Allen (lost ball; steal by M. Smart),,56,58
270,3,3:14.0,,M. Smart misses 2-pt jump shot from 13 ft,56,58
271,3,3:13.0,Defensive rebound by C. Lee,,56,58
272,3,3:09.0,Shooting foul by A. Bradley (drawn by T. Allen),,56,58
273,3,3:09.0,T. Allen makes free throw 1 of 2,,57,58
274,3,3:09.0,T. Allen makes free throw 2 of 2,,58,58
275,3,2:48.0,,M. Smart misses 2-pt jump shot from 21 ft,58,58
276,3,2:47.0,Defensive rebound by Z. Randolph,,58,58
277,3,2:27.0,C. Lee misses 2-pt jump shot from 16 ft,,58,58
278,3,2:26.0,,Defensive rebound by M. Smart,58,58
279,3,2:13.0,,T. Zeller misses 2-pt jump shot from 15 ft,58,58
280,3,2:11.0,,Offensive rebound by T. Zeller,58,58
281,3,2:10.0,,Turnover by T. Zeller (lost ball; steal by B. Udrih),58,58
282,3,2:06.0,C. Lee misses 2-pt layup at rim (block by M. Smart),,58,58
283,3,2:05.0,,Defensive rebound by Team,58,58
284,3,2:05.0,,P. Pressey enters the game for M. Smart,58,58
285,3,2:05.0,N. Calathes enters the game for C. Lee,,58,58
286,3,1:45.0,,A. Bradley makes 2-pt jump shot from 15 ft (assist by J. Crowder),58,60
287,3,1:29.0,Turnover by N. Calathes (bad pass; steal by J. Crowder),,58,60
288,3,1:24.0,,J. Crowder makes 2-pt dunk at rim,58,62
289,3,1:06.0,N. Calathes misses 2-pt jump shot from 21 ft,,58,62
290,3,1:05.0,Offensive rebound by M. Gasol,,58,62
291,3,1:05.0,M. Gasol makes 2-pt layup at rim,,60,62
292,3,1:05.0,Shooting foul by T. Zeller (drawn by M. Gasol),,60,62
293,3,1:05.0,,J. Jerebko enters the game for B. Bass,60,62
294,3,1:05.0,M. Gasol makes free throw 1 of 1,,61,62
295,3,0:55.0,,Turnover by A. Bradley (bad pass; steal by B. Udrih),61,62
296,3,0:50.0,Z. Randolph makes 2-pt layup from 1 ft (assist by T. Allen),,63,62
297,3,0:32.0,,P. Pressey misses 3-pt jump shot from 29 ft,63,62
298,3,0:31.0,Defensive rebound by Team,,63,62
299,3,0:31.0,K. Koufos enters the game for M. Gasol,,63,62
300,3,0:11.0,Z. Randolph misses 2-pt jump shot from 18 ft,,63,62
301,3,0:09.0,,Defensive rebound by J. Jerebko,63,62
302,3,0:04.0,,Personal take foul by T. Allen (drawn by A. Bradley),63,62
303,3,0:04.0,,K. Olynyk enters the game for T. Zeller,63,62
304,3,0:04.0,J. Green enters the game for Z. Randolph,,63,62
305,3,0:04.0,,L. Datome enters the game for J. Crowder,63,62
306,3,0:00.0,,K. Olynyk makes 2-pt jump shot from 17 ft,63,64
307,4,11:43.0,,J. Jerebko makes 2-pt layup at rim (assist by J. Crowder),63,66
308,4,11:29.0,J. Green misses 2-pt jump shot from 13 ft,,63,66
309,4,11:26.0,Offensive rebound by B. Udrih,,63,66
310,4,11:17.0,T. Allen makes 2-pt layup at rim (assist by N. Calathes),,65,66
311,4,11:07.0,,Shooting foul by B. Udrih (drawn by P. Pressey),65,66
312,4,11:07.0,,P. Pressey makes free throw 1 of 2,65,67
313,4,11:07.0,,P. Pressey misses free throw 2 of 2,65,67
314,4,11:06.0,Defensive rebound by K. Koufos,,65,67
315,4,10:44.0,N. Calathes misses 2-pt jump shot from 10 ft,,65,67
316,4,10:44.0,,Defensive rebound by Team,65,67
317,4,10:44.0,Loose ball foul by K. Koufos (drawn by T. Zeller),,65,67
318,4,10:19.0,,J. Jerebko misses 2-pt hook shot from 4 ft,65,67
319,4,10:18.0,,Offensive rebound by J. Jerebko,65,67
320,4,10:17.0,,J. Jerebko misses 2-pt tip-in from 5 ft,65,67
321,4,10:16.0,Defensive rebound by J. Green,,65,67
322,4,10:11.0,Offensive foul by T. Allen (drawn by J. Crowder),,65,67
323,4,10:11.0,Turnover by T. Allen (offensive foul),,65,67
324,4,9:58.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by T. Zeller),65,70
325,4,9:44.0,N. Calathes misses 2-pt jump shot from 6 ft (block by T. Zeller),,65,70
326,4,9:43.0,Offensive rebound by N. Calathes,,65,70
327,4,9:34.0,B. Udrih makes 3-pt jump shot from 27 ft,,68,70
328,4,9:17.0,,P. Pressey misses 3-pt jump shot from 26 ft,68,70
329,4,9:16.0,Defensive rebound by K. Koufos,,68,70
330,4,9:06.0,T. Allen misses 2-pt jump shot from 13 ft,,68,70
331,4,9:05.0,Offensive rebound by Team,,68,70
332,4,9:05.0,V. Carter enters the game for N. Calathes,,68,70
333,4,9:05.0,M. Conley enters the game for B. Udrih,,68,70
334,4,8:57.0,J. Green makes 2-pt jump shot from 18 ft (assist by M. Conley),,70,70
335,4,8:41.0,,Shooting foul by K. Koufos (drawn by T. Zeller),70,70
336,4,8:41.0,Official timeout,,70,70
337,4,8:41.0,,M. Smart enters the game for L. Datome,70,70
338,4,8:41.0,,T. Zeller makes free throw 1 of 2,70,71
339,4,8:41.0,,T. Zeller makes free throw 2 of 2,70,72
340,4,8:25.0,T. Allen makes 2-pt layup from 1 ft (assist by V. Carter),,72,72
341,4,8:06.0,,T. Zeller misses 2-pt layup from 2 ft (block by K. Koufos),72,72
342,4,8:05.0,,Offensive rebound by T. Zeller,72,72
343,4,8:03.0,,T. Zeller makes 2-pt layup from 2 ft,72,74
344,4,7:46.0,V. Carter misses 2-pt jump shot from 22 ft,,72,74
345,4,7:44.0,,Defensive rebound by J. Crowder,72,74
346,4,7:43.0,,Turnover by J. Crowder (bad pass; steal by V. Carter),72,74
347,4,7:34.0,J. Green misses 3-pt jump shot from 25 ft,,72,74
348,4,7:33.0,Offensive rebound by T. Allen,,72,74
349,4,7:33.0,T. Allen makes 2-pt dunk at rim,,74,74
350,4,7:11.0,,J. Jerebko makes 3-pt jump shot from 24 ft (assist by M. Smart),74,77
351,4,6:55.0,M. Conley makes 3-pt jump shot from 26 ft,,77,77
352,4,6:53.0,,Boston full timeout,77,77
353,4,6:53.0,Z. Randolph enters the game for J. Green,,77,77
354,4,6:53.0,M. Gasol enters the game for K. Koufos,,77,77
355,4,6:53.0,C. Lee enters the game for V. Carter,,77,77
356,4,6:30.0,,M. Smart misses 3-pt jump shot from 28 ft,77,77
357,4,6:29.0,,Offensive rebound by Team,77,77
358,4,6:29.0,,Turnover by Team (shot clock),77,77
359,4,6:04.0,M. Conley misses 3-pt jump shot from 27 ft,,77,77
360,4,6:03.0,,Defensive rebound by T. Zeller,77,77
361,4,5:44.0,,Shooting foul by M. Conley (drawn by P. Pressey),77,77
362,4,5:44.0,,P. Pressey misses free throw 1 of 2,77,77
363,4,5:44.0,,Offensive rebound by Team,77,77
364,4,5:44.0,,B. Bass enters the game for T. Zeller,77,77
365,4,5:44.0,,P. Pressey makes free throw 2 of 2,77,78
366,4,5:18.0,M. Conley makes 3-pt jump shot from 25 ft (assist by C. Lee),,80,78
367,4,5:06.0,,M. Smart misses 2-pt jump shot from 4 ft,80,78
368,4,5:05.0,Defensive rebound by C. Lee,,80,78
369,4,4:57.0,Personal foul by M. Smart (drawn by Z. Randolph),,80,78
370,4,4:57.0,,A. Bradley enters the game for P. Pressey,80,78
371,4,4:57.0,,K. Olynyk enters the game for J. Jerebko,80,78
372,4,4:57.0,J. Green enters the game for C. Lee,,80,78
373,4,4:46.0,T. Allen makes 2-pt layup from 1 ft (assist by M. Gasol),,82,78
374,4,4:35.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by M. Smart),82,81
375,4,4:17.0,Turnover by Z. Randolph (traveling),,82,81
376,4,3:55.0,,A. Bradley misses 3-pt jump shot from 26 ft,82,81
377,4,3:54.0,,Offensive rebound by B. Bass,82,81
378,4,3:50.0,,M. Smart makes 2-pt layup from 1 ft (assist by K. Olynyk),82,83
379,4,3:50.0,,Shooting foul by M. Gasol (drawn by M. Smart),82,83
380,4,3:50.0,,M. Smart misses free throw 1 of 1,82,83
381,4,3:50.0,Defensive rebound by T. Allen,,82,83
382,4,3:28.0,Z. Randolph makes 2-pt jump shot from 4 ft,,84,83
383,4,3:10.0,,K. Olynyk misses 2-pt layup from 1 ft,84,83
384,4,3:09.0,Defensive rebound by Z. Randolph,,84,83
385,4,2:57.0,T. Allen makes 2-pt layup at rim,,86,83
