,QUARTER,TIME_REMAINING,PHOENIX_ACTION,UTAH_ACTION,PHOENIX_SCORE,UTAH_SCORE
0,1,11:43.0,M. Morris makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,3,0
1,1,11:23.0,,Turnover by A. Burks (step out of bounds),3,0
2,1,11:08.0,Turnover by M. Plumlee (bad pass; steal by T. Burke),,3,0
3,1,11:03.0,,A. Burks misses 2-pt layup from 2 ft (block by M. Plumlee),3,0
4,1,11:03.0,Defensive rebound by Team,,3,0
5,1,10:45.0,M. Morris misses 2-pt jump shot from 15 ft,,3,0
6,1,10:44.0,,Defensive rebound by A. Burks,3,0
7,1,10:26.0,,T. Burke misses 3-pt jump shot from 25 ft,3,0
8,1,10:25.0,Defensive rebound by G. Dragić,,3,0
9,1,10:19.0,G. Dragić misses 2-pt jump shot from 7 ft,,3,0
10,1,10:17.0,,Defensive rebound by D. Favors,3,0
11,1,10:06.0,,Turnover by E. Freedom (bad pass; steal by E. Bledsoe),3,0
12,1,10:01.0,M. Morris makes 2-pt layup from 2 ft (assist by E. Bledsoe),,5,0
13,1,9:45.0,,T. Burke makes 2-pt layup at rim,5,2
14,1,9:45.0,,Shooting foul by M. Morris (drawn by T. Burke),5,2
15,1,9:45.0,,T. Burke misses free throw 1 of 1,5,2
16,1,9:43.0,,Offensive rebound by E. Freedom,5,2
17,1,9:37.0,,A. Burks misses 3-pt jump shot from 24 ft,5,2
18,1,9:36.0,Defensive rebound by E. Bledsoe,,5,2
19,1,9:32.0,M. Morris makes 2-pt layup from 1 ft (assist by E. Bledsoe),,7,2
20,1,9:10.0,,E. Freedom misses 3-pt jump shot from 24 ft,7,2
21,1,9:08.0,Defensive rebound by E. Bledsoe,,7,2
22,1,9:05.0,M. Morris makes 2-pt dunk at rim (assist by E. Bledsoe),,9,2
23,1,8:59.0,,Utah full timeout,9,2
24,1,8:45.0,,D. Favors makes 2-pt layup from 1 ft (assist by G. Hayward),9,4
25,1,8:27.0,G. Dragić misses 2-pt layup from 3 ft (block by D. Favors),,9,4
26,1,8:25.0,,Defensive rebound by G. Hayward,9,4
27,1,8:22.0,,G. Hayward makes 2-pt layup at rim,9,6
28,1,8:05.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,9,6
29,1,8:04.0,,Defensive rebound by G. Hayward,9,6
30,1,7:49.0,,D. Favors makes 2-pt jump shot from 4 ft,9,8
31,1,7:31.0,G. Dragić misses 3-pt jump shot from 24 ft (block by A. Burks),,9,8
32,1,7:31.0,Offensive rebound by Team,,9,8
33,1,7:28.0,M. Morris makes 2-pt jump shot from 19 ft (assist by M. Morris),,11,8
34,1,7:14.0,,D. Favors makes 2-pt jump shot from 7 ft,11,10
35,1,6:54.0,M. Morris makes 2-pt jump shot from 14 ft,,13,10
36,1,6:46.0,,G. Hayward makes 2-pt dunk at rim,13,12
37,1,6:40.0,Turnover by M. Morris (bad pass; steal by T. Burke),,13,12
38,1,6:37.0,,T. Burke makes 2-pt layup from 1 ft,13,14
39,1,6:33.0,Shooting foul by D. Favors (drawn by E. Bledsoe),,13,14
40,1,6:33.0,E. Bledsoe misses free throw 1 of 2,,13,14
41,1,6:33.0,Offensive rebound by Team,,13,14
42,1,6:33.0,A. Len enters the game for M. Plumlee,,13,14
43,1,6:33.0,E. Bledsoe makes free throw 2 of 2,,14,14
44,1,6:20.0,,E. Freedom misses 2-pt hook shot from 4 ft (block by M. Morris),14,14
45,1,6:18.0,Defensive rebound by E. Bledsoe,,14,14
46,1,6:10.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,14,14
47,1,6:09.0,,Defensive rebound by G. Hayward,14,14
48,1,6:02.0,,D. Favors makes 2-pt jump shot from 3 ft,14,16
49,1,6:02.0,,Shooting foul by M. Morris (drawn by D. Favors),14,16
50,1,6:02.0,,D. Favors makes free throw 1 of 1,14,17
51,1,5:12.0,,G. Hayward misses 2-pt jump shot from 6 ft,14,17
52,1,5:12.0,,Offensive rebound by D. Favors,14,17
53,1,5:12.0,Turnover by Team (shot clock),,14,17
54,1,5:12.0,,D. Favors makes 2-pt layup from 1 ft,14,19
55,1,4:59.0,G. Dragić misses 3-pt jump shot from 25 ft,,14,19
56,1,4:57.0,,Defensive rebound by G. Hayward,14,19
57,1,4:51.0,,T. Burke misses 3-pt jump shot from 24 ft,14,19
58,1,4:50.0,Defensive rebound by E. Bledsoe,,14,19
59,1,4:33.0,A. Len makes 2-pt dunk at rim (assist by M. Morris),,16,19
60,1,4:19.0,,A. Burks makes 2-pt jump shot from 16 ft,16,21
61,1,4:07.0,M. Morris misses 3-pt jump shot from 24 ft,,16,21
