,QUARTER,TIME_REMAINING,BOSTON_ACTION,CHARLOTTE_ACTION,BOSTON_SCORE,CHARLOTTE_SCORE
128,2,9:47.0,,Defensive rebound by B. Roberts,22,27
129,2,9:40.0,,M. Williams misses 2-pt jump shot from 7 ft,22,27
130,2,9:40.0,Defensive rebound by Team,,22,27
131,2,9:40.0,,Loose ball foul by B. Biyombo (drawn by K. Olynyk),22,27
132,2,9:31.0,M. Thornton misses 2-pt jump shot from 18 ft,,22,27
133,2,9:29.0,,Defensive rebound by M. Williams,22,27
134,2,9:20.0,,B. Roberts misses 2-pt layup from 2 ft,22,27
135,2,9:19.0,Defensive rebound by M. Smart,,22,27
136,2,9:13.0,K. Olynyk makes 2-pt layup from 1 ft (assist by M. Smart),,24,27
137,2,8:57.0,,Turnover by L. Stephenson (bad pass),24,27
138,2,8:57.0,Boston full timeout,,24,27
139,2,8:57.0,,C. Zeller enters the game for B. Biyombo,24,27
140,2,8:57.0,,A. Jefferson enters the game for M. Williams,24,27
141,2,8:39.0,K. Olynyk makes 2-pt jump shot from 4 ft,,26,27
142,2,8:18.0,,L. Stephenson makes 2-pt layup from 1 ft,26,29
143,2,8:04.0,Turnover by M. Smart (bad pass; steal by A. Jefferson),,26,29
144,2,7:57.0,,Offensive foul by L. Stephenson (drawn by M. Smart),26,29
145,2,7:57.0,,Turnover by L. Stephenson (offensive foul),26,29
146,2,7:57.0,A. Bradley enters the game for M. Smart,,26,29
147,2,7:34.0,M. Thornton misses 2-pt jump shot from 15 ft,,26,29
148,2,7:32.0,,Defensive rebound by G. Neal,26,29
149,2,7:27.0,,Shooting foul by B. Bass (drawn by G. Neal),26,29
150,2,7:27.0,,G. Neal misses free throw 1 of 2,26,29
151,2,7:27.0,,Offensive rebound by Team,26,29
152,2,7:27.0,J. Sullinger enters the game for B. Bass,,26,29
153,2,7:27.0,,G. Neal makes free throw 2 of 2,26,30
154,2,7:10.0,M. Thornton makes 3-pt jump shot from 23 ft (assist by J. Sullinger),,29,30
155,2,6:59.0,,B. Roberts makes 2-pt jump shot from 7 ft,29,32
156,2,6:44.0,A. Bradley misses 3-pt jump shot from 24 ft,,29,32
157,2,6:43.0,,Defensive rebound by A. Jefferson,29,32
158,2,6:36.0,,B. Roberts misses 3-pt jump shot from 27 ft,29,32
159,2,6:35.0,Defensive rebound by J. Sullinger,,29,32
160,2,6:24.0,A. Bradley misses 3-pt jump shot from 26 ft,,29,32
161,2,6:24.0,,Defensive rebound by Team,29,32
162,2,6:24.0,Loose ball foul by K. Olynyk (drawn by B. Roberts),,29,32
163,2,6:24.0,J. Green enters the game for E. Turner,,29,32
164,2,6:24.0,,G. Henderson enters the game for G. Neal,29,32
165,2,6:10.0,,Turnover by A. Jefferson (traveling),29,32
166,2,6:10.0,,K. Walker enters the game for B. Roberts,29,32
167,2,5:44.0,A. Bradley misses 3-pt jump shot from 27 ft,,29,32
168,2,5:43.0,,Defensive rebound by A. Jefferson,29,32
169,2,5:32.0,,L. Stephenson misses 2-pt layup from 2 ft,29,32
170,2,5:30.0,Defensive rebound by J. Sullinger,,29,32
171,2,5:22.0,J. Sullinger makes 3-pt jump shot from 25 ft (assist by K. Olynyk),,32,32
172,2,5:22.0,,Charlotte full timeout,32,32
173,2,5:22.0,R. Rondo enters the game for M. Thornton,,32,32
174,2,5:07.0,,G. Henderson misses 2-pt jump shot from 4 ft,32,32
175,2,5:06.0,Defensive rebound by K. Olynyk,,32,32
176,2,4:51.0,J. Sullinger misses 2-pt jump shot from 10 ft,,32,32
177,2,4:50.0,,Defensive rebound by L. Stephenson,32,32
178,2,4:42.0,,C. Zeller misses 2-pt jump shot from 19 ft,32,32
179,2,4:40.0,Defensive rebound by R. Rondo,,32,32
180,2,4:37.0,Turnover by R. Rondo (bad pass; steal by K. Walker),,32,32
181,2,4:18.0,,G. Henderson misses 3-pt jump shot from 25 ft,32,32
182,2,4:17.0,Defensive rebound by Team,,32,32
183,2,4:17.0,,Loose ball foul by C. Zeller (drawn by K. Olynyk),32,32
184,2,4:17.0,T. Zeller enters the game for K. Olynyk,,32,32
185,2,4:02.0,R. Rondo makes 2-pt jump shot from 20 ft (assist by T. Zeller),,34,32
186,2,3:39.0,,Turnover by C. Zeller (3 sec),34,32
187,2,3:23.0,R. Rondo misses 2-pt jump shot from 7 ft,,34,32
188,2,3:22.0,Offensive rebound by Team,,34,32
189,2,3:22.0,,M. Kidd-Gilchrist enters the game for L. Stephenson,34,32
190,2,3:15.0,T. Zeller makes 2-pt jump shot from 18 ft (assist by R. Rondo),,36,32
191,2,3:03.0,,K. Walker misses 2-pt jump shot from 17 ft,36,32
192,2,3:03.0,Defensive rebound by Team,,36,32
193,2,2:50.0,R. Rondo makes 2-pt jump shot from 13 ft (assist by J. Sullinger),,38,32
194,2,2:31.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by K. Walker),38,34
195,2,2:20.0,Personal foul by C. Zeller (drawn by R. Rondo),,38,34
196,2,2:20.0,Boston full timeout,,38,34
197,2,2:20.0,,M. Williams enters the game for C. Zeller,38,34
198,2,2:05.0,T. Zeller makes 2-pt layup from 1 ft (assist by R. Rondo),,40,34
199,2,2:05.0,Shooting foul by M. Kidd-Gilchrist (drawn by T. Zeller),,40,34
200,2,2:05.0,T. Zeller makes free throw 1 of 1,,41,34
201,2,1:47.0,,A. Jefferson makes 2-pt layup from 1 ft (assist by K. Walker),41,36
202,2,1:31.0,R. Rondo makes 2-pt layup from 1 ft,,43,36
203,2,1:14.0,,G. Henderson makes 2-pt jump shot from 19 ft,43,38
204,2,1:00.0,J. Sullinger misses 2-pt layup from 1 ft (block by G. Henderson),,43,38
205,2,0:59.0,,Defensive rebound by A. Jefferson,43,38
206,2,0:58.0,,Personal foul by R. Rondo (drawn by K. Walker),43,38
207,2,0:49.0,,Shooting foul by R. Rondo (drawn by K. Walker),43,38
208,2,0:49.0,,K. Walker makes free throw 1 of 2,43,39
209,2,0:49.0,,K. Walker makes free throw 2 of 2,43,40
210,2,0:27.0,A. Bradley misses 3-pt jump shot from 25 ft,,43,40
211,2,0:25.0,,Defensive rebound by M. Kidd-Gilchrist,43,40
212,2,0:23.0,,G. Henderson misses 3-pt jump shot from 23 ft,43,40
213,2,0:20.0,Defensive rebound by R. Rondo,,43,40
214,2,0:07.0,Boston full timeout,,43,40
215,2,0:07.0,K. Olynyk enters the game for T. Zeller,,43,40
216,2,0:07.0,,C. Zeller enters the game for A. Jefferson,43,40
217,2,0:02.0,R. Rondo makes 2-pt jump shot from 18 ft,,45,40
218,2,0:01.0,,Turnover by K. Walker (traveling),45,40
219,2,0:00.0,K. Olynyk misses 2-pt jump shot from 18 ft,,45,40
220,2,0:00.0,Offensive rebound by Team,,45,40
221,3,11:45.0,A. Bradley misses 2-pt jump shot from 18 ft,,45,40
222,3,11:43.0,,Defensive rebound by G. Henderson,45,40
223,3,11:29.0,,A. Jefferson makes 2-pt layup from 1 ft (assist by K. Walker),45,42
224,3,11:13.0,J. Sullinger misses 2-pt jump shot from 20 ft,,45,42
225,3,11:12.0,,Defensive rebound by G. Henderson,45,42
226,3,11:03.0,,L. Stephenson misses 2-pt jump shot from 21 ft,45,42
227,3,11:02.0,Defensive rebound by J. Green,,45,42
228,3,10:56.0,J. Green misses 2-pt layup from 1 ft,,45,42
229,3,10:56.0,Offensive rebound by Team,,45,42
230,3,10:44.0,J. Sullinger misses 2-pt jump shot from 10 ft,,45,42
231,3,10:42.0,Offensive rebound by T. Zeller,,45,42
232,3,10:42.0,T. Zeller makes 2-pt jump shot from 5 ft,,47,42
233,3,10:31.0,,Shooting foul by A. Bradley (drawn by K. Walker),47,42
234,3,10:31.0,,K. Walker makes free throw 1 of 2,47,43
235,3,10:31.0,,K. Walker makes free throw 2 of 2,47,44
236,3,10:14.0,T. Zeller misses 2-pt layup from 1 ft,,47,44
237,3,10:13.0,Offensive rebound by J. Sullinger,,47,44
238,3,10:09.0,R. Rondo misses 2-pt jump shot from 8 ft,,47,44
239,3,10:08.0,Offensive rebound by R. Rondo,,47,44
240,3,9:58.0,J. Green misses 2-pt jump shot from 15 ft,,47,44
241,3,9:57.0,,Defensive rebound by A. Jefferson,47,44
242,3,9:49.0,,L. Stephenson makes 2-pt layup at rim,47,46
243,3,9:49.0,,Shooting foul by J. Sullinger (drawn by L. Stephenson),47,46
244,3,9:49.0,,L. Stephenson makes free throw 1 of 1,47,47
245,3,9:32.0,J. Green misses 3-pt jump shot from 23 ft,,47,47
246,3,9:32.0,Offensive rebound by Team,,47,47
247,3,9:32.0,,Loose ball foul by L. Stephenson (drawn by T. Zeller),47,47
248,3,9:25.0,A. Bradley misses 2-pt jump shot from 18 ft,,47,47
249,3,9:23.0,,Defensive rebound by C. Zeller,47,47
250,3,9:17.0,,Personal block foul by J. Green (drawn by K. Walker),47,47
251,3,9:04.0,,A. Jefferson misses 2-pt jump shot from 3 ft,47,47
252,3,9:04.0,Defensive rebound by J. Green,,47,47
253,3,8:55.0,J. Sullinger makes 2-pt hook shot from 8 ft (assist by R. Rondo),,49,47
254,3,8:37.0,,G. Henderson makes 2-pt layup at rim (assist by C. Zeller),49,49
255,3,8:23.0,J. Sullinger misses 2-pt hook shot from 4 ft,,49,49
256,3,8:22.0,,Defensive rebound by A. Jefferson,49,49
257,3,8:20.0,,Personal foul by R. Rondo (drawn by C. Zeller),49,49
258,3,8:11.0,,L. Stephenson makes 2-pt layup at rim,49,51
259,3,7:55.0,T. Zeller makes 2-pt hook shot from 5 ft (assist by R. Rondo),,51,51
260,3,7:38.0,,G. Henderson makes 3-pt jump shot from 25 ft (assist by A. Jefferson),51,54
261,3,7:26.0,J. Green misses 3-pt jump shot from 26 ft,,51,54
262,3,7:25.0,,Defensive rebound by K. Walker,51,54
263,3,7:09.0,,G. Henderson misses 2-pt jump shot from 14 ft,51,54
264,3,7:06.0,Defensive rebound by R. Rondo,,51,54
265,3,7:02.0,A. Bradley makes 2-pt layup at rim (assist by R. Rondo),,53,54
266,3,6:37.0,,Shooting foul by T. Zeller (drawn by A. Jefferson),53,54
267,3,6:37.0,,Technical foul by L. Stephenson,53,54
268,3,6:37.0,Technical foul by R. Rondo,,53,54
269,3,6:37.0,,A. Jefferson makes free throw 1 of 2,53,55
270,3,6:37.0,K. Olynyk enters the game for J. Sullinger,,53,55
271,3,6:37.0,,A. Jefferson makes free throw 2 of 2,53,56
272,3,6:30.0,Offensive foul by K. Olynyk (drawn by K. Walker),,53,56
273,3,6:30.0,Turnover by K. Olynyk (offensive foul),,53,56
274,3,6:30.0,,M. Kidd-Gilchrist enters the game for G. Henderson,53,56
275,3,6:18.0,,L. Stephenson misses 2-pt jump shot from 19 ft,53,56
276,3,6:13.0,,Offensive rebound by L. Stephenson,53,56
277,3,6:05.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by L. Stephenson),53,58
278,3,6:04.0,Boston full timeout,,53,58
279,3,5:48.0,Turnover by K. Olynyk (traveling),,53,58
280,3,5:45.0,,Personal foul by A. Bradley (drawn by K. Walker),53,58
281,3,5:45.0,,K. Walker misses free throw 1 of 2,53,58
282,3,5:45.0,,Offensive rebound by Team,53,58
283,3,5:45.0,,K. Walker makes free throw 2 of 2,53,59
284,3,5:37.0,J. Green makes 2-pt jump shot from 6 ft (assist by R. Rondo),,55,59
285,3,5:15.0,E. Turner enters the game for A. Bradley,,55,59
286,3,5:15.0,,Personal foul by J. Green (drawn by M. Kidd-Gilchrist),55,59
287,3,5:15.0,Personal foul by M. Kidd-Gilchrist,,55,59
288,3,5:03.0,,L. Stephenson makes 2-pt layup from 1 ft,55,61
289,3,5:03.0,,Shooting foul by E. Turner (drawn by L. Stephenson),55,61
290,3,5:03.0,,L. Stephenson misses free throw 1 of 1,55,61
291,3,5:01.0,Defensive rebound by K. Olynyk,,55,61
292,3,4:40.0,E. Turner misses 2-pt jump shot from 7 ft,,55,61
293,3,4:40.0,,Defensive rebound by Team,55,61
294,3,4:29.0,,Shooting block foul by K. Olynyk (drawn by C. Zeller),55,61
295,3,4:29.0,,C. Zeller makes free throw 1 of 2,55,62
296,3,4:29.0,,C. Zeller makes free throw 2 of 2,55,63
297,3,4:08.0,K. Olynyk misses 3-pt jump shot from 24 ft,,55,63
298,3,4:06.0,,Defensive rebound by K. Walker,55,63
299,3,3:50.0,,Shooting foul by T. Zeller (drawn by A. Jefferson),55,63
300,3,3:50.0,,A. Jefferson makes free throw 1 of 2,55,64
301,3,3:50.0,B. Bass enters the game for T. Zeller,,55,64
302,3,3:50.0,M. Smart enters the game for R. Rondo,,55,64
303,3,3:50.0,,M. Williams enters the game for C. Zeller,55,64
304,3,3:50.0,,A. Jefferson makes free throw 2 of 2,55,65
305,3,3:36.0,J. Green makes 2-pt jump shot from 11 ft (assist by K. Olynyk),,57,65
306,3,3:20.0,,L. Stephenson makes 2-pt jump shot from 17 ft,57,67
307,3,3:08.0,B. Bass makes 2-pt jump shot from 17 ft (assist by E. Turner),,59,67
308,3,2:53.0,,L. Stephenson misses 2-pt jump shot from 15 ft,59,67
309,3,2:52.0,Defensive rebound by B. Bass,,59,67
310,3,2:44.0,M. Smart misses 3-pt jump shot from 26 ft,,59,67
311,3,2:43.0,,Defensive rebound by A. Jefferson,59,67
312,3,2:28.0,,Turnover by K. Walker (lost ball; steal by K. Olynyk),59,67
313,3,2:14.0,M. Smart misses 2-pt jump shot from 14 ft,,59,67
314,3,2:11.0,,Defensive rebound by A. Jefferson,59,67
315,3,2:06.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,59,67
316,3,2:04.0,,Offensive rebound by A. Jefferson,59,67
317,3,2:04.0,,A. Jefferson makes 2-pt layup at rim,59,69
318,3,1:53.0,Shooting foul by M. Williams (drawn by K. Olynyk),,59,69
319,3,1:53.0,,Charlotte full timeout,59,69
320,3,1:53.0,P. Pressey enters the game for M. Smart,,59,69
321,3,1:53.0,,G. Neal enters the game for A. Jefferson,59,69
322,3,1:53.0,,B. Biyombo enters the game for L. Stephenson,59,69
323,3,1:53.0,K. Olynyk misses free throw 1 of 2,,59,69
324,3,1:53.0,Offensive rebound by Team,,59,69
325,3,1:53.0,K. Olynyk misses free throw 2 of 2,,59,69
326,3,1:51.0,,Defensive rebound by M. Kidd-Gilchrist,59,69
327,3,1:39.0,,K. Walker makes 2-pt jump shot from 15 ft,59,71
328,3,1:19.0,J. Green makes 2-pt jump shot from 14 ft,,61,71
329,3,1:03.0,,K. Walker misses 2-pt jump shot from 16 ft,61,71
330,3,1:02.0,Defensive rebound by B. Bass,,61,71
331,3,0:57.0,Shooting foul by M. Kidd-Gilchrist (drawn by J. Green),,61,71
332,3,0:57.0,J. Green makes free throw 1 of 2,,62,71
333,3,0:57.0,J. Sullinger enters the game for K. Olynyk,,62,71
334,3,0:57.0,J. Green makes free throw 2 of 2,,63,71
335,3,0:40.0,,M. Williams makes 2-pt jump shot from 3 ft (assist by K. Walker),63,73
336,3,0:28.0,P. Pressey makes 3-pt jump shot from 26 ft (assist by E. Turner),,66,73
337,3,0:06.0,,K. Walker misses 2-pt jump shot from 9 ft,66,73
338,3,0:05.0,Defensive rebound by E. Turner,,66,73
339,3,0:02.0,Turnover by E. Turner (lost ball; steal by K. Walker),,66,73
340,3,0:00.0,,K. Walker misses 3-pt jump shot from 29 ft,66,73
341,3,0:00.0,,Offensive rebound by Team,66,73
342,4,11:47.0,,G. Neal misses 3-pt jump shot from 26 ft,66,73
343,4,11:46.0,Defensive rebound by M. Thornton,,66,73
344,4,11:23.0,B. Bass makes 2-pt jump shot from 8 ft (assist by P. Pressey),,68,73
345,4,11:02.0,,M. Williams misses 2-pt jump shot from 3 ft,68,73
346,4,11:02.0,,Offensive rebound by B. Biyombo,68,73
347,4,11:02.0,,Shooting foul by J. Sullinger (drawn by B. Biyombo),68,73
348,4,11:02.0,,B. Biyombo makes free throw 1 of 2,68,74
349,4,11:02.0,,B. Biyombo makes free throw 2 of 2,68,75
350,4,10:46.0,Shooting foul by G. Neal (drawn by M. Thornton),,68,75
351,4,10:46.0,M. Thornton makes free throw 1 of 2,,69,75
352,4,10:46.0,M. Thornton misses free throw 2 of 2,,69,75
353,4,10:44.0,,Defensive rebound by M. Williams,69,75
354,4,10:30.0,,M. Williams misses 2-pt layup from 1 ft (block by J. Sullinger),69,75
355,4,10:28.0,,Offensive rebound by M. Kidd-Gilchrist,69,75
356,4,10:25.0,,G. Neal misses 2-pt jump shot from 9 ft,69,75
357,4,10:25.0,,Offensive rebound by Team,69,75
358,4,10:18.0,,G. Neal misses 2-pt jump shot from 16 ft,69,75
359,4,10:16.0,Defensive rebound by J. Sullinger,,69,75
360,4,10:06.0,M. Thornton makes 3-pt jump shot from 25 ft (assist by J. Sullinger),,72,75
361,4,9:57.0,,Charlotte full timeout,72,75
362,4,9:57.0,,L. Stephenson enters the game for M. Kidd-Gilchrist,72,75
363,4,9:57.0,,A. Jefferson enters the game for B. Biyombo,72,75
364,4,9:48.0,Offensive charge foul by M. Williams (drawn by P. Pressey),,72,75
365,4,9:48.0,,Turnover by M. Williams (offensive foul),72,75
366,4,9:36.0,M. Thornton makes 2-pt jump shot from 16 ft (assist by J. Sullinger),,74,75
367,4,9:21.0,,B. Roberts makes 2-pt jump shot from 17 ft (assist by L. Stephenson),74,77
368,4,9:03.0,E. Turner misses 2-pt layup from 1 ft,,74,77
369,4,9:02.0,,Defensive rebound by A. Jefferson,74,77
370,4,8:51.0,,G. Neal misses 3-pt jump shot from 26 ft,74,77
371,4,8:49.0,Defensive rebound by P. Pressey,,74,77
372,4,8:46.0,Offensive foul by P. Pressey (drawn by G. Neal),,74,77
373,4,8:46.0,Turnover by P. Pressey (offensive foul),,74,77
374,4,8:32.0,,G. Neal misses 2-pt jump shot from 16 ft,74,77
375,4,8:31.0,Defensive rebound by P. Pressey,,74,77
376,4,8:24.0,M. Thornton misses 3-pt jump shot from 25 ft,,74,77
377,4,8:23.0,,Defensive rebound by M. Williams,74,77
378,4,8:14.0,,G. Neal misses 3-pt jump shot from 22 ft,74,77
379,4,8:13.0,,Offensive rebound by A. Jefferson,74,77
380,4,8:13.0,,A. Jefferson makes 2-pt layup from 2 ft,74,79
381,4,8:13.0,,Shooting foul by J. Sullinger (drawn by A. Jefferson),74,79
382,4,8:13.0,R. Rondo enters the game for P. Pressey,,74,79
383,4,8:13.0,,G. Henderson enters the game for G. Neal,74,79
384,4,8:13.0,,A. Jefferson makes free throw 1 of 1,74,80
