,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,GOLDEN STATE_ACTION,SACRAMENTO_SCORE,GOLDEN STATE_SCORE
129,2,10:04.0,Shooting foul by A. Iguodala (drawn by O. Casspi),,26,40
130,2,10:04.0,O. Casspi makes free throw 1 of 2,,27,40
131,2,10:04.0,,M. Speights enters the game for D. Lee,27,40
132,2,10:04.0,O. Casspi misses free throw 2 of 2,,27,40
133,2,10:02.0,,Defensive rebound by H. Barnes,27,40
134,2,9:48.0,,H. Barnes misses 3-pt jump shot from 25 ft,27,40
135,2,9:47.0,Defensive rebound by R. Sessions,,27,40
136,2,9:40.0,N. Stauskas makes 3-pt jump shot from 26 ft (assist by R. Sessions),,30,40
137,2,9:32.0,,J. Holiday makes 2-pt jump shot from 5 ft (assist by S. Livingston),30,42
138,2,9:09.0,O. Casspi makes 2-pt layup from 2 ft,,32,42
139,2,8:53.0,,J. Holiday makes 2-pt jump shot from 10 ft (assist by M. Speights),32,44
140,2,8:33.0,Personal foul by M. Speights (drawn by D. Cousins),,32,44
141,2,8:33.0,Official timeout,,32,44
142,2,8:33.0,D. Collison enters the game for R. Sessions,,32,44
143,2,8:33.0,B. McLemore enters the game for N. Stauskas,,32,44
144,2,8:25.0,Turnover by D. Cousins (3 sec),,32,44
145,2,8:10.0,,S. Livingston misses 2-pt jump shot from 12 ft,32,44
146,2,8:09.0,Defensive rebound by O. Casspi,,32,44
147,2,7:57.0,R. Gay misses 2-pt jump shot from 16 ft,,32,44
148,2,7:56.0,Offensive rebound by Team,,32,44
149,2,7:53.0,R. Gay misses 2-pt hook shot from 8 ft,,32,44
150,2,7:52.0,,Defensive rebound by M. Speights,32,44
151,2,7:41.0,Offensive charge foul by H. Barnes (drawn by D. Cousins),,32,44
152,2,7:41.0,,Turnover by H. Barnes (offensive foul),32,44
153,2,7:27.0,B. McLemore misses 3-pt jump shot from 27 ft,,32,44
154,2,7:26.0,,Defensive rebound by H. Barnes,32,44
155,2,7:19.0,,M. Speights makes 2-pt dunk at rim (assist by A. Iguodala),32,46
156,2,6:59.0,O. Casspi misses 2-pt jump shot from 3 ft,,32,46
157,2,6:58.0,,Defensive rebound by J. Holiday,32,46
158,2,6:52.0,,Turnover by S. Livingston (bad pass; steal by R. Gay),32,46
159,2,6:46.0,O. Casspi makes 2-pt layup from 2 ft (assist by R. Gay),,34,46
160,2,6:37.0,,Shooting foul by D. Cousins (drawn by M. Speights),34,46
161,2,6:37.0,,M. Speights makes free throw 1 of 2,34,47
162,2,6:37.0,,K. Thompson enters the game for A. Iguodala,34,47
163,2,6:37.0,,D. Green enters the game for H. Barnes,34,47
164,2,6:37.0,,M. Speights makes free throw 2 of 2,34,48
165,2,6:24.0,Shooting foul by M. Speights (drawn by R. Gay),,34,48
166,2,6:24.0,R. Gay makes free throw 1 of 2,,35,48
167,2,6:24.0,,F. Ezeli enters the game for M. Speights,35,48
168,2,6:24.0,R. Gay misses free throw 2 of 2,,35,48
169,2,6:23.0,,Defensive rebound by S. Livingston,35,48
170,2,6:14.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by J. Holiday),35,51
171,2,5:58.0,,Golden State full timeout,35,51
172,2,5:58.0,,S. Curry enters the game for J. Holiday,35,51
173,2,5:58.0,R. McCallum enters the game for O. Casspi,,35,51
174,2,5:46.0,R. Gay makes 2-pt dunk at rim (assist by D. Cousins),,37,51
175,2,5:25.0,,S. Curry misses 3-pt jump shot from 28 ft,37,51
176,2,5:25.0,Defensive rebound by Team,,37,51
177,2,5:06.0,D. Cousins misses 2-pt jump shot from 15 ft,,37,51
178,2,5:05.0,,Defensive rebound by D. Green,37,51
179,2,4:49.0,,F. Ezeli makes 2-pt hook shot from 6 ft (assist by K. Thompson),37,53
180,2,4:39.0,Turnover by B. McLemore (bad pass; steal by D. Green),,37,53
181,2,4:26.0,,Turnover by F. Ezeli (traveling),37,53
182,2,4:16.0,Def 3 sec tech foul by F. Ezeli,,37,53
183,2,4:16.0,R. Gay makes technical free throw,,38,53
184,2,4:16.0,J. Thompson enters the game for D. Cousins,,38,53
185,2,4:04.0,D. Collison misses 2-pt jump shot from 19 ft,,38,53
186,2,4:03.0,Offensive rebound by R. Gay,,38,53
187,2,4:00.0,R. Gay makes 2-pt layup from 1 ft,,40,53
188,2,3:47.0,Violation by J. Thompson (kicked ball),,40,53
189,2,3:47.0,,D. Lee enters the game for F. Ezeli,40,53
190,2,3:34.0,,D. Lee misses 2-pt hook shot from 11 ft,40,53
191,2,3:33.0,Defensive rebound by R. Gay,,40,53
192,2,3:30.0,Shooting foul by S. Livingston (drawn by D. Collison),,40,53
193,2,3:30.0,D. Collison misses free throw 1 of 2,,40,53
194,2,3:30.0,Offensive rebound by Team,,40,53
195,2,3:30.0,D. Collison makes free throw 2 of 2,,41,53
196,2,3:22.0,,K. Thompson misses 3-pt jump shot from 26 ft,41,53
197,2,3:21.0,Defensive rebound by D. Collison,,41,53
198,2,3:14.0,D. Collison makes 2-pt jump shot from 17 ft,,43,53
199,2,3:00.0,,S. Livingston misses 2-pt jump shot from 3 ft,43,53
200,2,2:59.0,,Offensive rebound by D. Lee,43,53
201,2,2:59.0,,D. Lee misses 2-pt tip-in at rim,43,53
202,2,2:58.0,,Offensive rebound by D. Lee,43,53
203,2,2:57.0,,D. Lee misses 2-pt layup from 2 ft,43,53
204,2,2:55.0,Defensive rebound by J. Thompson,,43,53
205,2,2:51.0,Turnover by D. Collison (lost ball; steal by K. Thompson),,43,53
206,2,2:48.0,,Turnover by D. Green (lost ball; steal by D. Collison),43,53
207,2,2:44.0,D. Collison misses 2-pt layup from 1 ft (block by D. Lee),,43,53
208,2,2:42.0,,Defensive rebound by D. Lee,43,53
209,2,2:40.0,,K. Thompson makes 2-pt dunk at rim (assist by S. Curry),43,55
210,2,2:34.0,R. Gay makes 3-pt jump shot from 26 ft (assist by B. McLemore),,46,55
211,2,2:20.0,,Turnover by S. Livingston (bad pass),46,55
212,2,2:20.0,Sacramento full timeout,,46,55
213,2,2:20.0,,J. Holiday enters the game for S. Livingston,46,55
214,2,2:02.0,R. Gay misses 2-pt jump shot from 14 ft,,46,55
215,2,2:01.0,Offensive rebound by R. Gay,,46,55
216,2,1:54.0,D. Collison misses 3-pt jump shot from 26 ft,,46,55
217,2,1:53.0,,Defensive rebound by D. Lee,46,55
218,2,1:40.0,,D. Green makes 2-pt hook shot from 5 ft (assist by S. Curry),46,57
219,2,1:40.0,,Shooting foul by J. Thompson (drawn by D. Green),46,57
220,2,1:40.0,,D. Green makes free throw 1 of 1,46,58
221,2,1:29.0,R. Gay misses 2-pt jump shot from 19 ft,,46,58
222,2,1:28.0,,Defensive rebound by J. Holiday,46,58
223,2,1:19.0,,J. Holiday makes 2-pt dunk at rim (assist by S. Curry),46,60
224,2,0:59.0,Turnover by D. Collison (lost ball; steal by D. Green),,46,60
225,2,0:49.0,,J. Holiday misses 3-pt jump shot from 22 ft,46,60
226,2,0:48.0,Defensive rebound by R. McCallum,,46,60
227,2,0:41.0,B. McLemore makes 2-pt layup from 1 ft (assist by R. McCallum),,48,60
228,2,0:32.0,,S. Curry makes 2-pt jump shot from 12 ft,48,62
229,2,0:20.0,J. Thompson makes 2-pt jump shot from 18 ft (assist by R. McCallum),,50,62
230,2,0:02.0,,D. Lee makes 2-pt dunk at rim (assist by D. Green),50,64
231,3,11:43.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by D. Cousins),,53,64
232,3,11:24.0,,F. Ezeli makes 2-pt jump shot from 9 ft (assist by S. Curry),53,66
233,3,11:08.0,Turnover by D. Collison (lost ball; steal by S. Curry),,53,66
234,3,11:02.0,,S. Curry misses 2-pt jump shot from 18 ft,53,66
235,3,11:01.0,,Offensive rebound by H. Barnes,53,66
236,3,11:01.0,,H. Barnes misses 2-pt tip-in from 1 ft,53,66
237,3,11:01.0,,Offensive rebound by F. Ezeli,53,66
238,3,11:01.0,,Shooting foul by B. McLemore (drawn by F. Ezeli),53,66
239,3,11:01.0,,F. Ezeli makes free throw 1 of 2,53,67
240,3,11:01.0,,F. Ezeli misses free throw 2 of 2,53,67
241,3,11:00.0,Defensive rebound by J. Thompson,,53,67
242,3,10:43.0,B. McLemore misses 2-pt layup from 3 ft,,53,67
243,3,10:42.0,,Defensive rebound by K. Thompson,53,67
244,3,10:35.0,,D. Green misses 3-pt jump shot from 26 ft,53,67
245,3,10:35.0,,Offensive rebound by H. Barnes,53,67
246,3,10:24.0,,F. Ezeli makes 2-pt hook shot from 6 ft (assist by S. Curry),53,69
247,3,10:08.0,D. Cousins misses 2-pt jump shot from 6 ft (block by F. Ezeli),,53,69
248,3,10:07.0,,Defensive rebound by H. Barnes,53,69
249,3,9:52.0,,F. Ezeli misses 2-pt layup from 2 ft (block by R. Gay),53,69
250,3,9:52.0,,Offensive rebound by Team,53,69
251,3,9:47.0,,F. Ezeli makes 2-pt dunk at rim (assist by S. Curry),53,71
252,3,9:26.0,D. Cousins misses 2-pt jump shot from 19 ft,,53,71
253,3,9:25.0,,Defensive rebound by D. Green,53,71
254,3,9:15.0,,K. Thompson makes 2-pt jump shot from 19 ft (assist by S. Curry),53,73
255,3,9:15.0,,Shooting foul by B. McLemore (drawn by K. Thompson),53,73
256,3,9:15.0,,K. Thompson makes free throw 1 of 1,53,74
257,3,9:06.0,Personal block foul by F. Ezeli (drawn by D. Cousins),,53,74
258,3,8:58.0,R. Gay misses 2-pt jump shot from 6 ft,,53,74
259,3,8:57.0,,Defensive rebound by S. Curry,53,74
260,3,8:52.0,,K. Thompson makes 2-pt jump shot from 19 ft (assist by S. Curry),53,76
261,3,8:51.0,Sacramento full timeout,,53,76
262,3,8:51.0,O. Casspi enters the game for J. Thompson,,53,76
263,3,8:41.0,D. Cousins misses 2-pt layup from 1 ft,,53,76
264,3,8:40.0,,Defensive rebound by F. Ezeli,53,76
265,3,8:23.0,,F. Ezeli misses 2-pt layup from 2 ft (block by D. Cousins),53,76
266,3,8:22.0,Defensive rebound by O. Casspi,,53,76
267,3,8:19.0,D. Collison makes 2-pt jump shot from 17 ft (assist by O. Casspi),,55,76
268,3,8:04.0,Offensive charge foul by F. Ezeli (drawn by D. Collison),,55,76
269,3,8:04.0,,Turnover by F. Ezeli (offensive foul),55,76
270,3,7:47.0,D. Cousins makes 2-pt layup from 1 ft,,57,76
271,3,7:38.0,,S. Curry misses 3-pt jump shot from 26 ft,57,76
272,3,7:37.0,Defensive rebound by O. Casspi,,57,76
273,3,7:23.0,D. Cousins misses 2-pt jump shot from 3 ft (block by F. Ezeli),,57,76
274,3,7:23.0,Offensive rebound by Team,,57,76
275,3,7:23.0,,M. Speights enters the game for F. Ezeli,57,76
276,3,7:22.0,Shooting foul by S. Curry (drawn by R. Gay),,57,76
277,3,7:22.0,R. Gay makes free throw 1 of 2,,58,76
278,3,7:22.0,R. Gay makes free throw 2 of 2,,59,76
279,3,7:09.0,,H. Barnes misses 3-pt jump shot from 23 ft,59,76
280,3,7:09.0,Defensive rebound by D. Cousins,,59,76
281,3,7:01.0,D. Collison makes 3-pt jump shot from 27 ft (assist by D. Cousins),,62,76
282,3,7:01.0,,Golden State full timeout,62,76
283,3,7:01.0,,A. Iguodala enters the game for H. Barnes,62,76
284,3,6:42.0,,S. Curry misses 3-pt jump shot from 23 ft,62,76
285,3,6:41.0,,Offensive rebound by M. Speights,62,76
286,3,6:40.0,,Shooting foul by D. Cousins (drawn by M. Speights),62,76
287,3,6:40.0,,M. Speights makes free throw 1 of 2,62,77
288,3,6:40.0,,M. Speights makes free throw 2 of 2,62,78
289,3,6:24.0,D. Collison misses 2-pt jump shot from 15 ft,,62,78
290,3,6:24.0,,Defensive rebound by Team,62,78
291,3,6:24.0,Loose ball foul by D. Cousins (drawn by M. Speights),,62,78
292,3,6:12.0,,Shooting foul by R. Gay (drawn by M. Speights),62,78
293,3,6:12.0,,M. Speights makes free throw 1 of 2,62,79
294,3,6:12.0,,M. Speights makes free throw 2 of 2,62,80
295,3,5:53.0,Personal foul by D. Green (drawn by R. Gay),,62,80
296,3,5:44.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by D. Cousins),,65,80
297,3,5:33.0,,K. Thompson misses 2-pt jump shot from 19 ft,65,80
298,3,5:32.0,Defensive rebound by O. Casspi,,65,80
299,3,5:28.0,D. Collison makes 2-pt layup from 1 ft (assist by O. Casspi),,67,80
300,3,5:11.0,,Turnover by M. Speights (3 sec),67,80
301,3,4:55.0,D. Cousins makes 2-pt layup from 2 ft (assist by D. Collison),,69,80
302,3,4:55.0,,Violation by M. Speights (def goaltending),69,80
303,3,4:43.0,,K. Thompson makes 2-pt jump shot from 8 ft (assist by A. Iguodala),69,82
304,3,4:19.0,R. Gay misses 2-pt dunk at rim (block by D. Green),,69,82
305,3,4:18.0,Offensive rebound by Team,,69,82
306,3,4:11.0,R. Gay misses 3-pt jump shot from 27 ft,,69,82
307,3,4:10.0,,Defensive rebound by D. Green,69,82
308,3,4:04.0,,D. Green makes 2-pt dunk at rim,69,84
309,3,3:40.0,Personal foul by M. Speights (drawn by D. Cousins),,69,84
310,3,3:40.0,D. Williams enters the game for R. Gay,,69,84
311,3,3:40.0,,S. Livingston enters the game for S. Curry,69,84
312,3,3:31.0,Shooting foul by M. Speights (drawn by D. Cousins),,69,84
313,3,3:31.0,D. Cousins misses free throw 1 of 2,,69,84
314,3,3:31.0,Offensive rebound by Team,,69,84
315,3,3:31.0,,D. Lee enters the game for M. Speights,69,84
316,3,3:31.0,D. Cousins makes free throw 2 of 2,,70,84
317,3,3:14.0,,K. Thompson misses 2-pt jump shot from 16 ft,70,84
318,3,3:13.0,Defensive rebound by D. Collison,,70,84
319,3,2:53.0,D. Collison makes 2-pt layup from 1 ft (assist by D. Cousins),,72,84
320,3,2:35.0,,Def 3 sec tech foul by O. Casspi,72,84
321,3,2:35.0,,K. Thompson makes technical free throw,72,85
322,3,2:23.0,,D. Lee misses 2-pt jump shot from 6 ft,72,85
323,3,2:22.0,Defensive rebound by D. Cousins,,72,85
324,3,2:10.0,O. Casspi misses 2-pt jump shot from 9 ft,,72,85
325,3,2:10.0,,Defensive rebound by Team,72,85
326,3,2:10.0,Loose ball foul by D. Cousins (drawn by D. Green),,72,85
327,3,2:10.0,,D. Green misses free throw 1 of 2,72,85
328,3,2:10.0,,Offensive rebound by Team,72,85
329,3,2:10.0,J. Thompson enters the game for D. Cousins,,72,85
330,3,2:10.0,,D. Green makes free throw 2 of 2,72,86
331,3,2:00.0,,H. Barnes enters the game for D. Green,72,86
332,3,2:00.0,R. McCallum enters the game for D. Collison,,72,86
333,3,2:00.0,Technical foul by O. Casspi,,72,86
334,3,2:00.0,,K. Thompson makes technical free throw,72,87
335,3,1:48.0,J. Thompson makes 2-pt jump shot from 8 ft (assist by R. McCallum),,74,87
336,3,1:28.0,,S. Livingston makes 2-pt jump shot from 10 ft,74,89
337,3,1:13.0,R. McCallum misses 2-pt jump shot from 3 ft,,74,89
338,3,1:12.0,,Defensive rebound by D. Lee,74,89
339,3,0:56.0,,K. Thompson makes 2-pt jump shot from 15 ft (assist by S. Livingston),74,91
340,3,0:33.0,Turnover by O. Casspi (bad pass; steal by H. Barnes),,74,91
341,3,0:17.0,,K. Thompson makes 2-pt layup at rim,74,93
342,3,0:02.0,R. McCallum makes 2-pt jump shot from 19 ft,,76,93
343,4,11:45.0,,D. Lee misses 2-pt layup from 2 ft (block by J. Thompson),76,93
344,4,11:44.0,Defensive rebound by B. McLemore,,76,93
345,4,11:38.0,B. McLemore misses 3-pt jump shot from 26 ft,,76,93
346,4,11:35.0,,Defensive rebound by J. Holiday,76,93
347,4,11:17.0,,A. Iguodala misses 3-pt jump shot from 22 ft,76,93
348,4,11:16.0,Defensive rebound by J. Thompson,,76,93
349,4,11:05.0,D. Williams misses 2-pt jump shot from 13 ft,,76,93
350,4,11:03.0,,Defensive rebound by D. Lee,76,93
351,4,10:52.0,,D. Lee misses 2-pt jump shot from 18 ft,76,93
352,4,10:49.0,Defensive rebound by R. Gay,,76,93
353,4,10:44.0,Shooting foul by A. Iguodala (drawn by D. Williams),,76,93
354,4,10:44.0,D. Williams misses free throw 1 of 2,,76,93
355,4,10:44.0,Offensive rebound by Team,,76,93
356,4,10:44.0,D. Williams makes free throw 2 of 2,,77,93
357,4,10:29.0,,H. Barnes makes 2-pt jump shot from 19 ft,77,95
358,4,10:10.0,D. Williams misses 3-pt jump shot from 26 ft,,77,95
359,4,10:09.0,Offensive rebound by R. Gay,,77,95
360,4,10:06.0,R. Gay misses 2-pt jump shot from 17 ft,,77,95
361,4,10:05.0,,Defensive rebound by D. Lee,77,95
362,4,9:51.0,,A. Iguodala makes 3-pt jump shot from 25 ft (assist by J. Holiday),77,98
363,4,9:28.0,R. McCallum misses 2-pt jump shot from 18 ft,,77,98
364,4,9:26.0,,Defensive rebound by A. Iguodala,77,98
365,4,9:21.0,,A. Iguodala makes 2-pt layup from 1 ft,77,100
366,4,9:18.0,Sacramento full timeout,,77,100
367,4,9:18.0,D. Collison enters the game for J. Thompson,,77,100
368,4,9:18.0,D. Cousins enters the game for B. McLemore,,77,100
369,4,9:18.0,O. Casspi enters the game for D. Williams,,77,100
370,4,8:57.0,R. McCallum misses 3-pt jump shot from 26 ft,,77,100
371,4,8:56.0,Offensive rebound by O. Casspi,,77,100
372,4,8:55.0,O. Casspi makes 2-pt layup from 1 ft,,79,100
373,4,8:38.0,,J. Holiday misses 3-pt jump shot from 25 ft,79,100
374,4,8:36.0,Defensive rebound by R. Gay,,79,100
375,4,8:16.0,D. Collison misses 2-pt jump shot from 10 ft,,79,100
376,4,8:15.0,Offensive rebound by D. Cousins,,79,100
377,4,8:12.0,D. Cousins misses 2-pt jump shot from 4 ft,,79,100
378,4,8:10.0,,Defensive rebound by H. Barnes,79,100
379,4,8:04.0,,D. Lee makes 2-pt layup from 2 ft (assist by A. Iguodala),79,102
380,4,7:54.0,Offensive foul by D. Cousins (drawn by D. Lee),,79,102
381,4,7:54.0,Turnover by D. Cousins (offensive foul),,79,102
382,4,7:54.0,,F. Ezeli enters the game for D. Lee,79,102
383,4,7:34.0,,S. Livingston makes 2-pt jump shot from 12 ft,79,104
384,4,7:17.0,D. Collison makes 3-pt jump shot from 24 ft (assist by R. Gay),,82,104
