,QUARTER,TIME_REMAINING,CHICAGO_ACTION,BOSTON_ACTION,CHICAGO_SCORE,BOSTON_SCORE
0,1,11:41.0,M. Dunleavy misses 3-pt jump shot from 23 ft,,0,0
1,1,11:40.0,,Defensive rebound by J. Green,0,0
2,1,11:26.0,,K. Olynyk misses 3-pt jump shot from 25 ft,0,0
3,1,11:24.0,Defensive rebound by Team,,0,0
4,1,11:03.0,P. Gasol misses 2-pt hook shot from 3 ft,,0,0
5,1,11:02.0,,Defensive rebound by J. Sullinger,0,0
6,1,10:53.0,,R. Rondo misses 2-pt jump shot from 14 ft,0,0
7,1,10:53.0,Defensive rebound by Team,,0,0
8,1,10:53.0,,Loose ball foul by K. Olynyk (drawn by J. Noah),0,0
9,1,10:39.0,M. Dunleavy misses 2-pt jump shot from 20 ft,,0,0
10,1,10:37.0,Offensive rebound by P. Gasol,,0,0
11,1,10:36.0,P. Gasol makes 2-pt jump shot from 7 ft,,2,0
12,1,10:16.0,,J. Sullinger makes 2-pt layup at rim (assist by K. Olynyk),2,2
13,1,10:01.0,J. Noah misses 2-pt layup from 1 ft,,2,2
14,1,10:00.0,,Defensive rebound by J. Sullinger,2,2
15,1,9:54.0,,R. Rondo makes 2-pt layup from 1 ft,2,4
16,1,9:35.0,Shooting block foul by J. Sullinger (drawn by M. Dunleavy),,2,4
17,1,9:35.0,M. Dunleavy makes free throw 1 of 2,,3,4
18,1,9:35.0,M. Dunleavy makes free throw 2 of 2,,4,4
19,1,9:21.0,,R. Rondo misses 2-pt jump shot from 5 ft,4,4
20,1,9:20.0,Defensive rebound by D. Rose,,4,4
21,1,9:14.0,D. Rose misses 2-pt layup from 1 ft (block by A. Bradley),,4,4
22,1,9:12.0,Offensive rebound by J. Noah,,4,4
23,1,9:10.0,J. Noah makes 2-pt layup at rim,,6,4
24,1,8:56.0,,A. Bradley makes 2-pt jump shot from 19 ft,6,6
25,1,8:42.0,Def 3 sec tech foul by K. Olynyk,,6,6
26,1,8:42.0,M. Dunleavy misses technical free throw,,6,6
27,1,8:42.0,Offensive rebound by Team,,6,6
28,1,8:31.0,Personal foul by K. Olynyk (drawn by P. Gasol),,6,6
29,1,8:24.0,J. Noah misses 2-pt layup from 2 ft,,6,6
30,1,8:23.0,,Defensive rebound by J. Green,6,6
31,1,8:08.0,,J. Green makes 2-pt jump shot from 17 ft,6,8
32,1,8:02.0,Personal foul by A. Bradley (drawn by D. Rose),,6,8
33,1,8:02.0,,T. Zeller enters the game for K. Olynyk,6,8
34,1,7:56.0,D. Rose makes 2-pt layup from 1 ft,,8,8
35,1,7:38.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by J. Green),8,11
36,1,7:17.0,D. Rose makes 2-pt layup at rim (assist by J. Noah),,10,11
37,1,7:01.0,,J. Sullinger makes 2-pt jump shot from 14 ft,10,13
38,1,6:44.0,J. Butler misses 2-pt jump shot from 14 ft,,10,13
39,1,6:42.0,Offensive rebound by M. Dunleavy,,10,13
40,1,6:42.0,M. Dunleavy makes 2-pt tip-in at rim,,12,13
41,1,6:36.0,,A. Bradley makes 3-pt jump shot from 24 ft (assist by R. Rondo),12,16
42,1,6:10.0,P. Gasol makes 2-pt jump shot from 17 ft (assist by J. Noah),,14,16
43,1,5:48.0,,J. Sullinger makes 3-pt jump shot from 24 ft (assist by R. Rondo),14,19
44,1,5:30.0,Personal foul by R. Rondo (drawn by D. Rose),,14,19
45,1,5:30.0,,Boston full timeout,14,19
46,1,5:30.0,,B. Bass enters the game for J. Sullinger,14,19
47,1,5:30.0,D. Rose misses free throw 1 of 2,,14,19
48,1,5:30.0,Offensive rebound by Team,,14,19
49,1,5:30.0,D. Rose makes free throw 2 of 2,,15,19
50,1,5:19.0,,A. Bradley misses 2-pt jump shot from 17 ft,15,19
51,1,5:17.0,Defensive rebound by M. Dunleavy,,15,19
52,1,5:04.0,Personal foul by J. Green (drawn by J. Butler),,15,19
53,1,5:04.0,J. Butler makes free throw 1 of 2,,16,19
54,1,5:04.0,,E. Turner enters the game for J. Green,16,19
55,1,5:04.0,K. Hinrich enters the game for D. Rose,,16,19
56,1,5:04.0,N. Mirotić enters the game for J. Noah,,16,19
57,1,5:04.0,J. Butler misses free throw 2 of 2,,16,19
58,1,5:03.0,,Defensive rebound by B. Bass,16,19
59,1,4:52.0,,Turnover by A. Bradley (bad pass; steal by K. Hinrich),16,19
60,1,4:34.0,P. Gasol misses 2-pt hook shot from 4 ft,,16,19
61,1,4:33.0,,Defensive rebound by B. Bass,16,19
62,1,4:27.0,,Personal foul by J. Butler (drawn by T. Zeller),16,19
63,1,4:08.0,,E. Turner misses 2-pt jump shot from 13 ft,16,19
64,1,4:07.0,Defensive rebound by P. Gasol,,16,19
65,1,4:03.0,Turnover by P. Gasol (lost ball),,16,19
66,1,3:53.0,,R. Rondo makes 2-pt layup from 1 ft,16,21
67,1,3:30.0,Shooting foul by T. Zeller (drawn by J. Butler),,16,21
68,1,3:30.0,J. Butler misses free throw 1 of 2,,16,21
69,1,3:30.0,Offensive rebound by Team,,16,21
70,1,3:30.0,,M. Thornton enters the game for A. Bradley,16,21
71,1,3:30.0,J. Butler makes free throw 2 of 2,,17,21
72,1,3:18.0,,B. Bass makes 2-pt layup from 1 ft (assist by R. Rondo),17,23
73,1,3:18.0,,Shooting foul by P. Gasol (drawn by B. Bass),17,23
74,1,3:18.0,A. Brooks enters the game for J. Butler,,17,23
75,1,3:18.0,,B. Bass makes free throw 1 of 1,17,24
76,1,3:04.0,P. Gasol misses 2-pt hook shot from 5 ft,,17,24
77,1,3:02.0,,Defensive rebound by B. Bass,17,24
78,1,2:54.0,Chicago full timeout,,17,24
79,1,2:54.0,,P. Pressey enters the game for R. Rondo,17,24
80,1,2:42.0,,B. Bass misses 2-pt jump shot from 13 ft,17,24
81,1,2:41.0,Defensive rebound by N. Mirotić,,17,24
82,1,2:18.0,P. Gasol makes 2-pt jump shot from 5 ft,,19,24
83,1,2:03.0,,B. Bass makes 2-pt dunk at rim (assist by E. Turner),19,26
84,1,1:48.0,P. Gasol misses 2-pt hook shot from 4 ft,,19,26
85,1,1:47.0,,Defensive rebound by T. Zeller,19,26
86,1,1:38.0,,E. Turner makes 2-pt jump shot from 13 ft,19,28
87,1,1:26.0,A. Brooks makes 2-pt jump shot from 3 ft,,21,28
88,1,1:26.0,Shooting foul by T. Zeller (drawn by A. Brooks),,21,28
