,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHILADELPHIA_ACTION,BROOKLYN_SCORE,PHILADELPHIA_SCORE
0,1,11:48.0,Personal foul by N. Noel (drawn by B. Lopez),,0,0
1,1,11:44.0,B. Lopez makes 2-pt layup from 1 ft (assist by J. Johnson),,2,0
2,1,11:18.0,,J. Richardson misses 2-pt jump shot from 15 ft,2,0
3,1,11:17.0,Defensive rebound by D. Williams,,2,0
4,1,11:10.0,D. Williams misses 2-pt layup from 1 ft,,2,0
5,1,11:09.0,,Defensive rebound by J. Grant,2,0
6,1,11:05.0,,J. Richardson makes 2-pt dunk at rim (assist by I. Canaan),2,2
7,1,10:46.0,M. Brown misses 2-pt jump shot from 13 ft,,2,2
8,1,10:45.0,,Defensive rebound by N. Noel,2,2
9,1,10:27.0,,J. Grant misses 3-pt jump shot from 25 ft,2,2
10,1,10:26.0,Defensive rebound by M. Brown,,2,2
11,1,10:14.0,B. Lopez misses 2-pt jump shot from 3 ft,,2,2
12,1,10:13.0,Offensive rebound by B. Lopez,,2,2
13,1,10:13.0,Shooting foul by J. Grant (drawn by B. Lopez),,2,2
14,1,10:13.0,B. Lopez misses free throw 1 of 2,,2,2
15,1,10:13.0,Offensive rebound by Team,,2,2
16,1,10:13.0,B. Lopez makes free throw 2 of 2,,3,2
17,1,9:58.0,,J. Sampson misses 2-pt jump shot from 3 ft,3,2
18,1,9:56.0,Defensive rebound by B. Lopez,,3,2
19,1,9:47.0,D. Williams misses 3-pt jump shot from 24 ft,,3,2
20,1,9:45.0,,Defensive rebound by N. Noel,3,2
21,1,9:38.0,,Offensive foul by N. Noel (drawn by D. Williams),3,2
22,1,9:38.0,,Turnover by N. Noel (offensive foul),3,2
23,1,9:38.0,,H. Sims enters the game for N. Noel,3,2
24,1,9:26.0,J. Johnson misses 3-pt jump shot from 26 ft,,3,2
25,1,9:25.0,,Defensive rebound by H. Sims,3,2
26,1,9:18.0,,Turnover by J. Grant (bad pass),3,2
27,1,9:11.0,Shooting foul by H. Sims (drawn by B. Lopez),,3,2
28,1,9:11.0,B. Lopez makes free throw 1 of 2,,4,2
29,1,9:11.0,B. Lopez makes free throw 2 of 2,,5,2
30,1,8:59.0,,J. Richardson misses 3-pt jump shot from 25 ft,5,2
31,1,8:58.0,Defensive rebound by J. Johnson,,5,2
32,1,8:53.0,T. Young misses 2-pt jump shot from 4 ft (block by J. Richardson),,5,2
33,1,8:51.0,,Defensive rebound by H. Sims,5,2
34,1,8:47.0,,Shooting foul by D. Williams (drawn by J. Grant),5,2
35,1,8:47.0,,J. Grant misses free throw 1 of 2,5,2
36,1,8:47.0,,Offensive rebound by Team,5,2
37,1,8:47.0,,J. Grant misses free throw 2 of 2,5,2
38,1,8:46.0,Defensive rebound by T. Young,,5,2
39,1,8:36.0,Shooting foul by J. Sampson (drawn by D. Williams),,5,2
40,1,8:36.0,D. Williams misses free throw 1 of 2,,5,2
41,1,8:36.0,Offensive rebound by Team,,5,2
42,1,8:36.0,D. Williams makes free throw 2 of 2,,6,2
43,1,8:22.0,,H. Sims misses 2-pt jump shot from 17 ft,6,2
44,1,8:21.0,Defensive rebound by M. Brown,,6,2
45,1,8:15.0,Turnover by M. Brown (bad pass; steal by H. Sims),,6,2
46,1,8:12.0,,I. Canaan makes 3-pt jump shot from 26 ft (assist by H. Sims),6,5
47,1,7:58.0,Shooting foul by H. Sims (drawn by T. Young),,6,5
48,1,7:58.0,T. Young makes 2-pt jump shot from 4 ft (assist by D. Williams),,8,5
49,1,7:58.0,T. Young makes free throw 1 of 1,,9,5
50,1,7:43.0,,J. Richardson makes 2-pt layup from 1 ft,9,7
51,1,7:26.0,T. Young misses 2-pt jump shot from 3 ft (block by J. Grant),,9,7
52,1,7:24.0,,Defensive rebound by I. Canaan,9,7
53,1,7:21.0,,J. Sampson makes 2-pt dunk at rim (assist by J. Richardson),9,9
54,1,7:03.0,J. Johnson makes 2-pt jump shot from 7 ft (assist by D. Williams),,11,9
55,1,6:42.0,,J. Sampson misses 3-pt jump shot from 24 ft,11,9
56,1,6:40.0,Defensive rebound by T. Young,,11,9
57,1,6:34.0,Personal foul by I. Canaan (drawn by D. Williams),,11,9
58,1,6:34.0,D. Williams makes free throw 1 of 2,,12,9
59,1,6:34.0,D. Williams makes free throw 2 of 2,,13,9
60,1,6:34.0,,Philadelphia full timeout,13,9
61,1,6:34.0,,T. Robinson enters the game for H. Sims,13,9
62,1,6:23.0,,Turnover by J. Richardson (bad pass),13,9
63,1,6:11.0,Shooting foul by J. Richardson (drawn by J. Johnson),,13,9
64,1,6:11.0,J. Johnson misses free throw 1 of 2,,13,9
65,1,6:11.0,Offensive rebound by Team,,13,9
66,1,6:11.0,J. Johnson makes free throw 2 of 2,,14,9
67,1,5:49.0,,Turnover by J. Sampson (bad pass; steal by T. Young),14,9
68,1,5:36.0,Personal foul by J. Grant (drawn by M. Brown),,14,9
69,1,5:36.0,M. Brown makes free throw 1 of 2,,15,9
70,1,5:36.0,,R. Covington enters the game for J. Grant,15,9
71,1,5:36.0,M. Brown makes free throw 2 of 2,,16,9
72,1,5:21.0,,J. Sampson misses 3-pt jump shot from 24 ft,16,9
73,1,5:19.0,Defensive rebound by B. Lopez,,16,9
74,1,5:12.0,T. Young makes 2-pt layup at rim (assist by D. Williams),,18,9
75,1,4:55.0,,T. Robinson misses 2-pt jump shot from 3 ft (block by B. Lopez),18,9
76,1,4:53.0,,Offensive rebound by J. Richardson,18,9
77,1,4:53.0,,Personal foul by D. Williams (drawn by J. Richardson),18,9
78,1,4:53.0,,H. Thompson enters the game for J. Richardson,18,9
79,1,4:53.0,J. Jack enters the game for D. Williams,,18,9
80,1,4:38.0,,I. Canaan misses 3-pt jump shot from 25 ft,18,9
81,1,4:37.0,Defensive rebound by T. Young,,18,9
82,1,4:27.0,M. Brown misses 2-pt jump shot from 19 ft,,18,9
83,1,4:26.0,Offensive rebound by Team,,18,9
84,1,4:26.0,,I. Smith enters the game for I. Canaan,18,9
85,1,4:19.0,Turnover by B. Lopez (lost ball; steal by T. Robinson),,18,9
86,1,3:59.0,,H. Thompson misses 2-pt jump shot from 5 ft (block by M. Brown),18,9
87,1,3:59.0,,Offensive rebound by Team,18,9
88,1,3:59.0,,G. Robinson enters the game for J. Sampson,18,9
89,1,3:55.0,,H. Thompson makes 2-pt jump shot from 16 ft (assist by R. Covington),18,11
90,1,3:30.0,Brooklyn full timeout,,18,11
91,1,3:26.0,Turnover by T. Young (bad pass; steal by R. Covington),,18,11
92,1,3:16.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by I. Smith),18,14
93,1,2:55.0,J. Johnson makes 2-pt jump shot from 16 ft,,20,14
94,1,2:34.0,,I. Smith misses 2-pt layup from 1 ft,20,14
95,1,2:31.0,,Offensive rebound by T. Robinson,20,14
96,1,2:31.0,,T. Robinson makes 2-pt jump shot from 3 ft,20,16
97,1,2:31.0,,Shooting foul by M. Brown (drawn by T. Robinson),20,16
98,1,2:31.0,M. Plumlee enters the game for B. Lopez,,20,16
99,1,2:31.0,,T. Robinson makes free throw 1 of 1,20,17
100,1,2:16.0,J. Jack misses 3-pt jump shot from 25 ft,,20,17
101,1,2:14.0,,Defensive rebound by T. Robinson,20,17
102,1,2:01.0,,T. Robinson makes 2-pt jump shot from 3 ft (assist by I. Smith),20,19
103,1,1:51.0,J. Jack makes 2-pt jump shot from 5 ft,,22,19
104,1,1:46.0,,Turnover by I. Smith (lost ball; steal by M. Brown),22,19
105,1,1:42.0,Shooting foul by T. Robinson (drawn by T. Young),,22,19
106,1,1:42.0,T. Young makes free throw 1 of 2,,23,19
107,1,1:42.0,T. Young misses free throw 2 of 2,,23,19
108,1,1:42.0,Offensive rebound by Team,,23,19
109,1,1:37.0,T. Young misses 3-pt jump shot from 23 ft,,23,19
110,1,1:35.0,,Defensive rebound by H. Thompson,23,19
111,1,1:22.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by I. Smith),23,22
112,1,1:05.0,T. Young makes 2-pt layup from 2 ft (assist by J. Jack),,25,22
113,1,0:53.0,,Shooting foul by J. Jack (drawn by I. Smith),25,22
114,1,0:53.0,,I. Smith makes free throw 1 of 2,25,23
115,1,0:53.0,A. Anderson enters the game for J. Johnson,,25,23
