,QUARTER,TIME_REMAINING,ATLANTA_ACTION,BOSTON_ACTION,ATLANTA_SCORE,BOSTON_SCORE
42,1,6:49.0,D. Carroll makes free throw 1 of 1,,16,2
43,1,6:28.0,,M. Thornton makes 3-pt jump shot from 25 ft (assist by E. Turner),16,5
44,1,6:12.0,Turnover by K. Korver (bad pass),,16,5
45,1,6:12.0,K. Bazemore enters the game for K. Korver,,16,5
46,1,5:54.0,,T. Zeller misses 2-pt layup from 1 ft (block by K. Bazemore),16,5
47,1,5:52.0,,Offensive rebound by Team,16,5
48,1,5:40.0,,T. Zeller misses 2-pt hook shot from 8 ft,16,5
49,1,5:39.0,Defensive rebound by A. Horford,,16,5
50,1,5:29.0,A. Horford misses 2-pt jump shot from 15 ft,,16,5
51,1,5:28.0,,Defensive rebound by A. Bradley,16,5
52,1,5:14.0,,A. Bradley misses 3-pt jump shot from 25 ft,16,5
53,1,5:13.0,Defensive rebound by A. Horford,,16,5
54,1,5:07.0,Shooting foul by T. Zeller (drawn by D. Carroll),,16,5
55,1,5:07.0,D. Carroll makes free throw 1 of 2,,17,5
56,1,5:07.0,,T. Prince enters the game for A. Bradley,17,5
57,1,5:07.0,P. Antić enters the game for A. Horford,,17,5
58,1,5:07.0,D. Carroll misses free throw 2 of 2,,17,5
59,1,5:07.0,,Defensive rebound by E. Turner,17,5
60,1,4:49.0,,E. Turner makes 2-pt layup at rim (assist by T. Zeller),17,7
61,1,4:38.0,J. Teague misses 3-pt jump shot from 23 ft,,17,7
62,1,4:37.0,,Defensive rebound by M. Thornton,17,7
63,1,4:27.0,,J. Crowder misses 3-pt jump shot from 24 ft,17,7
64,1,4:25.0,Defensive rebound by P. Millsap,,17,7
65,1,4:11.0,K. Bazemore misses 3-pt jump shot from 23 ft,,17,7
66,1,4:10.0,,Defensive rebound by T. Prince,17,7
67,1,4:04.0,,J. Crowder misses 2-pt layup at rim,17,7
68,1,4:03.0,,Offensive rebound by T. Zeller,17,7
69,1,4:01.0,,T. Zeller makes 2-pt layup at rim,17,9
70,1,3:59.0,Atlanta full timeout,,17,9
71,1,3:59.0,D. Schröder enters the game for J. Teague,,17,9
72,1,3:38.0,D. Schröder makes 2-pt layup at rim,,19,9
73,1,3:29.0,,M. Thornton misses 3-pt jump shot from 22 ft,19,9
74,1,3:28.0,Defensive rebound by P. Millsap,,19,9
75,1,3:02.0,Turnover by P. Antić (lost ball; steal by E. Turner),,19,9
76,1,2:46.0,,Shooting foul by K. Bazemore (drawn by E. Turner),19,9
77,1,2:46.0,,E. Turner makes free throw 1 of 2,19,10
78,1,2:46.0,,E. Turner makes free throw 2 of 2,19,11
79,1,2:33.0,K. Bazemore misses 2-pt layup at rim,,19,11
80,1,2:32.0,,Defensive rebound by M. Thornton,19,11
81,1,2:27.0,,M. Thornton misses 2-pt layup from 1 ft,19,11
82,1,2:26.0,Defensive rebound by P. Antić,,19,11
83,1,2:14.0,Shooting foul by J. Crowder (drawn by P. Millsap),,19,11
84,1,2:14.0,P. Millsap makes free throw 1 of 2,,20,11
85,1,2:14.0,P. Millsap misses free throw 2 of 2,,20,11
86,1,2:14.0,,Defensive rebound by J. Crowder,20,11
87,1,1:50.0,,M. Thornton misses 2-pt jump shot from 19 ft,20,11
88,1,1:49.0,Defensive rebound by D. Carroll,,20,11
89,1,1:40.0,Turnover by P. Millsap (lost ball; steal by J. Crowder),,20,11
90,1,1:39.0,,Personal foul by P. Antić (drawn by E. Turner),20,11
91,1,1:39.0,A. Horford enters the game for P. Millsap,,20,11
92,1,1:39.0,K. Korver enters the game for D. Carroll,,20,11
93,1,1:21.0,,T. Prince misses 2-pt jump shot from 14 ft,20,11
94,1,1:20.0,Defensive rebound by Team,,20,11
95,1,1:20.0,,Loose ball foul by T. Zeller (drawn by P. Antić),20,11
96,1,1:04.0,Turnover by D. Schröder (lost ball; steal by J. Crowder),,20,11
97,1,0:50.0,,T. Prince misses 2-pt jump shot from 8 ft,20,11
98,1,0:49.0,,Offensive rebound by T. Prince,20,11
99,1,0:46.0,,J. Crowder misses 3-pt jump shot from 24 ft,20,11
100,1,0:45.0,,Offensive rebound by T. Zeller,20,11
101,1,0:36.0,,T. Zeller makes 2-pt layup at rim (assist by E. Turner),20,13
102,1,0:27.0,K. Bazemore makes 3-pt jump shot from 24 ft (assist by D. Schröder),,23,13
103,1,0:07.0,,E. Turner misses 2-pt jump shot from 18 ft,23,13
104,1,0:05.0,Defensive rebound by K. Korver,,23,13
105,1,0:00.0,A. Horford misses 3-pt jump shot from 25 ft,,23,13
106,1,0:00.0,Offensive rebound by Team,,23,13
107,2,11:36.0,A. Horford makes 2-pt jump shot from 5 ft (assist by K. Bazemore),,25,13
108,2,11:20.0,,B. Bass misses 2-pt layup from 2 ft (block by K. Korver),25,13
109,2,11:19.0,,Offensive rebound by Team,25,13
110,2,11:10.0,,M. Smart misses 2-pt jump shot from 8 ft,25,13
111,2,11:09.0,Defensive rebound by A. Horford,,25,13
112,2,10:53.0,D. Schröder makes 2-pt layup at rim,,27,13
113,2,10:36.0,,J. Crowder makes 2-pt layup at rim (assist by M. Smart),27,15
114,2,10:14.0,D. Schröder misses 3-pt jump shot from 25 ft,,27,15
115,2,10:13.0,,Defensive rebound by J. Young,27,15
116,2,10:01.0,,J. Crowder misses 2-pt jump shot from 18 ft,27,15
117,2,10:00.0,Defensive rebound by D. Schröder,,27,15
118,2,9:44.0,K. Korver misses 3-pt jump shot from 23 ft,,27,15
119,2,9:43.0,,Defensive rebound by M. Smart,27,15
120,2,9:35.0,,J. Young misses 2-pt jump shot from 18 ft,27,15
121,2,9:34.0,,Offensive rebound by J. Crowder,27,15
122,2,9:30.0,,J. Young makes 3-pt jump shot from 25 ft (assist by M. Smart),27,18
123,2,9:13.0,Personal foul by J. Crowder (drawn by M. Scott),,27,18
124,2,9:00.0,M. Scott makes 3-pt jump shot from 26 ft (assist by D. Schröder),,30,18
125,2,8:42.0,,T. Prince misses 2-pt jump shot from 20 ft,30,18
126,2,8:41.0,,Offensive rebound by M. Smart,30,18
127,2,8:38.0,,M. Smart misses 2-pt layup at rim,30,18
128,2,8:37.0,,Offensive rebound by B. Bass,30,18
129,2,8:31.0,,M. Smart makes 3-pt jump shot from 22 ft (assist by B. Bass),30,21
130,2,8:14.0,K. Korver misses 3-pt jump shot from 23 ft,,30,21
131,2,8:13.0,,Defensive rebound by J. Crowder,30,21
132,2,8:04.0,,B. Bass makes 2-pt layup at rim (assist by T. Prince),30,23
133,2,8:04.0,Atlanta full timeout,,30,23
134,2,8:04.0,,A. Bradley enters the game for J. Crowder,30,23
135,2,8:04.0,J. Teague enters the game for D. Schröder,,30,23
136,2,7:40.0,A. Horford misses 2-pt jump shot from 7 ft,,30,23
137,2,7:39.0,Offensive rebound by M. Scott,,30,23
138,2,7:37.0,M. Scott misses 2-pt jump shot from 4 ft,,30,23
139,2,7:36.0,,Defensive rebound by A. Bradley,30,23
140,2,7:13.0,,M. Smart misses 2-pt jump shot from 15 ft,30,23
141,2,7:12.0,Defensive rebound by K. Bazemore,,30,23
142,2,7:00.0,A. Horford makes 2-pt jump shot from 15 ft (assist by J. Teague),,32,23
143,2,6:38.0,,A. Bradley makes 2-pt layup at rim (assist by T. Prince),32,25
144,2,6:23.0,K. Bazemore makes 3-pt jump shot from 25 ft (assist by J. Teague),,35,25
145,2,6:03.0,,M. Smart misses 3-pt jump shot from 23 ft (block by J. Teague),35,25
146,2,6:01.0,Defensive rebound by M. Scott,,35,25
147,2,5:52.0,Personal foul by M. Smart (drawn by M. Scott),,35,25
148,2,5:52.0,Official timeout,,35,25
149,2,5:52.0,P. Millsap enters the game for A. Horford,,35,25
150,2,5:52.0,D. Carroll enters the game for K. Korver,,35,25
151,2,5:52.0,,J. Sullinger enters the game for B. Bass,35,25
152,2,5:52.0,Turnover by K. Bazemore (lost ball),,35,25
153,2,5:43.0,,Turnover by M. Smart (bad pass; steal by J. Teague),35,25
154,2,5:25.0,J. Teague makes 2-pt layup at rim,,37,25
155,2,5:16.0,,Turnover by M. Smart (bad pass; steal by P. Millsap),37,25
156,2,5:07.0,D. Carroll makes 2-pt jump shot from 7 ft,,39,25
157,2,4:44.0,,J. Sullinger misses 2-pt layup at rim,39,25
158,2,4:43.0,,Offensive rebound by J. Sullinger,39,25
159,2,4:43.0,,Shooting foul by P. Millsap (drawn by J. Sullinger),39,25
160,2,4:43.0,,J. Sullinger makes free throw 1 of 2,39,26
161,2,4:43.0,,J. Crowder enters the game for T. Prince,39,26
162,2,4:43.0,,J. Sullinger makes free throw 2 of 2,39,27
163,2,4:22.0,P. Millsap makes 2-pt layup at rim (assist by J. Teague),,41,27
164,2,4:22.0,Shooting foul by J. Crowder (drawn by P. Millsap),,41,27
165,2,4:22.0,P. Millsap misses free throw 1 of 1,,41,27
166,2,4:22.0,,Defensive rebound by J. Sullinger,41,27
167,2,4:10.0,,M. Smart misses 3-pt jump shot from 25 ft,41,27
168,2,4:09.0,,Offensive rebound by J. Sullinger,41,27
169,2,4:04.0,,J. Young misses 3-pt jump shot from 25 ft,41,27
170,2,4:02.0,Defensive rebound by K. Bazemore,,41,27
171,2,3:51.0,K. Bazemore misses 3-pt jump shot from 26 ft,,41,27
172,2,3:50.0,,Defensive rebound by A. Bradley,41,27
173,2,3:41.0,,M. Smart misses 3-pt jump shot from 25 ft,41,27
174,2,3:39.0,Defensive rebound by M. Scott,,41,27
175,2,3:33.0,D. Carroll misses 2-pt jump shot from 4 ft (block by J. Crowder),,41,27
176,2,3:32.0,,Defensive rebound by J. Young,41,27
177,2,3:28.0,Offensive charge foul by M. Smart (drawn by K. Bazemore),,41,27
178,2,3:28.0,,Turnover by M. Smart (offensive foul),41,27
179,2,3:28.0,,E. Turner enters the game for M. Smart,41,27
180,2,3:28.0,K. Korver enters the game for K. Bazemore,,41,27
181,2,3:28.0,,M. Thornton enters the game for J. Young,41,27
182,2,3:28.0,,T. Zeller enters the game for J. Crowder,41,27
183,2,3:28.0,K. Bazemore enters the game for D. Carroll,,41,27
184,2,3:11.0,M. Scott makes 2-pt jump shot from 13 ft (assist by P. Millsap),,43,27
185,2,2:54.0,,J. Sullinger misses 2-pt hook shot from 11 ft,43,27
186,2,2:53.0,Defensive rebound by K. Korver,,43,27
187,2,2:43.0,M. Scott makes 2-pt jump shot from 18 ft,,45,27
188,2,2:43.0,,Boston full timeout,45,27
189,2,2:43.0,D. Carroll enters the game for P. Millsap,,45,27
190,2,2:43.0,A. Horford enters the game for K. Bazemore,,45,27
191,2,2:34.0,,Personal foul by M. Scott (drawn by T. Zeller),45,27
192,2,2:24.0,,Shooting foul by K. Korver (drawn by M. Thornton),45,27
193,2,2:24.0,,M. Thornton makes free throw 1 of 2,45,28
194,2,2:24.0,,M. Thornton makes free throw 2 of 2,45,29
195,2,2:10.0,Personal block foul by E. Turner (drawn by K. Korver),,45,29
196,2,2:10.0,P. Millsap enters the game for M. Scott,,45,29
197,2,2:04.0,J. Teague makes 2-pt jump shot from 17 ft,,47,29
198,2,1:42.0,,Turnover by J. Sullinger (bad pass; steal by D. Carroll),47,29
199,2,1:34.0,P. Millsap misses 3-pt jump shot from 25 ft,,47,29
200,2,1:33.0,,Defensive rebound by J. Sullinger,47,29
201,2,1:22.0,,A. Bradley makes 2-pt layup at rim (assist by E. Turner),47,31
202,2,1:08.0,Personal foul by A. Bradley (drawn by J. Teague),,47,31
203,2,1:08.0,J. Teague makes free throw 1 of 2,,48,31
204,2,1:08.0,J. Teague makes free throw 2 of 2,,49,31
205,2,0:56.0,,M. Thornton makes 3-pt jump shot from 25 ft,49,34
206,2,0:44.0,D. Carroll misses 3-pt jump shot from 24 ft,,49,34
207,2,0:44.0,,Defensive rebound by E. Turner,49,34
208,2,0:34.0,,M. Thornton misses 2-pt jump shot from 8 ft,49,34
209,2,0:32.0,Defensive rebound by D. Carroll,,49,34
210,2,0:10.0,D. Carroll misses 2-pt layup at rim (block by T. Zeller),,49,34
211,2,0:09.0,,Defensive rebound by J. Sullinger,49,34
212,2,0:05.0,,A. Bradley misses 2-pt layup from 1 ft,49,34
213,2,0:04.0,Defensive rebound by K. Korver,,49,34
214,2,0:01.0,J. Teague misses 3-pt jump shot from 38 ft,,49,34
215,2,0:00.0,Offensive rebound by Team,,49,34
216,3,11:41.0,J. Teague misses 3-pt jump shot from 23 ft,,49,34
217,3,11:40.0,,Defensive rebound by M. Thornton,49,34
218,3,11:21.0,,Shooting foul by K. Korver (drawn by A. Bradley),49,34
219,3,11:21.0,,A. Bradley makes free throw 1 of 2,49,35
220,3,11:21.0,,A. Bradley makes free throw 2 of 2,49,36
221,3,10:59.0,P. Millsap makes 2-pt jump shot from 9 ft,,51,36
222,3,10:44.0,,B. Bass misses 2-pt jump shot from 17 ft,51,36
223,3,10:43.0,,Offensive rebound by E. Turner,51,36
224,3,10:39.0,,M. Thornton makes 3-pt jump shot from 25 ft (assist by B. Bass),51,39
225,3,10:22.0,D. Carroll misses 3-pt jump shot from 25 ft,,51,39
226,3,10:21.0,,Defensive rebound by B. Bass,51,39
227,3,10:12.0,,B. Bass misses 2-pt jump shot from 14 ft,51,39
228,3,10:11.0,,Offensive rebound by J. Sullinger,51,39
229,3,10:11.0,,J. Sullinger misses 2-pt tip-in from 1 ft,51,39
230,3,10:10.0,,Offensive rebound by J. Sullinger,51,39
231,3,10:10.0,,J. Sullinger misses 2-pt tip-in from 1 ft,51,39
232,3,10:07.0,,Offensive rebound by A. Bradley,51,39
233,3,10:02.0,,M. Thornton makes 3-pt jump shot from 23 ft (assist by A. Bradley),51,42
234,3,9:40.0,D. Carroll misses 2-pt layup at rim (block by M. Thornton),,51,42
235,3,9:39.0,,Defensive rebound by J. Sullinger,51,42
236,3,9:33.0,,M. Thornton misses 3-pt jump shot from 24 ft,51,42
237,3,9:33.0,Defensive rebound by Team,,51,42
238,3,9:33.0,,Loose ball foul by J. Sullinger (drawn by K. Korver),51,42
239,3,9:17.0,P. Millsap misses 3-pt jump shot from 25 ft,,51,42
240,3,9:16.0,,Defensive rebound by J. Sullinger,51,42
241,3,9:09.0,,Turnover by E. Turner (bad pass; steal by P. Millsap),51,42
242,3,8:54.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by K. Korver),,54,42
243,3,8:38.0,,J. Sullinger makes 3-pt jump shot from 25 ft (assist by E. Turner),54,45
244,3,8:18.0,J. Teague misses 2-pt layup at rim,,54,45
245,3,8:17.0,,Defensive rebound by B. Bass,54,45
246,3,8:08.0,,J. Sullinger misses 3-pt jump shot from 24 ft,54,45
247,3,8:07.0,Defensive rebound by A. Horford,,54,45
248,3,8:01.0,D. Carroll makes 3-pt jump shot from 23 ft (assist by A. Horford),,57,45
249,3,7:37.0,,J. Sullinger makes 2-pt jump shot from 20 ft (assist by E. Turner),57,47
250,3,7:20.0,J. Teague misses 2-pt jump shot from 6 ft,,57,47
251,3,7:19.0,,Defensive rebound by A. Bradley,57,47
252,3,7:10.0,Offensive charge foul by E. Turner (drawn by J. Teague),,57,47
253,3,7:10.0,,Turnover by E. Turner (offensive foul),57,47
254,3,6:55.0,P. Millsap misses 2-pt layup from 2 ft,,57,47
255,3,6:54.0,Offensive rebound by P. Millsap,,57,47
256,3,6:53.0,P. Millsap misses 2-pt layup from 1 ft (block by J. Sullinger),,57,47
257,3,6:53.0,Offensive rebound by Team,,57,47
258,3,6:53.0,,M. Smart enters the game for E. Turner,57,47
259,3,6:47.0,K. Korver misses 3-pt jump shot from 25 ft,,57,47
260,3,6:46.0,,Defensive rebound by J. Sullinger,57,47
261,3,6:28.0,,J. Sullinger makes 2-pt layup from 2 ft,57,49
262,3,6:23.0,Shooting foul by J. Sullinger (drawn by D. Carroll),,57,49
263,3,6:23.0,D. Carroll makes free throw 1 of 2,,58,49
264,3,6:23.0,D. Carroll makes free throw 2 of 2,,59,49
265,3,6:02.0,,J. Sullinger misses 2-pt layup at rim,59,49
266,3,6:01.0,Defensive rebound by A. Horford,,59,49
267,3,5:55.0,J. Teague makes 2-pt dunk at rim (assist by A. Horford),,61,49
268,3,5:39.0,,J. Sullinger makes 2-pt layup at rim,61,51
269,3,5:31.0,,Boston full timeout,61,51
270,3,5:31.0,,E. Turner enters the game for M. Smart,61,51
271,3,5:30.0,Turnover by J. Teague (lost ball; steal by J. Sullinger),,61,51
272,3,5:12.0,,A. Bradley misses 3-pt jump shot from 23 ft,61,51
273,3,5:11.0,Defensive rebound by A. Horford,,61,51
274,3,5:02.0,A. Horford makes 2-pt hook shot from 7 ft,,63,51
275,3,4:49.0,,M. Thornton misses 2-pt jump shot from 20 ft,63,51
276,3,4:48.0,Defensive rebound by A. Horford,,63,51
277,3,4:42.0,A. Horford makes 2-pt layup at rim (assist by J. Teague),,65,51
278,3,4:29.0,,Personal foul by A. Horford (drawn by J. Sullinger),65,51
279,3,4:29.0,,J. Crowder enters the game for B. Bass,65,51
280,3,4:29.0,P. Antić enters the game for A. Horford,,65,51
281,3,4:29.0,K. Bazemore enters the game for K. Korver,,65,51
282,3,4:24.0,,Personal foul by K. Bazemore (drawn by M. Thornton),65,51
283,3,4:13.0,,E. Turner misses 2-pt jump shot from 7 ft,65,51
284,3,4:12.0,,Offensive rebound by J. Sullinger,65,51
285,3,4:11.0,,J. Sullinger misses 2-pt tip-in from 1 ft,65,51
286,3,4:10.0,,Offensive rebound by A. Bradley,65,51
287,3,4:02.0,,A. Bradley misses 2-pt jump shot from 21 ft,65,51
288,3,4:01.0,Defensive rebound by P. Millsap,,65,51
289,3,3:46.0,D. Carroll misses 2-pt layup at rim,,65,51
290,3,3:45.0,,Defensive rebound by J. Sullinger,65,51
291,3,3:41.0,,A. Bradley makes 2-pt layup from 1 ft (assist by J. Sullinger),65,53
292,3,3:27.0,P. Antić misses 3-pt jump shot from 25 ft,,65,53
293,3,3:26.0,,Defensive rebound by A. Bradley,65,53
294,3,3:21.0,Personal foul by J. Sullinger (drawn by P. Antić),,65,53
295,3,3:21.0,,Personal foul by P. Antić,65,53
296,3,3:21.0,D. Schröder enters the game for J. Teague,,65,53
297,3,3:13.0,,J. Crowder misses 2-pt layup at rim,65,53
298,3,3:12.0,Defensive rebound by P. Antić,,65,53
299,3,2:53.0,D. Carroll misses 2-pt jump shot from 13 ft,,65,53
300,3,2:53.0,,Defensive rebound by E. Turner,65,53
301,3,2:39.0,,Shooting foul by P. Millsap (drawn by J. Sullinger),65,53
302,3,2:39.0,Atlanta full timeout,,65,53
303,3,2:39.0,,T. Prince enters the game for M. Thornton,65,53
304,3,2:39.0,,J. Sullinger makes free throw 1 of 2,65,54
305,3,2:39.0,,J. Sullinger makes free throw 2 of 2,65,55
306,3,2:21.0,P. Millsap misses 2-pt layup at rim,,65,55
307,3,2:21.0,,Defensive rebound by J. Crowder,65,55
308,3,2:13.0,,E. Turner misses 3-pt jump shot from 24 ft,65,55
309,3,2:11.0,Defensive rebound by Team,,65,55
310,3,1:59.0,Personal foul by E. Turner (drawn by K. Bazemore),,65,55
311,3,1:59.0,,M. Smart enters the game for E. Turner,65,55
312,3,1:59.0,,J. Young enters the game for A. Bradley,65,55
313,3,1:43.0,D. Schröder makes 2-pt jump shot from 14 ft,,67,55
314,3,1:31.0,,J. Crowder misses 2-pt layup at rim,67,55
315,3,1:30.0,,Offensive rebound by J. Crowder,67,55
316,3,1:27.0,,T. Prince makes 3-pt jump shot from 23 ft (assist by J. Crowder),67,58
317,3,1:03.0,P. Millsap misses 2-pt jump shot from 8 ft,,67,58
318,3,1:02.0,Offensive rebound by P. Antić,,67,58
319,3,1:00.0,P. Antić misses 2-pt jump shot from 3 ft,,67,58
320,3,1:00.0,Offensive rebound by P. Antić,,67,58
321,3,0:50.0,Personal foul by J. Crowder (drawn by P. Millsap),,67,58
322,3,0:50.0,P. Millsap makes free throw 1 of 2,,68,58
323,3,0:50.0,,T. Zeller enters the game for J. Sullinger,68,58
324,3,0:50.0,K. Korver enters the game for D. Carroll,,68,58
325,3,0:50.0,P. Millsap makes free throw 2 of 2,,69,58
326,3,0:42.0,,Shooting foul by P. Antić (drawn by M. Smart),69,58
327,3,0:42.0,,M. Smart makes free throw 1 of 2,69,59
328,3,0:42.0,A. Horford enters the game for P. Millsap,,69,59
329,3,0:42.0,,B. Bass enters the game for J. Crowder,69,59
330,3,0:42.0,,M. Smart misses free throw 2 of 2,69,59
331,3,0:42.0,Defensive rebound by K. Bazemore,,69,59
332,3,0:26.0,A. Horford makes 2-pt layup from 1 ft (assist by K. Bazemore),,71,59
333,3,0:07.0,,B. Bass makes 2-pt jump shot from 16 ft,71,61
334,3,0:04.0,Personal foul by M. Smart (drawn by K. Bazemore),,71,61
335,3,0:04.0,K. Bazemore misses free throw 1 of 2,,71,61
336,3,0:04.0,Offensive rebound by Team,,71,61
337,3,0:04.0,K. Bazemore misses free throw 2 of 2,,71,61
338,3,0:04.0,Offensive rebound by Team,,71,61
339,3,0:04.0,,Loose ball foul by T. Zeller (drawn by P. Antić),71,61
340,3,0:04.0,P. Antić misses free throw 1 of 2,,71,61
341,3,0:04.0,Offensive rebound by Team,,71,61
342,3,0:04.0,P. Antić makes free throw 2 of 2,,72,61
343,3,0:01.0,,B. Bass misses 3-pt jump shot from 37 ft,72,61
344,3,0:00.0,,Offensive rebound by Team,72,61
345,4,11:49.0,Violation by A. Horford (kicked ball),,72,61
346,4,11:49.0,,Inbound foul by D. Schröder,72,61
347,4,11:49.0,,M. Smart makes free throw 1 of 2,72,62
348,4,11:49.0,,M. Smart makes free throw 2 of 2,72,63
349,4,11:41.0,Shooting foul by B. Bass (drawn by D. Schröder),,72,63
350,4,11:41.0,D. Schröder makes free throw 1 of 2,,73,63
351,4,11:41.0,D. Schröder makes free throw 2 of 2,,74,63
352,4,11:30.0,,Turnover by B. Bass (lost ball),74,63
353,4,11:11.0,K. Korver misses 3-pt jump shot from 24 ft,,74,63
354,4,11:10.0,,Defensive rebound by T. Prince,74,63
355,4,11:04.0,,T. Prince misses 2-pt jump shot from 15 ft,74,63
356,4,11:03.0,,Offensive rebound by T. Zeller,74,63
357,4,11:03.0,,T. Zeller misses 2-pt tip-in at rim,74,63
358,4,11:00.0,Defensive rebound by D. Schröder,,74,63
359,4,10:49.0,Turnover by D. Schröder (bad pass),,74,63
360,4,10:49.0,M. Scott enters the game for P. Antić,,74,63
361,4,10:36.0,,B. Bass misses 2-pt jump shot from 15 ft,74,63
362,4,10:35.0,Defensive rebound by A. Horford,,74,63
363,4,10:15.0,A. Horford misses 3-pt jump shot from 23 ft,,74,63
364,4,10:14.0,,Defensive rebound by T. Prince,74,63
365,4,10:06.0,,J. Young misses 3-pt jump shot from 24 ft,74,63
366,4,10:05.0,Defensive rebound by A. Horford,,74,63
367,4,9:54.0,M. Scott misses 2-pt jump shot from 7 ft,,74,63
368,4,9:53.0,Offensive rebound by A. Horford,,74,63
369,4,9:39.0,K. Bazemore makes 3-pt jump shot from 26 ft (assist by A. Horford),,77,63
370,4,9:20.0,,Turnover by B. Bass (lost ball),77,63
371,4,9:20.0,,M. Thornton enters the game for B. Bass,77,63
372,4,9:00.0,D. Schröder misses 2-pt layup at rim,,77,63
373,4,8:59.0,,Defensive rebound by T. Zeller,77,63
374,4,8:53.0,,M. Smart misses 3-pt jump shot from 24 ft,77,63
375,4,8:50.0,Defensive rebound by K. Bazemore,,77,63
376,4,8:39.0,Turnover by K. Bazemore (lost ball; steal by T. Prince),,77,63
377,4,8:28.0,Official timeout,,77,63
378,4,8:28.0,J. Teague enters the game for K. Bazemore,,77,63
379,4,8:16.0,,T. Prince makes 2-pt layup at rim,77,65
380,4,7:57.0,Turnover by D. Schröder (bad pass; steal by M. Smart),,77,65
381,4,7:48.0,,M. Smart misses 2-pt layup at rim,77,65
382,4,7:47.0,Defensive rebound by A. Horford,,77,65
383,4,7:43.0,M. Scott makes 2-pt dunk at rim (assist by K. Korver),,79,65
384,4,7:20.0,,J. Young makes 2-pt jump shot from 16 ft (assist by M. Smart),79,67
385,4,7:03.0,Turnover by J. Teague (bad pass),,79,67
386,4,7:03.0,,E. Turner enters the game for M. Smart,79,67
387,4,7:03.0,D. Carroll enters the game for K. Korver,,79,67
388,4,6:53.0,,Shooting foul by J. Teague (drawn by T. Zeller),79,67
389,4,6:53.0,,T. Zeller makes free throw 1 of 2,79,68
390,4,6:53.0,P. Millsap enters the game for A. Horford,,79,68
391,4,6:53.0,,T. Zeller makes free throw 2 of 2,79,69
392,4,6:36.0,D. Schröder misses 2-pt jump shot from 16 ft,,79,69
393,4,6:35.0,,Defensive rebound by T. Zeller,79,69
