,QUARTER,TIME_REMAINING,TORONTO_ACTION,NEW ORLEANS_ACTION,TORONTO_SCORE,NEW ORLEANS_SCORE
377,4,4:39.0,,Ö. Aşık makes free throw 1 of 2,87,84
378,4,4:39.0,,Ö. Aşık misses free throw 2 of 2,87,84
379,4,4:38.0,Defensive rebound by K. Lowry,,87,84
380,4,4:19.0,Personal foul by T. Evans (drawn by D. DeRozan),,87,84
381,4,4:19.0,Toronto full timeout,,87,84
382,4,4:03.0,K. Lowry makes 2-pt jump shot from 21 ft,,89,84
383,4,3:41.0,,N. Cole makes 2-pt jump shot from 18 ft (assist by T. Evans),89,86
384,4,3:28.0,D. DeRozan makes 2-pt jump shot from 13 ft,,91,86
385,4,3:13.0,,N. Cole makes 2-pt jump shot from 18 ft,91,88
386,4,2:53.0,,New Orleans full timeout,91,88
387,4,2:53.0,,A. Ajinça enters the game for Ö. Aşık,91,88
388,4,2:49.0,D. DeRozan makes 2-pt dunk at rim (assist by K. Lowry),,93,88
389,4,2:32.0,,L. Babbitt makes 3-pt jump shot from 23 ft (assist by T. Evans),93,91
390,4,2:13.0,Turnover by J. Johnson (bad pass; steal by L. Babbitt),,93,91
391,4,2:12.0,,Personal foul by J. Johnson (drawn by A. Ajinça),93,91
392,4,1:55.0,,L. Babbitt makes 3-pt jump shot from 25 ft (assist by N. Cole),93,94
393,4,1:44.0,D. DeRozan misses 2-pt jump shot from 17 ft,,93,94
394,4,1:42.0,,Defensive rebound by L. Babbitt,93,94
395,4,1:23.0,,T. Evans makes 2-pt layup from 2 ft,93,96
396,4,1:23.0,Toronto full timeout,,93,96
397,4,1:23.0,,Ö. Aşık enters the game for L. Babbitt,93,96
398,4,1:23.0,,D. Cunningham enters the game for A. Ajinça,93,96
399,4,1:16.0,K. Lowry makes 2-pt jump shot from 10 ft,,95,96
400,4,1:16.0,,New Orleans full timeout,95,96
401,4,1:16.0,,L. Babbitt enters the game for D. Cunningham,95,96
402,4,1:16.0,,A. Ajinça enters the game for Ö. Aşık,95,96
403,4,1:02.0,,L. Babbitt misses 3-pt jump shot from 25 ft,95,96
404,4,1:01.0,Defensive rebound by Team,,95,96
405,4,1:01.0,,Loose ball foul by A. Ajinça (drawn by K. Lowry),95,96
406,4,1:01.0,K. Lowry makes free throw 1 of 2,,96,96
407,4,1:01.0,,Ö. Aşık enters the game for L. Babbitt,96,96
408,4,1:01.0,J. Valančiūnas enters the game for L. Williams,,96,96
409,4,1:01.0,K. Lowry makes free throw 2 of 2,,97,96
410,4,1:01.0,,New Orleans full timeout,97,96
411,4,1:01.0,,L. Babbitt enters the game for Ö. Aşık,97,96
412,4,0:51.0,,A. Ajinça makes 2-pt layup from 2 ft (assist by T. Evans),97,98
413,4,0:40.0,K. Lowry misses 2-pt jump shot from 14 ft,,97,98
414,4,0:39.0,,Defensive rebound by E. Gordon,97,98
415,4,0:17.0,,T. Evans misses 2-pt jump shot from 18 ft,97,98
416,4,0:16.0,Defensive rebound by J. Johnson,,97,98
417,4,0:16.0,Toronto full timeout,,97,98
418,4,0:16.0,G. Vásquez enters the game for J. Johnson,,97,98
419,4,0:16.0,,D. Cunningham enters the game for T. Evans,97,98
420,4,0:16.0,,Ö. Aşık enters the game for A. Ajinça,97,98
421,4,0:16.0,,Q. Pondexter enters the game for L. Babbitt,97,98
422,4,0:16.0,L. Williams enters the game for J. Valančiūnas,,97,98
423,4,0:07.0,K. Lowry misses 2-pt layup from 2 ft (block by Ö. Aşık),,97,98
424,4,0:06.0,,Defensive rebound by Ö. Aşık,97,98
425,4,0:06.0,,Personal take foul by K. Lowry (drawn by Ö. Aşık),97,98
426,4,0:06.0,,L. Babbitt enters the game for D. Cunningham,97,98
427,4,0:06.0,,T. Evans enters the game for Ö. Aşık,97,98
428,4,0:06.0,,J. Fredette enters the game for Q. Pondexter,97,98
429,4,0:06.0,T. Ross enters the game for G. Vásquez,,97,98
430,4,0:06.0,J. Johnson enters the game for L. Williams,,97,98
431,4,0:05.0,,Personal take foul by T. Ross (drawn by J. Fredette),97,98
432,4,0:05.0,,J. Fredette makes free throw 1 of 2,97,99
433,4,0:05.0,L. Williams enters the game for J. Johnson,,97,99
434,4,0:05.0,,J. Fredette makes free throw 2 of 2,97,100
435,4,0:00.0,K. Lowry misses 3-pt jump shot from 26 ft,,97,100
436,4,0:00.0,Offensive rebound by Team,,97,100
