,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MIAMI_ACTION,SAN ANTONIO_SCORE,MIAMI_SCORE
43,1,6:27.0,Personal foul by H. Walker (drawn by T. Splitter),,8,4
44,1,6:27.0,B. Diaw enters the game for T. Splitter,,8,4
45,1,6:24.0,M. Ginóbili makes 2-pt jump shot from 18 ft (assist by K. Leonard),,10,4
46,1,6:08.0,,C. Andersen misses 2-pt layup from 1 ft (block by T. Duncan),10,4
47,1,6:07.0,,Offensive rebound by Team,10,4
48,1,6:04.0,,C. Andersen misses 2-pt dunk at rim (block by T. Duncan),10,4
49,1,6:03.0,,Offensive rebound by C. Andersen,10,4
50,1,5:56.0,,D. Wade misses 3-pt jump shot from 26 ft,10,4
51,1,5:55.0,Defensive rebound by T. Parker,,10,4
52,1,5:47.0,,Miami full timeout,10,4
53,1,5:33.0,T. Parker misses 2-pt jump shot from 19 ft,,10,4
54,1,5:32.0,,Defensive rebound by J. Ennis,10,4
55,1,5:26.0,,D. Wade makes 2-pt jump shot from 15 ft,10,6
56,1,5:06.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,10,6
57,1,5:05.0,,Defensive rebound by J. Ennis,10,6
58,1,4:54.0,P. Mills enters the game for T. Parker,,10,6
59,1,4:44.0,,M. Chalmers makes 2-pt jump shot from 16 ft,10,8
60,1,4:35.0,Turnover by M. Ginóbili (bad pass),,10,8
61,1,4:35.0,A. Baynes enters the game for T. Duncan,,10,8
62,1,4:16.0,,M. Chalmers makes 2-pt layup from 2 ft,10,10
63,1,3:58.0,B. Diaw misses 2-pt hook shot from 8 ft,,10,10
64,1,3:57.0,Offensive rebound by Team,,10,10
65,1,3:57.0,,Loose ball foul by J. Ennis (drawn by A. Baynes),10,10
66,1,3:57.0,,H. Whiteside enters the game for C. Andersen,10,10
67,1,3:57.0,,G. Dragić enters the game for D. Wade,10,10
68,1,3:57.0,C. Joseph enters the game for P. Mills,,10,10
69,1,3:42.0,K. Leonard makes 3-pt jump shot from 23 ft (assist by B. Diaw),,13,10
70,1,3:24.0,Offensive charge foul by G. Dragić (drawn by C. Joseph),,13,10
71,1,3:24.0,,Turnover by G. Dragić (offensive foul),13,10
72,1,3:24.0,M. Belinelli enters the game for K. Leonard,,13,10
73,1,3:10.0,Personal foul by J. Ennis (drawn by M. Ginóbili),,13,10
74,1,3:10.0,,T. Johnson enters the game for J. Ennis,13,10
75,1,3:05.0,Personal foul by H. Walker (drawn by A. Baynes),,13,10
76,1,2:57.0,Turnover by M. Ginóbili (bad pass),,13,10
77,1,2:57.0,San Antonio full timeout,,13,10
78,1,2:57.0,,M. Beasley enters the game for H. Walker,13,10
79,1,2:39.0,,G. Dragić misses 2-pt jump shot from 10 ft,13,10
80,1,2:38.0,Defensive rebound by M. Belinelli,,13,10
81,1,2:33.0,Turnover by M. Ginóbili (bad pass; steal by T. Johnson),,13,10
82,1,2:32.0,,Personal foul by M. Belinelli (drawn by T. Johnson),13,10
83,1,2:13.0,,H. Whiteside makes 2-pt jump shot from 4 ft (assist by M. Chalmers),13,12
84,1,1:56.0,B. Diaw misses 2-pt layup from 1 ft (block by H. Whiteside),,13,12
85,1,1:55.0,Offensive rebound by Team,,13,12
86,1,1:52.0,Turnover by C. Joseph (bad pass; steal by T. Johnson),,13,12
87,1,1:48.0,,G. Dragić makes 2-pt layup from 1 ft,13,14
88,1,1:48.0,San Antonio full timeout,,13,14
89,1,1:36.0,M. Ginóbili misses 2-pt layup from 1 ft (block by H. Whiteside),,13,14
90,1,1:35.0,Offensive rebound by Team,,13,14
91,1,1:32.0,M. Belinelli misses 2-pt jump shot from 15 ft,,13,14
92,1,1:30.0,Offensive rebound by B. Diaw,,13,14
93,1,1:23.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),,16,14
94,1,1:00.0,,M. Beasley makes 2-pt jump shot from 9 ft,16,16
95,1,0:47.0,B. Diaw makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,19,16
96,1,0:32.0,,H. Whiteside makes 2-pt jump shot from 13 ft (assist by G. Dragić),19,18
97,1,0:13.0,Turnover by M. Ginóbili (lost ball; steal by H. Whiteside),,19,18
98,1,0:09.0,,G. Dragić makes 2-pt layup from 2 ft (assist by H. Whiteside),19,20
99,1,0:01.0,B. Diaw misses 3-pt jump shot from 24 ft,,19,20
100,1,0:00.0,Offensive rebound by Team,,19,20
101,2,11:53.0,Turnover by T. Splitter (bad pass),,19,20
102,2,11:39.0,,G. Dragić misses 2-pt jump shot from 8 ft,19,20
103,2,11:38.0,,Offensive rebound by H. Whiteside,19,20
104,2,11:38.0,,Personal foul by K. Leonard (drawn by H. Whiteside),19,20
105,2,11:30.0,,Turnover by M. Chalmers (bad pass),19,20
106,2,11:14.0,T. Splitter makes 2-pt dunk at rim (assist by M. Belinelli),,21,20
107,2,10:55.0,,M. Beasley misses 2-pt jump shot from 16 ft,21,20
108,2,10:54.0,Defensive rebound by M. Bonner,,21,20
109,2,10:42.0,Turnover by T. Parker (bad pass; steal by T. Johnson),,21,20
110,2,10:24.0,,G. Dragić misses 3-pt jump shot from 24 ft,21,20
111,2,10:23.0,Defensive rebound by K. Leonard,,21,20
112,2,10:10.0,T. Parker makes 2-pt layup from 1 ft,,23,20
113,2,9:51.0,,Turnover by M. Beasley (traveling),23,20
114,2,9:51.0,,Violation by Team (delay of game),23,20
115,2,9:40.0,M. Bonner makes 3-pt jump shot from 24 ft (assist by T. Parker),,26,20
116,2,9:40.0,,Miami full timeout,26,20
117,2,9:40.0,D. Green enters the game for K. Leonard,,26,20
118,2,9:19.0,,T. Johnson makes 2-pt jump shot from 12 ft (assist by M. Chalmers),26,22
119,2,8:59.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by T. Parker),,29,22
120,2,8:42.0,,M. Chalmers makes 3-pt jump shot from 24 ft (assist by G. Dragić),29,25
121,2,8:29.0,Shooting foul by M. Beasley (drawn by T. Splitter),,29,25
122,2,8:29.0,T. Splitter misses free throw 1 of 2,,29,25
123,2,8:29.0,Offensive rebound by Team,,29,25
124,2,8:29.0,K. Leonard enters the game for D. Green,,29,25
125,2,8:29.0,,D. Wade enters the game for G. Dragić,29,25
126,2,8:29.0,T. Splitter makes free throw 2 of 2,,30,25
127,2,8:13.0,,T. Johnson misses 3-pt jump shot from 23 ft,30,25
128,2,8:12.0,Defensive rebound by T. Splitter,,30,25
129,2,8:02.0,T. Parker misses 2-pt jump shot from 12 ft,,30,25
130,2,8:00.0,,Defensive rebound by H. Whiteside,30,25
131,2,7:52.0,,D. Wade misses 2-pt hook shot from 9 ft (block by K. Leonard),30,25
132,2,7:51.0,Defensive rebound by M. Belinelli,,30,25
133,2,7:40.0,M. Belinelli misses 2-pt jump shot from 10 ft,,30,25
134,2,7:39.0,,Defensive rebound by H. Whiteside,30,25
135,2,7:33.0,,T. Johnson makes 2-pt layup from 2 ft (assist by M. Chalmers),30,27
136,2,7:24.0,Shooting foul by D. Wade (drawn by K. Leonard),,30,27
137,2,7:24.0,K. Leonard makes free throw 1 of 2,,31,27
138,2,7:24.0,,J. Ennis enters the game for T. Johnson,31,27
139,2,7:24.0,T. Duncan enters the game for T. Splitter,,31,27
140,2,7:24.0,K. Leonard misses free throw 2 of 2,,31,27
141,2,7:23.0,,Defensive rebound by M. Beasley,31,27
142,2,7:06.0,,D. Wade makes 2-pt jump shot from 11 ft,31,29
143,2,6:34.0,K. Leonard makes 2-pt jump shot from 13 ft,,33,29
144,2,6:22.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),33,31
145,2,6:22.0,San Antonio full timeout,,33,31
146,2,6:22.0,,G. Dragić enters the game for M. Chalmers,33,31
147,2,6:04.0,T. Duncan misses 2-pt jump shot from 16 ft,,33,31
148,2,6:03.0,,Defensive rebound by D. Wade,33,31
149,2,5:55.0,,D. Wade makes 2-pt jump shot from 13 ft,33,33
150,2,5:34.0,Personal foul by H. Whiteside (drawn by T. Duncan),,33,33
151,2,5:30.0,T. Parker misses 2-pt jump shot from 11 ft,,33,33
152,2,5:29.0,,Defensive rebound by H. Whiteside,33,33
153,2,5:18.0,,H. Whiteside misses 2-pt hook shot from 6 ft (block by T. Duncan),33,33
154,2,5:17.0,Defensive rebound by K. Leonard,,33,33
155,2,5:11.0,K. Leonard makes 2-pt jump shot from 18 ft,,35,33
156,2,4:42.0,,G. Dragić misses 2-pt jump shot from 12 ft,35,33
157,2,4:41.0,,Offensive rebound by G. Dragić,35,33
158,2,4:38.0,,Personal foul by T. Parker (drawn by H. Whiteside),35,33
159,2,4:38.0,,C. Andersen enters the game for H. Whiteside,35,33
160,2,4:38.0,,H. Walker enters the game for M. Beasley,35,33
161,2,4:38.0,C. Joseph enters the game for T. Parker,,35,33
162,2,4:38.0,B. Diaw enters the game for M. Bonner,,35,33
163,2,4:32.0,,D. Wade makes 2-pt jump shot from 16 ft,35,35
164,2,4:17.0,T. Duncan makes 2-pt layup from 1 ft (assist by C. Joseph),,37,35
165,2,3:55.0,,J. Ennis misses 2-pt jump shot from 20 ft,37,35
166,2,3:54.0,Defensive rebound by T. Duncan,,37,35
167,2,3:35.0,K. Leonard makes 2-pt jump shot from 11 ft,,39,35
168,2,3:16.0,,H. Walker makes 2-pt jump shot from 12 ft,39,37
169,2,2:52.0,C. Joseph misses 2-pt layup from 1 ft (block by C. Andersen),,39,37
170,2,2:51.0,,Defensive rebound by D. Wade,39,37
171,2,2:51.0,Official timeout,,39,37
172,2,2:35.0,,Turnover by C. Andersen (3 sec),39,37
173,2,2:14.0,T. Duncan misses 2-pt jump shot from 8 ft,,39,37
174,2,2:13.0,,Defensive rebound by D. Wade,39,37
175,2,2:05.0,,D. Wade misses 2-pt jump shot from 12 ft,39,37
176,2,2:04.0,,Offensive rebound by D. Wade,39,37
177,2,1:56.0,,Turnover by J. Ennis (bad pass; steal by C. Joseph),39,37
178,2,1:52.0,C. Joseph makes 2-pt layup from 2 ft,,41,37
179,2,1:36.0,,D. Wade misses 2-pt jump shot from 19 ft,41,37
180,2,1:35.0,Defensive rebound by T. Duncan,,41,37
181,2,1:30.0,B. Diaw makes 2-pt layup at rim (assist by K. Leonard),,43,37
182,2,1:28.0,,Miami full timeout,43,37
183,2,1:28.0,,M. Chalmers enters the game for J. Ennis,43,37
184,2,1:03.0,,C. Andersen misses 2-pt jump shot from 14 ft,43,37
185,2,1:02.0,Defensive rebound by T. Duncan,,43,37
186,2,0:49.0,B. Diaw makes 2-pt hook shot from 8 ft,,45,37
187,2,0:33.0,,D. Wade makes 2-pt layup from 2 ft,45,39
188,2,0:08.0,M. Belinelli misses 3-pt jump shot from 24 ft,,45,39
189,2,0:07.0,Offensive rebound by K. Leonard,,45,39
190,2,0:03.0,T. Duncan makes 2-pt layup from 1 ft (assist by C. Joseph),,47,39
191,2,0:00.0,,M. Chalmers makes 3-pt jump shot from 53 ft,47,42
192,3,11:43.0,Turnover by T. Splitter (bad pass; steal by C. Andersen),,47,42
193,3,11:29.0,,Offensive foul by C. Andersen (drawn by K. Leonard),47,42
194,3,11:29.0,,Turnover by C. Andersen (offensive foul),47,42
195,3,11:17.0,Turnover by K. Leonard (bad pass; steal by C. Andersen),,47,42
196,3,11:12.0,,C. Andersen misses 2-pt dunk at rim,47,42
197,3,11:11.0,Defensive rebound by T. Duncan,,47,42
198,3,10:55.0,T. Parker makes 2-pt layup at rim,,49,42
199,3,10:37.0,,G. Dragić makes 3-pt jump shot from 23 ft (assist by C. Andersen),49,45
200,3,10:19.0,T. Splitter misses 2-pt hook shot from 5 ft,,49,45
201,3,10:18.0,Offensive rebound by T. Duncan,,49,45
202,3,10:17.0,T. Duncan makes 2-pt tip-in at rim,,51,45
203,3,9:56.0,,J. Ennis makes 3-pt jump shot from 24 ft (assist by G. Dragić),51,48
204,3,9:50.0,San Antonio full timeout,,51,48
205,3,9:50.0,B. Diaw enters the game for T. Splitter,,51,48
206,3,9:36.0,Turnover by B. Diaw (3 sec),,51,48
207,3,9:15.0,,J. Ennis misses 3-pt jump shot from 25 ft,51,48
208,3,9:14.0,,Offensive rebound by C. Andersen,51,48
209,3,9:13.0,,C. Andersen misses 2-pt tip-in from 1 ft,51,48
210,3,9:12.0,,Offensive rebound by J. Ennis,51,48
211,3,9:11.0,,Shooting foul by T. Duncan (drawn by J. Ennis),51,48
212,3,9:11.0,,J. Ennis makes free throw 1 of 2,51,49
213,3,9:11.0,M. Bonner enters the game for B. Diaw,,51,49
214,3,9:11.0,,J. Ennis makes free throw 2 of 2,51,50
215,3,8:50.0,M. Bonner makes 3-pt jump shot from 24 ft (assist by T. Parker),,54,50
216,3,8:35.0,,Turnover by D. Wade (bad pass; steal by T. Duncan),54,50
217,3,8:18.0,Turnover by T. Parker (offensive foul),,54,50
218,3,8:18.0,,Offensive charge foul by T. Parker (drawn by C. Andersen),54,50
219,3,7:59.0,,D. Wade misses 2-pt jump shot from 14 ft,54,50
220,3,7:58.0,Defensive rebound by K. Leonard,,54,50
221,3,7:57.0,Personal foul by J. Ennis (drawn by K. Leonard),,54,50
222,3,7:46.0,T. Parker makes 2-pt jump shot from 18 ft,,56,50
223,3,7:35.0,,G. Dragić makes 2-pt layup at rim,56,52
224,3,7:22.0,T. Duncan misses 2-pt hook shot from 4 ft (block by C. Andersen),,56,52
225,3,7:21.0,,Defensive rebound by C. Andersen,56,52
226,3,7:14.0,,Turnover by C. Andersen (lost ball; steal by T. Parker),56,52
227,3,7:11.0,Shooting block foul by G. Dragić (drawn by T. Parker),,56,52
228,3,7:11.0,T. Parker makes free throw 1 of 2,,57,52
229,3,7:11.0,,H. Whiteside enters the game for C. Andersen,57,52
230,3,7:11.0,,M. Chalmers enters the game for G. Dragić,57,52
231,3,7:11.0,T. Parker makes free throw 2 of 2,,58,52
232,3,6:53.0,,D. Wade misses 2-pt jump shot from 6 ft (block by K. Leonard),58,52
233,3,6:52.0,Defensive rebound by K. Leonard,,58,52
234,3,6:44.0,D. Green makes 3-pt jump shot from 24 ft (assist by M. Bonner),,61,52
235,3,6:43.0,,Miami full timeout,61,52
236,3,6:28.0,Offensive charge foul by M. Chalmers (drawn by T. Parker),,61,52
237,3,6:28.0,,Turnover by M. Chalmers (offensive foul),61,52
238,3,6:14.0,T. Duncan makes 2-pt jump shot from 11 ft (assist by T. Parker),,63,52
239,3,5:52.0,,D. Wade misses 2-pt jump shot from 13 ft,63,52
240,3,5:51.0,Defensive rebound by K. Leonard,,63,52
241,3,5:43.0,T. Parker misses 2-pt jump shot from 15 ft,,63,52
242,3,5:42.0,,Defensive rebound by H. Whiteside,63,52
243,3,5:33.0,,M. Chalmers misses 2-pt jump shot from 16 ft,63,52
244,3,5:32.0,Defensive rebound by K. Leonard,,63,52
245,3,5:19.0,K. Leonard misses 3-pt jump shot from 23 ft,,63,52
246,3,5:18.0,Offensive rebound by Team,,63,52
247,3,5:18.0,,Loose ball foul by H. Whiteside (drawn by T. Duncan),63,52
248,3,5:18.0,,M. Beasley enters the game for J. Ennis,63,52
249,3,5:18.0,,T. Johnson enters the game for H. Walker,63,52
250,3,5:18.0,C. Joseph enters the game for T. Parker,,63,52
251,3,5:07.0,T. Duncan misses 2-pt jump shot from 16 ft,,63,52
252,3,5:06.0,,Defensive rebound by H. Whiteside,63,52
253,3,4:54.0,,D. Wade misses 2-pt jump shot from 14 ft,63,52
254,3,4:53.0,,Offensive rebound by T. Johnson,63,52
255,3,4:42.0,,M. Beasley makes 2-pt jump shot from 11 ft,63,54
256,3,4:29.0,Shooting foul by M. Chalmers (drawn by K. Leonard),,63,54
257,3,4:29.0,K. Leonard makes free throw 1 of 2,,64,54
258,3,4:29.0,M. Ginóbili enters the game for T. Duncan,,64,54
259,3,4:29.0,B. Diaw enters the game for D. Green,,64,54
260,3,4:29.0,T. Splitter enters the game for M. Bonner,,64,54
261,3,4:29.0,,G. Dragić enters the game for D. Wade,64,54
262,3,4:29.0,K. Leonard makes free throw 2 of 2,,65,54
263,3,4:11.0,,M. Chalmers misses 2-pt jump shot from 8 ft,65,54
264,3,4:10.0,Defensive rebound by K. Leonard,,65,54
265,3,3:58.0,Personal foul by M. Chalmers (drawn by K. Leonard),,65,54
266,3,3:58.0,K. Leonard makes free throw 1 of 2,,66,54
267,3,3:58.0,T. Parker enters the game for C. Joseph,,66,54
268,3,3:58.0,K. Leonard makes free throw 2 of 2,,67,54
269,3,3:44.0,,M. Beasley misses 2-pt jump shot from 9 ft,67,54
270,3,3:43.0,Defensive rebound by T. Splitter,,67,54
271,3,3:29.0,Turnover by B. Diaw (lost ball; steal by H. Whiteside),,67,54
272,3,3:23.0,,H. Whiteside misses 2-pt layup at rim,67,54
273,3,3:22.0,Defensive rebound by K. Leonard,,67,54
274,3,3:17.0,T. Parker makes 2-pt layup at rim,,69,54
275,3,3:01.0,,Personal foul by M. Ginóbili (drawn by H. Whiteside),69,54
276,3,3:01.0,M. Belinelli enters the game for K. Leonard,,69,54
277,3,2:54.0,,G. Dragić misses 3-pt jump shot from 24 ft,69,54
278,3,2:53.0,,Offensive rebound by Team,69,54
279,3,2:53.0,Loose ball foul by B. Diaw (drawn by H. Whiteside),,69,54
280,3,2:42.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by T. Johnson),69,56
281,3,2:15.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,69,56
282,3,2:14.0,,Defensive rebound by T. Johnson,69,56
283,3,2:03.0,,M. Beasley misses 2-pt jump shot from 10 ft,69,56
284,3,2:02.0,Defensive rebound by T. Parker,,69,56
285,3,1:52.0,T. Parker makes 2-pt jump shot from 16 ft,,71,56
286,3,1:33.0,,G. Dragić makes 2-pt layup from 4 ft,71,58
287,3,1:13.0,B. Diaw misses 3-pt jump shot from 23 ft,,71,58
288,3,1:12.0,,Defensive rebound by T. Johnson,71,58
289,3,1:07.0,,T. Johnson misses 2-pt layup from 2 ft,71,58
290,3,1:06.0,,Offensive rebound by Team,71,58
291,3,0:53.0,,H. Whiteside makes 2-pt dunk at rim (assist by T. Johnson),71,60
292,3,0:36.0,Turnover by T. Parker (step out of bounds),,71,60
293,3,0:36.0,C. Joseph enters the game for T. Parker,,71,60
294,3,0:16.0,,M. Chalmers misses 2-pt jump shot from 10 ft,71,60
295,3,0:15.0,Defensive rebound by T. Splitter,,71,60
296,3,0:06.0,Offensive foul by T. Splitter (drawn by M. Chalmers),,71,60
297,3,0:06.0,Turnover by T. Splitter (offensive foul),,71,60
298,3,0:03.0,,Personal foul by M. Ginóbili (drawn by M. Chalmers),71,60
299,3,0:00.0,,G. Dragić misses 2-pt layup from 3 ft,71,60
300,3,0:00.0,,Offensive rebound by Team,71,60
301,4,11:44.0,,Turnover by G. Dragić (bad pass; steal by C. Joseph),71,60
302,4,11:23.0,M. Belinelli misses 3-pt jump shot from 23 ft,,71,60
303,4,11:22.0,Offensive rebound by M. Ginóbili,,71,60
304,4,10:56.0,B. Diaw misses 2-pt jump shot from 8 ft,,71,60
305,4,10:55.0,,Defensive rebound by M. Beasley,71,60
306,4,10:43.0,,Offensive foul by M. Beasley (drawn by M. Ginóbili),71,60
307,4,10:43.0,,Turnover by M. Beasley (offensive foul),71,60
308,4,10:43.0,D. Green enters the game for M. Belinelli,,71,60
309,4,10:43.0,,Technical foul by M. Beasley,71,60
310,4,10:43.0,D. Green misses technical free throw,,71,60
311,4,10:43.0,Offensive rebound by Team,,71,60
312,4,10:43.0,,H. Walker enters the game for M. Beasley,71,60
313,4,10:43.0,,D. Wade enters the game for M. Chalmers,71,60
314,4,10:43.0,K. Leonard enters the game for M. Ginóbili,,71,60
315,4,10:30.0,B. Diaw makes 2-pt hook shot from 8 ft,,73,60
316,4,10:17.0,,D. Wade misses 2-pt jump shot from 16 ft,73,60
317,4,10:16.0,Defensive rebound by T. Splitter,,73,60
318,4,10:01.0,B. Diaw makes 2-pt hook shot from 3 ft,,75,60
319,4,9:57.0,,Miami full timeout,75,60
320,4,9:39.0,,D. Wade misses 2-pt jump shot from 7 ft,75,60
321,4,9:38.0,Defensive rebound by C. Joseph,,75,60
322,4,9:27.0,K. Leonard makes 2-pt jump shot from 17 ft (assist by B. Diaw),,77,60
323,4,9:03.0,,T. Johnson makes 2-pt layup from 1 ft,77,62
324,4,8:47.0,Turnover by B. Diaw (lost ball),,77,62
325,4,8:47.0,M. Ginóbili enters the game for D. Green,,77,62
326,4,8:30.0,,Turnover by H. Walker (bad pass; steal by C. Joseph),77,62
327,4,8:26.0,K. Leonard makes 2-pt dunk at rim (assist by C. Joseph),,79,62
328,4,8:14.0,,G. Dragić misses 2-pt jump shot from 12 ft,79,62
329,4,8:13.0,Defensive rebound by Team,,79,62
330,4,8:13.0,,Loose ball foul by H. Whiteside (drawn by B. Diaw),79,62
331,4,7:53.0,T. Splitter misses 2-pt hook shot from 5 ft,,79,62
332,4,7:52.0,,Defensive rebound by H. Walker,79,62
333,4,7:44.0,,H. Walker misses 3-pt jump shot from 24 ft,79,62
334,4,7:43.0,,Offensive rebound by Team,79,62
335,4,7:43.0,Loose ball foul by T. Splitter (drawn by H. Whiteside),,79,62
336,4,7:43.0,T. Duncan enters the game for T. Splitter,,79,62
337,4,7:35.0,,Turnover by G. Dragić (bad pass; steal by K. Leonard),79,62
338,4,7:32.0,C. Joseph makes 2-pt layup from 2 ft (assist by K. Leonard),,81,62
339,4,7:12.0,,C. Andersen enters the game for H. Whiteside,81,62
340,4,7:10.0,,Personal foul by B. Diaw (drawn by T. Johnson),81,62
341,4,7:07.0,,Personal foul by C. Joseph (drawn by H. Walker),81,62
342,4,7:03.0,,Turnover by D. Wade (bad pass; steal by C. Joseph),81,62
343,4,6:58.0,Shooting foul by H. Walker (drawn by T. Duncan),,81,62
344,4,6:58.0,T. Duncan makes free throw 1 of 2,,82,62
345,4,6:58.0,M. Belinelli enters the game for M. Ginóbili,,82,62
346,4,6:58.0,T. Duncan makes free throw 2 of 2,,83,62
347,4,6:44.0,,H. Walker misses 3-pt jump shot from 24 ft,83,62
348,4,6:43.0,Defensive rebound by T. Duncan,,83,62
349,4,6:32.0,B. Diaw misses 2-pt hook shot from 8 ft,,83,62
350,4,6:31.0,,Defensive rebound by Team,83,62
351,4,6:31.0,Loose ball foul by T. Duncan (drawn by C. Andersen),,83,62
352,4,6:25.0,,Personal foul by C. Joseph (drawn by G. Dragić),83,62
353,4,6:25.0,,G. Dragić makes free throw 1 of 2,83,63
354,4,6:25.0,A. Baynes enters the game for T. Duncan,,83,63
355,4,6:25.0,,G. Dragić makes free throw 2 of 2,83,64
356,4,5:56.0,C. Joseph misses 2-pt jump shot from 20 ft,,83,64
357,4,5:55.0,Offensive rebound by A. Baynes,,83,64
358,4,5:48.0,K. Leonard misses 3-pt jump shot from 24 ft,,83,64
359,4,5:47.0,,Defensive rebound by H. Walker,83,64
360,4,5:41.0,,D. Wade makes 3-pt jump shot from 24 ft,83,67
361,4,5:13.0,Personal foul by H. Walker (drawn by K. Leonard),,83,67
362,4,5:13.0,Official timeout,,83,67
363,4,5:13.0,M. Ginóbili enters the game for B. Diaw,,83,67
364,4,5:13.0,C. Joseph makes free throw 1 of 2,,84,67
365,4,5:13.0,,J. Ennis enters the game for H. Walker,84,67
366,4,5:13.0,C. Joseph makes free throw 2 of 2,,85,67
367,4,5:04.0,,T. Johnson misses 2-pt jump shot from 6 ft,85,67
368,4,5:03.0,,Offensive rebound by C. Andersen,85,67
369,4,5:01.0,,C. Andersen makes 2-pt dunk at rim,85,69
370,4,4:49.0,Turnover by M. Ginóbili (traveling),,85,69
371,4,4:39.0,,Personal foul by K. Leonard (drawn by T. Johnson),85,69
372,4,4:39.0,,T. Johnson makes free throw 1 of 2,85,70
373,4,4:39.0,,T. Johnson makes free throw 2 of 2,85,71
374,4,4:31.0,Personal foul by D. Wade (drawn by M. Belinelli),,85,71
375,4,4:27.0,Offensive foul by A. Baynes (drawn by T. Johnson),,85,71
376,4,4:27.0,Turnover by A. Baynes (offensive foul),,85,71
377,4,4:06.0,,Personal foul by C. Joseph (drawn by D. Wade),85,71
378,4,4:06.0,,D. Wade makes free throw 1 of 2,85,72
379,4,4:06.0,,D. Wade makes free throw 2 of 2,85,73
380,4,3:42.0,K. Leonard misses 2-pt jump shot from 16 ft,,85,73
381,4,3:41.0,,Defensive rebound by C. Andersen,85,73
382,4,3:34.0,,D. Wade misses 2-pt jump shot from 7 ft,85,73
383,4,3:33.0,,Offensive rebound by C. Andersen,85,73
384,4,3:32.0,,C. Andersen makes 2-pt jump shot from 1 ft,85,75
385,4,3:32.0,San Antonio full timeout,,85,75
