,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MINNESOTA_ACTION,ATLANTA_SCORE,MINNESOTA_SCORE
387,4,7:21.0,A. Horford makes free throw 2 of 2,,98,81
388,4,7:12.0,,Turnover by T. Young (lost ball; steal by J. Teague),98,81
389,4,7:10.0,Turnover by J. Teague (bad pass; steal by T. Young),,98,81
390,4,7:02.0,,R. Rubio makes 2-pt jump shot from 17 ft (assist by G. Dieng),98,83
391,4,6:43.0,D. Carroll misses 2-pt layup at rim,,98,83
392,4,6:41.0,Offensive rebound by A. Horford,,98,83
393,4,6:38.0,A. Horford misses 2-pt layup at rim (block by G. Dieng),,98,83
394,4,6:37.0,Offensive rebound by A. Horford,,98,83
395,4,6:36.0,A. Horford makes 2-pt layup from 1 ft,,100,83
396,4,6:34.0,,Minnesota full timeout,100,83
397,4,6:34.0,,A. Wiggins enters the game for S. Muhammad,100,83
398,4,6:34.0,,N. Peković enters the game for G. Dieng,100,83
399,4,6:34.0,E. Brand enters the game for A. Horford,,100,83
400,4,6:25.0,,Turnover by R. Rubio (bad pass; steal by D. Carroll),100,83
401,4,6:00.0,Turnover by Team (shot clock),,100,83
402,4,5:50.0,,R. Rubio makes 2-pt jump shot from 21 ft (assist by A. Wiggins),100,85
403,4,5:50.0,,Shooting foul by J. Teague (drawn by R. Rubio),100,85
404,4,5:50.0,,R. Rubio makes free throw 1 of 1,100,86
405,4,5:30.0,P. Millsap misses 2-pt layup from 2 ft,,100,86
406,4,5:28.0,Offensive rebound by P. Millsap,,100,86
407,4,5:28.0,P. Millsap makes 2-pt tip-in from 1 ft,,102,86
408,4,5:13.0,,T. Young makes 2-pt layup from 2 ft,102,88
409,4,4:53.0,D. Carroll makes 2-pt jump shot from 6 ft,,104,88
410,4,4:38.0,K. Korver enters the game for D. Schröder,,104,88
411,4,4:38.0,A. Horford enters the game for E. Brand,,104,88
412,4,4:33.0,,R. Rubio misses 2-pt layup at rim,104,88
413,4,4:32.0,,Offensive rebound by N. Peković,104,88
414,4,4:31.0,,N. Peković makes 2-pt layup from 1 ft,104,90
415,4,4:17.0,J. Teague makes 2-pt layup at rim,,106,90
416,4,4:17.0,Shooting foul by R. Rubio (drawn by J. Teague),,106,90
417,4,4:17.0,J. Teague makes free throw 1 of 1,,107,90
418,4,4:10.0,,T. Young misses 2-pt jump shot from 16 ft,107,90
419,4,4:09.0,,Offensive rebound by N. Peković,107,90
420,4,4:05.0,,N. Peković makes 2-pt hook shot from 3 ft,107,92
421,4,3:52.0,Shooting foul by N. Peković (drawn by A. Horford),,107,92
422,4,3:52.0,A. Horford makes free throw 1 of 2,,108,92
423,4,3:52.0,,Z. LaVine enters the game for R. Rubio,108,92
424,4,3:52.0,A. Horford makes free throw 2 of 2,,109,92
425,4,3:45.0,,K. Martin makes 3-pt jump shot from 24 ft (assist by Z. LaVine),109,95
426,4,3:25.0,D. Carroll makes 2-pt jump shot from 3 ft,,111,95
427,4,3:13.0,,Z. LaVine makes 2-pt dunk at rim,111,97
428,4,3:01.0,Shooting foul by N. Peković (drawn by D. Carroll),,111,97
429,4,3:01.0,D. Carroll makes free throw 1 of 2,,112,97
430,4,3:01.0,K. Bazemore enters the game for K. Korver,,112,97
431,4,3:01.0,D. Carroll makes free throw 2 of 2,,113,97
432,4,2:50.0,,K. Martin makes 2-pt jump shot from 16 ft,113,99
433,4,2:23.0,A. Horford makes 2-pt jump shot from 17 ft (assist by P. Millsap),,115,99
434,4,2:09.0,,N. Peković misses 2-pt layup at rim (block by A. Horford),115,99
435,4,2:08.0,Defensive rebound by P. Millsap,,115,99
436,4,2:03.0,A. Horford makes 2-pt dunk at rim (assist by J. Teague),,117,99
437,4,2:02.0,,Minnesota full timeout,117,99
438,4,2:02.0,,S. Muhammad enters the game for A. Wiggins,117,99
439,4,2:02.0,,T. Daniels enters the game for T. Young,117,99
440,4,2:02.0,,G. Dieng enters the game for N. Peković,117,99
441,4,2:02.0,,A. Bennett enters the game for K. Martin,117,99
442,4,2:02.0,E. Brand enters the game for D. Carroll,,117,99
443,4,2:02.0,J. Jenkins enters the game for P. Millsap,,117,99
444,4,2:02.0,M. Scott enters the game for A. Horford,,117,99
445,4,2:02.0,D. Schröder enters the game for J. Teague,,117,99
446,4,1:49.0,,Personal foul by K. Bazemore (drawn by S. Muhammad),117,99
447,4,1:42.0,,S. Muhammad makes 2-pt layup at rim (assist by G. Dieng),117,101
448,4,1:18.0,Turnover by Team (shot clock),,117,101
449,4,0:56.0,,Turnover by Z. LaVine (bad pass; steal by E. Brand),117,101
450,4,0:52.0,Turnover by D. Schröder (bad pass),,117,101
451,4,0:36.0,,Z. LaVine makes 2-pt jump shot from 21 ft (assist by A. Bennett),117,103
452,4,0:16.0,M. Scott misses 2-pt jump shot from 10 ft,,117,103
453,4,0:14.0,,Defensive rebound by S. Muhammad,117,103
454,4,0:06.0,,A. Bennett misses 2-pt layup from 1 ft (block by E. Brand),117,103
455,4,0:03.0,Defensive rebound by K. Bazemore,,117,103
456,4,0:02.0,Turnover by K. Bazemore (lost ball; steal by G. Dieng),,117,103
457,4,0:00.0,,G. Dieng makes 2-pt jump shot from 18 ft,117,105
