,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PHOENIX_ACTION,ORLANDO_SCORE,PHOENIX_SCORE
340,4,9:00.0,B. Gordon misses 3-pt jump shot from 24 ft,,74,60
341,4,8:58.0,,Defensive rebound by G. Dragić,74,60
342,4,8:46.0,,M. Morris misses 3-pt jump shot from 23 ft,74,60
343,4,8:45.0,Defensive rebound by K. O'Quinn,,74,60
344,4,8:45.0,Personal foul by G. Dragić (drawn by K. O'Quinn),,74,60
345,4,8:45.0,Official timeout,,74,60
346,4,8:34.0,Turnover by E. Payton (step out of bounds),,74,60
347,4,8:17.0,,Shooting foul by E. Payton (drawn by P. Tucker),74,60
348,4,8:17.0,,P. Tucker makes free throw 1 of 2,74,61
349,4,8:17.0,V. Oladipo enters the game for E. Payton,,74,61
350,4,8:17.0,,P. Tucker makes free throw 2 of 2,74,62
351,4,8:08.0,Personal foul by M. Morris (drawn by B. Gordon),,74,62
352,4,7:56.0,W. Green misses 2-pt jump shot from 22 ft,,74,62
353,4,7:55.0,,Defensive rebound by Team,74,62
354,4,7:45.0,,E. Bledsoe misses 2-pt layup from 2 ft,74,62
355,4,7:42.0,Defensive rebound by V. Oladipo,,74,62
356,4,7:27.0,B. Gordon makes 2-pt layup from 1 ft,,76,62
357,4,7:09.0,,G. Dragić misses 2-pt jump shot from 11 ft,76,62
358,4,7:06.0,Defensive rebound by C. Frye,,76,62
359,4,6:57.0,K. O'Quinn misses 2-pt jump shot from 4 ft,,76,62
360,4,6:55.0,Offensive rebound by K. O'Quinn,,76,62
361,4,6:55.0,Shooting foul by E. Bledsoe (drawn by K. O'Quinn),,76,62
362,4,6:55.0,K. O'Quinn misses free throw 1 of 2,,76,62
363,4,6:55.0,Offensive rebound by Team,,76,62
364,4,6:55.0,N. Vučević enters the game for C. Frye,,76,62
365,4,6:55.0,,G. Green enters the game for M. Plumlee,76,62
366,4,6:55.0,K. O'Quinn makes free throw 2 of 2,,77,62
367,4,6:42.0,,P. Tucker makes 2-pt layup from 1 ft,77,64
368,4,6:36.0,Turnover by W. Green (bad pass),,77,64
369,4,6:36.0,T. Harris enters the game for K. O'Quinn,,77,64
370,4,6:25.0,,M. Morris makes 2-pt layup from 1 ft (assist by G. Dragić),77,66
371,4,6:19.0,Orlando full timeout,,77,66
372,4,6:19.0,E. Fournier enters the game for B. Gordon,,77,66
373,4,6:19.0,E. Payton enters the game for W. Green,,77,66
374,4,6:02.0,N. Vučević misses 2-pt jump shot from 21 ft,,77,66
375,4,6:00.0,Offensive rebound by E. Payton,,77,66
376,4,5:47.0,Shooting foul by M. Morris (drawn by E. Payton),,77,66
377,4,5:47.0,E. Payton misses free throw 1 of 2,,77,66
378,4,5:47.0,Offensive rebound by Team,,77,66
379,4,5:47.0,E. Payton misses free throw 2 of 2,,77,66
380,4,5:47.0,,Defensive rebound by G. Green,77,66
381,4,5:33.0,,M. Morris makes 2-pt dunk at rim (assist by G. Dragić),77,68
382,4,5:10.0,V. Oladipo makes 2-pt layup from 1 ft,,79,68
383,4,4:56.0,,P. Tucker misses 3-pt jump shot from 23 ft,79,68
384,4,4:54.0,Defensive rebound by E. Fournier,,79,68
385,4,4:36.0,Turnover by N. Vučević (bad pass; steal by P. Tucker),,79,68
386,4,4:31.0,,G. Dragić makes 2-pt layup from 1 ft (assist by P. Tucker),79,70
387,4,4:14.0,V. Oladipo misses 2-pt jump shot from 16 ft,,79,70
388,4,4:12.0,,Defensive rebound by G. Green,79,70
389,4,4:07.0,,G. Green misses 3-pt jump shot from 25 ft,79,70
390,4,4:04.0,Defensive rebound by E. Payton,,79,70
