,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PHOENIX_ACTION,ORLANDO_SCORE,PHOENIX_SCORE
0,1,11:43.0,T. Harris misses 2-pt jump shot from 6 ft,,0,0
1,1,11:40.0,,Defensive rebound by M. Morris,0,0
2,1,11:22.0,,M. Plumlee makes 2-pt jump shot from 16 ft (assist by M. Morris),0,2
3,1,11:07.0,N. Vučević misses 2-pt jump shot from 18 ft,,0,2
4,1,11:05.0,Offensive rebound by E. Fournier,,0,2
5,1,11:04.0,E. Fournier makes 2-pt layup from 1 ft,,2,2
6,1,10:51.0,,Turnover by M. Morris (lost ball),2,2
7,1,10:51.0,,Violation by Team (delay of game),2,2
8,1,10:38.0,T. Harris makes 3-pt jump shot from 25 ft (assist by E. Fournier),,5,2
9,1,10:26.0,,M. Plumlee makes 2-pt jump shot from 15 ft (assist by G. Dragić),5,4
10,1,10:09.0,E. Fournier misses 3-pt jump shot from 22 ft,,5,4
11,1,10:06.0,,Defensive rebound by M. Morris,5,4
12,1,10:02.0,,E. Bledsoe makes 2-pt layup at rim,5,6
13,1,9:49.0,V. Oladipo makes 2-pt jump shot from 11 ft,,7,6
14,1,9:34.0,,M. Morris makes 2-pt jump shot from 12 ft,7,8
15,1,9:20.0,V. Oladipo makes 2-pt layup from 1 ft,,9,8
16,1,9:06.0,,E. Bledsoe misses 2-pt jump shot from 9 ft,9,8
17,1,9:05.0,,Offensive rebound by Team,9,8
18,1,9:03.0,,M. Morris makes 2-pt jump shot from 15 ft (assist by M. Morris),9,10
19,1,9:03.0,,Shooting foul by C. Frye (drawn by M. Morris),9,10
20,1,9:03.0,,M. Morris makes free throw 1 of 1,9,11
21,1,8:51.0,T. Harris makes 2-pt jump shot from 14 ft (assist by V. Oladipo),,11,11
22,1,8:36.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by M. Morris),11,13
23,1,8:19.0,N. Vučević makes 2-pt hook shot from 5 ft,,13,13
24,1,8:08.0,,M. Morris misses 2-pt jump shot from 15 ft,13,13
25,1,8:06.0,Defensive rebound by E. Fournier,,13,13
26,1,7:53.0,Personal foul by E. Bledsoe (drawn by V. Oladipo),,13,13
27,1,7:49.0,Turnover by N. Vučević (bad pass),,13,13
28,1,7:36.0,,Turnover by E. Bledsoe (traveling),13,13
29,1,7:15.0,T. Harris misses 2-pt jump shot from 11 ft (block by M. Plumlee),,13,13
30,1,7:13.0,,Defensive rebound by G. Dragić,13,13
31,1,7:10.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by G. Dragić),13,15
32,1,6:57.0,N. Vučević misses 2-pt hook shot from 7 ft,,13,15
33,1,6:54.0,,Defensive rebound by E. Bledsoe,13,15
34,1,6:44.0,,M. Morris misses 2-pt jump shot from 7 ft,13,15
35,1,6:43.0,Defensive rebound by C. Frye,,13,15
36,1,6:27.0,E. Fournier makes 3-pt jump shot from 25 ft,,16,15
37,1,6:20.0,,Turnover by G. Dragić (discontinued dribble),16,15
38,1,6:20.0,E. Payton enters the game for C. Frye,,16,15
39,1,5:57.0,T. Harris misses 2-pt jump shot from 17 ft,,16,15
40,1,5:55.0,,Defensive rebound by G. Dragić,16,15
41,1,5:49.0,,Shooting foul by V. Oladipo (drawn by G. Dragić),16,15
42,1,5:49.0,,Phoenix full timeout,16,15
43,1,5:49.0,,G. Dragić makes free throw 1 of 2,16,16
44,1,5:49.0,,G. Dragić makes free throw 2 of 2,16,17
45,1,5:32.0,N. Vučević misses 2-pt jump shot from 11 ft,,16,17
46,1,5:30.0,,Defensive rebound by M. Morris,16,17
47,1,5:21.0,,G. Dragić makes 3-pt jump shot from 25 ft (assist by M. Morris),16,20
48,1,5:00.0,T. Harris makes 2-pt jump shot from 8 ft,,18,20
49,1,4:52.0,,Turnover by G. Dragić (discontinued dribble),18,20
50,1,4:52.0,,A. Len enters the game for M. Plumlee,18,20
51,1,4:52.0,B. Gordon enters the game for E. Fournier,,18,20
52,1,4:52.0,W. Green enters the game for V. Oladipo,,18,20
53,1,4:34.0,E. Payton misses 2-pt jump shot from 9 ft,,18,20
54,1,4:33.0,Offensive rebound by N. Vučević,,18,20
55,1,4:17.0,Shooting foul by E. Bledsoe (drawn by N. Vučević),,18,20
56,1,4:17.0,,Technical foul by E. Bledsoe,18,20
57,1,4:17.0,B. Gordon makes technical free throw,,19,20
58,1,4:17.0,,G. Green enters the game for E. Bledsoe,19,20
59,1,4:17.0,N. Vučević makes free throw 1 of 2,,20,20
60,1,4:17.0,N. Vučević makes free throw 2 of 2,,21,20
61,1,4:03.0,,Personal foul by B. Gordon (drawn by M. Morris),21,20
62,1,4:03.0,,P. Tucker enters the game for M. Morris,21,20
63,1,3:50.0,,G. Dragić misses 3-pt jump shot from 23 ft,21,20
64,1,3:48.0,Defensive rebound by N. Vučević,,21,20
65,1,3:39.0,Turnover by T. Harris (traveling),,21,20
66,1,3:34.0,,Phoenix full timeout,21,20
67,1,3:26.0,,A. Len misses 2-pt jump shot from 13 ft,21,20
68,1,3:25.0,Defensive rebound by E. Payton,,21,20
69,1,3:02.0,T. Harris misses 2-pt layup from 1 ft,,21,20
70,1,3:00.0,,Defensive rebound by G. Dragić,21,20
71,1,2:51.0,,A. Len misses 2-pt jump shot from 17 ft,21,20
72,1,2:49.0,Defensive rebound by T. Harris,,21,20
73,1,2:33.0,T. Harris makes 2-pt layup from 1 ft,,23,20
74,1,2:23.0,,Turnover by G. Dragić (bad pass),23,20
75,1,2:23.0,K. O'Quinn enters the game for T. Harris,,23,20
76,1,2:23.0,V. Oladipo enters the game for N. Vučević,,23,20
77,1,2:23.0,C. Frye enters the game for E. Payton,,23,20
78,1,2:02.0,V. Oladipo makes 2-pt jump shot from 10 ft (assist by B. Gordon),,25,20
79,1,1:48.0,,G. Green misses 2-pt jump shot from 14 ft,25,20
80,1,1:44.0,,Offensive rebound by A. Len,25,20
81,1,1:44.0,,A. Len misses 2-pt tip-in from 1 ft,25,20
82,1,1:41.0,Defensive rebound by K. O'Quinn,,25,20
83,1,1:38.0,Offensive foul by K. O'Quinn (drawn by P. Tucker),,25,20
84,1,1:38.0,Turnover by K. O'Quinn (offensive foul),,25,20
85,1,1:19.0,,P. Tucker misses 2-pt jump shot from 3 ft (block by K. O'Quinn),25,20
86,1,1:17.0,,Offensive rebound by A. Len,25,20
87,1,1:14.0,,G. Dragić makes 3-pt jump shot from 24 ft (assist by A. Len),25,23
88,1,1:04.0,W. Green misses 2-pt jump shot from 21 ft,,25,23
89,1,1:02.0,,Defensive rebound by M. Morris,25,23
90,1,0:56.0,,Turnover by G. Dragić (bad pass),25,23
91,1,0:41.0,B. Gordon makes 2-pt jump shot from 17 ft,,27,23
92,1,0:29.0,,G. Dragić misses 2-pt layup from 2 ft,27,23
93,1,0:27.0,Defensive rebound by C. Frye,,27,23
94,1,0:06.0,Turnover by V. Oladipo (lost ball),,27,23
95,1,0:01.0,,G. Dragić misses 2-pt jump shot from 17 ft,27,23
96,1,0:00.0,,Offensive rebound by Team,27,23
97,2,11:38.0,,M. Morris misses 2-pt jump shot from 9 ft,27,23
98,2,11:36.0,,Offensive rebound by Team,27,23
99,2,11:28.0,,G. Green makes 2-pt jump shot from 18 ft (assist by M. Morris),27,25
100,2,11:03.0,C. Frye misses 3-pt jump shot from 25 ft,,27,25
101,2,11:01.0,,Defensive rebound by G. Dragić,27,25
102,2,10:57.0,,G. Dragić makes 2-pt layup from 1 ft,27,27
103,2,10:51.0,Offensive foul by K. O'Quinn (drawn by P. Tucker),,27,27
104,2,10:51.0,Turnover by K. O'Quinn (offensive foul),,27,27
105,2,10:51.0,,A. Tolliver enters the game for M. Morris,27,27
106,2,10:32.0,,A. Tolliver misses 3-pt jump shot from 23 ft,27,27
107,2,10:30.0,Defensive rebound by V. Oladipo,,27,27
108,2,10:15.0,K. O'Quinn misses 2-pt jump shot from 14 ft,,27,27
109,2,10:13.0,,Defensive rebound by P. Tucker,27,27
110,2,10:01.0,,G. Green makes 2-pt jump shot from 6 ft,27,29
111,2,9:40.0,B. Gordon makes 3-pt jump shot from 25 ft (assist by C. Frye),,30,29
112,2,9:29.0,Violation by C. Frye (def goaltending),,30,29
113,2,9:29.0,,G. Dragić makes 2-pt layup at rim,30,31
114,2,9:18.0,W. Green makes 2-pt jump shot from 6 ft,,32,31
115,2,9:00.0,,A. Len misses 2-pt jump shot from 14 ft (block by K. O'Quinn),32,31
116,2,8:57.0,,Offensive rebound by A. Len,32,31
117,2,8:55.0,,A. Len misses 2-pt hook shot from 5 ft,32,31
118,2,8:51.0,Defensive rebound by V. Oladipo,,32,31
119,2,8:40.0,Personal block foul by A. Len (drawn by B. Gordon),,32,31
120,2,8:40.0,Official timeout,,32,31
121,2,8:40.0,,E. Bledsoe enters the game for G. Dragić,32,31
122,2,8:40.0,,M. Plumlee enters the game for A. Len,32,31
123,2,8:40.0,E. Payton enters the game for V. Oladipo,,32,31
124,2,8:33.0,B. Gordon misses 2-pt jump shot from 5 ft,,32,31
125,2,8:32.0,Offensive rebound by K. O'Quinn,,32,31
126,2,8:32.0,K. O'Quinn misses 2-pt tip-in from 1 ft,,32,31
127,2,8:31.0,Offensive rebound by B. Gordon,,32,31
128,2,8:23.0,C. Frye misses 3-pt jump shot from 25 ft,,32,31
129,2,8:22.0,,Defensive rebound by P. Tucker,32,31
130,2,8:11.0,,Personal foul by B. Gordon (drawn by P. Tucker),32,31
131,2,8:11.0,E. Fournier enters the game for B. Gordon,,32,31
132,2,8:11.0,V. Oladipo enters the game for W. Green,,32,31
133,2,8:07.0,,G. Green misses 3-pt jump shot from 24 ft,32,31
134,2,8:05.0,Defensive rebound by C. Frye,,32,31
135,2,7:56.0,E. Payton misses 2-pt layup from 1 ft,,32,31
136,2,7:52.0,Offensive rebound by K. O'Quinn,,32,31
137,2,7:52.0,K. O'Quinn makes 2-pt dunk at rim,,34,31
138,2,7:35.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),34,34
139,2,7:15.0,Turnover by K. O'Quinn (traveling),,34,34
140,2,7:15.0,T. Harris enters the game for C. Frye,,34,34
141,2,7:15.0,N. Vučević enters the game for K. O'Quinn,,34,34
142,2,6:58.0,,G. Green makes 2-pt dunk at rim,34,36
143,2,6:44.0,Orlando full timeout,,34,36
144,2,6:33.0,V. Oladipo misses 2-pt layup from 2 ft,,34,36
145,2,6:31.0,,Defensive rebound by M. Plumlee,34,36
146,2,6:15.0,,Turnover by E. Bledsoe (bad pass),34,36
147,2,5:57.0,N. Vučević misses 2-pt hook shot from 12 ft,,34,36
148,2,5:52.0,,Defensive rebound by E. Bledsoe,34,36
149,2,5:50.0,,Turnover by E. Bledsoe (bad pass; steal by T. Harris),34,36
150,2,5:45.0,E. Fournier makes 3-pt jump shot from 24 ft,,37,36
151,2,5:27.0,,G. Green misses 3-pt jump shot from 24 ft,37,36
152,2,5:25.0,Defensive rebound by T. Harris,,37,36
153,2,5:09.0,N. Vučević makes 2-pt layup from 1 ft (assist by V. Oladipo),,39,36
154,2,4:44.0,,E. Bledsoe misses 2-pt jump shot from 8 ft,39,36
155,2,4:42.0,Defensive rebound by E. Payton,,39,36
156,2,4:39.0,Turnover by V. Oladipo (bad pass; steal by A. Tolliver),,39,36
157,2,4:39.0,Loose ball foul by V. Oladipo (drawn by P. Tucker),,39,36
158,2,4:39.0,,M. Morris enters the game for A. Tolliver,39,36
159,2,4:29.0,,G. Green misses 3-pt jump shot from 23 ft,39,36
160,2,4:27.0,Defensive rebound by E. Fournier,,39,36
161,2,4:14.0,T. Harris misses 2-pt jump shot from 14 ft,,39,36
162,2,4:12.0,,Defensive rebound by G. Green,39,36
163,2,4:02.0,,Turnover by M. Plumlee (bad pass; steal by V. Oladipo),39,36
164,2,3:57.0,Orlando full timeout,,39,36
165,2,3:42.0,V. Oladipo misses 2-pt layup from 2 ft,,39,36
166,2,3:40.0,,Defensive rebound by M. Plumlee,39,36
167,2,3:19.0,,M. Morris misses 2-pt jump shot from 16 ft,39,36
168,2,3:17.0,,Offensive rebound by M. Plumlee,39,36
169,2,3:13.0,,M. Plumlee makes 2-pt layup from 2 ft,39,38
170,2,2:54.0,T. Harris makes 2-pt layup from 1 ft,,41,38
171,2,2:54.0,Shooting foul by M. Plumlee (drawn by T. Harris),,41,38
172,2,2:54.0,,M. Morris enters the game for G. Green,41,38
173,2,2:54.0,,G. Dragić enters the game for P. Tucker,41,38
174,2,2:54.0,T. Harris makes free throw 1 of 1,,42,38
175,2,2:33.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,42,38
176,2,2:32.0,Defensive rebound by N. Vučević,,42,38
177,2,2:21.0,Turnover by E. Fournier (bad pass; steal by M. Plumlee),,42,38
178,2,2:15.0,,Turnover by M. Plumlee (lost ball; steal by T. Harris),42,38
179,2,2:13.0,Turnover by T. Harris (offensive foul),,42,38
180,2,2:13.0,,Offensive charge foul by T. Harris (drawn by M. Plumlee),42,38
181,2,1:56.0,,E. Bledsoe misses 2-pt jump shot from 16 ft,42,38
182,2,1:55.0,,Offensive rebound by Team,42,38
183,2,1:48.0,,Turnover by E. Bledsoe (bad pass; steal by E. Payton),42,38
184,2,1:45.0,Shooting foul by M. Plumlee (drawn by T. Harris),,42,38
185,2,1:45.0,T. Harris makes free throw 1 of 2,,43,38
186,2,1:45.0,,A. Len enters the game for M. Plumlee,43,38
187,2,1:45.0,T. Harris makes free throw 2 of 2,,44,38
188,2,1:32.0,,Turnover by M. Morris (bad pass; steal by N. Vučević),44,38
189,2,1:30.0,E. Payton makes flagrant free throw 1 of 2,,45,38
190,2,1:30.0,E. Payton makes flagrant free throw 2 of 2,,46,38
191,2,1:24.0,N. Vučević makes 2-pt layup at rim (assist by E. Payton),,48,38
192,2,1:10.0,,Def 3 sec tech foul by T. Harris,48,38
193,2,1:10.0,,G. Dragić makes technical free throw,48,39
194,2,1:10.0,,A. Goodwin enters the game for E. Bledsoe,48,39
195,2,1:04.0,,A. Goodwin misses 2-pt layup from 1 ft,48,39
196,2,1:02.0,Defensive rebound by N. Vučević,,48,39
197,2,0:59.0,V. Oladipo makes 2-pt layup at rim (assist by E. Payton),,50,39
198,2,0:41.0,,Personal foul by E. Payton (drawn by M. Morris),50,39
199,2,0:35.0,,A. Goodwin misses 2-pt jump shot from 3 ft (block by N. Vučević),50,39
200,2,0:33.0,,Offensive rebound by A. Goodwin,50,39
201,2,0:27.0,,G. Dragić misses 3-pt jump shot from 31 ft,50,39
202,2,0:26.0,,Offensive rebound by M. Morris,50,39
203,2,0:26.0,,Personal foul by E. Fournier (drawn by M. Morris),50,39
204,2,0:26.0,,M. Morris misses free throw 1 of 2,50,39
205,2,0:26.0,,Offensive rebound by Team,50,39
206,2,0:26.0,Orlando full timeout,,50,39
207,2,0:26.0,,M. Morris misses free throw 2 of 2,50,39
208,2,0:25.0,Defensive rebound by T. Harris,,50,39
209,2,0:05.0,E. Payton makes 2-pt layup from 2 ft,,52,39
210,2,0:03.0,,Turnover by M. Morris (bad pass; steal by E. Fournier),52,39
211,2,0:03.0,E. Fournier misses 3-pt jump shot from 26 ft,,52,39
212,2,0:01.0,,Defensive rebound by M. Morris,52,39
213,2,0:00.0,,M. Morris misses 3-pt jump shot from 75 ft,52,39
214,2,0:00.0,,Offensive rebound by Team,52,39
215,3,11:38.0,,G. Dragić misses 2-pt jump shot from 17 ft,52,39
216,3,11:35.0,Defensive rebound by T. Harris,,52,39
217,3,11:21.0,T. Harris makes 2-pt jump shot from 17 ft,,54,39
218,3,11:01.0,,Shooting foul by N. Vučević (drawn by M. Morris),54,39
219,3,11:01.0,,M. Morris makes free throw 1 of 2,54,40
220,3,11:01.0,,M. Morris makes free throw 2 of 2,54,41
221,3,10:44.0,N. Vučević misses 2-pt jump shot from 17 ft,,54,41
222,3,10:42.0,,Defensive rebound by M. Morris,54,41
223,3,10:36.0,,M. Morris makes 2-pt jump shot from 16 ft (assist by E. Bledsoe),54,43
224,3,10:13.0,T. Harris misses 2-pt jump shot from 5 ft,,54,43
225,3,10:11.0,,Defensive rebound by M. Morris,54,43
226,3,10:04.0,,M. Plumlee makes 2-pt dunk at rim (assist by E. Bledsoe),54,45
227,3,10:03.0,Orlando full timeout,,54,45
228,3,9:47.0,Offensive foul by N. Vučević (drawn by E. Bledsoe),,54,45
229,3,9:47.0,Turnover by N. Vučević (offensive foul),,54,45
230,3,9:27.0,,M. Morris makes 2-pt jump shot from 10 ft,54,47
231,3,9:14.0,Turnover by E. Fournier (traveling),,54,47
232,3,8:52.0,,M. Morris misses 2-pt jump shot from 15 ft,54,47
233,3,8:50.0,Defensive rebound by T. Harris,,54,47
234,3,8:48.0,,Offensive charge foul by V. Oladipo (drawn by E. Bledsoe),54,47
235,3,8:48.0,Turnover by V. Oladipo (offensive foul),,54,47
236,3,8:25.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by M. Morris),54,49
237,3,8:06.0,V. Oladipo misses 3-pt jump shot from 24 ft,,54,49
238,3,8:04.0,,Defensive rebound by M. Morris,54,49
239,3,7:57.0,,M. Morris misses 3-pt jump shot from 25 ft,54,49
240,3,7:55.0,Defensive rebound by N. Vučević,,54,49
241,3,7:43.0,T. Harris misses 3-pt jump shot from 25 ft,,54,49
242,3,7:41.0,Offensive rebound by N. Vučević,,54,49
243,3,7:37.0,V. Oladipo makes 2-pt layup at rim (assist by T. Harris),,56,49
244,3,7:12.0,,E. Bledsoe misses 2-pt jump shot from 21 ft,56,49
245,3,7:10.0,,Offensive rebound by M. Morris,56,49
246,3,7:07.0,,M. Morris misses 2-pt jump shot from 3 ft,56,49
247,3,7:06.0,Defensive rebound by T. Harris,,56,49
248,3,7:01.0,T. Harris misses 2-pt jump shot from 3 ft (block by M. Morris),,56,49
249,3,6:58.0,,Defensive rebound by G. Dragić,56,49
250,3,6:52.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by M. Morris),56,51
251,3,6:34.0,N. Vučević makes 2-pt jump shot from 15 ft (assist by V. Oladipo),,58,51
252,3,6:15.0,,E. Bledsoe misses 2-pt layup from 1 ft,58,51
253,3,6:13.0,Defensive rebound by N. Vučević,,58,51
254,3,6:04.0,E. Fournier makes 2-pt layup from 1 ft (assist by V. Oladipo),,60,51
255,3,5:44.0,,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by M. Morris),60,54
256,3,5:19.0,N. Vučević makes 2-pt jump shot from 11 ft,,62,54
257,3,5:03.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,62,54
258,3,5:01.0,Defensive rebound by C. Frye,,62,54
259,3,4:48.0,V. Oladipo misses 2-pt layup from 2 ft,,62,54
260,3,4:45.0,,Defensive rebound by M. Morris,62,54
261,3,4:40.0,,M. Morris misses 2-pt layup from 1 ft,62,54
262,3,4:36.0,Defensive rebound by C. Frye,,62,54
263,3,4:35.0,,Offensive charge foul by E. Fournier (drawn by G. Dragić),62,54
264,3,4:35.0,Turnover by E. Fournier (offensive foul),,62,54
265,3,4:35.0,,Phoenix full timeout,62,54
266,3,4:35.0,,P. Tucker enters the game for M. Morris,62,54
267,3,4:35.0,,G. Green enters the game for M. Plumlee,62,54
268,3,4:35.0,,A. Len enters the game for E. Bledsoe,62,54
269,3,4:35.0,W. Green enters the game for C. Frye,,62,54
270,3,4:35.0,E. Payton enters the game for V. Oladipo,,62,54
271,3,4:23.0,,M. Morris misses 2-pt layup from 2 ft,62,54
272,3,4:21.0,Defensive rebound by T. Harris,,62,54
273,3,3:58.0,W. Green misses 2-pt jump shot from 19 ft,,62,54
274,3,3:58.0,Offensive rebound by Team,,62,54
275,3,3:58.0,Turnover by Team (shot clock),,62,54
276,3,3:38.0,,G. Dragić misses 3-pt jump shot from 25 ft,62,54
277,3,3:36.0,Defensive rebound by E. Payton,,62,54
278,3,3:32.0,Turnover by E. Payton (offensive foul),,62,54
279,3,3:32.0,,Offensive charge foul by E. Payton (drawn by G. Dragić),62,54
280,3,3:19.0,,Offensive foul by P. Tucker (drawn by E. Fournier),62,54
281,3,3:19.0,,Turnover by P. Tucker (offensive foul),62,54
282,3,3:09.0,T. Harris misses 2-pt jump shot from 4 ft (block by A. Len),,62,54
283,3,3:06.0,,Defensive rebound by M. Morris,62,54
284,3,3:03.0,,G. Dragić misses 2-pt layup from 2 ft,62,54
285,3,3:01.0,,Offensive rebound by M. Morris,62,54
286,3,3:01.0,,M. Morris makes 2-pt dunk at rim,62,56
287,3,2:41.0,N. Vučević misses 2-pt jump shot from 16 ft,,62,56
288,3,2:40.0,,Defensive rebound by A. Len,62,56
289,3,2:34.0,,G. Green misses 3-pt jump shot from 25 ft,62,56
290,3,2:31.0,Defensive rebound by E. Payton,,62,56
291,3,2:13.0,E. Fournier misses 3-pt jump shot from 24 ft,,62,56
292,3,2:11.0,,Defensive rebound by A. Len,62,56
293,3,1:49.0,,A. Len misses 2-pt jump shot from 13 ft,62,56
294,3,1:48.0,Defensive rebound by E. Payton,,62,56
295,3,1:42.0,E. Fournier makes 2-pt layup from 1 ft (assist by E. Payton),,64,56
296,3,1:28.0,,Personal foul by E. Fournier (drawn by P. Tucker),64,56
297,3,1:28.0,K. O'Quinn enters the game for N. Vučević,,64,56
298,3,1:28.0,C. Frye enters the game for T. Harris,,64,56
299,3,1:17.0,,G. Green misses 2-pt jump shot from 15 ft,64,56
300,3,1:15.0,Defensive rebound by E. Fournier,,64,56
301,3,1:06.0,K. O'Quinn makes 2-pt dunk at rim (assist by E. Payton),,66,56
302,3,0:46.0,,M. Morris misses 3-pt jump shot from 24 ft,66,56
303,3,0:44.0,Defensive rebound by E. Payton,,66,56
304,3,0:33.0,C. Frye makes 3-pt jump shot from 24 ft (assist by K. O'Quinn),,69,56
305,3,0:14.0,,Shooting block foul by C. Frye (drawn by G. Dragić),69,56
306,3,0:14.0,,G. Dragić makes free throw 1 of 2,69,57
307,3,0:14.0,,G. Dragić makes free throw 2 of 2,69,58
308,3,0:02.0,K. O'Quinn misses 2-pt jump shot from 11 ft,,69,58
309,3,0:00.0,,Defensive rebound by M. Morris,69,58
310,4,11:49.0,C. Frye misses 3-pt jump shot from 24 ft,,69,58
311,4,11:48.0,,Defensive rebound by P. Tucker,69,58
312,4,11:28.0,,A. Tolliver misses 3-pt jump shot from 24 ft,69,58
313,4,11:27.0,Defensive rebound by W. Green,,69,58
314,4,11:21.0,W. Green makes 2-pt layup from 1 ft,,71,58
315,4,11:06.0,,Turnover by G. Green (bad pass; steal by E. Payton),71,58
316,4,11:04.0,Shooting foul by G. Green (drawn by E. Payton),,71,58
317,4,11:04.0,E. Payton misses free throw 1 of 2,,71,58
318,4,11:04.0,Offensive rebound by Team,,71,58
319,4,11:04.0,E. Payton makes free throw 2 of 2,,72,58
320,4,10:49.0,,P. Tucker misses 2-pt jump shot from 5 ft,72,58
321,4,10:46.0,Defensive rebound by K. O'Quinn,,72,58
322,4,10:41.0,Shooting block foul by A. Len (drawn by E. Payton),,72,58
323,4,10:41.0,E. Payton makes free throw 1 of 2,,73,58
324,4,10:41.0,,M. Morris enters the game for A. Tolliver,73,58
325,4,10:41.0,,G. Dragić enters the game for G. Green,73,58
326,4,10:41.0,,M. Plumlee enters the game for A. Len,73,58
327,4,10:41.0,E. Payton makes free throw 2 of 2,,74,58
328,4,10:24.0,,Shooting foul by E. Payton (drawn by E. Bledsoe),74,58
329,4,10:24.0,,E. Bledsoe makes free throw 1 of 2,74,59
330,4,10:24.0,,E. Bledsoe makes free throw 2 of 2,74,60
331,4,10:07.0,C. Frye misses 3-pt jump shot from 25 ft,,74,60
332,4,10:06.0,,Defensive rebound by M. Plumlee,74,60
333,4,9:59.0,,Offensive foul by M. Plumlee (drawn by E. Payton),74,60
334,4,9:59.0,,Turnover by M. Plumlee (offensive foul),74,60
335,4,9:43.0,Turnover by E. Payton (discontinued dribble),,74,60
336,4,9:25.0,,Personal foul by E. Payton (drawn by M. Plumlee),74,60
337,4,9:19.0,,E. Bledsoe misses 2-pt jump shot from 9 ft,74,60
338,4,9:17.0,,Offensive rebound by M. Plumlee,74,60
339,4,9:06.0,,Turnover by G. Dragić (bad pass; steal by W. Green),74,60
