,QUARTER,TIME_REMAINING,BOSTON_ACTION,MIAMI_ACTION,BOSTON_SCORE,MIAMI_SCORE
0,1,11:43.0,A. Bradley makes 2-pt jump shot from 16 ft (assist by M. Smart),,2,0
1,1,11:24.0,,C. Andersen makes 2-pt layup from 2 ft (assist by L. Deng),2,2
2,1,11:24.0,,Shooting foul by J. Sullinger (drawn by C. Andersen),2,2
3,1,11:24.0,,C. Andersen misses free throw 1 of 1,2,2
4,1,11:23.0,Defensive rebound by J. Green,,2,2
5,1,11:14.0,Turnover by M. Smart (bad pass; steal by L. Deng),,2,2
6,1,11:09.0,,L. Deng makes 2-pt layup from 1 ft,2,4
7,1,11:00.0,A. Bradley misses 2-pt layup from 3 ft,,2,4
8,1,10:56.0,,Defensive rebound by S. Williams,2,4
9,1,10:47.0,,M. Chalmers misses 2-pt layup at rim,2,4
10,1,10:46.0,Defensive rebound by J. Sullinger,,2,4
11,1,10:37.0,Turnover by J. Sullinger (bad pass; steal by S. Williams),,2,4
12,1,10:28.0,,S. Williams makes 3-pt jump shot from 24 ft (assist by M. Chalmers),2,7
13,1,10:15.0,Turnover by J. Green (bad pass),,2,7
14,1,9:54.0,,C. Andersen misses 2-pt jump shot from 13 ft,2,7
15,1,9:53.0,Defensive rebound by M. Smart,,2,7
16,1,9:45.0,Turnover by A. Bradley (lost ball; steal by C. Andersen),,2,7
17,1,9:40.0,,N. Cole makes 2-pt layup at rim,2,9
18,1,9:19.0,J. Sullinger misses 2-pt jump shot from 15 ft,,2,9
19,1,9:18.0,,Defensive rebound by C. Andersen,2,9
20,1,9:04.0,,S. Williams misses 3-pt jump shot from 24 ft,2,9
21,1,9:03.0,Defensive rebound by T. Zeller,,2,9
22,1,8:41.0,J. Green makes 3-pt jump shot from 24 ft (assist by A. Bradley),,5,9
23,1,8:26.0,,S. Williams makes 3-pt jump shot from 23 ft (assist by M. Chalmers),5,12
24,1,7:58.0,J. Sullinger misses 2-pt jump shot from 23 ft,,5,12
25,1,7:57.0,,Defensive rebound by M. Chalmers,5,12
26,1,7:49.0,,Shooting foul by T. Zeller (drawn by M. Chalmers),5,12
27,1,7:49.0,,M. Chalmers makes free throw 1 of 2,5,13
28,1,7:49.0,,M. Chalmers misses free throw 2 of 2,5,13
29,1,7:48.0,Defensive rebound by J. Green,,5,13
30,1,7:33.0,J. Sullinger makes 2-pt hook shot from 5 ft (assist by A. Bradley),,7,13
31,1,7:14.0,,S. Williams makes 2-pt jump shot from 18 ft (assist by M. Chalmers),7,15
32,1,6:59.0,T. Zeller misses 2-pt layup from 1 ft (block by S. Williams),,7,15
33,1,6:58.0,,Defensive rebound by L. Deng,7,15
34,1,6:52.0,,Turnover by M. Chalmers (bad pass; steal by J. Sullinger),7,15
35,1,6:43.0,J. Green misses 3-pt jump shot from 24 ft,,7,15
36,1,6:42.0,Offensive rebound by T. Zeller,,7,15
37,1,6:38.0,T. Zeller makes 2-pt hook shot from 7 ft,,9,15
38,1,6:23.0,,L. Deng misses 2-pt jump shot from 18 ft,9,15
39,1,6:22.0,Defensive rebound by J. Sullinger,,9,15
40,1,6:16.0,T. Zeller makes 2-pt layup from 2 ft (assist by M. Smart),,11,15
41,1,6:16.0,,Miami full timeout,11,15
42,1,6:16.0,E. Turner enters the game for J. Sullinger,,11,15
43,1,6:16.0,B. Bass enters the game for M. Smart,,11,15
44,1,5:56.0,,Turnover by M. Chalmers (lost ball; steal by B. Bass),11,15
45,1,5:30.0,A. Bradley misses 2-pt jump shot from 21 ft,,11,15
46,1,5:29.0,,Defensive rebound by S. Williams,11,15
47,1,5:23.0,,M. Chalmers misses 2-pt jump shot from 6 ft (block by T. Zeller),11,15
48,1,5:23.0,,Offensive rebound by Team,11,15
49,1,5:23.0,,U. Haslem enters the game for C. Andersen,11,15
50,1,5:07.0,,U. Haslem makes 2-pt jump shot from 16 ft (assist by M. Chalmers),11,17
51,1,4:47.0,B. Bass misses 2-pt jump shot from 13 ft,,11,17
52,1,4:46.0,,Defensive rebound by M. Chalmers,11,17
53,1,4:28.0,,L. Deng misses 2-pt jump shot from 16 ft,11,17
54,1,4:27.0,,Offensive rebound by Team,11,17
55,1,4:26.0,,J. Ennis enters the game for M. Chalmers,11,17
56,1,4:26.0,K. Olynyk enters the game for T. Zeller,,11,17
57,1,4:08.0,,S. Williams misses 2-pt jump shot from 19 ft,11,17
58,1,4:07.0,Defensive rebound by A. Bradley,,11,17
59,1,3:54.0,B. Bass makes 2-pt jump shot from 15 ft (assist by E. Turner),,13,17
60,1,3:34.0,,N. Cole makes 2-pt layup at rim (assist by U. Haslem),13,19
61,1,3:26.0,J. Green misses 2-pt layup from 1 ft,,13,19
62,1,3:25.0,Offensive rebound by B. Bass,,13,19
63,1,3:18.0,A. Bradley misses 3-pt jump shot from 25 ft,,13,19
64,1,3:17.0,,Defensive rebound by S. Williams,13,19
65,1,2:59.0,,L. Deng makes 2-pt jump shot from 4 ft,13,21
66,1,2:51.0,Boston full timeout,,13,21
67,1,2:51.0,J. Nelson enters the game for A. Bradley,,13,21
68,1,2:42.0,K. Olynyk misses 2-pt layup at rim,,13,21
69,1,2:41.0,,Defensive rebound by N. Cole,13,21
70,1,2:32.0,,J. Ennis misses 2-pt layup from 1 ft,13,21
71,1,2:31.0,,Offensive rebound by J. Ennis,13,21
72,1,2:27.0,,J. Ennis makes 2-pt layup at rim,13,23
73,1,2:12.0,K. Olynyk makes 2-pt jump shot from 18 ft (assist by E. Turner),,15,23
74,1,1:44.0,,Turnover by L. Deng (lost ball; steal by J. Nelson),15,23
75,1,1:39.0,J. Green misses 2-pt layup from 2 ft,,15,23
76,1,1:38.0,Offensive rebound by B. Bass,,15,23
77,1,1:38.0,Shooting foul by S. Williams (drawn by B. Bass),,15,23
78,1,1:38.0,B. Bass makes free throw 1 of 2,,16,23
79,1,1:38.0,,J. Hamilton enters the game for S. Williams,16,23
80,1,1:38.0,B. Bass makes free throw 2 of 2,,17,23
81,1,1:25.0,,U. Haslem makes 2-pt layup from 1 ft,17,25
82,1,1:18.0,Shooting foul by U. Haslem (drawn by J. Green),,17,25
83,1,1:18.0,J. Green makes free throw 1 of 2,,18,25
84,1,1:18.0,B. Wright enters the game for B. Bass,,18,25
85,1,1:18.0,J. Green makes free throw 2 of 2,,19,25
86,1,0:52.0,,L. Deng misses 3-pt jump shot from 27 ft,19,25
87,1,0:51.0,Defensive rebound by Team,,19,25
88,1,0:29.0,K. Olynyk makes 2-pt jump shot from 14 ft (assist by J. Nelson),,21,25
89,1,0:09.0,,L. Deng makes 3-pt jump shot from 24 ft (assist by N. Cole),21,28
90,1,0:01.0,,Violation by N. Cole (kicked ball),21,28
91,1,0:00.0,K. Olynyk misses 2-pt jump shot from 19 ft,,21,28
92,1,0:00.0,Offensive rebound by Team,,21,28
93,2,11:45.0,,Personal foul by K. Olynyk (drawn by U. Haslem),21,28
94,2,11:45.0,,U. Haslem makes free throw 1 of 2,21,29
95,2,11:45.0,,U. Haslem makes free throw 2 of 2,21,30
96,2,11:34.0,K. Olynyk misses 3-pt jump shot from 25 ft,,21,30
97,2,11:33.0,Offensive rebound by J. Crowder,,21,30
98,2,11:30.0,B. Wright misses 2-pt layup from 1 ft,,21,30
99,2,11:28.0,Offensive rebound by B. Wright,,21,30
100,2,11:27.0,B. Wright makes 2-pt layup at rim,,23,30
101,2,11:02.0,,M. Chalmers makes 2-pt jump shot from 20 ft,23,32
102,2,10:52.0,J. Nelson makes 3-pt jump shot from 25 ft,,26,32
103,2,10:32.0,Violation by B. Wright (kicked ball),,26,32
104,2,10:19.0,,D. Granger makes 3-pt jump shot from 23 ft (assist by M. Chalmers),26,35
105,2,10:07.0,,Violation by J. Ennis (kicked ball),26,35
106,2,10:02.0,J. Nelson misses 3-pt jump shot from 24 ft,,26,35
107,2,10:00.0,Offensive rebound by J. Crowder,,26,35
108,2,9:54.0,K. Olynyk makes 2-pt jump shot from 18 ft (assist by J. Crowder),,28,35
109,2,9:33.0,,U. Haslem makes 2-pt jump shot from 13 ft (assist by M. Chalmers),28,37
110,2,9:22.0,J. Nelson misses 3-pt jump shot from 24 ft,,28,37
111,2,9:21.0,,Defensive rebound by J. Ennis,28,37
112,2,9:07.0,,Shooting foul by J. Crowder (drawn by D. Granger),28,37
113,2,9:07.0,,D. Granger makes free throw 1 of 2,28,38
114,2,9:07.0,,D. Granger makes free throw 2 of 2,28,39
115,2,8:55.0,J. Crowder misses 3-pt jump shot from 23 ft,,28,39
116,2,8:54.0,,Defensive rebound by J. Ennis,28,39
117,2,8:45.0,Official timeout,,28,39
118,2,8:45.0,J. Sullinger enters the game for K. Olynyk,,28,39
119,2,8:34.0,,J. Hamilton misses 2-pt jump shot from 13 ft,28,39
120,2,8:33.0,Defensive rebound by J. Sullinger,,28,39
121,2,8:18.0,E. Turner makes 2-pt layup from 1 ft,,30,39
122,2,7:56.0,,Turnover by U. Haslem (3 sec),30,39
123,2,7:36.0,Turnover by J. Nelson (bad pass; steal by D. Granger),,30,39
124,2,7:15.0,,Shooting foul by J. Nelson (drawn by M. Chalmers),30,39
125,2,7:15.0,,M. Chalmers misses free throw 1 of 2,30,39
126,2,7:15.0,,Offensive rebound by Team,30,39
127,2,7:15.0,,M. Chalmers misses free throw 2 of 2,30,39
128,2,7:14.0,Defensive rebound by J. Sullinger,,30,39
129,2,6:59.0,E. Turner misses 2-pt jump shot from 18 ft,,30,39
130,2,6:58.0,,Defensive rebound by D. Granger,30,39
131,2,6:47.0,,Shooting foul by E. Turner (drawn by J. Ennis),30,39
132,2,6:47.0,,J. Ennis makes free throw 1 of 2,30,40
133,2,6:47.0,A. Bradley enters the game for J. Nelson,,30,40
134,2,6:47.0,M. Smart enters the game for E. Turner,,30,40
135,2,6:47.0,,S. Williams enters the game for J. Hamilton,30,40
136,2,6:47.0,,N. Cole enters the game for M. Chalmers,30,40
137,2,6:47.0,,J. Ennis makes free throw 2 of 2,30,41
138,2,6:30.0,M. Smart misses 3-pt jump shot from 25 ft,,30,41
139,2,6:29.0,Offensive rebound by A. Bradley,,30,41
140,2,6:18.0,Personal foul by N. Cole (drawn by M. Smart),,30,41
141,2,6:08.0,B. Wright makes 2-pt dunk at rim (assist by A. Bradley),,32,41
142,2,5:54.0,,D. Granger misses 2-pt jump shot from 17 ft,32,41
143,2,5:53.0,,Offensive rebound by Team,32,41
144,2,5:53.0,Loose ball foul by M. Smart (drawn by J. Ennis),,32,41
145,2,5:53.0,,Miami full timeout,32,41
146,2,5:53.0,,J. Ennis makes free throw 1 of 2,32,42
147,2,5:53.0,,J. Ennis makes free throw 2 of 2,32,43
148,2,5:45.0,Personal foul by J. Ennis (drawn by B. Wright),,32,43
149,2,5:45.0,K. Olynyk enters the game for B. Wright,,32,43
150,2,5:45.0,,L. Deng enters the game for J. Ennis,32,43
151,2,5:37.0,A. Bradley misses 3-pt jump shot from 25 ft,,32,43
152,2,5:36.0,,Defensive rebound by S. Williams,32,43
153,2,5:15.0,,D. Granger makes 2-pt jump shot from 18 ft (assist by U. Haslem),32,45
154,2,5:07.0,J. Crowder misses 2-pt jump shot from 16 ft,,32,45
155,2,5:06.0,,Defensive rebound by D. Granger,32,45
156,2,4:57.0,,N. Cole makes 2-pt layup from 3 ft,32,47
157,2,4:53.0,Boston full timeout,,32,47
158,2,4:53.0,J. Green enters the game for J. Crowder,,32,47
159,2,4:36.0,M. Smart makes 3-pt jump shot from 24 ft (assist by J. Green),,35,47
160,2,4:15.0,,Shooting foul by K. Olynyk (drawn by N. Cole),35,47
161,2,4:15.0,,N. Cole misses free throw 1 of 2,35,47
162,2,4:15.0,,Offensive rebound by Team,35,47
163,2,4:15.0,,N. Cole makes free throw 2 of 2,35,48
164,2,3:59.0,M. Smart misses 3-pt jump shot from 25 ft,,35,48
165,2,3:58.0,,Defensive rebound by L. Deng,35,48
166,2,3:55.0,,Turnover by L. Deng (bad pass; steal by M. Smart),35,48
167,2,3:55.0,Shooting foul by S. Williams (drawn by J. Sullinger),,35,48
168,2,3:55.0,J. Sullinger misses free throw 1 of 2,,35,48
169,2,3:55.0,Offensive rebound by Team,,35,48
170,2,3:55.0,J. Sullinger makes free throw 2 of 2,,36,48
171,2,3:36.0,,D. Granger misses 3-pt jump shot from 24 ft,36,48
172,2,3:35.0,Defensive rebound by A. Bradley,,36,48
173,2,3:19.0,J. Sullinger misses 2-pt layup from 3 ft,,36,48
174,2,3:16.0,,Defensive rebound by U. Haslem,36,48
175,2,3:04.0,,N. Cole makes 2-pt jump shot from 10 ft,36,50
176,2,2:48.0,K. Olynyk makes 2-pt hook shot from 4 ft (assist by J. Green),,38,50
177,2,2:28.0,,N. Cole misses 3-pt jump shot from 24 ft,38,50
178,2,2:27.0,,Offensive rebound by U. Haslem,38,50
179,2,2:13.0,,U. Haslem misses 2-pt jump shot from 17 ft,38,50
180,2,2:12.0,Defensive rebound by K. Olynyk,,38,50
181,2,2:01.0,,Offensive charge foul by J. Sullinger (drawn by U. Haslem),38,50
182,2,2:01.0,Turnover by J. Sullinger (offensive foul),,38,50
183,2,2:01.0,,M. Chalmers enters the game for D. Granger,38,50
184,2,1:44.0,,M. Chalmers misses 2-pt layup from 1 ft (block by K. Olynyk),38,50
185,2,1:44.0,Defensive rebound by Team,,38,50
186,2,1:31.0,J. Sullinger makes 2-pt layup from 2 ft (assist by K. Olynyk),,40,50
187,2,1:08.0,,M. Chalmers misses 2-pt jump shot from 14 ft,40,50
188,2,1:07.0,Defensive rebound by J. Sullinger,,40,50
189,2,1:00.0,A. Bradley misses 2-pt jump shot from 3 ft (block by S. Williams),,40,50
190,2,0:59.0,,Defensive rebound by U. Haslem,40,50
191,2,0:52.0,,Shooting foul by A. Bradley (drawn by U. Haslem),40,50
192,2,0:52.0,,U. Haslem makes free throw 1 of 2,40,51
193,2,0:52.0,,C. Andersen enters the game for S. Williams,40,51
194,2,0:52.0,,U. Haslem makes free throw 2 of 2,40,52
