,QUARTER,TIME_REMAINING,PORTLAND_ACTION,TORONTO_ACTION,PORTLAND_SCORE,TORONTO_SCORE
40,1,6:05.0,Offensive rebound by N. Batum,,16,13
41,1,6:04.0,Personal foul by D. DeRozan (drawn by N. Batum),,16,13
42,1,5:52.0,R. Lopez misses 2-pt hook shot from 7 ft,,16,13
43,1,5:50.0,,Defensive rebound by D. DeRozan,16,13
44,1,5:39.0,,D. DeRozan makes 2-pt jump shot from 12 ft,16,15
45,1,5:14.0,N. Batum makes 2-pt jump shot from 19 ft,,18,15
46,1,4:53.0,,A. Johnson misses 2-pt hook shot from 6 ft,18,15
47,1,4:51.0,Defensive rebound by L. Aldridge,,18,15
48,1,4:42.0,D. Lillard makes 2-pt jump shot from 6 ft,,20,15
49,1,4:14.0,,K. Lowry makes 3-pt jump shot from 25 ft,20,18
50,1,3:54.0,D. Lillard makes 2-pt layup from 2 ft,,22,18
51,1,3:41.0,,D. DeRozan makes 2-pt jump shot from 15 ft,22,20
52,1,3:38.0,Portland full timeout,,22,20
53,1,3:38.0,C. Kaman enters the game for R. Lopez,,22,20
54,1,3:38.0,C. McCollum enters the game for A. Afflalo,,22,20
55,1,3:38.0,,G. Vásquez enters the game for T. Ross,22,20
56,1,3:38.0,,P. Patterson enters the game for K. Lowry,22,20
57,1,3:38.0,,T. Ross enters the game for J. Valančiūnas,22,20
58,1,3:22.0,D. Lillard makes 2-pt layup from 2 ft (assist by L. Aldridge),,24,20
59,1,3:05.0,,T. Ross misses 3-pt jump shot from 24 ft,24,20
60,1,3:04.0,Defensive rebound by L. Aldridge,,24,20
61,1,2:58.0,D. Lillard misses 3-pt jump shot from 24 ft,,24,20
62,1,2:57.0,,Defensive rebound by A. Johnson,24,20
63,1,2:47.0,,G. Vásquez makes 2-pt jump shot from 4 ft,24,22
64,1,2:35.0,Personal foul by T. Ross (drawn by N. Batum),,24,22
65,1,2:35.0,,L. Williams enters the game for T. Ross,24,22
66,1,2:35.0,S. Blake enters the game for D. Lillard,,24,22
67,1,2:28.0,C. McCollum makes 3-pt jump shot from 24 ft (assist by S. Blake),,27,22
68,1,2:05.0,,D. DeRozan misses 2-pt jump shot from 19 ft,27,22
69,1,2:03.0,Defensive rebound by S. Blake,,27,22
70,1,1:52.0,L. Aldridge makes 2-pt hook shot from 3 ft,,29,22
71,1,1:32.0,,A. Johnson misses 2-pt layup from 2 ft,29,22
72,1,1:31.0,Defensive rebound by C. McCollum,,29,22
73,1,1:19.0,L. Aldridge makes 2-pt jump shot from 11 ft (assist by N. Batum),,31,22
74,1,1:13.0,,Toronto full timeout,31,22
75,1,1:13.0,,T. Hansbrough enters the game for A. Johnson,31,22
76,1,1:03.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by L. Williams),31,25
77,1,0:48.0,Turnover by S. Blake (bad pass),,31,25
78,1,0:37.0,,G. Vásquez makes 3-pt jump shot from 23 ft (assist by D. DeRozan),31,28
79,1,0:18.0,C. McCollum misses 2-pt jump shot from 20 ft,,31,28
80,1,0:17.0,,Defensive rebound by P. Patterson,31,28
81,1,0:06.0,,Shooting foul by C. McCollum (drawn by L. Williams),31,28
82,1,0:06.0,,L. Williams makes free throw 1 of 3,31,29
83,1,0:06.0,,L. Williams makes free throw 2 of 3,31,30
84,1,0:06.0,,L. Williams makes free throw 3 of 3,31,31
85,1,0:00.0,C. McCollum makes 2-pt dunk at rim (assist by C. Kaman),,33,31
86,2,11:47.0,,L. Williams misses 2-pt jump shot from 20 ft,33,31
87,2,11:46.0,,Offensive rebound by Team,33,31
88,2,11:40.0,,G. Vásquez makes 3-pt jump shot from 24 ft (assist by P. Patterson),33,34
89,2,11:21.0,C. Kaman makes 2-pt layup from 1 ft,,35,34
90,2,11:11.0,,L. Williams misses 3-pt jump shot from 22 ft,35,34
91,2,11:10.0,Defensive rebound by Team,,35,34
92,2,11:10.0,Personal foul by K. Lowry (drawn by D. Lillard),,35,34
93,2,10:58.0,S. Blake makes 3-pt jump shot from 24 ft,,38,34
94,2,10:38.0,,T. Hansbrough makes 2-pt layup from 2 ft (assist by L. Williams),38,36
95,2,10:38.0,,Shooting foul by C. Kaman (drawn by T. Hansbrough),38,36
96,2,10:38.0,,T. Hansbrough makes free throw 1 of 1,38,37
97,2,10:24.0,Turnover by M. Leonard (bad pass; steal by L. Williams),,38,37
98,2,10:20.0,,L. Williams makes 2-pt layup from 1 ft,38,39
99,2,10:08.0,Personal foul by G. Vásquez (drawn by C. McCollum),,38,39
100,2,10:01.0,M. Leonard misses 3-pt jump shot from 23 ft,,38,39
101,2,9:59.0,,Defensive rebound by P. Patterson,38,39
102,2,9:50.0,,L. Williams misses 2-pt jump shot from 13 ft,38,39
103,2,9:48.0,Defensive rebound by M. Leonard,,38,39
104,2,9:34.0,D. Lillard makes 2-pt jump shot from 9 ft,,40,39
105,2,9:07.0,,G. Vásquez misses 2-pt jump shot from 5 ft,40,39
106,2,9:06.0,Defensive rebound by C. Kaman,,40,39
107,2,9:04.0,Personal foul by K. Lowry (drawn by M. Leonard),,40,39
108,2,9:04.0,,D. DeRozan enters the game for G. Vásquez,40,39
109,2,9:04.0,A. Afflalo enters the game for C. McCollum,,40,39
110,2,8:52.0,A. Afflalo misses 2-pt jump shot from 16 ft,,40,39
111,2,8:51.0,,Defensive rebound by D. DeRozan,40,39
112,2,8:42.0,,Offensive foul by T. Hansbrough (drawn by C. Kaman),40,39
113,2,8:42.0,,Turnover by T. Hansbrough (offensive foul),40,39
114,2,8:42.0,Official timeout,,40,39
115,2,8:26.0,C. Kaman makes 2-pt hook shot from 8 ft,,42,39
116,2,8:13.0,,P. Patterson makes 2-pt jump shot from 18 ft (assist by K. Lowry),42,41
117,2,7:51.0,M. Leonard misses 3-pt jump shot from 24 ft,,42,41
118,2,7:50.0,,Defensive rebound by D. DeRozan,42,41
119,2,7:41.0,,D. DeRozan makes 2-pt jump shot from 7 ft,42,43
120,2,7:29.0,Personal block foul by P. Patterson (drawn by S. Blake),,42,43
121,2,7:29.0,C. McCollum enters the game for S. Blake,,42,43
122,2,7:15.0,A. Afflalo misses 2-pt layup from 2 ft,,42,43
123,2,7:14.0,,Defensive rebound by T. Hansbrough,42,43
124,2,7:06.0,,Turnover by T. Hansbrough (traveling),42,43
125,2,6:52.0,C. McCollum makes 2-pt jump shot from 4 ft,,44,43
126,2,6:30.0,,Shooting foul by C. Kaman (drawn by T. Hansbrough),44,43
127,2,6:30.0,,T. Hansbrough makes free throw 1 of 2,44,44
128,2,6:30.0,R. Lopez enters the game for C. Kaman,,44,44
129,2,6:30.0,,T. Hansbrough misses free throw 2 of 2,44,44
130,2,6:28.0,Defensive rebound by A. Afflalo,,44,44
131,2,6:20.0,D. Lillard misses 2-pt jump shot from 3 ft,,44,44
132,2,6:19.0,,Defensive rebound by D. DeRozan,44,44
133,2,6:17.0,,Personal foul by C. McCollum (drawn by D. DeRozan),44,44
134,2,6:17.0,,J. Valančiūnas enters the game for T. Hansbrough,44,44
135,2,6:07.0,,L. Williams misses 2-pt jump shot from 16 ft,44,44
136,2,6:06.0,Defensive rebound by D. Lillard,,44,44
137,2,5:59.0,A. Afflalo makes 3-pt jump shot from 24 ft (assist by C. McCollum),,47,44
138,2,5:51.0,,Toronto full timeout,47,44
139,2,5:51.0,N. Batum enters the game for D. Lillard,,47,44
140,2,5:51.0,S. Blake enters the game for C. McCollum,,47,44
141,2,5:51.0,L. Aldridge enters the game for M. Leonard,,47,44
142,2,5:51.0,,T. Ross enters the game for L. Williams,47,44
143,2,5:38.0,,Turnover by K. Lowry (traveling),47,44
144,2,5:25.0,A. Afflalo misses 2-pt jump shot from 8 ft,,47,44
145,2,5:22.0,,Defensive rebound by K. Lowry,47,44
146,2,5:12.0,,K. Lowry misses 2-pt jump shot from 13 ft,47,44
147,2,5:11.0,Defensive rebound by Team,,47,44
148,2,4:58.0,S. Blake misses 3-pt jump shot from 23 ft,,47,44
149,2,4:56.0,Offensive rebound by R. Lopez,,47,44
150,2,4:56.0,Shooting foul by P. Patterson (drawn by R. Lopez),,47,44
151,2,4:56.0,R. Lopez misses free throw 1 of 2,,47,44
152,2,4:56.0,Offensive rebound by Team,,47,44
153,2,4:56.0,,A. Johnson enters the game for P. Patterson,47,44
154,2,4:56.0,R. Lopez misses free throw 2 of 2,,47,44
155,2,4:55.0,,Defensive rebound by J. Valančiūnas,47,44
156,2,4:37.0,,T. Ross makes 3-pt jump shot from 22 ft (assist by K. Lowry),47,47
157,2,4:21.0,R. Lopez makes 2-pt layup from 2 ft (assist by N. Batum),,49,47
158,2,4:10.0,,Turnover by K. Lowry (bad pass),49,47
159,2,4:10.0,,Technical foul by K. Lowry,49,47
160,2,4:10.0,L. Aldridge makes technical free throw,,50,47
161,2,3:58.0,A. Afflalo makes 3-pt jump shot from 24 ft (assist by L. Aldridge),,53,47
162,2,3:43.0,,Turnover by D. DeRozan (lost ball; steal by N. Batum),53,47
163,2,3:34.0,R. Lopez misses 2-pt hook shot from 4 ft (block by J. Valančiūnas),,53,47
164,2,3:34.0,Offensive rebound by Team,,53,47
165,2,3:27.0,N. Batum makes 3-pt jump shot from 24 ft (assist by R. Lopez),,56,47
166,2,3:08.0,,D. DeRozan makes 2-pt jump shot from 7 ft,56,49
167,2,2:53.0,S. Blake makes 3-pt jump shot from 24 ft (assist by N. Batum),,59,49
168,2,2:29.0,,J. Valančiūnas makes 2-pt hook shot from 5 ft (assist by K. Lowry),59,51
169,2,2:19.0,Portland full timeout,,59,51
170,2,2:19.0,D. Lillard enters the game for S. Blake,,59,51
171,2,2:19.0,,G. Vásquez enters the game for K. Lowry,59,51
172,2,2:14.0,Turnover by N. Batum (bad pass),,59,51
173,2,2:03.0,,A. Johnson makes 2-pt jump shot from 9 ft (assist by G. Vásquez),59,53
174,2,1:38.0,D. Lillard makes 2-pt layup from 2 ft,,61,53
175,2,1:22.0,,D. DeRozan misses 2-pt jump shot from 15 ft,61,53
176,2,1:20.0,Defensive rebound by D. Lillard,,61,53
177,2,1:10.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by N. Batum),,63,53
178,2,0:53.0,,A. Johnson misses 2-pt jump shot from 5 ft (block by R. Lopez),63,53
179,2,0:51.0,,Offensive rebound by A. Johnson,63,53
180,2,0:49.0,,A. Johnson misses 2-pt hook shot at rim,63,53
181,2,0:47.0,Defensive rebound by R. Lopez,,63,53
182,2,0:31.0,D. Lillard misses 2-pt jump shot from 7 ft,,63,53
183,2,0:30.0,,Defensive rebound by T. Ross,63,53
184,2,0:23.0,,T. Ross misses 2-pt jump shot from 9 ft,63,53
185,2,0:22.0,Defensive rebound by L. Aldridge,,63,53
186,2,0:03.0,Shooting foul by A. Johnson (drawn by D. Lillard),,63,53
187,2,0:03.0,D. Lillard makes free throw 1 of 2,,64,53
188,2,0:03.0,D. Lillard misses free throw 2 of 2,,64,53
189,2,0:02.0,,Defensive rebound by J. Valančiūnas,64,53
190,2,0:00.0,,G. Vásquez misses 3-pt jump shot from 53 ft,64,53
191,2,0:00.0,,Offensive rebound by Team,64,53
192,3,11:49.0,,D. DeRozan misses 2-pt layup from 2 ft (block by R. Lopez),64,53
193,3,11:47.0,,Offensive rebound by J. Valančiūnas,64,53
194,3,11:35.0,,K. Lowry misses 3-pt jump shot from 24 ft,64,53
195,3,11:33.0,Defensive rebound by R. Lopez,,64,53
196,3,11:13.0,Turnover by R. Lopez (3 sec),,64,53
197,3,10:53.0,,T. Ross misses 3-pt jump shot from 24 ft,64,53
198,3,10:51.0,Defensive rebound by L. Aldridge,,64,53
199,3,10:40.0,A. Afflalo misses 2-pt jump shot from 9 ft,,64,53
200,3,10:38.0,,Defensive rebound by D. DeRozan,64,53
201,3,10:31.0,Offensive charge foul by K. Lowry (drawn by D. Lillard),,64,53
202,3,10:31.0,,Turnover by K. Lowry (offensive foul),64,53
203,3,10:13.0,L. Aldridge makes 2-pt jump shot from 16 ft,,66,53
204,3,10:13.0,Violation by Team (delay of game),,66,53
205,3,9:58.0,,D. DeRozan misses 2-pt jump shot from 10 ft,66,53
206,3,9:57.0,,Offensive rebound by J. Valančiūnas,66,53
207,3,9:55.0,,J. Valančiūnas makes 2-pt tip-in from 1 ft,66,55
208,3,9:43.0,Personal foul by A. Johnson (drawn by L. Aldridge),,66,55
209,3,9:34.0,N. Batum makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,69,55
210,3,9:16.0,,K. Lowry misses 2-pt jump shot from 15 ft,69,55
211,3,9:14.0,Defensive rebound by Team,,69,55
212,3,9:01.0,R. Lopez makes 2-pt jump shot from 17 ft (assist by D. Lillard),,71,55
213,3,9:00.0,,Toronto full timeout,71,55
214,3,8:50.0,,D. DeRozan makes 2-pt jump shot from 10 ft,71,57
215,3,8:35.0,A. Afflalo misses 2-pt jump shot from 17 ft,,71,57
216,3,8:34.0,,Defensive rebound by K. Lowry,71,57
217,3,8:27.0,,J. Valančiūnas makes 2-pt jump shot from 10 ft (assist by K. Lowry),71,59
218,3,8:07.0,Personal foul by T. Ross (drawn by N. Batum),,71,59
219,3,8:02.0,D. Lillard makes 2-pt jump shot from 10 ft (assist by N. Batum),,73,59
220,3,7:47.0,,D. DeRozan misses 3-pt jump shot from 22 ft,73,59
221,3,7:45.0,Defensive rebound by D. Lillard,,73,59
222,3,7:39.0,D. Lillard misses 3-pt jump shot from 24 ft,,73,59
223,3,7:37.0,Offensive rebound by N. Batum,,73,59
224,3,7:33.0,Turnover by A. Afflalo (lost ball; steal by D. DeRozan),,73,59
225,3,7:24.0,,D. DeRozan misses 2-pt jump shot from 8 ft,73,59
226,3,7:22.0,Defensive rebound by L. Aldridge,,73,59
227,3,7:15.0,D. Lillard makes 2-pt layup from 2 ft (assist by N. Batum),,75,59
228,3,6:58.0,,J. Valančiūnas makes 2-pt hook shot from 1 ft (assist by T. Ross),75,61
229,3,6:37.0,Shooting foul by J. Valančiūnas (drawn by L. Aldridge),,75,61
230,3,6:37.0,L. Aldridge makes free throw 1 of 2,,76,61
231,3,6:37.0,L. Aldridge makes free throw 2 of 2,,77,61
232,3,6:23.0,,T. Ross misses 2-pt jump shot from 6 ft,77,61
233,3,6:22.0,Defensive rebound by L. Aldridge,,77,61
234,3,6:18.0,Turnover by D. Lillard (bad pass),,77,61
235,3,6:18.0,,P. Patterson enters the game for J. Valančiūnas,77,61
236,3,6:01.0,,K. Lowry misses 3-pt jump shot from 25 ft,77,61
237,3,6:00.0,,Offensive rebound by D. DeRozan,77,61
238,3,5:59.0,,D. DeRozan makes 2-pt layup from 2 ft,77,63
239,3,5:59.0,,Shooting foul by A. Afflalo (drawn by D. DeRozan),77,63
240,3,5:59.0,C. McCollum enters the game for A. Afflalo,,77,63
241,3,5:59.0,,D. DeRozan makes free throw 1 of 1,77,64
242,3,5:44.0,D. Lillard misses 2-pt layup from 2 ft,,77,64
243,3,5:44.0,Offensive rebound by Team,,77,64
244,3,5:44.0,,Loose ball foul by A. Johnson (drawn by R. Lopez),77,64
245,3,5:31.0,D. Lillard makes 3-pt jump shot from 24 ft (assist by N. Batum),,80,64
246,3,5:15.0,,A. Johnson makes 2-pt layup from 2 ft (assist by D. DeRozan),80,66
247,3,4:52.0,L. Aldridge misses 2-pt jump shot from 16 ft,,80,66
248,3,4:51.0,,Defensive rebound by K. Lowry,80,66
249,3,4:47.0,,Shooting foul by C. McCollum (drawn by K. Lowry),80,66
250,3,4:47.0,,K. Lowry makes free throw 1 of 2,80,67
251,3,4:47.0,C. Kaman enters the game for R. Lopez,,80,67
252,3,4:47.0,,J. Johnson enters the game for T. Ross,80,67
253,3,4:47.0,,K. Lowry makes free throw 2 of 2,80,68
254,3,4:35.0,C. Kaman misses 2-pt layup from 1 ft,,80,68
255,3,4:33.0,,Defensive rebound by D. DeRozan,80,68
256,3,4:29.0,,Shooting foul by D. Lillard (drawn by D. DeRozan),80,68
257,3,4:29.0,,D. DeRozan makes free throw 1 of 2,80,69
258,3,4:29.0,,D. DeRozan makes free throw 2 of 2,80,70
259,3,4:08.0,L. Aldridge misses 2-pt jump shot from 16 ft,,80,70
260,3,4:06.0,Offensive rebound by C. Kaman,,80,70
261,3,4:05.0,Personal foul by P. Patterson (drawn by L. Aldridge),,80,70
262,3,4:05.0,L. Aldridge makes free throw 1 of 2,,81,70
263,3,4:05.0,L. Aldridge makes free throw 2 of 2,,82,70
264,3,3:47.0,,Offensive foul by J. Johnson (drawn by D. Lillard),82,70
265,3,3:47.0,,Turnover by J. Johnson (offensive foul),82,70
266,3,3:47.0,,L. Williams enters the game for D. DeRozan,82,70
267,3,3:47.0,D. Wright enters the game for N. Batum,,82,70
268,3,3:36.0,D. Lillard makes 3-pt jump shot from 24 ft (assist by L. Aldridge),,85,70
269,3,3:19.0,,K. Lowry misses 2-pt layup from 2 ft,85,70
270,3,3:18.0,,Offensive rebound by A. Johnson,85,70
271,3,3:16.0,,A. Johnson makes 2-pt tip-in from 1 ft,85,72
272,3,2:56.0,D. Lillard misses 3-pt jump shot from 24 ft,,85,72
273,3,2:54.0,,Defensive rebound by K. Lowry,85,72
274,3,2:49.0,,A. Johnson makes 2-pt dunk at rim (assist by K. Lowry),85,74
275,3,2:49.0,Portland full timeout,,85,74
276,3,2:49.0,S. Blake enters the game for D. Lillard,,85,74
277,3,2:31.0,D. Wright makes 3-pt jump shot from 24 ft (assist by L. Aldridge),,88,74
278,3,2:10.0,,A. Johnson makes 2-pt hook shot from 3 ft (assist by L. Williams),88,76
279,3,1:44.0,S. Blake misses 3-pt jump shot from 24 ft,,88,76
280,3,1:42.0,,Defensive rebound by J. Johnson,88,76
281,3,1:32.0,,K. Lowry misses 2-pt jump shot from 8 ft,88,76
282,3,1:31.0,,Offensive rebound by A. Johnson,88,76
283,3,1:29.0,,Shooting foul by S. Blake (drawn by L. Williams),88,76
284,3,1:29.0,,L. Williams makes free throw 1 of 3,88,77
285,3,1:29.0,,L. Williams makes free throw 2 of 3,88,78
286,3,1:29.0,,L. Williams makes free throw 3 of 3,88,79
287,3,1:17.0,C. McCollum misses 3-pt jump shot from 24 ft,,88,79
288,3,1:15.0,,Defensive rebound by P. Patterson,88,79
289,3,1:11.0,,Turnover by K. Lowry (bad pass),88,79
290,3,0:53.0,L. Aldridge misses 2-pt jump shot from 7 ft,,88,79
291,3,0:51.0,,Defensive rebound by A. Johnson,88,79
292,3,0:46.0,,Turnover by J. Johnson (traveling),88,79
293,3,0:31.0,C. McCollum misses 2-pt jump shot from 6 ft,,88,79
294,3,0:30.0,Offensive rebound by C. Kaman,,88,79
295,3,0:28.0,S. Blake makes 3-pt jump shot from 22 ft (assist by C. Kaman),,91,79
296,3,0:04.0,,L. Williams misses 3-pt jump shot from 24 ft,91,79
297,3,0:03.0,,Offensive rebound by P. Patterson,91,79
298,3,0:01.0,,P. Patterson misses 2-pt layup from 2 ft (block by C. Kaman),91,79
299,3,0:01.0,Defensive rebound by S. Blake,,91,79
300,3,0:00.0,S. Blake misses 3-pt jump shot from 49 ft,,91,79
301,3,0:00.0,Offensive rebound by Team,,91,79
302,4,11:45.0,C. Kaman makes 2-pt layup from 2 ft,,93,79
303,4,11:31.0,,P. Patterson misses 3-pt jump shot from 24 ft,93,79
304,4,11:30.0,,Offensive rebound by J. Johnson,93,79
305,4,11:28.0,,Turnover by J. Johnson (bad pass; steal by D. Lillard),93,79
306,4,11:25.0,N. Batum misses 2-pt layup from 1 ft (block by G. Vásquez),,93,79
307,4,11:25.0,Offensive rebound by Team,,93,79
308,4,11:22.0,D. Lillard misses 3-pt jump shot from 23 ft,,93,79
309,4,11:20.0,,Defensive rebound by T. Hansbrough,93,79
310,4,11:14.0,,L. Williams misses 2-pt layup from 1 ft (block by C. Kaman),93,79
311,4,11:14.0,,Offensive rebound by Team,93,79
312,4,11:08.0,,T. Hansbrough makes 2-pt dunk at rim (assist by P. Patterson),93,81
313,4,10:46.0,Turnover by D. Wright (bad pass),,93,81
314,4,10:30.0,,Turnover by G. Vásquez (bad pass; steal by D. Wright),93,81
315,4,10:16.0,Turnover by D. Lillard (lost ball; steal by G. Vásquez),,93,81
316,4,9:58.0,,J. Johnson makes 2-pt layup from 2 ft (assist by G. Vásquez),93,83
317,4,9:34.0,Turnover by S. Blake (bad pass; steal by T. Hansbrough),,93,83
318,4,9:28.0,A. Afflalo enters the game for S. Blake,,93,83
319,4,9:09.0,,Turnover by Team (shot clock),93,83
320,4,8:50.0,A. Afflalo misses 2-pt jump shot from 18 ft (block by J. Johnson),,93,83
321,4,8:48.0,,Defensive rebound by P. Patterson,93,83
322,4,8:39.0,,G. Vásquez makes 2-pt jump shot from 13 ft (assist by J. Johnson),93,85
323,4,8:39.0,Portland full timeout,,93,85
324,4,8:39.0,R. Lopez enters the game for C. Kaman,,93,85
325,4,8:22.0,Shooting foul by J. Johnson (drawn by R. Lopez),,93,85
326,4,8:22.0,R. Lopez misses free throw 1 of 2,,93,85
327,4,8:22.0,Offensive rebound by Team,,93,85
328,4,8:22.0,R. Lopez makes free throw 2 of 2,,94,85
329,4,8:12.0,,G. Vásquez misses 2-pt jump shot from 12 ft (block by R. Lopez),94,85
330,4,8:09.0,Defensive rebound by D. Lillard,,94,85
331,4,8:00.0,A. Afflalo makes 3-pt jump shot from 22 ft (assist by N. Batum),,97,85
332,4,7:40.0,,Personal foul by N. Batum (drawn by G. Vásquez),97,85
333,4,7:29.0,,G. Vásquez misses 3-pt jump shot from 24 ft,97,85
334,4,7:24.0,Defensive rebound by N. Batum,,97,85
335,4,7:20.0,D. Wright makes 2-pt dunk at rim (assist by N. Batum),,99,85
336,4,7:16.0,,Toronto full timeout,99,85
337,4,7:16.0,,D. DeRozan enters the game for P. Patterson,99,85
338,4,7:16.0,,A. Johnson enters the game for G. Vásquez,99,85
339,4,7:16.0,,K. Lowry enters the game for T. Hansbrough,99,85
340,4,7:05.0,,D. DeRozan misses 2-pt jump shot from 11 ft,99,85
341,4,7:04.0,Defensive rebound by N. Batum,,99,85
342,4,6:48.0,D. Wright makes 2-pt dunk at rim (assist by N. Batum),,101,85
343,4,6:29.0,,Turnover by A. Johnson (lost ball; steal by N. Batum),101,85
344,4,6:25.0,D. Lillard misses 2-pt layup from 2 ft,,101,85
345,4,6:23.0,,Defensive rebound by J. Johnson,101,85
346,4,6:20.0,,Shooting foul by N. Batum (drawn by L. Williams),101,85
347,4,6:20.0,,L. Williams makes free throw 1 of 2,101,86
348,4,6:20.0,S. Blake enters the game for D. Lillard,,101,86
349,4,6:20.0,L. Aldridge enters the game for D. Wright,,101,86
350,4,6:20.0,,L. Williams misses free throw 2 of 2,101,86
351,4,6:20.0,Defensive rebound by R. Lopez,,101,86
352,4,5:56.0,L. Aldridge makes 2-pt jump shot from 9 ft,,103,86
353,4,5:42.0,,L. Williams makes 2-pt jump shot from 16 ft,103,88
354,4,5:17.0,L. Aldridge misses 2-pt jump shot from 14 ft,,103,88
355,4,5:15.0,,Defensive rebound by A. Johnson,103,88
356,4,5:10.0,,K. Lowry misses 3-pt jump shot from 25 ft,103,88
357,4,5:08.0,Defensive rebound by L. Aldridge,,103,88
358,4,4:49.0,L. Aldridge makes 2-pt jump shot from 15 ft (assist by N. Batum),,105,88
359,4,4:39.0,,Shooting foul by R. Lopez (drawn by D. DeRozan),105,88
360,4,4:39.0,,D. DeRozan makes free throw 1 of 2,105,89
361,4,4:39.0,,D. DeRozan misses free throw 2 of 2,105,89
362,4,4:38.0,Defensive rebound by L. Aldridge,,105,89
363,4,4:23.0,A. Afflalo misses 3-pt jump shot from 24 ft,,105,89
364,4,4:21.0,Offensive rebound by S. Blake,,105,89
365,4,4:11.0,L. Aldridge makes 2-pt hook shot from 11 ft,,107,89
366,4,4:11.0,Shooting foul by J. Johnson (drawn by L. Aldridge),,107,89
367,4,4:11.0,,G. Vásquez enters the game for L. Williams,107,89
368,4,4:11.0,D. Lillard enters the game for N. Batum,,107,89
369,4,4:11.0,L. Aldridge misses free throw 1 of 1,,107,89
370,4,4:10.0,,Defensive rebound by A. Johnson,107,89
371,4,4:01.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by A. Johnson),107,91
372,4,3:47.0,D. Lillard makes 2-pt layup from 2 ft,,109,91
373,4,3:29.0,,K. Lowry misses 3-pt jump shot from 23 ft,109,91
374,4,3:27.0,Defensive rebound by S. Blake,,109,91
375,4,3:27.0,Personal foul by K. Lowry (drawn by S. Blake),,109,91
376,4,3:27.0,,J. Valančiūnas enters the game for A. Johnson,109,91
377,4,3:27.0,,P. Patterson enters the game for J. Johnson,109,91
378,4,3:12.0,A. Afflalo misses 2-pt jump shot from 14 ft,,109,91
