,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DETROIT_ACTION,LA CLIPPERS_SCORE,DETROIT_SCORE
36,1,7:33.0,,G. Monroe makes free throw 2 of 2,9,7
37,1,7:21.0,H. Türkoğlu misses 3-pt jump shot from 25 ft,,9,7
38,1,7:20.0,,Defensive rebound by A. Drummond,9,7
39,1,7:00.0,,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by J. Smith),9,10
40,1,6:41.0,Def 3 sec tech foul by A. Drummond,,9,10
41,1,6:41.0,J. Redick makes technical free throw,,10,10
42,1,6:39.0,Turnover by H. Türkoğlu (bad pass; steal by A. Drummond),,10,10
43,1,6:34.0,,A. Drummond makes 2-pt dunk at rim,10,12
44,1,6:15.0,Turnover by J. Redick (bad pass; steal by J. Smith),,10,12
45,1,6:11.0,,J. Smith makes 2-pt dunk at rim,10,14
46,1,5:57.0,H. Türkoğlu misses 3-pt jump shot from 24 ft,,10,14
47,1,5:57.0,,Defensive rebound by Team,10,14
48,1,5:57.0,,Detroit full timeout,10,14
49,1,5:45.0,,Shooting foul by H. Türkoğlu (drawn by J. Smith),10,14
50,1,5:45.0,,J. Smith makes free throw 1 of 2,10,15
51,1,5:45.0,,J. Smith makes free throw 2 of 2,10,16
52,1,5:29.0,H. Türkoğlu makes 3-pt jump shot from 23 ft (assist by B. Griffin),,13,16
53,1,5:09.0,,D. Augustin makes 2-pt jump shot from 23 ft,13,18
54,1,4:53.0,B. Griffin misses 2-pt jump shot from 4 ft (block by J. Smith),,13,18
55,1,4:53.0,Offensive rebound by Team,,13,18
56,1,4:44.0,D. Jordan misses 2-pt jump shot from 3 ft (block by J. Smith),,13,18
57,1,4:42.0,,Defensive rebound by A. Drummond,13,18
58,1,4:31.0,,G. Monroe misses 2-pt layup at rim,13,18
59,1,4:30.0,,Offensive rebound by G. Monroe,13,18
60,1,4:29.0,,G. Monroe misses 2-pt tip-in at rim,13,18
61,1,4:28.0,Defensive rebound by J. Redick,,13,18
62,1,4:15.0,J. Redick makes 3-pt jump shot from 24 ft (assist by B. Griffin),,16,18
63,1,4:09.0,,Detroit full timeout,16,18
64,1,4:09.0,J. Crawford enters the game for J. Redick,,16,18
65,1,4:09.0,,C. Butler enters the game for G. Monroe,16,18
66,1,3:54.0,,Shooting foul by B. Griffin (drawn by A. Drummond),16,18
67,1,3:54.0,,A. Drummond misses free throw 1 of 2,16,18
68,1,3:54.0,,Offensive rebound by Team,16,18
69,1,3:54.0,,A. Drummond misses free throw 2 of 2,16,18
70,1,3:53.0,,Offensive rebound by C. Butler,16,18
71,1,3:43.0,,C. Butler misses 2-pt jump shot from 18 ft,16,18
72,1,3:42.0,,Offensive rebound by A. Drummond,16,18
73,1,3:41.0,,Shooting foul by D. Jordan (drawn by A. Drummond),16,18
74,1,3:41.0,,A. Drummond makes free throw 1 of 2,16,19
75,1,3:41.0,,A. Drummond makes free throw 2 of 2,16,20
76,1,3:30.0,C. Paul misses 2-pt jump shot from 4 ft (block by A. Drummond),,16,20
77,1,3:28.0,Offensive rebound by B. Griffin,,16,20
78,1,3:20.0,H. Türkoğlu makes 3-pt jump shot from 25 ft (assist by C. Paul),,19,20
79,1,2:53.0,,A. Drummond makes 2-pt dunk at rim (assist by D. Augustin),19,22
80,1,2:39.0,S. Hawes enters the game for D. Jordan,,19,22
81,1,2:36.0,J. Crawford makes 2-pt layup from 1 ft (assist by C. Paul),,21,22
82,1,2:15.0,,Turnover by C. Butler (traveling),21,22
83,1,2:01.0,C. Paul makes 2-pt layup at rim,,23,22
84,1,1:49.0,,Turnover by A. Drummond (lost ball),23,22
85,1,1:39.0,B. Griffin misses 2-pt jump shot from 20 ft,,23,22
86,1,1:38.0,,Defensive rebound by J. Smith,23,22
87,1,1:31.0,,A. Drummond makes 2-pt layup from 1 ft (assist by J. Smith),23,24
88,1,1:18.0,J. Crawford makes 2-pt jump shot from 20 ft (assist by B. Griffin),,25,24
89,1,0:58.0,,Turnover by D. Augustin (lost ball),25,24
90,1,0:58.0,J. Farmar enters the game for C. Paul,,25,24
91,1,0:50.0,Offensive foul by J. Crawford (drawn by D. Augustin),,25,24
92,1,0:50.0,Turnover by J. Crawford (offensive foul),,25,24
93,1,0:50.0,G. Davis enters the game for B. Griffin,,25,24
94,1,0:35.0,,C. Butler misses 3-pt jump shot from 23 ft,25,24
95,1,0:34.0,Defensive rebound by S. Hawes,,25,24
96,1,0:26.0,J. Crawford misses 3-pt jump shot from 26 ft,,25,24
97,1,0:25.0,,Defensive rebound by A. Drummond,25,24
98,1,0:05.0,,D. Augustin makes 2-pt jump shot from 4 ft,25,26
99,1,0:05.0,,Shooting foul by J. Farmar (drawn by D. Augustin),25,26
100,1,0:05.0,,D. Augustin makes free throw 1 of 1,25,27
101,1,0:01.0,J. Crawford misses 3-pt jump shot from 45 ft,,25,27
102,1,0:00.0,Offensive rebound by Team,,25,27
103,2,11:51.0,Personal foul by K. Caldwell-Pope (drawn by J. Farmar),,25,27
104,2,11:51.0,,K. Singler enters the game for K. Caldwell-Pope,25,27
105,2,11:34.0,S. Hawes misses 2-pt jump shot from 17 ft,,25,27
106,2,11:33.0,,Defensive rebound by C. Butler,25,27
107,2,11:24.0,,Turnover by K. Singler (bad pass; steal by J. Farmar),25,27
108,2,11:19.0,J. Farmar misses 2-pt layup from 1 ft,,25,27
109,2,11:19.0,,Defensive rebound by J. Jerebko,25,27
110,2,11:01.0,,Shooting foul by G. Davis (drawn by G. Monroe),25,27
111,2,11:01.0,,G. Monroe misses free throw 1 of 2,25,27
112,2,11:01.0,,Offensive rebound by Team,25,27
113,2,11:01.0,,G. Monroe makes free throw 2 of 2,25,28
114,2,10:53.0,Shooting foul by K. Singler (drawn by J. Crawford),,25,28
115,2,10:53.0,J. Crawford makes free throw 1 of 2,,26,28
116,2,10:53.0,J. Crawford makes free throw 2 of 2,,27,28
117,2,10:33.0,,K. Singler makes 2-pt dunk at rim (assist by G. Monroe),27,30
118,2,10:19.0,R. Bullock misses 3-pt jump shot from 23 ft,,27,30
119,2,10:18.0,,Defensive rebound by J. Jerebko,27,30
120,2,10:11.0,,J. Jerebko misses 3-pt jump shot from 26 ft,27,30
121,2,10:10.0,Defensive rebound by R. Bullock,,27,30
122,2,10:04.0,Turnover by J. Farmar (bad pass; steal by G. Monroe),,27,30
123,2,9:59.0,,K. Singler makes 2-pt dunk at rim (assist by S. Dinwiddie),27,32
124,2,9:44.0,J. Crawford misses 2-pt jump shot from 5 ft,,27,32
125,2,9:43.0,,Defensive rebound by C. Butler,27,32
126,2,9:36.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft,27,35
127,2,9:16.0,S. Hawes misses 2-pt jump shot from 14 ft,,27,35
128,2,9:16.0,,Defensive rebound by G. Monroe,27,35
129,2,9:02.0,,S. Dinwiddie makes 2-pt layup at rim,27,37
130,2,8:56.0,LA Clippers full timeout,,27,37
131,2,8:46.0,G. Davis makes 2-pt layup at rim (assist by J. Crawford),,29,37
132,2,8:26.0,,J. Jerebko misses 2-pt layup from 1 ft,29,37
133,2,8:24.0,,Offensive rebound by G. Monroe,29,37
134,2,8:23.0,,G. Monroe misses 2-pt tip-in from 1 ft,29,37
135,2,8:21.0,Defensive rebound by S. Hawes,,29,37
136,2,8:12.0,S. Hawes misses 2-pt jump shot from 6 ft,,29,37
137,2,8:11.0,,Defensive rebound by G. Monroe,29,37
138,2,8:00.0,C. Paul enters the game for J. Farmar,,29,37
139,2,7:48.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,29,37
140,2,7:47.0,Defensive rebound by S. Hawes,,29,37
141,2,7:41.0,Shooting foul by K. Singler (drawn by J. Crawford),,29,37
142,2,7:41.0,,Technical foul by K. Singler,29,37
143,2,7:41.0,C. Paul makes technical free throw,,30,37
144,2,7:41.0,J. Crawford makes free throw 1 of 2,,31,37
145,2,7:41.0,,C. Martin enters the game for K. Singler,31,37
146,2,7:41.0,J. Crawford makes free throw 2 of 2,,32,37
147,2,7:19.0,,Turnover by G. Monroe (lost ball; steal by R. Bullock),32,37
148,2,6:57.0,S. Hawes misses 2-pt jump shot from 4 ft,,32,37
149,2,6:56.0,,Defensive rebound by G. Monroe,32,37
150,2,6:48.0,,C. Martin misses 3-pt jump shot from 25 ft,32,37
151,2,6:47.0,Defensive rebound by Team,,32,37
152,2,6:42.0,J. Redick enters the game for R. Bullock,,32,37
153,2,6:42.0,B. Griffin enters the game for S. Hawes,,32,37
154,2,6:42.0,D. Jordan enters the game for G. Davis,,32,37
155,2,6:42.0,,A. Drummond enters the game for J. Jerebko,32,37
156,2,6:32.0,B. Griffin misses 2-pt jump shot from 18 ft,,32,37
157,2,6:31.0,Offensive rebound by Team,,32,37
158,2,6:23.0,J. Crawford makes 3-pt jump shot from 26 ft (assist by C. Paul),,35,37
159,2,5:58.0,,Turnover by A. Drummond (step out of bounds),35,37
160,2,5:58.0,Official timeout,,35,37
161,2,5:58.0,,J. Smith enters the game for G. Monroe,35,37
162,2,5:58.0,,D. Augustin enters the game for C. Butler,35,37
163,2,5:58.0,,K. Caldwell-Pope enters the game for S. Dinwiddie,35,37
164,2,5:42.0,B. Griffin misses 2-pt layup at rim,,35,37
165,2,5:41.0,,Defensive rebound by J. Smith,35,37
166,2,5:29.0,,D. Augustin makes 2-pt jump shot from 7 ft,35,39
167,2,5:29.0,,Shooting foul by J. Redick (drawn by D. Augustin),35,39
168,2,5:29.0,,D. Augustin makes free throw 1 of 1,35,40
169,2,5:22.0,Personal foul by C. Martin (drawn by J. Redick),,35,40
170,2,5:11.0,J. Redick makes 2-pt jump shot from 5 ft (assist by C. Paul),,37,40
171,2,4:54.0,,C. Martin misses 3-pt jump shot from 23 ft,37,40
172,2,4:53.0,Defensive rebound by C. Paul,,37,40
173,2,4:46.0,C. Paul makes 3-pt jump shot from 26 ft,,40,40
174,2,4:24.0,,Turnover by K. Caldwell-Pope (lost ball; steal by J. Crawford),40,40
175,2,4:19.0,J. Redick makes 2-pt layup at rim (assist by B. Griffin),,42,40
176,2,3:58.0,,J. Smith misses 2-pt jump shot from 17 ft,42,40
177,2,3:57.0,Defensive rebound by J. Redick,,42,40
178,2,3:55.0,Turnover by J. Redick (bad pass),,42,40
179,2,3:36.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,42,40
180,2,3:35.0,Defensive rebound by B. Griffin,,42,40
181,2,3:30.0,J. Crawford misses 3-pt jump shot from 23 ft,,42,40
182,2,3:29.0,,Defensive rebound by J. Smith,42,40
183,2,3:24.0,,Personal foul by C. Paul (drawn by A. Drummond),42,40
184,2,3:17.0,,Shooting foul by D. Jordan (drawn by A. Drummond),42,40
185,2,3:17.0,,A. Drummond makes free throw 1 of 2,42,41
186,2,3:17.0,,A. Drummond makes free throw 2 of 2,42,42
187,2,3:16.0,Technical foul by D. Jordan,,42,42
188,2,3:16.0,,D. Augustin makes technical free throw,42,43
189,2,3:01.0,Turnover by C. Paul (bad pass; steal by A. Drummond),,42,43
190,2,2:54.0,,Detroit full timeout,42,43
191,2,2:48.0,,J. Smith makes 2-pt dunk at rim (assist by D. Augustin),42,45
192,2,2:29.0,Personal foul by J. Smith (drawn by B. Griffin),,42,45
193,2,2:29.0,B. Griffin makes free throw 1 of 2,,43,45
194,2,2:29.0,B. Griffin makes free throw 2 of 2,,44,45
195,2,2:08.0,,J. Smith makes 2-pt jump shot from 19 ft (assist by D. Augustin),44,47
196,2,1:44.0,B. Griffin misses 2-pt jump shot from 18 ft,,44,47
197,2,1:43.0,,Defensive rebound by A. Drummond,44,47
198,2,1:32.0,,D. Augustin makes 2-pt jump shot from 18 ft,44,49
199,2,1:12.0,Turnover by J. Redick (lost ball),,44,49
200,2,1:12.0,S. Hawes enters the game for D. Jordan,,44,49
201,2,1:12.0,,S. Dinwiddie enters the game for K. Caldwell-Pope,44,49
202,2,0:58.0,,J. Smith misses 2-pt jump shot from 4 ft,44,49
203,2,0:56.0,Defensive rebound by S. Hawes,,44,49
204,2,0:52.0,C. Paul misses 3-pt jump shot from 26 ft,,44,49
205,2,0:50.0,Offensive rebound by B. Griffin,,44,49
206,2,0:48.0,B. Griffin makes 2-pt layup at rim,,46,49
207,2,0:48.0,Shooting foul by J. Smith (drawn by B. Griffin),,46,49
208,2,0:48.0,,J. Jerebko enters the game for J. Smith,46,49
209,2,0:48.0,,Technical foul by J. Smith,46,49
210,2,0:48.0,J. Redick makes technical free throw,,47,49
211,2,0:48.0,B. Griffin makes free throw 1 of 1,,48,49
212,2,0:38.0,,D. Augustin makes 2-pt layup at rim,48,51
213,2,0:31.0,Turnover by C. Paul (bad pass; steal by J. Jerebko),,48,51
214,2,0:05.0,,D. Augustin misses 3-pt jump shot from 25 ft,48,51
215,2,0:03.0,,Offensive rebound by J. Jerebko,48,51
216,2,0:01.0,,C. Martin misses 3-pt jump shot from 26 ft,48,51
217,2,0:00.0,Defensive rebound by B. Griffin,,48,51
218,3,11:46.0,B. Griffin makes 2-pt layup at rim (assist by C. Paul),,50,51
219,3,11:24.0,,G. Monroe misses 2-pt jump shot from 4 ft (block by D. Jordan),50,51
220,3,11:23.0,Defensive rebound by J. Redick,,50,51
221,3,11:18.0,J. Redick misses 3-pt jump shot from 26 ft,,50,51
222,3,11:16.0,,Defensive rebound by D. Augustin,50,51
223,3,11:05.0,,J. Smith misses 2-pt jump shot from 6 ft,50,51
224,3,11:04.0,Defensive rebound by D. Jordan,,50,51
225,3,10:52.0,B. Griffin misses 2-pt jump shot from 20 ft,,50,51
226,3,10:51.0,Offensive rebound by D. Jordan,,50,51
227,3,10:46.0,Turnover by B. Griffin (bad pass; steal by J. Smith),,50,51
228,3,10:29.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by J. Smith),50,54
229,3,10:08.0,J. Redick misses 2-pt jump shot from 21 ft,,50,54
230,3,10:07.0,,Defensive rebound by G. Monroe,50,54
231,3,9:56.0,,Turnover by D. Augustin (bad pass; steal by R. Bullock),50,54
232,3,9:51.0,R. Bullock makes 2-pt layup at rim,,52,54
233,3,9:23.0,,Turnover by Team (shot clock),52,54
234,3,9:15.0,Personal foul by G. Monroe (drawn by B. Griffin),,52,54
235,3,9:09.0,B. Griffin misses 2-pt hook shot from 5 ft (block by A. Drummond),,52,54
236,3,9:06.0,Offensive rebound by C. Paul,,52,54
237,3,9:01.0,B. Griffin misses 2-pt jump shot from 4 ft,,52,54
238,3,9:00.0,Offensive rebound by B. Griffin,,52,54
239,3,8:59.0,B. Griffin makes 2-pt layup at rim,,54,54
240,3,8:38.0,,A. Drummond misses 2-pt layup at rim,54,54
241,3,8:37.0,,Offensive rebound by A. Drummond,54,54
242,3,8:36.0,,A. Drummond misses 2-pt layup at rim,54,54
243,3,8:35.0,Defensive rebound by D. Jordan,,54,54
244,3,8:24.0,B. Griffin misses 2-pt jump shot from 16 ft,,54,54
245,3,8:23.0,,Defensive rebound by G. Monroe,54,54
246,3,8:19.0,,A. Drummond makes 2-pt layup at rim (assist by D. Augustin),54,56
247,3,8:19.0,,Shooting foul by J. Redick (drawn by A. Drummond),54,56
248,3,8:19.0,,A. Drummond misses free throw 1 of 1,54,56
249,3,8:19.0,Defensive rebound by D. Jordan,,54,56
250,3,8:04.0,J. Redick misses 3-pt jump shot from 26 ft,,54,56
251,3,8:03.0,,Defensive rebound by Team,54,56
252,3,7:43.0,,K. Caldwell-Pope misses 2-pt jump shot from 15 ft,54,56
253,3,7:42.0,,Offensive rebound by A. Drummond,54,56
254,3,7:40.0,,A. Drummond makes 2-pt layup at rim,54,58
255,3,7:22.0,C. Paul makes 2-pt jump shot from 19 ft,,56,58
256,3,6:57.0,,J. Smith misses 2-pt hook shot from 6 ft,56,58
257,3,6:55.0,Defensive rebound by B. Griffin,,56,58
258,3,6:38.0,C. Paul makes 2-pt jump shot from 6 ft,,58,58
259,3,6:38.0,,Detroit full timeout,58,58
260,3,6:17.0,,J. Smith makes 2-pt layup from 1 ft,58,60
261,3,5:46.0,R. Bullock misses 3-pt jump shot from 26 ft,,58,60
262,3,5:45.0,,Defensive rebound by Team,58,60
263,3,5:20.0,,G. Monroe makes 2-pt hook shot from 4 ft,58,62
264,3,4:55.0,B. Griffin makes 2-pt jump shot from 16 ft,,60,62
265,3,4:28.0,,J. Smith misses 2-pt jump shot from 18 ft,60,62
266,3,4:28.0,Defensive rebound by Team,,60,62
267,3,4:28.0,H. Türkoğlu enters the game for R. Bullock,,60,62
268,3,4:28.0,J. Crawford enters the game for J. Redick,,60,62
269,3,4:12.0,Personal foul by G. Monroe (drawn by B. Griffin),,60,62
270,3,4:00.0,C. Paul makes 3-pt jump shot from 27 ft (assist by J. Crawford),,63,62
271,3,3:38.0,,C. Butler enters the game for G. Monroe,63,62
272,3,3:35.0,,J. Smith misses 2-pt jump shot from 18 ft,63,62
273,3,3:34.0,,Offensive rebound by Team,63,62
274,3,3:22.0,,D. Augustin makes 3-pt jump shot from 26 ft,63,65
275,3,3:08.0,J. Crawford misses 3-pt jump shot from 26 ft,,63,65
276,3,3:07.0,,Defensive rebound by A. Drummond,63,65
277,3,3:02.0,,K. Caldwell-Pope makes 2-pt layup at rim (assist by J. Smith),63,67
278,3,3:02.0,LA Clippers full timeout,,63,67
279,3,2:47.0,B. Griffin misses 2-pt hook shot from 5 ft,,63,67
280,3,2:46.0,Offensive rebound by D. Jordan,,63,67
281,3,2:44.0,D. Jordan misses 2-pt tip-in at rim,,63,67
282,3,2:43.0,,Defensive rebound by C. Butler,63,67
283,3,2:31.0,,Turnover by J. Smith (lost ball; steal by C. Paul),63,67
284,3,2:23.0,Shooting foul by D. Augustin (drawn by C. Paul),,63,67
285,3,2:23.0,C. Paul makes 2-pt jump shot from 6 ft,,65,67
286,3,2:23.0,C. Paul makes free throw 1 of 1,,66,67
287,3,2:03.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,66,67
288,3,2:02.0,,Offensive rebound by J. Smith,66,67
289,3,1:56.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft,66,70
290,3,1:31.0,C. Paul makes 2-pt jump shot from 17 ft,,68,70
291,3,1:05.0,,D. Augustin misses 2-pt jump shot from 19 ft,68,70
292,3,1:03.0,Defensive rebound by D. Jordan,,68,70
293,3,0:59.0,Personal foul by C. Butler (drawn by C. Paul),,68,70
294,3,0:47.0,B. Griffin misses 2-pt layup at rim,,68,70
295,3,0:46.0,Offensive rebound by D. Jordan,,68,70
296,3,0:46.0,D. Jordan makes 2-pt dunk at rim,,70,70
297,3,0:36.0,,Personal foul by B. Griffin (drawn by J. Smith),70,70
298,3,0:30.0,,C. Butler makes 3-pt jump shot from 24 ft (assist by J. Smith),70,73
299,3,0:07.0,C. Paul makes 2-pt jump shot from 17 ft,,72,73
300,3,0:02.0,,J. Smith misses 2-pt layup at rim,72,73
301,3,0:01.0,,Offensive rebound by A. Drummond,72,73
302,3,0:01.0,,A. Drummond misses 2-pt tip-in at rim,72,73
303,3,0:00.0,,Offensive rebound by Team,72,73
304,4,11:34.0,,D. Augustin misses 3-pt jump shot from 26 ft,72,73
305,4,11:33.0,Defensive rebound by S. Hawes,,72,73
306,4,11:25.0,Personal foul by J. Smith (drawn by C. Paul),,72,73
307,4,11:25.0,,J. Jerebko enters the game for J. Smith,72,73
308,4,11:25.0,,G. Monroe enters the game for A. Drummond,72,73
309,4,11:10.0,S. Hawes makes 2-pt jump shot from 16 ft (assist by H. Türkoğlu),,74,73
310,4,10:46.0,,Turnover by G. Monroe (bad pass; steal by S. Hawes),74,73
311,4,10:37.0,Turnover by S. Hawes (bad pass),,74,73
312,4,10:16.0,,D. Augustin misses 3-pt jump shot from 23 ft,74,73
313,4,10:15.0,Defensive rebound by S. Hawes,,74,73
314,4,10:09.0,C. Paul misses 2-pt jump shot from 6 ft,,74,73
315,4,10:07.0,,Defensive rebound by J. Jerebko,74,73
316,4,9:57.0,Offensive charge foul by D. Augustin (drawn by G. Davis),,74,73
317,4,9:57.0,,Turnover by D. Augustin (offensive foul),74,73
318,4,9:57.0,J. Farmar enters the game for C. Paul,,74,73
319,4,9:57.0,,S. Dinwiddie enters the game for D. Augustin,74,73
320,4,9:43.0,Turnover by H. Türkoğlu (step out of bounds),,74,73
321,4,9:26.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,74,73
322,4,9:25.0,Defensive rebound by S. Hawes,,74,73
323,4,9:05.0,J. Crawford makes 2-pt layup at rim,,76,73
324,4,8:50.0,,K. Caldwell-Pope makes 2-pt jump shot from 20 ft (assist by S. Dinwiddie),76,75
325,4,8:32.0,H. Türkoğlu misses 3-pt jump shot from 24 ft,,76,75
326,4,8:31.0,Offensive rebound by J. Farmar,,76,75
327,4,8:24.0,J. Crawford makes 3-pt jump shot from 24 ft (assist by S. Hawes),,79,75
328,4,8:08.0,,Personal foul by H. Türkoğlu (drawn by C. Butler),79,75
329,4,8:08.0,Official timeout,,79,75
330,4,8:01.0,,Turnover by K. Caldwell-Pope (traveling),79,75
331,4,7:49.0,J. Crawford misses 2-pt jump shot from 7 ft,,79,75
332,4,7:48.0,Offensive rebound by J. Crawford,,79,75
333,4,7:45.0,J. Crawford makes 2-pt tip-in at rim,,81,75
334,4,7:29.0,,Turnover by C. Butler (bad pass; steal by J. Farmar),81,75
335,4,7:15.0,G. Davis makes 2-pt layup at rim (assist by J. Crawford),,83,75
336,4,6:59.0,,J. Jerebko makes 2-pt jump shot from 20 ft (assist by S. Dinwiddie),83,77
337,4,6:42.0,J. Crawford misses 3-pt jump shot from 26 ft,,83,77
338,4,6:42.0,,Defensive rebound by G. Monroe,83,77
339,4,6:30.0,,S. Dinwiddie makes 2-pt hook shot from 6 ft,83,79
340,4,6:16.0,Shooting foul by J. Jerebko (drawn by S. Hawes),,83,79
341,4,6:16.0,S. Hawes makes free throw 1 of 2,,84,79
342,4,6:16.0,,J. Smith enters the game for G. Monroe,84,79
343,4,6:16.0,,K. Singler enters the game for C. Butler,84,79
344,4,6:16.0,,A. Drummond enters the game for J. Jerebko,84,79
345,4,6:16.0,D. Jordan enters the game for G. Davis,,84,79
346,4,6:16.0,S. Hawes makes free throw 2 of 2,,85,79
347,4,6:02.0,,J. Smith misses 2-pt layup at rim,85,79
348,4,6:01.0,Defensive rebound by J. Farmar,,85,79
349,4,5:49.0,H. Türkoğlu makes 3-pt jump shot from 26 ft (assist by S. Hawes),,88,79
350,4,5:27.0,,K. Singler makes 3-pt jump shot from 26 ft (assist by J. Smith),88,82
351,4,5:07.0,J. Farmar makes 3-pt jump shot from 22 ft (assist by J. Crawford),,91,82
352,4,4:50.0,,A. Drummond misses 2-pt hook shot from 7 ft,91,82
353,4,4:48.0,Defensive rebound by S. Hawes,,91,82
354,4,4:36.0,J. Crawford makes 2-pt layup at rim,,93,82
355,4,4:16.0,,J. Smith misses 2-pt jump shot from 17 ft,93,82
356,4,4:15.0,Defensive rebound by J. Crawford,,93,82
357,4,3:54.0,H. Türkoğlu misses 2-pt jump shot from 17 ft,,93,82
358,4,3:53.0,,Defensive rebound by A. Drummond,93,82
359,4,3:46.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft,93,85
360,4,3:20.0,Turnover by H. Türkoğlu (lost ball; steal by K. Singler),,93,85
361,4,3:15.0,,Shooting foul by J. Farmar (drawn by A. Drummond),93,85
362,4,3:15.0,,Detroit full timeout,93,85
363,4,3:15.0,J. Redick enters the game for H. Türkoğlu,,93,85
364,4,3:15.0,B. Griffin enters the game for S. Hawes,,93,85
365,4,3:15.0,C. Paul enters the game for J. Farmar,,93,85
366,4,3:15.0,,D. Augustin enters the game for K. Singler,93,85
367,4,3:15.0,,A. Drummond makes free throw 1 of 2,93,86
368,4,3:15.0,,A. Drummond misses free throw 2 of 2,93,86
369,4,3:15.0,,Offensive rebound by K. Caldwell-Pope,93,86
370,4,3:10.0,,D. Augustin makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),93,89
371,4,2:50.0,J. Crawford misses 2-pt jump shot from 17 ft,,93,89
372,4,2:49.0,,Defensive rebound by A. Drummond,93,89
373,4,2:39.0,,J. Smith makes 2-pt layup at rim (assist by S. Dinwiddie),93,91
374,4,2:39.0,LA Clippers full timeout,,93,91
375,4,2:25.0,B. Griffin makes 2-pt dunk at rim (assist by C. Paul),,95,91
376,4,2:12.0,,Personal foul by C. Paul (drawn by D. Augustin),95,91
377,4,2:03.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,95,91
378,4,2:02.0,Defensive rebound by J. Redick,,95,91
379,4,1:48.0,C. Paul makes 3-pt jump shot from 26 ft (assist by B. Griffin),,98,91
380,4,1:48.0,,Detroit full timeout,98,91
381,4,1:33.0,,S. Dinwiddie misses 2-pt layup at rim (block by D. Jordan),98,91
382,4,1:33.0,,Offensive rebound by Team,98,91
383,4,1:18.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft (block by J. Crawford),98,91
384,4,1:16.0,Defensive rebound by J. Crawford,,98,91
