,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,OKLAHOMA CITY_ACTION,MILWAUKEE_SCORE,OKLAHOMA CITY_SCORE
0,1,11:47.0,,Turnover by R. Westbrook (lost ball),0,0
1,1,11:32.0,Turnover by O. Mayo (bad pass; steal by R. Westbrook),,0,0
2,1,11:28.0,,R. Westbrook makes 2-pt layup from 1 ft,0,2
3,1,11:09.0,J. Parker makes 2-pt jump shot from 18 ft,,2,2
4,1,10:51.0,,S. Adams misses 2-pt hook shot from 4 ft,2,2
5,1,10:51.0,,Offensive rebound by Team,2,2
6,1,10:51.0,Loose ball foul by G. Antetokounmpo (drawn by S. Ibaka),,2,2
7,1,10:45.0,,K. Durant misses 3-pt jump shot from 24 ft,2,2
8,1,10:44.0,Defensive rebound by B. Knight,,2,2
9,1,10:33.0,O. Mayo makes 2-pt jump shot from 12 ft (assist by B. Knight),,4,2
10,1,10:20.0,,Personal foul by J. Parker (drawn by K. Durant),4,2
11,1,10:14.0,,R. Westbrook misses 2-pt dunk at rim,4,2
12,1,10:13.0,Defensive rebound by Team,,4,2
13,1,10:04.0,J. Parker misses 2-pt jump shot from 18 ft,,4,2
14,1,10:03.0,,Defensive rebound by K. Durant,4,2
15,1,9:59.0,,Turnover by K. Durant (bad pass),4,2
16,1,9:42.0,L. Sanders makes 2-pt dunk at rim (assist by J. Parker),,6,2
17,1,9:31.0,,Shooting foul by L. Sanders (drawn by K. Durant),6,2
18,1,9:31.0,,K. Durant makes free throw 1 of 2,6,3
19,1,9:31.0,,K. Durant makes free throw 2 of 2,6,4
20,1,9:21.0,Turnover by B. Knight (bad pass; steal by K. Durant),,6,4
21,1,9:15.0,,K. Durant misses 3-pt jump shot from 25 ft,6,4
22,1,9:13.0,,Offensive rebound by S. Ibaka,6,4
23,1,9:11.0,,Shooting foul by L. Sanders (drawn by S. Ibaka),6,4
24,1,9:11.0,,S. Ibaka makes free throw 1 of 2,6,5
25,1,9:11.0,Z. Pachulia enters the game for L. Sanders,,6,5
26,1,9:11.0,,S. Ibaka makes free throw 2 of 2,6,6
27,1,8:56.0,Turnover by O. Mayo (bad pass; steal by S. Ibaka),,6,6
28,1,8:50.0,,Turnover by R. Westbrook (bad pass),6,6
29,1,8:43.0,B. Knight misses 2-pt jump shot from 20 ft,,6,6
30,1,8:42.0,,Defensive rebound by R. Westbrook,6,6
31,1,8:36.0,,R. Westbrook misses 2-pt jump shot from 18 ft,6,6
32,1,8:34.0,Defensive rebound by B. Knight,,6,6
33,1,8:23.0,J. Parker makes 2-pt jump shot from 15 ft (assist by Z. Pachulia),,8,6
34,1,8:08.0,,K. Durant makes 3-pt jump shot from 22 ft (assist by R. Westbrook),8,9
35,1,7:54.0,J. Parker makes 2-pt jump shot from 20 ft (assist by Z. Pachulia),,10,9
36,1,7:38.0,,Personal foul by J. Parker (drawn by K. Durant),10,9
37,1,7:38.0,,K. Durant makes free throw 1 of 2,10,10
38,1,7:38.0,J. Dudley enters the game for J. Parker,,10,10
39,1,7:38.0,,K. Durant makes free throw 2 of 2,10,11
40,1,7:17.0,J. Dudley misses 3-pt jump shot from 24 ft,,10,11
41,1,7:16.0,,Defensive rebound by A. Roberson,10,11
42,1,7:09.0,,S. Ibaka makes 2-pt jump shot from 14 ft (assist by K. Durant),10,13
43,1,7:09.0,,Shooting foul by G. Antetokounmpo (drawn by S. Ibaka),10,13
44,1,7:09.0,,J. Lamb enters the game for K. Durant,10,13
45,1,7:09.0,K. Middleton enters the game for G. Antetokounmpo,,10,13
46,1,7:09.0,,S. Ibaka makes free throw 1 of 1,10,14
47,1,6:49.0,B. Knight misses 3-pt jump shot from 25 ft,,10,14
48,1,6:48.0,,Defensive rebound by A. Roberson,10,14
49,1,6:42.0,,Personal foul by Z. Pachulia (drawn by R. Westbrook),10,14
50,1,6:42.0,Technical foul by O. Mayo,,10,14
51,1,6:42.0,,R. Westbrook makes technical free throw,10,15
52,1,6:42.0,Milwaukee full timeout,,10,15
53,1,6:42.0,,R. Westbrook makes free throw 1 of 2,10,16
54,1,6:42.0,,R. Westbrook makes free throw 2 of 2,10,17
55,1,6:30.0,O. Mayo misses 3-pt jump shot from 22 ft,,10,17
56,1,6:29.0,Offensive rebound by O. Mayo,,10,17
57,1,6:27.0,O. Mayo makes 2-pt layup at rim,,12,17
58,1,6:08.0,,R. Westbrook makes 2-pt jump shot from 14 ft,12,19
59,1,5:46.0,J. Dudley makes 2-pt jump shot from 16 ft (assist by Z. Pachulia),,14,19
60,1,5:34.0,,R. Westbrook misses 2-pt jump shot from 12 ft,14,19
61,1,5:33.0,Defensive rebound by O. Mayo,,14,19
62,1,5:29.0,Shooting foul by A. Roberson (drawn by B. Knight),,14,19
63,1,5:29.0,B. Knight misses free throw 1 of 2,,14,19
64,1,5:29.0,Offensive rebound by Team,,14,19
65,1,5:29.0,,P. Jones enters the game for S. Ibaka,14,19
66,1,5:29.0,B. Knight makes free throw 2 of 2,,15,19
67,1,5:11.0,,P. Jones misses 2-pt jump shot from 15 ft,15,19
68,1,5:10.0,Defensive rebound by K. Middleton,,15,19
69,1,5:02.0,J. Dudley misses 3-pt jump shot from 24 ft,,15,19
70,1,5:02.0,Offensive rebound by Team,,15,19
71,1,5:02.0,,Loose ball foul by S. Adams (drawn by Z. Pachulia),15,19
72,1,5:02.0,,K. Perkins enters the game for S. Adams,15,19
73,1,4:57.0,J. Dudley makes 2-pt jump shot from 3 ft (assist by Z. Pachulia),,17,19
74,1,4:37.0,,Turnover by A. Roberson (bad pass),17,19
75,1,4:14.0,K. Middleton makes 2-pt jump shot from 15 ft,,19,19
76,1,4:03.0,,Offensive foul by K. Perkins (drawn by Z. Pachulia),19,19
77,1,4:03.0,,Turnover by K. Perkins (offensive foul),19,19
78,1,4:03.0,,A. Morrow enters the game for A. Roberson,19,19
79,1,3:51.0,O. Mayo misses 2-pt jump shot from 21 ft,,19,19
80,1,3:50.0,,Defensive rebound by P. Jones,19,19
81,1,3:41.0,,P. Jones makes 3-pt jump shot from 24 ft (assist by R. Westbrook),19,22
82,1,3:30.0,Shooting foul by A. Morrow (drawn by K. Middleton),,19,22
83,1,3:30.0,K. Middleton misses free throw 1 of 2,,19,22
84,1,3:30.0,Offensive rebound by Team,,19,22
85,1,3:30.0,J. Bayless enters the game for O. Mayo,,19,22
86,1,3:30.0,K. Middleton makes free throw 2 of 2,,20,22
87,1,3:11.0,,Turnover by R. Westbrook (lost ball),20,22
88,1,3:01.0,B. Knight misses 3-pt jump shot from 24 ft,,20,22
89,1,3:00.0,,Defensive rebound by J. Lamb,20,22
90,1,2:48.0,,R. Westbrook makes 2-pt jump shot from 18 ft (assist by J. Lamb),20,24
91,1,2:35.0,Personal foul by R. Westbrook (drawn by B. Knight),,20,24
92,1,2:35.0,,Oklahoma City full timeout,20,24
93,1,2:35.0,,R. Jackson enters the game for R. Westbrook,20,24
94,1,2:29.0,B. Knight misses 2-pt jump shot from 4 ft,,20,24
95,1,2:28.0,,Defensive rebound by R. Jackson,20,24
96,1,2:16.0,,A. Morrow makes 2-pt jump shot from 18 ft (assist by R. Jackson),20,26
97,1,1:49.0,K. Middleton misses 2-pt layup from 1 ft (block by K. Perkins),,20,26
98,1,1:48.0,,Defensive rebound by J. Lamb,20,26
99,1,1:43.0,,J. Lamb misses 3-pt jump shot from 25 ft,20,26
100,1,1:42.0,,Offensive rebound by K. Perkins,20,26
101,1,1:34.0,,P. Jones misses 3-pt jump shot from 22 ft,20,26
102,1,1:33.0,,Offensive rebound by K. Perkins,20,26
103,1,1:31.0,,K. Perkins misses 2-pt hook shot from 2 ft,20,26
104,1,1:30.0,Defensive rebound by K. Middleton,,20,26
105,1,1:20.0,Z. Pachulia makes 2-pt layup from 1 ft,,22,26
106,1,1:20.0,Shooting foul by K. Perkins (drawn by Z. Pachulia),,22,26
107,1,1:20.0,,K. Durant enters the game for P. Jones,22,26
108,1,1:20.0,Z. Pachulia makes free throw 1 of 1,,23,26
109,1,1:15.0,,Turnover by K. Durant (bad pass; steal by J. Bayless),23,26
110,1,1:03.0,B. Knight makes 3-pt jump shot from 24 ft,,26,26
111,1,0:41.0,,A. Morrow misses 2-pt jump shot from 17 ft,26,26
112,1,0:38.0,,Offensive rebound by K. Perkins,26,26
113,1,0:38.0,,K. Perkins misses 2-pt tip-in from 3 ft,26,26
114,1,0:37.0,Defensive rebound by K. Middleton,,26,26
115,1,0:27.0,B. Knight makes 3-pt jump shot from 24 ft (assist by J. Bayless),,29,26
116,1,0:04.0,,Turnover by K. Durant (bad pass; steal by J. Bayless),29,26
117,1,0:04.0,Clear path foul by A. Morrow,,29,26
118,1,0:04.0,J. Bayless makes clear path free throw 1 of 2,,30,26
119,1,0:04.0,J. Bayless makes clear path free throw 2 of 2,,31,26
120,1,0:00.0,Z. Pachulia misses 2-pt layup from 1 ft,,31,26
121,1,0:00.0,,Defensive rebound by Team,31,26
122,2,11:35.0,Turnover by Z. Pachulia (lost ball; steal by A. Morrow),,31,26
123,2,11:30.0,,J. Lamb misses 2-pt layup at rim,31,26
124,2,11:29.0,,Offensive rebound by K. Perkins,31,26
125,2,11:29.0,,K. Perkins misses 2-pt tip-in from 2 ft,31,26
126,2,11:28.0,,Offensive rebound by J. Lamb,31,26
127,2,11:27.0,,J. Lamb makes 2-pt layup at rim,31,28
128,2,11:09.0,J. Bayless misses 2-pt layup from 1 ft,,31,28
129,2,11:07.0,,Defensive rebound by K. Durant,31,28
130,2,10:45.0,,K. Durant misses 3-pt jump shot from 22 ft,31,28
131,2,10:44.0,Defensive rebound by Z. Pachulia,,31,28
132,2,10:23.0,J. Dudley misses 2-pt jump shot from 5 ft,,31,28
133,2,10:22.0,,Defensive rebound by R. Jackson,31,28
134,2,10:13.0,,K. Perkins misses 2-pt layup from 1 ft,31,28
135,2,10:12.0,,Offensive rebound by Team,31,28
136,2,9:56.0,,R. Jackson makes 2-pt jump shot from 6 ft,31,30
137,2,9:37.0,Shooting foul by J. Lamb (drawn by K. Middleton),,31,30
138,2,9:37.0,K. Middleton makes free throw 1 of 2,,32,30
139,2,9:37.0,,P. Jones enters the game for J. Lamb,32,30
140,2,9:37.0,J. Parker enters the game for J. Dudley,,32,30
141,2,9:37.0,L. Sanders enters the game for Z. Pachulia,,32,30
142,2,9:37.0,K. Middleton makes free throw 2 of 2,,33,30
143,2,9:19.0,,K. Perkins makes 2-pt dunk at rim (assist by A. Morrow),33,32
144,2,9:01.0,J. Bayless misses 2-pt layup from 1 ft,,33,32
145,2,8:59.0,Offensive rebound by L. Sanders,,33,32
146,2,8:59.0,L. Sanders makes 2-pt tip-in from 2 ft,,35,32
