,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MIAMI_ACTION,BROOKLYN_SCORE,MIAMI_SCORE
0,1,11:41.0,,Turnover by M. Chalmers (bad pass; steal by S. Karasev),0,0
1,1,11:18.0,J. Jack misses 3-pt jump shot from 24 ft,,0,0
2,1,11:17.0,Offensive rebound by K. Garnett,,0,0
3,1,11:15.0,K. Garnett misses 2-pt jump shot from 5 ft,,0,0
4,1,11:14.0,,Defensive rebound by M. Chalmers,0,0
5,1,11:06.0,,M. Chalmers misses 2-pt jump shot from 6 ft (block by J. Jack),0,0
6,1,11:05.0,Defensive rebound by K. Garnett,,0,0
7,1,10:55.0,J. Jack misses 2-pt jump shot from 16 ft,,0,0
8,1,10:54.0,,Defensive rebound by C. Andersen,0,0
9,1,10:42.0,,Turnover by L. Deng (bad pass),0,0
10,1,10:23.0,S. Karasev misses 3-pt jump shot from 23 ft,,0,0
11,1,10:22.0,Offensive rebound by Team,,0,0
12,1,10:22.0,,Loose ball foul by C. Bosh (drawn by M. Plumlee),0,0
13,1,10:17.0,J. Johnson misses 2-pt jump shot from 19 ft,,0,0
14,1,10:16.0,Offensive rebound by Team,,0,0
15,1,10:16.0,,Loose ball foul by L. Deng (drawn by M. Plumlee),0,0
16,1,10:05.0,Turnover by S. Karasev (bad pass; steal by L. Deng),,0,0
17,1,9:52.0,,L. Deng misses 3-pt jump shot from 24 ft,0,0
18,1,9:50.0,,Offensive rebound by D. Wade,0,0
19,1,9:37.0,,C. Bosh makes 2-pt layup from 1 ft (assist by M. Chalmers),0,2
20,1,9:13.0,J. Johnson misses 2-pt jump shot from 9 ft,,0,2
21,1,9:12.0,,Defensive rebound by D. Wade,0,2
22,1,9:03.0,,Turnover by D. Wade (bad pass),0,2
23,1,8:51.0,K. Garnett makes 2-pt jump shot from 19 ft (assist by J. Johnson),,2,2
24,1,8:30.0,,L. Deng makes 2-pt layup from 1 ft (assist by C. Bosh),2,4
25,1,8:10.0,M. Plumlee makes 2-pt jump shot from 2 ft (assist by J. Jack),,4,4
26,1,7:45.0,,C. Bosh makes 3-pt jump shot from 23 ft (assist by D. Wade),4,7
27,1,7:27.0,Shooting foul by C. Andersen (drawn by M. Plumlee),,4,7
28,1,7:27.0,M. Plumlee makes free throw 1 of 2,,5,7
29,1,7:27.0,M. Plumlee makes free throw 2 of 2,,6,7
30,1,7:16.0,,Shooting foul by J. Johnson (drawn by C. Andersen),6,7
31,1,7:16.0,,C. Andersen makes free throw 1 of 2,6,8
32,1,7:16.0,,C. Andersen makes free throw 2 of 2,6,9
33,1,6:57.0,S. Karasev misses 2-pt layup from 1 ft (block by C. Andersen),,6,9
34,1,6:56.0,,Defensive rebound by L. Deng,6,9
35,1,6:51.0,,Shooting foul by K. Garnett (drawn by D. Wade),6,9
36,1,6:51.0,,D. Wade makes free throw 1 of 2,6,10
37,1,6:51.0,,D. Granger enters the game for C. Bosh,6,10
38,1,6:51.0,,D. Wade makes free throw 2 of 2,6,11
39,1,6:40.0,Personal foul by C. Andersen (drawn by M. Plumlee),,6,11
40,1,6:40.0,,H. Whiteside enters the game for C. Andersen,6,11
41,1,6:40.0,M. Teletović enters the game for K. Garnett,,6,11
42,1,6:31.0,J. Jack misses 2-pt jump shot from 10 ft (block by H. Whiteside),,6,11
43,1,6:30.0,,Defensive rebound by D. Wade,6,11
44,1,6:29.0,,Shooting foul by S. Karasev (drawn by L. Deng),6,11
45,1,6:29.0,,L. Deng makes free throw 1 of 2,6,12
46,1,6:29.0,,L. Deng makes free throw 2 of 2,6,13
47,1,6:07.0,M. Plumlee makes 2-pt dunk at rim (assist by J. Johnson),,8,13
48,1,5:52.0,,Turnover by M. Chalmers (bad pass; steal by J. Jack),8,13
49,1,5:47.0,S. Karasev makes 2-pt layup from 1 ft (assist by J. Jack),,10,13
50,1,5:46.0,,Miami full timeout,10,13
51,1,5:25.0,,D. Wade makes 2-pt layup from 1 ft,10,15
52,1,5:05.0,J. Jack misses 2-pt layup from 1 ft,,10,15
53,1,5:04.0,,Defensive rebound by H. Whiteside,10,15
54,1,4:59.0,,Shooting block foul by S. Karasev (drawn by D. Granger),10,15
55,1,4:59.0,,D. Granger misses free throw 1 of 2,10,15
56,1,4:59.0,,Offensive rebound by Team,10,15
57,1,4:59.0,B. Lopez enters the game for S. Karasev,,10,15
58,1,4:59.0,A. Anderson enters the game for M. Plumlee,,10,15
59,1,4:59.0,,D. Granger makes free throw 2 of 2,10,16
60,1,4:33.0,J. Jack misses 2-pt jump shot from 11 ft (block by M. Chalmers),,10,16
61,1,4:32.0,,Defensive rebound by H. Whiteside,10,16
62,1,4:21.0,,M. Chalmers makes 3-pt jump shot from 23 ft (assist by L. Deng),10,19
63,1,4:13.0,Brooklyn full timeout,,10,19
64,1,4:13.0,D. Williams enters the game for J. Jack,,10,19
65,1,4:03.0,D. Williams makes 2-pt jump shot from 12 ft,,12,19
66,1,3:45.0,,H. Whiteside makes 2-pt layup at rim (assist by D. Wade),12,21
67,1,3:45.0,,Shooting foul by B. Lopez (drawn by H. Whiteside),12,21
68,1,3:45.0,,H. Whiteside makes free throw 1 of 1,12,22
69,1,3:31.0,D. Williams makes 3-pt jump shot from 24 ft,,15,22
70,1,3:05.0,,D. Wade misses 2-pt jump shot from 9 ft,15,22
71,1,3:04.0,Defensive rebound by D. Williams,,15,22
72,1,2:54.0,Shooting foul by M. Chalmers (drawn by M. Teletović),,15,22
73,1,2:54.0,M. Teletović misses free throw 1 of 2,,15,22
74,1,2:54.0,Offensive rebound by Team,,15,22
75,1,2:54.0,,N. Cole enters the game for M. Chalmers,15,22
76,1,2:54.0,,J. Ennis enters the game for L. Deng,15,22
77,1,2:54.0,,C. Bosh enters the game for D. Wade,15,22
78,1,2:54.0,M. Teletović misses free throw 2 of 2,,15,22
79,1,2:53.0,,Defensive rebound by D. Granger,15,22
80,1,2:40.0,,D. Granger misses 2-pt jump shot from 20 ft,15,22
81,1,2:39.0,Defensive rebound by J. Johnson,,15,22
82,1,2:31.0,J. Johnson misses 3-pt jump shot from 25 ft,,15,22
83,1,2:30.0,,Defensive rebound by H. Whiteside,15,22
84,1,2:14.0,,N. Cole makes 3-pt jump shot from 24 ft (assist by D. Granger),15,25
85,1,2:00.0,J. Johnson makes 2-pt jump shot from 8 ft (assist by D. Williams),,17,25
86,1,1:40.0,,J. Ennis misses 2-pt jump shot from 21 ft,17,25
87,1,1:39.0,Defensive rebound by A. Anderson,,17,25
88,1,1:31.0,D. Williams misses 2-pt jump shot from 16 ft,,17,25
89,1,1:30.0,,Defensive rebound by H. Whiteside,17,25
90,1,1:16.0,,Shooting foul by M. Teletović (drawn by C. Bosh),17,25
91,1,1:16.0,,C. Bosh makes free throw 1 of 2,17,26
92,1,1:16.0,,C. Bosh misses free throw 2 of 2,17,26
93,1,1:15.0,Defensive rebound by B. Lopez,,17,26
94,1,1:11.0,Shooting block foul by N. Cole (drawn by D. Williams),,17,26
95,1,1:11.0,D. Williams makes free throw 1 of 2,,18,26
96,1,1:11.0,D. Williams makes free throw 2 of 2,,19,26
97,1,0:55.0,,C. Bosh makes 2-pt jump shot from 12 ft,19,28
98,1,0:37.0,M. Teletović misses 3-pt jump shot from 24 ft,,19,28
99,1,0:36.0,Offensive rebound by B. Lopez,,19,28
100,1,0:34.0,B. Lopez misses 2-pt hook shot from 3 ft (block by H. Whiteside),,19,28
