,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,ORLANDO_ACTION,MEMPHIS_SCORE,ORLANDO_SCORE
40,1,7:02.0,,N. Vučević misses 2-pt jump shot from 17 ft,9,13
41,1,7:01.0,Defensive rebound by T. Allen,,9,13
42,1,6:40.0,B. Udrih makes 2-pt jump shot from 11 ft,,11,13
43,1,6:30.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by V. Oladipo),11,16
44,1,6:13.0,C. Lee misses 3-pt jump shot from 23 ft,,11,16
45,1,6:11.0,Offensive rebound by M. Gasol,,11,16
46,1,6:03.0,B. Udrih makes 3-pt jump shot from 25 ft (assist by Z. Randolph),,14,16
47,1,5:49.0,,V. Oladipo makes 2-pt layup from 2 ft (assist by D. Marble),14,18
48,1,5:49.0,Memphis full timeout,,14,18
49,1,5:28.0,M. Gasol misses 2-pt hook shot from 8 ft,,14,18
50,1,5:26.0,,Defensive rebound by V. Oladipo,14,18
51,1,5:08.0,,D. Marble misses 3-pt jump shot from 25 ft (block by T. Allen),14,18
52,1,5:06.0,,Offensive rebound by D. Marble,14,18
53,1,5:03.0,,D. Marble makes 2-pt layup from 2 ft (assist by E. Payton),14,20
54,1,4:42.0,T. Allen makes 2-pt layup from 1 ft (assist by M. Gasol),,16,20
55,1,4:27.0,,C. Frye misses 3-pt jump shot from 25 ft,16,20
56,1,4:26.0,Defensive rebound by M. Gasol,,16,20
57,1,4:13.0,Z. Randolph misses 2-pt layup from 2 ft (block by C. Frye),,16,20
58,1,4:11.0,Offensive rebound by Z. Randolph,,16,20
59,1,4:11.0,Z. Randolph makes 2-pt layup from 1 ft,,18,20
60,1,4:01.0,,V. Oladipo misses 2-pt layup from 2 ft (block by B. Udrih),18,20
61,1,3:57.0,,Offensive rebound by V. Oladipo,18,20
62,1,3:57.0,,V. Oladipo makes 2-pt layup from 1 ft,18,22
63,1,3:40.0,C. Lee makes 2-pt jump shot from 14 ft (assist by M. Gasol),,20,22
64,1,3:27.0,,Orlando full timeout,20,22
65,1,3:27.0,J. Green enters the game for T. Allen,,20,22
66,1,3:23.0,,C. Frye misses 3-pt jump shot from 25 ft,20,22
67,1,3:21.0,Defensive rebound by M. Gasol,,20,22
68,1,3:06.0,C. Lee misses 2-pt jump shot from 8 ft,,20,22
69,1,3:05.0,Offensive rebound by Z. Randolph,,20,22
70,1,3:00.0,C. Lee misses 3-pt jump shot from 23 ft,,20,22
71,1,2:59.0,,Defensive rebound by N. Vučević,20,22
72,1,2:44.0,,E. Payton makes 2-pt jump shot from 9 ft,20,24
73,1,2:25.0,C. Lee makes 2-pt layup from 1 ft (assist by M. Gasol),,22,24
74,1,2:17.0,,E. Payton makes 2-pt layup from 2 ft,22,26
75,1,1:58.0,Shooting foul by N. Vučević (drawn by M. Gasol),,22,26
76,1,1:58.0,M. Gasol makes free throw 1 of 2,,23,26
77,1,1:58.0,N. Calathes enters the game for Z. Randolph,,23,26
78,1,1:58.0,V. Carter enters the game for B. Udrih,,23,26
79,1,1:58.0,,K. O'Quinn enters the game for N. Vučević,23,26
80,1,1:58.0,,B. Gordon enters the game for V. Oladipo,23,26
81,1,1:58.0,M. Gasol misses free throw 2 of 2,,23,26
82,1,1:57.0,,Defensive rebound by K. O'Quinn,23,26
83,1,1:46.0,,B. Gordon misses 2-pt layup from 1 ft (block by J. Green),23,26
84,1,1:44.0,Defensive rebound by M. Gasol,,23,26
85,1,1:27.0,J. Green misses 2-pt jump shot from 20 ft,,23,26
86,1,1:26.0,,Defensive rebound by K. O'Quinn,23,26
87,1,1:14.0,,K. O'Quinn makes 2-pt jump shot from 19 ft (assist by E. Payton),23,28
88,1,0:59.0,C. Lee makes 2-pt jump shot from 20 ft (assist by N. Calathes),,25,28
89,1,0:39.0,,B. Gordon misses 2-pt jump shot from 19 ft,25,28
90,1,0:38.0,Defensive rebound by M. Gasol,,25,28
91,1,0:31.0,J. Green misses 2-pt layup from 2 ft,,25,28
92,1,0:29.0,,Defensive rebound by B. Gordon,25,28
93,1,0:21.0,,E. Payton misses 2-pt hook shot from 9 ft,25,28
94,1,0:20.0,Defensive rebound by N. Calathes,,25,28
95,1,0:13.0,,V. Oladipo enters the game for C. Frye,25,28
96,1,0:05.0,M. Gasol makes 2-pt layup from 2 ft (assist by N. Calathes),,27,28
97,1,0:00.0,,E. Payton misses 2-pt jump shot from 22 ft,27,28
98,1,0:00.0,,Offensive rebound by Team,27,28
99,2,11:34.0,,V. Oladipo misses 3-pt jump shot from 25 ft,27,28
100,2,11:33.0,Defensive rebound by V. Carter,,27,28
101,2,11:19.0,K. Koufos makes 2-pt layup from 2 ft (assist by N. Calathes),,29,28
102,2,11:05.0,T. Allen enters the game for C. Lee,,29,28
103,2,11:03.0,,Personal foul by J. Green (drawn by B. Gordon),29,28
104,2,10:55.0,,V. Oladipo misses 2-pt jump shot from 12 ft,29,28
105,2,10:53.0,Defensive rebound by J. Green,,29,28
106,2,10:45.0,J. Green misses 3-pt jump shot from 26 ft,,29,28
107,2,10:44.0,,Defensive rebound by K. O'Quinn,29,28
108,2,10:33.0,,Personal foul by V. Carter (drawn by B. Gordon),29,28
109,2,10:28.0,,Offensive foul by K. O'Quinn (drawn by N. Calathes),29,28
110,2,10:28.0,,Turnover by K. O'Quinn (offensive foul),29,28
111,2,10:18.0,Turnover by T. Allen (bad pass; steal by M. Harkless),,29,28
112,2,10:17.0,,Personal take foul by K. Koufos (drawn by V. Oladipo),29,28
113,2,10:10.0,,Shooting foul by V. Carter (drawn by M. Harkless),29,28
114,2,10:10.0,,M. Harkless makes free throw 1 of 2,29,29
115,2,10:10.0,,E. Fournier enters the game for V. Oladipo,29,29
116,2,10:10.0,,M. Harkless misses free throw 2 of 2,29,29
117,2,10:09.0,Defensive rebound by K. Koufos,,29,29
118,2,9:54.0,N. Calathes misses 2-pt jump shot from 14 ft,,29,29
119,2,9:52.0,,Defensive rebound by K. O'Quinn,29,29
120,2,9:37.0,,L. Ridnour makes 3-pt jump shot from 25 ft (assist by M. Harkless),29,32
121,2,9:24.0,Shooting foul by M. Harkless (drawn by J. Green),,29,32
122,2,9:24.0,J. Green makes free throw 1 of 2,,30,32
123,2,9:24.0,J. Green makes free throw 2 of 2,,31,32
124,2,9:08.0,,K. O'Quinn makes 2-pt jump shot from 6 ft,31,34
125,2,8:46.0,T. Allen makes 2-pt layup from 2 ft,,33,34
126,2,8:46.0,Shooting foul by E. Fournier (drawn by T. Allen),,33,34
127,2,8:46.0,Official timeout,,33,34
128,2,8:46.0,T. Allen makes free throw 1 of 1,,34,34
129,2,8:26.0,,Turnover by B. Gordon (bad pass),34,34
130,2,8:05.0,N. Calathes misses 2-pt jump shot from 6 ft,,34,34
131,2,8:04.0,,Defensive rebound by L. Ridnour,34,34
132,2,7:50.0,,L. Ridnour misses 2-pt jump shot from 13 ft,34,34
133,2,7:50.0,,Offensive rebound by Team,34,34
134,2,7:37.0,,Turnover by M. Harkless (bad pass; steal by K. Koufos),34,34
135,2,7:32.0,Personal foul by K. O'Quinn (drawn by K. Koufos),,34,34
136,2,7:32.0,,E. Payton enters the game for B. Gordon,34,34
137,2,7:32.0,,V. Oladipo enters the game for K. O'Quinn,34,34
138,2,7:32.0,,N. Vučević enters the game for L. Ridnour,34,34
139,2,7:21.0,J. Green misses 2-pt jump shot from 10 ft,,34,34
140,2,7:20.0,,Defensive rebound by Team,34,34
141,2,7:10.0,,V. Oladipo misses 2-pt layup from 2 ft,34,34
142,2,7:09.0,Defensive rebound by T. Allen,,34,34
143,2,7:05.0,Turnover by T. Allen (lost ball; steal by M. Harkless),,34,34
144,2,7:00.0,,V. Oladipo makes 2-pt dunk at rim (assist by E. Payton),34,36
145,2,6:42.0,Shooting foul by M. Harkless (drawn by J. Green),,34,36
146,2,6:42.0,J. Green makes free throw 1 of 2,,35,36
147,2,6:42.0,Z. Randolph enters the game for V. Carter,,35,36
148,2,6:42.0,,C. Frye enters the game for M. Harkless,35,36
149,2,6:42.0,J. Green makes free throw 2 of 2,,36,36
150,2,6:24.0,,N. Vučević misses 2-pt hook shot from 6 ft,36,36
151,2,6:22.0,,Offensive rebound by E. Payton,36,36
152,2,6:17.0,,V. Oladipo makes 3-pt jump shot from 23 ft (assist by E. Payton),36,39
153,2,6:05.0,Z. Randolph misses 2-pt jump shot from 7 ft,,36,39
154,2,6:05.0,,Defensive rebound by C. Frye,36,39
155,2,6:05.0,,Personal foul by T. Allen (drawn by C. Frye),36,39
156,2,6:05.0,,C. Frye makes free throw 1 of 2,36,40
157,2,6:05.0,,C. Frye makes free throw 2 of 2,36,41
158,2,5:51.0,Turnover by T. Allen (bad pass),,36,41
159,2,5:51.0,,Orlando full timeout,36,41
160,2,5:51.0,M. Gasol enters the game for K. Koufos,,36,41
161,2,5:27.0,,N. Vučević misses 2-pt jump shot from 19 ft,36,41
162,2,5:26.0,Defensive rebound by Z. Randolph,,36,41
163,2,5:10.0,J. Green misses 2-pt jump shot from 5 ft (block by C. Frye),,36,41
164,2,5:10.0,,Defensive rebound by Team,36,41
165,2,5:04.0,,Turnover by E. Payton (bad pass; steal by N. Calathes),36,41
166,2,4:58.0,Turnover by N. Calathes (lost ball; steal by E. Payton),,36,41
167,2,4:52.0,,E. Payton misses 2-pt jump shot from 12 ft,36,41
168,2,4:49.0,Defensive rebound by M. Gasol,,36,41
169,2,4:33.0,M. Gasol misses 2-pt jump shot from 16 ft,,36,41
170,2,4:32.0,Offensive rebound by T. Allen,,36,41
171,2,4:30.0,T. Allen makes 2-pt layup from 2 ft,,38,41
172,2,4:22.0,,Turnover by V. Oladipo (lost ball; steal by T. Allen),38,41
173,2,4:17.0,M. Gasol makes 2-pt jump shot from 5 ft (assist by J. Green),,40,41
174,2,4:17.0,Shooting foul by C. Frye (drawn by M. Gasol),,40,41
175,2,4:17.0,,D. Marble enters the game for E. Fournier,40,41
176,2,4:17.0,B. Udrih enters the game for J. Green,,40,41
177,2,4:17.0,C. Lee enters the game for N. Calathes,,40,41
178,2,4:17.0,M. Gasol makes free throw 1 of 1,,41,41
179,2,4:05.0,,E. Payton misses 2-pt jump shot from 11 ft,41,41
180,2,4:04.0,Defensive rebound by M. Gasol,,41,41
181,2,3:47.0,M. Gasol misses 2-pt jump shot from 18 ft,,41,41
182,2,3:46.0,,Defensive rebound by C. Frye,41,41
183,2,3:35.0,,Turnover by N. Vučević (bad pass),41,41
184,2,3:17.0,Z. Randolph misses 2-pt jump shot from 17 ft,,41,41
185,2,3:16.0,,Defensive rebound by N. Vučević,41,41
186,2,3:04.0,,C. Frye misses 3-pt jump shot from 25 ft,41,41
187,2,3:03.0,Defensive rebound by M. Gasol,,41,41
188,2,2:51.0,Personal block foul by D. Marble (drawn by C. Lee),,41,41
189,2,2:51.0,Memphis full timeout,,41,41
190,2,2:51.0,C. Lee makes free throw 1 of 2,,42,41
191,2,2:51.0,C. Lee makes free throw 2 of 2,,43,41
192,2,2:31.0,,N. Vučević makes 2-pt jump shot from 7 ft,43,43
193,2,2:10.0,B. Udrih misses 3-pt jump shot from 24 ft,,43,43
194,2,2:08.0,,Defensive rebound by C. Frye,43,43
195,2,1:50.0,,E. Payton makes 2-pt layup from 2 ft (assist by V. Oladipo),43,45
196,2,1:30.0,Z. Randolph makes 2-pt layup from 2 ft (assist by T. Allen),,45,45
197,2,1:21.0,,V. Oladipo makes 2-pt layup from 2 ft,45,47
198,2,1:07.0,B. Udrih misses 2-pt layup from 2 ft (block by C. Frye),,45,47
199,2,1:07.0,Offensive rebound by Team,,45,47
200,2,0:55.0,C. Lee misses 3-pt jump shot from 24 ft,,45,47
201,2,0:54.0,,Defensive rebound by N. Vučević,45,47
202,2,0:46.0,,E. Payton makes 2-pt dunk at rim,45,49
203,2,0:30.0,T. Allen makes 3-pt jump shot from 25 ft (assist by B. Udrih),,48,49
204,2,0:08.0,,Turnover by D. Marble (bad pass; steal by T. Allen),48,49
205,2,0:01.0,B. Udrih misses 3-pt jump shot from 25 ft,,48,49
206,2,0:00.0,,Defensive rebound by N. Vučević,48,49
207,3,11:43.0,,Personal foul by T. Allen (drawn by V. Oladipo),48,49
208,3,11:35.0,,N. Vučević makes 2-pt jump shot from 15 ft (assist by E. Payton),48,51
209,3,11:09.0,B. Udrih misses 2-pt jump shot from 19 ft,,48,51
210,3,11:08.0,,Defensive rebound by V. Oladipo,48,51
211,3,10:57.0,,V. Oladipo misses 2-pt layup from 2 ft,48,51
212,3,10:55.0,Defensive rebound by B. Udrih,,48,51
213,3,10:50.0,C. Lee makes 3-pt jump shot from 24 ft (assist by B. Udrih),,51,51
214,3,10:36.0,,V. Oladipo misses 2-pt layup from 2 ft,51,51
215,3,10:35.0,Defensive rebound by M. Gasol,,51,51
216,3,10:26.0,Z. Randolph misses 2-pt layup at rim (block by V. Oladipo),,51,51
217,3,10:26.0,,Defensive rebound by E. Payton,51,51
218,3,10:26.0,,Personal foul by B. Udrih (drawn by E. Payton),51,51
219,3,10:13.0,,D. Marble misses 3-pt jump shot from 23 ft,51,51
220,3,10:12.0,Defensive rebound by M. Gasol,,51,51
221,3,10:02.0,Memphis full timeout,,51,51
222,3,10:01.0,Offensive foul by M. Gasol (drawn by D. Marble),,51,51
223,3,10:01.0,Turnover by M. Gasol (offensive foul),,51,51
224,3,10:01.0,Technical foul by Team,,51,51
225,3,10:01.0,,C. Frye makes technical free throw,51,52
226,3,9:48.0,,Turnover by N. Vučević (bad pass; steal by C. Lee),51,52
227,3,9:39.0,Z. Randolph makes 2-pt hook shot from 4 ft (assist by C. Lee),,53,52
228,3,9:29.0,,D. Marble makes 2-pt jump shot from 12 ft (assist by E. Payton),53,54
229,3,9:12.0,Shooting foul by V. Oladipo (drawn by T. Allen),,53,54
230,3,9:12.0,T. Allen misses free throw 1 of 2,,53,54
231,3,9:12.0,Offensive rebound by Team,,53,54
232,3,9:12.0,T. Allen makes free throw 2 of 2,,54,54
233,3,9:03.0,,D. Marble makes 3-pt jump shot from 25 ft (assist by V. Oladipo),54,57
234,3,8:50.0,Shooting foul by V. Oladipo (drawn by T. Allen),,54,57
235,3,8:50.0,T. Allen makes free throw 1 of 2,,55,57
236,3,8:50.0,T. Allen makes free throw 2 of 2,,56,57
237,3,8:35.0,,V. Oladipo makes 2-pt dunk at rim (assist by C. Frye),56,59
238,3,8:18.0,T. Allen misses 2-pt jump shot from 9 ft,,56,59
239,3,8:17.0,,Defensive rebound by E. Payton,56,59
240,3,8:17.0,,Personal foul by T. Allen (drawn by E. Payton),56,59
241,3,8:17.0,J. Green enters the game for T. Allen,,56,59
242,3,8:06.0,,Turnover by E. Payton (step out of bounds),56,59
243,3,7:54.0,B. Udrih makes 2-pt layup from 1 ft,,58,59
244,3,7:44.0,,C. Frye misses 3-pt jump shot from 25 ft,58,59
245,3,7:42.0,Defensive rebound by J. Green,,58,59
246,3,7:33.0,J. Green makes 2-pt dunk at rim,,60,59
247,3,7:33.0,Shooting foul by V. Oladipo (drawn by J. Green),,60,59
248,3,7:33.0,J. Green makes free throw 1 of 1,,61,59
249,3,7:17.0,,Shooting foul by M. Gasol (drawn by N. Vučević),61,59
250,3,7:17.0,,N. Vučević makes free throw 1 of 2,61,60
251,3,7:17.0,,N. Vučević makes free throw 2 of 2,61,61
252,3,7:01.0,B. Udrih makes 2-pt layup from 2 ft (assist by M. Gasol),,63,61
253,3,6:52.0,,E. Payton makes 2-pt jump shot from 5 ft,63,63
254,3,6:36.0,Z. Randolph misses 2-pt jump shot from 19 ft,,63,63
255,3,6:36.0,Offensive rebound by Team,,63,63
256,3,6:36.0,Personal foul by N. Vučević (drawn by M. Gasol),,63,63
257,3,6:28.0,B. Udrih misses 2-pt jump shot from 5 ft,,63,63
258,3,6:27.0,Offensive rebound by Z. Randolph,,63,63
259,3,6:22.0,C. Lee makes 2-pt jump shot from 16 ft (assist by B. Udrih),,65,63
260,3,6:03.0,,N. Vučević misses 2-pt jump shot from 6 ft (block by M. Gasol),65,63
261,3,6:01.0,Defensive rebound by M. Gasol,,65,63
262,3,5:51.0,Z. Randolph misses 2-pt hook shot from 9 ft,,65,63
263,3,5:49.0,Offensive rebound by Z. Randolph,,65,63
264,3,5:42.0,C. Lee misses 2-pt jump shot from 11 ft,,65,63
265,3,5:41.0,,Defensive rebound by C. Frye,65,63
266,3,5:31.0,,E. Payton misses 2-pt jump shot from 4 ft (block by M. Gasol),65,63
267,3,5:29.0,Defensive rebound by C. Lee,,65,63
268,3,5:28.0,Turnover by Z. Randolph (traveling),,65,63
269,3,5:17.0,,V. Oladipo misses 2-pt jump shot from 18 ft,65,63
270,3,5:16.0,Defensive rebound by Z. Randolph,,65,63
271,3,4:52.0,B. Udrih makes 2-pt jump shot from 12 ft,,67,63
272,3,4:38.0,,Personal foul by J. Green (drawn by D. Marble),67,63
273,3,4:38.0,,D. Marble makes free throw 1 of 2,67,64
274,3,4:38.0,K. Koufos enters the game for M. Gasol,,67,64
275,3,4:38.0,,E. Fournier enters the game for V. Oladipo,67,64
276,3,4:38.0,,D. Marble misses free throw 2 of 2,67,64
277,3,4:38.0,Defensive rebound by Z. Randolph,,67,64
278,3,4:21.0,Shooting foul by E. Fournier (drawn by C. Lee),,67,64
279,3,4:21.0,C. Lee misses free throw 1 of 2,,67,64
280,3,4:21.0,Offensive rebound by Team,,67,64
281,3,4:21.0,,B. Gordon enters the game for D. Marble,67,64
282,3,4:21.0,C. Lee makes free throw 2 of 2,,68,64
283,3,4:15.0,,Personal foul by C. Lee (drawn by B. Gordon),68,64
284,3,4:15.0,,B. Gordon makes free throw 1 of 2,68,65
285,3,4:15.0,,B. Gordon makes free throw 2 of 2,68,66
286,3,3:53.0,J. Green misses 2-pt jump shot from 2 ft,,68,66
287,3,3:52.0,Offensive rebound by J. Green,,68,66
288,3,3:52.0,J. Green makes 2-pt tip-in from 2 ft,,70,66
289,3,3:42.0,,E. Fournier misses 2-pt jump shot from 5 ft,70,66
290,3,3:41.0,,Offensive rebound by N. Vučević,70,66
291,3,3:41.0,,N. Vučević makes 2-pt tip-in from 1 ft,70,68
292,3,3:27.0,C. Lee makes 2-pt jump shot from 19 ft (assist by Z. Randolph),,72,68
293,3,3:19.0,,Orlando full timeout,72,68
294,3,3:08.0,,N. Vučević makes 2-pt jump shot from 20 ft (assist by E. Payton),72,70
295,3,2:49.0,Shooting foul by N. Vučević (drawn by Z. Randolph),,72,70
296,3,2:49.0,Z. Randolph makes free throw 1 of 2,,73,70
297,3,2:49.0,Z. Randolph misses free throw 2 of 2,,73,70
298,3,2:48.0,,Defensive rebound by C. Frye,73,70
299,3,2:29.0,,N. Vučević makes 2-pt hook shot from 10 ft,73,72
300,3,2:15.0,J. Green misses 3-pt jump shot from 25 ft,,73,72
301,3,2:13.0,Offensive rebound by Team,,73,72
302,3,2:13.0,,K. O'Quinn enters the game for N. Vučević,73,72
303,3,2:03.0,Shooting foul by K. O'Quinn (drawn by Z. Randolph),,73,72
304,3,2:03.0,Z. Randolph makes free throw 1 of 2,,74,72
305,3,2:03.0,,L. Ridnour enters the game for E. Payton,74,72
306,3,2:03.0,Z. Randolph makes free throw 2 of 2,,75,72
307,3,1:42.0,,Shooting foul by K. Koufos (drawn by K. O'Quinn),75,72
308,3,1:42.0,Violation by Team (delay of game),,75,72
309,3,1:42.0,,K. O'Quinn makes free throw 1 of 2,75,73
310,3,1:42.0,,K. O'Quinn makes free throw 2 of 2,75,74
311,3,1:23.0,Z. Randolph makes 2-pt jump shot from 16 ft,,77,74
312,3,1:09.0,,Turnover by C. Frye (traveling),77,74
313,3,1:03.0,Personal foul by K. O'Quinn (drawn by Z. Randolph),,77,74
314,3,1:03.0,Z. Randolph makes free throw 1 of 2,,78,74
315,3,1:03.0,Z. Randolph makes free throw 2 of 2,,79,74
316,3,0:41.0,,B. Gordon misses 2-pt jump shot from 6 ft,79,74
317,3,0:39.0,Defensive rebound by Z. Randolph,,79,74
318,3,0:31.0,B. Udrih makes 2-pt jump shot from 7 ft,,81,74
319,3,0:09.0,,L. Ridnour misses 3-pt jump shot from 25 ft,81,74
320,3,0:07.0,Defensive rebound by J. Green,,81,74
321,3,0:00.0,J. Green misses 3-pt jump shot from 25 ft,,81,74
322,3,0:00.0,,Defensive rebound by C. Frye,81,74
323,4,11:48.0,K. Koufos makes 2-pt hook shot from 8 ft (assist by N. Calathes),,83,74
324,4,11:37.0,,K. O'Quinn misses 2-pt jump shot from 14 ft,83,74
325,4,11:35.0,Defensive rebound by M. Gasol,,83,74
326,4,11:29.0,J. Green makes 2-pt layup from 2 ft (assist by N. Calathes),,85,74
327,4,11:15.0,,E. Fournier makes 3-pt jump shot from 27 ft,85,77
328,4,10:56.0,J. Green makes 2-pt layup from 2 ft (assist by M. Gasol),,87,77
329,4,10:44.0,,Turnover by N. Vučević (lost ball),87,77
330,4,10:44.0,,V. Oladipo enters the game for E. Fournier,87,77
331,4,10:28.0,N. Calathes misses 3-pt jump shot from 25 ft,,87,77
332,4,10:26.0,,Defensive rebound by K. O'Quinn,87,77
333,4,10:16.0,,V. Oladipo makes 3-pt jump shot from 25 ft (assist by K. O'Quinn),87,80
334,4,10:02.0,M. Gasol misses 2-pt jump shot from 19 ft,,87,80
335,4,10:01.0,,Defensive rebound by K. O'Quinn,87,80
336,4,9:51.0,,B. Gordon misses 2-pt layup at rim,87,80
337,4,9:49.0,Defensive rebound by K. Koufos,,87,80
338,4,9:45.0,N. Calathes makes 2-pt jump shot from 6 ft (assist by K. Koufos),,89,80
339,4,9:45.0,Shooting foul by L. Ridnour (drawn by N. Calathes),,89,80
340,4,9:45.0,,E. Payton enters the game for L. Ridnour,89,80
341,4,9:45.0,N. Calathes misses free throw 1 of 1,,89,80
342,4,9:43.0,,Defensive rebound by K. O'Quinn,89,80
343,4,9:34.0,,K. O'Quinn misses 3-pt jump shot from 26 ft,89,80
344,4,9:33.0,Defensive rebound by C. Lee,,89,80
345,4,9:17.0,J. Green misses 2-pt jump shot from 5 ft,,89,80
346,4,9:16.0,,Defensive rebound by N. Vučević,89,80
347,4,9:02.0,,V. Oladipo misses 3-pt jump shot from 25 ft,89,80
348,4,9:01.0,Defensive rebound by K. Koufos,,89,80
349,4,8:44.0,Shooting foul by E. Payton (drawn by K. Koufos),,89,80
350,4,8:44.0,Official timeout,,89,80
351,4,8:44.0,K. Koufos misses free throw 1 of 2,,89,80
352,4,8:44.0,Offensive rebound by Team,,89,80
353,4,8:44.0,K. Koufos makes free throw 2 of 2,,90,80
354,4,8:25.0,,Turnover by E. Payton (lost ball; steal by M. Gasol),90,80
355,4,8:09.0,J. Green misses 2-pt jump shot from 8 ft,,90,80
356,4,8:08.0,,Defensive rebound by K. O'Quinn,90,80
357,4,7:57.0,,B. Gordon misses 2-pt jump shot from 8 ft,90,80
358,4,7:54.0,Defensive rebound by M. Gasol,,90,80
359,4,7:45.0,T. Allen enters the game for C. Lee,,90,80
360,4,7:45.0,,C. Frye enters the game for K. O'Quinn,90,80
361,4,7:45.0,,D. Marble enters the game for B. Gordon,90,80
362,4,7:39.0,N. Calathes misses 2-pt hook shot from 7 ft,,90,80
363,4,7:37.0,,Defensive rebound by N. Vučević,90,80
364,4,7:21.0,,Personal block foul by K. Koufos (drawn by V. Oladipo),90,80
365,4,7:12.0,,C. Frye misses 2-pt jump shot from 20 ft,90,80
366,4,7:11.0,,Offensive rebound by D. Marble,90,80
367,4,7:06.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by D. Marble),90,83
368,4,6:44.0,M. Gasol misses 2-pt jump shot from 11 ft,,90,83
369,4,6:43.0,,Defensive rebound by V. Oladipo,90,83
370,4,6:37.0,,D. Marble misses 3-pt jump shot from 23 ft,90,83
371,4,6:36.0,Defensive rebound by J. Green,,90,83
372,4,6:26.0,T. Allen misses 2-pt jump shot from 6 ft,,90,83
373,4,6:25.0,Offensive rebound by T. Allen,,90,83
374,4,6:25.0,Memphis full timeout,,90,83
375,4,6:25.0,Z. Randolph enters the game for K. Koufos,,90,83
376,4,6:11.0,J. Green makes 2-pt hook shot from 6 ft (assist by M. Gasol),,92,83
377,4,5:44.0,,E. Payton makes 2-pt layup from 2 ft (assist by C. Frye),92,85
378,4,5:26.0,M. Gasol makes 2-pt jump shot from 18 ft,,94,85
379,4,5:14.0,,N. Vučević misses 2-pt hook shot from 5 ft,94,85
380,4,5:13.0,Defensive rebound by Z. Randolph,,94,85
381,4,5:00.0,M. Gasol misses 2-pt jump shot from 15 ft,,94,85
382,4,4:58.0,,Defensive rebound by D. Marble,94,85
383,4,4:46.0,,Shooting foul by N. Calathes (drawn by E. Payton),94,85
384,4,4:46.0,,E. Payton misses free throw 1 of 2,94,85
385,4,4:46.0,,Offensive rebound by Team,94,85
