,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,GOLDEN STATE_ACTION,MINNESOTA_SCORE,GOLDEN STATE_SCORE
47,1,6:40.0,A. Wiggins makes 2-pt jump shot from 7 ft (assist by Z. LaVine),,13,15
48,1,6:40.0,Shooting foul by K. Thompson (drawn by A. Wiggins),,13,15
49,1,6:40.0,C. Budinger enters the game for A. Payne,,13,15
50,1,6:40.0,A. Wiggins makes free throw 1 of 1,,14,15
51,1,6:25.0,,A. Bogut misses 2-pt hook shot from 7 ft,14,15
52,1,6:24.0,Defensive rebound by K. Martin,,14,15
53,1,6:16.0,C. Budinger misses 2-pt jump shot from 3 ft (block by H. Barnes),,14,15
54,1,6:14.0,,Defensive rebound by A. Bogut,14,15
55,1,6:06.0,,K. Thompson makes 2-pt layup from 1 ft,14,17
56,1,5:48.0,C. Budinger misses 2-pt jump shot from 12 ft,,14,17
57,1,5:47.0,,Defensive rebound by H. Barnes,14,17
58,1,5:40.0,,H. Barnes misses 2-pt jump shot from 17 ft,14,17
59,1,5:38.0,,Offensive rebound by Team,14,17
60,1,5:38.0,Minnesota full timeout,,14,17
61,1,5:33.0,,K. Thompson misses 2-pt jump shot from 11 ft (block by A. Wiggins),14,17
62,1,5:32.0,Defensive rebound by A. Wiggins,,14,17
63,1,5:19.0,A. Wiggins misses 2-pt jump shot from 14 ft,,14,17
64,1,5:18.0,Offensive rebound by J. Hamilton,,14,17
65,1,5:13.0,Z. LaVine misses 3-pt jump shot from 24 ft,,14,17
66,1,5:11.0,,Defensive rebound by H. Barnes,14,17
67,1,5:05.0,,J. Holiday enters the game for K. Thompson,14,17
68,1,4:58.0,,S. Curry misses 2-pt jump shot from 22 ft,14,17
69,1,4:57.0,Defensive rebound by J. Hamilton,,14,17
70,1,4:43.0,A. Wiggins makes 2-pt dunk at rim (assist by J. Hamilton),,16,17
71,1,4:18.0,,A. Iguodala misses 3-pt jump shot from 24 ft,16,17
72,1,4:17.0,,Offensive rebound by H. Barnes,16,17
73,1,4:11.0,,Shooting foul by K. Martin (drawn by S. Curry),16,17
74,1,4:11.0,,S. Curry makes free throw 1 of 2,16,18
75,1,4:11.0,,S. Curry makes free throw 2 of 2,16,19
76,1,3:52.0,C. Budinger misses 3-pt jump shot from 26 ft,,16,19
77,1,3:51.0,,Defensive rebound by J. Holiday,16,19
78,1,3:42.0,,J. Holiday misses 2-pt jump shot from 19 ft,16,19
79,1,3:41.0,Defensive rebound by J. Hamilton,,16,19
80,1,3:38.0,A. Wiggins makes 2-pt dunk at rim (assist by J. Hamilton),,18,19
81,1,3:32.0,,S. Curry misses 2-pt jump shot from 4 ft (block by J. Hamilton),18,19
82,1,3:32.0,,Offensive rebound by Team,18,19
83,1,3:26.0,,S. Curry makes 3-pt jump shot from 24 ft (assist by J. Holiday),18,22
84,1,3:11.0,Shooting foul by J. Holiday (drawn by K. Martin),,18,22
85,1,3:11.0,K. Martin makes free throw 1 of 2,,19,22
86,1,3:11.0,L. Brown enters the game for Z. LaVine,,19,22
87,1,3:11.0,K. Martin makes free throw 2 of 2,,20,22
88,1,2:55.0,,Turnover by S. Curry (traveling),20,22
89,1,2:35.0,K. Martin misses 3-pt jump shot from 25 ft,,20,22
90,1,2:34.0,,Defensive rebound by Team,20,22
91,1,2:34.0,,M. Speights enters the game for H. Barnes,20,22
92,1,2:34.0,,D. Green enters the game for A. Bogut,20,22
93,1,2:26.0,,Personal foul by C. Budinger (drawn by S. Curry),20,22
94,1,2:26.0,A. Payne enters the game for J. Hamilton,,20,22
95,1,2:19.0,,Turnover by S. Curry (bad pass; steal by A. Wiggins),20,22
96,1,2:15.0,A. Wiggins makes 2-pt layup from 1 ft,,22,22
97,1,1:56.0,,D. Green misses 3-pt jump shot from 25 ft,22,22
98,1,1:55.0,Defensive rebound by A. Payne,,22,22
99,1,1:46.0,Shooting foul by M. Speights (drawn by A. Payne),,22,22
100,1,1:46.0,A. Payne makes free throw 1 of 2,,23,22
101,1,1:46.0,Z. LaVine enters the game for A. Wiggins,,23,22
102,1,1:46.0,A. Payne misses free throw 2 of 2,,23,22
103,1,1:45.0,,Defensive rebound by D. Green,23,22
104,1,1:34.0,,S. Curry misses 3-pt jump shot from 26 ft,23,22
105,1,1:33.0,Defensive rebound by Z. LaVine,,23,22
106,1,1:24.0,K. Martin makes 2-pt jump shot from 13 ft (assist by Z. LaVine),,25,22
107,1,1:17.0,,Turnover by S. Curry (traveling),25,22
108,1,1:02.0,Shooting foul by J. Holiday (drawn by K. Martin),,25,22
109,1,1:02.0,K. Martin makes free throw 1 of 2,,26,22
110,1,1:02.0,K. Martin makes free throw 2 of 2,,27,22
111,1,0:51.0,,S. Curry makes 2-pt jump shot from 19 ft (assist by M. Speights),27,24
112,1,0:35.0,A. Payne makes 2-pt dunk at rim (assist by K. Martin),,29,24
113,1,0:31.0,,Personal foul by A. Payne (drawn by S. Curry),29,24
114,1,0:31.0,,S. Curry makes free throw 1 of 2,29,25
115,1,0:31.0,,S. Curry makes free throw 2 of 2,29,26
116,1,0:10.0,Z. LaVine makes 2-pt jump shot from 21 ft (assist by L. Brown),,31,26
117,1,0:01.0,,Shooting foul by L. Brown (drawn by D. Green),31,26
118,1,0:01.0,,D. Green makes free throw 1 of 2,31,27
119,1,0:01.0,,D. Green makes free throw 2 of 2,31,28
120,2,11:45.0,Turnover by A. Wiggins (lost ball),,31,28
121,2,11:27.0,,M. Speights misses 2-pt jump shot from 16 ft,31,28
122,2,11:26.0,Defensive rebound by Z. LaVine,,31,28
123,2,11:13.0,A. Wiggins makes 3-pt jump shot from 24 ft (assist by A. Payne),,34,28
124,2,10:50.0,,K. Thompson misses 2-pt jump shot from 9 ft,34,28
125,2,10:49.0,Defensive rebound by L. Brown,,34,28
126,2,10:37.0,A. Payne misses 2-pt jump shot from 9 ft,,34,28
127,2,10:36.0,,Defensive rebound by A. Iguodala,34,28
128,2,10:29.0,,S. Livingston makes 2-pt layup from 1 ft (assist by D. Green),34,30
129,2,10:06.0,Shooting foul by A. Iguodala (drawn by A. Wiggins),,34,30
130,2,10:06.0,A. Wiggins makes free throw 1 of 2,,35,30
131,2,10:06.0,A. Wiggins misses free throw 2 of 2,,35,30
132,2,10:05.0,,Defensive rebound by D. Green,35,30
133,2,9:46.0,,D. Green makes 2-pt layup from 2 ft (assist by M. Speights),35,32
134,2,9:34.0,Turnover by Z. LaVine (bad pass),,35,32
135,2,9:15.0,,M. Speights misses 2-pt jump shot from 12 ft,35,32
136,2,9:14.0,Defensive rebound by A. Payne,,35,32
137,2,9:07.0,Z. LaVine misses 2-pt jump shot from 12 ft,,35,32
138,2,9:06.0,,Defensive rebound by M. Speights,35,32
139,2,9:05.0,,Turnover by M. Speights (bad pass; steal by C. Budinger),35,32
140,2,9:04.0,,Violation by A. Iguodala (kicked ball),35,32
141,2,9:04.0,Minnesota full timeout,,35,32
142,2,9:04.0,,H. Barnes enters the game for M. Speights,35,32
143,2,8:54.0,C. Budinger misses 2-pt jump shot from 10 ft,,35,32
144,2,8:53.0,,Defensive rebound by D. Green,35,32
145,2,8:36.0,,S. Livingston makes 2-pt jump shot from 8 ft,35,34
146,2,8:15.0,L. Brown misses 3-pt jump shot from 24 ft,,35,34
147,2,8:14.0,,Defensive rebound by S. Livingston,35,34
148,2,8:04.0,,A. Iguodala makes 3-pt jump shot from 23 ft (assist by S. Livingston),35,37
149,2,7:46.0,Turnover by A. Wiggins (back court),,35,37
150,2,7:46.0,K. Martin enters the game for L. Brown,,35,37
151,2,7:42.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by S. Livingston),35,39
152,2,7:21.0,Z. LaVine makes 3-pt jump shot from 28 ft (assist by K. Martin),,38,39
153,2,7:05.0,,H. Barnes misses 2-pt jump shot from 21 ft,38,39
154,2,7:03.0,Defensive rebound by A. Wiggins,,38,39
155,2,6:49.0,A. Wiggins misses 2-pt jump shot from 21 ft,,38,39
156,2,6:48.0,,Defensive rebound by A. Iguodala,38,39
157,2,6:38.0,,K. Thompson misses 3-pt jump shot from 24 ft,38,39
158,2,6:37.0,Defensive rebound by Z. LaVine,,38,39
159,2,6:29.0,Personal foul by H. Barnes (drawn by C. Budinger),,38,39
160,2,6:22.0,Turnover by A. Wiggins (lost ball; steal by A. Iguodala),,38,39
161,2,6:21.0,,Personal foul by C. Budinger (drawn by A. Iguodala),38,39
162,2,5:59.0,,K. Thompson makes 2-pt jump shot from 12 ft,38,41
163,2,5:36.0,Turnover by A. Payne (bad pass),,38,41
164,2,5:36.0,Official timeout,,38,41
165,2,5:36.0,,S. Curry enters the game for A. Iguodala,38,41
166,2,5:20.0,Violation by A. Payne (def goaltending),,38,41
167,2,5:20.0,,S. Curry makes 2-pt layup from 2 ft,38,43
168,2,5:04.0,C. Budinger makes 3-pt jump shot from 26 ft (assist by A. Wiggins),,41,43
169,2,4:35.0,,K. Thompson makes 2-pt jump shot from 13 ft,41,45
170,2,4:17.0,A. Wiggins misses 2-pt jump shot from 6 ft,,41,45
171,2,4:15.0,,Defensive rebound by D. Green,41,45
172,2,4:09.0,,K. Thompson misses 3-pt jump shot from 25 ft,41,45
173,2,4:08.0,,Offensive rebound by H. Barnes,41,45
174,2,4:08.0,,H. Barnes makes 2-pt dunk at rim,41,47
175,2,3:46.0,C. Budinger misses 2-pt layup from 2 ft (block by D. Green),,41,47
176,2,3:44.0,,Defensive rebound by D. Green,41,47
177,2,3:32.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by S. Curry),41,50
178,2,3:32.0,Minnesota full timeout,,41,50
179,2,3:32.0,,F. Ezeli enters the game for H. Barnes,41,50
180,2,3:32.0,J. Hamilton enters the game for A. Payne,,41,50
181,2,3:15.0,Z. LaVine makes 3-pt jump shot from 22 ft (assist by A. Wiggins),,44,50
182,2,2:59.0,,K. Thompson misses 3-pt jump shot from 26 ft,44,50
183,2,2:58.0,Defensive rebound by Team,,44,50
184,2,2:38.0,A. Wiggins makes 2-pt jump shot from 15 ft,,46,50
185,2,2:26.0,,K. Thompson misses 2-pt jump shot from 5 ft,46,50
186,2,2:25.0,,Offensive rebound by S. Livingston,46,50
187,2,2:22.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by S. Livingston),46,53
188,2,2:01.0,J. Hamilton makes 2-pt jump shot from 18 ft (assist by C. Budinger),,48,53
189,2,1:50.0,,Personal foul by Z. LaVine (drawn by S. Curry),48,53
190,2,1:50.0,,J. Holiday enters the game for S. Livingston,48,53
191,2,1:50.0,L. Brown enters the game for Z. LaVine,,48,53
192,2,1:40.0,,K. Thompson misses 2-pt jump shot from 22 ft,48,53
193,2,1:39.0,,Offensive rebound by Team,48,53
194,2,1:39.0,Loose ball foul by J. Hamilton (drawn by F. Ezeli),,48,53
195,2,1:39.0,,F. Ezeli misses free throw 1 of 2,48,53
196,2,1:39.0,,Offensive rebound by Team,48,53
197,2,1:39.0,,F. Ezeli makes free throw 2 of 2,48,54
198,2,1:25.0,K. Martin makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,51,54
199,2,1:07.0,,K. Thompson makes 2-pt layup from 2 ft (assist by J. Holiday),51,56
200,2,0:53.0,A. Wiggins makes 2-pt jump shot from 14 ft,,53,56
201,2,0:44.0,,J. Holiday makes 2-pt jump shot from 14 ft (assist by D. Green),53,58
202,2,0:25.0,K. Martin makes 2-pt jump shot from 14 ft (assist by A. Wiggins),,55,58
203,2,0:06.0,,F. Ezeli makes 2-pt dunk at rim (assist by S. Curry),55,60
204,2,0:01.0,L. Brown misses 3-pt jump shot from 30 ft,,55,60
205,2,0:00.0,Offensive rebound by Team,,55,60
206,3,11:42.0,A. Wiggins misses 2-pt jump shot from 13 ft (block by H. Barnes),,55,60
207,3,11:41.0,,Defensive rebound by D. Green,55,60
208,3,11:32.0,,Personal foul by A. Wiggins (drawn by H. Barnes),55,60
209,3,11:26.0,,Personal foul by A. Payne (drawn by H. Barnes),55,60
210,3,11:21.0,,Turnover by A. Bogut (bad pass),55,60
211,3,11:05.0,Z. LaVine makes 2-pt jump shot from 16 ft,,57,60
212,3,10:52.0,,A. Bogut makes 2-pt hook shot from 7 ft (assist by S. Curry),57,62
213,3,10:31.0,Turnover by J. Hamilton (lost ball; steal by S. Curry),,57,62
214,3,10:25.0,,Turnover by H. Barnes (lost ball; steal by A. Wiggins),57,62
215,3,10:15.0,J. Hamilton makes 3-pt jump shot from 26 ft (assist by Z. LaVine),,60,62
216,3,9:49.0,,K. Thompson misses 2-pt jump shot from 15 ft,60,62
217,3,9:48.0,Defensive rebound by J. Hamilton,,60,62
218,3,9:42.0,Z. LaVine misses 2-pt jump shot from 11 ft,,60,62
219,3,9:41.0,Offensive rebound by J. Hamilton,,60,62
220,3,9:32.0,J. Hamilton misses 3-pt jump shot from 25 ft,,60,62
221,3,9:31.0,Offensive rebound by A. Payne,,60,62
222,3,9:27.0,,Violation by K. Thompson (kicked ball),60,62
223,3,9:16.0,A. Wiggins misses 2-pt jump shot from 16 ft,,60,62
224,3,9:15.0,,Defensive rebound by K. Thompson,60,62
225,3,9:08.0,,D. Green misses 2-pt jump shot from 7 ft,60,62
226,3,9:07.0,,Offensive rebound by K. Thompson,60,62
227,3,9:05.0,,K. Thompson misses 2-pt jump shot from 3 ft,60,62
228,3,9:03.0,,Offensive rebound by D. Green,60,62
229,3,9:03.0,,D. Green makes 2-pt tip-in from 1 ft,60,64
230,3,8:48.0,Turnover by J. Hamilton (bad pass; steal by D. Green),,60,64
231,3,8:40.0,,H. Barnes misses 3-pt jump shot from 23 ft,60,64
232,3,8:38.0,Defensive rebound by K. Martin,,60,64
233,3,8:21.0,K. Martin misses 2-pt jump shot from 17 ft,,60,64
234,3,8:21.0,,Defensive rebound by D. Green,60,64
235,3,8:21.0,,Personal foul by A. Wiggins (drawn by D. Green),60,64
236,3,8:21.0,Minnesota full timeout,,60,64
237,3,8:14.0,,H. Barnes makes 2-pt layup from 2 ft (assist by S. Curry),60,66
238,3,8:14.0,,Shooting foul by K. Martin (drawn by H. Barnes),60,66
239,3,8:14.0,,H. Barnes makes free throw 1 of 1,60,67
240,3,8:05.0,Shooting foul by A. Bogut (drawn by J. Hamilton),,60,67
241,3,8:05.0,J. Hamilton makes free throw 1 of 2,,61,67
242,3,8:05.0,J. Hamilton makes free throw 2 of 2,,62,67
243,3,7:47.0,,S. Curry makes 2-pt jump shot from 16 ft (assist by D. Green),62,69
244,3,7:19.0,Z. LaVine misses 2-pt jump shot from 18 ft,,62,69
245,3,7:18.0,Offensive rebound by A. Wiggins,,62,69
246,3,7:05.0,Shooting foul by A. Bogut (drawn by A. Payne),,62,69
247,3,7:05.0,A. Payne makes free throw 1 of 2,,63,69
248,3,7:05.0,A. Payne misses free throw 2 of 2,,63,69
249,3,7:04.0,,Defensive rebound by D. Green,63,69
250,3,6:50.0,,A. Bogut misses 2-pt jump shot from 7 ft,63,69
251,3,6:49.0,Defensive rebound by A. Wiggins,,63,69
252,3,6:46.0,Turnover by A. Wiggins (bad pass; steal by S. Curry),,63,69
253,3,6:45.0,,S. Curry misses 3-pt jump shot from 26 ft,63,69
254,3,6:44.0,,Offensive rebound by H. Barnes,63,69
255,3,6:42.0,,H. Barnes makes 2-pt dunk at rim,63,71
256,3,6:18.0,K. Martin misses 2-pt layup from 2 ft,,63,71
257,3,6:17.0,Offensive rebound by J. Hamilton,,63,71
258,3,6:17.0,J. Hamilton misses 2-pt tip-in at rim,,63,71
259,3,6:15.0,,Defensive rebound by D. Green,63,71
260,3,6:11.0,,S. Curry misses 2-pt layup from 2 ft,63,71
261,3,6:11.0,Defensive rebound by Team,,63,71
262,3,6:11.0,,Loose ball foul by A. Bogut (drawn by A. Payne),63,71
263,3,6:11.0,,F. Ezeli enters the game for A. Bogut,63,71
264,3,5:56.0,A. Wiggins misses 2-pt jump shot from 3 ft,,63,71
265,3,5:55.0,,Defensive rebound by H. Barnes,63,71
266,3,5:47.0,,K. Thompson misses 2-pt jump shot from 11 ft (block by J. Hamilton),63,71
267,3,5:45.0,,Offensive rebound by D. Green,63,71
268,3,5:43.0,,H. Barnes misses 3-pt jump shot from 26 ft,63,71
269,3,5:41.0,Defensive rebound by K. Martin,,63,71
270,3,5:30.0,A. Wiggins misses 2-pt jump shot from 3 ft (block by F. Ezeli),,63,71
271,3,5:27.0,,Defensive rebound by H. Barnes,63,71
272,3,5:22.0,,H. Barnes makes 2-pt layup from 1 ft,63,73
273,3,5:02.0,Turnover by A. Payne (lost ball; steal by S. Curry),,63,73
274,3,5:01.0,,Personal foul by K. Martin (drawn by S. Curry),63,73
275,3,5:01.0,,S. Curry misses free throw 1 of 2,63,73
276,3,5:01.0,,Offensive rebound by Team,63,73
277,3,5:01.0,C. Budinger enters the game for A. Payne,,63,73
278,3,5:01.0,,S. Curry makes free throw 2 of 2,63,74
279,3,4:47.0,K. Martin misses 2-pt jump shot from 16 ft,,63,74
280,3,4:46.0,,Defensive rebound by S. Curry,63,74
281,3,4:35.0,,Shooting foul by J. Hamilton (drawn by F. Ezeli),63,74
282,3,4:35.0,,F. Ezeli misses free throw 1 of 2,63,74
283,3,4:35.0,,Offensive rebound by Team,63,74
284,3,4:35.0,,A. Iguodala enters the game for D. Green,63,74
285,3,4:35.0,,F. Ezeli misses free throw 2 of 2,63,74
286,3,4:33.0,Defensive rebound by C. Budinger,,63,74
287,3,4:13.0,K. Martin misses 2-pt jump shot from 8 ft,,63,74
288,3,4:12.0,,Defensive rebound by F. Ezeli,63,74
289,3,4:06.0,,Shooting foul by J. Hamilton (drawn by F. Ezeli),63,74
290,3,4:06.0,,F. Ezeli makes free throw 1 of 2,63,75
291,3,4:06.0,,F. Ezeli makes free throw 2 of 2,63,76
292,3,3:50.0,Turnover by Z. LaVine (bad pass; steal by K. Thompson),,63,76
293,3,3:40.0,,S. Curry misses 3-pt jump shot from 23 ft,63,76
294,3,3:39.0,Defensive rebound by Z. LaVine,,63,76
295,3,3:35.0,C. Budinger misses 2-pt layup from 2 ft (block by A. Iguodala),,63,76
296,3,3:34.0,Offensive rebound by Team,,63,76
297,3,3:23.0,J. Hamilton misses 2-pt jump shot from 15 ft,,63,76
298,3,3:23.0,,Defensive rebound by H. Barnes,63,76
299,3,3:06.0,,K. Thompson misses 2-pt jump shot from 16 ft,63,76
300,3,3:05.0,Defensive rebound by Z. LaVine,,63,76
301,3,3:01.0,Shooting foul by A. Iguodala (drawn by Z. LaVine),,63,76
302,3,3:01.0,Z. LaVine makes free throw 1 of 2,,64,76
303,3,3:01.0,,J. Holiday enters the game for K. Thompson,64,76
304,3,3:01.0,Z. LaVine makes free throw 2 of 2,,65,76
305,3,2:47.0,,H. Barnes misses 2-pt jump shot from 12 ft,65,76
306,3,2:46.0,Defensive rebound by J. Hamilton,,65,76
307,3,2:31.0,J. Hamilton makes 2-pt layup from 4 ft (assist by K. Martin),,67,76
308,3,2:18.0,,S. Curry makes 2-pt layup from 1 ft (assist by H. Barnes),67,78
309,3,2:18.0,,Shooting foul by Z. LaVine (drawn by S. Curry),67,78
310,3,2:18.0,,Golden State full timeout,67,78
311,3,2:18.0,L. Brown enters the game for A. Wiggins,,67,78
312,3,2:18.0,,S. Curry makes free throw 1 of 1,67,79
313,3,2:06.0,C. Budinger makes 2-pt jump shot from 16 ft (assist by L. Brown),,69,79
314,3,1:44.0,,J. Holiday misses 2-pt jump shot from 22 ft,69,79
315,3,1:43.0,,Offensive rebound by F. Ezeli,69,79
316,3,1:42.0,,F. Ezeli makes 2-pt dunk at rim,69,81
317,3,1:20.0,Turnover by L. Brown (lost ball; steal by S. Curry),,69,81
318,3,1:17.0,,J. Holiday makes 2-pt dunk at rim,69,83
319,3,0:55.0,Z. LaVine misses 2-pt jump shot from 21 ft,,69,83
320,3,0:54.0,,Defensive rebound by S. Curry,69,83
321,3,0:47.0,,S. Curry misses 2-pt jump shot from 4 ft,69,83
322,3,0:46.0,Defensive rebound by L. Brown,,69,83
323,3,0:39.0,C. Budinger misses 3-pt jump shot from 26 ft,,69,83
324,3,0:38.0,,Defensive rebound by S. Curry,69,83
325,3,0:28.0,,A. Iguodala misses 3-pt jump shot from 25 ft,69,83
326,3,0:27.0,Defensive rebound by L. Brown,,69,83
327,3,0:06.0,K. Martin misses 2-pt jump shot from 19 ft,,69,83
328,3,0:05.0,,Defensive rebound by H. Barnes,69,83
329,3,0:00.0,,S. Curry makes 3-pt jump shot from 26 ft,69,86
330,4,11:40.0,,A. Iguodala misses 2-pt jump shot from 17 ft,69,86
331,4,11:38.0,Defensive rebound by L. Brown,,69,86
332,4,11:32.0,Personal foul by J. Holiday (drawn by A. Wiggins),,69,86
333,4,11:20.0,L. Brown makes 2-pt jump shot from 8 ft (assist by A. Wiggins),,71,86
334,4,11:08.0,,Personal foul by Z. LaVine (drawn by D. Green),71,86
335,4,11:04.0,,J. Holiday misses 2-pt jump shot from 18 ft,71,86
336,4,11:03.0,Defensive rebound by L. Brown,,71,86
337,4,10:47.0,Z. LaVine makes 3-pt jump shot from 29 ft (assist by A. Payne),,74,86
338,4,10:24.0,,S. Livingston misses 2-pt jump shot from 7 ft,74,86
339,4,10:23.0,Defensive rebound by A. Wiggins,,74,86
340,4,10:16.0,Z. LaVine makes 3-pt jump shot from 27 ft (assist by A. Wiggins),,77,86
341,4,10:04.0,,Turnover by J. Holiday (bad pass; steal by L. Brown),77,86
342,4,10:00.0,L. Brown misses 2-pt layup from 2 ft,,77,86
343,4,9:59.0,Offensive rebound by Z. LaVine,,77,86
344,4,9:59.0,Z. LaVine makes 2-pt dunk at rim,,79,86
345,4,9:59.0,,Golden State full timeout,79,86
346,4,9:59.0,,A. Bogut enters the game for F. Ezeli,79,86
347,4,9:59.0,,K. Thompson enters the game for J. Holiday,79,86
348,4,9:40.0,,D. Green makes 3-pt jump shot from 27 ft (assist by K. Thompson),79,89
349,4,9:19.0,C. Budinger makes 3-pt jump shot from 27 ft (assist by Z. LaVine),,82,89
350,4,9:02.0,,K. Thompson misses 3-pt jump shot from 24 ft,82,89
351,4,9:00.0,Defensive rebound by Z. LaVine,,82,89
352,4,8:44.0,C. Budinger makes 2-pt hook shot from 4 ft (assist by A. Payne),,84,89
353,4,8:25.0,,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),84,91
354,4,8:07.0,A. Wiggins misses 3-pt jump shot from 26 ft,,84,91
355,4,8:07.0,,Defensive rebound by A. Bogut,84,91
356,4,7:58.0,,K. Thompson misses 3-pt jump shot from 25 ft,84,91
357,4,7:57.0,Defensive rebound by Team,,84,91
358,4,7:57.0,,Loose ball foul by D. Green (drawn by C. Budinger),84,91
359,4,7:42.0,Z. LaVine misses 3-pt jump shot from 29 ft,,84,91
360,4,7:41.0,,Defensive rebound by A. Iguodala,84,91
361,4,7:29.0,,A. Iguodala misses 3-pt jump shot from 23 ft,84,91
362,4,7:29.0,,Offensive rebound by Team,84,91
363,4,7:19.0,,Turnover by K. Thompson (bad pass; steal by A. Payne),84,91
364,4,7:11.0,,Offensive charge foul by A. Payne (drawn by A. Bogut),84,91
365,4,7:11.0,Turnover by A. Payne (offensive foul),,84,91
366,4,6:57.0,,Turnover by A. Bogut (bad pass; steal by C. Budinger),84,91
367,4,6:56.0,Personal foul by D. Green (drawn by C. Budinger),,84,91
368,4,6:56.0,Minnesota full timeout,,84,91
369,4,6:36.0,L. Brown misses 2-pt jump shot from 13 ft,,84,91
370,4,6:35.0,,Defensive rebound by S. Livingston,84,91
371,4,6:20.0,,K. Thompson misses 2-pt jump shot from 9 ft,84,91
372,4,6:19.0,Defensive rebound by A. Wiggins,,84,91
373,4,6:12.0,Z. LaVine makes 2-pt layup from 1 ft (assist by A. Wiggins),,86,91
374,4,5:58.0,,Personal foul by A. Payne (drawn by A. Bogut),86,91
375,4,5:58.0,,S. Curry enters the game for S. Livingston,86,91
376,4,5:53.0,,Personal foul by C. Budinger (drawn by S. Curry),86,91
377,4,5:45.0,,Shooting foul by A. Payne (drawn by A. Bogut),86,91
378,4,5:45.0,,A. Bogut makes free throw 1 of 2,86,92
379,4,5:45.0,J. Hamilton enters the game for A. Payne,,86,92
380,4,5:45.0,,A. Bogut misses free throw 2 of 2,86,92
381,4,5:43.0,,Offensive rebound by A. Iguodala,86,92
