,QUARTER,TIME_REMAINING,UTAH_ACTION,CHARLOTTE_ACTION,UTAH_SCORE,CHARLOTTE_SCORE
32,1,6:08.0,Offensive rebound by D. Favors,,14,17
33,1,6:02.0,D. Favors makes 2-pt jump shot from 17 ft,,16,17
34,1,5:42.0,,A. Jefferson makes 2-pt hook shot from 6 ft,16,19
35,1,5:31.0,G. Hayward misses 3-pt jump shot from 26 ft (block by M. Kidd-Gilchrist),,16,19
36,1,5:29.0,,Defensive rebound by A. Jefferson,16,19
37,1,5:24.0,,Personal foul by T. Burke (drawn by K. Walker),16,19
38,1,5:24.0,,Charlotte full timeout,16,19
39,1,5:24.0,D. Exum enters the game for A. Burks,,16,19
40,1,5:24.0,R. Hood enters the game for T. Burke,,16,19
41,1,5:24.0,,M. Williams enters the game for C. Zeller,16,19
42,1,5:16.0,,K. Walker makes 2-pt jump shot from 17 ft (assist by G. Henderson),16,21
43,1,5:01.0,D. Favors misses 2-pt jump shot from 8 ft,,16,21
44,1,5:01.0,Offensive rebound by D. Favors,,16,21
45,1,5:01.0,Shooting foul by A. Jefferson (drawn by D. Favors),,16,21
46,1,5:01.0,D. Favors makes free throw 1 of 2,,17,21
47,1,5:01.0,D. Favors makes free throw 2 of 2,,18,21
48,1,4:42.0,,A. Jefferson misses 2-pt jump shot from 12 ft,18,21
49,1,4:40.0,Defensive rebound by D. Favors,,18,21
50,1,4:26.0,D. Favors misses 2-pt jump shot from 11 ft,,18,21
51,1,4:25.0,,Defensive rebound by A. Jefferson,18,21
52,1,4:20.0,,Personal foul by R. Hood (drawn by K. Walker),18,21
53,1,4:20.0,,G. Neal enters the game for G. Henderson,18,21
54,1,4:06.0,,Shooting foul by D. Exum (drawn by K. Walker),18,21
55,1,4:06.0,,K. Walker makes free throw 1 of 2,18,22
56,1,4:06.0,,K. Walker makes free throw 2 of 2,18,23
57,1,3:49.0,Shooting foul by M. Kidd-Gilchrist (drawn by D. Favors),,18,23
58,1,3:49.0,D. Favors misses free throw 1 of 2,,18,23
59,1,3:49.0,Offensive rebound by Team,,18,23
60,1,3:49.0,D. Favors makes free throw 2 of 2,,19,23
61,1,3:35.0,,Offensive foul by M. Williams (drawn by D. Exum),19,23
62,1,3:35.0,,Turnover by M. Williams (offensive foul),19,23
63,1,3:35.0,Utah full timeout,,19,23
64,1,3:35.0,R. Gobert enters the game for D. Favors,,19,23
65,1,3:21.0,Turnover by R. Hood (bad pass; steal by K. Walker),,19,23
66,1,3:15.0,,K. Walker makes 2-pt layup at rim,19,25
67,1,2:55.0,,B. Biyombo enters the game for A. Jefferson,19,25
68,1,2:50.0,Turnover by D. Exum (bad pass; steal by K. Walker),,19,25
69,1,2:44.0,,Turnover by M. Kidd-Gilchrist (lost ball; steal by R. Gobert),19,25
70,1,2:44.0,G. Hayward misses 3-pt jump shot from 25 ft,,19,25
71,1,2:44.0,,Defensive rebound by Team,19,25
72,1,2:44.0,Loose ball foul by R. Gobert (drawn by M. Kidd-Gilchrist),,19,25
73,1,2:44.0,,M. Kidd-Gilchrist misses free throw 1 of 2,19,25
74,1,2:44.0,,Offensive rebound by Team,19,25
75,1,2:44.0,,M. Kidd-Gilchrist makes free throw 2 of 2,19,26
76,1,2:31.0,R. Hood misses 3-pt jump shot from 23 ft,,19,26
77,1,2:30.0,Offensive rebound by T. Booker,,19,26
78,1,2:28.0,Shooting foul by B. Biyombo (drawn by R. Hood),,19,26
79,1,2:28.0,R. Hood makes free throw 1 of 2,,20,26
80,1,2:28.0,R. Hood makes free throw 2 of 2,,21,26
81,1,2:17.0,,G. Neal misses 2-pt jump shot from 20 ft,21,26
82,1,2:15.0,,Offensive rebound by B. Biyombo,21,26
83,1,2:08.0,,K. Walker misses 2-pt layup from 2 ft,21,26
84,1,2:06.0,,Offensive rebound by M. Kidd-Gilchrist,21,26
85,1,2:06.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,21,28
86,1,1:44.0,D. Exum misses 3-pt jump shot from 26 ft,,21,28
87,1,1:42.0,,Defensive rebound by B. Biyombo,21,28
88,1,1:27.0,,M. Williams makes 3-pt jump shot from 26 ft (assist by G. Neal),21,31
89,1,1:11.0,G. Hayward misses 2-pt jump shot from 8 ft,,21,31
90,1,1:06.0,,Defensive rebound by K. Walker,21,31
91,1,1:00.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft (block by T. Booker),21,31
92,1,0:58.0,Defensive rebound by T. Booker,,21,31
93,1,0:38.0,T. Booker misses 3-pt jump shot from 24 ft,,21,31
94,1,0:37.0,,Defensive rebound by M. Kidd-Gilchrist,21,31
95,1,0:19.0,,K. Walker misses 2-pt layup from 2 ft,21,31
96,1,0:17.0,Defensive rebound by T. Booker,,21,31
97,1,0:02.0,G. Hayward makes 2-pt layup from 1 ft,,23,31
98,1,0:00.0,,K. Walker misses 3-pt jump shot from 38 ft,23,31
99,1,0:00.0,,Offensive rebound by Team,23,31
100,2,11:41.0,,G. Neal misses 2-pt jump shot from 9 ft (block by R. Gobert),23,31
101,2,11:39.0,,Offensive rebound by B. Roberts,23,31
102,2,11:38.0,Violation by R. Gobert (kicked ball),,23,31
103,2,11:31.0,,B. Roberts makes 3-pt jump shot from 26 ft (assist by G. Neal),23,34
104,2,11:06.0,A. Burks makes 2-pt jump shot from 16 ft,,25,34
105,2,10:48.0,,P. Hairston misses 2-pt jump shot from 18 ft,25,34
106,2,10:46.0,Defensive rebound by R. Hood,,25,34
107,2,10:32.0,D. Exum misses 2-pt jump shot from 18 ft,,25,34
108,2,10:31.0,,Defensive rebound by B. Biyombo,25,34
109,2,10:19.0,,Personal foul by R. Hood (drawn by G. Neal),25,34
110,2,10:19.0,J. Ingles enters the game for R. Hood,,25,34
111,2,10:09.0,,G. Neal makes 3-pt jump shot from 27 ft,25,37
112,2,9:47.0,A. Burks misses 3-pt jump shot from 23 ft,,25,37
113,2,9:46.0,,Defensive rebound by B. Biyombo,25,37
114,2,9:36.0,,P. Hairston misses 3-pt jump shot from 26 ft,25,37
115,2,9:34.0,Defensive rebound by J. Ingles,,25,37
116,2,9:22.0,Personal foul by B. Roberts (drawn by D. Exum),,25,37
117,2,9:14.0,Turnover by A. Burks (palming),,25,37
118,2,9:00.0,,P. Hairston misses 3-pt jump shot from 25 ft,25,37
119,2,8:59.0,Defensive rebound by R. Gobert,,25,37
120,2,8:50.0,Personal foul by P. Hairston (drawn by R. Gobert),,25,37
121,2,8:50.0,T. Burke enters the game for D. Exum,,25,37
122,2,8:50.0,Official timeout,,25,37
123,2,8:50.0,E. Freedom enters the game for T. Booker,,25,37
124,2,8:38.0,J. Ingles makes 2-pt jump shot from 18 ft (assist by T. Burke),,27,37
125,2,8:17.0,,G. Neal misses 2-pt layup from 2 ft,27,37
126,2,8:15.0,,Offensive rebound by B. Biyombo,27,37
127,2,8:13.0,,B. Biyombo makes 2-pt layup at rim,27,39
128,2,8:00.0,E. Freedom misses 2-pt jump shot from 16 ft,,27,39
129,2,7:59.0,,Defensive rebound by P. Hairston,27,39
130,2,7:49.0,,P. Hairston misses 3-pt jump shot from 26 ft,27,39
131,2,7:48.0,Defensive rebound by T. Burke,,27,39
132,2,7:36.0,Def 3 sec tech foul by B. Biyombo,,27,39
133,2,7:36.0,T. Burke makes technical free throw,,28,39
134,2,7:36.0,,C. Zeller enters the game for M. Williams,28,39
135,2,7:28.0,Personal foul by C. Zeller (drawn by E. Freedom),,28,39
136,2,7:21.0,T. Burke misses 2-pt jump shot from 20 ft,,28,39
137,2,7:20.0,Offensive rebound by E. Freedom,,28,39
138,2,7:17.0,E. Freedom makes 2-pt layup from 1 ft,,30,39
139,2,7:07.0,,P. Hairston makes 3-pt jump shot from 27 ft (assist by C. Zeller),30,42
140,2,6:50.0,A. Burks misses 3-pt jump shot from 23 ft,,30,42
141,2,6:49.0,Offensive rebound by R. Gobert,,30,42
142,2,6:43.0,J. Ingles misses 3-pt jump shot from 24 ft,,30,42
143,2,6:42.0,,Defensive rebound by B. Roberts,30,42
144,2,6:36.0,,B. Roberts misses 2-pt jump shot from 15 ft,30,42
145,2,6:34.0,,Offensive rebound by P. Hairston,30,42
146,2,6:20.0,,C. Zeller makes 2-pt hook shot from 8 ft (assist by B. Roberts),30,44
147,2,5:58.0,T. Burke misses 3-pt jump shot from 25 ft,,30,44
148,2,5:57.0,Offensive rebound by Team,,30,44
149,2,5:57.0,,Charlotte full timeout,30,44
150,2,5:57.0,,G. Henderson enters the game for G. Neal,30,44
151,2,5:57.0,,K. Walker enters the game for B. Biyombo,30,44
152,2,5:57.0,,M. Kidd-Gilchrist enters the game for B. Roberts,30,44
153,2,5:57.0,,A. Jefferson enters the game for P. Hairston,30,44
154,2,5:57.0,G. Hayward enters the game for J. Ingles,,30,44
155,2,5:49.0,A. Burks misses 2-pt jump shot from 18 ft,,30,44
156,2,5:46.0,Offensive rebound by R. Gobert,,30,44
157,2,5:43.0,R. Gobert misses 2-pt jump shot from 3 ft (block by M. Kidd-Gilchrist),,30,44
158,2,5:41.0,Offensive rebound by R. Gobert,,30,44
159,2,5:41.0,R. Gobert makes 2-pt tip-in from 1 ft,,32,44
160,2,5:15.0,,A. Jefferson misses 2-pt jump shot from 4 ft (block by R. Gobert),32,44
161,2,5:14.0,Defensive rebound by G. Hayward,,32,44
162,2,5:08.0,E. Freedom misses 2-pt jump shot from 17 ft,,32,44
163,2,5:06.0,,Defensive rebound by A. Jefferson,32,44
164,2,4:56.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,32,44
165,2,4:55.0,,Offensive rebound by C. Zeller,32,44
166,2,4:55.0,,C. Zeller misses 2-pt layup at rim,32,44
167,2,4:53.0,,Offensive rebound by C. Zeller,32,44
168,2,4:49.0,,Turnover by M. Kidd-Gilchrist (bad pass; steal by G. Hayward),32,44
169,2,4:36.0,Turnover by R. Gobert (bad pass; steal by G. Henderson),,32,44
170,2,4:24.0,,G. Henderson misses 2-pt jump shot from 16 ft,32,44
171,2,4:22.0,,Offensive rebound by C. Zeller,32,44
172,2,4:11.0,,A. Jefferson misses 2-pt hook shot from 8 ft,32,44
173,2,4:10.0,,Offensive rebound by Team,32,44
174,2,4:10.0,Loose ball foul by E. Freedom (drawn by C. Zeller),,32,44
175,2,4:10.0,D. Favors enters the game for E. Freedom,,32,44
176,2,4:04.0,,C. Zeller misses 2-pt jump shot from 16 ft,32,44
177,2,4:03.0,Defensive rebound by A. Burks,,32,44
178,2,3:49.0,D. Favors makes 2-pt layup from 1 ft,,34,44
179,2,3:24.0,,G. Henderson makes 2-pt jump shot from 10 ft,34,46
180,2,3:08.0,R. Gobert makes 2-pt layup at rim (assist by A. Burks),,36,46
181,2,2:54.0,,K. Walker misses 3-pt jump shot from 25 ft,36,46
182,2,2:53.0,Defensive rebound by A. Burks,,36,46
183,2,2:34.0,T. Burke misses 2-pt jump shot from 13 ft,,36,46
184,2,2:33.0,Offensive rebound by R. Gobert,,36,46
185,2,2:33.0,R. Gobert makes 2-pt tip-in from 1 ft,,38,46
186,2,2:33.0,,Charlotte full timeout,38,46
187,2,2:33.0,Utah full timeout,,38,46
188,2,2:33.0,,M. Williams enters the game for C. Zeller,38,46
189,2,2:08.0,,A. Jefferson makes 2-pt jump shot from 12 ft (assist by G. Henderson),38,48
190,2,2:00.0,Shooting foul by A. Jefferson (drawn by R. Gobert),,38,48
191,2,2:00.0,R. Gobert misses free throw 1 of 2,,38,48
192,2,2:00.0,Offensive rebound by Team,,38,48
193,2,2:00.0,R. Gobert makes free throw 2 of 2,,39,48
194,2,1:48.0,,M. Williams misses 3-pt jump shot from 25 ft,39,48
195,2,1:47.0,Defensive rebound by R. Gobert,,39,48
196,2,1:24.0,T. Burke misses 2-pt jump shot from 12 ft,,39,48
197,2,1:23.0,,Defensive rebound by M. Williams,39,48
198,2,1:11.0,,M. Williams misses 3-pt jump shot from 25 ft,39,48
199,2,1:10.0,Defensive rebound by R. Gobert,,39,48
200,2,0:58.0,G. Hayward misses 3-pt jump shot from 23 ft,,39,48
201,2,0:56.0,,Defensive rebound by G. Henderson,39,48
202,2,0:41.0,,A. Jefferson makes 2-pt jump shot from 5 ft,39,50
203,2,0:27.0,T. Burke misses 2-pt jump shot from 19 ft,,39,50
204,2,0:26.0,,Defensive rebound by A. Jefferson,39,50
205,2,0:06.0,,A. Jefferson makes 2-pt jump shot from 11 ft (assist by K. Walker),39,52
206,2,0:00.0,T. Burke misses 3-pt jump shot from 33 ft,,39,52
207,2,0:00.0,Offensive rebound by Team,,39,52
208,3,11:48.0,,M. Kidd-Gilchrist misses 2-pt dunk at rim (block by D. Favors),39,52
209,3,11:46.0,Defensive rebound by T. Burke,,39,52
210,3,11:29.0,E. Freedom misses 2-pt jump shot from 17 ft,,39,52
211,3,11:28.0,,Defensive rebound by K. Walker,39,52
212,3,11:20.0,,K. Walker makes 2-pt layup at rim (assist by A. Jefferson),39,54
213,3,11:02.0,G. Hayward makes 2-pt jump shot from 16 ft (assist by D. Favors),,41,54
214,3,10:45.0,,Shooting foul by E. Freedom (drawn by M. Kidd-Gilchrist),41,54
215,3,10:45.0,,M. Kidd-Gilchrist misses free throw 1 of 2,41,54
216,3,10:45.0,,Offensive rebound by Team,41,54
217,3,10:45.0,,M. Kidd-Gilchrist makes free throw 2 of 2,41,55
218,3,10:31.0,T. Burke misses 3-pt jump shot from 26 ft,,41,55
219,3,10:29.0,Offensive rebound by E. Freedom,,41,55
220,3,10:29.0,E. Freedom makes 2-pt layup at rim,,43,55
221,3,10:09.0,,A. Jefferson misses 2-pt jump shot from 18 ft,43,55
222,3,10:07.0,,Offensive rebound by C. Zeller,43,55
223,3,9:59.0,,G. Henderson makes 2-pt jump shot from 14 ft,43,57
224,3,9:45.0,D. Favors makes 2-pt layup from 1 ft,,45,57
225,3,9:31.0,,A. Jefferson makes 2-pt jump shot from 15 ft (assist by K. Walker),45,59
226,3,9:18.0,Personal foul by G. Henderson (drawn by A. Burks),,45,59
227,3,9:18.0,D. Exum enters the game for T. Burke,,45,59
228,3,9:18.0,R. Gobert enters the game for E. Freedom,,45,59
229,3,9:12.0,Turnover by D. Exum (lost ball; steal by K. Walker),,45,59
230,3,9:06.0,,K. Walker misses 2-pt layup from 1 ft,45,59
231,3,9:04.0,,Offensive rebound by M. Kidd-Gilchrist,45,59
232,3,9:00.0,,G. Henderson misses 3-pt jump shot from 25 ft,45,59
233,3,8:59.0,,Offensive rebound by C. Zeller,45,59
234,3,8:42.0,,K. Walker misses 3-pt jump shot from 25 ft,45,59
235,3,8:40.0,,Offensive rebound by M. Kidd-Gilchrist,45,59
236,3,8:32.0,,Shooting foul by R. Gobert (drawn by A. Jefferson),45,59
237,3,8:32.0,,A. Jefferson misses free throw 1 of 2,45,59
238,3,8:32.0,,Offensive rebound by Team,45,59
239,3,8:32.0,,A. Jefferson makes free throw 2 of 2,45,60
240,3,8:10.0,A. Burks misses 2-pt jump shot from 7 ft,,45,60
241,3,8:09.0,,Defensive rebound by M. Kidd-Gilchrist,45,60
242,3,7:58.0,,G. Henderson makes 2-pt jump shot from 7 ft (assist by M. Kidd-Gilchrist),45,62
243,3,7:47.0,D. Exum misses 3-pt jump shot from 25 ft,,45,62
244,3,7:46.0,,Defensive rebound by A. Jefferson,45,62
245,3,7:36.0,,C. Zeller misses 2-pt jump shot from 19 ft,45,62
246,3,7:34.0,Defensive rebound by A. Burks,,45,62
247,3,7:30.0,Shooting foul by G. Henderson (drawn by A. Burks),,45,62
248,3,7:30.0,A. Burks makes free throw 1 of 2,,46,62
249,3,7:30.0,R. Hood enters the game for D. Exum,,46,62
250,3,7:30.0,A. Burks makes free throw 2 of 2,,47,62
251,3,7:25.0,,Personal take foul by A. Burks (drawn by K. Walker),47,62
252,3,7:25.0,T. Burke enters the game for A. Burks,,47,62
253,3,7:14.0,,Shooting foul by G. Hayward (drawn by M. Kidd-Gilchrist),47,62
254,3,7:14.0,,M. Kidd-Gilchrist makes free throw 1 of 2,47,63
255,3,7:14.0,,M. Kidd-Gilchrist makes free throw 2 of 2,47,64
256,3,7:01.0,R. Hood misses 3-pt jump shot from 27 ft,,47,64
257,3,7:00.0,,Defensive rebound by M. Kidd-Gilchrist,47,64
258,3,6:46.0,,K. Walker makes 2-pt layup from 1 ft,47,66
259,3,6:32.0,T. Burke misses 2-pt jump shot from 7 ft,,47,66
260,3,6:30.0,,Defensive rebound by A. Jefferson,47,66
261,3,6:13.0,,A. Jefferson makes 2-pt hook shot from 8 ft,47,68
262,3,6:13.0,Utah full timeout,,47,68
263,3,6:13.0,,G. Neal enters the game for M. Kidd-Gilchrist,47,68
264,3,6:13.0,T. Booker enters the game for D. Favors,,47,68
265,3,6:02.0,G. Hayward misses 2-pt jump shot from 21 ft,,47,68
266,3,6:01.0,,Defensive rebound by A. Jefferson,47,68
267,3,5:45.0,,Shooting foul by R. Hood (drawn by C. Zeller),47,68
268,3,5:45.0,,C. Zeller misses free throw 1 of 2,47,68
269,3,5:45.0,,Offensive rebound by Team,47,68
270,3,5:45.0,,C. Zeller makes free throw 2 of 2,47,69
271,3,5:31.0,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),,49,69
272,3,5:03.0,,G. Henderson makes 2-pt jump shot from 13 ft,49,71
273,3,4:45.0,R. Hood misses 2-pt jump shot from 16 ft,,49,71
274,3,4:43.0,,Defensive rebound by A. Jefferson,49,71
275,3,4:29.0,,Shooting foul by R. Gobert (drawn by A. Jefferson),49,71
276,3,4:29.0,,A. Jefferson makes free throw 1 of 2,49,72
277,3,4:29.0,,M. Williams enters the game for C. Zeller,49,72
278,3,4:29.0,,A. Jefferson makes free throw 2 of 2,49,73
279,3,4:18.0,T. Burke makes 2-pt jump shot from 17 ft,,51,73
280,3,4:03.0,,K. Walker makes 2-pt jump shot from 9 ft,51,75
281,3,3:50.0,T. Burke makes 2-pt jump shot from 4 ft,,53,75
282,3,3:18.0,,G. Neal misses 2-pt layup from 2 ft,53,75
283,3,3:17.0,,Offensive rebound by M. Williams,53,75
284,3,3:17.0,,M. Williams misses 2-pt layup from 1 ft,53,75
285,3,3:16.0,Defensive rebound by R. Gobert,,53,75
286,3,3:09.0,R. Hood makes 2-pt layup at rim (assist by G. Hayward),,55,75
287,3,2:44.0,,G. Henderson makes 2-pt layup from 2 ft,55,77
288,3,2:26.0,G. Hayward makes 3-pt jump shot from 23 ft (assist by T. Burke),,58,77
289,3,2:17.0,,Charlotte full timeout,58,77
290,3,2:17.0,E. Freedom enters the game for T. Burke,,58,77
291,3,2:17.0,D. Exum enters the game for R. Gobert,,58,77
292,3,2:17.0,,M. Kidd-Gilchrist enters the game for A. Jefferson,58,77
293,3,2:17.0,,B. Biyombo enters the game for G. Henderson,58,77
294,3,2:17.0,,B. Roberts enters the game for K. Walker,58,77
295,3,2:07.0,,G. Neal makes 3-pt jump shot from 26 ft,58,80
296,3,1:51.0,G. Hayward makes 2-pt jump shot from 19 ft (assist by D. Exum),,60,80
297,3,1:35.0,,B. Roberts makes 2-pt jump shot from 15 ft,60,82
298,3,1:16.0,D. Exum makes 3-pt jump shot from 26 ft (assist by G. Hayward),,63,82
299,3,0:52.0,,G. Neal makes 2-pt layup from 2 ft (assist by B. Roberts),63,84
300,3,0:41.0,E. Freedom misses 2-pt jump shot from 17 ft,,63,84
301,3,0:40.0,,Defensive rebound by M. Kidd-Gilchrist,63,84
302,3,0:20.0,,G. Neal misses 2-pt jump shot from 18 ft,63,84
303,3,0:18.0,Defensive rebound by G. Hayward,,63,84
304,3,0:02.0,Turnover by G. Hayward (lost ball; steal by M. Kidd-Gilchrist),,63,84
305,4,11:46.0,J. Ingles misses 3-pt jump shot from 24 ft,,63,84
306,4,11:45.0,,Defensive rebound by B. Roberts,63,84
307,4,11:26.0,,Turnover by G. Neal (bad pass; steal by T. Booker),63,84
308,4,11:10.0,Personal foul by M. Kidd-Gilchrist (drawn by T. Booker),,63,84
309,4,10:58.0,A. Burks misses 2-pt jump shot from 5 ft (block by M. Kidd-Gilchrist),,63,84
310,4,10:54.0,,Defensive rebound by M. Kidd-Gilchrist,63,84
311,4,10:48.0,,G. Neal misses 3-pt jump shot from 25 ft,63,84
312,4,10:46.0,Defensive rebound by E. Freedom,,63,84
313,4,10:31.0,Turnover by E. Freedom (bad pass; steal by G. Neal),,63,84
314,4,10:21.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 16 ft,63,86
315,4,10:03.0,A. Burks makes 2-pt jump shot from 20 ft (assist by T. Booker),,65,86
316,4,9:39.0,,G. Neal misses 2-pt layup from 1 ft,65,86
317,4,9:37.0,Defensive rebound by J. Ingles,,65,86
318,4,9:31.0,D. Exum makes 3-pt jump shot from 23 ft (assist by J. Ingles),,68,86
319,4,9:12.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 4 ft (block by J. Ingles),68,86
320,4,9:12.0,,Offensive rebound by Team,68,86
321,4,9:12.0,S. Novak enters the game for T. Booker,,68,86
322,4,9:05.0,,G. Neal misses 2-pt jump shot from 11 ft,68,86
323,4,9:02.0,Defensive rebound by E. Freedom,,68,86
324,4,9:00.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by E. Freedom),,71,86
325,4,8:53.0,,Charlotte full timeout,71,86
326,4,8:53.0,,A. Jefferson enters the game for M. Kidd-Gilchrist,71,86
327,4,8:53.0,,G. Henderson enters the game for B. Biyombo,71,86
328,4,8:39.0,,B. Roberts misses 3-pt jump shot from 23 ft,71,86
329,4,8:38.0,Defensive rebound by J. Ingles,,71,86
330,4,8:34.0,Personal foul by G. Neal (drawn by A. Burks),,71,86
331,4,8:34.0,A. Burks makes free throw 1 of 3,,72,86
332,4,8:34.0,A. Burks makes free throw 2 of 3,,73,86
333,4,8:34.0,,K. Walker enters the game for B. Roberts,73,86
334,4,8:34.0,A. Burks makes free throw 3 of 3,,74,86
335,4,8:17.0,,M. Williams makes 2-pt jump shot from 18 ft,74,88
336,4,8:03.0,D. Exum misses 3-pt jump shot from 23 ft,,74,88
337,4,8:03.0,Offensive rebound by Team,,74,88
338,4,7:52.0,E. Freedom misses 2-pt jump shot from 16 ft,,74,88
339,4,7:51.0,,Defensive rebound by M. Williams,74,88
340,4,7:40.0,,K. Walker misses 2-pt layup from 1 ft,74,88
341,4,7:38.0,Defensive rebound by J. Ingles,,74,88
342,4,7:24.0,J. Ingles makes 2-pt layup from 1 ft,,76,88
343,4,7:24.0,Shooting foul by M. Williams (drawn by J. Ingles),,76,88
344,4,7:24.0,R. Gobert enters the game for E. Freedom,,76,88
345,4,7:24.0,J. Ingles misses free throw 1 of 1,,76,88
346,4,7:19.0,,Defensive rebound by A. Jefferson,76,88
347,4,6:57.0,,G. Henderson misses 2-pt layup from 2 ft,76,88
348,4,6:56.0,Defensive rebound by R. Gobert,,76,88
349,4,6:52.0,A. Burks makes 2-pt jump shot from 17 ft,,78,88
350,4,6:40.0,,Personal foul by D. Exum (drawn by K. Walker),78,88
351,4,6:40.0,,B. Biyombo enters the game for A. Jefferson,78,88
352,4,6:40.0,,M. Kidd-Gilchrist enters the game for G. Neal,78,88
353,4,6:33.0,,K. Walker misses 2-pt jump shot from 12 ft,78,88
354,4,6:33.0,Defensive rebound by Team,,78,88
355,4,6:18.0,A. Burks misses 2-pt layup from 1 ft,,78,88
356,4,6:15.0,,Defensive rebound by M. Kidd-Gilchrist,78,88
357,4,6:07.0,,G. Henderson makes 3-pt jump shot from 23 ft (assist by M. Williams),78,91
358,4,5:50.0,A. Burks misses 3-pt jump shot from 26 ft,,78,91
359,4,5:49.0,,Defensive rebound by M. Williams,78,91
360,4,5:38.0,,K. Walker makes 2-pt jump shot from 18 ft,78,93
361,4,5:29.0,Utah full timeout,,78,93
362,4,5:29.0,R. Hood enters the game for A. Burks,,78,93
363,4,5:29.0,G. Hayward enters the game for D. Exum,,78,93
364,4,5:17.0,S. Novak misses 3-pt jump shot from 29 ft,,78,93
365,4,5:16.0,,Defensive rebound by Team,78,93
366,4,4:56.0,,K. Walker makes 3-pt jump shot from 25 ft,78,96
367,4,4:44.0,G. Hayward misses 3-pt jump shot from 26 ft,,78,96
368,4,4:43.0,,Defensive rebound by M. Williams,78,96
369,4,4:34.0,,K. Walker misses 2-pt jump shot from 15 ft,78,96
370,4,4:31.0,Defensive rebound by R. Gobert,,78,96
371,4,4:20.0,S. Novak misses 3-pt jump shot from 25 ft,,78,96
372,4,4:18.0,,Defensive rebound by M. Kidd-Gilchrist,78,96
373,4,3:59.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 16 ft (assist by K. Walker),78,98
374,4,3:32.0,G. Hayward misses 2-pt layup from 2 ft,,78,98
375,4,3:31.0,,Defensive rebound by M. Kidd-Gilchrist,78,98
376,4,3:23.0,,Shooting foul by S. Novak (drawn by M. Kidd-Gilchrist),78,98
377,4,3:23.0,,M. Kidd-Gilchrist misses free throw 1 of 2,78,98
378,4,3:23.0,,Offensive rebound by Team,78,98
379,4,3:23.0,,J. Maxiell enters the game for G. Henderson,78,98
380,4,3:23.0,,J. Taylor enters the game for K. Walker,78,98
381,4,3:23.0,,J. Pargo enters the game for B. Biyombo,78,98
