,QUARTER,TIME_REMAINING,CHICAGO_ACTION,PHILADELPHIA_ACTION,CHICAGO_SCORE,PHILADELPHIA_SCORE
47,1,6:04.0,,C. Johnson enters the game for J. Sampson,17,14
48,1,5:50.0,,L. Mbah a Moute makes 2-pt jump shot from 17 ft (assist by K. McDaniels),17,16
49,1,5:28.0,M. Dunleavy misses 3-pt jump shot from 24 ft,,17,16
50,1,5:24.0,Offensive rebound by P. Gasol,,17,16
51,1,5:21.0,P. Gasol makes 2-pt hook shot from 7 ft,,19,16
52,1,5:09.0,,Turnover by B. Davies (bad pass; steal by J. Butler),19,16
53,1,5:04.0,J. Butler makes 2-pt layup at rim,,21,16
54,1,5:04.0,Shooting foul by C. Johnson (drawn by J. Butler),,21,16
55,1,5:04.0,A. Brooks enters the game for J. Noah,,21,16
56,1,5:04.0,T. Gibson enters the game for K. Hinrich,,21,16
57,1,5:04.0,J. Butler makes free throw 1 of 1,,22,16
58,1,4:46.0,,K. McDaniels misses 3-pt jump shot from 27 ft,22,16
59,1,4:44.0,,Offensive rebound by B. Davies,22,16
60,1,4:41.0,,B. Davies misses 2-pt layup from 2 ft,22,16
61,1,4:41.0,,Offensive rebound by K. McDaniels,22,16
62,1,4:41.0,,K. McDaniels makes 2-pt layup from 1 ft,22,18
63,1,4:41.0,,Shooting foul by T. Gibson (drawn by K. McDaniels),22,18
64,1,4:41.0,,K. McDaniels makes free throw 1 of 1,22,19
65,1,4:21.0,T. Gibson makes 2-pt dunk at rim (assist by A. Brooks),,24,19
66,1,4:10.0,,T. Wroten misses 3-pt jump shot from 25 ft,24,19
67,1,4:08.0,,Offensive rebound by L. Mbah a Moute,24,19
68,1,4:06.0,,L. Mbah a Moute misses 2-pt jump shot from 9 ft,24,19
69,1,4:05.0,Defensive rebound by T. Gibson,,24,19
70,1,3:56.0,Turnover by P. Gasol (lost ball),,24,19
71,1,3:56.0,,H. Thompson enters the game for L. Mbah a Moute,24,19
72,1,3:43.0,,Shooting foul by J. Butler (drawn by T. Wroten),24,19
73,1,3:43.0,,T. Wroten makes free throw 1 of 2,24,20
74,1,3:43.0,D. McDermott enters the game for M. Dunleavy,,24,20
75,1,3:43.0,,T. Wroten makes free throw 2 of 2,24,21
76,1,3:19.0,P. Gasol misses 2-pt jump shot from 9 ft,,24,21
77,1,3:17.0,,Defensive rebound by C. Johnson,24,21
78,1,3:02.0,,T. Wroten makes 2-pt layup from 1 ft,24,23
79,1,2:45.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by T. Gibson),,27,23
80,1,2:28.0,,T. Wroten makes 3-pt jump shot from 25 ft (assist by H. Thompson),27,26
81,1,2:15.0,Shooting foul by K. McDaniels (drawn by T. Gibson),,27,26
82,1,2:15.0,Chicago full timeout,,27,26
83,1,2:15.0,,A. Shved enters the game for T. Wroten,27,26
84,1,2:15.0,T. Gibson makes free throw 1 of 2,,28,26
85,1,2:15.0,T. Gibson misses free throw 2 of 2,,28,26
86,1,2:14.0,,Defensive rebound by K. McDaniels,28,26
87,1,1:59.0,,Turnover by H. Thompson (bad pass),28,26
88,1,1:39.0,T. Gibson makes 2-pt jump shot from 13 ft (assist by J. Butler),,30,26
89,1,1:18.0,,H. Thompson misses 2-pt jump shot from 16 ft (block by J. Butler),30,26
90,1,1:16.0,Defensive rebound by P. Gasol,,30,26
91,1,1:03.0,J. Butler misses 3-pt jump shot from 25 ft,,30,26
92,1,1:03.0,,Defensive rebound by Team,30,26
93,1,1:03.0,Loose ball foul by P. Gasol (drawn by H. Thompson),,30,26
94,1,0:50.0,,B. Davies makes 2-pt dunk at rim (assist by A. Shved),30,28
95,1,0:37.0,P. Gasol misses 2-pt jump shot from 10 ft,,30,28
96,1,0:35.0,Offensive rebound by J. Butler,,30,28
97,1,0:34.0,J. Butler misses 2-pt jump shot from 3 ft,,30,28
98,1,0:32.0,,Defensive rebound by B. Davies,30,28
99,1,0:27.0,,B. Davies misses 3-pt jump shot from 26 ft,30,28
100,1,0:24.0,Defensive rebound by P. Gasol,,30,28
101,1,0:04.0,J. Butler makes 3-pt jump shot from 25 ft (assist by T. Gibson),,33,28
102,1,0:00.0,,A. Shved misses 3-pt jump shot from 31 ft,33,28
103,1,0:00.0,,Offensive rebound by Team,33,28
104,2,11:41.0,D. McDermott misses 3-pt jump shot from 25 ft,,33,28
105,2,11:39.0,Offensive rebound by N. Mirotić,,33,28
106,2,11:39.0,Shooting foul by C. Johnson (drawn by N. Mirotić),,33,28
107,2,11:39.0,N. Mirotić misses free throw 1 of 2,,33,28
108,2,11:39.0,Offensive rebound by Team,,33,28
109,2,11:39.0,N. Mirotić makes free throw 2 of 2,,34,28
110,2,11:20.0,,B. Davies makes 3-pt jump shot from 24 ft,34,31
111,2,11:00.0,A. Brooks misses 3-pt jump shot from 25 ft,,34,31
112,2,10:57.0,,Defensive rebound by C. Johnson,34,31
113,2,10:51.0,,Shooting foul by T. Snell (drawn by A. Shved),34,31
114,2,10:51.0,,A. Shved makes free throw 1 of 2,34,32
115,2,10:51.0,,L. Mbah a Moute enters the game for H. Thompson,34,32
116,2,10:51.0,,J. Sampson enters the game for C. Johnson,34,32
117,2,10:51.0,,A. Shved makes free throw 2 of 2,34,33
118,2,10:36.0,D. McDermott makes 2-pt layup from 2 ft (assist by A. Brooks),,36,33
119,2,10:30.0,,Turnover by K. McDaniels (offensive foul),36,33
120,2,10:30.0,Offensive charge foul by K. McDaniels (drawn by A. Brooks),,36,33
121,2,10:30.0,,H. Sims enters the game for B. Davies,36,33
122,2,10:15.0,N. Mirotić misses 2-pt jump shot from 3 ft,,36,33
123,2,10:13.0,,Defensive rebound by L. Mbah a Moute,36,33
124,2,10:07.0,,A. Shved makes 2-pt layup from 1 ft,36,35
125,2,9:53.0,N. Mirotić misses 3-pt jump shot from 23 ft,,36,35
126,2,9:51.0,,Defensive rebound by J. Sampson,36,35
127,2,9:35.0,,L. Mbah a Moute makes 2-pt jump shot from 16 ft (assist by A. Shved),36,37
128,2,9:17.0,A. Brooks makes 2-pt jump shot from 17 ft,,38,37
129,2,8:55.0,,H. Sims makes 2-pt hook shot from 5 ft,38,39
130,2,8:33.0,Turnover by D. McDermott (bad pass; steal by J. Sampson),,38,39
131,2,8:30.0,Offensive charge foul by A. Shved (drawn by A. Brooks),,38,39
132,2,8:30.0,,Turnover by A. Shved (offensive foul),38,39
133,2,8:30.0,Official timeout,,38,39
134,2,8:21.0,A. Brooks misses 2-pt jump shot from 7 ft,,38,39
135,2,8:19.0,,Defensive rebound by K. McDaniels,38,39
136,2,8:08.0,,Personal foul by N. Mirotić (drawn by K. McDaniels),38,39
137,2,8:08.0,K. Hinrich enters the game for A. Brooks,,38,39
138,2,8:08.0,J. Noah enters the game for N. Mirotić,,38,39
139,2,7:54.0,,K. McDaniels misses 2-pt jump shot from 13 ft,38,39
140,2,7:52.0,,Offensive rebound by H. Sims,38,39
141,2,7:50.0,,H. Sims makes 2-pt layup from 2 ft,38,41
142,2,7:38.0,T. Gibson misses 2-pt jump shot from 3 ft,,38,41
143,2,7:36.0,,Defensive rebound by K. McDaniels,38,41
144,2,7:29.0,,J. Sampson makes 2-pt layup from 1 ft (assist by K. McDaniels),38,43
145,2,7:21.0,Chicago full timeout,,38,43
146,2,7:21.0,,T. Wroten enters the game for A. Shved,38,43
147,2,7:21.0,,C. Johnson enters the game for K. McDaniels,38,43
148,2,7:21.0,J. Butler enters the game for T. Snell,,38,43
149,2,7:15.0,,Offensive charge foul by D. McDermott (drawn by T. Wroten),38,43
150,2,7:15.0,Turnover by D. McDermott (offensive foul),,38,43
151,2,6:57.0,,Personal foul by J. Noah (drawn by H. Sims),38,43
152,2,6:49.0,,T. Wroten misses 2-pt layup from 2 ft,38,43
153,2,6:47.0,,Offensive rebound by T. Wroten,38,43
154,2,6:47.0,,T. Wroten misses 2-pt layup from 2 ft,38,43
155,2,6:44.0,,Offensive rebound by L. Mbah a Moute,38,43
156,2,6:44.0,,L. Mbah a Moute misses 2-pt tip-in at rim,38,43
157,2,6:43.0,Defensive rebound by K. Hinrich,,38,43
158,2,6:40.0,J. Butler misses 2-pt jump shot from 6 ft,,38,43
159,2,6:39.0,,Defensive rebound by J. Sampson,38,43
160,2,6:35.0,,T. Wroten makes 2-pt dunk at rim (assist by J. Sampson),38,45
161,2,6:19.0,K. Hinrich misses 2-pt jump shot from 17 ft,,38,45
162,2,6:18.0,Offensive rebound by J. Noah,,38,45
163,2,6:18.0,Shooting foul by T. Wroten (drawn by J. Noah),,38,45
164,2,6:18.0,J. Noah misses free throw 1 of 2,,38,45
165,2,6:18.0,Offensive rebound by Team,,38,45
166,2,6:18.0,J. Noah makes free throw 2 of 2,,39,45
167,2,6:04.0,,T. Wroten misses 2-pt jump shot from 3 ft,39,45
168,2,6:01.0,,Offensive rebound by H. Sims,39,45
169,2,6:01.0,,H. Sims makes 2-pt layup from 1 ft,39,47
170,2,5:35.0,Shooting foul by L. Mbah a Moute (drawn by K. Hinrich),,39,47
171,2,5:35.0,K. Hinrich makes free throw 1 of 2,,40,47
172,2,5:35.0,P. Gasol enters the game for T. Gibson,,40,47
173,2,5:35.0,M. Dunleavy enters the game for D. McDermott,,40,47
174,2,5:35.0,K. Hinrich misses free throw 2 of 2,,40,47
175,2,5:34.0,,Defensive rebound by H. Sims,40,47
176,2,5:20.0,,T. Wroten makes 2-pt layup from 2 ft (assist by C. Johnson),40,49
177,2,5:03.0,K. Hinrich makes 2-pt jump shot from 18 ft,,42,49
178,2,4:44.0,,L. Mbah a Moute misses 2-pt jump shot from 3 ft,42,49
179,2,4:43.0,Defensive rebound by P. Gasol,,42,49
180,2,4:39.0,K. Hinrich misses 2-pt jump shot from 5 ft (block by C. Johnson),,42,49
181,2,4:38.0,Offensive rebound by Team,,42,49
182,2,4:36.0,Shooting foul by T. Wroten (drawn by M. Dunleavy),,42,49
183,2,4:36.0,M. Dunleavy makes free throw 1 of 2,,43,49
184,2,4:36.0,,H. Thompson enters the game for L. Mbah a Moute,43,49
185,2,4:36.0,M. Dunleavy makes free throw 2 of 2,,44,49
186,2,4:22.0,,T. Wroten misses 3-pt jump shot from 25 ft,44,49
187,2,4:20.0,Defensive rebound by J. Noah,,44,49
188,2,4:06.0,J. Butler misses 3-pt jump shot from 25 ft,,44,49
189,2,4:04.0,,Defensive rebound by J. Sampson,44,49
190,2,3:53.0,,T. Wroten misses 2-pt layup from 1 ft,44,49
191,2,3:50.0,,Offensive rebound by H. Sims,44,49
192,2,3:50.0,,H. Sims misses 2-pt layup from 1 ft (block by P. Gasol),44,49
193,2,3:47.0,,Offensive rebound by H. Sims,44,49
194,2,3:46.0,,T. Wroten misses 2-pt layup from 2 ft (block by M. Dunleavy),44,49
195,2,3:46.0,,Offensive rebound by Team,44,49
196,2,3:46.0,,Philadelphia full timeout,44,49
197,2,3:39.0,,C. Johnson misses 3-pt jump shot from 27 ft,44,49
198,2,3:37.0,,Offensive rebound by J. Sampson,44,49
199,2,3:33.0,,C. Johnson misses 2-pt jump shot from 19 ft,44,49
200,2,3:33.0,,Offensive rebound by Team,44,49
201,2,3:30.0,,H. Sims makes 3-pt jump shot from 24 ft (assist by T. Wroten),44,52
202,2,3:14.0,,Violation by J. Sampson (def goaltending),44,52
203,2,3:14.0,J. Butler makes 2-pt layup from 2 ft,,46,52
204,2,2:56.0,,Turnover by H. Sims (offensive foul),46,52
205,2,2:56.0,,Offensive foul by H. Sims (drawn by J. Noah),46,52
206,2,2:56.0,,B. Davies enters the game for J. Sampson,46,52
207,2,2:56.0,,K. McDaniels enters the game for H. Sims,46,52
208,2,2:48.0,Turnover by K. Hinrich (bad pass; steal by K. McDaniels),,46,52
209,2,2:40.0,,B. Davies makes 2-pt jump shot from 17 ft (assist by K. McDaniels),46,54
210,2,2:18.0,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by P. Gasol),,49,54
211,2,2:00.0,,T. Wroten misses 2-pt jump shot from 9 ft,49,54
212,2,1:58.0,Defensive rebound by P. Gasol,,49,54
213,2,1:58.0,Turnover by P. Gasol (bad pass; steal by T. Wroten),,49,54
214,2,1:53.0,,K. McDaniels misses 3-pt jump shot from 25 ft,49,54
215,2,1:49.0,Defensive rebound by P. Gasol,,49,54
216,2,1:49.0,Shooting foul by H. Thompson (drawn by K. Hinrich),,49,54
217,2,1:49.0,K. Hinrich makes free throw 1 of 2,,50,54
218,2,1:49.0,,A. Shved enters the game for C. Johnson,50,54
219,2,1:49.0,,J. Sampson enters the game for T. Wroten,50,54
220,2,1:49.0,K. Hinrich misses free throw 2 of 2,,50,54
221,2,1:47.0,Offensive rebound by J. Noah,,50,54
222,2,1:43.0,M. Dunleavy misses 3-pt jump shot from 26 ft,,50,54
223,2,1:40.0,Offensive rebound by J. Noah,,50,54
224,2,1:33.0,Shooting foul by H. Thompson (drawn by K. Hinrich),,50,54
225,2,1:33.0,K. Hinrich makes free throw 1 of 2,,51,54
226,2,1:33.0,K. Hinrich makes free throw 2 of 2,,52,54
227,2,1:17.0,,H. Thompson makes 3-pt jump shot from 26 ft (assist by B. Davies),52,57
228,2,0:58.0,J. Noah misses 2-pt jump shot from 17 ft,,52,57
229,2,0:58.0,Offensive rebound by P. Gasol,,52,57
230,2,0:58.0,P. Gasol makes 2-pt dunk at rim,,54,57
231,2,0:40.0,,Offensive foul by K. McDaniels (drawn by P. Gasol),54,57
232,2,0:40.0,,Turnover by K. McDaniels (offensive foul),54,57
233,2,0:40.0,,L. Mbah a Moute enters the game for K. McDaniels,54,57
234,2,0:29.0,Turnover by J. Butler (lost ball; steal by H. Thompson),,54,57
235,2,0:24.0,,Philadelphia full timeout,54,57
236,2,0:11.0,,Shooting block foul by J. Noah (drawn by A. Shved),54,57
237,2,0:11.0,,A. Shved misses free throw 1 of 2,54,57
238,2,0:11.0,,Offensive rebound by Team,54,57
239,2,0:11.0,,A. Shved misses free throw 2 of 2,54,57
240,2,0:10.0,Defensive rebound by K. Hinrich,,54,57
241,2,0:02.0,M. Dunleavy makes 2-pt jump shot from 17 ft (assist by K. Hinrich),,56,57
242,2,0:02.0,,Loose ball foul by H. Thompson (drawn by J. Noah),56,57
243,2,0:02.0,J. Noah makes free throw 1 of 1,,57,57
244,3,11:38.0,K. Hinrich misses 2-pt jump shot from 11 ft,,57,57
245,3,11:36.0,,Defensive rebound by J. Sampson,57,57
246,3,11:29.0,,L. Mbah a Moute makes 2-pt layup from 2 ft (assist by T. Wroten),57,59
247,3,11:08.0,K. Hinrich makes 3-pt jump shot from 24 ft (assist by M. Dunleavy),,60,59
248,3,10:46.0,,B. Davies misses 2-pt jump shot from 14 ft,60,59
249,3,10:45.0,Defensive rebound by J. Noah,,60,59
250,3,10:39.0,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by K. Hinrich),,63,59
251,3,10:15.0,,L. Mbah a Moute misses 2-pt jump shot from 20 ft,63,59
252,3,10:13.0,Defensive rebound by P. Gasol,,63,59
253,3,9:53.0,K. Hinrich misses 3-pt jump shot from 25 ft,,63,59
254,3,9:51.0,,Defensive rebound by L. Mbah a Moute,63,59
255,3,9:40.0,,T. Wroten makes 3-pt jump shot from 28 ft (assist by L. Mbah a Moute),63,62
256,3,9:18.0,P. Gasol makes 2-pt jump shot from 7 ft (assist by J. Butler),,65,62
257,3,9:05.0,,Turnover by J. Sampson (lost ball),65,62
258,3,8:46.0,M. Dunleavy misses 3-pt jump shot from 26 ft,,65,62
259,3,8:44.0,Offensive rebound by J. Butler,,65,62
260,3,8:44.0,J. Butler misses 2-pt tip-in at rim,,65,62
261,3,8:44.0,Offensive rebound by J. Noah,,65,62
262,3,8:44.0,J. Noah makes 2-pt layup from 1 ft,,67,62
263,3,8:44.0,Shooting foul by H. Thompson (drawn by J. Noah),,67,62
264,3,8:44.0,,K. McDaniels enters the game for H. Thompson,67,62
265,3,8:44.0,J. Noah makes free throw 1 of 1,,68,62
266,3,8:26.0,,Turnover by K. McDaniels (lost ball; steal by K. Hinrich),68,62
267,3,8:08.0,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by K. Hinrich),,71,62
268,3,8:07.0,,Philadelphia full timeout,71,62
269,3,7:53.0,,L. Mbah a Moute makes 2-pt jump shot from 17 ft (assist by K. McDaniels),71,64
270,3,7:31.0,J. Noah misses 2-pt layup from 1 ft,,71,64
271,3,7:29.0,,Defensive rebound by L. Mbah a Moute,71,64
272,3,7:22.0,Offensive charge foul by T. Wroten (drawn by J. Noah),,71,64
273,3,7:22.0,,Turnover by T. Wroten (offensive foul),71,64
274,3,7:08.0,M. Dunleavy makes 2-pt layup from 1 ft (assist by J. Noah),,73,64
275,3,6:59.0,,B. Davies misses 3-pt jump shot from 25 ft,73,64
276,3,6:57.0,Defensive rebound by J. Noah,,73,64
277,3,6:41.0,M. Dunleavy makes 3-pt jump shot from 23 ft (assist by K. Hinrich),,76,64
278,3,6:19.0,,J. Sampson misses 2-pt jump shot from 16 ft,76,64
279,3,6:17.0,Defensive rebound by K. Hinrich,,76,64
280,3,6:05.0,Turnover by J. Noah (bad pass),,76,64
281,3,6:05.0,,H. Sims enters the game for J. Sampson,76,64
282,3,6:05.0,,C. Johnson enters the game for B. Davies,76,64
283,3,5:47.0,,T. Wroten misses 3-pt jump shot from 24 ft,76,64
284,3,5:46.0,,Offensive rebound by L. Mbah a Moute,76,64
285,3,5:37.0,,K. McDaniels misses 2-pt jump shot from 3 ft,76,64
286,3,5:35.0,Defensive rebound by M. Dunleavy,,76,64
287,3,5:16.0,K. Hinrich misses 3-pt jump shot from 23 ft,,76,64
288,3,5:15.0,,Defensive rebound by C. Johnson,76,64
289,3,5:13.0,,Turnover by C. Johnson (bad pass; steal by P. Gasol),76,64
290,3,5:11.0,J. Butler misses 2-pt layup from 2 ft,,76,64
291,3,5:10.0,Offensive rebound by J. Butler,,76,64
292,3,5:09.0,J. Butler makes 2-pt layup at rim,,78,64
293,3,4:52.0,,T. Wroten makes 2-pt layup from 1 ft (assist by H. Sims),78,66
294,3,4:32.0,Turnover by M. Dunleavy (lost ball; steal by C. Johnson),,78,66
295,3,4:26.0,,L. Mbah a Moute misses 2-pt layup from 1 ft,78,66
296,3,4:24.0,,Offensive rebound by K. McDaniels,78,66
297,3,4:24.0,,K. McDaniels makes 2-pt layup from 1 ft,78,68
298,3,4:24.0,,Shooting foul by J. Butler (drawn by K. McDaniels),78,68
299,3,4:24.0,T. Gibson enters the game for K. Hinrich,,78,68
300,3,4:24.0,A. Brooks enters the game for J. Noah,,78,68
301,3,4:24.0,,H. Thompson enters the game for L. Mbah a Moute,78,68
302,3,4:24.0,,K. McDaniels makes free throw 1 of 1,78,69
303,3,4:08.0,P. Gasol misses 2-pt jump shot from 9 ft,,78,69
304,3,4:07.0,,Defensive rebound by H. Thompson,78,69
305,3,4:02.0,,H. Thompson makes 2-pt layup from 1 ft (assist by T. Wroten),78,71
306,3,4:02.0,,Shooting foul by T. Gibson (drawn by H. Thompson),78,71
307,3,4:02.0,,H. Thompson makes free throw 1 of 1,78,72
308,3,3:48.0,P. Gasol makes 2-pt layup from 1 ft (assist by A. Brooks),,80,72
309,3,3:39.0,,T. Wroten makes 2-pt layup from 1 ft,80,74
310,3,3:23.0,Def 3 sec tech foul by H. Thompson,,80,74
311,3,3:23.0,M. Dunleavy makes technical free throw,,81,74
312,3,3:12.0,P. Gasol misses 2-pt hook shot from 5 ft,,81,74
313,3,3:10.0,,Defensive rebound by H. Thompson,81,74
314,3,3:06.0,Offensive charge foul by T. Wroten (drawn by J. Butler),,81,74
315,3,3:06.0,,Turnover by T. Wroten (offensive foul),81,74
316,3,3:06.0,,A. Shved enters the game for T. Wroten,81,74
317,3,2:51.0,J. Butler makes 2-pt layup from 2 ft (assist by M. Dunleavy),,83,74
318,3,2:27.0,,H. Sims misses 2-pt hook shot from 8 ft,83,74
319,3,2:24.0,Defensive rebound by P. Gasol,,83,74
320,3,2:11.0,T. Gibson makes 2-pt layup from 1 ft (assist by A. Brooks),,85,74
321,3,1:52.0,,H. Thompson misses 3-pt jump shot from 25 ft,85,74
322,3,1:50.0,Defensive rebound by P. Gasol,,85,74
323,3,1:45.0,A. Brooks makes 3-pt jump shot from 26 ft,,88,74
324,3,1:44.0,,Philadelphia full timeout,88,74
325,3,1:44.0,Chicago full timeout,,88,74
326,3,1:35.0,,Shooting foul by P. Gasol (drawn by H. Thompson),88,74
327,3,1:35.0,,H. Thompson makes free throw 1 of 2,88,75
328,3,1:35.0,,H. Thompson makes free throw 2 of 2,88,76
329,3,1:20.0,M. Dunleavy misses 2-pt jump shot from 18 ft,,88,76
330,3,1:19.0,Offensive rebound by T. Gibson,,88,76
331,3,1:19.0,T. Gibson makes 2-pt tip-in at rim,,90,76
332,3,0:56.0,,A. Shved misses 2-pt jump shot from 17 ft,90,76
333,3,0:55.0,Defensive rebound by A. Brooks,,90,76
334,3,0:50.0,Shooting foul by K. McDaniels (drawn by J. Butler),,90,76
335,3,0:50.0,J. Butler makes free throw 1 of 2,,91,76
336,3,0:50.0,,L. Mbah a Moute enters the game for H. Thompson,91,76
337,3,0:50.0,D. McDermott enters the game for M. Dunleavy,,91,76
338,3,0:50.0,J. Butler makes free throw 2 of 2,,92,76
339,3,0:36.0,,Turnover by H. Sims (bad pass; steal by A. Brooks),92,76
340,3,0:29.0,A. Brooks misses 3-pt jump shot from 24 ft,,92,76
341,3,0:27.0,,Defensive rebound by L. Mbah a Moute,92,76
342,3,0:21.0,,A. Shved misses 2-pt layup from 2 ft,92,76
343,3,0:20.0,Defensive rebound by D. McDermott,,92,76
344,3,0:00.0,A. Brooks misses 2-pt jump shot from 9 ft,,92,76
345,3,0:00.0,Offensive rebound by Team,,92,76
346,4,11:45.0,,Personal foul by J. Butler (drawn by A. Shved),92,76
347,4,11:31.0,,Turnover by Team (shot clock),92,76
348,4,11:16.0,A. Brooks makes 2-pt hook shot from 9 ft (assist by J. Butler),,94,76
349,4,11:00.0,,C. Johnson makes 2-pt layup from 1 ft (assist by B. Davies),94,78
350,4,10:42.0,Turnover by A. Brooks (bad pass; steal by A. Shved),,94,78
351,4,10:37.0,,A. Shved makes 2-pt layup from 1 ft,94,80
352,4,10:14.0,T. Gibson makes 2-pt jump shot from 6 ft (assist by J. Butler),,96,80
353,4,9:50.0,,L. Mbah a Moute makes 3-pt jump shot from 26 ft (assist by J. Sampson),96,83
354,4,9:35.0,,T. Wroten enters the game for J. Sampson,96,83
355,4,9:35.0,,K. McDaniels enters the game for C. Johnson,96,83
356,4,9:35.0,,H. Thompson enters the game for A. Shved,96,83
357,4,9:27.0,A. Brooks makes 3-pt jump shot from 29 ft,,99,83
358,4,9:13.0,,H. Thompson makes 3-pt jump shot from 24 ft (assist by B. Davies),99,86
359,4,8:59.0,Shooting foul by B. Davies (drawn by J. Butler),,99,86
360,4,8:59.0,Official timeout,,99,86
361,4,8:59.0,J. Butler makes free throw 1 of 2,,100,86
362,4,8:59.0,J. Butler makes free throw 2 of 2,,101,86
363,4,8:50.0,,Def 3 sec tech foul by T. Gibson,101,86
364,4,8:50.0,,H. Thompson misses technical free throw,101,86
365,4,8:50.0,,Offensive rebound by Team,101,86
366,4,8:50.0,K. Hinrich enters the game for A. Brooks,,101,86
367,4,8:50.0,T. Snell enters the game for J. Butler,,101,86
368,4,8:39.0,,Shooting foul by N. Mirotić (drawn by L. Mbah a Moute),101,86
369,4,8:39.0,,L. Mbah a Moute makes free throw 1 of 2,101,87
370,4,8:39.0,,L. Mbah a Moute makes free throw 2 of 2,101,88
371,4,8:22.0,T. Snell makes 3-pt jump shot from 22 ft,,104,88
372,4,8:08.0,,T. Wroten makes 2-pt layup from 2 ft,104,90
373,4,7:57.0,Offensive foul by T. Gibson (drawn by B. Davies),,104,90
374,4,7:57.0,Turnover by T. Gibson (offensive foul),,104,90
375,4,7:57.0,J. Noah enters the game for N. Mirotić,,104,90
376,4,7:45.0,,K. McDaniels misses 2-pt layup from 2 ft (block by T. Gibson),104,90
377,4,7:43.0,Defensive rebound by T. Gibson,,104,90
378,4,7:30.0,Personal foul by K. McDaniels (drawn by T. Gibson),,104,90
