,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ORLANDO_ACTION,WASHINGTON_SCORE,ORLANDO_SCORE
48,1,5:00.0,,A. Gordon enters the game for C. Frye,14,16
49,1,5:00.0,O. Porter enters the game for P. Pierce,,14,16
50,1,4:47.0,G. Temple misses 2-pt layup from 2 ft,,14,16
51,1,4:44.0,Offensive rebound by M. Gortat,,14,16
52,1,4:44.0,M. Gortat makes 2-pt tip-in at rim,,16,16
53,1,4:35.0,,Turnover by E. Payton (lost ball; steal by J. Wall),16,16
54,1,4:31.0,O. Porter makes 2-pt dunk at rim (assist by J. Wall),,18,16
55,1,4:11.0,,T. Harris misses 2-pt jump shot from 7 ft,18,16
56,1,4:09.0,Defensive rebound by J. Wall,,18,16
57,1,4:05.0,J. Wall makes 2-pt dunk at rim,,20,16
58,1,3:49.0,,N. Vučević makes 2-pt jump shot from 17 ft,20,18
59,1,3:28.0,G. Temple misses 2-pt jump shot from 14 ft,,20,18
60,1,3:28.0,,Defensive rebound by N. Vučević,20,18
61,1,3:25.0,,Turnover by E. Payton (bad pass; steal by O. Porter),20,18
62,1,3:16.0,J. Wall misses 2-pt jump shot from 13 ft,,20,18
63,1,3:14.0,,Defensive rebound by T. Harris,20,18
64,1,3:12.0,,Turnover by T. Harris (lost ball; steal by O. Porter),20,18
65,1,3:06.0,G. Temple makes 2-pt jump shot from 20 ft (assist by J. Wall),,22,18
66,1,2:45.0,,N. Vučević misses 2-pt jump shot from 6 ft,22,18
67,1,2:44.0,Defensive rebound by M. Gortat,,22,18
68,1,2:35.0,Shooting foul by E. Payton (drawn by J. Wall),,22,18
69,1,2:35.0,Washington full timeout,,22,18
70,1,2:35.0,,D. Dedmon enters the game for N. Vučević,22,18
71,1,2:35.0,,B. Gordon enters the game for E. Fournier,22,18
72,1,2:35.0,,L. Ridnour enters the game for E. Payton,22,18
73,1,2:35.0,J. Wall makes free throw 1 of 2,,23,18
74,1,2:35.0,J. Wall makes free throw 2 of 2,,24,18
75,1,2:08.0,,B. Gordon makes 2-pt jump shot from 10 ft,24,20
76,1,1:52.0,M. Gortat makes 2-pt jump shot from 12 ft (assist by G. Temple),,26,20
77,1,1:42.0,,Personal foul by G. Temple (drawn by B. Gordon),26,20
78,1,1:42.0,G. Rice enters the game for J. Wall,,26,20
79,1,1:42.0,A. Miller enters the game for M. Gortat,,26,20
80,1,1:42.0,K. Humphries enters the game for G. Temple,,26,20
81,1,1:30.0,,T. Harris misses 2-pt jump shot from 8 ft,26,20
82,1,1:29.0,Defensive rebound by A. Miller,,26,20
83,1,1:14.0,K. Humphries misses 2-pt hook shot from 6 ft,,26,20
84,1,1:14.0,,Defensive rebound by Team,26,20
85,1,1:14.0,,Personal foul by O. Porter (drawn by T. Harris),26,20
86,1,1:14.0,,T. Harris misses free throw 1 of 2,26,20
87,1,1:14.0,,Offensive rebound by Team,26,20
88,1,1:14.0,,T. Harris makes free throw 2 of 2,26,21
89,1,1:07.0,Personal foul by D. Dedmon (drawn by O. Porter),,26,21
90,1,1:07.0,O. Porter makes free throw 1 of 2,,27,21
91,1,1:07.0,O. Porter makes free throw 2 of 2,,28,21
92,1,1:00.0,,L. Ridnour makes 2-pt jump shot from 19 ft,28,23
93,1,0:40.0,D. Gooden misses 2-pt jump shot from 20 ft,,28,23
94,1,0:39.0,,Defensive rebound by Team,28,23
95,1,0:29.0,,T. Harris misses 2-pt jump shot from 21 ft,28,23
96,1,0:28.0,Defensive rebound by D. Gooden,,28,23
97,1,0:04.0,G. Rice misses 3-pt jump shot from 25 ft,,28,23
98,1,0:02.0,Offensive rebound by G. Rice,,28,23
99,1,0:00.0,D. Gooden misses 2-pt jump shot from 19 ft (block by D. Dedmon),,28,23
100,1,0:00.0,Offensive rebound by Team,,28,23
101,2,11:45.0,,B. Gordon misses 3-pt jump shot from 24 ft,28,23
102,2,11:43.0,Defensive rebound by D. Gooden,,28,23
103,2,11:29.0,O. Porter misses 2-pt jump shot from 16 ft,,28,23
104,2,11:28.0,,Defensive rebound by A. Gordon,28,23
105,2,11:11.0,,N. Vučević makes 2-pt jump shot from 12 ft (assist by B. Gordon),28,25
106,2,10:59.0,D. Gooden makes 2-pt layup from 1 ft (assist by A. Miller),,30,25
107,2,10:54.0,,Offensive foul by N. Vučević (drawn by A. Miller),30,25
108,2,10:54.0,,Turnover by N. Vučević (offensive foul),30,25
109,2,10:54.0,N. Hilário enters the game for K. Humphries,,30,25
110,2,10:38.0,Turnover by G. Rice (offensive foul),,30,25
111,2,10:38.0,Offensive foul by G. Rice (drawn by B. Gordon),,30,25
112,2,10:18.0,,B. Gordon makes 2-pt layup from 2 ft (assist by N. Vučević),30,27
113,2,10:00.0,N. Hilário makes 2-pt layup from 1 ft (assist by O. Porter),,32,27
114,2,9:47.0,,Turnover by A. Gordon (lost ball; steal by O. Porter),32,27
115,2,9:34.0,Shooting foul by N. Vučević (drawn by N. Hilário),,32,27
116,2,9:34.0,N. Hilário makes free throw 1 of 2,,33,27
117,2,9:34.0,N. Hilário misses free throw 2 of 2,,33,27
118,2,9:33.0,,Defensive rebound by A. Gordon,33,27
119,2,9:24.0,,C. Frye misses 3-pt jump shot from 25 ft,33,27
120,2,9:23.0,Defensive rebound by N. Hilário,,33,27
121,2,9:13.0,Turnover by A. Miller (bad pass; steal by N. Vučević),,33,27
122,2,9:08.0,,A. Gordon makes 2-pt dunk at rim (assist by B. Gordon),33,29
123,2,8:44.0,Shooting foul by B. Gordon (drawn by G. Rice),,33,29
124,2,8:44.0,Official timeout,,33,29
125,2,8:44.0,G. Rice makes free throw 1 of 3,,34,29
126,2,8:44.0,G. Rice makes free throw 2 of 3,,35,29
127,2,8:44.0,G. Rice misses free throw 3 of 3,,35,29
128,2,8:42.0,,Defensive rebound by C. Frye,35,29
129,2,8:19.0,,B. Gordon misses 3-pt jump shot from 26 ft,35,29
130,2,8:17.0,Defensive rebound by A. Miller,,35,29
131,2,8:03.0,N. Hilário misses 2-pt jump shot from 11 ft,,35,29
132,2,8:01.0,,Defensive rebound by A. Gordon,35,29
133,2,7:55.0,,A. Gordon makes 2-pt jump shot from 8 ft,35,31
134,2,7:55.0,,Shooting foul by O. Porter (drawn by A. Gordon),35,31
135,2,7:55.0,J. Wall enters the game for D. Gooden,,35,31
136,2,7:55.0,M. Gortat enters the game for O. Porter,,35,31
137,2,7:55.0,P. Pierce enters the game for A. Miller,,35,31
138,2,7:55.0,,E. Fournier enters the game for B. Gordon,35,31
139,2,7:55.0,,A. Gordon misses free throw 1 of 1,35,31
140,2,7:53.0,Defensive rebound by M. Gortat,,35,31
141,2,7:37.0,M. Gortat misses 2-pt jump shot from 13 ft,,35,31
142,2,7:33.0,,Defensive rebound by A. Gordon,35,31
143,2,7:19.0,,Turnover by C. Frye (bad pass),35,31
144,2,7:19.0,,W. Green enters the game for A. Gordon,35,31
145,2,7:10.0,Turnover by J. Wall (lost ball; steal by L. Ridnour),,35,31
146,2,6:59.0,,N. Vučević makes 2-pt hook shot from 11 ft (assist by L. Ridnour),35,33
147,2,6:50.0,Turnover by P. Pierce (traveling),,35,33
148,2,6:36.0,,E. Fournier misses 2-pt jump shot from 20 ft,35,33
149,2,6:35.0,Defensive rebound by M. Gortat,,35,33
150,2,6:25.0,Personal foul by W. Green (drawn by G. Rice),,35,33
151,2,6:10.0,N. Hilário makes 2-pt jump shot from 14 ft (assist by J. Wall),,37,33
152,2,5:51.0,,L. Ridnour misses 3-pt jump shot from 25 ft,37,33
153,2,5:50.0,Defensive rebound by M. Gortat,,37,33
154,2,5:40.0,N. Hilário misses 2-pt jump shot from 18 ft,,37,33
155,2,5:39.0,,Defensive rebound by N. Vučević,37,33
156,2,5:29.0,,L. Ridnour makes 2-pt jump shot from 19 ft,37,35
157,2,5:10.0,P. Pierce misses 2-pt jump shot from 17 ft,,37,35
158,2,5:04.0,,Defensive rebound by C. Frye,37,35
159,2,5:02.0,Violation by G. Rice (def goaltending),,37,35
160,2,5:02.0,,E. Fournier makes 2-pt layup from 2 ft (assist by N. Vučević),37,37
161,2,4:45.0,N. Hilário makes 2-pt jump shot from 16 ft,,39,37
162,2,4:38.0,,Orlando full timeout,39,37
163,2,4:38.0,,T. Harris enters the game for C. Frye,39,37
164,2,4:38.0,,E. Payton enters the game for L. Ridnour,39,37
165,2,4:23.0,,N. Vučević misses 2-pt jump shot from 19 ft,39,37
166,2,4:23.0,,Offensive rebound by Team,39,37
167,2,4:23.0,Loose ball foul by P. Pierce (drawn by T. Harris),,39,37
168,2,4:19.0,,Shooting foul by J. Wall (drawn by T. Harris),39,37
169,2,4:19.0,,T. Harris makes free throw 1 of 2,39,38
170,2,4:19.0,,T. Harris makes free throw 2 of 2,39,39
171,2,4:05.0,P. Pierce makes 2-pt jump shot from 8 ft,,41,39
172,2,3:48.0,,Shooting foul by G. Rice (drawn by W. Green),41,39
173,2,3:48.0,,W. Green makes free throw 1 of 2,41,40
174,2,3:48.0,G. Temple enters the game for G. Rice,,41,40
175,2,3:48.0,,D. Dedmon enters the game for N. Vučević,41,40
176,2,3:48.0,,W. Green makes free throw 2 of 2,41,41
177,2,3:41.0,Personal foul by E. Fournier (drawn by P. Pierce),,41,41
178,2,3:41.0,,A. Gordon enters the game for W. Green,41,41
179,2,3:33.0,J. Wall misses 3-pt jump shot from 22 ft,,41,41
180,2,3:31.0,,Defensive rebound by E. Fournier,41,41
181,2,3:20.0,,A. Gordon misses 3-pt jump shot from 25 ft,41,41
182,2,3:19.0,Defensive rebound by Team,,41,41
183,2,3:01.0,P. Pierce misses 2-pt jump shot from 18 ft,,41,41
184,2,3:00.0,,Defensive rebound by D. Dedmon,41,41
185,2,2:45.0,,T. Harris makes 3-pt jump shot from 23 ft (assist by E. Payton),41,44
186,2,2:22.0,J. Wall makes 3-pt jump shot from 25 ft (assist by M. Gortat),,44,44
187,2,2:22.0,Loose ball foul by N. Hilário (drawn by T. Harris),,44,44
188,2,2:22.0,Washington full timeout,,44,44
189,2,2:22.0,,T. Harris misses free throw 1 of 2,44,44
190,2,2:22.0,,Offensive rebound by Team,44,44
191,2,2:22.0,,T. Harris makes free throw 2 of 2,44,45
192,2,2:06.0,M. Gortat misses 2-pt dunk at rim,,44,45
193,2,2:01.0,,Defensive rebound by E. Fournier,44,45
194,2,1:50.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by A. Gordon),44,48
195,2,1:35.0,P. Pierce makes 3-pt jump shot from 25 ft (assist by J. Wall),,47,48
196,2,1:21.0,,Orlando full timeout,47,48
197,2,1:21.0,D. Gooden enters the game for N. Hilário,,47,48
198,2,1:21.0,,C. Frye enters the game for D. Dedmon,47,48
199,2,1:10.0,,C. Frye misses 3-pt jump shot from 26 ft,47,48
200,2,1:08.0,Defensive rebound by D. Gooden,,47,48
201,2,1:06.0,Turnover by D. Gooden (bad pass; steal by E. Fournier),,47,48
202,2,1:04.0,,E. Fournier makes 2-pt layup from 1 ft,47,50
203,2,0:48.0,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),,49,50
204,2,0:41.0,,Personal block foul by P. Pierce (drawn by E. Payton),49,50
205,2,0:41.0,,E. Payton makes free throw 1 of 2,49,51
206,2,0:41.0,O. Porter enters the game for P. Pierce,,49,51
207,2,0:41.0,,E. Payton misses free throw 2 of 2,49,51
208,2,0:39.0,Defensive rebound by D. Gooden,,49,51
209,2,0:28.0,G. Temple misses 3-pt jump shot from 25 ft,,49,51
210,2,0:27.0,Offensive rebound by M. Gortat,,49,51
211,2,0:27.0,M. Gortat makes 2-pt tip-in at rim,,51,51
212,2,0:04.0,,E. Payton misses 2-pt jump shot from 3 ft,51,51
213,2,0:03.0,Defensive rebound by M. Gortat,,51,51
214,2,0:00.0,J. Wall makes 3-pt jump shot from 25 ft,,54,51
215,3,11:47.0,,N. Vučević misses 2-pt jump shot from 16 ft,54,51
216,3,11:46.0,Defensive rebound by J. Wall,,54,51
217,3,11:29.0,N. Hilário misses 2-pt jump shot from 13 ft,,54,51
218,3,11:29.0,Offensive rebound by Team,,54,51
219,3,11:29.0,,Loose ball foul by E. Fournier (drawn by M. Gortat),54,51
220,3,11:22.0,J. Wall misses 3-pt jump shot from 23 ft,,54,51
221,3,11:20.0,Offensive rebound by Team,,54,51
222,3,11:20.0,,Loose ball foul by T. Harris (drawn by P. Pierce),54,51
223,3,11:07.0,M. Gortat makes 2-pt hook shot from 11 ft,,56,51
224,3,11:00.0,,Technical foul by Team,56,51
225,3,11:00.0,J. Wall makes technical free throw,,57,51
226,3,10:47.0,,N. Vučević makes 2-pt layup from 1 ft,57,53
227,3,10:29.0,P. Pierce makes 2-pt jump shot from 18 ft,,59,53
228,3,10:10.0,Offensive charge foul by T. Harris (drawn by M. Gortat),,59,53
229,3,10:10.0,,Turnover by T. Harris (offensive foul),59,53
230,3,9:55.0,J. Wall makes 2-pt jump shot from 18 ft,,61,53
231,3,9:40.0,,T. Harris misses 2-pt jump shot from 9 ft,61,53
232,3,9:39.0,Defensive rebound by G. Temple,,61,53
233,3,9:39.0,Personal foul by E. Fournier (drawn by G. Temple),,61,53
234,3,9:15.0,J. Wall misses 2-pt jump shot from 20 ft,,61,53
235,3,9:15.0,,Defensive rebound by Team,61,53
236,3,9:06.0,Loose ball foul by M. Gortat (drawn by C. Frye),,61,53
237,3,9:06.0,,Turnover by E. Payton (step out of bounds),61,53
238,3,8:53.0,M. Gortat makes 2-pt layup from 2 ft (assist by N. Hilário),,63,53
239,3,8:52.0,,Orlando full timeout,63,53
240,3,8:27.0,,N. Vučević misses 2-pt jump shot from 17 ft,63,53
241,3,8:27.0,,Offensive rebound by Team,63,53
242,3,8:27.0,Loose ball foul by N. Hilário (drawn by C. Frye),,63,53
243,3,8:23.0,,Turnover by E. Fournier (bad pass; steal by N. Hilário),63,53
244,3,8:18.0,J. Wall misses 2-pt jump shot from 18 ft,,63,53
245,3,8:14.0,,Defensive rebound by N. Vučević,63,53
246,3,8:03.0,,T. Harris makes 2-pt jump shot from 5 ft (assist by E. Payton),63,55
247,3,7:50.0,Personal foul by E. Fournier (drawn by N. Hilário),,63,55
248,3,7:46.0,J. Wall makes 2-pt layup at rim (assist by N. Hilário),,65,55
249,3,7:32.0,,Turnover by E. Fournier (lost ball; steal by J. Wall),65,55
250,3,7:29.0,J. Wall makes 2-pt layup from 1 ft (assist by N. Hilário),,67,55
251,3,7:29.0,,Orlando full timeout,67,55
252,3,7:29.0,,B. Gordon enters the game for E. Fournier,67,55
253,3,7:17.0,,E. Payton misses 2-pt layup from 1 ft,67,55
254,3,7:15.0,Defensive rebound by N. Hilário,,67,55
255,3,7:05.0,Shooting foul by E. Payton (drawn by P. Pierce),,67,55
256,3,7:05.0,P. Pierce makes free throw 1 of 2,,68,55
257,3,7:05.0,P. Pierce makes free throw 2 of 2,,69,55
258,3,6:44.0,,B. Gordon makes 2-pt jump shot from 6 ft,69,57
259,3,6:25.0,P. Pierce makes 3-pt jump shot from 23 ft (assist by J. Wall),,72,57
260,3,6:18.0,,Personal foul by G. Temple (drawn by B. Gordon),72,57
261,3,6:12.0,,B. Gordon makes 2-pt jump shot from 18 ft,72,59
262,3,5:49.0,J. Wall makes 2-pt jump shot from 18 ft,,74,59
263,3,5:39.0,,T. Harris makes 2-pt layup at rim (assist by E. Payton),74,61
264,3,5:20.0,M. Gortat misses 2-pt layup from 1 ft,,74,61
265,3,5:19.0,,Defensive rebound by N. Vučević,74,61
266,3,5:06.0,,Turnover by B. Gordon (lost ball; steal by P. Pierce),74,61
267,3,4:58.0,G. Temple makes 2-pt layup from 1 ft (assist by P. Pierce),,76,61
268,3,4:42.0,,N. Vučević misses 2-pt hook shot from 1 ft,76,61
269,3,4:41.0,,Offensive rebound by N. Vučević,76,61
270,3,4:41.0,,N. Vučević misses 2-pt tip-in from 1 ft,76,61
271,3,4:37.0,,Offensive rebound by E. Payton,76,61
272,3,4:35.0,,T. Harris misses 3-pt jump shot from 22 ft,76,61
273,3,4:33.0,Defensive rebound by M. Gortat,,76,61
274,3,4:09.0,P. Pierce misses 2-pt jump shot from 20 ft,,76,61
275,3,4:06.0,,Defensive rebound by N. Vučević,76,61
276,3,3:51.0,,T. Harris misses 2-pt jump shot from 6 ft,76,61
277,3,3:50.0,Defensive rebound by M. Gortat,,76,61
278,3,3:30.0,J. Wall misses 2-pt jump shot from 18 ft,,76,61
279,3,3:28.0,,Defensive rebound by N. Vučević,76,61
280,3,3:24.0,Offensive charge foul by E. Payton (drawn by J. Wall),,76,61
281,3,3:24.0,,Turnover by E. Payton (offensive foul),76,61
282,3,3:24.0,Washington full timeout,,76,61
283,3,3:24.0,D. Gooden enters the game for P. Pierce,,76,61
284,3,3:24.0,O. Porter enters the game for N. Hilário,,76,61
285,3,3:24.0,,D. Dedmon enters the game for C. Frye,76,61
286,3,3:24.0,,A. Gordon enters the game for N. Vučević,76,61
287,3,3:24.0,,L. Ridnour enters the game for E. Payton,76,61
288,3,3:04.0,D. Gooden misses 2-pt hook shot from 12 ft,,76,61
289,3,3:01.0,,Defensive rebound by D. Dedmon,76,61
290,3,2:41.0,,B. Gordon misses 2-pt jump shot from 21 ft,76,61
291,3,2:40.0,Defensive rebound by M. Gortat,,76,61
292,3,2:25.0,M. Gortat makes 2-pt jump shot from 14 ft (assist by J. Wall),,78,61
293,3,2:11.0,,L. Ridnour makes 2-pt jump shot from 22 ft,78,63
294,3,1:50.0,M. Gortat makes 2-pt layup from 2 ft,,80,63
295,3,1:35.0,,B. Gordon makes 3-pt jump shot from 25 ft (assist by L. Ridnour),80,66
296,3,1:11.0,J. Wall makes 2-pt jump shot from 11 ft,,82,66
297,3,1:11.0,Violation by Team (delay of game),,82,66
298,3,1:01.0,,L. Ridnour misses 2-pt jump shot from 18 ft,82,66
299,3,1:00.0,Defensive rebound by M. Gortat,,82,66
300,3,0:55.0,Turnover by O. Porter (bad pass),,82,66
301,3,0:55.0,A. Miller enters the game for J. Wall,,82,66
302,3,0:39.0,,A. Gordon misses 2-pt jump shot from 6 ft,82,66
303,3,0:39.0,Defensive rebound by A. Miller,,82,66
304,3,0:27.0,D. Gooden misses 3-pt jump shot from 25 ft,,82,66
305,3,0:26.0,Offensive rebound by O. Porter,,82,66
306,3,0:07.0,Turnover by D. Gooden (step out of bounds),,82,66
307,3,0:02.0,,Personal foul by G. Temple (drawn by L. Ridnour),82,66
308,3,0:00.0,,B. Gordon misses 3-pt jump shot from 25 ft,82,66
309,3,0:00.0,,Offensive rebound by Team,82,66
310,4,11:40.0,A. Miller misses 2-pt jump shot from 11 ft,,82,66
311,4,11:35.0,,Defensive rebound by N. Vučević,82,66
312,4,11:17.0,,Shooting foul by D. Gooden (drawn by B. Gordon),82,66
313,4,11:17.0,,B. Gordon makes free throw 1 of 2,82,67
314,4,11:17.0,K. Séraphin enters the game for M. Gortat,,82,67
315,4,11:17.0,,B. Gordon misses free throw 2 of 2,82,67
316,4,11:16.0,,Offensive rebound by Team,82,67
317,4,11:12.0,,B. Gordon misses 2-pt jump shot from 19 ft,82,67
318,4,11:11.0,Defensive rebound by K. Séraphin,,82,67
319,4,10:55.0,K. Séraphin misses 2-pt hook shot from 7 ft,,82,67
320,4,10:54.0,Offensive rebound by D. Gooden,,82,67
321,4,10:54.0,D. Gooden makes 2-pt tip-in from 1 ft,,84,67
322,4,10:34.0,,A. Nicholson misses 2-pt jump shot from 22 ft,84,67
323,4,10:33.0,,Offensive rebound by E. Fournier,84,67
324,4,10:22.0,,N. Vučević makes 2-pt layup from 1 ft (assist by L. Ridnour),84,69
325,4,10:22.0,,Shooting foul by O. Porter (drawn by N. Vučević),84,69
326,4,10:22.0,,N. Vučević makes free throw 1 of 1,84,70
327,4,10:03.0,O. Porter misses 2-pt layup from 2 ft,,84,70
328,4,10:00.0,,Defensive rebound by A. Nicholson,84,70
329,4,9:58.0,,Personal foul by K. Séraphin (drawn by N. Vučević),84,70
330,4,9:50.0,,N. Vučević makes 2-pt hook shot from 10 ft,84,72
331,4,9:40.0,Offensive foul by K. Séraphin (drawn by N. Vučević),,84,72
332,4,9:40.0,Turnover by K. Séraphin (offensive foul),,84,72
333,4,9:23.0,,B. Gordon makes 3-pt jump shot from 26 ft (assist by A. Nicholson),84,75
334,4,9:21.0,Washington full timeout,,84,75
335,4,9:21.0,N. Hilário enters the game for K. Séraphin,,84,75
336,4,9:05.0,Shooting foul by A. Nicholson (drawn by A. Miller),,84,75
337,4,9:05.0,A. Miller makes free throw 1 of 2,,85,75
338,4,9:05.0,A. Miller makes free throw 2 of 2,,86,75
339,4,8:47.0,,Personal foul by O. Porter (drawn by A. Nicholson),86,75
340,4,8:36.0,,Personal foul by G. Rice (drawn by B. Gordon),86,75
341,4,8:36.0,,B. Gordon makes free throw 1 of 2,86,76
342,4,8:36.0,,B. Gordon makes free throw 2 of 2,86,77
343,4,8:22.0,Shooting foul by N. Vučević (drawn by N. Hilário),,86,77
344,4,8:22.0,N. Hilário misses free throw 1 of 2,,86,77
345,4,8:22.0,Offensive rebound by Team,,86,77
346,4,8:22.0,N. Hilário makes free throw 2 of 2,,87,77
347,4,8:09.0,,N. Vučević makes 2-pt hook shot from 5 ft,87,79
348,4,7:47.0,G. Rice makes 3-pt jump shot from 22 ft (assist by N. Hilário),,90,79
349,4,7:40.0,,N. Vučević makes 2-pt jump shot from 16 ft (assist by L. Ridnour),90,81
350,4,7:26.0,Turnover by G. Rice (offensive foul),,90,81
351,4,7:26.0,Offensive foul by G. Rice (drawn by B. Gordon),,90,81
352,4,7:26.0,G. Temple enters the game for A. Miller,,90,81
353,4,7:26.0,P. Pierce enters the game for G. Rice,,90,81
354,4,7:26.0,J. Wall enters the game for O. Porter,,90,81
355,4,7:06.0,,N. Vučević misses 2-pt hook shot from 3 ft,90,81
356,4,7:05.0,Defensive rebound by P. Pierce,,90,81
357,4,6:48.0,J. Wall makes 2-pt jump shot from 15 ft (assist by N. Hilário),,92,81
358,4,6:47.0,,Orlando full timeout,92,81
359,4,6:47.0,,T. Harris enters the game for A. Nicholson,92,81
360,4,6:25.0,,E. Fournier makes 2-pt jump shot from 22 ft (assist by B. Gordon),92,83
361,4,6:06.0,M. Gortat enters the game for D. Gooden,,92,83
362,4,6:03.0,Shooting foul by E. Fournier (drawn by J. Wall),,92,83
363,4,6:03.0,J. Wall makes free throw 1 of 2,,93,83
364,4,6:03.0,J. Wall makes free throw 2 of 2,,94,83
365,4,5:52.0,,L. Ridnour misses 2-pt jump shot from 10 ft,94,83
366,4,5:50.0,Defensive rebound by P. Pierce,,94,83
367,4,5:34.0,Shooting foul by B. Gordon (drawn by M. Gortat),,94,83
368,4,5:34.0,M. Gortat misses free throw 1 of 2,,94,83
369,4,5:34.0,Offensive rebound by Team,,94,83
370,4,5:34.0,M. Gortat misses free throw 2 of 2,,94,83
371,4,5:33.0,,Defensive rebound by T. Harris,94,83
372,4,5:22.0,,B. Gordon makes 2-pt jump shot from 21 ft,94,85
373,4,4:58.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),,96,85
374,4,4:46.0,,Shooting foul by J. Wall (drawn by T. Harris),96,85
375,4,4:46.0,,T. Harris makes 2-pt layup from 2 ft (assist by B. Gordon),96,87
376,4,4:46.0,,T. Harris makes free throw 1 of 1,96,88
377,4,4:27.0,J. Wall misses 2-pt jump shot from 18 ft,,96,88
378,4,4:26.0,Offensive rebound by Team,,96,88
379,4,4:22.0,G. Temple misses 2-pt jump shot from 21 ft,,96,88
380,4,4:22.0,,Defensive rebound by Team,96,88
381,4,4:03.0,,L. Ridnour makes 2-pt jump shot from 19 ft,96,90
382,4,3:36.0,P. Pierce misses 2-pt jump shot from 22 ft,,96,90
383,4,3:33.0,,Defensive rebound by E. Fournier,96,90
384,4,3:27.0,,E. Fournier makes 3-pt jump shot from 24 ft,96,93
385,4,3:26.0,Washington full timeout,,96,93
386,4,3:06.0,J. Wall misses 3-pt jump shot from 26 ft,,96,93
387,4,3:05.0,,Defensive rebound by L. Ridnour,96,93
388,4,2:44.0,,N. Vučević misses 2-pt hook shot from 6 ft,96,93
389,4,2:42.0,Defensive rebound by M. Gortat,,96,93
