,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,LA LAKERS_ACTION,MEMPHIS_SCORE,LA LAKERS_SCORE
215,2,0:48.0,,Defensive rebound by J. Hill,44,49
216,2,0:34.0,,J. Hill misses 2-pt jump shot from 19 ft,44,49
217,2,0:32.0,,Offensive rebound by C. Boozer,44,49
218,2,0:30.0,,C. Boozer misses 2-pt layup from 1 ft,44,49
219,2,0:27.0,Defensive rebound by Z. Randolph,,44,49
220,2,0:25.0,M. Conley makes 2-pt jump shot from 20 ft,,46,49
221,2,0:08.0,,Personal foul by Q. Pondexter (drawn by K. Bryant),46,49
222,2,0:08.0,,K. Bryant makes free throw 1 of 2,46,50
223,2,0:08.0,,K. Bryant makes free throw 2 of 2,46,51
224,2,0:02.0,M. Conley misses 3-pt jump shot from 24 ft,,46,51
225,2,0:00.0,,Defensive rebound by W. Johnson,46,51
226,3,11:28.0,,Turnover by K. Bryant (bad pass; steal by T. Allen),46,51
227,3,11:23.0,C. Lee makes 2-pt layup from 1 ft (assist by T. Allen),,48,51
228,3,11:17.0,,J. Hill misses 2-pt jump shot from 14 ft,48,51
229,3,11:14.0,Defensive rebound by Z. Randolph,,48,51
230,3,11:03.0,T. Allen misses 2-pt layup at rim,,48,51
231,3,11:02.0,,Defensive rebound by C. Boozer,48,51
232,3,10:49.0,,J. Hill makes 2-pt layup from 1 ft (assist by C. Boozer),48,53
233,3,10:30.0,Turnover by M. Gasol (bad pass; steal by W. Johnson),,48,53
234,3,10:25.0,,W. Johnson makes 2-pt dunk at rim,48,55
235,3,10:10.0,Turnover by Z. Randolph (lost ball; steal by J. Lin),,48,55
236,3,10:06.0,,Offensive foul by J. Lin (drawn by M. Conley),48,55
237,3,10:06.0,,Turnover by J. Lin (offensive foul),48,55
238,3,9:53.0,C. Lee misses 3-pt jump shot from 24 ft,,48,55
239,3,9:52.0,Offensive rebound by M. Gasol,,48,55
240,3,9:49.0,M. Conley misses 3-pt jump shot from 25 ft,,48,55
241,3,9:47.0,,Defensive rebound by K. Bryant,48,55
242,3,9:41.0,,C. Boozer misses 2-pt layup from 1 ft (block by M. Gasol),48,55
243,3,9:38.0,Defensive rebound by M. Gasol,,48,55
244,3,9:37.0,Shooting foul by J. Lin (drawn by M. Gasol),,48,55
245,3,9:37.0,M. Gasol makes free throw 1 of 2,,49,55
246,3,9:37.0,M. Gasol makes free throw 2 of 2,,50,55
247,3,9:29.0,,Personal foul by T. Allen (drawn by K. Bryant),50,55
248,3,9:18.0,,J. Lin misses 2-pt jump shot from 21 ft,50,55
249,3,9:16.0,Defensive rebound by Z. Randolph,,50,55
250,3,9:09.0,Personal foul by J. Hill (drawn by M. Gasol),,50,55
251,3,8:59.0,M. Gasol misses 2-pt jump shot from 20 ft,,50,55
252,3,8:58.0,Offensive rebound by Z. Randolph,,50,55
253,3,8:55.0,Z. Randolph makes 2-pt layup at rim,,52,55
254,3,8:36.0,,C. Boozer makes 2-pt jump shot from 15 ft,52,57
255,3,8:17.0,M. Conley makes 2-pt jump shot from 8 ft (assist by M. Gasol),,54,57
256,3,7:53.0,,Shooting foul by M. Gasol (drawn by J. Hill),54,57
257,3,7:53.0,,J. Hill misses free throw 1 of 2,54,57
258,3,7:53.0,,Offensive rebound by Team,54,57
259,3,7:53.0,,J. Hill makes free throw 2 of 2,54,58
260,3,7:39.0,M. Gasol makes 2-pt layup from 1 ft (assist by C. Lee),,56,58
261,3,7:24.0,,K. Bryant misses 2-pt layup at rim,56,58
262,3,7:22.0,Defensive rebound by C. Lee,,56,58
263,3,7:19.0,Turnover by M. Gasol (bad pass),,56,58
264,3,7:07.0,,Turnover by K. Bryant (bad pass; steal by C. Lee),56,58
265,3,6:55.0,M. Gasol makes 2-pt layup from 2 ft (assist by M. Conley),,58,58
266,3,6:40.0,,Turnover by J. Lin (lost ball; steal by M. Conley),58,58
267,3,6:35.0,C. Lee makes 2-pt layup at rim (assist by M. Conley),,60,58
268,3,6:12.0,,Shooting foul by T. Allen (drawn by K. Bryant),60,58
269,3,6:12.0,,K. Bryant makes free throw 1 of 2,60,59
270,3,6:12.0,,E. Davis enters the game for C. Boozer,60,59
271,3,6:12.0,,K. Bryant makes free throw 2 of 2,60,60
272,3,5:59.0,M. Conley misses 3-pt jump shot from 24 ft,,60,60
273,3,5:58.0,Offensive rebound by Z. Randolph,,60,60
274,3,5:57.0,,LA Lakers full timeout,60,60
275,3,5:49.0,Z. Randolph makes 2-pt layup from 1 ft (assist by T. Allen),,62,60
276,3,5:32.0,,K. Bryant makes 3-pt jump shot from 24 ft (assist by J. Lin),62,63
277,3,5:11.0,Z. Randolph makes 2-pt jump shot from 12 ft,,64,63
278,3,4:55.0,,J. Hill misses 2-pt jump shot from 19 ft,64,63
279,3,4:53.0,Defensive rebound by C. Lee,,64,63
280,3,4:45.0,Turnover by Z. Randolph (lost ball),,64,63
281,3,4:27.0,,Turnover by J. Lin (bad pass; steal by C. Lee),64,63
282,3,4:21.0,T. Allen misses 2-pt layup from 1 ft,,64,63
283,3,4:18.0,,Defensive rebound by J. Hill,64,63
284,3,4:13.0,,K. Bryant makes 3-pt jump shot from 25 ft (assist by W. Johnson),64,66
285,3,3:53.0,T. Allen makes 2-pt layup from 1 ft (assist by M. Gasol),,66,66
286,3,3:25.0,,K. Bryant misses 2-pt jump shot from 9 ft,66,66
287,3,3:25.0,,Offensive rebound by J. Hill,66,66
288,3,3:25.0,Loose ball foul by T. Allen (drawn by J. Hill),,66,66
289,3,3:25.0,Q. Pondexter enters the game for T. Allen,,66,66
290,3,3:25.0,,N. Young enters the game for W. Johnson,66,66
291,3,3:25.0,,R. Price enters the game for J. Lin,66,66
292,3,3:15.0,,K. Bryant misses 2-pt jump shot from 16 ft,66,66
293,3,3:13.0,Defensive rebound by M. Gasol,,66,66
294,3,2:56.0,C. Lee makes 3-pt jump shot from 24 ft (assist by M. Conley),,69,66
295,3,2:31.0,,N. Young makes 3-pt jump shot from 23 ft (assist by R. Price),69,69
296,3,2:02.0,Q. Pondexter makes 3-pt jump shot from 23 ft (assist by C. Lee),,72,69
297,3,1:41.0,,K. Bryant makes 2-pt layup from 1 ft,72,71
298,3,1:30.0,Shooting foul by K. Bryant (drawn by M. Conley),,72,71
299,3,1:30.0,Memphis full timeout,,72,71
300,3,1:30.0,,W. Ellington enters the game for K. Bryant,72,71
301,3,1:30.0,M. Conley makes free throw 1 of 2,,73,71
302,3,1:30.0,M. Conley makes free throw 2 of 2,,74,71
303,3,1:12.0,,R. Price misses 2-pt jump shot from 8 ft,74,71
304,3,1:10.0,Defensive rebound by Team,,74,71
305,3,1:10.0,,R. Sacre enters the game for J. Hill,74,71
306,3,1:10.0,V. Carter enters the game for C. Lee,,74,71
307,3,1:03.0,Turnover by M. Conley (lost ball),,74,71
308,3,0:52.0,,N. Young misses 2-pt jump shot from 12 ft,74,71
309,3,0:50.0,Defensive rebound by M. Gasol,,74,71
310,3,0:50.0,,Loose ball foul by R. Sacre (drawn by M. Gasol),74,71
311,3,0:50.0,M. Gasol makes free throw 1 of 2,,75,71
312,3,0:50.0,J. Leuer enters the game for Z. Randolph,,75,71
313,3,0:50.0,M. Gasol makes free throw 2 of 2,,76,71
314,3,0:37.0,,N. Young misses 3-pt jump shot from 23 ft,76,71
315,3,0:36.0,Defensive rebound by Team,,76,71
316,3,0:36.0,,Loose ball foul by R. Sacre (drawn by M. Gasol),76,71
317,3,0:36.0,M. Gasol makes free throw 1 of 2,,77,71
318,3,0:36.0,B. Udrih enters the game for M. Conley,,77,71
319,3,0:36.0,M. Gasol makes free throw 2 of 2,,78,71
320,3,0:21.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by N. Young),78,74
321,3,0:00.0,M. Gasol makes 2-pt jump shot from 17 ft (assist by B. Udrih),,80,74
322,4,11:43.0,B. Udrih misses 2-pt jump shot from 9 ft (block by N. Young),,80,74
323,4,11:42.0,Offensive rebound by M. Gasol,,80,74
324,4,11:37.0,B. Udrih misses 3-pt jump shot from 24 ft,,80,74
325,4,11:35.0,,Defensive rebound by R. Sacre,80,74
326,4,11:20.0,,W. Ellington misses 3-pt jump shot from 24 ft,80,74
327,4,11:19.0,,Offensive rebound by R. Price,80,74
328,4,11:13.0,,R. Price makes 2-pt layup at rim,80,76
329,4,10:54.0,Turnover by M. Gasol (lost ball),,80,76
330,4,10:54.0,Loose ball foul by M. Gasol (drawn by W. Ellington),,80,76
331,4,10:45.0,,N. Young misses 2-pt jump shot from 17 ft,80,76
332,4,10:43.0,Defensive rebound by M. Gasol,,80,76
333,4,10:24.0,B. Udrih misses 3-pt jump shot from 25 ft,,80,76
334,4,10:23.0,,Defensive rebound by R. Price,80,76
335,4,10:17.0,,R. Price makes 2-pt layup from 1 ft,80,78
336,4,10:10.0,Memphis full timeout,,80,78
337,4,9:59.0,Shooting foul by R. Price (drawn by M. Gasol),,80,78
338,4,9:59.0,M. Gasol makes free throw 1 of 2,,81,78
339,4,9:59.0,M. Gasol makes free throw 2 of 2,,82,78
340,4,9:38.0,,N. Young misses 2-pt jump shot from 3 ft (block by M. Gasol),82,78
341,4,9:35.0,Defensive rebound by Q. Pondexter,,82,78
342,4,9:29.0,V. Carter makes 3-pt jump shot from 25 ft (assist by B. Udrih),,85,78
343,4,9:07.0,,R. Price makes 2-pt layup from 1 ft (assist by E. Davis),85,80
344,4,8:50.0,J. Leuer makes 2-pt layup from 1 ft (assist by V. Carter),,87,80
345,4,8:32.0,,R. Price misses 3-pt jump shot from 26 ft,87,80
346,4,8:31.0,Defensive rebound by V. Carter,,87,80
347,4,8:18.0,Q. Pondexter misses 2-pt layup from 2 ft (block by E. Davis),,87,80
348,4,8:16.0,,Defensive rebound by R. Sacre,87,80
349,4,8:04.0,,N. Young makes 2-pt jump shot from 16 ft,87,82
350,4,7:53.0,K. Koufos enters the game for M. Gasol,,87,82
351,4,7:53.0,,W. Johnson enters the game for R. Sacre,87,82
352,4,7:53.0,,K. Bryant enters the game for W. Ellington,87,82
353,4,7:45.0,Q. Pondexter misses 3-pt jump shot from 22 ft,,87,82
354,4,7:41.0,Offensive rebound by J. Leuer,,87,82
355,4,7:31.0,B. Udrih makes 2-pt jump shot from 9 ft,,89,82
356,4,7:17.0,,W. Johnson makes 3-pt jump shot from 25 ft (assist by K. Bryant),89,85
357,4,7:02.0,V. Carter misses 3-pt jump shot from 24 ft,,89,85
358,4,7:00.0,,Defensive rebound by E. Davis,89,85
359,4,6:38.0,,Shooting foul by Q. Pondexter (drawn by K. Bryant),89,85
360,4,6:38.0,,K. Bryant makes free throw 1 of 2,89,86
361,4,6:38.0,C. Lee enters the game for V. Carter,,89,86
362,4,6:38.0,,K. Bryant makes free throw 2 of 2,89,87
363,4,6:17.0,Turnover by C. Lee (bad pass; steal by E. Davis),,89,87
364,4,6:13.0,,Personal block foul by C. Lee (drawn by N. Young),89,87
365,4,6:13.0,,J. Lin enters the game for R. Price,89,87
366,4,5:55.0,,J. Lin misses 2-pt layup at rim,89,87
367,4,5:54.0,Defensive rebound by J. Leuer,,89,87
368,4,5:40.0,C. Lee misses 3-pt jump shot from 23 ft,,89,87
369,4,5:39.0,,Defensive rebound by E. Davis,89,87
370,4,5:21.0,,E. Davis misses 2-pt layup from 1 ft (block by K. Koufos),89,87
371,4,5:20.0,Defensive rebound by K. Koufos,,89,87
372,4,5:04.0,J. Leuer misses 3-pt jump shot from 24 ft,,89,87
373,4,5:03.0,,Defensive rebound by E. Davis,89,87
374,4,4:45.0,,W. Johnson misses 3-pt jump shot from 25 ft,89,87
375,4,4:43.0,Defensive rebound by K. Koufos,,89,87
376,4,4:28.0,Shooting foul by W. Johnson (drawn by Q. Pondexter),,89,87
377,4,4:28.0,Official timeout,,89,87
378,4,4:28.0,,J. Hill enters the game for E. Davis,89,87
379,4,4:28.0,M. Conley enters the game for B. Udrih,,89,87
380,4,4:28.0,Q. Pondexter makes free throw 1 of 2,,90,87
381,4,4:28.0,Q. Pondexter makes free throw 2 of 2,,91,87
382,4,4:13.0,,K. Bryant misses 2-pt hook shot from 2 ft,91,87
383,4,4:12.0,Defensive rebound by K. Koufos,,91,87
384,4,3:58.0,Turnover by M. Conley (bad pass),,91,87
385,4,3:42.0,,N. Young misses 2-pt layup from 2 ft,91,87
386,4,3:41.0,Defensive rebound by M. Conley,,91,87
387,4,3:31.0,J. Leuer makes 2-pt jump shot from 12 ft (assist by M. Conley),,93,87
388,4,3:11.0,,J. Hill misses 2-pt hook shot from 3 ft,93,87
389,4,3:10.0,,Offensive rebound by J. Hill,93,87
