,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,SACRAMENTO_ACTION,LA CLIPPERS_SCORE,SACRAMENTO_SCORE
163,2,4:37.0,,R. Gay misses 3-pt jump shot from 24 ft,40,40
164,2,4:35.0,Defensive rebound by B. Griffin,,40,40
165,2,4:26.0,J. Redick misses 2-pt jump shot from 15 ft,,40,40
166,2,4:24.0,Offensive rebound by D. Jordan,,40,40
167,2,4:24.0,D. Jordan misses 2-pt tip-in at rim,,40,40
168,2,4:23.0,,Defensive rebound by R. Gay,40,40
169,2,4:18.0,,O. Casspi misses 2-pt jump shot from 5 ft,40,40
170,2,4:16.0,Defensive rebound by D. Jordan,,40,40
171,2,4:01.0,D. Jordan misses 2-pt jump shot from 4 ft,,40,40
172,2,4:00.0,,Defensive rebound by O. Casspi,40,40
173,2,3:51.0,,R. McCallum misses 2-pt hook shot from 6 ft,40,40
174,2,3:50.0,Defensive rebound by D. Jordan,,40,40
175,2,3:43.0,C. Paul makes 2-pt jump shot from 17 ft,,42,40
176,2,3:41.0,,Sacramento full timeout,42,40
177,2,3:41.0,,R. Hollins enters the game for O. Casspi,42,40
178,2,3:41.0,,B. McLemore enters the game for D. Williams,42,40
179,2,3:20.0,Violation by D. Jordan (def goaltending),,42,40
180,2,3:20.0,,R. McCallum makes 2-pt layup from 4 ft,42,42
181,2,3:04.0,J. Redick makes 3-pt jump shot from 25 ft,,45,42
182,2,2:48.0,,R. Gay misses 2-pt jump shot from 13 ft,45,42
183,2,2:47.0,Defensive rebound by Team,,45,42
184,2,2:47.0,,Loose ball foul by R. Gay (drawn by B. Griffin),45,42
185,2,2:47.0,LA Clippers full timeout,,45,42
186,2,2:30.0,C. Paul misses 3-pt jump shot from 23 ft,,45,42
187,2,2:29.0,,Defensive rebound by J. Thompson,45,42
188,2,2:12.0,,R. McCallum misses 3-pt jump shot from 25 ft,45,42
189,2,2:11.0,Defensive rebound by D. Jordan,,45,42
190,2,2:06.0,Shooting foul by R. Hollins (drawn by B. Griffin),,45,42
191,2,2:06.0,B. Griffin makes free throw 1 of 2,,46,42
192,2,2:06.0,,A. Miller enters the game for R. Hollins,46,42
193,2,2:06.0,,R. Evans enters the game for R. McCallum,46,42
194,2,2:06.0,B. Griffin makes free throw 2 of 2,,47,42
195,2,1:47.0,,R. Evans makes 2-pt layup from 2 ft (assist by R. Gay),47,44
196,2,1:34.0,J. Redick misses 2-pt jump shot from 15 ft,,47,44
197,2,1:34.0,,Defensive rebound by R. Evans,47,44
198,2,1:20.0,,Shooting foul by H. Türkoğlu (drawn by R. Gay),47,44
199,2,1:20.0,,R. Gay makes free throw 1 of 2,47,45
200,2,1:20.0,,R. Gay makes free throw 2 of 2,47,46
201,2,0:55.0,C. Paul misses 3-pt jump shot from 26 ft,,47,46
202,2,0:55.0,,Defensive rebound by R. Evans,47,46
203,2,0:47.0,,Shooting foul by H. Türkoğlu (drawn by R. Gay),47,46
204,2,0:47.0,,R. Gay makes 2-pt layup from 4 ft,47,48
205,2,0:47.0,,R. Gay makes free throw 1 of 1,47,49
206,2,0:36.0,B. Griffin makes 2-pt jump shot from 15 ft (assist by H. Türkoğlu),,49,49
207,2,0:25.0,,Turnover by J. Thompson (bad pass; steal by D. Jordan),49,49
208,2,0:01.0,C. Paul makes 2-pt jump shot from 14 ft,,51,49
209,2,0:00.0,,R. Gay misses 3-pt jump shot from 45 ft,51,49
210,2,0:00.0,,Offensive rebound by Team,51,49
211,3,11:48.0,Offensive foul by D. Jordan (drawn by R. Gay),,51,49
212,3,11:48.0,Turnover by D. Jordan (offensive foul),,51,49
213,3,11:24.0,,Turnover by Team (shot clock),51,49
214,3,11:05.0,C. Paul makes 2-pt jump shot from 18 ft,,53,49
215,3,10:48.0,,J. Thompson makes 2-pt jump shot from 18 ft (assist by B. McLemore),53,51
216,3,10:32.0,C. Paul makes 3-pt jump shot from 25 ft (assist by J. Redick),,56,51
217,3,10:18.0,,R. Gay makes 2-pt jump shot from 20 ft,56,53
218,3,10:06.0,C. Paul makes 2-pt jump shot from 17 ft,,58,53
219,3,9:51.0,,R. Gay misses 2-pt jump shot from 4 ft (block by D. Jordan),58,53
220,3,9:50.0,Defensive rebound by H. Türkoğlu,,58,53
221,3,9:34.0,H. Türkoğlu misses 3-pt jump shot from 23 ft,,58,53
222,3,9:33.0,,Defensive rebound by B. McLemore,58,53
223,3,9:27.0,,B. McLemore misses 2-pt layup from 4 ft (block by D. Jordan),58,53
224,3,9:27.0,,Offensive rebound by Team,58,53
225,3,9:20.0,,R. Gay makes 2-pt jump shot from 20 ft,58,55
226,3,8:54.0,D. Jordan misses 2-pt jump shot from 6 ft,,58,55
227,3,8:53.0,,Defensive rebound by J. Thompson,58,55
228,3,8:37.0,,R. Hollins makes 2-pt hook shot from 6 ft (assist by R. Gay),58,57
229,3,8:17.0,J. Redick misses 3-pt jump shot from 26 ft,,58,57
230,3,8:17.0,,Defensive rebound by J. Thompson,58,57
231,3,8:01.0,,Shooting block foul by C. Paul (drawn by R. Gay),58,57
232,3,8:01.0,,R. Gay makes free throw 1 of 2,58,58
233,3,8:01.0,,R. Gay makes free throw 2 of 2,58,59
234,3,7:42.0,B. Griffin makes 2-pt hook shot from 4 ft,,60,59
235,3,7:33.0,,Personal foul by C. Paul (drawn by R. Hollins),60,59
236,3,7:26.0,,R. Gay misses 3-pt jump shot from 24 ft,60,59
237,3,7:25.0,Defensive rebound by D. Jordan,,60,59
238,3,7:14.0,B. Griffin misses 2-pt jump shot from 20 ft,,60,59
239,3,7:13.0,Offensive rebound by D. Jordan,,60,59
240,3,7:13.0,D. Jordan makes 2-pt dunk at rim,,62,59
241,3,6:56.0,,Shooting foul by D. Jordan (drawn by J. Thompson),62,59
242,3,6:56.0,,J. Thompson misses free throw 1 of 2,62,59
243,3,6:56.0,,Offensive rebound by Team,62,59
244,3,6:56.0,,J. Thompson makes free throw 2 of 2,62,60
245,3,6:50.0,Personal foul by B. McLemore (drawn by J. Redick),,62,60
246,3,6:40.0,H. Türkoğlu makes 3-pt jump shot from 23 ft (assist by C. Paul),,65,60
247,3,6:26.0,,J. Thompson misses 2-pt jump shot from 16 ft,65,60
248,3,6:26.0,Defensive rebound by C. Paul,,65,60
249,3,6:16.0,H. Türkoğlu makes 2-pt layup from 2 ft,,67,60
250,3,6:16.0,,Sacramento full timeout,67,60
251,3,6:16.0,,R. Evans enters the game for R. Hollins,67,60
252,3,6:03.0,,R. Gay makes 2-pt jump shot from 16 ft,67,62
253,3,5:49.0,Turnover by B. Griffin (bad pass; steal by B. McLemore),,67,62
254,3,5:48.0,,Personal foul by C. Paul (drawn by R. McCallum),67,62
255,3,5:40.0,,B. McLemore misses 2-pt jump shot from 7 ft (block by D. Jordan),67,62
256,3,5:39.0,Defensive rebound by J. Redick,,67,62
257,3,5:36.0,Shooting foul by R. Gay (drawn by B. Griffin),,67,62
258,3,5:36.0,B. Griffin makes free throw 1 of 2,,68,62
259,3,5:36.0,,N. Stauskas enters the game for B. McLemore,68,62
260,3,5:36.0,B. Griffin makes free throw 2 of 2,,69,62
261,3,5:13.0,,J. Thompson misses 2-pt jump shot from 5 ft,69,62
262,3,5:12.0,Defensive rebound by Team,,69,62
263,3,5:12.0,,Loose ball foul by R. Evans (drawn by D. Jordan),69,62
264,3,4:59.0,B. Griffin misses 2-pt jump shot from 19 ft,,69,62
265,3,4:58.0,,Defensive rebound by R. McCallum,69,62
266,3,4:52.0,,R. McCallum makes 2-pt layup from 1 ft,69,64
267,3,4:29.0,H. Türkoğlu misses 3-pt jump shot from 24 ft,,69,64
268,3,4:29.0,,Defensive rebound by R. Evans,69,64
269,3,4:17.0,,R. Gay misses 2-pt jump shot from 14 ft,69,64
270,3,4:16.0,,Offensive rebound by J. Thompson,69,64
271,3,4:15.0,,J. Thompson makes 2-pt layup from 3 ft,69,66
272,3,4:14.0,LA Clippers full timeout,,69,66
273,3,4:14.0,D. Jones enters the game for H. Türkoğlu,,69,66
274,3,4:14.0,A. Rivers enters the game for J. Redick,,69,66
275,3,3:57.0,D. Jones misses 2-pt jump shot from 21 ft,,69,66
276,3,3:56.0,Offensive rebound by Team,,69,66
277,3,3:43.0,B. Griffin makes 2-pt jump shot from 11 ft (assist by C. Paul),,71,66
278,3,3:20.0,,R. Gay misses 2-pt layup from 2 ft,71,66
279,3,3:19.0,Defensive rebound by B. Griffin,,71,66
280,3,3:09.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,73,66
281,3,2:43.0,,R. Evans misses 2-pt jump shot from 3 ft,73,66
282,3,2:42.0,Defensive rebound by D. Jordan,,73,66
283,3,2:36.0,C. Paul makes 3-pt jump shot from 25 ft,,76,66
284,3,2:34.0,,Sacramento full timeout,76,66
285,3,2:34.0,,O. Casspi enters the game for R. Gay,76,66
286,3,2:34.0,,D. Williams enters the game for J. Thompson,76,66
287,3,2:34.0,,A. Miller enters the game for R. McCallum,76,66
288,3,2:11.0,,Turnover by D. Williams (lost ball),76,66
289,3,2:04.0,C. Paul misses 3-pt jump shot from 25 ft,,76,66
290,3,2:04.0,,Defensive rebound by R. Evans,76,66
291,3,1:48.0,,N. Stauskas makes 2-pt layup from 2 ft (assist by O. Casspi),76,68
292,3,1:36.0,C. Paul makes 2-pt jump shot from 18 ft,,78,68
293,3,1:21.0,,Shooting foul by B. Griffin (drawn by D. Williams),78,68
294,3,1:21.0,,D. Williams makes free throw 1 of 3,78,69
295,3,1:21.0,,D. Williams makes free throw 2 of 3,78,70
296,3,1:21.0,G. Davis enters the game for B. Griffin,,78,70
297,3,1:21.0,,D. Williams makes free throw 3 of 3,78,71
298,3,1:06.0,G. Davis misses 2-pt jump shot from 17 ft,,78,71
299,3,1:06.0,,Defensive rebound by A. Miller,78,71
300,3,0:54.0,,A. Miller makes 2-pt layup from 4 ft (assist by O. Casspi),78,73
301,3,0:42.0,C. Paul makes 2-pt jump shot from 21 ft,,80,73
302,3,0:30.0,,Turnover by A. Miller (traveling),80,73
303,3,0:26.0,N. Robinson enters the game for D. Jordan,,80,73
304,3,0:26.0,S. Hawes enters the game for D. Jones,,80,73
305,3,0:06.0,S. Hawes misses 3-pt jump shot from 23 ft,,80,73
306,3,0:05.0,,Defensive rebound by R. Evans,80,73
307,3,0:01.0,,Turnover by A. Miller (bad pass; steal by G. Davis),80,73
308,3,0:00.0,C. Paul misses 3-pt jump shot from 29 ft,,80,73
309,3,0:00.0,Offensive rebound by Team,,80,73
310,4,11:53.0,,D. Williams makes 3-pt jump shot from 23 ft (assist by O. Casspi),80,76
311,4,11:32.0,G. Davis makes 2-pt layup from 1 ft (assist by A. Rivers),,82,76
312,4,11:16.0,,N. Stauskas misses 3-pt jump shot from 22 ft,82,76
313,4,11:16.0,,Offensive rebound by R. Evans,82,76
314,4,11:14.0,,Shooting foul by S. Hawes (drawn by R. Evans),82,76
315,4,11:14.0,,R. Evans makes free throw 1 of 2,82,77
316,4,11:14.0,,R. Evans misses free throw 2 of 2,82,77
317,4,11:12.0,Defensive rebound by S. Hawes,,82,77
318,4,10:52.0,A. Rivers misses 3-pt jump shot from 24 ft,,82,77
319,4,10:51.0,,Defensive rebound by O. Casspi,82,77
320,4,10:42.0,,A. Miller misses 2-pt jump shot from 14 ft,82,77
321,4,10:42.0,,Offensive rebound by R. Evans,82,77
322,4,10:33.0,,R. Evans makes 2-pt layup from 2 ft (assist by A. Miller),82,79
323,4,10:13.0,N. Robinson makes 2-pt jump shot from 18 ft,,84,79
324,4,9:59.0,,Shooting foul by S. Hawes (drawn by D. Williams),84,79
325,4,9:59.0,,D. Williams misses free throw 1 of 2,84,79
326,4,9:59.0,,Offensive rebound by Team,84,79
327,4,9:59.0,,R. Gay enters the game for N. Stauskas,84,79
328,4,9:59.0,,D. Williams makes free throw 2 of 2,84,80
329,4,9:40.0,Turnover by G. Davis (lost ball; steal by R. Gay),,84,80
330,4,9:35.0,,Shooting foul by S. Hawes (drawn by R. Evans),84,80
331,4,9:35.0,,R. Evans makes free throw 1 of 2,84,81
332,4,9:35.0,B. Griffin enters the game for S. Hawes,,84,81
333,4,9:35.0,,R. Evans makes free throw 2 of 2,84,82
334,4,9:29.0,Personal foul by A. Miller (drawn by J. Redick),,84,82
335,4,9:25.0,Offensive foul by A. Rivers (drawn by A. Miller),,84,82
336,4,9:25.0,Turnover by A. Rivers (offensive foul),,84,82
337,4,9:25.0,C. Paul enters the game for A. Rivers,,84,82
338,4,9:13.0,,A. Miller makes 2-pt layup from 3 ft,84,84
339,4,9:13.0,LA Clippers full timeout,,84,84
340,4,9:13.0,D. Jordan enters the game for G. Davis,,84,84
341,4,9:13.0,H. Türkoğlu enters the game for N. Robinson,,84,84
342,4,8:57.0,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),,87,84
343,4,8:41.0,,Shooting foul by D. Jordan (drawn by R. Gay),87,84
344,4,8:41.0,,R. Gay makes free throw 1 of 2,87,85
345,4,8:41.0,,R. Gay makes free throw 2 of 2,87,86
346,4,8:17.0,B. Griffin misses 2-pt jump shot from 19 ft,,87,86
347,4,8:16.0,,Defensive rebound by R. Gay,87,86
348,4,8:09.0,,R. Gay misses 3-pt jump shot from 24 ft,87,86
349,4,8:08.0,Defensive rebound by Team,,87,86
350,4,7:48.0,H. Türkoğlu makes 3-pt jump shot from 23 ft (assist by B. Griffin),,90,86
351,4,7:35.0,,D. Williams misses 2-pt dunk at rim (block by B. Griffin),90,86
352,4,7:33.0,Defensive rebound by D. Jordan,,90,86
353,4,7:28.0,Shooting foul by A. Miller (drawn by D. Jordan),,90,86
354,4,7:28.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,92,86
355,4,7:28.0,,B. McLemore enters the game for R. Evans,92,86
356,4,7:28.0,,J. Thompson enters the game for O. Casspi,92,86
357,4,7:28.0,D. Jordan misses free throw 1 of 1,,92,86
358,4,7:27.0,Offensive rebound by B. Griffin,,92,86
359,4,7:22.0,J. Redick misses 3-pt jump shot from 25 ft,,92,86
360,4,7:21.0,,Defensive rebound by A. Miller,92,86
361,4,7:06.0,,A. Miller makes 2-pt jump shot from 15 ft,92,88
362,4,6:46.0,H. Türkoğlu makes 3-pt jump shot from 25 ft (assist by B. Griffin),,95,88
363,4,6:19.0,,R. Gay misses 2-pt jump shot from 7 ft,95,88
364,4,6:19.0,Defensive rebound by D. Jordan,,95,88
365,4,6:12.0,Personal foul by R. Gay (drawn by B. Griffin),,95,88
366,4,5:58.0,C. Paul makes 3-pt jump shot from 25 ft (assist by H. Türkoğlu),,98,88
367,4,5:42.0,,D. Williams makes 2-pt jump shot from 17 ft (assist by A. Miller),98,90
368,4,5:30.0,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),,101,90
369,4,5:30.0,Shooting foul by B. McLemore (drawn by J. Redick),,101,90
370,4,5:30.0,Official timeout,,101,90
371,4,5:30.0,,N. Stauskas enters the game for B. McLemore,101,90
372,4,5:30.0,J. Redick makes free throw 1 of 1,,102,90
373,4,5:20.0,,Shooting foul by H. Türkoğlu (drawn by R. Gay),102,90
374,4,5:20.0,,R. Gay makes free throw 1 of 2,102,91
375,4,5:20.0,,R. Gay makes free throw 2 of 2,102,92
376,4,5:06.0,B. Griffin misses 2-pt layup from 2 ft,,102,92
377,4,5:05.0,Offensive rebound by B. Griffin,,102,92
378,4,5:05.0,Shooting foul by J. Thompson (drawn by B. Griffin),,102,92
379,4,5:05.0,B. Griffin makes free throw 1 of 2,,103,92
380,4,5:05.0,B. Griffin misses free throw 2 of 2,,103,92
381,4,5:04.0,Offensive rebound by B. Griffin,,103,92
382,4,5:00.0,Turnover by B. Griffin (bad pass; steal by R. Gay),,103,92
383,4,4:54.0,,D. Williams misses 3-pt jump shot from 23 ft,103,92
384,4,4:53.0,Defensive rebound by B. Griffin,,103,92
385,4,4:32.0,B. Griffin misses 2-pt jump shot from 19 ft,,103,92
