,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PHOENIX_ACTION,SAN ANTONIO_SCORE,PHOENIX_SCORE
0,1,12:00.0,,Violation by Team (delay of game),0,0
1,1,11:46.0,T. Parker makes 2-pt jump shot from 18 ft,,2,0
2,1,11:29.0,,M. Morris makes 2-pt jump shot from 12 ft,2,2
3,1,11:13.0,T. Parker makes 2-pt layup from 1 ft,,4,2
4,1,10:52.0,,M. Morris misses 2-pt layup from 2 ft,4,2
5,1,10:50.0,Defensive rebound by T. Duncan,,4,2
6,1,10:37.0,Turnover by T. Parker (bad pass; steal by M. Morris),,4,2
7,1,10:26.0,,M. Plumlee misses 2-pt jump shot from 14 ft,4,2
8,1,10:24.0,Defensive rebound by K. Leonard,,4,2
9,1,10:19.0,Shooting block foul by M. Morris (drawn by K. Leonard),,4,2
10,1,10:19.0,K. Leonard makes free throw 1 of 2,,5,2
11,1,10:19.0,K. Leonard makes free throw 2 of 2,,6,2
12,1,10:07.0,,E. Bledsoe misses 2-pt jump shot from 4 ft (block by D. Green),6,2
13,1,10:05.0,Defensive rebound by D. Green,,6,2
14,1,9:51.0,D. Green misses 3-pt jump shot from 24 ft,,6,2
15,1,9:49.0,,Defensive rebound by M. Morris,6,2
16,1,9:34.0,,Personal foul by T. Parker (drawn by E. Bledsoe),6,2
17,1,9:32.0,,G. Dragić makes 2-pt jump shot from 18 ft (assist by M. Morris),6,4
18,1,9:15.0,Turnover by K. Leonard (traveling),,6,4
19,1,9:15.0,Violation by Team (delay of game),,6,4
20,1,9:02.0,,G. Dragić misses 2-pt jump shot from 15 ft,6,4
21,1,9:01.0,Defensive rebound by T. Parker,,6,4
22,1,9:01.0,Personal foul by G. Dragić (drawn by T. Parker),,6,4
23,1,8:46.0,K. Leonard misses 2-pt jump shot from 16 ft (block by M. Morris),,6,4
24,1,8:44.0,Offensive rebound by K. Leonard,,6,4
25,1,8:43.0,K. Leonard misses 2-pt jump shot from 10 ft (block by M. Plumlee),,6,4
26,1,8:40.0,,Defensive rebound by G. Dragić,6,4
27,1,8:23.0,,M. Plumlee makes 2-pt hook shot from 7 ft,6,6
28,1,7:59.0,Turnover by T. Duncan (traveling),,6,6
29,1,7:44.0,,M. Morris misses 2-pt jump shot from 14 ft,6,6
30,1,7:41.0,Defensive rebound by K. Leonard,,6,6
31,1,7:34.0,T. Duncan makes 2-pt jump shot from 18 ft (assist by K. Leonard),,8,6
32,1,7:25.0,,E. Bledsoe misses 2-pt jump shot from 20 ft,8,6
33,1,7:23.0,,Offensive rebound by M. Morris,8,6
34,1,7:19.0,,M. Morris misses 3-pt jump shot from 25 ft,8,6
35,1,7:17.0,,Offensive rebound by M. Plumlee,8,6
36,1,7:07.0,,Turnover by E. Bledsoe (bad pass; steal by A. Daye),8,6
37,1,6:52.0,Shooting foul by M. Plumlee (drawn by T. Duncan),,8,6
38,1,6:52.0,T. Duncan makes free throw 1 of 2,,9,6
39,1,6:52.0,T. Duncan makes free throw 2 of 2,,10,6
40,1,6:34.0,,Turnover by M. Plumlee (3 sec),10,6
41,1,6:22.0,T. Parker misses 2-pt jump shot from 18 ft,,10,6
42,1,6:20.0,,Defensive rebound by M. Plumlee,10,6
43,1,6:15.0,,E. Bledsoe misses 2-pt jump shot from 18 ft,10,6
44,1,6:12.0,Defensive rebound by A. Daye,,10,6
45,1,6:09.0,T. Parker makes 2-pt layup from 1 ft (assist by A. Daye),,12,6
46,1,5:58.0,,G. Dragić makes 2-pt layup from 1 ft,12,8
47,1,5:42.0,A. Daye misses 3-pt jump shot from 24 ft,,12,8
48,1,5:41.0,,Defensive rebound by G. Dragić,12,8
49,1,5:30.0,,M. Plumlee misses 2-pt hook shot from 9 ft,12,8
50,1,5:28.0,Defensive rebound by K. Leonard,,12,8
51,1,5:20.0,Shooting foul by M. Plumlee (drawn by K. Leonard),,12,8
52,1,5:20.0,,Phoenix full timeout,12,8
53,1,5:20.0,,A. Len enters the game for M. Morris,12,8
54,1,5:20.0,,A. Tolliver enters the game for M. Plumlee,12,8
55,1,5:20.0,M. Ginóbili enters the game for D. Green,,12,8
56,1,5:20.0,K. Leonard makes free throw 1 of 2,,13,8
57,1,5:20.0,B. Diaw enters the game for A. Daye,,13,8
58,1,5:20.0,K. Leonard makes free throw 2 of 2,,14,8
59,1,4:58.0,,M. Morris misses 3-pt jump shot from 22 ft,14,8
60,1,4:56.0,Defensive rebound by T. Parker,,14,8
61,1,4:43.0,M. Ginóbili misses 3-pt jump shot from 23 ft,,14,8
62,1,4:42.0,,Defensive rebound by A. Tolliver,14,8
63,1,4:37.0,,E. Bledsoe misses 2-pt layup from 1 ft,14,8
64,1,4:34.0,Defensive rebound by T. Duncan,,14,8
65,1,4:19.0,T. Duncan misses 2-pt jump shot from 16 ft,,14,8
66,1,4:17.0,,Defensive rebound by A. Tolliver,14,8
67,1,4:05.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,14,8
68,1,4:03.0,,Offensive rebound by G. Dragić,14,8
69,1,3:59.0,,Turnover by G. Dragić (lost ball),14,8
70,1,3:59.0,A. Baynes enters the game for T. Duncan,,14,8
71,1,3:59.0,,I. Thomas enters the game for E. Bledsoe,14,8
72,1,3:37.0,B. Diaw makes 2-pt jump shot from 20 ft (assist by T. Parker),,16,8
73,1,3:24.0,,M. Morris misses 2-pt jump shot from 14 ft,16,8
74,1,3:22.0,Defensive rebound by B. Diaw,,16,8
75,1,3:10.0,A. Baynes makes 2-pt layup from 2 ft (assist by T. Parker),,18,8
76,1,3:01.0,,Personal foul by B. Diaw (drawn by I. Thomas),18,8
77,1,3:01.0,M. Belinelli enters the game for K. Leonard,,18,8
78,1,2:53.0,,A. Tolliver misses 3-pt jump shot from 26 ft,18,8
79,1,2:51.0,Defensive rebound by A. Baynes,,18,8
80,1,2:45.0,Turnover by T. Parker (discontinued dribble),,18,8
81,1,2:45.0,San Antonio full timeout,,18,8
82,1,2:45.0,,G. Green enters the game for M. Morris,18,8
83,1,2:37.0,,Personal foul by A. Baynes (drawn by A. Tolliver),18,8
84,1,2:37.0,C. Joseph enters the game for T. Parker,,18,8
85,1,2:25.0,,G. Dragić misses 2-pt jump shot from 12 ft,18,8
86,1,2:23.0,Defensive rebound by M. Belinelli,,18,8
87,1,2:11.0,M. Belinelli misses 2-pt jump shot from 3 ft,,18,8
88,1,2:09.0,,Defensive rebound by A. Len,18,8
89,1,2:03.0,,Turnover by I. Thomas (lost ball; steal by M. Belinelli),18,8
90,1,2:03.0,Personal foul by I. Thomas (drawn by M. Belinelli),,18,8
91,1,2:03.0,M. Belinelli misses free throw 1 of 2,,18,8
92,1,2:03.0,Offensive rebound by Team,,18,8
93,1,2:03.0,M. Belinelli makes free throw 2 of 2,,19,8
94,1,1:47.0,,G. Green misses 2-pt jump shot from 16 ft,19,8
95,1,1:45.0,Defensive rebound by C. Joseph,,19,8
96,1,1:29.0,B. Diaw misses 2-pt jump shot from 7 ft,,19,8
97,1,1:28.0,Offensive rebound by A. Baynes,,19,8
98,1,1:28.0,A. Baynes makes 2-pt tip-in from 1 ft,,21,8
