,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,OKLAHOMA CITY_ACTION,NEW ORLEANS_SCORE,OKLAHOMA CITY_SCORE
103,1,1:23.0,J. Salmons enters the game for J. Holiday,,21,24
104,1,1:08.0,R. Anderson misses 3-pt jump shot from 25 ft,,21,24
105,1,1:07.0,,Defensive rebound by K. Perkins,21,24
106,1,0:59.0,,A. Morrow makes 2-pt jump shot from 18 ft (assist by R. Jackson),21,26
107,1,0:48.0,A. Ajinça makes 2-pt jump shot from 4 ft,,23,26
108,1,0:34.0,,K. Perkins misses 2-pt jump shot from 4 ft,23,26
109,1,0:33.0,Defensive rebound by A. Ajinça,,23,26
110,1,0:12.0,A. Rivers makes 2-pt jump shot from 14 ft,,25,26
111,1,0:02.0,,R. Jackson makes 2-pt jump shot from 11 ft,25,28
112,2,11:49.0,A. Ajinça makes 2-pt dunk at rim (assist by A. Rivers),,27,28
113,2,11:27.0,,J. Lamb misses 3-pt jump shot from 24 ft,27,28
114,2,11:27.0,Defensive rebound by A. Ajinça,,27,28
115,2,11:08.0,A. Ajinça misses 2-pt jump shot from 11 ft,,27,28
116,2,11:07.0,,Defensive rebound by N. Collison,27,28
117,2,10:53.0,,A. Morrow makes 2-pt jump shot from 13 ft,27,30
118,2,10:32.0,R. Anderson makes 2-pt jump shot from 6 ft,,29,30
119,2,10:32.0,Shooting foul by N. Collison (drawn by R. Anderson),,29,30
120,2,10:32.0,R. Anderson makes free throw 1 of 1,,30,30
121,2,10:14.0,,R. Jackson makes 2-pt jump shot from 16 ft,30,32
122,2,9:52.0,A. Rivers misses 2-pt jump shot from 8 ft,,30,32
123,2,9:51.0,,Defensive rebound by R. Jackson,30,32
124,2,9:45.0,,R. Jackson misses 3-pt jump shot from 25 ft,30,32
125,2,9:43.0,Defensive rebound by Team,,30,32
126,2,9:23.0,R. Anderson misses 2-pt jump shot from 17 ft,,30,32
127,2,9:21.0,Offensive rebound by A. Ajinça,,30,32
128,2,9:21.0,A. Ajinça misses 2-pt tip-in at rim,,30,32
129,2,9:19.0,,Defensive rebound by K. Perkins,30,32
130,2,9:15.0,,Shooting foul by J. Salmons (drawn by J. Lamb),30,32
131,2,9:15.0,,J. Lamb misses free throw 1 of 2,30,32
132,2,9:15.0,,Offensive rebound by Team,30,32
133,2,9:15.0,,J. Lamb makes free throw 2 of 2,30,33
134,2,8:55.0,A. Ajinça makes 2-pt hook shot from 8 ft (assist by R. Anderson),,32,33
135,2,8:36.0,,N. Collison misses 3-pt jump shot from 24 ft,32,33
136,2,8:35.0,Defensive rebound by A. Rivers,,32,33
137,2,8:23.0,R. Anderson makes 2-pt layup from 2 ft,,34,33
138,2,8:11.0,,J. Lamb misses 2-pt jump shot from 4 ft,34,33
139,2,8:10.0,Defensive rebound by A. Rivers,,34,33
140,2,7:58.0,A. Ajinça makes 2-pt jump shot from 18 ft (assist by A. Rivers),,36,33
141,2,7:57.0,,Oklahoma City full timeout,36,33
142,2,7:57.0,,R. Westbrook enters the game for J. Lamb,36,33
143,2,7:43.0,Violation by A. Ajinça (def goaltending),,36,33
144,2,7:43.0,,R. Westbrook makes 2-pt jump shot from 5 ft,36,35
145,2,7:31.0,A. Rivers misses 3-pt jump shot from 24 ft,,36,35
146,2,7:30.0,,Defensive rebound by R. Jackson,36,35
147,2,7:16.0,,R. Westbrook misses 2-pt jump shot from 13 ft,36,35
148,2,7:15.0,,Offensive rebound by K. Perkins,36,35
149,2,7:11.0,,Turnover by K. Perkins (lost ball; steal by A. Ajinça),36,35
150,2,7:03.0,R. Anderson makes 3-pt jump shot from 22 ft (assist by A. Rivers),,39,35
151,2,6:51.0,,A. Morrow misses 2-pt jump shot from 16 ft,39,35
152,2,6:50.0,,Offensive rebound by R. Westbrook,39,35
153,2,6:32.0,,N. Collison misses 2-pt layup from 2 ft,39,35
154,2,6:31.0,,Offensive rebound by Team,39,35
155,2,6:31.0,A. Davis enters the game for A. Ajinça,,39,35
156,2,6:31.0,T. Evans enters the game for J. Salmons,,39,35
157,2,6:31.0,,S. Ibaka enters the game for N. Collison,39,35
158,2,6:31.0,,S. Adams enters the game for K. Perkins,39,35
159,2,6:28.0,,S. Ibaka makes 2-pt layup from 1 ft (assist by R. Jackson),39,37
160,2,6:08.0,A. Davis makes 2-pt layup from 1 ft (assist by A. Rivers),,41,37
161,2,6:02.0,,Personal foul by R. Anderson (drawn by S. Adams),41,37
162,2,6:02.0,,A. Roberson enters the game for A. Morrow,41,37
163,2,5:54.0,,Turnover by R. Westbrook (bad pass),41,37
164,2,5:54.0,Official timeout,,41,37
165,2,5:38.0,A. Davis makes 2-pt dunk at rim (assist by T. Evans),,43,37
166,2,5:13.0,,R. Jackson misses 3-pt jump shot from 24 ft (block by A. Davis),43,37
167,2,5:11.0,Defensive rebound by A. Rivers,,43,37
168,2,5:06.0,D. Cunningham makes 2-pt jump shot from 17 ft (assist by A. Rivers),,45,37
169,2,4:53.0,,Shooting foul by A. Rivers (drawn by R. Westbrook),45,37
170,2,4:53.0,,R. Westbrook makes free throw 1 of 2,45,38
171,2,4:53.0,J. Holiday enters the game for A. Rivers,,45,38
172,2,4:53.0,,R. Westbrook misses free throw 2 of 2,45,38
173,2,4:53.0,Defensive rebound by D. Cunningham,,45,38
174,2,4:39.0,Personal foul by A. Roberson (drawn by T. Evans),,45,38
175,2,4:31.0,R. Anderson misses 3-pt jump shot from 24 ft,,45,38
176,2,4:30.0,,Defensive rebound by R. Jackson,45,38
177,2,4:14.0,,Turnover by S. Adams (bad pass; steal by T. Evans),45,38
178,2,4:10.0,Turnover by A. Davis (bad pass; steal by S. Adams),,45,38
179,2,4:04.0,,Shooting foul by D. Cunningham (drawn by A. Roberson),45,38
180,2,4:04.0,,A. Roberson makes free throw 1 of 2,45,39
181,2,4:04.0,Ö. Aşık enters the game for R. Anderson,,45,39
182,2,4:04.0,,A. Roberson misses free throw 2 of 2,45,39
183,2,4:03.0,,Offensive rebound by S. Adams,45,39
184,2,3:57.0,,R. Jackson makes 3-pt jump shot from 24 ft (assist by S. Adams),45,42
185,2,3:51.0,Turnover by T. Evans (lost ball; steal by R. Westbrook),,45,42
186,2,3:47.0,,Turnover by R. Westbrook (lost ball; steal by J. Holiday),45,42
187,2,3:46.0,Turnover by A. Davis (lost ball; steal by R. Westbrook),,45,42
188,2,3:40.0,,S. Ibaka misses 3-pt jump shot from 25 ft,45,42
189,2,3:39.0,Defensive rebound by Ö. Aşık,,45,42
190,2,3:25.0,D. Cunningham makes 2-pt jump shot from 16 ft (assist by J. Holiday),,47,42
191,2,3:04.0,,S. Adams makes 2-pt hook shot from 4 ft,47,44
192,2,2:46.0,A. Davis makes 2-pt jump shot from 6 ft (assist by T. Evans),,49,44
193,2,2:30.0,,R. Westbrook misses 2-pt jump shot from 15 ft,49,44
194,2,2:30.0,Defensive rebound by Ö. Aşık,,49,44
195,2,2:14.0,A. Davis makes 2-pt jump shot from 17 ft (assist by T. Evans),,51,44
196,2,1:58.0,,R. Westbrook misses 2-pt jump shot from 3 ft,51,44
197,2,1:58.0,,Offensive rebound by R. Westbrook,51,44
198,2,1:50.0,,R. Westbrook misses 2-pt jump shot from 3 ft,51,44
199,2,1:49.0,,Offensive rebound by S. Ibaka,51,44
200,2,1:49.0,,S. Ibaka misses 2-pt layup from 2 ft,51,44
201,2,1:48.0,Defensive rebound by Ö. Aşık,,51,44
202,2,1:40.0,T. Evans makes 2-pt layup at rim (assist by D. Cunningham),,53,44
203,2,1:39.0,,Oklahoma City full timeout,53,44
204,2,1:39.0,New Orleans full timeout,,53,44
205,2,1:29.0,,S. Ibaka makes 2-pt jump shot from 15 ft (assist by R. Jackson),53,46
206,2,1:03.0,A. Davis misses 3-pt jump shot from 22 ft,,53,46
207,2,1:02.0,,Defensive rebound by R. Westbrook,53,46
208,2,0:58.0,,R. Westbrook makes 2-pt layup from 1 ft,53,48
209,2,0:47.0,A. Davis misses 2-pt jump shot from 16 ft,,53,48
210,2,0:46.0,Offensive rebound by D. Cunningham,,53,48
211,2,0:30.0,T. Evans misses 2-pt jump shot from 3 ft (block by S. Adams),,53,48
212,2,0:30.0,Offensive rebound by Team,,53,48
213,2,0:30.0,R. Anderson enters the game for Ö. Aşık,,53,48
214,2,0:24.0,R. Anderson misses 3-pt jump shot from 24 ft,,53,48
215,2,0:23.0,,Defensive rebound by A. Roberson,53,48
216,2,0:04.0,,R. Westbrook misses 2-pt layup from 2 ft,53,48
217,2,0:03.0,,Offensive rebound by R. Westbrook,53,48
218,2,0:00.0,,R. Jackson misses 2-pt jump shot from 13 ft,53,48
219,2,0:00.0,Defensive rebound by Team,,53,48
220,3,11:37.0,T. Evans makes 2-pt jump shot from 20 ft,,55,48
221,3,11:18.0,,P. Jones makes 3-pt jump shot from 24 ft (assist by R. Westbrook),55,51
222,3,11:07.0,A. Davis makes 2-pt jump shot from 18 ft (assist by J. Holiday),,57,51
223,3,11:01.0,,Oklahoma City full timeout,57,51
224,3,10:45.0,,Shooting foul by T. Evans (drawn by R. Westbrook),57,51
225,3,10:45.0,,R. Westbrook makes free throw 1 of 2,57,52
226,3,10:45.0,,R. Westbrook makes free throw 2 of 2,57,53
227,3,10:30.0,Turnover by J. Holiday (bad pass; steal by A. Roberson),,57,53
228,3,10:24.0,,Turnover by R. Westbrook (bad pass; steal by A. Davis),57,53
229,3,10:16.0,J. Holiday misses 2-pt layup at rim,,57,53
230,3,10:15.0,,Defensive rebound by S. Ibaka,57,53
231,3,10:07.0,,Turnover by S. Adams (bad pass),57,53
232,3,9:43.0,Turnover by Team (shot clock),,57,53
233,3,9:33.0,,P. Jones makes 2-pt hook shot from 5 ft (assist by A. Roberson),57,55
234,3,9:21.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by T. Evans),,60,55
235,3,9:03.0,,R. Westbrook misses 3-pt jump shot from 25 ft,60,55
236,3,9:02.0,Defensive rebound by Ö. Aşık,,60,55
237,3,8:48.0,T. Evans makes 2-pt jump shot from 17 ft,,62,55
238,3,8:46.0,Violation by Team (delay of game),,62,55
239,3,8:36.0,,R. Westbrook misses 2-pt layup from 1 ft,62,55
240,3,8:35.0,,Offensive rebound by R. Westbrook,62,55
241,3,8:32.0,,Shooting foul by Ö. Aşık (drawn by R. Westbrook),62,55
242,3,8:32.0,,R. Westbrook makes free throw 1 of 2,62,56
243,3,8:32.0,,R. Westbrook makes free throw 2 of 2,62,57
244,3,8:15.0,Shooting foul by P. Jones (drawn by Ö. Aşık),,62,57
245,3,8:15.0,Ö. Aşık misses free throw 1 of 2,,62,57
246,3,8:15.0,Offensive rebound by Team,,62,57
247,3,8:15.0,Ö. Aşık makes free throw 2 of 2,,63,57
248,3,8:03.0,,A. Roberson makes 2-pt layup at rim,63,59
249,3,7:45.0,T. Evans makes 2-pt layup from 1 ft,,65,59
250,3,7:28.0,,Shooting foul by Ö. Aşık (drawn by R. Westbrook),65,59
251,3,7:28.0,,R. Westbrook makes free throw 1 of 2,65,60
252,3,7:28.0,,R. Westbrook makes free throw 2 of 2,65,61
253,3,7:19.0,Turnover by J. Holiday (bad pass),,65,61
254,3,7:11.0,,P. Jones makes 2-pt jump shot from 7 ft (assist by R. Westbrook),65,63
255,3,7:11.0,,Shooting foul by L. Babbitt (drawn by P. Jones),65,63
256,3,7:11.0,D. Cunningham enters the game for L. Babbitt,,65,63
257,3,7:11.0,,P. Jones makes free throw 1 of 1,65,64
258,3,6:57.0,J. Holiday misses 3-pt jump shot from 24 ft,,65,64
259,3,6:56.0,,Defensive rebound by P. Jones,65,64
260,3,6:48.0,,A. Roberson misses 3-pt jump shot from 23 ft,65,64
261,3,6:47.0,Defensive rebound by Ö. Aşık,,65,64
262,3,6:42.0,T. Evans makes 2-pt layup from 1 ft,,67,64
263,3,6:25.0,,Turnover by R. Westbrook (bad pass),67,64
264,3,6:13.0,T. Evans misses 2-pt jump shot from 19 ft,,67,64
265,3,6:12.0,,Defensive rebound by P. Jones,67,64
266,3,6:05.0,,R. Westbrook misses 2-pt jump shot from 7 ft,67,64
267,3,6:05.0,,Offensive rebound by S. Adams,67,64
268,3,6:04.0,,S. Adams makes 2-pt layup from 1 ft,67,66
269,3,5:50.0,Turnover by J. Holiday (lost ball; steal by A. Roberson),,67,66
270,3,5:46.0,,R. Westbrook makes 2-pt layup at rim (assist by A. Roberson),67,68
271,3,5:45.0,New Orleans full timeout,,67,68
272,3,5:29.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by A. Davis),,70,68
273,3,5:08.0,,P. Jones misses 2-pt jump shot from 9 ft,70,68
274,3,5:07.0,Defensive rebound by Ö. Aşık,,70,68
275,3,4:56.0,D. Cunningham misses 3-pt jump shot from 24 ft,,70,68
276,3,4:55.0,,Defensive rebound by Team,70,68
277,3,4:32.0,,R. Westbrook makes 2-pt layup at rim,70,70
278,3,4:16.0,Shooting foul by A. Roberson (drawn by A. Davis),,70,70
279,3,4:16.0,A. Davis makes free throw 1 of 2,,71,70
280,3,4:16.0,R. Anderson enters the game for Ö. Aşık,,71,70
281,3,4:16.0,,A. Morrow enters the game for A. Roberson,71,70
282,3,4:16.0,A. Davis makes free throw 2 of 2,,72,70
283,3,3:59.0,,A. Morrow makes 3-pt jump shot from 22 ft (assist by R. Westbrook),72,73
284,3,3:34.0,T. Evans misses 2-pt layup from 2 ft,,72,73
285,3,3:33.0,,Defensive rebound by P. Jones,72,73
286,3,3:28.0,,Personal foul by A. Davis (drawn by S. Adams),72,73
287,3,3:28.0,,S. Adams makes free throw 1 of 2,72,74
288,3,3:28.0,A. Rivers enters the game for J. Holiday,,72,74
289,3,3:28.0,,S. Adams misses free throw 2 of 2,72,74
290,3,3:27.0,Defensive rebound by A. Davis,,72,74
291,3,3:03.0,Turnover by Team (shot clock),,72,74
292,3,3:03.0,,R. Jackson enters the game for R. Westbrook,72,74
293,3,2:51.0,,Turnover by S. Adams (bad pass; steal by T. Evans),72,74
294,3,2:46.0,T. Evans misses 2-pt layup at rim,,72,74
295,3,2:45.0,,Defensive rebound by S. Ibaka,72,74
296,3,2:32.0,,R. Jackson makes 3-pt jump shot from 23 ft,72,77
297,3,2:06.0,A. Davis makes 2-pt layup from 2 ft (assist by T. Evans),,74,77
298,3,1:58.0,,Oklahoma City full timeout,74,77
299,3,1:58.0,,K. Perkins enters the game for S. Adams,74,77
300,3,1:58.0,A. Ajinça enters the game for A. Davis,,74,77
301,3,1:45.0,,P. Jones makes 2-pt jump shot from 8 ft (assist by R. Jackson),74,79
302,3,1:19.0,Turnover by T. Evans (bad pass),,74,79
303,3,1:02.0,,P. Jones misses 3-pt jump shot from 24 ft,74,79
304,3,1:01.0,Defensive rebound by T. Evans,,74,79
305,3,0:46.0,R. Anderson misses 2-pt jump shot from 13 ft,,74,79
306,3,0:45.0,Offensive rebound by D. Cunningham,,74,79
307,3,0:39.0,A. Rivers makes 2-pt layup from 2 ft (assist by D. Cunningham),,76,79
308,3,0:29.0,,R. Jackson misses 2-pt jump shot from 13 ft,76,79
309,3,0:28.0,,Offensive rebound by K. Perkins,76,79
310,3,0:25.0,,K. Perkins makes 2-pt hook shot from 2 ft,76,81
311,3,0:12.0,Personal foul by K. Perkins (drawn by A. Rivers),,76,81
312,3,0:00.0,T. Evans misses 2-pt jump shot from 18 ft,,76,81
313,3,0:00.0,,Defensive rebound by Team,76,81
314,4,11:42.0,,P. Jones misses 2-pt jump shot from 14 ft,76,81
315,4,11:41.0,Defensive rebound by R. Anderson,,76,81
316,4,11:22.0,A. Ajinça makes 2-pt jump shot from 8 ft (assist by J. Holiday),,78,81
317,4,11:06.0,,Shooting foul by A. Ajinça (drawn by R. Jackson),78,81
318,4,11:06.0,,R. Jackson makes free throw 1 of 2,78,82
319,4,11:06.0,,R. Jackson makes free throw 2 of 2,78,83
320,4,10:49.0,R. Anderson misses 2-pt jump shot from 14 ft,,78,83
321,4,10:48.0,,Defensive rebound by A. Morrow,78,83
322,4,10:40.0,,K. Perkins misses 2-pt hook shot from 3 ft (block by A. Ajinça),78,83
323,4,10:38.0,,Offensive rebound by K. Perkins,78,83
324,4,10:36.0,,K. Perkins makes 2-pt hook shot from 4 ft,78,85
325,4,10:24.0,R. Anderson makes 3-pt jump shot from 26 ft (assist by J. Holiday),,81,85
326,4,10:10.0,,Personal foul by A. Ajinça (drawn by K. Perkins),81,85
327,4,9:55.0,,R. Jackson misses 2-pt jump shot from 23 ft,81,85
328,4,9:54.0,,Offensive rebound by N. Collison,81,85
329,4,9:51.0,,Turnover by N. Collison (lost ball; steal by A. Rivers),81,85
330,4,9:39.0,J. Holiday misses 2-pt jump shot from 6 ft,,81,85
331,4,9:38.0,,Defensive rebound by A. Morrow,81,85
332,4,9:33.0,,Personal foul by J. Holiday (drawn by A. Morrow),81,85
333,4,9:33.0,A. Davis enters the game for A. Ajinça,,81,85
334,4,9:19.0,,N. Collison misses 2-pt jump shot from 5 ft (block by A. Davis),81,85
335,4,9:17.0,Defensive rebound by A. Rivers,,81,85
336,4,9:11.0,D. Cunningham makes 2-pt jump shot from 18 ft (assist by J. Holiday),,83,85
337,4,8:49.0,,R. Jackson makes 2-pt layup at rim,83,87
338,4,8:42.0,J. Holiday misses 3-pt jump shot from 24 ft,,83,87
339,4,8:41.0,Offensive rebound by Team,,83,87
340,4,8:40.0,Official timeout,,83,87
341,4,8:40.0,,S. Ibaka enters the game for N. Collison,83,87
342,4,8:28.0,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),,85,87
343,4,8:06.0,,A. Morrow misses 2-pt jump shot from 10 ft,85,87
344,4,8:06.0,Defensive rebound by D. Cunningham,,85,87
345,4,8:05.0,Personal foul by A. Morrow (drawn by D. Cunningham),,85,87
346,4,8:05.0,,R. Westbrook enters the game for A. Morrow,85,87
347,4,7:52.0,R. Anderson misses 3-pt jump shot from 24 ft,,85,87
348,4,7:51.0,,Defensive rebound by R. Jackson,85,87
349,4,7:39.0,,R. Westbrook makes 2-pt layup at rim,85,89
350,4,7:22.0,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),,87,89
351,4,7:08.0,,Shooting foul by A. Davis (drawn by R. Westbrook),87,89
352,4,7:08.0,,R. Westbrook misses free throw 1 of 2,87,89
353,4,7:08.0,,Offensive rebound by Team,87,89
354,4,7:08.0,,A. Roberson enters the game for P. Jones,87,89
355,4,7:08.0,,S. Adams enters the game for K. Perkins,87,89
356,4,7:08.0,T. Evans enters the game for A. Rivers,,87,89
357,4,7:08.0,,R. Westbrook makes free throw 2 of 2,87,90
358,4,6:50.0,A. Davis misses 2-pt layup at rim,,87,90
359,4,6:50.0,Offensive rebound by A. Davis,,87,90
360,4,6:34.0,D. Cunningham misses 2-pt jump shot from 22 ft,,87,90
361,4,6:33.0,,Defensive rebound by R. Jackson,87,90
362,4,6:28.0,,R. Jackson makes 2-pt layup from 1 ft,87,92
363,4,6:22.0,Personal take foul by R. Westbrook (drawn by J. Holiday),,87,92
364,4,6:14.0,A. Davis makes 2-pt layup at rim (assist by J. Holiday),,89,92
365,4,6:00.0,,R. Jackson makes 3-pt jump shot from 23 ft,89,95
366,4,5:48.0,J. Holiday makes 2-pt layup from 1 ft,,91,95
367,4,5:34.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Jackson),91,97
368,4,5:17.0,R. Anderson makes 3-pt jump shot from 25 ft (assist by J. Holiday),,94,97
369,4,5:07.0,,Oklahoma City full timeout,94,97
370,4,5:07.0,Ö. Aşık enters the game for D. Cunningham,,94,97
371,4,4:58.0,,Turnover by R. Westbrook (lost ball; steal by T. Evans),94,97
372,4,4:53.0,T. Evans misses 2-pt layup from 2 ft,,94,97
373,4,4:53.0,Offensive rebound by Team,,94,97
374,4,4:53.0,,Loose ball foul by S. Ibaka (drawn by A. Davis),94,97
375,4,4:47.0,T. Evans makes 2-pt layup from 1 ft (assist by A. Davis),,96,97
376,4,4:24.0,,R. Westbrook misses 2-pt layup from 2 ft (block by Ö. Aşık),96,97
377,4,4:22.0,,Offensive rebound by S. Adams,96,97
378,4,4:21.0,,S. Adams misses 2-pt layup from 2 ft (block by Ö. Aşık),96,97
