,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,UTAH_ACTION,GOLDEN STATE_SCORE,UTAH_SCORE
0,1,11:40.0,,G. Hayward makes 2-pt jump shot from 13 ft,0,2
1,1,11:27.0,A. Bogut misses 2-pt hook shot from 10 ft,,0,2
2,1,11:25.0,,Defensive rebound by E. Freedom,0,2
3,1,11:04.0,,D. Favors misses 2-pt jump shot from 14 ft,0,2
4,1,11:03.0,Defensive rebound by K. Thompson,,0,2
5,1,10:51.0,S. Curry misses 2-pt layup from 2 ft (block by D. Favors),,0,2
6,1,10:49.0,,Defensive rebound by D. Exum,0,2
7,1,10:34.0,,E. Freedom misses 2-pt layup from 2 ft,0,2
8,1,10:33.0,Defensive rebound by D. Green,,0,2
9,1,10:22.0,Turnover by K. Thompson (lost ball; steal by D. Favors),,0,2
10,1,10:16.0,,G. Hayward misses 2-pt layup from 2 ft,0,2
11,1,10:14.0,,Offensive rebound by E. Freedom,0,2
12,1,10:09.0,,E. Freedom makes 2-pt layup from 2 ft,0,4
13,1,10:00.0,K. Thompson makes 2-pt layup from 1 ft,,2,4
14,1,9:38.0,,D. Favors makes 2-pt dunk at rim (assist by J. Ingles),2,6
15,1,9:17.0,K. Thompson misses 3-pt jump shot from 24 ft,,2,6
16,1,9:16.0,,Defensive rebound by J. Ingles,2,6
17,1,9:09.0,,J. Ingles makes 2-pt jump shot from 21 ft,2,8
18,1,9:01.0,D. Green makes 2-pt layup from 2 ft (assist by S. Curry),,4,8
19,1,8:41.0,,Turnover by E. Freedom (lost ball; steal by H. Barnes),4,8
20,1,8:30.0,S. Curry makes 2-pt jump shot from 22 ft (assist by A. Bogut),,6,8
21,1,8:08.0,,D. Favors misses 2-pt jump shot from 4 ft,6,8
22,1,8:06.0,Defensive rebound by H. Barnes,,6,8
23,1,8:01.0,H. Barnes makes 2-pt layup from 1 ft,,8,8
24,1,7:42.0,,G. Hayward misses 2-pt jump shot at rim,8,8
25,1,7:41.0,,Offensive rebound by G. Hayward,8,8
26,1,7:41.0,,G. Hayward misses 2-pt tip-in at rim,8,8
27,1,7:39.0,,Offensive rebound by G. Hayward,8,8
28,1,7:39.0,,G. Hayward misses 2-pt tip-in at rim,8,8
29,1,7:39.0,Defensive rebound by Team,,8,8
30,1,7:39.0,,Loose ball foul by D. Favors (drawn by K. Thompson),8,8
31,1,7:22.0,Turnover by S. Curry (bad pass; steal by D. Favors),,8,8
32,1,7:22.0,,Personal foul by H. Barnes (drawn by J. Ingles),8,8
33,1,7:08.0,,E. Freedom misses 2-pt layup from 2 ft (block by D. Green),8,8
34,1,7:08.0,,Offensive rebound by Team,8,8
35,1,7:02.0,,D. Exum misses 3-pt jump shot from 37 ft,8,8
36,1,7:00.0,,Offensive rebound by G. Hayward,8,8
37,1,6:59.0,,G. Hayward makes 2-pt layup from 1 ft,8,10
38,1,6:46.0,Turnover by D. Green (bad pass),,8,10
39,1,6:36.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by D. Favors),8,13
40,1,6:28.0,S. Curry misses 3-pt jump shot from 25 ft,,8,13
41,1,6:27.0,,Defensive rebound by G. Hayward,8,13
42,1,6:08.0,,J. Ingles misses 2-pt jump shot from 21 ft,8,13
43,1,6:07.0,Defensive rebound by S. Curry,,8,13
44,1,5:56.0,D. Green misses 3-pt jump shot from 24 ft,,8,13
45,1,5:55.0,,Defensive rebound by D. Favors,8,13
46,1,5:50.0,,Utah full timeout,8,13
47,1,5:50.0,,R. Gobert enters the game for E. Freedom,8,13
48,1,5:37.0,,J. Ingles makes 2-pt layup from 2 ft,8,15
49,1,5:16.0,H. Barnes misses 2-pt layup from 2 ft,,8,15
50,1,5:15.0,,Defensive rebound by G. Hayward,8,15
51,1,5:09.0,,D. Exum misses 3-pt jump shot from 24 ft,8,15
52,1,5:06.0,Defensive rebound by Team,,8,15
53,1,4:55.0,Turnover by A. Bogut (bad pass; steal by G. Hayward),,8,15
54,1,4:51.0,,G. Hayward makes 2-pt dunk at rim,8,17
55,1,4:39.0,Personal foul by J. Ingles (drawn by D. Green),,8,17
56,1,4:39.0,A. Iguodala enters the game for H. Barnes,,8,17
57,1,4:36.0,S. Curry makes 2-pt layup from 4 ft (assist by A. Iguodala),,10,17
58,1,4:13.0,,R. Gobert makes 2-pt layup from 1 ft (assist by G. Hayward),10,19
59,1,4:13.0,,Shooting foul by A. Bogut (drawn by R. Gobert),10,19
60,1,4:13.0,M. Speights enters the game for A. Bogut,,10,19
61,1,4:13.0,,R. Gobert makes free throw 1 of 1,10,20
62,1,4:00.0,K. Thompson misses 2-pt jump shot from 15 ft,,10,20
63,1,3:59.0,,Defensive rebound by J. Ingles,10,20
64,1,3:41.0,,Turnover by D. Exum (bad pass; steal by A. Iguodala),10,20
65,1,3:36.0,Shooting foul by J. Ingles (drawn by A. Iguodala),,10,20
66,1,3:36.0,A. Iguodala misses free throw 1 of 2,,10,20
67,1,3:36.0,Offensive rebound by Team,,10,20
68,1,3:36.0,J. Holiday enters the game for K. Thompson,,10,20
69,1,3:36.0,,T. Burke enters the game for J. Ingles,10,20
70,1,3:36.0,A. Iguodala makes free throw 2 of 2,,11,20
71,1,3:23.0,,D. Exum misses 3-pt jump shot from 24 ft,11,20
72,1,3:22.0,Defensive rebound by S. Curry,,11,20
73,1,3:18.0,S. Curry makes 2-pt layup from 4 ft,,13,20
74,1,3:18.0,Shooting foul by T. Burke (drawn by S. Curry),,13,20
75,1,3:18.0,S. Curry misses free throw 1 of 1,,13,20
76,1,3:17.0,,Defensive rebound by R. Gobert,13,20
77,1,2:58.0,,D. Favors misses 2-pt layup from 1 ft,13,20
78,1,2:56.0,Defensive rebound by M. Speights,,13,20
79,1,2:50.0,Turnover by J. Holiday (lost ball; steal by G. Hayward),,13,20
80,1,2:45.0,,Shooting foul by S. Curry (drawn by R. Gobert),13,20
81,1,2:45.0,Golden State full timeout,,13,20
82,1,2:45.0,D. Lee enters the game for D. Green,,13,20
83,1,2:45.0,,T. Booker enters the game for D. Favors,13,20
84,1,2:45.0,,E. Millsap enters the game for D. Exum,13,20
85,1,2:45.0,,R. Gobert makes free throw 1 of 2,13,21
86,1,2:45.0,,R. Gobert misses free throw 2 of 2,13,21
87,1,2:44.0,Defensive rebound by M. Speights,,13,21
88,1,2:27.0,A. Iguodala misses 3-pt jump shot from 24 ft,,13,21
89,1,2:25.0,Offensive rebound by A. Iguodala,,13,21
90,1,2:08.0,S. Curry misses 2-pt jump shot from 23 ft,,13,21
91,1,2:06.0,Offensive rebound by D. Lee,,13,21
92,1,2:02.0,J. Holiday makes 2-pt jump shot from 20 ft (assist by D. Lee),,15,21
93,1,1:40.0,,Turnover by G. Hayward (lost ball; steal by S. Curry),15,21
94,1,1:31.0,D. Lee misses 2-pt jump shot from 18 ft,,15,21
95,1,1:30.0,,Defensive rebound by R. Gobert,15,21
96,1,1:10.0,,R. Gobert misses 2-pt layup from 3 ft,15,21
97,1,1:09.0,Defensive rebound by A. Iguodala,,15,21
98,1,1:00.0,Shooting foul by R. Gobert (drawn by S. Curry),,15,21
99,1,1:00.0,S. Curry makes free throw 1 of 2,,16,21
100,1,1:00.0,S. Curry makes free throw 2 of 2,,17,21
101,1,0:48.0,,Shooting foul by A. Iguodala (drawn by G. Hayward),17,21
102,1,0:48.0,,G. Hayward makes free throw 1 of 2,17,22
103,1,0:48.0,,G. Hayward makes free throw 2 of 2,17,23
104,1,0:31.0,J. Holiday misses 2-pt jump shot from 3 ft (block by R. Gobert),,17,23
105,1,0:29.0,Offensive rebound by J. Holiday,,17,23
106,1,0:27.0,J. Holiday misses 2-pt jump shot from 4 ft,,17,23
107,1,0:26.0,,Defensive rebound by R. Gobert,17,23
108,1,0:10.0,,Turnover by G. Hayward (bad pass; steal by A. Iguodala),17,23
109,1,0:06.0,A. Iguodala makes 2-pt dunk at rim (assist by S. Curry),,19,23
