,QUARTER,TIME_REMAINING,TORONTO_ACTION,HOUSTON_ACTION,TORONTO_SCORE,HOUSTON_SCORE
224,2,0:30.0,Shooting foul by J. Harden (drawn by J. Johnson),,35,40
225,2,0:30.0,J. Johnson makes free throw 1 of 2,,36,40
226,2,0:30.0,C. Hayes enters the game for A. Johnson,,36,40
227,2,0:30.0,J. Johnson misses free throw 2 of 2,,36,40
228,2,0:28.0,,Defensive rebound by C. Brewer,36,40
229,2,0:04.0,,J. Smith misses 3-pt jump shot from 24 ft,36,40
230,2,0:04.0,,Offensive rebound by Team,36,40
231,2,0:04.0,,Turnover by Team (shot clock),36,40
232,2,0:00.0,K. Lowry misses 3-pt jump shot from 27 ft,,36,40
233,2,0:00.0,Offensive rebound by Team,,36,40
234,3,11:44.0,,Turnover by D. Motiejūnas (bad pass),36,40
235,3,11:23.0,J. Valančiūnas makes 2-pt jump shot from 8 ft (assist by K. Lowry),,38,40
236,3,11:12.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),38,43
237,3,10:55.0,D. DeRozan misses 2-pt jump shot from 21 ft,,38,43
238,3,10:53.0,,Defensive rebound by J. Harden,38,43
239,3,10:53.0,,Personal foul by K. Lowry (drawn by J. Harden),38,43
240,3,10:42.0,,J. Harden makes 2-pt layup from 1 ft,38,45
241,3,10:20.0,Personal foul by J. Harden (drawn by K. Lowry),,38,45
242,3,10:20.0,Offensive foul by A. Johnson (drawn by D. Motiejūnas),,38,45
243,3,10:20.0,Turnover by A. Johnson (offensive foul),,38,45
244,3,9:56.0,,T. Ariza misses 2-pt jump shot from 21 ft,38,45
245,3,9:56.0,,Offensive rebound by Team,38,45
246,3,9:47.0,,D. Motiejūnas misses 2-pt hook shot from 7 ft,38,45
247,3,9:45.0,Defensive rebound by J. Johnson,,38,45
248,3,9:35.0,Shooting foul by J. Dorsey (drawn by K. Lowry),,38,45
249,3,9:35.0,K. Lowry makes free throw 1 of 2,,39,45
250,3,9:35.0,K. Lowry misses free throw 2 of 2,,39,45
251,3,9:35.0,,Defensive rebound by T. Ariza,39,45
252,3,9:15.0,,D. Motiejūnas makes 2-pt layup from 4 ft,39,47
253,3,9:00.0,D. DeRozan makes 2-pt jump shot from 16 ft,,41,47
254,3,9:00.0,Loose ball foul by A. Johnson (drawn by D. Motiejūnas),,41,47
255,3,9:00.0,P. Patterson enters the game for A. Johnson,,41,47
256,3,8:47.0,,D. Motiejūnas misses 2-pt hook shot from 7 ft,41,47
257,3,8:45.0,Defensive rebound by J. Johnson,,41,47
258,3,8:34.0,Turnover by J. Valančiūnas (lost ball; steal by P. Beverley),,41,47
259,3,8:30.0,,Turnover by P. Beverley (bad pass; steal by D. DeRozan),41,47
260,3,8:25.0,D. DeRozan misses 2-pt jump shot from 4 ft,,41,47
261,3,8:23.0,,Defensive rebound by J. Harden,41,47
262,3,8:15.0,,J. Harden misses 3-pt jump shot from 25 ft,41,47
263,3,8:13.0,Defensive rebound by Team,,41,47
264,3,8:13.0,,Loose ball foul by J. Dorsey (drawn by J. Valančiūnas),41,47
265,3,8:02.0,Personal foul by D. Motiejūnas (drawn by K. Lowry),,41,47
266,3,8:02.0,,Technical foul by J. Dorsey,41,47
267,3,8:02.0,D. DeRozan makes technical free throw,,42,47
268,3,7:48.0,J. Johnson makes 2-pt layup from 1 ft (assist by K. Lowry),,44,47
269,3,7:30.0,,J. Harden makes 3-pt jump shot from 24 ft (assist by D. Motiejūnas),44,50
270,3,7:11.0,Turnover by D. DeRozan (lost ball; steal by J. Dorsey),,44,50
271,3,7:05.0,,D. Motiejūnas makes 2-pt layup from 2 ft (assist by J. Harden),44,52
272,3,6:55.0,Toronto full timeout,,44,52
273,3,6:42.0,Personal foul by J. Dorsey (drawn by J. Valančiūnas),,44,52
274,3,6:42.0,J. Valančiūnas makes free throw 1 of 2,,45,52
275,3,6:42.0,J. Valančiūnas makes free throw 2 of 2,,46,52
276,3,6:20.0,,J. Harden makes 3-pt jump shot from 23 ft,46,55
277,3,6:01.0,Turnover by J. Johnson (lost ball),,46,55
278,3,6:01.0,,J. Smith enters the game for J. Dorsey,46,55
279,3,5:49.0,,Turnover by T. Ariza (lost ball; steal by D. DeRozan),46,55
280,3,5:44.0,D. DeRozan makes 2-pt dunk at rim,,48,55
281,3,5:33.0,,Personal foul by K. Lowry (drawn by D. Motiejūnas),48,55
282,3,5:33.0,,C. Brewer enters the game for T. Ariza,48,55
283,3,5:19.0,,D. Motiejūnas misses 3-pt jump shot from 26 ft,48,55
284,3,5:17.0,Defensive rebound by K. Lowry,,48,55
285,3,5:04.0,D. DeRozan misses 2-pt jump shot from 9 ft (block by D. Motiejūnas),,48,55
286,3,5:03.0,Offensive rebound by J. Valančiūnas,,48,55
287,3,5:03.0,Shooting foul by P. Beverley (drawn by J. Valančiūnas),,48,55
288,3,5:03.0,Technical foul by D. DeRozan,,48,55
289,3,5:03.0,,J. Harden makes technical free throw,48,56
290,3,5:03.0,J. Valančiūnas makes free throw 1 of 2,,49,56
291,3,5:03.0,J. Valančiūnas makes free throw 2 of 2,,50,56
292,3,4:48.0,,Turnover by J. Harden (lost ball; steal by J. Johnson),50,56
293,3,4:41.0,K. Lowry misses 2-pt jump shot from 3 ft,,50,56
294,3,4:40.0,,Defensive rebound by D. Motiejūnas,50,56
295,3,4:39.0,,Turnover by D. Motiejūnas (bad pass),50,56
296,3,4:25.0,D. DeRozan misses 2-pt jump shot from 10 ft,,50,56
297,3,4:23.0,,Defensive rebound by P. Beverley,50,56
298,3,4:05.0,,J. Smith misses 3-pt jump shot from 22 ft,50,56
299,3,4:03.0,Defensive rebound by J. Johnson,,50,56
300,3,3:53.0,P. Patterson misses 3-pt jump shot from 24 ft,,50,56
301,3,3:51.0,,Defensive rebound by P. Beverley,50,56
302,3,3:51.0,G. Vásquez enters the game for D. DeRozan,,50,56
303,3,3:51.0,,T. Jones enters the game for D. Motiejūnas,50,56
304,3,3:50.0,,Turnover by P. Beverley (lost ball; steal by J. Valančiūnas),50,56
305,3,3:42.0,K. Lowry misses 2-pt layup from 2 ft,,50,56
306,3,3:41.0,Offensive rebound by P. Patterson,,50,56
307,3,3:41.0,P. Patterson makes 2-pt tip-in from 1 ft,,52,56
308,3,3:29.0,,Shooting foul by J. Valančiūnas (drawn by J. Harden),52,56
309,3,3:29.0,,J. Harden makes free throw 1 of 2,52,57
310,3,3:29.0,,J. Harden makes free throw 2 of 2,52,58
311,3,3:29.0,,Technical foul by T. Jones,52,58
312,3,3:29.0,Technical foul by J. Johnson,,52,58
313,3,3:18.0,Turnover by K. Lowry (lost ball; steal by P. Beverley),,52,58
314,3,3:09.0,,P. Beverley makes 3-pt jump shot from 25 ft (assist by C. Brewer),52,61
315,3,2:52.0,Offensive foul by K. Lowry (drawn by P. Beverley),,52,61
316,3,2:52.0,Turnover by K. Lowry (offensive foul),,52,61
317,3,2:52.0,,Houston full timeout,52,61
318,3,2:52.0,T. Hansbrough enters the game for J. Valančiūnas,,52,61
319,3,2:40.0,,Turnover by J. Harden (bad pass; steal by G. Vásquez),52,61
320,3,2:23.0,J. Johnson misses 3-pt jump shot from 23 ft,,52,61
321,3,2:21.0,,Defensive rebound by C. Brewer,52,61
322,3,2:17.0,Offensive charge foul by J. Smith (drawn by K. Lowry),,52,61
323,3,2:17.0,,Turnover by J. Smith (offensive foul),52,61
324,3,2:06.0,K. Lowry misses 2-pt jump shot from 19 ft,,52,61
325,3,2:04.0,,Defensive rebound by T. Jones,52,61
326,3,1:54.0,,J. Harden makes 2-pt jump shot from 11 ft,52,63
327,3,1:40.0,Personal foul by P. Beverley (drawn by K. Lowry),,52,63
328,3,1:40.0,K. Lowry makes free throw 1 of 2,,53,63
329,3,1:40.0,,J. Terry enters the game for P. Beverley,53,63
330,3,1:40.0,K. Lowry misses free throw 2 of 2,,53,63
331,3,1:37.0,,Defensive rebound by Team,53,63
332,3,1:22.0,,Personal block foul by P. Patterson (drawn by J. Harden),53,63
333,3,1:22.0,,J. Harden misses free throw 1 of 2,53,63
334,3,1:22.0,,Offensive rebound by Team,53,63
335,3,1:22.0,T. Ross enters the game for J. Johnson,,53,63
336,3,1:22.0,,J. Harden makes free throw 2 of 2,53,64
337,3,1:05.0,K. Lowry misses 3-pt jump shot from 26 ft,,53,64
338,3,1:03.0,,Defensive rebound by J. Smith,53,64
339,3,0:55.0,,J. Harden makes 2-pt jump shot from 21 ft,53,66
340,3,0:36.0,P. Patterson misses 3-pt jump shot from 24 ft,,53,66
341,3,0:34.0,,Defensive rebound by J. Smith,53,66
342,3,0:28.0,,C. Brewer makes 2-pt layup at rim (assist by J. Smith),53,68
343,3,0:09.0,K. Lowry misses 3-pt jump shot from 26 ft,,53,68
344,3,0:08.0,,Defensive rebound by T. Jones,53,68
345,3,0:00.0,,T. Jones misses 3-pt jump shot from 25 ft,53,68
346,3,0:00.0,,Offensive rebound by Team,53,68
347,4,11:40.0,G. Vásquez misses 3-pt jump shot from 25 ft,,53,68
348,4,11:38.0,,Defensive rebound by T. Ariza,53,68
349,4,11:38.0,,Personal foul by T. Ross (drawn by T. Ariza),53,68
350,4,11:28.0,,C. Brewer misses 2-pt jump shot from 5 ft,53,68
351,4,11:26.0,Defensive rebound by G. Vásquez,,53,68
352,4,11:25.0,Personal foul by C. Brewer (drawn by G. Vásquez),,53,68
353,4,11:11.0,T. Ross misses 2-pt layup from 1 ft (block by J. Smith),,53,68
354,4,11:10.0,,Defensive rebound by Team,53,68
355,4,11:08.0,Loose ball foul by C. Hayes (drawn by J. Smith),,53,68
356,4,10:56.0,,Turnover by T. Jones (lost ball; steal by G. Vásquez),53,68
357,4,10:54.0,Shooting foul by T. Ariza (drawn by T. Ross),,53,68
358,4,10:54.0,T. Ross makes free throw 1 of 2,,54,68
359,4,10:54.0,T. Ross makes free throw 2 of 2,,55,68
360,4,10:34.0,,J. Smith misses 2-pt jump shot from 20 ft,55,68
361,4,10:34.0,Defensive rebound by C. Hayes,,55,68
362,4,10:18.0,C. Hayes misses 2-pt jump shot from 9 ft,,55,68
363,4,10:17.0,,Defensive rebound by J. Smith,55,68
364,4,10:12.0,Violation by T. Ross (def goaltending),,55,68
365,4,10:12.0,,C. Brewer makes 2-pt jump shot from 3 ft (assist by J. Smith),55,70
366,4,10:01.0,Turnover by T. Ross (lost ball; steal by C. Brewer),,55,70
367,4,10:00.0,,Clear path foul by D. DeRozan,55,70
368,4,10:00.0,,T. Ariza makes clear path free throw 1 of 2,55,71
369,4,10:00.0,,T. Ariza makes clear path free throw 2 of 2,55,72
370,4,9:48.0,,J. Terry misses 3-pt jump shot from 25 ft,55,72
371,4,9:46.0,,Offensive rebound by T. Jones,55,72
372,4,9:35.0,,Turnover by J. Smith (lost ball; steal by P. Patterson),55,72
373,4,9:28.0,G. Vásquez misses 2-pt jump shot from 4 ft,,55,72
374,4,9:27.0,Offensive rebound by G. Vásquez,,55,72
375,4,9:11.0,G. Vásquez misses 3-pt jump shot from 23 ft,,55,72
376,4,9:09.0,,Defensive rebound by J. Smith,55,72
377,4,9:04.0,,Shooting foul by D. DeRozan (drawn by T. Jones),55,72
378,4,9:04.0,,T. Jones misses free throw 1 of 2,55,72
379,4,9:04.0,,Offensive rebound by Team,55,72
380,4,9:04.0,,D. Motiejūnas enters the game for J. Smith,55,72
381,4,9:04.0,K. Lowry enters the game for C. Hayes,,55,72
382,4,9:04.0,,T. Jones makes free throw 2 of 2,55,73
383,4,8:55.0,,Violation by D. Motiejūnas (kicked ball),55,73
384,4,8:55.0,Official timeout,,55,73
385,4,8:55.0,J. Johnson enters the game for P. Patterson,,55,73
