,QUARTER,TIME_REMAINING,ATLANTA_ACTION,LA LAKERS_ACTION,ATLANTA_SCORE,LA LAKERS_SCORE
390,4,3:46.0,,W. Ellington enters the game for J. Brown,83,76
391,4,3:46.0,E. Brand enters the game for P. Antić,,83,76
392,4,3:31.0,D. Schröder misses 3-pt jump shot from 25 ft,,83,76
393,4,3:30.0,,Defensive rebound by R. Kelly,83,76
394,4,3:08.0,,R. Kelly misses 2-pt layup from 3 ft,83,76
395,4,3:05.0,Defensive rebound by E. Brand,,83,76
396,4,2:44.0,S. Mack misses 3-pt jump shot from 25 ft,,83,76
397,4,2:42.0,Offensive rebound by D. Schröder,,83,76
398,4,2:22.0,D. Schröder misses 2-pt layup from 2 ft (block by E. Davis),,83,76
399,4,2:20.0,Offensive rebound by A. Horford,,83,76
400,4,2:16.0,A. Horford misses 2-pt jump shot from 13 ft,,83,76
401,4,2:15.0,,Defensive rebound by E. Davis,83,76
402,4,2:05.0,,R. Kelly misses 2-pt jump shot from 17 ft,83,76
403,4,2:03.0,,Offensive rebound by C. Boozer,83,76
404,4,2:00.0,,Turnover by E. Davis (lost ball; steal by E. Brand),83,76
405,4,1:59.0,Shooting block foul by J. Clarkson (drawn by K. Bazemore),,83,76
406,4,1:59.0,K. Bazemore misses free throw 1 of 2,,83,76
407,4,1:59.0,Offensive rebound by Team,,83,76
408,4,1:59.0,,W. Johnson enters the game for E. Davis,83,76
409,4,1:59.0,K. Bazemore makes free throw 2 of 2,,84,76
410,4,1:38.0,,C. Boozer makes 2-pt jump shot from 10 ft,84,78
411,4,1:14.0,D. Schröder misses 3-pt jump shot from 26 ft,,84,78
412,4,1:14.0,Offensive rebound by Team,,84,78
413,4,1:14.0,Turnover by Team (shot clock),,84,78
414,4,1:03.0,,C. Boozer makes 2-pt jump shot from 14 ft (assist by J. Clarkson),84,80
415,4,0:45.0,Personal foul by W. Johnson (drawn by A. Horford),,84,80
416,4,0:45.0,A. Horford makes free throw 1 of 2,,85,80
417,4,0:45.0,A. Horford misses free throw 2 of 2,,85,80
418,4,0:45.0,,Defensive rebound by C. Boozer,85,80
419,4,0:45.0,,LA Lakers full timeout,85,80
420,4,0:40.0,,J. Clarkson misses 2-pt layup from 2 ft,85,80
421,4,0:39.0,,Offensive rebound by J. Clarkson,85,80
422,4,0:34.0,,W. Ellington misses 3-pt jump shot from 26 ft,85,80
423,4,0:33.0,,Offensive rebound by C. Boozer,85,80
424,4,0:30.0,,W. Johnson makes 3-pt jump shot from 25 ft (assist by R. Kelly),85,83
425,4,0:30.0,Atlanta full timeout,,85,83
426,4,0:30.0,J. Jenkins enters the game for E. Brand,,85,83
427,4,0:14.0,D. Schröder makes 2-pt layup from 1 ft,,87,83
428,4,0:14.0,,LA Lakers full timeout,87,83
429,4,0:14.0,P. Antić enters the game for J. Jenkins,,87,83
430,4,0:12.0,,W. Johnson misses 3-pt jump shot from 23 ft,87,83
431,4,0:10.0,Defensive rebound by K. Bazemore,,87,83
432,4,0:09.0,Personal take foul by J. Clarkson (drawn by K. Bazemore),,87,83
433,4,0:09.0,K. Bazemore makes free throw 1 of 2,,88,83
434,4,0:09.0,K. Bazemore makes free throw 2 of 2,,89,83
435,4,0:09.0,,LA Lakers full timeout,89,83
436,4,0:09.0,J. Jenkins enters the game for A. Horford,,89,83
437,4,0:09.0,M. Muscala enters the game for D. Schröder,,89,83
438,4,0:07.0,,R. Kelly makes 3-pt jump shot from 25 ft (assist by J. Clarkson),89,86
439,4,0:07.0,Atlanta full timeout,,89,86
440,4,0:07.0,D. Schröder enters the game for P. Antić,,89,86
441,4,0:07.0,A. Horford enters the game for M. Muscala,,89,86
442,4,0:07.0,Atlanta full timeout,,89,86
443,4,0:05.0,Personal take foul by J. Clarkson (drawn by D. Schröder),,89,86
444,4,0:05.0,,J. Lin enters the game for J. Clarkson,89,86
445,4,0:05.0,D. Schröder makes free throw 1 of 2,,90,86
446,4,0:05.0,D. Schröder makes free throw 2 of 2,,91,86
447,4,0:01.0,,R. Kelly misses 3-pt jump shot from 24 ft,91,86
448,4,0:00.0,,Offensive rebound by Team,91,86
